ID;LandenGroepen;Perioden;Invoerwaarde_1;Uitvoerwaarde_2;Handelsbalans_3
664;3;2002 januari;918863;155252;-763611
665;3;2002 februari;978407;192185;-786222
666;3;2002 maart;1107550;193585;-913965
667;3;2002 april;975389;308165;-667224
668;3;2002 mei;1208684;274965;-933719
669;3;2002 juni;1008175;272315;-735860
670;3;2002 juli;950691;272039;-678652
671;3;2002 augustus;1053962;238055;-815907
672;3;2002 september;968782;240342;-728440
673;3;2002 oktober;1216619;320981;-895638
674;3;2002 november;1050369;232850;-817519
675;3;2002 december;1065745;207297;-858448
676;3;2002;12503236;2908031;-9595205
677;3;2003 januari;1162121;317614;-844507
678;3;2003 februari;1107474;251153;-856321
679;3;2003 maart;1113827;261083;-852744
680;3;2003 april;1133759;260452;-873307
681;3;2003 mei;1019578;279686;-739892
682;3;2003 juni;1030027;226572;-803455
683;3;2003 juli;1014206;264177;-750029
684;3;2003 augustus;1243040;249821;-993219
685;3;2003 september;1067431;256566;-810865
686;3;2003 oktober;1029177;283838;-745339
687;3;2003 november;875667;211903;-663764
688;3;2003 december;1035161;236107;-799054
689;3;2003;12831468;3098972;-9732496
690;3;2004 januari;1091720;296052;-795668
691;3;2004 februari;1037704;279404;-758300
692;3;2004 maart;1209127;397190;-811937
693;3;2004 april;1136114;294293;-841821
694;3;2004 mei;1312006;380923;-931083
695;3;2004 juni;1263765;353213;-910552
696;3;2004 juli;1451765;327023;-1124742
697;3;2004 augustus;1506084;364218;-1141866
698;3;2004 september;1456098;298508;-1157590
699;3;2004 oktober;1521839;337813;-1184026
700;3;2004 november;1432752;353979;-1078773
701;3;2004 december;1385248;245983;-1139265
702;3;2004;15804222;3928599;-11875623
703;3;2005 januari;1336655;403222;-933433
704;3;2005 februari;1457855;333550;-1124305
705;3;2005 maart;1734854;277318;-1457536
706;3;2005 april;1570537;480874;-1089663
707;3;2005 mei;1647542;697363;-950179
708;3;2005 juni;1797362;502504;-1294858
709;3;2005 juli;2033888;547887;-1486001
710;3;2005 augustus;2167641;664978;-1502663
711;3;2005 september;2140380;672267;-1468113
712;3;2005 oktober;2092400;593590;-1498810
713;3;2005 november;2214246;675255;-1538991
714;3;2005 december;2126988;539358;-1587630
715;3;2005;22320348;6388166;-15932182
716;3;2006 januari;2202409;641370;-1561039
717;3;2006 februari;2013772;631528;-1382244
718;3;2006 maart;2279883;734418;-1545465
719;3;2006 april;1865957;888849;-977108
720;3;2006 mei;2093827;993153;-1100674
721;3;2006 juni;2409614;963593;-1446021
722;3;2006 juli;2216826;906655;-1310171
723;3;2006 augustus;2626095;898965;-1727130
724;3;2006 september;2335780;640328;-1695452
725;3;2006 oktober;2368243;725215;-1643028
726;3;2006 november;2099743;687144;-1412599
727;3;2006 december;1973392;785831;-1187561
728;3;2006;26485541;9497049;-16988492
729;3;2007 januari;1991769;656364;-1335405
730;3;2007 februari;1900344;702338;-1198006
731;3;2007 maart;1958722;887078;-1071644
732;3;2007 april;2063852;1069408;-994444
733;3;2007 mei;2443933;1008718;-1435215
734;3;2007 juni;2054115;1182217;-871898
735;3;2007 juli;2235499;1082982;-1152517
736;3;2007 augustus;2244365;1032812;-1211553
737;3;2007 september;2301161;1022748;-1278413
738;3;2007 oktober;2257804;1061921;-1195883
739;3;2007 november;2665665;1009259;-1656406
740;3;2007 december;2760682;933453;-1827229
741;3;2007;26877911;11649298;-15228613
742;3;2008 januari;3112447;885356;-2227091
743;3;2008 februari;2761390;1140944;-1620446
744;3;2008 maart;3363534;1007513;-2356021
745;3;2008 april;3319896;1529053;-1790843
746;3;2008 mei;3552626;1175772;-2376854
747;3;2008 juni;4057562;1768813;-2288749
748;3;2008 juli;3861123;1212852;-2648271
749;3;2008 augustus;4020383;1451656;-2568727
750;3;2008 september;3898619;1451079;-2447540
751;3;2008 oktober;3079205;1237715;-1841490
752;3;2008 november;2531565;691489;-1840076
753;3;2008 december;1991013;681835;-1309178
754;3;2008;39549363;14234077;-25315286
755;3;2009 januari;2177100;824923;-1352177
756;3;2009 februari;1724860;684507;-1040353
757;3;2009 maart;2149120;822220;-1326900
758;3;2009 april;2173409;873286;-1300123
759;3;2009 mei;2348408;1064598;-1283810
760;3;2009 juni;2199679;872090;-1327589
761;3;2009 juli;2363667;1219947;-1143720
762;3;2009 augustus;2489936;1282057;-1207879
763;3;2009 september;2371773;1041779;-1329994
764;3;2009 oktober;2488107;928481;-1559626
765;3;2009 november;2584981;1038047;-1546934
766;3;2009 december;2698561;1000656;-1697905
767;3;2009;27769601;11652591;-16117010
768;3;2010 januari;3159697;955195;-2204502
769;3;2010 februari;2632308;1146472;-1485836
770;3;2010 maart;3103987;1250729;-1853258
771;3;2010 april;3052104;1253657;-1798447
772;3;2010 mei;3090008;1296821;-1793187
773;3;2010 juni;3025962;1360185;-1665777
774;3;2010 juli;3415471;1542699;-1872772
775;3;2010 augustus;3225150;1665378;-1559772
776;3;2010 september;2935633;1535088;-1400545
777;3;2010 oktober;3563516;1336052;-2227464
778;3;2010 november;3248859;1099689;-2149170
779;3;2010 december;3955995;1278474;-2677521
780;3;2010;38408690;15720439;-22688251
781;3;2011 januari;4089226;1470265;-2618961
782;3;2011 februari;3123394;1499327;-1624067
783;3;2011 maart;4515081;1554042;-2961039
784;3;2011 april;3871785;2054629;-1817156
785;3;2011 mei;4316499;1665152;-2651347
786;3;2011 juni;4340552;1538481;-2802071
787;3;2011 juli;4042614;1722056;-2320558
788;3;2011 augustus;4497664;1605386;-2892278
789;3;2011 september;4632753;1579424;-3053329
790;3;2011 oktober;4425705;1357788;-3067917
791;3;2011 november;5000234;1880605;-3119629
792;3;2011 december;4358866;1666946;-2691920
793;3;2011;51214373;19594101;-31620272
794;3;2012 januari;4908046;2174371;-2733675
795;3;2012 februari;5536419;2183013;-3353406
796;3;2012 maart;5353399;1958987;-3394412
797;3;2012 april;5264101;2743220;-2520881
798;3;2012 mei;5252475;2512794;-2739681
799;3;2012 juni;4442970;2200422;-2242548
800;3;2012 juli;4850424;1846088;-3004336
801;3;2012 augustus;5849141;1945246;-3903895
802;3;2012 september;5004640;2170101;-2834539
803;3;2012 oktober;5798397;2176085;-3622312
804;3;2012 november;5887373;1835960;-4051413
805;3;2012 december;5292793;2080334;-3212459
806;3;2012;63440178;25826621;-37613557
807;3;2013 januari;5090467;2402654;-2687813
808;3;2013 februari;5085623;2281192;-2804431
809;3;2013 maart;4849665;2624254;-2225411
810;3;2013 april;4828139;2201713;-2626426
811;3;2013 mei;4901331;2697522;-2203809
812;3;2013 juni;4567149;1927520;-2639629
813;3;2013 juli;4939851;2348241;-2591610
814;3;2013 augustus;4773319;2190961;-2582358
815;3;2013 september;5382788;1605798;-3776990
816;3;2013 oktober;5724345;1778526;-3945819
817;3;2013 november;4993830;1887992;-3105838
818;3;2013 december;4650174;1497250;-3152924
819;3;2013;59786681;25443623;-34343058
820;3;2014 januari;4838809;2070654;-2768155
821;3;2014 februari;4162666;2117802;-2044864
822;3;2014 maart;4630004;1964684;-2665320
823;3;2014 april;4229550;1938494;-2291056
824;3;2014 mei;4789272;1825684;-2963588
825;3;2014 juni;4453108;1731918;-2721190
826;3;2014 juli;4959311;1833480;-3125831
827;3;2014 augustus;4815465;1565706;-3249759
828;3;2014 september;4225777;1646988;-2578789
829;3;2014 oktober;3981615;1998175;-1983440
830;3;2014 november;3469309;1743687;-1725622
831;3;2014 december;3518381;1491941;-2026440
832;3;2014;52073267;21929213;-30144054
833;3;2015 januari;2896619;1416805;-1479814
834;3;2015 februari;3200542;1374167;-1826375
835;3;2015 maart;3736032;1714694;-2021338
836;3;2015 april;3884070;1848742;-2035328
837;3;2015 mei;4107984;1724840;-2383144
838;3;2015 juni;3799939;1788841;-2011098
839;3;2015 juli;3701725;1586854;-2114871
840;3;2015 augustus;3380466;1366490;-2013976
841;3;2015 september;3241852;1178611;-2063241
842;3;2015 oktober;3203918;1418432;-1785486
843;3;2015 november;2687118;1109617;-1577501
844;3;2015 december;2608013;1332507;-1275506
845;3;2015;40448278;17860600;-22587678
846;3;2016 januari;2172701;1204983;-967718
847;3;2016 februari;2179928;1096543;-1083385
848;3;2016 maart;2262107;1124007;-1138100
849;3;2016 april;2694827;1422498;-1272329
850;3;2016 mei;2982487;1540640;-1441847
851;3;2016 juni;2835262;1471674;-1363588
852;3;2016 juli;2892445;1531182;-1361263
853;3;2016 augustus;2497478;1590220;-907258
854;3;2016 september;2941902;1613087;-1328815
855;3;2016 oktober;3392919;1757005;-1635914
856;3;2016 november;3179627;1726078;-1453549
857;3;2016 december;3505445;1802984;-1702461
858;3;2016;33537128;17880901;-15656227
859;3;2017 januari;3943004;2066868;-1876136
860;3;2017 februari;3703059;2096574;-1606485
861;3;2017 maart;3685065;2028562;-1656503
862;3;2017 april;3544260;2013565;-1530695
863;3;2017 mei;3297444;2069325;-1228119
864;3;2017 juni;3196952;2004400;-1192552
865;3;2017 juli;2624711;1779007;-845704
866;3;2017 augustus;3001196;1642142;-1359054
867;3;2017 september;2970470;2069651;-900819
868;3;2017 oktober;3269635;1861799;-1407836
869;3;2017 november;3351637;1938414;-1413223
870;3;2017 december;3521268;2182712;-1338556
871;3;2017;40108701;23753019;-16355682
872;3;2018 januari;4166077;2196413;-1969664
873;3;2018 februari;3675620;2333537;-1342083
874;3;2018 maart;3516516;2063426;-1453090
875;3;2018 april;3772105;1723933;-2048172
876;3;2018 mei;4031049;2321850;-1709199
877;3;2018 juni;3748714;1998118;-1750596
878;3;2018 januari-juni;22910081;12637277;-10272804
