ID;SectorBranchesSIC2008;Periods;Employee_1;EmployedPerson_2;Employee_3;EmployedPerson_4;Total_5;NetTurnover_6;OtherRevenues_7;Total_8;Total_9;Total_10;InitialStockOfRawAndAuxiliaryMater_11;PurchasedRawAndAuxiliaryMaterials_12;ClosingStockRawAndAuxiliaryMat_13;Total_14;InitialStockOfCommodities_15;PurchasedCommodities_16;ClosingStockOfCommodities_17;PaymentsToSubcontractors_18;PurchaseValueNotElsewhereClassified_19;Total_20;GrossWagesAndSalaries_21;Total_22;EmployerPaidSocialInsurancePremiums_23;PensionAndEarlyRetirementPremiums_24;OtherSocialInsuranceCosts_25;OtherPersonnelCosts_26;Total_27;CostsOfEnergyUse_28;HousingCosts_29;EquipmentAndInventoryCosts_30;TransportCosts_31;SalesCosts_32;CommunicationCosts_33;CostsOfOtherServices_34;OtherLiabilities_35;DepreciationFixedAssets_36;OperatingResults_37;NetFinancialIncome_38;BalanceOfProvisions_39;NetExtraordinaryIncome_40;PreTaxResults_41
348;237 Stone dressing;2012;1.7;2.2;1.6;1.9;263.0;261.0;2.0;242.0;90.0;69.0;33.0;64.0;29.0;16.0;20.0;18.0;22.0;4.0;1.0;89.0;65.0;15.0;8.0;6.0;1.0;9.0;52.0;4.0;12.0;5.0;5.0;8.0;2.0;6.0;10.0;11.0;21.0;-3.0;0.0;0.0;17.0
349;237 Stone dressing;2013;1.8;2.1;1.6;1.8;235.0;233.0;1.0;223.0;82.0;65.0;33.0;67.0;35.0;12.0;4.0;12.0;4.0;5.0;1.0;80.0;58.0;15.0;8.0;7.0;1.0;6.0;50.0;4.0;11.0;4.0;6.0;7.0;2.0;5.0;12.0;11.0;12.0;-3.0;0.0;1.0;9.0
350;24-30, 33 Metalectro;2009;314.9;376.6;293.8;333.2;82956.0;80823.0;2133.0;79406.0;46165.0;31182.0;5613.0;30396.0;4828.0;10260.0;1416.0;10097.0;1254.0;4460.0;264.0;18368.0;12684.0;2750.0;1565.0;1185.0;193.0;2742.0;12215.0;1220.0;1416.0;1875.0;605.0;1349.0;224.0;2425.0;3101.0;2658.0;3550.0;-627.0;-335.0;-56.0;2532.0
351;24-30, 33 Metalectro;2010;310.5;369.4;287.2;332.5;92292.0;88602.0;3689.0;85101.0;50971.0;32899.0;4943.0;33004.0;5048.0;12342.0;1746.0;12400.0;1803.0;5160.0;569.0;18330.0;12672.0;2689.0;1580.0;1109.0;159.0;2810.0;13150.0;1138.0;1485.0;2086.0;616.0;1386.0;220.0;2259.0;3960.0;2650.0;7191.0;366.0;-137.0;-645.0;6774.0
352;24-30, 33 Metalectro;2011;313.8;372.8;289.4;338.1;100598.0;97319.0;3279.0;92984.0;56027.0;39070.0;4957.0;39268.0;5154.0;11645.0;1400.0;11793.0;1547.0;4867.0;445.0;19672.0;13365.0;2878.0;1707.0;1172.0;163.0;3265.0;14363.0;1140.0;1609.0;2162.0;703.0;1558.0;232.0;2493.0;4465.0;2923.0;7613.0;-210.0;-345.0;400.0;7458.0
353;24-30, 33 Metalectro;2012;311.8;373.7;288.2;338.5;97058.0;94239.0;2818.0;90254.0;52918.0;36827.0;5057.0;36897.0;5127.0;11322.0;1406.0;11302.0;1386.0;4387.0;383.0;20291.0;13652.0;3006.0;1805.0;1201.0;256.0;3378.0;14229.0;1012.0;1570.0;2083.0;700.0;1503.0;235.0;2505.0;4623.0;2815.0;6804.0;-604.0;-308.0;-52.0;5840.0
354;24-30, 33 Metalectro;2013;313.3;371.6;288.4;338.6;94522.0;91245.0;3277.0;88082.0;51342.0;37496.0;5518.0;36994.0;5016.0;9037.0;1267.0;9092.0;1322.0;4523.0;287.0;20284.0;13632.0;3153.0;1786.0;1367.0;151.0;3348.0;13897.0;1013.0;1517.0;2043.0;623.0;1405.0;208.0;2909.0;4179.0;2560.0;6440.0;826.0;-175.0;44.0;7135.0
355;24-25 Man. of basic metals and -products;2009;107.1;129.5;99.1;113.2;24039.0;23621.0;419.0;22887.0;12712.0;9375.0;1850.0;9123.0;1597.0;1729.0;260.0;1670.0;201.0;1490.0;118.0;5464.0;3863.0;868.0;499.0;369.0;34.0;699.0;3760.0;821.0;465.0;694.0;223.0;339.0;65.0;424.0;730.0;952.0;1152.0;-134.0;-25.0;69.0;1062.0
356;24-25 Man. of basic metals and -products;2010;108.4;130.0;100.3;116.3;27068.0;26435.0;633.0;25413.0;14543.0;10447.0;1666.0;10601.0;1820.0;2229.0;302.0;2219.0;292.0;1660.0;208.0;5656.0;3958.0;852.0;525.0;327.0;43.0;802.0;4204.0;762.0;494.0;836.0;239.0;542.0;68.0;467.0;797.0;1010.0;1656.0;-226.0;5.0;10.0;1445.0
357;24-25 Man. of basic metals and -products;2011;109.2;131.1;99.8;118.1;29406.0;28859.0;547.0;27693.0;16287.0;12550.0;1660.0;12563.0;1673.0;2032.0;230.0;2067.0;265.0;1535.0;171.0;5957.0;4095.0;904.0;561.0;343.0;39.0;919.0;4427.0;785.0;547.0;861.0;258.0;475.0;68.0;478.0;957.0;1021.0;1713.0;-256.0;-42.0;68.0;1482.0
358;24-25 Man. of basic metals and -products;2012;106.7;128.2;97.9;115.3;27882.0;27645.0;237.0;26100.0;14994.0;11391.0;1580.0;11336.0;1526.0;2064.0;262.0;2025.0;223.0;1342.0;198.0;6073.0;4154.0;972.0;576.0;396.0;36.0;911.0;4084.0;641.0;527.0;834.0;295.0;415.0;74.0;488.0;812.0;948.0;1782.0;-124.0;-67.0;25.0;1617.0
359;24-25 Man. of basic metals and -products;2013;104.7;127.3;95.8;115.0;26697.0;26383.0;314.0;25052.0;14296.0;11319.0;1629.0;11132.0;1442.0;1459.0;196.0;1457.0;194.0;1352.0;166.0;6020.0;4104.0;948.0;550.0;397.0;28.0;941.0;3825.0;638.0;506.0;816.0;231.0;312.0;58.0;491.0;774.0;911.0;1645.0;-108.0;-29.0;-16.0;1492.0
360;24 Manufacture of basic metals;2009;20.6;21.9;19.7;20.7;6103.0;5989.0;114.0;6279.0;3218.0;2753.0;655.0;2669.0;571.0;174.0;35.0;170.0;31.0;218.0;73.0;1221.0;884.0;218.0;113.0;105.0;2.0;117.0;1521.0;593.0;70.0;380.0;45.0;161.0;11.0;135.0;127.0;319.0;-176.0;11.0;-26.0;15.0;-175.0
361;24 Manufacture of basic metals;2010;20.8;23.0;19.9;21.8;8357.0;8199.0;158.0;7955.0;4480.0;3747.0;587.0;3859.0;700.0;355.0;40.0;363.0;48.0;263.0;116.0;1263.0;903.0;180.0;120.0;60.0;4.0;176.0;1872.0;539.0;73.0;513.0;50.0;343.0;10.0;171.0;173.0;340.0;402.0;-141.0;12.0;12.0;286.0
362;24 Manufacture of basic metals;2011;20.9;23.7;19.8;21.9;8987.0;8820.0;167.0;8808.0;5311.0;4656.0;706.0;4662.0;712.0;251.0;38.0;255.0;42.0;278.0;126.0;1331.0;938.0;198.0;127.0;71.0;4.0;192.0;1818.0;561.0;70.0;492.0;59.0;268.0;11.0;155.0;202.0;348.0;180.0;-101.0;-35.0;1.0;44.0
363;24 Manufacture of basic metals;2012;19.5;21.8;18.7;20.8;7934.0;8035.0;-101.0;7799.0;4533.0;3953.0;706.0;3944.0;696.0;199.0;45.0;197.0;43.0;243.0;138.0;1376.0;967.0;233.0;127.0;106.0;4.0;172.0;1549.0;433.0;68.0;476.0;57.0;218.0;9.0;133.0;154.0;342.0;135.0;-57.0;-39.0;-11.0;29.0
364;24 Manufacture of basic metals;2013;19.4;21.5;18.5;20.5;7534.0;7475.0;59.0;7327.0;4204.0;3725.0;677.0;3563.0;515.0;146.0;36.0;146.0;36.0;220.0;112.0;1383.0;972.0;228.0;117.0;110.0;2.0;181.0;1412.0;416.0;75.0;477.0;48.0;110.0;8.0;128.0;151.0;329.0;207.0;-66.0;-15.0;8.0;134.0
365;241 Manufacture of iron and steel;2009;10.0;10.4;9.7;10.0;3301.0;3232.0;69.0;3361.0;1626.0;1374.0;405.0;1383.0;413.0;59.0;7.0;54.0;2.0;124.0;70.0;659.0;468.0;122.0;59.0;63.0;0.0;69.0;875.0;284.0;30.0;302.0;33.0;135.0;6.0;62.0;24.0;201.0;-60.0;-21.0;-29.0;7.0;-103.0
366;241 Manufacture of iron and steel;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;241 Manufacture of iron and steel;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;241 Manufacture of iron and steel;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;241 Manufacture of iron and steel;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;244 Manufacture of non-ferrous metals;2009;5.3;5.6;5.1;5.3;1799.0;1714.0;84.0;1892.0;1021.0;906.0;167.0;826.0;87.0;93.0;23.0;95.0;25.0;20.0;2.0;316.0;235.0;55.0;31.0;23.0;1.0;26.0;471.0;270.0;18.0;47.0;7.0;19.0;3.0;51.0;55.0;84.0;-93.0;41.0;18.0;5.0;-30.0
371;244 Manufacture of non-ferrous metals;2010;5.5;6.1;5.2;5.7;2286.0;2232.0;55.0;2226.0;1287.0;1123.0;90.0;1143.0;110.0;135.0;21.0;135.0;21.0;28.0;2.0;337.0;240.0;56.0;31.0;26.0;2.0;39.0;511.0;262.0;16.0;60.0;7.0;30.0;3.0;67.0;68.0;90.0;61.0;-97.0;17.0;-2.0;-20.0
372;244 Manufacture of non-ferrous metals;2011;5.2;5.8;5.0;5.5;2431.0;2395.0;36.0;2405.0;1430.0;1270.0;106.0;1278.0;114.0;119.0;18.0;121.0;21.0;38.0;3.0;337.0;242.0;56.0;33.0;24.0;2.0;37.0;546.0;303.0;14.0;61.0;7.0;30.0;3.0;39.0;89.0;92.0;26.0;-63.0;-5.0;1.0;-40.0
373;244 Manufacture of non-ferrous metals;2012;4.9;5.4;4.6;5.1;2013.0;2019.0;-6.0;1970.0;1226.0;1048.0;114.0;1055.0;121.0;142.0;38.0;145.0;41.0;35.0;0.0;315.0;220.0;52.0;31.0;21.0;2.0;41.0;362.0;178.0;15.0;39.0;7.0;29.0;2.0;34.0;59.0;68.0;43.0;-52.0;-3.0;-1.0;-14.0
374;244 Manufacture of non-ferrous metals;2013;4.9;5.4;4.6;5.1;1920.0;1912.0;7.0;1884.0;1121.0;959.0;94.0;949.0;84.0;128.0;34.0;129.0;36.0;34.0;0.0;319.0;224.0;54.0;30.0;24.0;1.0;39.0;363.0;175.0;15.0;41.0;6.0;26.0;2.0;35.0;63.0;82.0;35.0;-41.0;-7.0;7.0;-5.0
375;245 Casting of metals;2009;3.6;3.9;3.4;3.6;467.0;477.0;-11.0;484.0;209.0;129.0;21.0;128.0;20.0;18.0;5.0;18.0;4.0;60.0;2.0;156.0;117.0;28.0;15.0;13.0;1.0;11.0;100.0;26.0;12.0;18.0;2.0;3.0;1.0;8.0;29.0;18.0;-17.0;-5.0;-1.0;6.0;-17.0
376;245 Casting of metals;2010;3.5;4.0;3.3;3.8;603.0;596.0;7.0;590.0;276.0;194.0;18.0;196.0;20.0;8.0;1.0;7.0;1.0;68.0;6.0;181.0;127.0;27.0;16.0;11.0;1.0;26.0;110.0;27.0;13.0;25.0;3.0;3.0;1.0;10.0;28.0;24.0;13.0;-8.0;0.0;0.0;5.0
377;245 Casting of metals;2011;3.7;4.4;3.5;4.2;731.0;731.0;1.0;707.0;341.0;253.0;22.0;259.0;27.0;11.0;1.0;11.0;1.0;76.0;1.0;209.0;145.0;31.0;20.0;11.0;1.0;33.0;131.0;30.0;14.0;30.0;3.0;4.0;1.0;12.0;37.0;25.0;25.0;-7.0;0.0;1.0;19.0
378;245 Casting of metals;2012;3.6;4.5;3.4;4.3;679.0;684.0;-5.0;669.0;285.0;231.0;31.0;226.0;26.0;10.0;1.0;9.0;0.0;40.0;4.0;211.0;141.0;30.0;19.0;10.0;1.0;40.0;149.0;31.0;15.0;32.0;3.0;4.0;2.0;15.0;48.0;24.0;10.0;-7.0;0.0;0.0;3.0
379;245 Casting of metals;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;25 Manufacture of metal products;2009;86.5;107.6;79.4;92.5;17936.0;17632.0;305.0;16608.0;9494.0;6622.0;1194.0;6453.0;1026.0;1555.0;225.0;1500.0;170.0;1273.0;45.0;4243.0;2979.0;650.0;386.0;264.0;31.0;582.0;2240.0;229.0;395.0;314.0;178.0;178.0;54.0;289.0;604.0;632.0;1328.0;-145.0;1.0;53.0;1237.0
381;25 Manufacture of metal products;2010;87.7;107.1;80.4;94.5;18712.0;18236.0;475.0;17458.0;10063.0;6700.0;1079.0;6742.0;1120.0;1873.0;262.0;1856.0;245.0;1397.0;93.0;4393.0;3055.0;672.0;405.0;267.0;40.0;626.0;2333.0;223.0;421.0;322.0;189.0;199.0;58.0;296.0;624.0;670.0;1253.0;-85.0;-8.0;-2.0;1159.0
382;25 Manufacture of metal products;2011;88.3;107.4;80.0;96.2;20419.0;20039.0;380.0;18885.0;10976.0;7894.0;954.0;7901.0;961.0;1781.0;192.0;1812.0;223.0;1256.0;45.0;4626.0;3158.0;706.0;435.0;271.0;35.0;727.0;2610.0;224.0;476.0;368.0;199.0;207.0;57.0;323.0;756.0;674.0;1533.0;-155.0;-6.0;67.0;1438.0
383;25 Manufacture of metal products;2012;87.2;106.4;79.2;94.5;19948.0;19610.0;337.0;18301.0;10462.0;7437.0;875.0;7392.0;830.0;1866.0;218.0;1827.0;180.0;1099.0;60.0;4697.0;3188.0;739.0;449.0;290.0;32.0;738.0;2535.0;208.0;459.0;358.0;237.0;197.0;64.0;355.0;657.0;606.0;1647.0;-67.0;-28.0;36.0;1588.0
384;25 Manufacture of metal products;2013;85.4;105.8;77.3;94.5;19163.0;18908.0;255.0;17725.0;10092.0;7593.0;952.0;7569.0;928.0;1314.0;160.0;1311.0;157.0;1132.0;53.0;4637.0;3132.0;720.0;433.0;287.0;26.0;760.0;2414.0;222.0;432.0;339.0;183.0;202.0;50.0;364.0;623.0;582.0;1438.0;-42.0;-15.0;-24.0;1358.0
385;251 Manufacture metal structures, doors;2009;36.4;45.6;33.8;39.2;8517.0;8276.0;241.0;7831.0;4873.0;3057.0;387.0;3015.0;344.0;897.0;81.0;876.0;60.0;890.0;29.0;1915.0;1311.0;280.0;165.0;115.0;12.0;313.0;845.0;66.0;165.0;97.0;84.0;70.0;23.0;116.0;225.0;197.0;686.0;-72.0;2.0;3.0;618.0
386;251 Manufacture metal structures, doors;2010;36.6;43.5;33.9;39.0;7716.0;7413.0;303.0;7355.0;4442.0;2639.0;303.0;2657.0;321.0;896.0;54.0;897.0;55.0;847.0;59.0;1874.0;1288.0;282.0;171.0;111.0;16.0;289.0;838.0;58.0;175.0;89.0;87.0;63.0;22.0;110.0;233.0;202.0;361.0;-5.0;3.0;-47.0;312.0
387;251 Manufacture metal structures, doors;2011;37.6;45.2;34.3;40.7;8920.0;8710.0;209.0;8448.0;5158.0;3309.0;319.0;3277.0;286.0;944.0;36.0;976.0;67.0;887.0;18.0;2029.0;1351.0;301.0;183.0;118.0;14.0;364.0;1039.0;57.0;214.0;106.0;96.0;72.0;21.0;120.0;353.0;222.0;472.0;-94.0;0.0;1.0;379.0
388;251 Manufacture metal structures, doors;2012;36.3;43.4;33.1;38.8;8344.0;8185.0;159.0;7690.0;4560.0;2952.0;282.0;2922.0;252.0;968.0;36.0;965.0;32.0;616.0;23.0;2012.0;1318.0;317.0;190.0;128.0;12.0;365.0;917.0;51.0;187.0;106.0;134.0;60.0;28.0;131.0;219.0;200.0;654.0;-41.0;1.0;22.0;636.0
389;251 Manufacture metal structures, doors;2013;35.0;42.3;32.0;38.1;7721.0;7600.0;122.0;7334.0;4384.0;3147.0;376.0;3137.0;366.0;638.0;42.0;633.0;36.0;586.0;13.0;1938.0;1269.0;292.0;177.0;115.0;9.0;368.0;817.0;55.0;174.0;90.0;83.0;56.0;20.0;126.0;213.0;196.0;387.0;4.0;-8.0;-2.0;381.0
390;255 Forging, pressing, stamping;2009;8.8;9.8;8.2;8.7;1551.0;1547.0;3.0;1526.0;850.0;650.0;213.0;602.0;165.0;134.0;34.0;119.0;18.0;65.0;2.0;385.0;285.0;67.0;40.0;28.0;4.0;29.0;224.0;23.0;48.0;44.0;11.0;11.0;4.0;30.0;54.0;66.0;25.0;-6.0;4.0;1.0;23.0
391;255 Forging, pressing, stamping;2010;8.5;9.7;8.0;8.7;1987.0;1951.0;36.0;1848.0;1164.0;824.0;135.0;835.0;145.0;260.0;70.0;257.0;68.0;73.0;7.0;403.0;291.0;65.0;39.0;27.0;5.0;41.0;214.0;24.0;43.0;43.0;12.0;14.0;4.0;31.0;45.0;67.0;139.0;-8.0;0.0;4.0;135.0
392;255 Forging, pressing, stamping;2011;7.9;9.1;7.3;8.4;1985.0;1959.0;27.0;1871.0;1200.0;965.0;123.0;978.0;137.0;176.0;24.0;187.0;36.0;59.0;1.0;399.0;281.0;63.0;39.0;24.0;3.0;52.0;213.0;19.0;42.0;46.0;11.0;13.0;3.0;28.0;51.0;59.0;114.0;-4.0;-2.0;1.0;109.0
393;255 Forging, pressing, stamping;2012;8.1;9.1;7.3;8.2;1913.0;1874.0;39.0;1809.0;1108.0;814.0;122.0;810.0;119.0;207.0;60.0;192.0;45.0;80.0;7.0;398.0;291.0;60.0;39.0;21.0;3.0;45.0;241.0;19.0;49.0;43.0;10.0;14.0;4.0;27.0;77.0;62.0;104.0;-5.0;-7.0;1.0;94.0
394;255 Forging, pressing, stamping;2013;7.9;9.0;7.3;8.3;1875.0;1854.0;21.0;1752.0;1090.0;831.0;114.0;843.0;126.0;165.0;33.0;171.0;39.0;81.0;13.0;410.0;293.0;62.0;39.0;23.0;2.0;53.0;200.0;20.0;44.0;41.0;10.0;11.0;3.0;30.0;42.0;51.0;124.0;-6.0;-1.0;-2.0;115.0
395;256 Other treatment of metals, machining;2009;20.4;28.0;18.1;23.2;3104.0;3078.0;27.0;2733.0;1097.0;879.0;251.0;849.0;221.0;44.0;12.0;42.0;9.0;168.0;6.0;887.0;635.0;134.0;82.0;52.0;7.0;111.0;566.0;75.0;100.0;85.0;47.0;32.0;14.0;55.0;159.0;183.0;372.0;-36.0;-3.0;32.0;365.0
396;256 Other treatment of metals, machining;2010;20.6;28.5;18.3;23.9;3350.0;3297.0;53.0;3004.0;1270.0;994.0;319.0;1000.0;325.0;74.0;15.0;75.0;15.0;190.0;12.0;942.0;669.0;141.0;87.0;54.0;8.0;124.0;590.0;79.0;108.0;89.0;51.0;35.0;15.0;59.0;153.0;202.0;347.0;-44.0;-1.0;34.0;335.0
397;256 Other treatment of metals, machining;2011;21.9;29.3;19.3;25.7;3902.0;3842.0;60.0;3367.0;1489.0;1252.0;182.0;1267.0;197.0;48.0;6.0;49.0;7.0;173.0;17.0;1031.0;711.0;154.0;97.0;57.0;8.0;158.0;661.0;87.0;126.0;114.0;50.0;43.0;15.0;63.0;163.0;187.0;534.0;-30.0;1.0;23.0;529.0
398;256 Other treatment of metals, machining;2012;21.3;29.3;19.0;25.4;3762.0;3730.0;32.0;3335.0;1459.0;1217.0;181.0;1209.0;174.0;51.0;11.0;54.0;13.0;182.0;9.0;1064.0;720.0;166.0;101.0;65.0;8.0;170.0;648.0;77.0;124.0;105.0;52.0;41.0;15.0;66.0;168.0;164.0;428.0;-31.0;-3.0;14.0;408.0
399;256 Other treatment of metals, machining;2013;21.7;30.3;18.9;26.0;3816.0;3774.0;42.0;3298.0;1425.0;1193.0;199.0;1185.0;191.0;64.0;11.0;65.0;12.0;160.0;8.0;1067.0;729.0;169.0;102.0;67.0;8.0;162.0;641.0;88.0;123.0;107.0;51.0;38.0;14.0;60.0;159.0;165.0;518.0;-29.0;1.0;2.0;492.0
400;2561 Treatment and coating of metals;2009;7.4;9.0;6.7;7.6;1274.0;1270.0;4.0;1100.0;449.0;384.0;59.0;370.0;45.0;6.0;1.0;6.0;1.0;53.0;6.0;331.0;238.0;51.0;32.0;20.0;3.0;39.0;247.0;45.0;42.0;29.0;15.0;12.0;5.0;26.0;74.0;73.0;174.0;-6.0;-1.0;15.0;181.0
401;2561 Treatment and coating of metals;2010;7.9;9.6;7.1;8.3;1348.0;1329.0;20.0;1226.0;544.0;472.0;49.0;478.0;55.0;9.0;2.0;9.0;2.0;57.0;5.0;355.0;254.0;53.0;33.0;20.0;3.0;46.0;251.0;46.0;47.0;31.0;15.0;15.0;5.0;28.0;64.0;76.0;123.0;-10.0;0.0;19.0;132.0
402;2561 Treatment and coating of metals;2011;7.9;9.5;7.1;8.6;1493.0;1466.0;27.0;1337.0;595.0;535.0;54.0;532.0;51.0;6.0;0.0;6.0;0.0;50.0;5.0;398.0;271.0;60.0;38.0;22.0;3.0;64.0;277.0;51.0;51.0;36.0;15.0;18.0;5.0;32.0;70.0;67.0;156.0;-8.0;1.0;10.0;159.0
403;2561 Treatment and coating of metals;2012;7.7;9.5;6.9;8.4;1385.0;1374.0;11.0;1276.0;533.0;474.0;48.0;476.0;50.0;8.0;1.0;9.0;2.0;45.0;5.0;403.0;272.0;65.0;38.0;26.0;2.0;65.0;276.0;47.0;53.0;34.0;17.0;20.0;5.0;30.0;70.0;64.0;109.0;-11.0;-2.0;5.0;101.0
404;2561 Treatment and coating of metals;2013;7.6;9.7;6.9;8.4;1388.0;1372.0;15.0;1276.0;527.0;465.0;51.0;468.0;54.0;12.0;6.0;13.0;6.0;46.0;4.0;405.0;274.0;62.0;38.0;24.0;2.0;67.0;278.0;56.0;52.0;35.0;18.0;20.0;5.0;30.0;65.0;65.0;111.0;-12.0;-1.0;-3.0;96.0
405;2562 Machining;2009;12.9;19.0;11.4;15.6;1830.0;1807.0;23.0;1632.0;648.0;494.0;192.0;478.0;176.0;38.0;11.0;36.0;9.0;115.0;1.0;556.0;397.0;83.0;51.0;32.0;4.0;71.0;319.0;30.0;58.0;56.0;32.0;19.0;9.0;29.0;85.0;110.0;198.0;-29.0;-2.0;18.0;184.0
406;2562 Machining;2010;12.6;18.8;11.2;15.7;2002.0;1968.0;34.0;1778.0;726.0;522.0;270.0;522.0;270.0;65.0;13.0;65.0;13.0;132.0;7.0;587.0;415.0;88.0;54.0;34.0;5.0;78.0;339.0;32.0;62.0;58.0;36.0;20.0;11.0;32.0;90.0;126.0;224.0;-35.0;-1.0;14.0;203.0
407;2562 Machining;2011;14.0;19.8;12.1;17.2;2409.0;2376.0;33.0;2030.0;894.0;718.0;129.0;735.0;146.0;42.0;6.0;43.0;7.0;123.0;12.0;632.0;440.0;94.0;59.0;35.0;5.0;94.0;384.0;36.0;75.0;78.0;36.0;26.0;10.0;31.0;94.0;120.0;379.0;-22.0;0.0;13.0;370.0
408;2562 Machining;2012;13.6;19.8;12.1;17.0;2378.0;2356.0;22.0;2059.0;927.0;743.0;133.0;733.0;124.0;44.0;10.0;45.0;11.0;137.0;4.0;661.0;448.0;102.0;63.0;38.0;6.0;106.0;372.0;30.0;70.0;71.0;35.0;22.0;9.0;36.0;98.0;100.0;319.0;-20.0;-1.0;9.0;307.0
409;2562 Machining;2013;14.1;20.6;12.0;17.6;2428.0;2402.0;27.0;2022.0;898.0;728.0;148.0;718.0;137.0;52.0;5.0;53.0;6.0;114.0;4.0;662.0;455.0;107.0;64.0;43.0;6.0;95.0;363.0;32.0;72.0;73.0;34.0;19.0;9.0;30.0;94.0;99.0;406.0;-17.0;1.0;5.0;396.0
410;257 Manufacture of hardware;2009;4.2;4.5;3.8;4.0;479.0;477.0;2.0;484.0;171.0;126.0;42.0;124.0;39.0;29.0;8.0;28.0;7.0;17.0;0.0;185.0;144.0;31.0;18.0;13.0;1.0;9.0;99.0;9.0;13.0;15.0;6.0;11.0;3.0;13.0;30.0;29.0;-6.0;-6.0;0.0;5.0;-7.0
411;257 Manufacture of hardware;2010;4.0;4.3;3.6;3.8;635.0;625.0;10.0;594.0;247.0;203.0;47.0;201.0;45.0;26.0;22.0;26.0;23.0;17.0;1.0;192.0;144.0;32.0;18.0;14.0;2.0;14.0;121.0;9.0;16.0;16.0;7.0;17.0;5.0;11.0;39.0;34.0;41.0;-4.0;1.0;4.0;42.0
412;257 Manufacture of hardware;2011;4.4;4.8;4.0;4.3;817.0;801.0;16.0;750.0;312.0;219.0;60.0;219.0;60.0;67.0;31.0;67.0;31.0;24.0;1.0;251.0;186.0;42.0;25.0;17.0;2.0;21.0;145.0;12.0;19.0;20.0;8.0;20.0;5.0;18.0;43.0;43.0;67.0;-4.0;0.0;7.0;71.0
413;257 Manufacture of hardware;2012;4.5;4.8;4.1;4.4;816.0;806.0;10.0;754.0;312.0;232.0;58.0;231.0;57.0;55.0;26.0;56.0;27.0;24.0;2.0;254.0;189.0;42.0;26.0;16.0;2.0;21.0;147.0;11.0;20.0;21.0;8.0;21.0;6.0;17.0;43.0;41.0;62.0;-10.0;-1.0;1.0;53.0
414;257 Manufacture of hardware;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;259 Manufacture of other metal products;2009;12.5;14.7;11.5;12.8;3138.0;3103.0;36.0;2995.0;1866.0;1331.0;240.0;1299.0;208.0;434.0;89.0;419.0;74.0;97.0;4.0;624.0;445.0;96.0;56.0;40.0;6.0;78.0;392.0;46.0;52.0;61.0;22.0;40.0;7.0;57.0;106.0;113.0;143.0;-27.0;0.0;13.0;129.0
416;259 Manufacture of other metal products;2010;13.1;15.0;11.9;13.2;3469.0;3411.0;59.0;3259.0;2069.0;1392.0;214.0;1390.0;213.0;600.0;99.0;584.0;82.0;67.0;10.0;649.0;455.0;103.0;61.0;42.0;7.0;85.0;419.0;43.0;60.0;69.0;22.0;51.0;9.0;57.0;110.0;122.0;211.0;-28.0;-7.0;2.0;178.0
417;259 Manufacture of other metal products;2011;12.3;14.0;11.2;12.4;3619.0;3558.0;61.0;3385.0;2145.0;1571.0;202.0;1577.0;209.0;498.0;93.0;485.0;80.0;70.0;7.0;660.0;462.0;107.0;66.0;41.0;7.0;84.0;442.0;41.0;59.0;71.0;23.0;46.0;9.0;74.0;120.0;138.0;234.0;-26.0;-3.0;34.0;239.0
418;259 Manufacture of other metal products;2012;12.0;13.7;11.0;12.3;3544.0;3503.0;41.0;3273.0;2088.0;1457.0;169.0;1459.0;170.0;558.0;83.0;535.0;60.0;67.0;6.0;643.0;451.0;105.0;65.0;41.0;6.0;81.0;434.0;41.0;59.0;71.0;22.0;40.0;9.0;82.0;111.0;107.0;271.0;16.0;0.0;-3.0;284.0
419;259 Manufacture of other metal products;2013;10.9;12.7;10.0;11.5;3166.0;3137.0;29.0;2958.0;1823.0;1411.0;171.0;1398.0;158.0;348.0;47.0;344.0;42.0;62.0;3.0;617.0;431.0;98.0;59.0;39.0;5.0;83.0;422.0;39.0;54.0;63.0;20.0;36.0;7.0;84.0;120.0;95.0;208.0;1.0;-2.0;-17.0;189.0
420;26-28 Manufact of electronics, machinery;2009;128.2;149.3;120.1;133.5;37557.0;36162.0;1395.0;36239.0;21501.0;13306.0;2649.0;12868.0;2212.0;7001.0;860.0;6894.0;753.0;1100.0;94.0;8171.0;5669.0;1160.0;657.0;503.0;125.0;1218.0;5508.0;262.0;569.0;385.0;220.0;702.0;106.0;1592.0;1671.0;1060.0;1318.0;-161.0;-184.0;86.0;1059.0
421;26-28 Manufact of electronics, machinery;2010;124.0;146.6;114.8;132.0;43096.0;40591.0;2505.0;39007.0;24013.0;14550.0;2268.0;14567.0;2285.0;8204.0;943.0;8254.0;993.0;1047.0;212.0;8032.0;5557.0;1135.0;647.0;488.0;81.0;1260.0;5967.0;236.0;573.0;400.0;218.0;566.0;95.0;1371.0;2509.0;994.0;4089.0;-22.0;-67.0;-648.0;3353.0
