ID;RegioS;GeslachtLeeftijd;Perioden;NieuwePupillen_1;TotaalBeeindigdeVoogdij_2;Meerderjarigheid_3;AndereReden_4;PupillenPer3112_5;NieuwePupillen_6;TotaalBeeindigdeVoorlopigeVoogdij_7;Ondertoezichtstelling_8;AndereReden_9;PupillenPer3112_10;NieuwePupillen_11;TotaalBeeindigdeOndertoezichtstelling_12;Voogdij_13;Meerderjarigheid_14;AndereReden_15;PupillenPer3112_16
249;Flevoland;Totaal geslacht/leeftijd;2002;21;28;23.0;5;139;6;5;0;5;2;190;258;9;8.0;241;836
250;Flevoland;Jongens;1998;11;16;14.0;2;84;0;0;0;0;0;133;88;3;27.0;58;361
251;Flevoland;Jongens;1999;10;12;10.0;2;82;0;0;0;0;0;135;70;3;45.0;22;443
252;Flevoland;Jongens;2000;12;17;12.0;5;75;8;9;4;5;1;125;87;5;23.0;59;480
253;Flevoland;Jongens;2001;4;11;11.0;0;68;2;2;0;2;1;114;109;1;1.0;107;488
254;Flevoland;Jongens;2002;7;12;10.0;2;66;4;4;0;4;1;111;146;3;3.0;140;456
255;Flevoland;Meisjes;1998;14;8;6.0;2;64;0;0;0;0;0;112;72;2;22.0;48;290
256;Flevoland;Meisjes;1999;16;7;6.0;1;72;0;0;0;0;0;138;66;9;36.0;21;373
257;Flevoland;Meisjes;2000;8;9;8.0;1;73;10;6;5;1;5;125;77;5;19.0;53;417
258;Flevoland;Meisjes;2001;10;12;9.0;3;72;2;5;1;4;0;86;103;0;2.0;101;404
259;Flevoland;Meisjes;2002;14;16;13.0;3;73;2;1;0;1;1;79;112;6;5.0;101;380
260;Flevoland;0-4 jaar;1998;5;0;;0;11;0;0;0;0;0;48;7;0;;0;85
261;Flevoland;0-4 jaar;1999;4;0;;0;9;0;0;0;0;0;50;9;0;;0;97
262;Flevoland;0-4 jaar;2000;6;1;;1;11;3;3;3;0;1;40;13;3;;10;86
263;Flevoland;0-4 jaar;2001;7;1;;1;10;2;6;1;5;0;36;4;0;;4;77
264;Flevoland;0-4 jaar;2002;4;2;;2;11;2;4;0;4;1;39;11;0;;11;83
265;Flevoland;5-9 jaar;1998;3;0;;0;24;0;0;0;0;0;66;26;0;;0;179
266;Flevoland;5-9 jaar;1999;9;0;;0;26;0;0;0;0;0;70;19;0;;0;209
267;Flevoland;5-9 jaar;2000;3;2;;2;22;5;3;2;1;2;54;23;2;;21;217
268;Flevoland;5-9 jaar;2001;2;0;;0;28;1;1;0;1;0;41;22;1;;21;227
269;Flevoland;5-9 jaar;2002;7;0;;0;30;0;0;0;0;0;32;40;6;;34;205
270;Flevoland;10-14 jaar;1998;9;0;;0;64;0;0;0;0;0;81;35;0;;0;213
271;Flevoland;10-14 jaar;1999;5;0;;0;62;0;0;0;0;0;91;16;0;;0;287
272;Flevoland;10-14 jaar;2000;5;2;;2;63;6;4;2;2;1;84;44;3;;41;308
273;Flevoland;10-14 jaar;2001;3;2;;2;50;1;0;0;0;1;68;39;0;;39;319
274;Flevoland;10-14 jaar;2002;5;3;;3;50;2;0;0;0;1;64;62;3;;59;293
275;Flevoland;15-17 jaar;1998;8;21;0.0;0;49;0;0;0;0;0;50;92;0;0.0;0;174
276;Flevoland;15-17 jaar;1999;8;16;0.0;0;57;0;0;0;0;0;62;92;0;0.0;0;223
277;Flevoland;15-17 jaar;2000;6;21;20.0;1;52;4;5;2;3;2;72;84;2;42.0;40;286
278;Flevoland;15-17 jaar;2001;2;20;20.0;0;52;0;0;0;0;0;55;147;0;3.0;144;269
279;Flevoland;15-17 jaar;2002;5;23;23.0;0;48;2;1;0;1;0;55;145;0;8.0;137;255
280;Gelderland;Totaal geslacht/leeftijd;1998;119;215;194.0;21;773;0;0;0;0;0;574;508;18;213.0;277;2180
281;Gelderland;Totaal geslacht/leeftijd;1999;82;151;133.0;18;699;0;0;0;0;0;550;562;34;262.0;266;2210
282;Gelderland;Totaal geslacht/leeftijd;2000;70;132;123.0;9;631;5;5;0;5;15;611;511;39;205.0;267;2335
283;Gelderland;Totaal geslacht/leeftijd;2001;61;115;96.0;19;567;11;8;1;7;16;553;536;39;20.0;477;2346
284;Gelderland;Totaal geslacht/leeftijd;2002;77;116;96.0;20;527;17;16;2;14;16;557;598;46;17.0;535;2364
285;Gelderland;Jongens;1998;75;136;124.0;12;473;0;0;0;0;0;309;254;10;100.0;144;1116
286;Gelderland;Jongens;1999;48;85;76.0;9;432;0;0;0;0;0;268;274;19;132.0;123;1136
287;Gelderland;Jongens;2000;31;85;80.0;5;375;2;3;0;3;8;333;275;16;112.0;147;1219
288;Gelderland;Jongens;2001;30;69;58.0;11;330;7;4;1;3;10;306;284;18;7.0;259;1239
289;Gelderland;Jongens;2002;32;77;66.0;11;281;10;10;1;9;10;294;297;20;10.0;267;1263
290;Gelderland;Meisjes;1998;44;79;70.0;9;300;0;0;0;0;0;264;254;8;113.0;133;1064
291;Gelderland;Meisjes;1999;34;66;57.0;9;267;0;0;0;0;0;282;288;15;130.0;143;1074
292;Gelderland;Meisjes;2000;39;47;43.0;4;256;3;2;0;2;7;278;236;23;93.0;120;1116
293;Gelderland;Meisjes;2001;31;46;38.0;8;237;4;4;0;4;6;247;252;21;13.0;218;1107
294;Gelderland;Meisjes;2002;45;39;30.0;9;246;7;6;1;5;6;263;301;26;7.0;268;1101
295;Gelderland;0-4 jaar;1998;14;0;;0;30;0;0;0;0;0;102;20;0;;0;239
296;Gelderland;0-4 jaar;1999;13;5;;0;33;0;0;0;0;0;96;22;0;;0;224
297;Gelderland;0-4 jaar;2000;17;2;;2;41;2;0;0;0;4;119;25;8;;17;241
298;Gelderland;0-4 jaar;2001;16;3;;3;41;7;6;1;5;5;94;28;8;;20;221
299;Gelderland;0-4 jaar;2002;9;4;;4;31;7;13;1;12;3;105;32;3;;29;212
300;Gelderland;5-9 jaar;1998;16;0;;0;104;0;0;0;0;0;124;60;0;;0;525
301;Gelderland;5-9 jaar;1999;19;0;;0;94;0;0;0;0;0;141;81;0;;0;553
302;Gelderland;5-9 jaar;2000;14;0;;0;82;0;0;0;0;5;154;66;8;;58;604
303;Gelderland;5-9 jaar;2001;20;7;;7;83;1;0;0;0;5;141;83;18;;65;593
304;Gelderland;5-9 jaar;2002;18;4;;4;89;2;0;0;0;3;112;83;13;;70;570
305;Gelderland;10-14 jaar;1998;39;11;;0;276;0;0;0;0;0;207;86;0;;0;736
306;Gelderland;10-14 jaar;1999;30;0;;0;245;0;0;0;0;0;172;90;0;;0;752
307;Gelderland;10-14 jaar;2000;24;2;;2;233;1;1;0;1;4;194;99;17;;82;771
308;Gelderland;10-14 jaar;2001;13;4;;4;212;2;1;0;1;6;182;98;7;;91;798
309;Gelderland;10-14 jaar;2002;31;3;;3;198;4;1;0;1;8;163;126;21;;105;801
310;Gelderland;15-17 jaar;1998;50;198;0.0;0;363;0;0;0;0;0;141;342;0;0.0;0;680
311;Gelderland;15-17 jaar;1999;20;139;0.0;0;327;0;0;0;0;0;141;369;0;0.0;0;681
312;Gelderland;15-17 jaar;2000;15;128;123.0;5;275;2;4;0;4;2;144;321;6;205.0;110;719
313;Gelderland;15-17 jaar;2001;12;101;96.0;5;231;1;1;0;1;0;136;327;6;20.0;301;734
314;Gelderland;15-17 jaar;2002;19;105;96.0;9;209;4;2;1;1;2;177;357;9;17.0;331;781
315;West-Nederland;Totaal geslacht/leeftijd;1998;3566;1502;1396.0;106;7881;0;0;0;0;0;2784;2367;115;801.0;1451;9759
316;West-Nederland;Totaal geslacht/leeftijd;1999;5285;2478;2338.0;140;10629;0;0;0;0;0;2906;2670;141;1170.0;1359;10303
317;West-Nederland;Totaal geslacht/leeftijd;2000;6963;3939;3643.0;296;13559;126;97;10;87;85;2726;2703;165;903.0;1635;10430
318;West-Nederland;Totaal geslacht/leeftijd;2001;5855;4743;4398.0;345;14554;190;161;29;132;73;2457;2859;125;10.0;2724;10108
319;West-Nederland;Totaal geslacht/leeftijd;2002;3877;5705;5289.0;416;12579;223;201;29;172;94;2761;2917;197;33.0;2687;10189
320;West-Nederland;Jongens;1998;2531;987;926.0;61;5033;0;0;0;0;0;1506;1301;54;452.0;795;5302
321;West-Nederland;Jongens;1999;3846;1776;1689.0;87;7063;0;0;0;0;0;1520;1426;70;631.0;725;5584
322;West-Nederland;Jongens;2000;5012;2851;2661.0;190;9145;67;45;3;42;46;1427;1468;95;491.0;882;5617
323;West-Nederland;Jongens;2001;4099;3489;3279.0;210;9658;91;80;11;69;34;1265;1468;66;3.0;1399;5445
324;West-Nederland;Jongens;2002;2580;4097;3859.0;238;8030;103;96;14;82;38;1380;1502;106;22.0;1374;5451
325;West-Nederland;Meisjes;1998;1035;515;470.0;45;2848;0;0;0;0;0;1278;1066;61;349.0;656;4457
326;West-Nederland;Meisjes;1999;1439;702;649.0;53;3566;0;0;0;0;0;1386;1244;71;539.0;634;4719
327;West-Nederland;Meisjes;2000;1951;1088;982.0;106;4414;59;52;7;45;39;1299;1235;70;412.0;753;4813
328;West-Nederland;Meisjes;2001;1756;1254;1119.0;135;4896;99;81;18;63;39;1192;1391;59;7.0;1325;4663
329;West-Nederland;Meisjes;2002;1297;1608;1430.0;178;4549;120;105;15;90;56;1381;1415;91;11.0;1313;4738
330;West-Nederland;0-4 jaar;1998;204;24;;0;452;0;0;0;0;0;541;143;0;;0;1000
331;West-Nederland;0-4 jaar;1999;242;37;;0;543;0;0;0;0;0;509;149;0;;0;1032
332;West-Nederland;0-4 jaar;2000;327;87;;87;677;58;48;5;43;33;513;162;28;;134;1055
333;West-Nederland;0-4 jaar;2001;392;147;;147;817;63;116;27;89;27;441;165;29;;136;1003
334;West-Nederland;0-4 jaar;2002;357;233;;233;800;92;164;29;135;32;558;179;35;;144;1067
335;West-Nederland;5-9 jaar;1998;132;21;;0;680;0;0;0;0;0;618;290;0;;0;2418
336;West-Nederland;5-9 jaar;1999;208;23;;0;775;0;0;0;0;0;650;358;0;;0;2523
337;West-Nederland;5-9 jaar;2000;202;26;;26;811;20;15;3;12;14;564;355;51;;304;2447
338;West-Nederland;5-9 jaar;2001;212;22;;22;868;35;7;0;7;13;491;408;40;;368;2298
339;West-Nederland;5-9 jaar;2002;214;43;;43;907;23;3;0;3;15;499;393;52;;341;2171
340;West-Nederland;10-14 jaar;1998;517;19;;0;1590;0;0;0;0;0;896;450;0;;0;3206
341;West-Nederland;10-14 jaar;1999;1038;38;;0;1995;0;0;0;0;0;894;428;0;;0;3342
342;West-Nederland;10-14 jaar;2000;1259;38;;38;2322;29;17;2;15;26;870;483;51;;432;3523
343;West-Nederland;10-14 jaar;2001;1047;42;;42;2436;56;14;0;14;22;829;573;36;;537;3461
344;West-Nederland;10-14 jaar;2002;903;49;;49;2478;60;10;0;10;25;904;602;76;;526;3504
345;West-Nederland;15-17 jaar;1998;2709;1435;0.0;0;5159;0;0;0;0;0;729;1484;0;0.0;0;3135
346;West-Nederland;15-17 jaar;1999;3789;2378;0.0;0;7316;0;0;0;0;0;853;1735;0;0.0;0;3406
347;West-Nederland;15-17 jaar;2000;5175;3788;3643.0;145;9749;19;17;0;17;12;779;1703;35;903.0;765;3405
348;West-Nederland;15-17 jaar;2001;4204;4532;4398.0;134;10433;36;24;2;22;11;696;1713;20;10.0;1683;3346
349;West-Nederland;15-17 jaar;2002;2403;5380;5289.0;91;8394;48;24;0;24;22;800;1743;34;33.0;1676;3447
350;Utrecht;Totaal geslacht/leeftijd;1998;3162;1056;1013.0;43;5056;0;0;0;0;0;356;302;19;114.0;169;1207
351;Utrecht;Totaal geslacht/leeftijd;1999;4949;2047;1984.0;63;7914;0;0;0;0;0;362;374;25;194.0;155;1251
352;Utrecht;Totaal geslacht/leeftijd;2000;6581;3491;3253.0;238;10912;23;16;2;14;20;374;312;21;113.0;178;1323
353;Utrecht;Totaal geslacht/leeftijd;2001;5524;4337;4065.0;272;11993;35;36;1;35;8;314;344;8;1.0;335;1299
354;Utrecht;Totaal geslacht/leeftijd;2002;3479;5318;4990.0;328;9995;63;51;8;43;26;357;346;10;3.0;333;1342
355;Utrecht;Jongens;1998;2305;754;726.0;28;3532;0;0;0;0;0;187;164;8;65.0;91;637
356;Utrecht;Jongens;1999;3679;1528;1485.0;43;5650;0;0;0;0;0;170;186;14;97.0;75;654
357;Utrecht;Jongens;2000;4811;2604;2447.0;157;7777;13;9;2;7;12;181;162;12;52.0;98;683
358;Utrecht;Jongens;2001;3912;3286;3107.0;179;8312;18;18;1;17;5;158;160;4;1.0;155;684
359;Utrecht;Jongens;2002;2365;3878;3688.0;190;6690;25;20;4;16;11;180;181;6;3.0;172;700
360;Utrecht;Meisjes;1998;857;302;287.0;15;1524;0;0;0;0;0;169;138;11;49.0;78;570
361;Utrecht;Meisjes;1999;1270;519;499.0;20;2264;0;0;0;0;0;192;188;11;97.0;80;597
362;Utrecht;Meisjes;2000;1770;887;806.0;81;3135;10;7;0;7;8;193;150;9;61.0;80;640
363;Utrecht;Meisjes;2001;1612;1051;958.0;93;3681;17;18;0;18;3;156;184;4;0.0;180;615
364;Utrecht;Meisjes;2002;1114;1440;1302.0;138;3305;38;31;4;27;15;177;165;4;0.0;161;642
365;Utrecht;0-4 jaar;1998;124;9;;0;195;0;0;0;0;0;61;20;0;;0;120
366;Utrecht;0-4 jaar;1999;153;17;;0;307;0;0;0;0;0;52;17;0;;0;108
367;Utrecht;0-4 jaar;2000;236;60;;60;442;10;10;0;10;7;76;16;4;;12;125
368;Utrecht;0-4 jaar;2001;298;115;;115;580;12;23;1;22;3;57;9;2;;7;133
369;Utrecht;0-4 jaar;2002;248;207;;207;546;19;38;8;30;8;72;31;4;;27;124
370;Utrecht;5-9 jaar;1998;71;4;;0;154;0;0;0;0;0;88;41;0;;0;289
371;Utrecht;5-9 jaar;1999;127;5;;0;236;0;0;0;0;0;79;48;0;;0;296
372;Utrecht;5-9 jaar;2000;117;10;;10;290;4;2;2;0;2;78;36;6;;30;300
373;Utrecht;5-9 jaar;2001;145;12;;12;373;4;1;0;1;1;68;47;3;;44;290
374;Utrecht;5-9 jaar;2002;144;24;;24;416;11;1;0;1;5;71;41;1;;40;309
375;Utrecht;10-14 jaar;1998;433;5;;0;548;0;0;0;0;0;117;53;0;;0;416
376;Utrecht;10-14 jaar;1999;961;13;;0;991;0;0;0;0;0;131;67;0;;0;449
377;Utrecht;10-14 jaar;2000;1140;27;;27;1301;6;2;0;2;9;132;68;6;;62;479
378;Utrecht;10-14 jaar;2001;952;24;;24;1472;9;8;0;8;2;111;85;3;;82;454
379;Utrecht;10-14 jaar;2002;775;26;;26;1518;22;5;0;5;11;106;73;3;;70;444
380;Utrecht;15-17 jaar;1998;2534;1038;0.0;0;4159;0;0;0;0;0;90;188;0;0.0;0;382
381;Utrecht;15-17 jaar;1999;3708;2012;0.0;0;6380;0;0;0;0;0;100;242;0;0.0;0;398
382;Utrecht;15-17 jaar;2000;5088;3394;3253.0;141;8879;3;2;0;2;2;88;192;5;113.0;74;419
383;Utrecht;15-17 jaar;2001;4129;4186;4065.0;121;9568;10;4;0;4;2;78;203;0;1.0;202;422
384;Utrecht;15-17 jaar;2002;2312;5061;4990.0;71;7515;11;7;0;7;2;108;201;2;3.0;196;465
385;Noord-Holland;Totaal geslacht/leeftijd;1998;166;228;196.0;32;1254;0;0;0;0;0;1155;981;44;341.0;596;3986
386;Noord-Holland;Totaal geslacht/leeftijd;1999;164;182;139.0;43;1229;0;0;0;0;0;1105;1132;66;414.0;652;4031
387;Noord-Holland;Totaal geslacht/leeftijd;2000;186;216;184.0;32;1199;35;34;0;34;23;1039;1127;69;373.0;685;3968
388;Noord-Holland;Totaal geslacht/leeftijd;2001;150;178;147.0;31;1169;49;37;1;36;23;918;1103;59;2.0;1042;3819
389;Noord-Holland;Totaal geslacht/leeftijd;2002;187;169;133.0;36;1196;64;48;4;44;35;1080;1148;93;13.0;1042;3866
390;Noord-Holland;Jongens;1998;88;117;101.0;16;658;0;0;0;0;0;644;535;22;194.0;319;2215
391;Noord-Holland;Jongens;1999;90;105;79.0;26;641;0;0;0;0;0;602;619;34;228.0;357;2241
392;Noord-Holland;Jongens;2000;97;111;92.0;19;628;17;15;0;15;10;561;644;41;218.0;385;2171
393;Noord-Holland;Jongens;2001;92;92;78.0;14;627;24;20;1;19;9;486;587;34;0.0;553;2086
394;Noord-Holland;Jongens;2002;101;95;74.0;21;636;29;23;0;23;12;537;580;51;8.0;521;2106
395;Noord-Holland;Meisjes;1998;78;111;95.0;16;596;0;0;0;0;0;511;446;22;147.0;277;1771
396;Noord-Holland;Meisjes;1999;74;77;60.0;17;588;0;0;0;0;0;503;513;32;186.0;295;1790
397;Noord-Holland;Meisjes;2000;89;105;92.0;13;571;18;19;0;19;13;478;483;28;155.0;300;1797
398;Noord-Holland;Meisjes;2001;58;86;69.0;17;542;25;17;0;17;14;432;516;25;2.0;489;1733
399;Noord-Holland;Meisjes;2002;86;74;59.0;15;560;35;25;4;21;23;543;568;42;5.0;521;1760
400;Noord-Holland;0-4 jaar;1998;41;6;;0;119;0;0;0;0;0;240;57;0;;0;433
401;Noord-Holland;0-4 jaar;1999;48;10;;0;118;0;0;0;0;0;183;81;0;;0;413
402;Noord-Holland;0-4 jaar;2000;37;12;;12;107;16;16;0;16;9;189;66;11;;55;405
403;Noord-Holland;0-4 jaar;2001;44;12;;12;108;15;28;1;27;10;174;71;14;;57;393
404;Noord-Holland;0-4 jaar;2002;48;11;;11;116;34;39;4;35;13;215;75;14;;61;411
405;Noord-Holland;5-9 jaar;1998;28;9;;0;228;0;0;0;0;0;239;129;0;;0;995
406;Noord-Holland;5-9 jaar;1999;45;10;;0;244;0;0;0;0;0;244;157;0;;0;986
407;Noord-Holland;5-9 jaar;2000;45;11;;11;240;8;7;0;7;3;223;154;18;;136;936
408;Noord-Holland;5-9 jaar;2001;28;5;;5;231;10;1;0;1;7;193;166;17;;149;873
409;Noord-Holland;5-9 jaar;2002;35;11;;11;230;7;1;0;1;9;202;163;26;;137;837
410;Noord-Holland;10-14 jaar;1998;34;10;;0;462;0;0;0;0;0;388;187;0;;0;1274
411;Noord-Holland;10-14 jaar;1999;34;13;;0;441;0;0;0;0;0;347;189;0;;0;1304
412;Noord-Holland;10-14 jaar;2000;66;5;;5;472;9;6;0;6;9;314;206;27;;179;1353
413;Noord-Holland;10-14 jaar;2001;46;10;;10;445;14;2;0;2;4;299;238;19;;219;1287
414;Noord-Holland;10-14 jaar;2002;58;9;;9;447;13;2;0;2;5;363;230;36;;194;1350
415;Noord-Holland;15-17 jaar;1998;63;203;0.0;0;445;0;0;0;0;0;288;608;0;0.0;0;1284
416;Noord-Holland;15-17 jaar;1999;37;149;0.0;0;426;0;0;0;0;0;331;705;0;0.0;0;1328
417;Noord-Holland;15-17 jaar;2000;38;188;184.0;4;380;2;5;0;5;2;313;701;13;373.0;315;1274
418;Noord-Holland;15-17 jaar;2001;32;151;147.0;4;385;10;6;0;6;2;252;628;9;2.0;617;1266
419;Noord-Holland;15-17 jaar;2002;46;138;133.0;5;403;10;6;0;6;8;300;680;17;13.0;650;1268
420;Zuid-Holland;Totaal geslacht/leeftijd;1998;223;190;164.0;26;1428;0;0;0;0;0;1184;998;42;317.0;639;4202
421;Zuid-Holland;Totaal geslacht/leeftijd;1999;159;230;198.0;32;1350;0;0;0;0;0;1322;1068;47;506.0;515;4622
422;Zuid-Holland;Totaal geslacht/leeftijd;2000;179;209;185.0;24;1317;63;43;8;35;40;1246;1190;67;386.0;737;4744
423;Zuid-Holland;Totaal geslacht/leeftijd;2001;161;210;172.0;38;1259;99;80;25;55;41;1136;1332;54;7.0;1271;4585
424;Zuid-Holland;Totaal geslacht/leeftijd;2002;186;196;149.0;47;1250;96;101;17;84;33;1227;1315;80;17.0;1218;4585
425;Zuid-Holland;Jongens;1998;129;100;86.0;14;760;0;0;0;0;0;631;552;19;172.0;361;2259
426;Zuid-Holland;Jongens;1999;71;129;113.0;16;698;0;0;0;0;0;686;577;20;282.0;275;2478
427;Zuid-Holland;Jongens;2000;95;123;110.0;13;670;34;19;1;18;23;651;623;38;200.0;385;2558
428;Zuid-Holland;Jongens;2001;85;101;86.0;15;649;47;39;8;31;20;571;678;28;2.0;648;2462
429;Zuid-Holland;Jongens;2002;102;113;90.0;23;632;49;53;10;43;15;610;689;41;11.0;637;2430
430;Zuid-Holland;Meisjes;1998;94;90;78.0;12;668;0;0;0;0;0;553;446;23;145.0;278;1943
431;Zuid-Holland;Meisjes;1999;88;101;85.0;16;652;0;0;0;0;0;636;491;27;224.0;240;2144
432;Zuid-Holland;Meisjes;2000;84;86;75.0;11;647;29;24;7;17;17;595;567;29;186.0;352;2186
433;Zuid-Holland;Meisjes;2001;76;109;86.0;23;610;52;41;17;24;21;565;654;26;5.0;623;2123
434;Zuid-Holland;Meisjes;2002;84;83;59.0;24;618;47;48;7;41;18;617;626;39;6.0;581;2155
435;Zuid-Holland;0-4 jaar;1998;33;9;;0;128;0;0;0;0;0;223;60;0;;0;413
436;Zuid-Holland;0-4 jaar;1999;41;10;;0;108;0;0;0;0;0;253;47;0;;0;477
437;Zuid-Holland;0-4 jaar;2000;51;14;;14;119;31;21;5;16;17;230;78;13;;65;491
438;Zuid-Holland;0-4 jaar;2001;50;18;;18;124;33;59;23;36;13;193;82;13;;69;443
439;Zuid-Holland;0-4 jaar;2002;53;14;;14;126;39;86;17;69;11;243;67;13;;54;484
440;Zuid-Holland;5-9 jaar;1998;28;8;;0;266;0;0;0;0;0;270;110;0;;0;1042
441;Zuid-Holland;5-9 jaar;1999;36;8;;0;269;0;0;0;0;0;297;143;0;;0;1133
442;Zuid-Holland;5-9 jaar;2000;39;4;;4;259;7;5;1;4;9;250;162;26;;136;1098
443;Zuid-Holland;5-9 jaar;2001;34;5;;5;244;18;4;0;4;5;214;182;19;;163;1031
444;Zuid-Holland;5-9 jaar;2002;32;7;;7;241;5;1;0;1;1;205;172;23;;149;931
445;Zuid-Holland;10-14 jaar;1998;50;4;;0;531;0;0;0;0;0;364;193;0;;0;1389
446;Zuid-Holland;10-14 jaar;1999;38;12;;0;507;0;0;0;0;0;383;160;0;;0;1459
447;Zuid-Holland;10-14 jaar;2000;46;6;;6;493;11;7;2;5;7;408;199;16;;183;1559
448;Zuid-Holland;10-14 jaar;2001;42;7;;7;464;32;4;0;4;16;389;235;12;;223;1580
449;Zuid-Holland;10-14 jaar;2002;63;11;;11;461;25;3;0;3;9;403;278;31;;247;1577
450;Zuid-Holland;15-17 jaar;1998;112;169;0.0;0;503;0;0;0;0;0;327;635;0;0.0;0;1358
451;Zuid-Holland;15-17 jaar;1999;44;200;0.0;0;466;0;0;0;0;0;389;718;0;0.0;0;1553
452;Zuid-Holland;15-17 jaar;2000;43;185;185.0;0;446;14;10;0;10;7;358;751;12;386.0;353;1596
453;Zuid-Holland;15-17 jaar;2001;35;180;172.0;8;427;16;13;2;11;7;340;833;10;7.0;816;1531
454;Zuid-Holland;15-17 jaar;2002;38;164;149.0;15;422;27;11;0;11;12;376;798;13;17.0;768;1593
455;Zeeland;Totaal geslacht/leeftijd;1998;15;28;23.0;5;143;0;0;0;0;0;89;86;10;29.0;47;364
456;Zeeland;Totaal geslacht/leeftijd;1999;13;19;17.0;2;136;0;0;0;0;0;117;96;3;56.0;37;399
457;Zeeland;Totaal geslacht/leeftijd;2000;17;23;21.0;2;131;5;4;0;4;2;67;74;8;31.0;35;395
458;Zeeland;Totaal geslacht/leeftijd;2001;20;18;14.0;4;133;7;8;2;6;1;89;80;4;0.0;76;405
459;Zeeland;Totaal geslacht/leeftijd;2002;25;22;17.0;5;138;0;1;0;1;0;97;108;14;0.0;94;396
460;Zeeland;Jongens;1998;9;16;13.0;3;83;0;0;0;0;0;44;50;5;21.0;24;191
461;Zeeland;Jongens;1999;6;14;12.0;2;74;0;0;0;0;0;62;44;2;24.0;18;211
462;Zeeland;Jongens;2000;9;13;12.0;1;70;3;2;0;2;1;34;39;4;21.0;14;205
463;Zeeland;Jongens;2001;10;10;8.0;2;70;2;3;1;2;0;50;43;0;0.0;43;213
464;Zeeland;Jongens;2002;12;11;7.0;4;72;0;0;0;0;0;53;52;8;0.0;44;215
465;Zeeland;Meisjes;1998;6;12;10.0;2;60;0;0;0;0;0;45;36;5;8.0;23;173
466;Zeeland;Meisjes;1999;7;5;5.0;0;62;0;0;0;0;0;55;52;1;32.0;19;188
467;Zeeland;Meisjes;2000;8;10;9.0;1;61;2;2;0;2;1;33;35;4;10.0;21;190
468;Zeeland;Meisjes;2001;10;8;6.0;2;63;5;5;1;4;1;39;37;4;0.0;33;192
469;Zeeland;Meisjes;2002;13;11;10.0;1;66;0;1;0;1;0;44;56;6;0.0;50;181
470;Zeeland;0-4 jaar;1998;6;0;;0;10;0;0;0;0;0;17;6;0;;0;34
471;Zeeland;0-4 jaar;1999;0;0;;0;10;0;0;0;0;0;21;4;0;;0;34
472;Zeeland;0-4 jaar;2000;3;1;;1;9;1;1;0;1;0;18;2;0;;2;34
473;Zeeland;0-4 jaar;2001;0;2;;2;5;3;6;2;4;1;17;3;0;;3;34
474;Zeeland;0-4 jaar;2002;8;1;;1;12;0;1;0;1;0;28;6;4;;2;48
475;Zeeland;5-9 jaar;1998;5;0;;0;32;0;0;0;0;0;21;10;0;;0;92
476;Zeeland;5-9 jaar;1999;0;0;;0;26;0;0;0;0;0;30;10;0;;0;108
477;Zeeland;5-9 jaar;2000;1;1;;1;22;1;1;0;1;0;13;3;1;;2;113
478;Zeeland;5-9 jaar;2001;5;0;;0;20;3;1;0;1;0;16;13;1;;12;104
479;Zeeland;5-9 jaar;2002;3;1;;1;20;0;0;0;0;0;21;17;2;;15;94
480;Zeeland;10-14 jaar;1998;0;0;;0;49;0;0;0;0;0;27;17;0;;0;127
481;Zeeland;10-14 jaar;1999;5;0;;0;56;0;0;0;0;0;33;12;0;;0;130
482;Zeeland;10-14 jaar;2000;7;0;;0;56;3;2;0;2;1;16;10;2;;8;132
483;Zeeland;10-14 jaar;2001;7;1;;1;55;1;0;0;0;0;30;15;2;;13;140
484;Zeeland;10-14 jaar;2002;7;3;;3;52;0;0;0;0;0;32;21;6;;15;133
485;Zeeland;15-17 jaar;1998;0;25;0.0;0;52;0;0;0;0;0;24;53;0;0.0;0;111
486;Zeeland;15-17 jaar;1999;0;17;0.0;0;44;0;0;0;0;0;33;70;0;0.0;0;127
487;Zeeland;15-17 jaar;2000;6;21;21.0;0;44;0;0;0;0;1;20;59;5;31.0;23;116
488;Zeeland;15-17 jaar;2001;8;15;14.0;1;53;0;1;0;1;0;26;49;1;0.0;48;127
489;Zeeland;15-17 jaar;2002;7;17;17.0;0;54;0;0;0;0;0;16;64;2;0.0;62;121
490;Zuid-Nederland;Totaal geslacht/leeftijd;1998;295;411;370.0;41;1733;0;0;0;0;0;1050;1106;81;346.0;679;3904
491;Zuid-Nederland;Totaal geslacht/leeftijd;1999;183;365;333.0;32;1532;0;0;0;0;0;1004;1130;91;507.0;532;3889
492;Zuid-Nederland;Totaal geslacht/leeftijd;2000;182;308;268.0;40;1390;45;45;14;31;34;1063;1066;100;334.0;632;3934
493;Zuid-Nederland;Totaal geslacht/leeftijd;2001;125;246;212.0;34;1269;59;52;6;46;34;990;994;54;6.0;934;3943
494;Zuid-Nederland;Totaal geslacht/leeftijd;2002;224;221;175.0;46;1264;56;63;6;57;31;1117;1113;129;21.0;963;3982
495;Zuid-Nederland;Jongens;1998;167;266;241.0;25;974;0;0;0;0;0;576;599;36;194.0;369;2134
496;Zuid-Nederland;Jongens;1999;103;229;213.0;16;836;0;0;0;0;0;531;608;48;283.0;277;2122
497;Zuid-Nederland;Jongens;2000;97;177;157.0;20;744;20;22;5;17;17;546;568;48;179.0;341;2129
