ID;Energiedragers;Perioden;Hoeveelheid_1;OntwikkelingTOVEenJaarEerder_2;Prijsindexcijfer_3;OntwikkelingTOVEenJaarEerder_4
386;Totaal energiedragers;2017 oktober;248.0;-7.4;81.6;15.5
387;Totaal energiedragers;2017 november;281.0;-4.7;85.9;16.0
388;Totaal energiedragers;2017 december;309.0;-0.3;82.8;1.6
389;Totaal energiedragers;2017 4e kwartaal;;;83.4;10.7
390;Totaal energiedragers;2017;3151.0;0.3;81.0;21.4
391;Aardgas;1995 januari;182.0;10.4;40.6;4.4
392;Aardgas;1995 februari;144.0;-15.5;40.5;4.1
393;Aardgas;1995 maart;161.0;8.0;40.5;4.0
394;Aardgas;1995 1e kwartaal;487.0;0.5;40.6;4.2
395;Aardgas;1995 april;114.0;-4.0;41.8;8.5
396;Aardgas;1995 mei;86.0;-2.8;41.8;8.9
397;Aardgas;1995 juni;82.0;3.4;41.8;8.6
398;Aardgas;1995 2e kwartaal;283.0;-1.6;41.8;8.6
399;Aardgas;1995 juli;68.0;1.9;41.0;4.4
400;Aardgas;1995 augustus;74.0;2.2;41.1;4.6
401;Aardgas;1995 september;87.0;-7.0;41.0;4.3
402;Aardgas;1995 3e kwartaal;229.0;-1.6;41.0;4.4
403;Aardgas;1995 oktober;103.0;-17.3;38.7;-1.3
404;Aardgas;1995 november;143.0;18.1;38.7;-1.2
405;Aardgas;1995 december;207.0;28.7;38.6;-1.6
406;Aardgas;1995 4e kwartaal;453.0;11.5;38.7;-1.4
407;Aardgas;1995;1451.0;2.9;40.5;3.9
408;Aardgas;1996 januari;214.0;17.9;39.2;-3.5
409;Aardgas;1996 februari;197.0;37.1;39.2;-3.3
410;Aardgas;1996 maart;176.0;9.7;39.2;-3.3
411;Aardgas;1996 1e kwartaal;588.0;20.9;39.2;-3.4
412;Aardgas;1996 april;113.0;-1.3;41.7;-0.2
413;Aardgas;1996 mei;104.0;20.7;41.7;-0.2
414;Aardgas;1996 juni;77.0;-5.5;41.7;-0.2
415;Aardgas;1996 2e kwartaal;294.0;4.2;41.7;-0.2
416;Aardgas;1996 juli;75.0;10.7;43.7;6.7
417;Aardgas;1996 augustus;75.0;2.0;43.7;6.5
418;Aardgas;1996 september;93.0;7.0;43.7;6.6
419;Aardgas;1996 3e kwartaal;244.0;6.5;43.7;6.6
420;Aardgas;1996 oktober;116.0;12.6;43.4;12.4
421;Aardgas;1996 november;152.0;6.6;43.4;12.4
422;Aardgas;1996 december;204.0;-1.8;43.4;12.4
423;Aardgas;1996 4e kwartaal;472.0;4.1;43.4;12.4
424;Aardgas;1996;1598.0;10.1;42.0;3.7
425;Aardgas;1997 januari;224.0;4.6;45.9;17.1
426;Aardgas;1997 februari;148.0;-25.0;45.9;17.1
427;Aardgas;1997 maart;133.0;-24.6;45.9;17.1
428;Aardgas;1997 1e kwartaal;505.0;-14.1;45.9;17.1
429;Aardgas;1997 april;122.0;8.5;47.0;12.7
430;Aardgas;1997 mei;97.0;-7.4;47.0;12.7
431;Aardgas;1997 juni;81.0;4.8;47.0;12.8
432;Aardgas;1997 2e kwartaal;300.0;1.9;47.0;12.7
433;Aardgas;1997 juli;81.0;7.9;44.9;2.7
434;Aardgas;1997 augustus;78.0;4.0;44.9;2.7
435;Aardgas;1997 september;89.0;-4.3;44.9;2.8
436;Aardgas;1997 3e kwartaal;249.0;2.0;44.9;2.7
437;Aardgas;1997 oktober;127.0;10.0;45.0;3.6
438;Aardgas;1997 november;148.0;-2.7;45.0;3.5
439;Aardgas;1997 december;171.0;-15.8;45.0;3.6
440;Aardgas;1997 4e kwartaal;447.0;-5.2;45.0;3.6
441;Aardgas;1997;1501.0;-6.1;45.7;8.8
442;Aardgas;1998 januari;179.0;-20.3;47.0;2.3
443;Aardgas;1998 februari;145.0;-2.4;47.0;2.3
444;Aardgas;1998 maart;149.0;11.8;47.0;2.3
445;Aardgas;1998 1e kwartaal;472.0;-6.6;47.0;2.3
446;Aardgas;1998 april;119.0;-2.4;45.2;-3.9
447;Aardgas;1998 mei;92.0;-5.1;45.1;-3.9
448;Aardgas;1998 juni;80.0;-1.4;45.1;-4.0
449;Aardgas;1998 2e kwartaal;291.0;-3.0;45.1;-3.9
450;Aardgas;1998 juli;81.0;-0.7;41.8;-7.0
451;Aardgas;1998 augustus;78.0;0.2;41.8;-7.0
452;Aardgas;1998 september;89.0;0.2;41.7;-7.2
453;Aardgas;1998 3e kwartaal;249.0;-0.1;41.8;-7.1
454;Aardgas;1998 oktober;131.0;3.1;40.2;-10.6
455;Aardgas;1998 november;171.0;15.0;40.2;-10.5
456;Aardgas;1998 december;178.0;3.7;40.2;-10.5
457;Aardgas;1998 4e kwartaal;479.0;7.3;40.2;-10.5
458;Aardgas;1998;1491.0;-0.7;43.5;-4.8
459;Aardgas;1999 januari;166.0;-7.0;38.2;-18.7
460;Aardgas;1999 februari;166.0;14.5;38.2;-18.7
461;Aardgas;1999 maart;147.0;-1.1;38.2;-18.7
462;Aardgas;1999 1e kwartaal;479.0;1.5;38.2;-18.7
463;Aardgas;1999 april;112.0;-5.7;37.3;-17.5
464;Aardgas;1999 mei;91.0;-1.1;37.3;-17.4
465;Aardgas;1999 juni;87.0;8.6;37.2;-17.5
466;Aardgas;1999 2e kwartaal;290.0;-0.3;37.3;-17.5
467;Aardgas;1999 juli;81.0;0.0;38.9;-6.8
468;Aardgas;1999 augustus;76.0;-3.2;39.0;-6.7
469;Aardgas;1999 september;81.0;-9.0;39.0;-6.5
470;Aardgas;1999 3e kwartaal;238.0;-4.3;39.0;-6.7
471;Aardgas;1999 oktober;121.0;-7.8;45.1;12.0
472;Aardgas;1999 november;148.0;-13.4;45.1;12.0
473;Aardgas;1999 december;176.0;-1.3;45.1;12.0
474;Aardgas;1999 4e kwartaal;444.0;-7.4;45.1;12.0
475;Aardgas;1999;1452.0;-2.6;39.9;-8.4
476;Aardgas;2000 januari;178.0;6.8;52.2;36.7
477;Aardgas;2000 februari;157.0;-5.5;52.1;36.3
478;Aardgas;2000 maart;150.0;1.9;51.8;35.6
479;Aardgas;2000 1e kwartaal;484.0;1.0;52.0;36.2
480;Aardgas;2000 april;113.0;0.3;59.0;58.3
481;Aardgas;2000 mei;93.0;2.1;60.2;61.6
482;Aardgas;2000 juni;87.0;-0.3;57.7;54.8
483;Aardgas;2000 2e kwartaal;292.0;0.7;58.9;58.2
484;Aardgas;2000 juli;83.0;3.4;62.7;61.0
485;Aardgas;2000 augustus;77.0;1.5;63.5;62.9
486;Aardgas;2000 september;84.0;2.6;63.9;64.0
487;Aardgas;2000 3e kwartaal;244.0;2.5;63.4;62.6
488;Aardgas;2000 oktober;120.0;-0.7;68.5;52.0
489;Aardgas;2000 november;150.0;1.6;69.1;53.4
490;Aardgas;2000 december;180.0;2.6;70.3;56.1
491;Aardgas;2000 4e kwartaal;450.0;1.4;69.3;53.8
492;Aardgas;2000;1469.0;1.2;60.9;52.8
493;Aardgas;2001 januari;186.0;4.9;78.6;50.6
494;Aardgas;2001 februari;162.0;3.2;81.1;55.7
495;Aardgas;2001 maart;164.0;9.5;82.5;59.4
496;Aardgas;2001 1e kwartaal;512.0;5.8;80.7;55.2
497;Aardgas;2001 april;123.0;8.7;77.6;31.5
498;Aardgas;2001 mei;98.0;6.0;76.8;27.6
499;Aardgas;2001 juni;71.0;-17.8;76.4;32.6
500;Aardgas;2001 2e kwartaal;292.0;0.0;77.0;30.6
501;Aardgas;2001 juli;76.0;-9.4;74.5;18.9
502;Aardgas;2001 augustus;88.0;14.9;74.0;16.5
503;Aardgas;2001 september;94.0;12.4;74.3;16.3
504;Aardgas;2001 3e kwartaal;258.0;5.7;74.3;17.2
505;Aardgas;2001 oktober;108.0;-10.2;69.9;2.1
506;Aardgas;2001 november;151.0;0.4;71.4;3.2
507;Aardgas;2001 december;188.0;4.2;70.7;0.4
508;Aardgas;2001 4e kwartaal;446.0;-0.9;70.6;1.9
509;Aardgas;2001;1508.0;2.7;75.7;24.2
510;Aardgas;2002 januari;185.0;-0.9;68.1;-13.4
511;Aardgas;2002 februari;155.0;-3.8;69.3;-14.5
512;Aardgas;2002 maart;149.0;-9.3;68.5;-17.0
513;Aardgas;2002 1e kwartaal;489.0;-4.5;68.6;-15.0
514;Aardgas;2002 april;116.0;-5.3;67.3;-13.2
515;Aardgas;2002 mei;93.0;-5.3;66.2;-13.9
516;Aardgas;2002 juni;85.0;19.3;63.7;-16.7
517;Aardgas;2002 2e kwartaal;294.0;0.7;65.7;-14.6
518;Aardgas;2002 juli;81.0;7.5;68.7;-7.8
519;Aardgas;2002 augustus;80.0;-9.2;67.7;-8.4
520;Aardgas;2002 september;91.0;-2.6;67.3;-9.4
521;Aardgas;2002 3e kwartaal;253.0;-1.9;67.9;-8.5
522;Aardgas;2002 oktober;141.0;30.7;71.0;1.5
523;Aardgas;2002 november;151.0;0.5;71.9;0.8
524;Aardgas;2002 december;172.0;-8.4;74.3;5.2
525;Aardgas;2002 4e kwartaal;464.0;4.0;72.4;2.5
526;Aardgas;2002;1500.0;-0.5;68.7;-9.2
527;Aardgas;2003 januari;194.0;4.7;78.5;15.2
528;Aardgas;2003 februari;176.0;13.3;78.6;13.4
529;Aardgas;2003 maart;143.0;-3.6;76.9;12.4
530;Aardgas;2003 1e kwartaal;513.0;4.9;78.0;13.7
531;Aardgas;2003 april;114.0;-2.2;78.6;16.8
532;Aardgas;2003 mei;98.0;5.3;78.3;18.4
533;Aardgas;2003 juni;71.0;-16.9;77.9;22.3
534;Aardgas;2003 2e kwartaal;282.0;-4.1;78.3;19.1
535;Aardgas;2003 juli;78.0;-4.3;69.1;0.5
536;Aardgas;2003 augustus;74.0;-8.0;68.7;1.3
537;Aardgas;2003 september;83.0;-8.8;68.8;2.1
538;Aardgas;2003 3e kwartaal;235.0;-7.1;68.8;1.3
539;Aardgas;2003 oktober;152.0;8.0;70.1;-1.3
540;Aardgas;2003 november;150.0;-1.1;72.1;0.2
541;Aardgas;2003 december;176.0;2.5;74.7;0.5
542;Aardgas;2003 4e kwartaal;478.0;3.0;72.3;-0.2
543;Aardgas;2003;1508.0;0.5;74.3;8.3
544;Aardgas;2004 januari;189.0;-2.6;74.5;-5.1
545;Aardgas;2004 februari;167.0;-5.0;74.8;-4.9
546;Aardgas;2004 maart;157.0;9.6;73.5;-4.5
547;Aardgas;2004 1e kwartaal;513.0;0.0;74.2;-4.8
548;Aardgas;2004 april;112.0;-1.8;69.9;-11.0
549;Aardgas;2004 mei;95.0;-2.6;69.1;-11.7
550;Aardgas;2004 juni;84.0;19.3;68.7;-11.7
551;Aardgas;2004 2e kwartaal;291.0;3.2;69.3;-11.5
552;Aardgas;2004 juli;88.0;13.4;68.9;-0.2
553;Aardgas;2004 augustus;81.0;10.2;69.9;1.9
554;Aardgas;2004 september;91.0;8.5;71.0;3.2
555;Aardgas;2004 3e kwartaal;260.0;10.6;69.9;1.6
556;Aardgas;2004 oktober;125.0;-17.5;76.2;8.7
557;Aardgas;2004 november;159.0;6.0;76.6;6.2
558;Aardgas;2004 december;191.0;8.3;75.4;0.9
559;Aardgas;2004 4e kwartaal;475.0;-0.6;76.0;5.2
560;Aardgas;2004;1540.0;2.1;72.4;-2.7
561;Aardgas;2005 januari;173.0;-8.5;83.5;12.1
562;Aardgas;2005 februari;172.0;2.7;83.5;11.7
563;Aardgas;2005 maart;159.0;0.9;84.7;15.3
564;Aardgas;2005 1e kwartaal;503.0;-1.9;83.9;13.0
565;Aardgas;2005 april;111.0;-0.6;87.3;24.9
566;Aardgas;2005 mei;102.0;6.6;85.5;23.6
567;Aardgas;2005 juni;88.0;4.1;86.5;25.8
568;Aardgas;2005 2e kwartaal;300.0;3.1;86.4;24.8
569;Aardgas;2005 juli;82.0;-6.9;89.4;29.7
570;Aardgas;2005 augustus;82.0;0.9;90.2;29.0
571;Aardgas;2005 september;89.0;-1.8;91.9;29.5
572;Aardgas;2005 3e kwartaal;253.0;-2.7;90.5;29.4
573;Aardgas;2005 oktober;104.0;-17.5;101.1;32.7
574;Aardgas;2005 november;146.0;-8.1;100.9;31.7
575;Aardgas;2005 december;175.0;-8.5;105.9;40.5
576;Aardgas;2005 4e kwartaal;424.0;-10.7;102.6;35.0
577;Aardgas;2005;1480.0;-3.9;90.9;25.6
578;Aardgas;2006 januari;195.0;13.1;115.3;38.2
579;Aardgas;2006 februari;170.0;-0.7;112.8;35.1
580;Aardgas;2006 maart;170.0;7.3;114.2;34.8
581;Aardgas;2006 1e kwartaal;536.0;6.6;114.1;36.0
582;Aardgas;2006 april;114.0;2.9;111.1;27.2
583;Aardgas;2006 mei;88.0;-13.5;112.0;31.0
584;Aardgas;2006 juni;78.0;-10.7;112.6;30.2
585;Aardgas;2006 2e kwartaal;280.0;-6.7;111.9;29.5
586;Aardgas;2006 juli;76.0;-7.2;113.6;27.1
587;Aardgas;2006 augustus;79.0;-3.3;113.1;25.3
588;Aardgas;2006 september;77.0;-12.8;112.8;22.6
589;Aardgas;2006 3e kwartaal;233.0;-7.9;113.2;25.0
590;Aardgas;2006 oktober;99.0;-4.3;114.3;13.0
591;Aardgas;2006 november;133.0;-8.7;119.1;18.0
592;Aardgas;2006 december;154.0;-12.0;117.7;11.2
593;Aardgas;2006 4e kwartaal;386.0;-9.0;117.0;14.0
594;Aardgas;2006;1435.0;-3.0;114.0;25.5
595;Aardgas;2007 januari;159.0;-18.6;120.9;4.9
596;Aardgas;2007 februari;145.0;-14.9;116.3;3.1
597;Aardgas;2007 maart;135.0;-20.7;117.4;2.8
598;Aardgas;2007 1e kwartaal;439.0;-18.1;118.2;3.6
599;Aardgas;2007 april;96.0;-16.2;112.8;1.6
600;Aardgas;2007 mei;88.0;0.0;112.3;0.3
601;Aardgas;2007 juni;77.0;-1.8;107.9;-4.1
602;Aardgas;2007 2e kwartaal;260.0;-7.1;111.0;-0.8
603;Aardgas;2007 juli;76.0;-0.6;112.4;-1.1
604;Aardgas;2007 augustus;79.0;-0.5;110.9;-1.9
605;Aardgas;2007 september;89.0;15.2;109.8;-2.6
606;Aardgas;2007 3e kwartaal;244.0;4.7;111.0;-1.9
607;Aardgas;2007 oktober;122.0;23.2;114.2;-0.1
608;Aardgas;2007 november;150.0;12.9;113.7;-4.5
609;Aardgas;2007 december;179.0;16.8;113.5;-3.6
610;Aardgas;2007 4e kwartaal;452.0;17.1;113.8;-2.8
611;Aardgas;2007;1395.0;-2.8;113.5;-0.5
612;Aardgas;2008 januari;167.0;5.3;118.5;-2.0
613;Aardgas;2008 februari;155.0;6.9;119.8;2.9
614;Aardgas;2008 maart;156.0;15.2;120.2;2.4
615;Aardgas;2008 1e kwartaal;478.0;8.9;119.5;1.1
616;Aardgas;2008 april;122.0;27.7;127.6;13.1
617;Aardgas;2008 mei;84.0;-4.1;129.4;15.2
618;Aardgas;2008 juni;79.0;2.8;136.4;26.4
619;Aardgas;2008 2e kwartaal;285.0;9.6;131.1;18.1
620;Aardgas;2008 juli;78.0;2.8;147.4;31.2
621;Aardgas;2008 augustus;78.0;-1.0;147.4;32.9
622;Aardgas;2008 september;96.0;7.5;144.4;31.5
623;Aardgas;2008 3e kwartaal;252.0;3.3;146.4;31.8
624;Aardgas;2008 oktober;126.0;3.5;152.7;33.7
625;Aardgas;2008 november;141.0;-6.2;151.1;32.9
626;Aardgas;2008 december;172.0;-4.4;154.7;36.3
627;Aardgas;2008 4e kwartaal;439.0;-2.9;152.8;34.3
628;Aardgas;2008;1454.0;4.2;137.5;21.1
629;Aardgas;2009 januari;191.0;14.1;140.1;18.2
630;Aardgas;2009 februari;157.0;1.3;139.1;16.2
631;Aardgas;2009 maart;141.0;-9.5;129.8;8.0
632;Aardgas;2009 1e kwartaal;489.0;2.3;136.3;14.1
633;Aardgas;2009 april;92.0;-24.3;105.1;-17.7
634;Aardgas;2009 mei;82.0;-2.4;103.2;-20.2
635;Aardgas;2009 juni;82.0;3.4;101.0;-26.0
636;Aardgas;2009 2e kwartaal;256.0;-10.2;103.1;-21.4
637;Aardgas;2009 juli;86.0;10.4;90.7;-38.5
638;Aardgas;2009 augustus;83.0;6.3;86.8;-41.1
639;Aardgas;2009 september;94.0;-2.1;89.3;-38.2
640;Aardgas;2009 3e kwartaal;263.0;4.4;88.9;-39.3
641;Aardgas;2009 oktober;129.0;2.1;93.4;-38.8
642;Aardgas;2009 november;137.0;-3.0;97.0;-35.8
643;Aardgas;2009 december;192.0;12.0;96.6;-37.5
644;Aardgas;2009 4e kwartaal;458.0;4.3;95.7;-37.4
645;Aardgas;2009;1466.0;0.8;106.0;-22.9
646;Aardgas;2010 januari;219.0;14.6;93.1;-33.6
647;Aardgas;2010 februari;185.0;17.4;94.3;-32.2
648;Aardgas;2010 maart;161.0;14.0;92.7;-28.6
649;Aardgas;2010 1e kwartaal;564.0;15.3;93.3;-31.5
650;Aardgas;2010 april;118.0;27.3;93.1;-11.3
651;Aardgas;2010 mei;112.0;36.1;93.0;-9.9
652;Aardgas;2010 juni;84.0;2.6;96.5;-4.4
653;Aardgas;2010 2e kwartaal;313.0;22.3;94.2;-8.6
654;Aardgas;2010 juli;81.0;-5.7;103.6;14.2
655;Aardgas;2010 augustus;82.0;-1.7;104.5;20.3
656;Aardgas;2010 september;95.0;1.4;103.5;16.0
657;Aardgas;2010 3e kwartaal;258.0;-1.9;103.9;16.8
658;Aardgas;2010 oktober;131.0;1.4;108.2;15.8
659;Aardgas;2010 november;158.0;15.7;110.6;14.0
660;Aardgas;2010 december;217.0;12.8;107.0;10.7
661;Aardgas;2010 4e kwartaal;506.0;10.5;108.6;13.5
662;Aardgas;2010;1643.0;12.1;100.0;-5.7
663;Aardgas;2011 januari;184.0;-15.9;114.5;23.0
664;Aardgas;2011 februari;158.0;-14.2;113.5;20.4
665;Aardgas;2011 maart;149.0;-7.4;112.9;21.8
666;Aardgas;2011 1e kwartaal;491.0;-12.9;113.6;21.7
667;Aardgas;2011 april;99.0;-16.0;118.3;27.0
668;Aardgas;2011 mei;94.0;-16.0;117.6;26.5
669;Aardgas;2011 juni;80.0;-4.0;117.2;21.4
670;Aardgas;2011 2e kwartaal;273.0;-12.8;117.7;24.9
671;Aardgas;2011 juli;83.0;3.0;119.4;15.2
672;Aardgas;2011 augustus;85.0;4.2;118.3;13.2
673;Aardgas;2011 september;87.0;-8.3;120.6;16.5
674;Aardgas;2011 3e kwartaal;256.0;-0.8;119.4;15.0
675;Aardgas;2011 oktober;114.0;-12.7;125.6;16.1
676;Aardgas;2011 november;142.0;-10.5;129.0;16.7
677;Aardgas;2011 december;158.0;-27.1;128.8;20.4
678;Aardgas;2011 4e kwartaal;414.0;-18.2;127.8;17.7
679;Aardgas;2011;1434.0;-12.7;119.6;19.6
680;Aardgas;2012 januari;166.0;-9.8;128.6;12.3
681;Aardgas;2012 februari;186.0;17.4;128.1;12.9
682;Aardgas;2012 maart;123.0;-17.2;129.6;14.8
683;Aardgas;2012 1e kwartaal;475.0;-3.3;128.8;13.3
684;Aardgas;2012 april;114.0;15.1;132.8;12.3
685;Aardgas;2012 mei;86.0;-7.9;132.6;12.7
686;Aardgas;2012 juni;79.0;-1.8;132.7;13.3
687;Aardgas;2012 2e kwartaal;279.0;2.2;132.7;12.7
688;Aardgas;2012 juli;69.0;-17.2;131.1;9.9
689;Aardgas;2012 augustus;71.0;-16.2;131.5;11.2
690;Aardgas;2012 september;78.0;-11.3;135.2;12.1
691;Aardgas;2012 3e kwartaal;218.0;-14.8;132.6;11.1
692;Aardgas;2012 oktober;108.0;-5.4;139.6;11.1
693;Aardgas;2012 november;135.0;-4.7;141.4;9.7
694;Aardgas;2012 december;158.0;-0.1;139.0;7.9
695;Aardgas;2012 4e kwartaal;401.0;-3.1;140.0;9.6
696;Aardgas;2012;1373.0;-4.3;133.5;11.6
697;Aardgas;2013 januari;183.0;10.4;137.0;6.6
698;Aardgas;2013 februari;169.0;-9.3;135.0;5.4
699;Aardgas;2013 maart;170.0;38.2;137.0;5.7
700;Aardgas;2013 1e kwartaal;522.0;9.9;136.4;5.9
701;Aardgas;2013 april;112.0;-1.4;136.9;3.1
702;Aardgas;2013 mei;94.0;9.1;132.9;0.3
703;Aardgas;2013 juni;76.0;-4.2;131.9;-0.6
704;Aardgas;2013 2e kwartaal;282.0;1.1;133.9;0.9
705;Aardgas;2013 juli;67.0;-2.5;129.6;-1.2
706;Aardgas;2013 augustus;67.0;-6.8;129.1;-1.8
707;Aardgas;2013 september;79.0;2.0;129.7;-4.1
708;Aardgas;2013 3e kwartaal;213.0;-2.3;129.4;-2.4
709;Aardgas;2013 oktober;98.0;-9.0;131.7;-5.7
710;Aardgas;2013 november;132.0;-2.2;133.1;-5.9
711;Aardgas;2013 december;150.0;-5.3;134.5;-3.2
712;Aardgas;2013 4e kwartaal;380.0;-5.2;133.1;-4.9
713;Aardgas;2013;1396.0;1.7;133.2;-0.2
714;Aardgas;2014 januari;147.0;-19.8;132.8;-3.1
715;Aardgas;2014 februari;126.0;-25.0;127.3;-5.7
716;Aardgas;2014 maart;112.0;-34.4;123.6;-9.8
717;Aardgas;2014 1e kwartaal;385.0;-26.2;127.9;-6.2
718;Aardgas;2014 april;86.0;-23.0;114.3;-16.5
719;Aardgas;2014 mei;82.0;-12.8;109.5;-17.6
720;Aardgas;2014 juni;72.0;-4.1;106.4;-19.3
721;Aardgas;2014 2e kwartaal;241.0;-14.5;110.1;-17.8
722;Aardgas;2014 juli;68.0;0.5;102.7;-20.8
723;Aardgas;2014 augustus;76.0;14.5;103.3;-20.0
724;Aardgas;2014 september;79.0;0.0;108.8;-16.1
725;Aardgas;2014 3e kwartaal;223.0;4.7;104.9;-18.9
726;Aardgas;2014 oktober;91.0;-7.0;115.6;-12.2
727;Aardgas;2014 november;116.0;-12.0;117.2;-12.0
728;Aardgas;2014 december;152.0;1.8;118.7;-11.7
729;Aardgas;2014 4e kwartaal;360.0;-5.3;117.2;-12.0
730;Aardgas;2014;1209.0;-13.4;115.0;-13.7
731;Aardgas;2015 januari;159.0;8.1;109.2;-17.7
732;Aardgas;2015 februari;147.0;16.0;108.0;-15.2
733;Aardgas;2015 maart;130.0;16.9;111.7;-9.6
734;Aardgas;2015 1e kwartaal;436.0;13.2;109.6;-14.3
735;Aardgas;2015 april;93.0;8.3;107.4;-6.1
736;Aardgas;2015 mei;75.0;-8.7;102.2;-6.6
737;Aardgas;2015 juni;63.0;-13.7;101.7;-4.5
738;Aardgas;2015 2e kwartaal;231.0;-4.1;103.8;-5.7
739;Aardgas;2015 juli;66.0;-3.0;102.2;-0.4
740;Aardgas;2015 augustus;63.0;-17.0;100.7;-2.5
741;Aardgas;2015 september;78.0;-1.2;101.0;-7.2
742;Aardgas;2015 3e kwartaal;207.0;-7.2;101.3;-3.5
743;Aardgas;2015 oktober;106.0;16.1;97.1;-16.0
744;Aardgas;2015 november;113.0;-2.5;92.6;-21.0
745;Aardgas;2015 december;118.0;-22.9;87.1;-26.7
746;Aardgas;2015 4e kwartaal;337.0;-6.4;92.2;-21.3
747;Aardgas;2015;1211.0;0.2;101.7;-11.5
748;Aardgas;2016 januari;153.0;-3.6;77.0;-29.5
749;Aardgas;2016 februari;138.0;-5.7;69.7;-35.5
750;Aardgas;2016 maart;138.0;6.2;71.1;-36.4
751;Aardgas;2016 1e kwartaal;430.0;-1.4;72.6;-33.8
752;Aardgas;2016 april;96.0;3.0;58.4;-45.6
753;Aardgas;2016 mei;69.0;-7.7;64.0;-37.4
754;Aardgas;2016 juni;62.0;0.0;70.1;-31.0
755;Aardgas;2016 2e kwartaal;228.0;-1.3;64.2;-38.2
756;Aardgas;2016 juli;69.0;5.1;66.1;-35.3
757;Aardgas;2016 augustus;72.0;13.3;60.8;-39.6
758;Aardgas;2016 september;73.0;-6.1;59.2;-41.4
759;Aardgas;2016 3e kwartaal;214.0;3.4;62.1;-38.7
760;Aardgas;2016 oktober;105.0;-0.6;68.0;-30.0
761;Aardgas;2016 november;135.0;19.4;77.3;-16.6
762;Aardgas;2016 december;150.0;27.8;80.3;-7.7
763;Aardgas;2016 4e kwartaal;391.0;16.0;75.2;-18.5
764;Aardgas;2016;1264.0;4.4;68.5;-32.7
765;Aardgas;2017 januari;180.0;17.7;79.5;3.3
766;Aardgas;2017 februari;138.0;-0.1;84.5;21.2
767;Aardgas;2017 maart;121.0;-12.7;80.2;12.9
768;Aardgas;2017 1e kwartaal;;;81.4;12.2
769;Aardgas;2017 april;100.0;3.7;75.2;28.8
770;Aardgas;2017 mei;78.0;11.9;74.5;16.4
771;Aardgas;2017 juni;66.0;4.8;73.6;4.9
772;Aardgas;2017 2e kwartaal;;;74.4;16.0
773;Aardgas;2017 juli;77.0;12.1;71.6;8.3
774;Aardgas;2017 augustus;73.0;1.1;71.2;17.0
775;Aardgas;2017 september;87.0;18.5;74.0;25.0
776;Aardgas;2017 3e kwartaal;;;72.3;16.5
777;Aardgas;2017 oktober;96.0;-9.3;78.9;16.0
778;Aardgas;2017 november;130.0;-4.2;81.8;5.9
779;Aardgas;2017 december;155.0;3.3;86.4;7.6
780;Aardgas;2017 4e kwartaal;;;82.4;9.5
781;Aardgas;2017;1299.0;2.8;77.6;13.3
782;Aardoliegrondstoffen en -producten;1995 januari;82.0;2.0;16.7;6.8
783;Aardoliegrondstoffen en -producten;1995 februari;79.0;-1.7;17.0;10.6
784;Aardoliegrondstoffen en -producten;1995 maart;88.0;11.7;15.9;3.4
785;Aardoliegrondstoffen en -producten;1995 1e kwartaal;250.0;4.0;16.5;6.9
786;Aardoliegrondstoffen en -producten;1995 april;83.0;4.1;17.2;3.9
787;Aardoliegrondstoffen en -producten;1995 mei;86.0;7.9;17.6;-1.1
788;Aardoliegrondstoffen en -producten;1995 juni;79.0;-5.6;16.5;-8.8
789;Aardoliegrondstoffen en -producten;1995 2e kwartaal;249.0;2.0;17.1;-2.2
790;Aardoliegrondstoffen en -producten;1995 juli;82.0;5.5;15.0;-15.8
791;Aardoliegrondstoffen en -producten;1995 augustus;83.0;2.1;15.5;-10.7
792;Aardoliegrondstoffen en -producten;1995 september;80.0;-2.2;16.1;-3.5
793;Aardoliegrondstoffen en -producten;1995 3e kwartaal;244.0;1.7;15.5;-10.1
794;Aardoliegrondstoffen en -producten;1995 oktober;86.0;4.3;15.2;-9.9
795;Aardoliegrondstoffen en -producten;1995 november;82.0;-7.3;15.8;-8.8
796;Aardoliegrondstoffen en -producten;1995 december;87.0;6.8;17.4;2.9
797;Aardoliegrondstoffen en -producten;1995 4e kwartaal;254.0;1.0;16.1;-5.3
798;Aardoliegrondstoffen en -producten;1995;997.0;2.2;16.3;-2.9
799;Aardoliegrondstoffen en -producten;1996 januari;84.0;2.7;17.8;6.6
800;Aardoliegrondstoffen en -producten;1996 februari;87.0;9.2;17.6;3.9
801;Aardoliegrondstoffen en -producten;1996 maart;79.0;-10.0;19.8;24.9
802;Aardoliegrondstoffen en -producten;1996 1e kwartaal;251.0;0.3;18.4;11.5
803;Aardoliegrondstoffen en -producten;1996 april;80.0;-4.2;21.2;23.2
804;Aardoliegrondstoffen en -producten;1996 mei;88.0;2.4;20.0;13.7
805;Aardoliegrondstoffen en -producten;1996 juni;82.0;4.0;19.0;15.5
806;Aardoliegrondstoffen en -producten;1996 2e kwartaal;250.0;0.7;20.1;17.5
807;Aardoliegrondstoffen en -producten;1996 juli;84.0;2.8;19.8;31.5
808;Aardoliegrondstoffen en -producten;1996 augustus;79.0;-4.8;20.3;31.1
809;Aardoliegrondstoffen en -producten;1996 september;80.0;0.8;22.3;38.6
810;Aardoliegrondstoffen en -producten;1996 3e kwartaal;243.0;-0.5;20.8;33.8
811;Aardoliegrondstoffen en -producten;1996 oktober;82.0;-4.0;24.6;61.7
812;Aardoliegrondstoffen en -producten;1996 november;86.0;5.2;23.0;45.1
