ID;Energiedragers;Perioden;Hoeveelheid_1;OntwikkelingTOVEenJaarEerder_2;Prijsindexcijfer_3;OntwikkelingTOVEenJaarEerder_4
1135;Aardoliegrondstoffen en -producten;2015 november;98.0;14.4;68.3;-33.2
1136;Aardoliegrondstoffen en -producten;2015 december;107.0;17.4;64.0;-20.2
1137;Aardoliegrondstoffen en -producten;2015 4e kwartaal;317.0;20.1;67.4;-31.4
1138;Aardoliegrondstoffen en -producten;2015;1166.0;-1.9;77.6;-35.9
1139;Aardoliegrondstoffen en -producten;2016 januari;96.0;1.5;44.1;-36.7
1140;Aardoliegrondstoffen en -producten;2016 februari;96.0;15.7;45.4;-46.0
1141;Aardoliegrondstoffen en -producten;2016 maart;99.0;8.3;55.7;-34.0
1142;Aardoliegrondstoffen en -producten;2016 1e kwartaal;291.0;8.2;48.4;-39.0
1143;Aardoliegrondstoffen en -producten;2016 april;100.0;17.6;59.2;-34.5
1144;Aardoliegrondstoffen en -producten;2016 mei;100.0;11.7;68.8;-23.1
1145;Aardoliegrondstoffen en -producten;2016 juni;101.0;14.3;71.6;-19.3
1146;Aardoliegrondstoffen en -producten;2016 2e kwartaal;301.0;14.4;66.5;-25.7
1147;Aardoliegrondstoffen en -producten;2016 juli;100.0;-5.8;65.8;-18.5
1148;Aardoliegrondstoffen en -producten;2016 augustus;101.0;-1.4;66.0;-5.7
1149;Aardoliegrondstoffen en -producten;2016 september;105.0;-2.3;66.7;-7.0
1150;Aardoliegrondstoffen en -producten;2016 3e kwartaal;306.0;-3.2;66.2;-10.8
1151;Aardoliegrondstoffen en -producten;2016 oktober;106.0;-5.5;72.6;3.9
1152;Aardoliegrondstoffen en -producten;2016 november;103.0;4.6;68.5;0.2
1153;Aardoliegrondstoffen en -producten;2016 december;103.0;-3.2;82.4;28.8
1154;Aardoliegrondstoffen en -producten;2016 4e kwartaal;312.0;-1.6;74.5;10.5
1155;Aardoliegrondstoffen en -producten;2016;1208.0;3.6;63.9;-17.7
1156;Aardoliegrondstoffen en -producten;2017 januari;108.0;12.2;84.7;91.8
1157;Aardoliegrondstoffen en -producten;2017 februari;101.0;5.6;85.6;88.5
1158;Aardoliegrondstoffen en -producten;2017 maart;107.0;8.2;81.9;47.0
1159;Aardoliegrondstoffen en -producten;2017 1e kwartaal;;;84.1;73.6
1160;Aardoliegrondstoffen en -producten;2017 april;102.0;2.5;80.4;35.9
1161;Aardoliegrondstoffen en -producten;2017 mei;99.0;-1.1;75.8;10.2
1162;Aardoliegrondstoffen en -producten;2017 juni;104.0;3.2;68.6;-4.3
1163;Aardoliegrondstoffen en -producten;2017 2e kwartaal;;;74.9;12.6
1164;Aardoliegrondstoffen en -producten;2017 juli;103.0;2.8;68.7;4.4
1165;Aardoliegrondstoffen en -producten;2017 augustus;93.0;-8.3;73.8;11.8
1166;Aardoliegrondstoffen en -producten;2017 september;98.0;-6.7;79.7;19.4
1167;Aardoliegrondstoffen en -producten;2017 3e kwartaal;;;74.1;11.9
1168;Aardoliegrondstoffen en -producten;2017 oktober;100.0;-5.7;78.1;7.6
1169;Aardoliegrondstoffen en -producten;2017 november;99.0;-4.2;90.3;31.8
1170;Aardoliegrondstoffen en -producten;2017 december;98.0;-4.9;73.4;-10.9
1171;Aardoliegrondstoffen en -producten;2017 4e kwartaal;;;80.6;8.2
1172;Aardoliegrondstoffen en -producten;2017;1212.0;0.3;78.4;22.7
1173;Steenkool en steenkoolproducten;1995 januari;29.0;-3.8;52.0;0.0
1174;Steenkool en steenkoolproducten;1995 februari;29.0;-7.0;51.6;-0.7
1175;Steenkool en steenkoolproducten;1995 maart;39.0;44.5;51.7;-1.5
1176;Steenkool en steenkoolproducten;1995 1e kwartaal;96.0;10.0;51.8;-0.8
1177;Steenkool en steenkoolproducten;1995 april;27.0;-6.0;52.1;1.2
1178;Steenkool en steenkoolproducten;1995 mei;33.0;4.7;52.9;3.8
1179;Steenkool en steenkoolproducten;1995 juni;35.0;1.7;52.3;2.8
1180;Steenkool en steenkoolproducten;1995 2e kwartaal;95.0;0.3;52.4;2.6
1181;Steenkool en steenkoolproducten;1995 juli;31.0;14.6;52.6;2.1
1182;Steenkool en steenkoolproducten;1995 augustus;31.0;21.6;52.5;0.0
1183;Steenkool en steenkoolproducten;1995 september;33.0;-10.8;52.6;0.1
1184;Steenkool en steenkoolproducten;1995 3e kwartaal;94.0;6.1;52.5;0.7
1185;Steenkool en steenkoolproducten;1995 oktober;35.0;14.2;52.1;-0.7
1186;Steenkool en steenkoolproducten;1995 november;21.0;-26.3;51.6;-1.7
1187;Steenkool en steenkoolproducten;1995 december;34.0;8.4;51.2;-1.5
1188;Steenkool en steenkoolproducten;1995 4e kwartaal;89.0;-0.5;51.7;-1.3
1189;Steenkool en steenkoolproducten;1995;375.0;3.9;52.1;0.3
1190;Steenkool en steenkoolproducten;1996 januari;30.0;2.9;51.4;-1.1
1191;Steenkool en steenkoolproducten;1996 februari;31.0;7.1;51.6;-0.1
1192;Steenkool en steenkoolproducten;1996 maart;32.0;-17.5;52.0;0.5
1193;Steenkool en steenkoolproducten;1996 1e kwartaal;92.0;-4.1;51.7;-0.2
1194;Steenkool en steenkoolproducten;1996 april;29.0;7.9;52.0;-0.1
1195;Steenkool en steenkoolproducten;1996 mei;30.0;-10.8;52.1;-1.4
1196;Steenkool en steenkoolproducten;1996 juni;28.0;-19.1;52.5;0.4
1197;Steenkool en steenkoolproducten;1996 2e kwartaal;87.0;-8.5;52.2;-0.4
1198;Steenkool en steenkoolproducten;1996 juli;29.0;-5.4;52.6;0.0
1199;Steenkool en steenkoolproducten;1996 augustus;33.0;6.8;52.9;0.8
1200;Steenkool en steenkoolproducten;1996 september;29.0;-9.9;53.1;1.0
1201;Steenkool en steenkoolproducten;1996 3e kwartaal;91.0;-3.0;52.9;0.6
1202;Steenkool en steenkoolproducten;1996 oktober;32.0;-8.3;53.0;1.6
1203;Steenkool en steenkoolproducten;1996 november;28.0;37.1;53.7;4.0
1204;Steenkool en steenkoolproducten;1996 december;32.0;-5.4;53.8;5.1
1205;Steenkool en steenkoolproducten;1996 4e kwartaal;92.0;3.3;53.5;3.5
1206;Steenkool en steenkoolproducten;1996;363.0;-3.2;52.6;0.9
1207;Steenkool en steenkoolproducten;1997 januari;31.0;3.9;53.7;4.4
1208;Steenkool en steenkoolproducten;1997 februari;31.0;2.9;53.8;4.3
1209;Steenkool en steenkoolproducten;1997 maart;36.0;12.3;54.0;3.9
1210;Steenkool en steenkoolproducten;1997 1e kwartaal;99.0;6.5;53.8;4.2
1211;Steenkool en steenkoolproducten;1997 april;34.0;15.3;53.7;3.2
1212;Steenkool en steenkoolproducten;1997 mei;29.0;-4.3;54.0;3.5
1213;Steenkool en steenkoolproducten;1997 juni;29.0;2.8;54.1;3.0
1214;Steenkool en steenkoolproducten;1997 2e kwartaal;91.0;4.6;53.9;3.2
1215;Steenkool en steenkoolproducten;1997 juli;27.0;-6.4;54.7;4.1
1216;Steenkool en steenkoolproducten;1997 augustus;24.0;-27.4;55.6;5.0
1217;Steenkool en steenkoolproducten;1997 september;27.0;-6.7;55.8;5.1
1218;Steenkool en steenkoolproducten;1997 3e kwartaal;78.0;-14.0;55.4;4.7
1219;Steenkool en steenkoolproducten;1997 oktober;28.0;-11.7;56.0;5.7
1220;Steenkool en steenkoolproducten;1997 november;27.0;-5.8;56.0;4.3
1221;Steenkool en steenkoolproducten;1997 december;30.0;-6.0;56.6;5.1
1222;Steenkool en steenkoolproducten;1997 4e kwartaal;85.0;-7.9;56.2;5.0
1223;Steenkool en steenkoolproducten;1997;353.0;-2.8;54.8;4.3
1224;Steenkool en steenkoolproducten;1998 januari;30.0;-1.7;58.9;9.7
1225;Steenkool en steenkoolproducten;1998 februari;30.0;-3.8;58.1;7.9
1226;Steenkool en steenkoolproducten;1998 maart;38.0;4.4;57.7;7.0
1227;Steenkool en steenkoolproducten;1998 1e kwartaal;98.0;-0.1;58.2;8.2
1228;Steenkool en steenkoolproducten;1998 april;22.0;-33.7;56.6;5.4
1229;Steenkool en steenkoolproducten;1998 mei;30.0;6.6;57.8;7.1
1230;Steenkool en steenkoolproducten;1998 juni;30.0;5.2;58.1;7.5
1231;Steenkool en steenkoolproducten;1998 2e kwartaal;83.0;-8.8;57.5;6.7
1232;Steenkool en steenkoolproducten;1998 juli;25.0;-6.3;56.6;3.6
1233;Steenkool en steenkoolproducten;1998 augustus;30.0;28.5;59.6;7.1
1234;Steenkool en steenkoolproducten;1998 september;34.0;22.7;56.5;1.3
1235;Steenkool en steenkoolproducten;1998 3e kwartaal;89.0;14.4;57.6;4.0
1236;Steenkool en steenkoolproducten;1998 oktober;23.0;-17.8;59.2;5.7
1237;Steenkool en steenkoolproducten;1998 november;34.0;27.5;56.1;0.2
1238;Steenkool en steenkoolproducten;1998 december;31.0;1.6;54.5;-3.7
1239;Steenkool en steenkoolproducten;1998 4e kwartaal;88.0;3.3;56.6;0.7
1240;Steenkool en steenkoolproducten;1998;359.0;1.7;57.5;4.8
1241;Steenkool en steenkoolproducten;1999 januari;31.0;0.7;52.2;-11.3
1242;Steenkool en steenkoolproducten;1999 februari;29.0;-5.2;55.3;-4.8
1243;Steenkool en steenkoolproducten;1999 maart;26.0;-31.9;56.4;-2.3
1244;Steenkool en steenkoolproducten;1999 1e kwartaal;85.0;-13.6;54.6;-6.2
1245;Steenkool en steenkoolproducten;1999 april;27.0;19.7;52.9;-6.4
1246;Steenkool en steenkoolproducten;1999 mei;24.0;-21.6;53.3;-7.8
1247;Steenkool en steenkoolproducten;1999 juni;21.0;-29.9;50.9;-12.4
1248;Steenkool en steenkoolproducten;1999 2e kwartaal;72.0;-13.5;52.4;-8.9
1249;Steenkool en steenkoolproducten;1999 juli;25.0;-0.2;53.8;-5.1
1250;Steenkool en steenkoolproducten;1999 augustus;24.0;-21.7;53.2;-10.7
1251;Steenkool en steenkoolproducten;1999 september;27.0;-20.2;55.0;-2.8
1252;Steenkool en steenkoolproducten;1999 3e kwartaal;76.0;-15.0;54.0;-6.3
1253;Steenkool en steenkoolproducten;1999 oktober;28.0;21.2;53.2;-10.1
1254;Steenkool en steenkoolproducten;1999 november;29.0;-15.7;52.0;-7.3
1255;Steenkool en steenkoolproducten;1999 december;25.0;-17.7;55.1;1.1
1256;Steenkool en steenkoolproducten;1999 4e kwartaal;82.0;-6.7;53.5;-5.6
1257;Steenkool en steenkoolproducten;1999;315.0;-12.3;53.6;-6.7
1258;Steenkool en steenkoolproducten;2000 januari;28.0;-9.1;54.6;4.5
1259;Steenkool en steenkoolproducten;2000 februari;27.0;-6.4;53.5;-3.3
1260;Steenkool en steenkoolproducten;2000 maart;27.0;6.3;54.2;-3.9
1261;Steenkool en steenkoolproducten;2000 1e kwartaal;82.0;-3.5;54.1;-1.0
1262;Steenkool en steenkoolproducten;2000 april;25.0;-7.9;52.0;-1.7
1263;Steenkool en steenkoolproducten;2000 mei;27.0;15.2;51.8;-2.8
1264;Steenkool en steenkoolproducten;2000 juni;26.0;21.0;52.6;3.2
1265;Steenkool en steenkoolproducten;2000 2e kwartaal;78.0;8.3;52.1;-0.5
1266;Steenkool en steenkoolproducten;2000 juli;27.0;8.6;52.2;-2.9
1267;Steenkool en steenkoolproducten;2000 augustus;31.0;28.9;53.6;0.9
1268;Steenkool en steenkoolproducten;2000 september;29.0;7.2;53.8;-2.1
1269;Steenkool en steenkoolproducten;2000 3e kwartaal;87.0;14.5;53.2;-1.4
1270;Steenkool en steenkoolproducten;2000 oktober;30.0;6.8;55.4;4.1
1271;Steenkool en steenkoolproducten;2000 november;26.0;-10.6;55.8;7.3
1272;Steenkool en steenkoolproducten;2000 december;25.0;0.5;55.4;0.5
1273;Steenkool en steenkoolproducten;2000 4e kwartaal;81.0;-1.2;55.5;3.9
1274;Steenkool en steenkoolproducten;2000;329.0;4.4;53.7;0.3
1275;Steenkool en steenkoolproducten;2001 januari;30.0;8.7;59.5;9.1
1276;Steenkool en steenkoolproducten;2001 februari;28.0;5.2;60.7;13.4
1277;Steenkool en steenkoolproducten;2001 maart;34.0;22.6;60.1;10.9
1278;Steenkool en steenkoolproducten;2001 1e kwartaal;92.0;12.2;60.1;11.1
1279;Steenkool en steenkoolproducten;2001 april;32.0;28.5;61.8;18.7
1280;Steenkool en steenkoolproducten;2001 mei;28.0;1.7;59.4;14.5
1281;Steenkool en steenkoolproducten;2001 juni;29.0;13.6;59.5;13.2
1282;Steenkool en steenkoolproducten;2001 2e kwartaal;89.0;14.1;60.2;15.5
1283;Steenkool en steenkoolproducten;2001 juli;30.0;8.3;60.4;15.6
1284;Steenkool en steenkoolproducten;2001 augustus;30.0;-2.3;61.7;14.9
1285;Steenkool en steenkoolproducten;2001 september;28.0;-2.0;60.4;12.1
1286;Steenkool en steenkoolproducten;2001 3e kwartaal;88.0;1.1;60.8;14.2
1287;Steenkool en steenkoolproducten;2001 oktober;28.0;-5.0;60.5;9.2
1288;Steenkool en steenkoolproducten;2001 november;26.0;0.7;60.7;8.8
1289;Steenkool en steenkoolproducten;2001 december;28.0;9.2;60.0;8.2
1290;Steenkool en steenkoolproducten;2001 4e kwartaal;82.0;1.2;60.4;8.8
1291;Steenkool en steenkoolproducten;2001;351.0;6.7;60.4;12.3
1292;Steenkool en steenkoolproducten;2002 januari;32.0;5.2;58.5;-1.8
1293;Steenkool en steenkoolproducten;2002 februari;26.0;-7.6;58.9;-3.0
1294;Steenkool en steenkoolproducten;2002 maart;31.0;-7.2;59.4;-1.1
1295;Steenkool en steenkoolproducten;2002 1e kwartaal;89.0;-3.3;58.9;-2.0
1296;Steenkool en steenkoolproducten;2002 april;30.0;-4.7;55.8;-9.6
1297;Steenkool en steenkoolproducten;2002 mei;26.0;-5.2;56.9;-4.1
1298;Steenkool en steenkoolproducten;2002 juni;25.0;-13.8;58.1;-2.4
1299;Steenkool en steenkoolproducten;2002 2e kwartaal;82.0;-7.9;56.9;-5.4
1300;Steenkool en steenkoolproducten;2002 juli;31.0;5.5;56.3;-6.8
1301;Steenkool en steenkoolproducten;2002 augustus;32.0;5.0;55.7;-9.6
1302;Steenkool en steenkoolproducten;2002 september;27.0;-4.1;55.3;-8.4
1303;Steenkool en steenkoolproducten;2002 3e kwartaal;90.0;2.3;55.8;-8.3
1304;Steenkool en steenkoolproducten;2002 oktober;28.0;-0.8;55.8;-7.9
1305;Steenkool en steenkoolproducten;2002 november;30.0;17.6;56.1;-7.6
1306;Steenkool en steenkoolproducten;2002 december;34.0;20.5;56.5;-5.8
1307;Steenkool en steenkoolproducten;2002 4e kwartaal;92.0;12.2;56.1;-7.1
1308;Steenkool en steenkoolproducten;2002;353.0;0.6;56.9;-5.7
1309;Steenkool en steenkoolproducten;2003 januari;34.0;5.8;56.2;-3.9
1310;Steenkool en steenkoolproducten;2003 februari;31.0;20.1;56.6;-3.9
1311;Steenkool en steenkoolproducten;2003 maart;32.0;3.0;56.6;-4.8
1312;Steenkool en steenkoolproducten;2003 1e kwartaal;97.0;9.0;56.4;-4.2
1313;Steenkool en steenkoolproducten;2003 april;32.0;7.1;55.6;-0.3
1314;Steenkool en steenkoolproducten;2003 mei;31.0;18.2;55.1;-3.2
1315;Steenkool en steenkoolproducten;2003 juni;27.0;8.1;55.3;-4.9
1316;Steenkool en steenkoolproducten;2003 2e kwartaal;91.0;11.0;55.3;-2.8
1317;Steenkool en steenkoolproducten;2003 juli;32.0;0.7;55.3;-1.8
1318;Steenkool en steenkoolproducten;2003 augustus;33.0;4.6;56.4;1.3
1319;Steenkool en steenkoolproducten;2003 september;29.0;8.6;55.5;0.4
1320;Steenkool en steenkoolproducten;2003 3e kwartaal;94.0;4.4;55.7;0.0
1321;Steenkool en steenkoolproducten;2003 oktober;27.0;-5.4;56.6;1.6
1322;Steenkool en steenkoolproducten;2003 november;26.0;-12.9;57.0;1.6
1323;Steenkool en steenkoolproducten;2003 december;29.0;-13.6;57.2;1.2
1324;Steenkool en steenkoolproducten;2003 4e kwartaal;82.0;-10.9;56.9;1.4
1325;Steenkool en steenkoolproducten;2003;364.0;3.1;56.1;-1.4
1326;Steenkool en steenkoolproducten;2004 januari;30.0;-11.2;59.8;6.4
1327;Steenkool en steenkoolproducten;2004 februari;27.0;-12.6;63.2;11.7
1328;Steenkool en steenkoolproducten;2004 maart;30.0;-7.1;63.2;11.7
1329;Steenkool en steenkoolproducten;2004 1e kwartaal;87.0;-10.3;62.1;10.0
1330;Steenkool en steenkoolproducten;2004 april;26.0;-19.8;74.3;33.6
1331;Steenkool en steenkoolproducten;2004 mei;30.0;-4.0;74.7;35.7
1332;Steenkool en steenkoolproducten;2004 juni;29.0;6.0;75.4;36.3
1333;Steenkool en steenkoolproducten;2004 2e kwartaal;85.0;-6.6;74.8;35.2
1334;Steenkool en steenkoolproducten;2004 juli;31.0;-2.5;77.0;39.2
1335;Steenkool en steenkoolproducten;2004 augustus;32.0;-3.7;76.4;35.3
1336;Steenkool en steenkoolproducten;2004 september;31.0;6.9;77.1;38.8
1337;Steenkool en steenkoolproducten;2004 3e kwartaal;94.0;0.0;76.8;37.8
1338;Steenkool en steenkoolproducten;2004 oktober;31.0;14.5;77.1;36.1
1339;Steenkool en steenkoolproducten;2004 november;31.0;18.5;77.9;36.8
1340;Steenkool en steenkoolproducten;2004 december;32.0;11.3;78.0;36.4
1341;Steenkool en steenkoolproducten;2004 4e kwartaal;94.0;14.6;77.7;36.4
1342;Steenkool en steenkoolproducten;2004;360.0;-1.1;72.8;29.8
1343;Steenkool en steenkoolproducten;2005 januari;32.0;8.0;77.2;29.0
1344;Steenkool en steenkoolproducten;2005 februari;29.0;6.8;76.8;21.5
1345;Steenkool en steenkoolproducten;2005 maart;29.0;-4.2;74.5;17.9
1346;Steenkool en steenkoolproducten;2005 1e kwartaal;90.0;3.4;76.2;22.7
1347;Steenkool en steenkoolproducten;2005 april;28.0;8.0;83.9;12.8
1348;Steenkool en steenkoolproducten;2005 mei;28.0;-6.6;75.3;0.7
1349;Steenkool en steenkoolproducten;2005 juni;25.0;-14.2;79.6;5.7
1350;Steenkool en steenkoolproducten;2005 2e kwartaal;81.0;-4.7;79.6;6.4
1351;Steenkool en steenkoolproducten;2005 juli;28.0;-10.4;76.5;-0.6
1352;Steenkool en steenkoolproducten;2005 augustus;29.0;-7.3;76.5;0.2
1353;Steenkool en steenkoolproducten;2005 september;28.0;-11.1;74.2;-3.8
1354;Steenkool en steenkoolproducten;2005 3e kwartaal;85.0;-9.6;75.7;-1.4
1355;Steenkool en steenkoolproducten;2005 oktober;28.0;-8.7;69.4;-10.0
1356;Steenkool en steenkoolproducten;2005 november;26.0;-15.3;69.7;-10.5
1357;Steenkool en steenkoolproducten;2005 december;31.0;-4.8;71.3;-8.6
1358;Steenkool en steenkoolproducten;2005 4e kwartaal;85.0;-9.6;70.1;-9.7
1359;Steenkool en steenkoolproducten;2005;342.0;-5.0;75.4;3.5
1360;Steenkool en steenkoolproducten;2006 januari;31.0;-2.4;73.2;-5.1
1361;Steenkool en steenkoolproducten;2006 februari;26.0;-10.5;76.1;-0.9
1362;Steenkool en steenkoolproducten;2006 maart;28.0;-0.5;85.9;15.2
1363;Steenkool en steenkoolproducten;2006 1e kwartaal;86.0;-4.4;78.4;2.9
1364;Steenkool en steenkoolproducten;2006 april;27.0;-3.0;82.8;-1.3
1365;Steenkool en steenkoolproducten;2006 mei;30.0;5.4;79.4;5.5
1366;Steenkool en steenkoolproducten;2006 juni;26.0;5.3;80.2;0.7
1367;Steenkool en steenkoolproducten;2006 2e kwartaal;83.0;2.5;80.8;1.5
1368;Steenkool en steenkoolproducten;2006 juli;28.0;1.9;79.5;4.0
1369;Steenkool en steenkoolproducten;2006 augustus;28.0;-3.3;79.7;4.2
1370;Steenkool en steenkoolproducten;2006 september;26.0;-5.6;79.9;7.8
1371;Steenkool en steenkoolproducten;2006 3e kwartaal;83.0;-2.4;79.7;5.3
1372;Steenkool en steenkoolproducten;2006 oktober;24.0;-13.6;79.3;14.2
1373;Steenkool en steenkoolproducten;2006 november;22.0;-18.3;81.7;17.2
1374;Steenkool en steenkoolproducten;2006 december;28.0;-7.7;82.5;15.8
1375;Steenkool en steenkoolproducten;2006 4e kwartaal;74.0;-12.9;81.2;15.7
1376;Steenkool en steenkoolproducten;2006;325.0;-5.0;80.0;6.1
1377;Steenkool en steenkoolproducten;2007 januari;33.0;4.0;83.7;14.3
1378;Steenkool en steenkoolproducten;2007 februari;29.0;11.9;83.8;10.2
1379;Steenkool en steenkoolproducten;2007 maart;31.0;9.2;82.2;-4.3
1380;Steenkool en steenkoolproducten;2007 1e kwartaal;93.0;8.1;83.2;6.2
1381;Steenkool en steenkoolproducten;2007 april;24.0;-10.5;84.8;2.4
1382;Steenkool en steenkoolproducten;2007 mei;26.0;-10.6;83.6;5.4
1383;Steenkool en steenkoolproducten;2007 juni;27.0;3.7;86.0;7.2
1384;Steenkool en steenkoolproducten;2007 2e kwartaal;78.0;-6.0;84.8;5.0
1385;Steenkool en steenkoolproducten;2007 juli;30.0;7.8;89.6;12.7
1386;Steenkool en steenkoolproducten;2007 augustus;28.0;-1.3;93.3;17.0
1387;Steenkool en steenkoolproducten;2007 september;33.0;23.3;98.2;22.9
1388;Steenkool en steenkoolproducten;2007 3e kwartaal;91.0;9.6;93.7;17.5
1389;Steenkool en steenkoolproducten;2007 oktober;33.0;38.9;99.0;24.9
1390;Steenkool en steenkoolproducten;2007 november;31.0;41.3;102.4;25.3
1391;Steenkool en steenkoolproducten;2007 december;31.0;9.5;110.9;34.4
1392;Steenkool en steenkoolproducten;2007 4e kwartaal;95.0;28.4;104.1;28.3
1393;Steenkool en steenkoolproducten;2007;357.0;9.8;91.5;14.3
1394;Steenkool en steenkoolproducten;2008 januari;30.0;-6.9;110.2;31.7
1395;Steenkool en steenkoolproducten;2008 februari;28.0;-3.9;115.2;37.4
1396;Steenkool en steenkoolproducten;2008 maart;32.0;4.6;117.1;42.5
1397;Steenkool en steenkoolproducten;2008 1e kwartaal;91.0;-2.2;114.2;37.2
1398;Steenkool en steenkoolproducten;2008 april;30.0;24.8;119.0;40.4
1399;Steenkool en steenkoolproducten;2008 mei;31.0;15.4;125.9;50.6
1400;Steenkool en steenkoolproducten;2008 juni;26.0;-4.0;126.3;46.9
1401;Steenkool en steenkoolproducten;2008 2e kwartaal;87.0;11.5;123.7;45.9
1402;Steenkool en steenkoolproducten;2008 juli;27.0;-10.0;177.9;98.6
1403;Steenkool en steenkoolproducten;2008 augustus;26.0;-8.0;171.3;83.5
1404;Steenkool en steenkoolproducten;2008 september;25.0;-23.7;167.8;70.8
1405;Steenkool en steenkoolproducten;2008 3e kwartaal;78.0;-14.3;172.3;83.9
1406;Steenkool en steenkoolproducten;2008 oktober;28.0;-15.6;129.7;31.0
1407;Steenkool en steenkoolproducten;2008 november;28.0;-9.8;128.5;25.4
1408;Steenkool en steenkoolproducten;2008 december;27.0;-12.2;112.5;1.4
1409;Steenkool en steenkoolproducten;2008 4e kwartaal;83.0;-12.6;123.5;18.7
1410;Steenkool en steenkoolproducten;2008;338.0;-5.3;133.4;45.9
1411;Steenkool en steenkoolproducten;2009 januari;30.0;-2.9;94.5;-14.3
1412;Steenkool en steenkoolproducten;2009 februari;25.0;-11.4;86.4;-25.0
1413;Steenkool en steenkoolproducten;2009 maart;28.0;-12.1;74.7;-36.2
1414;Steenkool en steenkoolproducten;2009 1e kwartaal;83.0;-8.8;85.2;-25.4
1415;Steenkool en steenkoolproducten;2009 april;25.0;-18.1;78.2;-34.3
1416;Steenkool en steenkoolproducten;2009 mei;25.0;-16.8;73.4;-41.7
1417;Steenkool en steenkoolproducten;2009 juni;21.0;-20.6;72.2;-42.8
1418;Steenkool en steenkoolproducten;2009 2e kwartaal;71.0;-18.4;74.6;-39.7
1419;Steenkool en steenkoolproducten;2009 juli;26.0;-3.1;73.9;-58.5
1420;Steenkool en steenkoolproducten;2009 augustus;27.0;2.9;75.4;-56.0
1421;Steenkool en steenkoolproducten;2009 september;26.0;4.4;74.0;-55.9
1422;Steenkool en steenkoolproducten;2009 3e kwartaal;79.0;1.3;74.4;-56.8
1423;Steenkool en steenkoolproducten;2009 oktober;23.0;-17.6;77.3;-40.4
1424;Steenkool en steenkoolproducten;2009 november;28.0;0.8;80.5;-37.3
1425;Steenkool en steenkoolproducten;2009 december;30.0;10.1;79.3;-29.5
1426;Steenkool en steenkoolproducten;2009 4e kwartaal;81.0;-2.4;79.0;-36.0
1427;Steenkool en steenkoolproducten;2009;313.0;-7.4;78.3;-41.3
1428;Steenkool en steenkoolproducten;2010 januari;32.0;8.2;91.0;-3.7
1429;Steenkool en steenkoolproducten;2010 februari;25.0;1.9;80.2;-7.1
1430;Steenkool en steenkoolproducten;2010 maart;28.0;-3.2;81.9;9.7
1431;Steenkool en steenkoolproducten;2010 1e kwartaal;85.0;2.4;84.4;-1.0
1432;Steenkool en steenkoolproducten;2010 april;21.0;-14.4;98.2;25.5
1433;Steenkool en steenkoolproducten;2010 mei;24.0;-7.1;106.0;44.4
1434;Steenkool en steenkoolproducten;2010 juni;24.0;16.4;101.7;40.9
1435;Steenkool en steenkoolproducten;2010 2e kwartaal;69.0;-2.8;102.0;36.7
1436;Steenkool en steenkoolproducten;2010 juli;24.0;-9.2;96.8;31.1
1437;Steenkool en steenkoolproducten;2010 augustus;24.0;-8.1;101.6;34.7
1438;Steenkool en steenkoolproducten;2010 september;28.0;6.1;116.5;57.3
1439;Steenkool en steenkoolproducten;2010 3e kwartaal;76.0;-3.8;105.0;41.0
1440;Steenkool en steenkoolproducten;2010 oktober;30.0;28.0;106.2;37.3
1441;Steenkool en steenkoolproducten;2010 november;29.0;5.9;108.5;34.7
1442;Steenkool en steenkoolproducten;2010 december;29.0;-3.8;111.5;40.6
1443;Steenkool en steenkoolproducten;2010 4e kwartaal;88.0;8.6;108.7;37.5
1444;Steenkool en steenkoolproducten;2010;318.0;1.6;100.0;27.7
1445;Steenkool en steenkoolproducten;2011 januari;26.0;-18.4;112.7;23.8
1446;Steenkool en steenkoolproducten;2011 februari;25.0;-3.6;115.0;43.5
1447;Steenkool en steenkoolproducten;2011 maart;28.0;2.8;112.8;37.7
1448;Steenkool en steenkoolproducten;2011 1e kwartaal;79.0;-7.1;113.5;34.5
1449;Steenkool en steenkoolproducten;2011 april;27.0;24.8;112.4;14.4
1450;Steenkool en steenkoolproducten;2011 mei;27.0;15.8;108.9;2.7
1451;Steenkool en steenkoolproducten;2011 juni;23.0;-4.2;114.3;12.4
1452;Steenkool en steenkoolproducten;2011 2e kwartaal;77.0;11.6;111.9;9.7
1453;Steenkool en steenkoolproducten;2011 juli;23.0;-3.8;124.5;28.5
1454;Steenkool en steenkoolproducten;2011 augustus;22.0;-8.5;120.1;18.2
1455;Steenkool en steenkoolproducten;2011 september;25.0;-10.9;121.4;4.2
1456;Steenkool en steenkoolproducten;2011 3e kwartaal;70.0;-7.9;122.0;16.2
1457;Steenkool en steenkoolproducten;2011 oktober;29.0;-2.2;123.8;16.6
1458;Steenkool en steenkoolproducten;2011 november;28.0;-4.6;119.0;9.7
1459;Steenkool en steenkoolproducten;2011 december;30.0;3.4;123.9;11.1
1460;Steenkool en steenkoolproducten;2011 4e kwartaal;87.0;-1.1;122.2;12.4
1461;Steenkool en steenkoolproducten;2011;313.0;-1.6;117.4;17.4
1462;Steenkool en steenkoolproducten;2012 januari;29.0;11.3;118.1;4.8
1463;Steenkool en steenkoolproducten;2012 februari;31.0;25.3;114.4;-0.5
1464;Steenkool en steenkoolproducten;2012 maart;31.0;10.0;118.3;4.9
1465;Steenkool en steenkoolproducten;2012 1e kwartaal;91.0;15.2;116.9;3.0
1466;Steenkool en steenkoolproducten;2012 april;28.0;5.3;111.3;-0.9
