ID;RegioS;Perioden;PersonenMetEenBetalingsachterstand_1;PersMetBetalingsachterstandRelatief_2
5527;Scherpenzeel;2021;40.0;0.5
5528;Scherpenzeel;2022;40.0;0.5
5529;Scherpenzeel;2023;40.0;0.5
5530;Schiedam;2010;2300.0;3.8
5531;Schiedam;2011;2720.0;4.5
5532;Schiedam;2012;2760.0;4.5
5533;Schiedam;2013;2790.0;4.5
5534;Schiedam;2014;3000.0;4.9
5535;Schiedam;2015;2840.0;4.6
5536;Schiedam;2016;2590.0;4.1
5537;Schiedam;2017;2230.0;3.6
5538;Schiedam;2018;2020.0;3.2
5539;Schiedam;2019;1920.0;3.0
5540;Schiedam;2020;1770.0;2.7
5541;Schiedam;2021;1590.0;2.5
5542;Schiedam;2022;1580.0;2.4
5543;Schiedam;2023;1740.0;2.6
5544;Schiermonnikoog;2010;10.0;1.7
5545;Schiermonnikoog;2011;10.0;1.9
5546;Schiermonnikoog;2012;20.0;2.3
5547;Schiermonnikoog;2013;10.0;1.6
5548;Schiermonnikoog;2014;10.0;1.6
5549;Schiermonnikoog;2015;10.0;1.6
5550;Schiermonnikoog;2016;20.0;1.9
5551;Schiermonnikoog;2017;10.0;1.6
5552;Schiermonnikoog;2018;20.0;2.1
5553;Schiermonnikoog;2019;10.0;0.7
5554;Schiermonnikoog;2020;10.0;1.0
5555;Schiermonnikoog;2021;10.0;1.3
5556;Schiermonnikoog;2022;10.0;1.0
5557;Schiermonnikoog;2023;10.0;0.8
5558;Schijndel;2010;230.0;1.3
5559;Schijndel;2011;230.0;1.3
5560;Schijndel;2012;260.0;1.4
5561;Schijndel;2013;260.0;1.4
5562;Schijndel;2014;290.0;1.6
5563;Schijndel;2015;260.0;1.4
5564;Schijndel;2016;220.0;1.2
5565;Schijndel;2017;;
5566;Schijndel;2018;;
5567;Schijndel;2019;;
5568;Schijndel;2020;;
5569;Schijndel;2021;;
5570;Schijndel;2022;;
5571;Schijndel;2023;;
5572;Schinnen;2010;150.0;1.4
5573;Schinnen;2011;140.0;1.3
5574;Schinnen;2012;160.0;1.5
5575;Schinnen;2013;170.0;1.6
5576;Schinnen;2014;170.0;1.5
5577;Schinnen;2015;140.0;1.3
5578;Schinnen;2016;110.0;1.0
5579;Schinnen;2017;100.0;0.9
5580;Schinnen;2018;120.0;1.1
5581;Schinnen;2019;;
5582;Schinnen;2020;;
5583;Schinnen;2021;;
5584;Schinnen;2022;;
5585;Schinnen;2023;;
5586;Schoonhoven;2010;110.0;1.2
5587;Schoonhoven;2011;130.0;1.4
5588;Schoonhoven;2012;130.0;1.4
5589;Schoonhoven;2013;140.0;1.5
5590;Schoonhoven;2014;160.0;1.7
5591;Schoonhoven;2015;;
5592;Schoonhoven;2016;;
5593;Schoonhoven;2017;;
5594;Schoonhoven;2018;;
5595;Schoonhoven;2019;;
5596;Schoonhoven;2020;;
5597;Schoonhoven;2021;;
5598;Schoonhoven;2022;;
5599;Schoonhoven;2023;;
5600;Schouwen-Duiveland;2010;340.0;1.2
5601;Schouwen-Duiveland;2011;370.0;1.3
5602;Schouwen-Duiveland;2012;370.0;1.3
5603;Schouwen-Duiveland;2013;340.0;1.2
5604;Schouwen-Duiveland;2014;340.0;1.2
5605;Schouwen-Duiveland;2015;270.0;1.0
5606;Schouwen-Duiveland;2016;220.0;0.8
5607;Schouwen-Duiveland;2017;250.0;0.9
5608;Schouwen-Duiveland;2018;230.0;0.8
5609;Schouwen-Duiveland;2019;240.0;0.9
5610;Schouwen-Duiveland;2020;210.0;0.7
5611;Schouwen-Duiveland;2021;180.0;0.6
5612;Schouwen-Duiveland;2022;180.0;0.6
5613;Schouwen-Duiveland;2023;190.0;0.6
5614;Simpelveld;2010;140.0;1.6
5615;Simpelveld;2011;150.0;1.6
5616;Simpelveld;2012;170.0;1.9
5617;Simpelveld;2013;170.0;1.8
5618;Simpelveld;2014;160.0;1.8
5619;Simpelveld;2015;140.0;1.5
5620;Simpelveld;2016;120.0;1.3
5621;Simpelveld;2017;110.0;1.2
5622;Simpelveld;2018;100.0;1.1
5623;Simpelveld;2019;110.0;1.2
5624;Simpelveld;2020;80.0;0.9
5625;Simpelveld;2021;70.0;0.8
5626;Simpelveld;2022;80.0;0.9
5627;Simpelveld;2023;90.0;1.0
5628;Sint Anthonis;2010;40.0;0.4
5629;Sint Anthonis;2011;50.0;0.5
5630;Sint Anthonis;2012;50.0;0.5
5631;Sint Anthonis;2013;50.0;0.6
5632;Sint Anthonis;2014;50.0;0.5
5633;Sint Anthonis;2015;50.0;0.5
5634;Sint Anthonis;2016;40.0;0.4
5635;Sint Anthonis;2017;40.0;0.4
5636;Sint Anthonis;2018;40.0;0.4
5637;Sint Anthonis;2019;40.0;0.4
5638;Sint Anthonis;2020;40.0;0.4
5639;Sint Anthonis;2021;30.0;0.3
5640;Sint Anthonis;2022;;
5641;Sint Anthonis;2023;;
5642;Sint-Michielsgestel;2010;150.0;0.7
5643;Sint-Michielsgestel;2011;170.0;0.8
5644;Sint-Michielsgestel;2012;180.0;0.8
5645;Sint-Michielsgestel;2013;170.0;0.8
5646;Sint-Michielsgestel;2014;200.0;0.9
5647;Sint-Michielsgestel;2015;190.0;0.9
5648;Sint-Michielsgestel;2016;160.0;0.7
5649;Sint-Michielsgestel;2017;130.0;0.6
5650;Sint-Michielsgestel;2018;100.0;0.4
5651;Sint-Michielsgestel;2019;90.0;0.4
5652;Sint-Michielsgestel;2020;100.0;0.4
5653;Sint-Michielsgestel;2021;90.0;0.4
5654;Sint-Michielsgestel;2022;110.0;0.4
5655;Sint-Michielsgestel;2023;120.0;0.5
5656;Sint-Oedenrode;2010;100.0;0.7
5657;Sint-Oedenrode;2011;120.0;0.8
5658;Sint-Oedenrode;2012;140.0;1.0
5659;Sint-Oedenrode;2013;120.0;0.9
5660;Sint-Oedenrode;2014;150.0;1.0
5661;Sint-Oedenrode;2015;130.0;0.9
5662;Sint-Oedenrode;2016;110.0;0.8
5663;Sint-Oedenrode;2017;;
5664;Sint-Oedenrode;2018;;
5665;Sint-Oedenrode;2019;;
5666;Sint-Oedenrode;2020;;
5667;Sint-Oedenrode;2021;;
5668;Sint-Oedenrode;2022;;
5669;Sint-Oedenrode;2023;;
5670;Sittard-Geleen;2010;2260.0;2.9
5671;Sittard-Geleen;2011;2490.0;3.2
5672;Sittard-Geleen;2012;2580.0;3.3
5673;Sittard-Geleen;2013;2460.0;3.2
5674;Sittard-Geleen;2014;2570.0;3.3
5675;Sittard-Geleen;2015;2340.0;3.0
5676;Sittard-Geleen;2016;1910.0;2.4
5677;Sittard-Geleen;2017;1660.0;2.1
5678;Sittard-Geleen;2018;1540.0;2.0
5679;Sittard-Geleen;2019;1460.0;1.9
5680;Sittard-Geleen;2020;1330.0;1.7
5681;Sittard-Geleen;2021;1200.0;1.5
5682;Sittard-Geleen;2022;1190.0;1.5
5683;Sittard-Geleen;2023;1200.0;1.5
5684;Skarsterlân;2010;180.0;0.9
5685;Skarsterlân;2011;230.0;1.1
5686;Skarsterlân;2012;230.0;1.1
5687;Skarsterlân;2013;230.0;1.1
5688;Skarsterlân;2014;;
5689;Skarsterlân;2015;;
5690;Skarsterlân;2016;;
5691;Skarsterlân;2017;;
5692;Skarsterlân;2018;;
5693;Skarsterlân;2019;;
5694;Skarsterlân;2020;;
5695;Skarsterlân;2021;;
5696;Skarsterlân;2022;;
5697;Skarsterlân;2023;;
5698;Sliedrecht;2010;290.0;1.5
5699;Sliedrecht;2011;320.0;1.7
5700;Sliedrecht;2012;290.0;1.5
5701;Sliedrecht;2013;340.0;1.8
5702;Sliedrecht;2014;370.0;1.9
5703;Sliedrecht;2015;350.0;1.8
5704;Sliedrecht;2016;310.0;1.6
5705;Sliedrecht;2017;290.0;1.5
5706;Sliedrecht;2018;240.0;1.2
5707;Sliedrecht;2019;250.0;1.3
5708;Sliedrecht;2020;240.0;1.2
5709;Sliedrecht;2021;220.0;1.1
5710;Sliedrecht;2022;210.0;1.0
5711;Sliedrecht;2023;220.0;1.1
5712;Slochteren;2010;180.0;1.5
5713;Slochteren;2011;180.0;1.5
5714;Slochteren;2012;160.0;1.3
5715;Slochteren;2013;140.0;1.1
5716;Slochteren;2014;150.0;1.2
5717;Slochteren;2015;160.0;1.3
5718;Slochteren;2016;160.0;1.3
5719;Slochteren;2017;120.0;1.0
5720;Slochteren;2018;;
5721;Slochteren;2019;;
5722;Slochteren;2020;;
5723;Slochteren;2021;;
5724;Slochteren;2022;;
5725;Slochteren;2023;;
5726;Sluis;2010;220.0;1.1
5727;Sluis;2011;220.0;1.1
5728;Sluis;2012;240.0;1.2
5729;Sluis;2013;220.0;1.1
5730;Sluis;2014;260.0;1.3
5731;Sluis;2015;200.0;1.0
5732;Sluis;2016;180.0;0.9
5733;Sluis;2017;190.0;1.0
5734;Sluis;2018;160.0;0.8
5735;Sluis;2019;170.0;0.9
5736;Sluis;2020;160.0;0.8
5737;Sluis;2021;160.0;0.8
5738;Sluis;2022;150.0;0.8
5739;Sluis;2023;150.0;0.7
5740;Smallingerland;2010;660.0;1.5
5741;Smallingerland;2011;740.0;1.7
5742;Smallingerland;2012;840.0;1.9
5743;Smallingerland;2013;880.0;2.0
5744;Smallingerland;2014;900.0;2.1
5745;Smallingerland;2015;850.0;2.0
5746;Smallingerland;2016;810.0;1.8
5747;Smallingerland;2017;800.0;1.8
5748;Smallingerland;2018;650.0;1.5
5749;Smallingerland;2019;620.0;1.4
5750;Smallingerland;2020;560.0;1.2
5751;Smallingerland;2021;480.0;1.1
5752;Smallingerland;2022;440.0;1.0
5753;Smallingerland;2023;440.0;1.0
5754;Sneek;2010;460.0;1.8
5755;Sneek;2011;;
5756;Sneek;2012;;
5757;Sneek;2013;;
5758;Sneek;2014;;
5759;Sneek;2015;;
5760;Sneek;2016;;
5761;Sneek;2017;;
5762;Sneek;2018;;
5763;Sneek;2019;;
5764;Sneek;2020;;
5765;Sneek;2021;;
5766;Sneek;2022;;
5767;Sneek;2023;;
5768;Soest;2010;350.0;1.0
5769;Soest;2011;400.0;1.1
5770;Soest;2012;470.0;1.3
5771;Soest;2013;510.0;1.4
5772;Soest;2014;550.0;1.5
5773;Soest;2015;500.0;1.4
5774;Soest;2016;430.0;1.2
5775;Soest;2017;400.0;1.1
5776;Soest;2018;370.0;1.0
5777;Soest;2019;380.0;1.0
5778;Soest;2020;320.0;0.9
5779;Soest;2021;310.0;0.8
5780;Soest;2022;300.0;0.8
5781;Soest;2023;340.0;0.9
5782;Someren;2010;110.0;0.7
5783;Someren;2011;130.0;0.8
5784;Someren;2012;120.0;0.8
5785;Someren;2013;100.0;0.7
5786;Someren;2014;120.0;0.8
5787;Someren;2015;90.0;0.6
5788;Someren;2016;90.0;0.6
5789;Someren;2017;80.0;0.5
5790;Someren;2018;90.0;0.5
5791;Someren;2019;80.0;0.5
5792;Someren;2020;80.0;0.5
5793;Someren;2021;90.0;0.5
5794;Someren;2022;80.0;0.5
5795;Someren;2023;80.0;0.5
5796;Son en Breugel;2010;130.0;1.1
5797;Son en Breugel;2011;140.0;1.2
5798;Son en Breugel;2012;150.0;1.2
5799;Son en Breugel;2013;150.0;1.1
5800;Son en Breugel;2014;170.0;1.3
5801;Son en Breugel;2015;150.0;1.1
5802;Son en Breugel;2016;100.0;0.8
5803;Son en Breugel;2017;100.0;0.8
5804;Son en Breugel;2018;80.0;0.6
5805;Son en Breugel;2019;100.0;0.7
5806;Son en Breugel;2020;80.0;0.6
5807;Son en Breugel;2021;70.0;0.5
5808;Son en Breugel;2022;80.0;0.5
5809;Son en Breugel;2023;90.0;0.6
5810;Spijkenisse;2010;1640.0;2.8
5811;Spijkenisse;2011;1770.0;3.1
5812;Spijkenisse;2012;1820.0;3.1
5813;Spijkenisse;2013;1670.0;2.8
5814;Spijkenisse;2014;1790.0;3.0
5815;Spijkenisse;2015;;
5816;Spijkenisse;2016;;
5817;Spijkenisse;2017;;
5818;Spijkenisse;2018;;
5819;Spijkenisse;2019;;
5820;Spijkenisse;2020;;
5821;Spijkenisse;2021;;
5822;Spijkenisse;2022;;
5823;Spijkenisse;2023;;
5824;Stadskanaal;2010;900.0;3.4
5825;Stadskanaal;2011;840.0;3.2
5826;Stadskanaal;2012;750.0;2.9
5827;Stadskanaal;2013;690.0;2.6
5828;Stadskanaal;2014;710.0;2.7
5829;Stadskanaal;2015;670.0;2.5
5830;Stadskanaal;2016;640.0;2.4
5831;Stadskanaal;2017;590.0;2.2
5832;Stadskanaal;2018;510.0;1.9
5833;Stadskanaal;2019;440.0;1.7
5834;Stadskanaal;2020;390.0;1.5
5835;Stadskanaal;2021;330.0;1.3
5836;Stadskanaal;2022;300.0;1.1
5837;Stadskanaal;2023;330.0;1.2
5838;Staphorst;2010;90.0;0.7
5839;Staphorst;2011;80.0;0.7
5840;Staphorst;2012;90.0;0.8
5841;Staphorst;2013;90.0;0.8
5842;Staphorst;2014;90.0;0.7
5843;Staphorst;2015;80.0;0.7
5844;Staphorst;2016;90.0;0.7
5845;Staphorst;2017;90.0;0.7
5846;Staphorst;2018;80.0;0.7
5847;Staphorst;2019;80.0;0.6
5848;Staphorst;2020;70.0;0.5
5849;Staphorst;2021;50.0;0.4
5850;Staphorst;2022;50.0;0.4
5851;Staphorst;2023;60.0;0.4
5852;Stede Broec;2010;220.0;1.3
5853;Stede Broec;2011;240.0;1.4
5854;Stede Broec;2012;240.0;1.4
5855;Stede Broec;2013;220.0;1.3
5856;Stede Broec;2014;270.0;1.6
5857;Stede Broec;2015;270.0;1.6
5858;Stede Broec;2016;230.0;1.4
5859;Stede Broec;2017;200.0;1.1
5860;Stede Broec;2018;180.0;1.1
5861;Stede Broec;2019;150.0;0.9
5862;Stede Broec;2020;120.0;0.7
5863;Stede Broec;2021;130.0;0.8
5864;Stede Broec;2022;130.0;0.7
5865;Stede Broec;2023;150.0;0.8
5866;Steenbergen;2010;260.0;1.4
5867;Steenbergen;2011;270.0;1.4
5868;Steenbergen;2012;310.0;1.6
5869;Steenbergen;2013;310.0;1.7
5870;Steenbergen;2014;360.0;1.9
5871;Steenbergen;2015;340.0;1.8
5872;Steenbergen;2016;270.0;1.3
5873;Steenbergen;2017;250.0;1.2
5874;Steenbergen;2018;240.0;1.1
5875;Steenbergen;2019;250.0;1.2
5876;Steenbergen;2020;200.0;1.0
5877;Steenbergen;2021;190.0;0.9
5878;Steenbergen;2022;190.0;0.9
5879;Steenbergen;2023;200.0;1.0
5880;Steenwijkerland;2010;480.0;1.4
5881;Steenwijkerland;2011;540.0;1.6
5882;Steenwijkerland;2012;510.0;1.5
5883;Steenwijkerland;2013;470.0;1.4
5884;Steenwijkerland;2014;520.0;1.5
5885;Steenwijkerland;2015;530.0;1.5
5886;Steenwijkerland;2016;500.0;1.4
5887;Steenwijkerland;2017;490.0;1.4
5888;Steenwijkerland;2018;430.0;1.2
5889;Steenwijkerland;2019;390.0;1.1
5890;Steenwijkerland;2020;370.0;1.0
5891;Steenwijkerland;2021;300.0;0.8
5892;Steenwijkerland;2022;280.0;0.8
5893;Steenwijkerland;2023;300.0;0.8
5894;Stein (L.);2010;310.0;1.5
5895;Stein (L.);2011;310.0;1.5
5896;Stein (L.);2012;300.0;1.4
5897;Stein (L.);2013;290.0;1.4
5898;Stein (L.);2014;300.0;1.4
5899;Stein (L.);2015;260.0;1.3
5900;Stein (L.);2016;240.0;1.1
5901;Stein (L.);2017;230.0;1.1
5902;Stein (L.);2018;190.0;0.9
5903;Stein (L.);2019;170.0;0.8
5904;Stein (L.);2020;160.0;0.7
5905;Stein (L.);2021;160.0;0.8
5906;Stein (L.);2022;170.0;0.8
5907;Stein (L.);2023;170.0;0.8
5908;Stichtse Vecht;2010;;
5909;Stichtse Vecht;2011;640.0;1.3
5910;Stichtse Vecht;2012;650.0;1.3
5911;Stichtse Vecht;2013;680.0;1.3
5912;Stichtse Vecht;2014;700.0;1.4
5913;Stichtse Vecht;2015;660.0;1.3
5914;Stichtse Vecht;2016;590.0;1.2
5915;Stichtse Vecht;2017;510.0;1.0
5916;Stichtse Vecht;2018;480.0;0.9
5917;Stichtse Vecht;2019;450.0;0.9
5918;Stichtse Vecht;2020;430.0;0.8
5919;Stichtse Vecht;2021;390.0;0.8
5920;Stichtse Vecht;2022;360.0;0.7
5921;Stichtse Vecht;2023;370.0;0.7
5922;Strijen;2010;70.0;1.0
5923;Strijen;2011;90.0;1.2
5924;Strijen;2012;80.0;1.2
5925;Strijen;2013;50.0;0.8
5926;Strijen;2014;70.0;0.9
5927;Strijen;2015;60.0;0.8
5928;Strijen;2016;50.0;0.7
5929;Strijen;2017;60.0;0.8
5930;Strijen;2018;50.0;0.7
5931;Strijen;2019;;
5932;Strijen;2020;;
5933;Strijen;2021;;
5934;Strijen;2022;;
5935;Strijen;2023;;
5936;Súdwest-Fryslân;2010;;
5937;Súdwest-Fryslân;2011;860.0;1.3
5938;Súdwest-Fryslân;2012;1020.0;1.6
5939;Súdwest-Fryslân;2013;970.0;1.5
5940;Súdwest-Fryslân;2014;1030.0;1.6
5941;Súdwest-Fryslân;2015;1000.0;1.5
5942;Súdwest-Fryslân;2016;890.0;1.3
5943;Súdwest-Fryslân;2017;870.0;1.3
5944;Súdwest-Fryslân;2018;740.0;1.0
5945;Súdwest-Fryslân;2019;730.0;1.0
5946;Súdwest-Fryslân;2020;660.0;0.9
5947;Súdwest-Fryslân;2021;590.0;0.8
5948;Súdwest-Fryslân;2022;560.0;0.8
5949;Súdwest-Fryslân;2023;530.0;0.7
5950;Terneuzen;2010;960.0;2.2
5951;Terneuzen;2011;1050.0;2.4
5952;Terneuzen;2012;1120.0;2.5
5953;Terneuzen;2013;1060.0;2.4
5954;Terneuzen;2014;1080.0;2.4
5955;Terneuzen;2015;840.0;1.9
5956;Terneuzen;2016;720.0;1.6
5957;Terneuzen;2017;630.0;1.4
5958;Terneuzen;2018;600.0;1.3
5959;Terneuzen;2019;570.0;1.3
5960;Terneuzen;2020;540.0;1.2
5961;Terneuzen;2021;520.0;1.1
5962;Terneuzen;2022;510.0;1.1
5963;Terneuzen;2023;520.0;1.1
5964;Terschelling;2010;20.0;0.5
5965;Terschelling;2011;20.0;0.5
5966;Terschelling;2012;30.0;0.7
5967;Terschelling;2013;30.0;0.7
5968;Terschelling;2014;30.0;0.7
5969;Terschelling;2015;30.0;0.8
5970;Terschelling;2016;30.0;0.7
5971;Terschelling;2017;20.0;0.6
5972;Terschelling;2018;20.0;0.6
5973;Terschelling;2019;30.0;0.7
5974;Terschelling;2020;30.0;0.8
5975;Terschelling;2021;20.0;0.5
5976;Terschelling;2022;20.0;0.4
5977;Terschelling;2023;20.0;0.4
5978;Texel;2010;80.0;0.8
5979;Texel;2011;80.0;0.7
5980;Texel;2012;70.0;0.7
5981;Texel;2013;70.0;0.6
5982;Texel;2014;80.0;0.8
5983;Texel;2015;80.0;0.8
5984;Texel;2016;80.0;0.7
5985;Texel;2017;70.0;0.6
5986;Texel;2018;70.0;0.6
5987;Texel;2019;50.0;0.4
5988;Texel;2020;60.0;0.5
5989;Texel;2021;50.0;0.4
5990;Texel;2022;40.0;0.3
5991;Texel;2023;50.0;0.5
5992;Teylingen;2010;220.0;0.8
5993;Teylingen;2011;250.0;0.9
5994;Teylingen;2012;250.0;0.9
5995;Teylingen;2013;250.0;0.9
5996;Teylingen;2014;250.0;0.9
5997;Teylingen;2015;250.0;0.9
5998;Teylingen;2016;220.0;0.8
5999;Teylingen;2017;220.0;0.7
6000;Teylingen;2018;220.0;0.7
6001;Teylingen;2019;190.0;0.6
6002;Teylingen;2020;180.0;0.6
6003;Teylingen;2021;170.0;0.5
6004;Teylingen;2022;160.0;0.5
6005;Teylingen;2023;180.0;0.6
6006;Tholen;2010;260.0;1.3
6007;Tholen;2011;260.0;1.3
6008;Tholen;2012;280.0;1.4
6009;Tholen;2013;260.0;1.4
6010;Tholen;2014;280.0;1.5
6011;Tholen;2015;280.0;1.4
6012;Tholen;2016;260.0;1.3
6013;Tholen;2017;250.0;1.3
6014;Tholen;2018;220.0;1.1
6015;Tholen;2019;210.0;1.1
6016;Tholen;2020;170.0;0.8
6017;Tholen;2021;160.0;0.8
6018;Tholen;2022;150.0;0.7
6019;Tholen;2023;130.0;0.6
6020;Tiel;2010;890.0;2.8
6021;Tiel;2011;940.0;2.9
6022;Tiel;2012;970.0;3.0
6023;Tiel;2013;880.0;2.7
6024;Tiel;2014;870.0;2.7
6025;Tiel;2015;890.0;2.7
6026;Tiel;2016;870.0;2.7
6027;Tiel;2017;750.0;2.3
6028;Tiel;2018;640.0;1.9
6029;Tiel;2019;560.0;1.6
6030;Tiel;2020;510.0;1.5
6031;Tiel;2021;480.0;1.4
6032;Tiel;2022;470.0;1.4
6033;Tiel;2023;480.0;1.4
6034;Tilburg;2010;4050.0;2.4
6035;Tilburg;2011;4710.0;2.8
6036;Tilburg;2012;5030.0;3.0
6037;Tilburg;2013;5230.0;3.1
6038;Tilburg;2014;5530.0;3.2
6039;Tilburg;2015;5110.0;3.0
6040;Tilburg;2016;4050.0;2.3
6041;Tilburg;2017;3700.0;2.1
6042;Tilburg;2018;3130.0;1.8
6043;Tilburg;2019;2880.0;1.6
6044;Tilburg;2020;2550.0;1.4
6045;Tilburg;2021;2470.0;1.3
6046;Tilburg;2022;2510.0;1.3
6047;Tilburg;2023;2720.0;1.4
6048;Tubbergen;2010;90.0;0.6
6049;Tubbergen;2011;90.0;0.6
6050;Tubbergen;2012;90.0;0.6
6051;Tubbergen;2013;80.0;0.5
6052;Tubbergen;2014;80.0;0.5
6053;Tubbergen;2015;80.0;0.5
6054;Tubbergen;2016;90.0;0.6
6055;Tubbergen;2017;90.0;0.6
6056;Tubbergen;2018;80.0;0.5
6057;Tubbergen;2019;80.0;0.5
6058;Tubbergen;2020;70.0;0.4
6059;Tubbergen;2021;60.0;0.3
6060;Tubbergen;2022;60.0;0.3
6061;Tubbergen;2023;60.0;0.3
6062;Twenterand;2010;350.0;1.4
6063;Twenterand;2011;360.0;1.4
6064;Twenterand;2012;360.0;1.4
6065;Twenterand;2013;300.0;1.2
6066;Twenterand;2014;330.0;1.3
6067;Twenterand;2015;330.0;1.3
6068;Twenterand;2016;310.0;1.2
6069;Twenterand;2017;290.0;1.1
6070;Twenterand;2018;250.0;1.0
6071;Twenterand;2019;230.0;0.9
6072;Twenterand;2020;200.0;0.8
6073;Twenterand;2021;180.0;0.7
6074;Twenterand;2022;190.0;0.7
6075;Twenterand;2023;200.0;0.8
6076;Tynaarlo;2010;240.0;0.9
6077;Tynaarlo;2011;240.0;0.9
6078;Tynaarlo;2012;260.0;1.0
6079;Tynaarlo;2013;230.0;0.9
6080;Tynaarlo;2014;250.0;1.0
6081;Tynaarlo;2015;240.0;0.9
6082;Tynaarlo;2016;220.0;0.8
6083;Tynaarlo;2017;230.0;0.9
6084;Tynaarlo;2018;200.0;0.8
6085;Tynaarlo;2019;200.0;0.7
6086;Tynaarlo;2020;160.0;0.6
6087;Tynaarlo;2021;130.0;0.5
6088;Tynaarlo;2022;130.0;0.5
6089;Tynaarlo;2023;120.0;0.4
6090;Tytsjerksteradiel;2010;210.0;0.8
6091;Tytsjerksteradiel;2011;240.0;1.0
6092;Tytsjerksteradiel;2012;270.0;1.1
6093;Tytsjerksteradiel;2013;270.0;1.1
6094;Tytsjerksteradiel;2014;290.0;1.2
6095;Tytsjerksteradiel;2015;300.0;1.2
6096;Tytsjerksteradiel;2016;250.0;1.0
6097;Tytsjerksteradiel;2017;250.0;1.0
6098;Tytsjerksteradiel;2018;230.0;0.9
6099;Tytsjerksteradiel;2019;200.0;0.8
6100;Tytsjerksteradiel;2020;170.0;0.7
6101;Tytsjerksteradiel;2021;150.0;0.6
6102;Tytsjerksteradiel;2022;150.0;0.6
6103;Tytsjerksteradiel;2023;150.0;0.6
6104;Ubbergen;2010;70.0;0.9
6105;Ubbergen;2011;80.0;1.0
6106;Ubbergen;2012;80.0;1.0
6107;Ubbergen;2013;60.0;0.8
6108;Ubbergen;2014;70.0;0.9
6109;Ubbergen;2015;;
6110;Ubbergen;2016;;
6111;Ubbergen;2017;;
6112;Ubbergen;2018;;
6113;Ubbergen;2019;;
6114;Ubbergen;2020;;
6115;Ubbergen;2021;;
6116;Ubbergen;2022;;
6117;Ubbergen;2023;;
6118;Uden;2010;490.0;1.5
6119;Uden;2011;500.0;1.6
6120;Uden;2012;540.0;1.7
6121;Uden;2013;530.0;1.6
6122;Uden;2014;540.0;1.6
6123;Uden;2015;490.0;1.5
6124;Uden;2016;420.0;1.3
6125;Uden;2017;360.0;1.1
6126;Uden;2018;360.0;1.1
6127;Uden;2019;320.0;0.9
6128;Uden;2020;290.0;0.8
6129;Uden;2021;280.0;0.8
6130;Uden;2022;;
6131;Uden;2023;;
6132;Uitgeest;2010;70.0;0.8
6133;Uitgeest;2011;90.0;1.0
6134;Uitgeest;2012;80.0;0.8
6135;Uitgeest;2013;70.0;0.7
6136;Uitgeest;2014;90.0;0.8
6137;Uitgeest;2015;100.0;0.9
6138;Uitgeest;2016;80.0;0.8
6139;Uitgeest;2017;80.0;0.8
6140;Uitgeest;2018;70.0;0.7
6141;Uitgeest;2019;70.0;0.6
6142;Uitgeest;2020;60.0;0.5
6143;Uitgeest;2021;60.0;0.6
6144;Uitgeest;2022;60.0;0.5
6145;Uitgeest;2023;60.0;0.5
6146;Uithoorn;2010;280.0;1.3
6147;Uithoorn;2011;320.0;1.5
6148;Uithoorn;2012;320.0;1.5
6149;Uithoorn;2013;320.0;1.4
6150;Uithoorn;2014;340.0;1.5
6151;Uithoorn;2015;360.0;1.6
6152;Uithoorn;2016;320.0;1.4
6153;Uithoorn;2017;330.0;1.4
6154;Uithoorn;2018;290.0;1.2
6155;Uithoorn;2019;240.0;1.0
6156;Uithoorn;2020;240.0;1.0
6157;Uithoorn;2021;270.0;1.1
6158;Uithoorn;2022;270.0;1.1
6159;Uithoorn;2023;270.0;1.1
6160;Urk;2010;120.0;1.0
6161;Urk;2011;130.0;1.1
6162;Urk;2012;110.0;0.9
6163;Urk;2013;90.0;0.7
6164;Urk;2014;110.0;0.9
6165;Urk;2015;100.0;0.8
6166;Urk;2016;80.0;0.6
6167;Urk;2017;80.0;0.6
6168;Urk;2018;80.0;0.6
6169;Urk;2019;70.0;0.5
6170;Urk;2020;70.0;0.5
6171;Urk;2021;50.0;0.4
6172;Urk;2022;50.0;0.3
6173;Urk;2023;60.0;0.4
6174;Utrecht (gemeente);2010;3730.0;1.5
6175;Utrecht (gemeente);2011;4820.0;1.9
6176;Utrecht (gemeente);2012;5080.0;2.0
6177;Utrecht (gemeente);2013;5480.0;2.1
6178;Utrecht (gemeente);2014;5830.0;2.2
6179;Utrecht (gemeente);2015;5670.0;2.1
6180;Utrecht (gemeente);2016;4960.0;1.8
6181;Utrecht (gemeente);2017;4390.0;1.6
6182;Utrecht (gemeente);2018;3950.0;1.4
6183;Utrecht (gemeente);2019;3530.0;1.2
6184;Utrecht (gemeente);2020;3240.0;1.1
6185;Utrecht (gemeente);2021;2990.0;1.0
6186;Utrecht (gemeente);2022;2870.0;1.0
6187;Utrecht (gemeente);2023;3030.0;1.0
6188;Utrechtse Heuvelrug;2010;340.0;0.9
6189;Utrechtse Heuvelrug;2011;380.0;1.0
6190;Utrechtse Heuvelrug;2012;370.0;1.0
6191;Utrechtse Heuvelrug;2013;400.0;1.0
6192;Utrechtse Heuvelrug;2014;410.0;1.1
6193;Utrechtse Heuvelrug;2015;430.0;1.1
6194;Utrechtse Heuvelrug;2016;430.0;1.1
6195;Utrechtse Heuvelrug;2017;360.0;0.9
6196;Utrechtse Heuvelrug;2018;340.0;0.9
6197;Utrechtse Heuvelrug;2019;290.0;0.7
6198;Utrechtse Heuvelrug;2020;250.0;0.6
