ID;RegioS;Perioden;PersonenMetEenBetalingsachterstand_1;PersMetBetalingsachterstandRelatief_2
1569;Bodegraven-Reeuwijk;2011;280.0;1.1
1570;Bodegraven-Reeuwijk;2012;270.0;1.0
1571;Bodegraven-Reeuwijk;2013;250.0;1.0
1572;Bodegraven-Reeuwijk;2014;280.0;1.1
1573;Bodegraven-Reeuwijk;2015;290.0;1.1
1574;Bodegraven-Reeuwijk;2016;260.0;1.0
1575;Bodegraven-Reeuwijk;2017;270.0;1.0
1576;Bodegraven-Reeuwijk;2018;230.0;0.9
1577;Bodegraven-Reeuwijk;2019;210.0;0.8
1578;Bodegraven-Reeuwijk;2020;230.0;0.8
1579;Bodegraven-Reeuwijk;2021;210.0;0.7
1580;Bodegraven-Reeuwijk;2022;220.0;0.8
1581;Bodegraven-Reeuwijk;2023;230.0;0.8
1582;Boekel;2010;50.0;0.7
1583;Boekel;2011;70.0;0.9
1584;Boekel;2012;70.0;0.9
1585;Boekel;2013;60.0;0.8
1586;Boekel;2014;70.0;0.9
1587;Boekel;2015;70.0;0.9
1588;Boekel;2016;50.0;0.7
1589;Boekel;2017;60.0;0.7
1590;Boekel;2018;60.0;0.7
1591;Boekel;2019;60.0;0.7
1592;Boekel;2020;50.0;0.6
1593;Boekel;2021;60.0;0.6
1594;Boekel;2022;40.0;0.5
1595;Boekel;2023;60.0;0.6
1596;Ten Boer;2010;60.0;1.0
1597;Ten Boer;2011;40.0;0.7
1598;Ten Boer;2012;30.0;0.6
1599;Ten Boer;2013;40.0;0.7
1600;Ten Boer;2014;50.0;0.9
1601;Ten Boer;2015;40.0;0.7
1602;Ten Boer;2016;40.0;0.8
1603;Ten Boer;2017;40.0;0.7
1604;Ten Boer;2018;40.0;0.6
1605;Ten Boer;2019;;
1606;Ten Boer;2020;;
1607;Ten Boer;2021;;
1608;Ten Boer;2022;;
1609;Ten Boer;2023;;
1610;Bolsward;2010;80.0;1.1
1611;Bolsward;2011;;
1612;Bolsward;2012;;
1613;Bolsward;2013;;
1614;Bolsward;2014;;
1615;Bolsward;2015;;
1616;Bolsward;2016;;
1617;Bolsward;2017;;
1618;Bolsward;2018;;
1619;Bolsward;2019;;
1620;Bolsward;2020;;
1621;Bolsward;2021;;
1622;Bolsward;2022;;
1623;Bolsward;2023;;
1624;Borger-Odoorn;2010;360.0;1.8
1625;Borger-Odoorn;2011;380.0;1.8
1626;Borger-Odoorn;2012;390.0;1.9
1627;Borger-Odoorn;2013;370.0;1.8
1628;Borger-Odoorn;2014;370.0;1.8
1629;Borger-Odoorn;2015;350.0;1.7
1630;Borger-Odoorn;2016;300.0;1.5
1631;Borger-Odoorn;2017;260.0;1.3
1632;Borger-Odoorn;2018;230.0;1.1
1633;Borger-Odoorn;2019;220.0;1.0
1634;Borger-Odoorn;2020;210.0;1.0
1635;Borger-Odoorn;2021;180.0;0.8
1636;Borger-Odoorn;2022;150.0;0.7
1637;Borger-Odoorn;2023;170.0;0.8
1638;Borne;2010;180.0;1.1
1639;Borne;2011;170.0;1.0
1640;Borne;2012;170.0;1.0
1641;Borne;2013;150.0;0.9
1642;Borne;2014;160.0;0.9
1643;Borne;2015;160.0;0.9
1644;Borne;2016;150.0;0.9
1645;Borne;2017;160.0;0.9
1646;Borne;2018;140.0;0.8
1647;Borne;2019;110.0;0.6
1648;Borne;2020;110.0;0.6
1649;Borne;2021;90.0;0.5
1650;Borne;2022;90.0;0.5
1651;Borne;2023;110.0;0.5
1652;Borsele;2010;150.0;0.8
1653;Borsele;2011;170.0;1.0
1654;Borsele;2012;170.0;1.0
1655;Borsele;2013;170.0;1.0
1656;Borsele;2014;190.0;1.1
1657;Borsele;2015;170.0;1.0
1658;Borsele;2016;130.0;0.7
1659;Borsele;2017;140.0;0.8
1660;Borsele;2018;140.0;0.8
1661;Borsele;2019;140.0;0.8
1662;Borsele;2020;130.0;0.7
1663;Borsele;2021;120.0;0.7
1664;Borsele;2022;110.0;0.6
1665;Borsele;2023;130.0;0.7
1666;Boskoop;2010;120.0;1.0
1667;Boskoop;2011;100.0;0.9
1668;Boskoop;2012;120.0;1.0
1669;Boskoop;2013;120.0;1.0
1670;Boskoop;2014;;
1671;Boskoop;2015;;
1672;Boskoop;2016;;
1673;Boskoop;2017;;
1674;Boskoop;2018;;
1675;Boskoop;2019;;
1676;Boskoop;2020;;
1677;Boskoop;2021;;
1678;Boskoop;2022;;
1679;Boskoop;2023;;
1680;Boxmeer;2010;210.0;0.9
1681;Boxmeer;2011;230.0;1.0
1682;Boxmeer;2012;220.0;1.0
1683;Boxmeer;2013;240.0;1.1
1684;Boxmeer;2014;250.0;1.1
1685;Boxmeer;2015;220.0;1.0
1686;Boxmeer;2016;190.0;0.8
1687;Boxmeer;2017;220.0;0.9
1688;Boxmeer;2018;180.0;0.8
1689;Boxmeer;2019;160.0;0.7
1690;Boxmeer;2020;150.0;0.6
1691;Boxmeer;2021;150.0;0.6
1692;Boxmeer;2022;;
1693;Boxmeer;2023;;
1694;Boxtel;2010;300.0;1.3
1695;Boxtel;2011;360.0;1.5
1696;Boxtel;2012;360.0;1.5
1697;Boxtel;2013;350.0;1.5
1698;Boxtel;2014;390.0;1.6
1699;Boxtel;2015;350.0;1.4
1700;Boxtel;2016;320.0;1.3
1701;Boxtel;2017;280.0;1.2
1702;Boxtel;2018;280.0;1.1
1703;Boxtel;2019;240.0;1.0
1704;Boxtel;2020;230.0;0.9
1705;Boxtel;2021;220.0;0.8
1706;Boxtel;2022;230.0;0.8
1707;Boxtel;2023;240.0;0.9
1708;Breda;2010;2630.0;1.9
1709;Breda;2011;3100.0;2.2
1710;Breda;2012;3300.0;2.3
1711;Breda;2013;3180.0;2.2
1712;Breda;2014;3570.0;2.5
1713;Breda;2015;2960.0;2.0
1714;Breda;2016;2580.0;1.8
1715;Breda;2017;2460.0;1.7
1716;Breda;2018;2160.0;1.5
1717;Breda;2019;2000.0;1.3
1718;Breda;2020;1750.0;1.2
1719;Breda;2021;1730.0;1.1
1720;Breda;2022;1780.0;1.2
1721;Breda;2023;1820.0;1.2
1722;Breukelen;2010;100.0;0.9
1723;Breukelen;2011;;
1724;Breukelen;2012;;
1725;Breukelen;2013;;
1726;Breukelen;2014;;
1727;Breukelen;2015;;
1728;Breukelen;2016;;
1729;Breukelen;2017;;
1730;Breukelen;2018;;
1731;Breukelen;2019;;
1732;Breukelen;2020;;
1733;Breukelen;2021;;
1734;Breukelen;2022;;
1735;Breukelen;2023;;
1736;Brielle;2010;150.0;1.2
1737;Brielle;2011;160.0;1.2
1738;Brielle;2012;150.0;1.1
1739;Brielle;2013;160.0;1.2
1740;Brielle;2014;150.0;1.1
1741;Brielle;2015;140.0;1.1
1742;Brielle;2016;130.0;0.9
1743;Brielle;2017;120.0;0.9
1744;Brielle;2018;120.0;0.9
1745;Brielle;2019;140.0;1.0
1746;Brielle;2020;130.0;0.9
1747;Brielle;2021;140.0;1.0
1748;Brielle;2022;150.0;1.0
1749;Brielle;2023;;
1750;Bronckhorst;2010;230.0;0.8
1751;Bronckhorst;2011;250.0;0.8
1752;Bronckhorst;2012;220.0;0.7
1753;Bronckhorst;2013;200.0;0.7
1754;Bronckhorst;2014;210.0;0.7
1755;Bronckhorst;2015;220.0;0.7
1756;Bronckhorst;2016;180.0;0.6
1757;Bronckhorst;2017;170.0;0.6
1758;Bronckhorst;2018;170.0;0.6
1759;Bronckhorst;2019;130.0;0.4
1760;Bronckhorst;2020;100.0;0.3
1761;Bronckhorst;2021;120.0;0.4
1762;Bronckhorst;2022;120.0;0.4
1763;Bronckhorst;2023;110.0;0.4
1764;Brummen;2010;190.0;1.1
1765;Brummen;2011;240.0;1.4
1766;Brummen;2012;260.0;1.5
1767;Brummen;2013;280.0;1.7
1768;Brummen;2014;260.0;1.5
1769;Brummen;2015;260.0;1.5
1770;Brummen;2016;220.0;1.3
1771;Brummen;2017;210.0;1.2
1772;Brummen;2018;190.0;1.1
1773;Brummen;2019;170.0;1.0
1774;Brummen;2020;150.0;0.8
1775;Brummen;2021;130.0;0.8
1776;Brummen;2022;140.0;0.8
1777;Brummen;2023;130.0;0.7
1778;Brunssum;2010;640.0;2.6
1779;Brunssum;2011;690.0;2.9
1780;Brunssum;2012;760.0;3.2
1781;Brunssum;2013;710.0;2.9
1782;Brunssum;2014;700.0;3.0
1783;Brunssum;2015;590.0;2.5
1784;Brunssum;2016;470.0;2.0
1785;Brunssum;2017;410.0;1.7
1786;Brunssum;2018;370.0;1.6
1787;Brunssum;2019;340.0;1.5
1788;Brunssum;2020;330.0;1.4
1789;Brunssum;2021;260.0;1.1
1790;Brunssum;2022;320.0;1.4
1791;Brunssum;2023;290.0;1.2
1792;Bunnik;2010;50.0;0.5
1793;Bunnik;2011;60.0;0.5
1794;Bunnik;2012;70.0;0.6
1795;Bunnik;2013;70.0;0.6
1796;Bunnik;2014;70.0;0.6
1797;Bunnik;2015;70.0;0.6
1798;Bunnik;2016;60.0;0.5
1799;Bunnik;2017;60.0;0.5
1800;Bunnik;2018;50.0;0.4
1801;Bunnik;2019;40.0;0.4
1802;Bunnik;2020;50.0;0.4
1803;Bunnik;2021;40.0;0.3
1804;Bunnik;2022;40.0;0.3
1805;Bunnik;2023;40.0;0.3
1806;Bunschoten;2010;90.0;0.6
1807;Bunschoten;2011;130.0;0.9
1808;Bunschoten;2012;140.0;0.9
1809;Bunschoten;2013;160.0;1.0
1810;Bunschoten;2014;170.0;1.1
1811;Bunschoten;2015;170.0;1.1
1812;Bunschoten;2016;140.0;0.9
1813;Bunschoten;2017;120.0;0.8
1814;Bunschoten;2018;110.0;0.6
1815;Bunschoten;2019;130.0;0.8
1816;Bunschoten;2020;130.0;0.8
1817;Bunschoten;2021;120.0;0.7
1818;Bunschoten;2022;130.0;0.8
1819;Bunschoten;2023;150.0;0.8
1820;Buren;2010;260.0;1.3
1821;Buren;2011;260.0;1.3
1822;Buren;2012;270.0;1.3
1823;Buren;2013;250.0;1.2
1824;Buren;2014;270.0;1.3
1825;Buren;2015;280.0;1.4
1826;Buren;2016;290.0;1.4
1827;Buren;2017;240.0;1.1
1828;Buren;2018;230.0;1.1
1829;Buren;2019;180.0;0.8
1830;Buren;2020;190.0;0.9
1831;Buren;2021;150.0;0.7
1832;Buren;2022;140.0;0.6
1833;Buren;2023;160.0;0.7
1834;Bussum;2010;280.0;1.1
1835;Bussum;2011;310.0;1.2
1836;Bussum;2012;350.0;1.4
1837;Bussum;2013;360.0;1.4
1838;Bussum;2014;420.0;1.6
1839;Bussum;2015;410.0;1.6
1840;Bussum;2016;;
1841;Bussum;2017;;
1842;Bussum;2018;;
1843;Bussum;2019;;
1844;Bussum;2020;;
1845;Bussum;2021;;
1846;Bussum;2022;;
1847;Bussum;2023;;
1848;Capelle aan den IJssel;2010;1750.0;3.3
1849;Capelle aan den IJssel;2011;1890.0;3.6
1850;Capelle aan den IJssel;2012;1900.0;3.6
1851;Capelle aan den IJssel;2013;1900.0;3.6
1852;Capelle aan den IJssel;2014;2060.0;3.9
1853;Capelle aan den IJssel;2015;1890.0;3.6
1854;Capelle aan den IJssel;2016;1640.0;3.1
1855;Capelle aan den IJssel;2017;1540.0;2.9
1856;Capelle aan den IJssel;2018;1310.0;2.4
1857;Capelle aan den IJssel;2019;1210.0;2.2
1858;Capelle aan den IJssel;2020;1070.0;2.0
1859;Capelle aan den IJssel;2021;1040.0;1.9
1860;Capelle aan den IJssel;2022;1030.0;1.9
1861;Capelle aan den IJssel;2023;1080.0;2.0
1862;Castricum;2010;160.0;0.6
1863;Castricum;2011;180.0;0.6
1864;Castricum;2012;150.0;0.6
1865;Castricum;2013;150.0;0.5
1866;Castricum;2014;190.0;0.7
1867;Castricum;2015;170.0;0.6
1868;Castricum;2016;160.0;0.6
1869;Castricum;2017;160.0;0.5
1870;Castricum;2018;150.0;0.5
1871;Castricum;2019;130.0;0.5
1872;Castricum;2020;130.0;0.4
1873;Castricum;2021;110.0;0.4
1874;Castricum;2022;100.0;0.3
1875;Castricum;2023;120.0;0.4
1876;Coevorden;2010;470.0;1.6
1877;Coevorden;2011;530.0;1.8
1878;Coevorden;2012;490.0;1.7
1879;Coevorden;2013;520.0;1.8
1880;Coevorden;2014;510.0;1.8
1881;Coevorden;2015;470.0;1.6
1882;Coevorden;2016;440.0;1.5
1883;Coevorden;2017;410.0;1.4
1884;Coevorden;2018;340.0;1.2
1885;Coevorden;2019;290.0;1.0
1886;Coevorden;2020;240.0;0.8
1887;Coevorden;2021;250.0;0.8
1888;Coevorden;2022;240.0;0.8
1889;Coevorden;2023;240.0;0.8
1890;Cranendonck;2010;180.0;1.1
1891;Cranendonck;2011;210.0;1.3
1892;Cranendonck;2012;220.0;1.3
1893;Cranendonck;2013;200.0;1.2
1894;Cranendonck;2014;190.0;1.2
1895;Cranendonck;2015;170.0;1.0
1896;Cranendonck;2016;150.0;0.9
1897;Cranendonck;2017;140.0;0.8
1898;Cranendonck;2018;140.0;0.8
1899;Cranendonck;2019;130.0;0.7
1900;Cranendonck;2020;130.0;0.7
1901;Cranendonck;2021;110.0;0.6
1902;Cranendonck;2022;100.0;0.6
1903;Cranendonck;2023;100.0;0.6
1904;Cromstrijen;2010;70.0;0.7
1905;Cromstrijen;2011;70.0;0.7
1906;Cromstrijen;2012;80.0;0.8
1907;Cromstrijen;2013;80.0;0.8
1908;Cromstrijen;2014;90.0;0.9
1909;Cromstrijen;2015;80.0;0.8
1910;Cromstrijen;2016;80.0;0.7
1911;Cromstrijen;2017;80.0;0.7
1912;Cromstrijen;2018;80.0;0.8
1913;Cromstrijen;2019;;
1914;Cromstrijen;2020;;
1915;Cromstrijen;2021;;
1916;Cromstrijen;2022;;
1917;Cromstrijen;2023;;
1918;Cuijk;2010;340.0;1.8
1919;Cuijk;2011;320.0;1.6
1920;Cuijk;2012;320.0;1.6
1921;Cuijk;2013;310.0;1.6
1922;Cuijk;2014;360.0;1.8
1923;Cuijk;2015;310.0;1.6
1924;Cuijk;2016;280.0;1.4
1925;Cuijk;2017;270.0;1.3
1926;Cuijk;2018;250.0;1.2
1927;Cuijk;2019;220.0;1.1
1928;Cuijk;2020;210.0;1.0
1929;Cuijk;2021;180.0;0.9
1930;Cuijk;2022;;
1931;Cuijk;2023;;
1932;Culemborg;2010;440.0;2.1
1933;Culemborg;2011;440.0;2.1
1934;Culemborg;2012;450.0;2.1
1935;Culemborg;2013;420.0;2.0
1936;Culemborg;2014;430.0;2.0
1937;Culemborg;2015;410.0;1.9
1938;Culemborg;2016;380.0;1.7
1939;Culemborg;2017;330.0;1.5
1940;Culemborg;2018;310.0;1.4
1941;Culemborg;2019;300.0;1.3
1942;Culemborg;2020;280.0;1.2
1943;Culemborg;2021;240.0;1.0
1944;Culemborg;2022;230.0;1.0
1945;Culemborg;2023;250.0;1.0
1946;Dalfsen;2010;120.0;0.6
1947;Dalfsen;2011;150.0;0.7
1948;Dalfsen;2012;140.0;0.7
1949;Dalfsen;2013;130.0;0.6
1950;Dalfsen;2014;130.0;0.6
1951;Dalfsen;2015;130.0;0.6
1952;Dalfsen;2016;130.0;0.6
1953;Dalfsen;2017;130.0;0.6
1954;Dalfsen;2018;110.0;0.5
1955;Dalfsen;2019;100.0;0.4
1956;Dalfsen;2020;80.0;0.3
1957;Dalfsen;2021;70.0;0.3
1958;Dalfsen;2022;90.0;0.4
1959;Dalfsen;2023;90.0;0.4
1960;Dantumadiel;2010;170.0;1.1
1961;Dantumadiel;2011;180.0;1.2
1962;Dantumadiel;2012;210.0;1.4
1963;Dantumadiel;2013;190.0;1.3
1964;Dantumadiel;2014;200.0;1.3
1965;Dantumadiel;2015;180.0;1.2
1966;Dantumadiel;2016;160.0;1.1
1967;Dantumadiel;2017;160.0;1.0
1968;Dantumadiel;2018;130.0;0.9
1969;Dantumadiel;2019;130.0;0.8
1970;Dantumadiel;2020;120.0;0.8
1971;Dantumadiel;2021;110.0;0.7
1972;Dantumadiel;2022;100.0;0.7
1973;Dantumadiel;2023;120.0;0.8
1974;Delft;2010;1540.0;1.9
1975;Delft;2011;1780.0;2.1
1976;Delft;2012;1820.0;2.2
1977;Delft;2013;1940.0;2.3
1978;Delft;2014;2110.0;2.5
1979;Delft;2015;1980.0;2.3
1980;Delft;2016;1770.0;2.1
1981;Delft;2017;1510.0;1.7
1982;Delft;2018;1400.0;1.6
1983;Delft;2019;1320.0;1.5
1984;Delft;2020;1210.0;1.4
1985;Delft;2021;1090.0;1.2
1986;Delft;2022;1120.0;1.2
1987;Delft;2023;1160.0;1.2
1988;Delfzijl;2010;560.0;2.6
1989;Delfzijl;2011;500.0;2.3
1990;Delfzijl;2012;460.0;2.2
1991;Delfzijl;2013;500.0;2.4
1992;Delfzijl;2014;590.0;2.8
1993;Delfzijl;2015;560.0;2.7
1994;Delfzijl;2016;530.0;2.6
1995;Delfzijl;2017;540.0;2.6
1996;Delfzijl;2018;470.0;2.3
1997;Delfzijl;2019;470.0;2.3
1998;Delfzijl;2020;440.0;2.1
1999;Delfzijl;2021;;
2000;Delfzijl;2022;;
2001;Delfzijl;2023;;
2002;Deurne;2010;150.0;0.6
2003;Deurne;2011;210.0;0.8
2004;Deurne;2012;210.0;0.8
2005;Deurne;2013;210.0;0.8
2006;Deurne;2014;200.0;0.8
2007;Deurne;2015;200.0;0.8
2008;Deurne;2016;160.0;0.6
2009;Deurne;2017;150.0;0.6
2010;Deurne;2018;140.0;0.5
2011;Deurne;2019;130.0;0.5
2012;Deurne;2020;120.0;0.5
2013;Deurne;2021;120.0;0.4
2014;Deurne;2022;140.0;0.5
2015;Deurne;2023;140.0;0.5
2016;Deventer;2010;1300.0;1.7
2017;Deventer;2011;1590.0;2.0
2018;Deventer;2012;1550.0;2.0
2019;Deventer;2013;1530.0;2.0
2020;Deventer;2014;1690.0;2.2
2021;Deventer;2015;1740.0;2.2
2022;Deventer;2016;1630.0;2.1
2023;Deventer;2017;1470.0;1.9
2024;Deventer;2018;1290.0;1.6
2025;Deventer;2019;1100.0;1.4
2026;Deventer;2020;1170.0;1.4
2027;Deventer;2021;1100.0;1.3
2028;Deventer;2022;1050.0;1.3
2029;Deventer;2023;1020.0;1.2
2030;Diemen;2010;430.0;2.1
2031;Diemen;2011;500.0;2.5
2032;Diemen;2012;550.0;2.7
2033;Diemen;2013;600.0;2.8
2034;Diemen;2014;630.0;2.9
2035;Diemen;2015;570.0;2.6
2036;Diemen;2016;470.0;2.1
2037;Diemen;2017;410.0;1.8
2038;Diemen;2018;360.0;1.5
2039;Diemen;2019;330.0;1.3
2040;Diemen;2020;350.0;1.3
2041;Diemen;2021;340.0;1.3
2042;Diemen;2022;330.0;1.2
2043;Diemen;2023;380.0;1.4
2044;Dijk en Waard;2010;;
2045;Dijk en Waard;2011;;
2046;Dijk en Waard;2012;;
2047;Dijk en Waard;2013;;
2048;Dijk en Waard;2014;;
2049;Dijk en Waard;2015;;
2050;Dijk en Waard;2016;;
2051;Dijk en Waard;2017;;
2052;Dijk en Waard;2018;;
2053;Dijk en Waard;2019;;
2054;Dijk en Waard;2020;;
2055;Dijk en Waard;2021;;
2056;Dijk en Waard;2022;410.0;0.6
2057;Dijk en Waard;2023;490.0;0.7
2058;Dinkelland;2010;110.0;0.6
2059;Dinkelland;2011;110.0;0.6
2060;Dinkelland;2012;100.0;0.5
2061;Dinkelland;2013;100.0;0.5
2062;Dinkelland;2014;110.0;0.5
2063;Dinkelland;2015;100.0;0.5
2064;Dinkelland;2016;110.0;0.5
2065;Dinkelland;2017;100.0;0.5
2066;Dinkelland;2018;60.0;0.3
2067;Dinkelland;2019;70.0;0.3
2068;Dinkelland;2020;70.0;0.3
2069;Dinkelland;2021;60.0;0.3
2070;Dinkelland;2022;70.0;0.3
2071;Dinkelland;2023;70.0;0.3
2072;Dirksland;2010;60.0;0.9
2073;Dirksland;2011;70.0;1.1
2074;Dirksland;2012;80.0;1.2
2075;Dirksland;2013;;
2076;Dirksland;2014;;
2077;Dirksland;2015;;
2078;Dirksland;2016;;
2079;Dirksland;2017;;
2080;Dirksland;2018;;
2081;Dirksland;2019;;
2082;Dirksland;2020;;
2083;Dirksland;2021;;
2084;Dirksland;2022;;
2085;Dirksland;2023;;
2086;Doesburg;2010;200.0;2.2
2087;Doesburg;2011;210.0;2.3
2088;Doesburg;2012;230.0;2.5
2089;Doesburg;2013;240.0;2.6
2090;Doesburg;2014;260.0;2.9
2091;Doesburg;2015;270.0;2.9
2092;Doesburg;2016;240.0;2.5
2093;Doesburg;2017;210.0;2.2
2094;Doesburg;2018;180.0;1.9
2095;Doesburg;2019;160.0;1.8
2096;Doesburg;2020;140.0;1.5
2097;Doesburg;2021;130.0;1.4
2098;Doesburg;2022;120.0;1.3
2099;Doesburg;2023;130.0;1.4
2100;Doetinchem;2010;820.0;1.8
2101;Doetinchem;2011;800.0;1.8
2102;Doetinchem;2012;820.0;1.8
2103;Doetinchem;2013;740.0;1.7
2104;Doetinchem;2014;810.0;1.8
2105;Doetinchem;2015;790.0;1.8
2106;Doetinchem;2016;770.0;1.7
2107;Doetinchem;2017;720.0;1.6
2108;Doetinchem;2018;630.0;1.4
2109;Doetinchem;2019;570.0;1.2
2110;Doetinchem;2020;530.0;1.1
2111;Doetinchem;2021;460.0;1.0
2112;Doetinchem;2022;420.0;0.9
2113;Doetinchem;2023;460.0;0.9
2114;Dongen;2010;250.0;1.3
2115;Dongen;2011;250.0;1.3
2116;Dongen;2012;260.0;1.3
2117;Dongen;2013;260.0;1.3
2118;Dongen;2014;290.0;1.4
2119;Dongen;2015;260.0;1.3
2120;Dongen;2016;240.0;1.2
2121;Dongen;2017;210.0;1.0
2122;Dongen;2018;200.0;1.0
2123;Dongen;2019;180.0;0.9
2124;Dongen;2020;180.0;0.9
2125;Dongen;2021;150.0;0.7
2126;Dongen;2022;140.0;0.6
2127;Dongen;2023;150.0;0.7
2128;Dongeradeel;2010;280.0;1.5
2129;Dongeradeel;2011;280.0;1.5
2130;Dongeradeel;2012;300.0;1.6
2131;Dongeradeel;2013;300.0;1.6
2132;Dongeradeel;2014;290.0;1.6
2133;Dongeradeel;2015;270.0;1.4
2134;Dongeradeel;2016;240.0;1.3
2135;Dongeradeel;2017;220.0;1.2
2136;Dongeradeel;2018;170.0;0.9
2137;Dongeradeel;2019;;
2138;Dongeradeel;2020;;
2139;Dongeradeel;2021;;
2140;Dongeradeel;2022;;
2141;Dongeradeel;2023;;
2142;Dordrecht;2010;3350.0;3.6
2143;Dordrecht;2011;3710.0;3.9
2144;Dordrecht;2012;3530.0;3.8
2145;Dordrecht;2013;3690.0;3.9
2146;Dordrecht;2014;4020.0;4.2
2147;Dordrecht;2015;3700.0;3.9
2148;Dordrecht;2016;3150.0;3.3
2149;Dordrecht;2017;2760.0;2.9
2150;Dordrecht;2018;2380.0;2.5
2151;Dordrecht;2019;2190.0;2.3
2152;Dordrecht;2020;2020.0;2.1
2153;Dordrecht;2021;1780.0;1.8
2154;Dordrecht;2022;1700.0;1.7
2155;Dordrecht;2023;1830.0;1.8
2156;Drechterland;2010;110.0;0.7
2157;Drechterland;2011;130.0;0.9
2158;Drechterland;2012;140.0;1.0
2159;Drechterland;2013;130.0;0.8
2160;Drechterland;2014;140.0;0.9
2161;Drechterland;2015;130.0;0.9
2162;Drechterland;2016;110.0;0.7
2163;Drechterland;2017;110.0;0.7
2164;Drechterland;2018;90.0;0.6
2165;Drechterland;2019;80.0;0.5
2166;Drechterland;2020;70.0;0.4
2167;Drechterland;2021;70.0;0.4
2168;Drechterland;2022;80.0;0.5
2169;Drechterland;2023;80.0;0.5
2170;Drimmelen;2010;180.0;0.8
2171;Drimmelen;2011;180.0;0.8
2172;Drimmelen;2012;200.0;0.9
2173;Drimmelen;2013;200.0;0.9
2174;Drimmelen;2014;210.0;1.0
2175;Drimmelen;2015;190.0;0.9
2176;Drimmelen;2016;160.0;0.7
2177;Drimmelen;2017;150.0;0.7
2178;Drimmelen;2018;140.0;0.6
2179;Drimmelen;2019;150.0;0.6
2180;Drimmelen;2020;110.0;0.5
2181;Drimmelen;2021;100.0;0.4
2182;Drimmelen;2022;110.0;0.5
2183;Drimmelen;2023;120.0;0.5
2184;Dronten;2010;480.0;1.6
2185;Dronten;2011;580.0;1.9
2186;Dronten;2012;550.0;1.8
2187;Dronten;2013;550.0;1.8
2188;Dronten;2014;570.0;1.8
2189;Dronten;2015;530.0;1.7
2190;Dronten;2016;480.0;1.5
2191;Dronten;2017;480.0;1.5
2192;Dronten;2018;390.0;1.2
2193;Dronten;2019;360.0;1.1
2194;Dronten;2020;330.0;1.0
2195;Dronten;2021;330.0;1.0
2196;Dronten;2022;300.0;0.9
2197;Dronten;2023;280.0;0.8
2198;Druten;2010;190.0;1.3
2199;Druten;2011;230.0;1.6
2200;Druten;2012;220.0;1.6
2201;Druten;2013;210.0;1.5
2202;Druten;2014;230.0;1.6
2203;Druten;2015;180.0;1.2
2204;Druten;2016;160.0;1.1
2205;Druten;2017;160.0;1.1
2206;Druten;2018;140.0;0.9
2207;Druten;2019;130.0;0.8
2208;Druten;2020;120.0;0.8
2209;Druten;2021;110.0;0.7
2210;Druten;2022;110.0;0.7
2211;Druten;2023;110.0;0.7
2212;Duiven;2010;240.0;1.2
2213;Duiven;2011;240.0;1.3
2214;Duiven;2012;240.0;1.2
2215;Duiven;2013;260.0;1.3
2216;Duiven;2014;260.0;1.3
2217;Duiven;2015;250.0;1.2
2218;Duiven;2016;250.0;1.2
2219;Duiven;2017;210.0;1.0
2220;Duiven;2018;170.0;0.8
2221;Duiven;2019;160.0;0.8
2222;Duiven;2020;150.0;0.7
2223;Duiven;2021;120.0;0.6
2224;Duiven;2022;130.0;0.6
2225;Duiven;2023;140.0;0.7
2226;Echt-Susteren;2010;380.0;1.4
2227;Echt-Susteren;2011;380.0;1.4
2228;Echt-Susteren;2012;400.0;1.5
2229;Echt-Susteren;2013;390.0;1.5
2230;Echt-Susteren;2014;410.0;1.5
2231;Echt-Susteren;2015;360.0;1.3
2232;Echt-Susteren;2016;300.0;1.1
2233;Echt-Susteren;2017;280.0;1.1
2234;Echt-Susteren;2018;280.0;1.0
2235;Echt-Susteren;2019;270.0;1.0
2236;Echt-Susteren;2020;230.0;0.9
2237;Echt-Susteren;2021;240.0;0.9
2238;Echt-Susteren;2022;250.0;0.9
2239;Echt-Susteren;2023;250.0;0.9
2240;Edam-Volendam;2010;120.0;0.5
2241;Edam-Volendam;2011;170.0;0.8
2242;Edam-Volendam;2012;160.0;0.7
2243;Edam-Volendam;2013;160.0;0.7
2244;Edam-Volendam;2014;160.0;0.7
2245;Edam-Volendam;2015;140.0;0.6
2246;Edam-Volendam;2016;160.0;0.6
2247;Edam-Volendam;2017;160.0;0.5
2248;Edam-Volendam;2018;130.0;0.5
2249;Edam-Volendam;2019;110.0;0.4
2250;Edam-Volendam;2020;100.0;0.3
2251;Edam-Volendam;2021;100.0;0.3
2252;Edam-Volendam;2022;100.0;0.3
2253;Edam-Volendam;2023;130.0;0.4
2254;Ede;2010;1160.0;1.4
2255;Ede;2011;1110.0;1.3
2256;Ede;2012;1150.0;1.4
2257;Ede;2013;1110.0;1.3
2258;Ede;2014;1170.0;1.4
2259;Ede;2015;1160.0;1.3
2260;Ede;2016;1130.0;1.3
2261;Ede;2017;990.0;1.1
2262;Ede;2018;890.0;1.0
2263;Ede;2019;810.0;0.9
2264;Ede;2020;770.0;0.8
2265;Ede;2021;680.0;0.7
2266;Ede;2022;670.0;0.7
2267;Ede;2023;730.0;0.8
2268;Eemnes;2010;40.0;0.6
2269;Eemnes;2011;70.0;1.0
2270;Eemnes;2012;60.0;0.9
2271;Eemnes;2013;60.0;0.9
2272;Eemnes;2014;70.0;1.0
2273;Eemnes;2015;60.0;0.8
