ID;SBI93;Perioden;Indexcijfers_1;Ontwikkeling_2;Indexcijfers_3;Ontwikkeling_4;Indexcijfers_5;Ontwikkeling_6
369;111 Aardolie- en aardgaswinning;2003 oktober;150;16;154;29;141;-6
370;111 Aardolie- en aardgaswinning;2003 november;155;8;162;15;140;-7
371;111 Aardolie- en aardgaswinning;2003 december;197;6;205;9;179;-1
372;111 Aardolie- en aardgaswinning;2003 4e kwartaal;167;9;174;16;153;-4
373;111 Aardolie- en aardgaswinning;2003;127;8;128;11;126;2
374;111 Aardolie- en aardgaswinning;2004 januari;225;-3;237;-3;199;-4
375;111 Aardolie- en aardgaswinning;2004 februari;195;-5;203;-1;177;-12
376;111 Aardolie- en aardgaswinning;2004 maart;171;12;173;17;167;4
377;111 Aardolie- en aardgaswinning;2004 1e kwartaal;197;0;205;3;181;-4
378;111 Aardolie- en aardgaswinning;2004 april;119;1;124;1;110;1
379;111 Aardolie- en aardgaswinning;2004 mei;88;6;81;-4;103;28
380;111 Aardolie- en aardgaswinning;2004 juni;70;22;61;25;90;19
381;111 Aardolie- en aardgaswinning;2004 2e kwartaal;92;7;88;4;101;14
382;111 Aardolie- en aardgaswinning;2004 juli;77;40;72;45;88;31
383;111 Aardolie- en aardgaswinning;2004 augustus;55;2;47;0;71;5
384;111 Aardolie- en aardgaswinning;2004 september;93;29;85;25;110;36
385;111 Aardolie- en aardgaswinning;2004 3e kwartaal;75;24;68;24;89;25
386;111 Aardolie- en aardgaswinning;2004 oktober;129;-14;122;-20;142;1
387;111 Aardolie- en aardgaswinning;2004 november;180;16;174;7;192;37
388;111 Aardolie- en aardgaswinning;2004 december;213;8;196;-4;247;38
389;111 Aardolie- en aardgaswinning;2004 4e kwartaal;174;4;164;-6;194;26
390;111 Aardolie- en aardgaswinning;2004;134;6;131;2;141;12
391;111 Aardolie- en aardgaswinning;2005 januari;248;10;256;8;233;17
392;111 Aardolie- en aardgaswinning;2005 februari;222;14;221;9;223;26
393;111 Aardolie- en aardgaswinning;2005 maart;218;28;223;29;208;24
394;111 Aardolie- en aardgaswinning;2005 1e kwartaal;229;16;233;14;221;22
395;111 Aardolie- en aardgaswinning;2005 april;146;22;137;11;165;50
396;111 Aardolie- en aardgaswinning;2005 mei;112;28;99;23;139;35
397;111 Aardolie- en aardgaswinning;2005 juni;100;43;88;44;126;40
398;111 Aardolie- en aardgaswinning;2005 2e kwartaal;119;29;108;22;143;42
399;111 Aardolie- en aardgaswinning;2005 juli;73;-5;48;-33;124;42
400;111 Aardolie- en aardgaswinning;2005 augustus;84;52;72;53;108;51
401;111 Aardolie- en aardgaswinning;2005 september;98;5;91;8;111;1
402;111 Aardolie- en aardgaswinning;2005 3e kwartaal;85;13;71;4;114;28
403;111 Aardolie- en aardgaswinning;2005 oktober;139;8;122;-1;175;23
404;111 Aardolie- en aardgaswinning;2005 november;226;26;200;15;281;47
405;111 Aardolie- en aardgaswinning;2005 december;302;42;281;43;345;40
406;111 Aardolie- en aardgaswinning;2005 4e kwartaal;222;28;201;22;267;38
407;111 Aardolie- en aardgaswinning;2005;164;22;153;17;186;32
408;111 Aardolie- en aardgaswinning;2006 januari;343;38;325;27;383;64
409;111 Aardolie- en aardgaswinning;2006 februari;307;38;290;31;344;54
410;111 Aardolie- en aardgaswinning;2006 maart;314;44;289;30;366;76
411;111 Aardolie- en aardgaswinning;2006 1e kwartaal;321;40;301;29;364;65
412;111 Aardolie- en aardgaswinning;2006 april;222;52;203;48;263;60
413;111 Aardolie- en aardgaswinning;2006 mei;144;29;120;21;194;39
414;111 Aardolie- en aardgaswinning;2006 juni;130;30;115;32;160;27
415;111 Aardolie- en aardgaswinning;2006 2e kwartaal;165;39;146;36;206;44
416;111 Aardolie- en aardgaswinning;2006 juli;111;53;96;98;144;16
417;111 Aardolie- en aardgaswinning;2006 augustus;105;26;91;25;137;27
418;111 Aardolie- en aardgaswinning;2006 september;119;22;112;23;134;20
419;111 Aardolie- en aardgaswinning;2006 3e kwartaal;112;32;100;41;138;21
420;111 Aardolie- en aardgaswinning;2006 oktober;148;7;145;19;156;-11
421;111 Aardolie- en aardgaswinning;2006 november;224;-1;212;6;249;-11
422;111 Aardolie- en aardgaswinning;2006 december;280;-7;256;-9;331;-4
423;111 Aardolie- en aardgaswinning;2006 4e kwartaal;218;-2;204;2;245;-8
424;111 Aardolie- en aardgaswinning;2006;204;25;188;23;238;28
425;111 Aardolie- en aardgaswinning;2007 januari;294;-14;297;-9;289;-25
426;111 Aardolie- en aardgaswinning;2007 februari;245;-20;249;-14;237;-31
427;111 Aardolie- en aardgaswinning;2007 maart;215;-32;225;-22;193;-47
428;111 Aardolie- en aardgaswinning;2007 1e kwartaal;251;-22;257;-15;239;-34
429;111 Aardolie- en aardgaswinning;2007 april;134;-39;124;-39;156;-41
430;111 Aardolie- en aardgaswinning;2007 mei;104;-28;88;-26;137;-29
431;111 Aardolie- en aardgaswinning;2007 juni;105;-19;83;-28;152;-5
432;111 Aardolie- en aardgaswinning;2007 2e kwartaal;114;-31;98;-33;148;-28
433;111 Aardolie- en aardgaswinning;2007 juli;111;0;97;1;140;-2
434;111 Aardolie- en aardgaswinning;2007 augustus;110;5;95;5;142;4
435;111 Aardolie- en aardgaswinning;2007 september;139;16;122;8;174;30
436;111 Aardolie- en aardgaswinning;2007 3e kwartaal;120;7;105;5;152;10
437;111 Aardolie- en aardgaswinning;2007 oktober;208;40;194;34;237;53
438;111 Aardolie- en aardgaswinning;2007 november;309;38;288;36;352;42
439;111 Aardolie- en aardgaswinning;2007 december;391;39;373;46;427;29
440;111 Aardolie- en aardgaswinning;2007 4e kwartaal;302;39;285;39;339;38
441;111 Aardolie- en aardgaswinning;2007;197;-3;186;-1;220;-8
442;111 Aardolie- en aardgaswinning;2008 januari;355;21;328;11;410;42
443;111 Aardolie- en aardgaswinning;2008 februari;315;28;289;16;368;55
444;111 Aardolie- en aardgaswinning;2008 maart;324;51;302;34;371;92
445;111 Aardolie- en aardgaswinning;2008 1e kwartaal;331;32;307;19;383;60
446;111 Aardolie- en aardgaswinning;2008 april;262;95;242;95;305;96
447;111 Aardolie- en aardgaswinning;2008 mei;169;63;154;74;202;47
448;111 Aardolie- en aardgaswinning;2008 juni;153;46;129;56;203;34
449;111 Aardolie- en aardgaswinning;2008 2e kwartaal;195;70;175;78;237;60
450;111 Aardolie- en aardgaswinning;2008 juli;169;53;151;56;208;48
451;111 Aardolie- en aardgaswinning;2008 augustus;163;48;159;68;171;20
452;111 Aardolie- en aardgaswinning;2008 september;203;47;188;54;236;35
453;111 Aardolie- en aardgaswinning;2008 3e kwartaal;179;49;166;59;205;35
454;111 Aardolie- en aardgaswinning;2008 oktober;308;48;298;53;331;39
455;111 Aardolie- en aardgaswinning;2008 november;359;16;338;17;401;14
456;111 Aardolie- en aardgaswinning;2008 december;462;18;467;25;449;5
457;111 Aardolie- en aardgaswinning;2008 4e kwartaal;376;24;368;29;394;16
458;111 Aardolie- en aardgaswinning;2008;270;37;254;36;305;39
459;112 Dienstverlening;2000 januari;95;41;93;28;100;75
460;112 Dienstverlening;2000 februari;78;-1;97;-4;39;21
461;112 Dienstverlening;2000 maart;93;27;110;23;58;46
462;112 Dienstverlening;2000 1e kwartaal;89;21;100;14;66;53
463;112 Dienstverlening;2000 april;84;48;95;38;62;89
464;112 Dienstverlening;2000 mei;95;16;94;-7;98;124
465;112 Dienstverlening;2000 juni;119;50;91;35;178;69
466;112 Dienstverlening;2000 2e kwartaal;99;36;93;18;113;85
467;112 Dienstverlening;2000 juli;98;24;91;-9;112;221
468;112 Dienstverlening;2000 augustus;88;46;94;28;75;127
469;112 Dienstverlening;2000 september;93;4;77;-31;126;198
470;112 Dienstverlening;2000 3e kwartaal;93;22;87;-8;105;185
471;112 Dienstverlening;2000 oktober;105;56;100;34;116;118
472;112 Dienstverlening;2000 november;133;80;138;58;122;167
473;112 Dienstverlening;2000 december;120;14;126;5;108;45
474;112 Dienstverlening;2000 4e kwartaal;119;45;121;29;116;100
475;112 Dienstverlening;2000;100;32;100;13;100;101
476;112 Dienstverlening;2001 januari;106;12;108;17;103;2
477;112 Dienstverlening;2001 februari;88;13;92;-5;79;102
478;112 Dienstverlening;2001 maart;102;9;110;0;84;44
479;112 Dienstverlening;2001 1e kwartaal;99;11;103;4;88;34
480;112 Dienstverlening;2001 april;95;13;95;1;93;51
481;112 Dienstverlening;2001 mei;106;12;96;3;126;29
482;112 Dienstverlening;2001 juni;87;-27;88;-3;85;-52
483;112 Dienstverlening;2001 2e kwartaal;96;-3;93;1;102;-10
484;112 Dienstverlening;2001 juli;89;-10;69;-24;129;15
485;112 Dienstverlening;2001 augustus;79;-11;91;-3;53;-30
486;112 Dienstverlening;2001 september;82;-12;83;8;78;-38
487;112 Dienstverlening;2001 3e kwartaal;83;-11;81;-7;87;-17
488;112 Dienstverlening;2001 oktober;86;-18;92;-8;75;-36
489;112 Dienstverlening;2001 november;93;-30;110;-20;57;-53
490;112 Dienstverlening;2001 december;102;-15;114;-9;76;-30
491;112 Dienstverlening;2001 4e kwartaal;94;-22;105;-13;69;-40
492;112 Dienstverlening;2001;93;-7;96;-4;87;-13
493;112 Dienstverlening;2002 januari;89;-16;105;-2;56;-45
494;112 Dienstverlening;2002 februari;82;-7;85;-8;74;-6
495;112 Dienstverlening;2002 maart;79;-22;87;-21;62;-26
496;112 Dienstverlening;2002 1e kwartaal;83;-15;93;-10;64;-27
497;112 Dienstverlening;2002 april;92;-3;82;-14;113;21
498;112 Dienstverlening;2002 mei;89;-16;84;-13;99;-22
499;112 Dienstverlening;2002 juni;85;-3;76;-13;102;20
500;112 Dienstverlening;2002 2e kwartaal;88;-8;81;-13;104;3
501;112 Dienstverlening;2002 juli;103;16;68;-2;176;37
502;112 Dienstverlening;2002 augustus;76;-3;47;-48;135;157
503;112 Dienstverlening;2002 september;82;1;72;-14;104;33
504;112 Dienstverlening;2002 3e kwartaal;87;5;62;-23;139;59
505;112 Dienstverlening;2002 oktober;104;20;93;2;125;67
506;112 Dienstverlening;2002 november;86;-7;89;-19;80;40
507;112 Dienstverlening;2002 december;92;-10;85;-25;106;40
508;112 Dienstverlening;2002 4e kwartaal;94;0;89;-15;104;50
509;112 Dienstverlening;2002;88;-5;81;-15;103;19
510;112 Dienstverlening;2003 januari;108;21;98;-7;129;129
511;112 Dienstverlening;2003 februari;114;40;106;25;132;77
512;112 Dienstverlening;2003 maart;112;41;98;12;141;128
513;112 Dienstverlening;2003 1e kwartaal;111;34;101;9;134;108
514;112 Dienstverlening;2003 april;86;-7;65;-21;129;15
515;112 Dienstverlening;2003 mei;93;5;72;-14;138;39
516;112 Dienstverlening;2003 juni;84;-1;50;-34;155;53
517;112 Dienstverlening;2003 2e kwartaal;88;-1;62;-23;141;35
518;112 Dienstverlening;2003 juli;109;6;62;-8;206;17
519;112 Dienstverlening;2003 augustus;90;19;63;32;147;9
520;112 Dienstverlening;2003 september;93;13;81;13;118;14
521;112 Dienstverlening;2003 3e kwartaal;97;12;69;10;157;13
522;112 Dienstverlening;2003 oktober;105;1;80;-14;157;26
523;112 Dienstverlening;2003 november;105;21;76;-15;165;106
524;112 Dienstverlening;2003 december;91;-1;67;-21;141;33
525;112 Dienstverlening;2003 4e kwartaal;100;7;74;-17;154;49
526;112 Dienstverlening;2003;99;12;76;-6;147;42
527;112 Dienstverlening;2004 januari;82;-24;76;-23;95;-26
528;112 Dienstverlening;2004 februari;83;-27;70;-34;111;-16
529;112 Dienstverlening;2004 maart;102;-9;78;-20;151;7
530;112 Dienstverlening;2004 1e kwartaal;89;-20;74;-26;119;-11
531;112 Dienstverlening;2004 april;81;-5;72;11;100;-22
532;112 Dienstverlening;2004 mei;84;-9;51;-28;153;11
533;112 Dienstverlening;2004 juni;112;34;55;9;233;50
534;112 Dienstverlening;2004 2e kwartaal;93;6;59;-5;163;15
535;112 Dienstverlening;2004 juli;80;-27;53;-15;137;-33
536;112 Dienstverlening;2004 augustus;96;6;65;3;161;9
537;112 Dienstverlening;2004 september;88;-5;66;-19;135;14
538;112 Dienstverlening;2004 3e kwartaal;88;-10;61;-11;144;-8
539;112 Dienstverlening;2004 oktober;92;-12;71;-11;137;-13
540;112 Dienstverlening;2004 november;97;-7;71;-6;152;-8
541;112 Dienstverlening;2004 december;101;11;82;22;141;0
542;112 Dienstverlening;2004 4e kwartaal;97;-3;75;0;144;-7
543;112 Dienstverlening;2004;92;-8;67;-12;143;-3
544;112 Dienstverlening;2005 januari;92;12;93;22;91;-4
545;112 Dienstverlening;2005 februari;99;19;81;17;136;22
546;112 Dienstverlening;2005 maart;94;-8;80;2;122;-19
547;112 Dienstverlening;2005 1e kwartaal;95;7;84;14;116;-2
548;112 Dienstverlening;2005 april;104;29;78;9;160;59
549;112 Dienstverlening;2005 mei;92;9;83;60;111;-27
550;112 Dienstverlening;2005 juni;131;17;78;43;242;4
551;112 Dienstverlening;2005 2e kwartaal;109;18;79;35;171;5
552;112 Dienstverlening;2005 juli;99;24;79;50;142;4
553;112 Dienstverlening;2005 augustus;91;-5;56;-14;163;2
554;112 Dienstverlening;2005 september;114;29;83;27;177;31
555;112 Dienstverlening;2005 3e kwartaal;101;15;73;19;161;12
556;112 Dienstverlening;2005 oktober;90;-3;92;30;85;-38
557;112 Dienstverlening;2005 november;112;15;105;48;127;-16
558;112 Dienstverlening;2005 december;121;20;120;46;124;-12
559;112 Dienstverlening;2005 4e kwartaal;108;11;106;42;112;-22
560;112 Dienstverlening;2005;103;13;85;27;140;-1
561;112 Dienstverlening;2006 januari;137;49;121;31;171;88
562;112 Dienstverlening;2006 februari;118;20;102;25;153;13
563;112 Dienstverlening;2006 maart;132;41;121;52;156;27
564;112 Dienstverlening;2006 1e kwartaal;129;36;115;36;160;37
565;112 Dienstverlening;2006 april;117;12;92;18;168;5
566;112 Dienstverlening;2006 mei;132;44;99;19;202;82
567;112 Dienstverlening;2006 juni;115;-12;103;32;140;-42
568;112 Dienstverlening;2006 2e kwartaal;121;11;98;23;170;-1
569;112 Dienstverlening;2006 juli;158;59;92;17;296;108
570;112 Dienstverlening;2006 augustus;109;20;72;29;185;13
571;112 Dienstverlening;2006 september;125;10;78;-6;222;25
572;112 Dienstverlening;2006 3e kwartaal;131;29;81;11;234;45
573;112 Dienstverlening;2006 oktober;138;53;97;5;222;162
574;112 Dienstverlening;2006 november;131;17;103;-2;190;49
575;112 Dienstverlening;2006 december;154;27;126;5;214;73
576;112 Dienstverlening;2006 4e kwartaal;141;31;108;3;209;86
577;112 Dienstverlening;2006;130;26;100;18;193;38
578;112 Dienstverlening;2007 januari;138;1;102;-16;214;25
579;112 Dienstverlening;2007 februari;140;18;115;13;192;25
580;112 Dienstverlening;2007 maart;141;6;122;1;180;16
581;112 Dienstverlening;2007 1e kwartaal;140;8;113;-1;195;22
582;112 Dienstverlening;2007 april;133;14;100;9;202;21
583;112 Dienstverlening;2007 mei;142;8;86;-13;259;28
584;112 Dienstverlening;2007 juni;146;27;95;-7;252;80
585;112 Dienstverlening;2007 2e kwartaal;141;16;94;-4;238;40
586;112 Dienstverlening;2007 juli;142;-11;90;-2;249;-16
587;112 Dienstverlening;2007 augustus;141;29;80;11;266;44
588;112 Dienstverlening;2007 september;130;4;94;20;206;-7
589;112 Dienstverlening;2007 3e kwartaal;137;5;88;9;240;3
590;112 Dienstverlening;2007 oktober;136;-1;95;-2;222;0
591;112 Dienstverlening;2007 november;156;19;94;-9;287;51
592;112 Dienstverlening;2007 december;170;11;123;-2;270;26
593;112 Dienstverlening;2007 4e kwartaal;154;10;104;-4;260;24
594;112 Dienstverlening;2007;143;10;100;-1;233;21
595;112 Dienstverlening;2008 januari;146;5;98;-4;245;15
596;112 Dienstverlening;2008 februari;156;11;92;-20;288;50
597;112 Dienstverlening;2008 maart;157;12;114;-7;248;37
598;112 Dienstverlening;2008 1e kwartaal;153;9;101;-10;260;33
599;112 Dienstverlening;2008 april;146;9;97;-3;247;22
600;112 Dienstverlening;2008 mei;142;0;97;13;234;-10
601;112 Dienstverlening;2008 juni;143;-2;111;16;210;-17
602;112 Dienstverlening;2008 2e kwartaal;143;2;102;8;230;-3
603;112 Dienstverlening;2008 juli;165;16;127;41;243;-2
604;112 Dienstverlening;2008 augustus;227;61;131;64;425;60
605;112 Dienstverlening;2008 september;220;69;106;13;455;121
606;112 Dienstverlening;2008 3e kwartaal;204;48;123;40;372;55
607;112 Dienstverlening;2008 oktober;144;6;120;26;196;-12
608;112 Dienstverlening;2008 november;142;-9;105;12;217;-24
609;112 Dienstverlening;2008 december;187;10;138;13;289;7
610;112 Dienstverlening;2008 4e kwartaal;158;2;121;17;233;-10
611;112 Dienstverlening;2008;164;15;112;13;273;17
612;10/14 Overige delfstoffen;2000 januari;85;46;80;40;91;53
613;10/14 Overige delfstoffen;2000 februari;99;66;105;68;92;63
614;10/14 Overige delfstoffen;2000 maart;107;41;115;42;97;39
615;10/14 Overige delfstoffen;2000 1e kwartaal;97;50;100;49;93;51
616;10/14 Overige delfstoffen;2000 april;92;-9;98;6;86;-24
617;10/14 Overige delfstoffen;2000 mei;107;10;111;20;102;-1
618;10/14 Overige delfstoffen;2000 juni;99;-12;102;-4;95;-21
619;10/14 Overige delfstoffen;2000 2e kwartaal;99;-4;103;7;94;-16
620;10/14 Overige delfstoffen;2000 juli;107;13;86;4;134;21
621;10/14 Overige delfstoffen;2000 augustus;91;1;85;8;97;-6
622;10/14 Overige delfstoffen;2000 september;101;6;101;-4;101;22
623;10/14 Overige delfstoffen;2000 3e kwartaal;100;7;90;2;111;12
624;10/14 Overige delfstoffen;2000 oktober;109;7;114;17;104;-4
625;10/14 Overige delfstoffen;2000 november;104;-2;103;-5;106;2
626;10/14 Overige delfstoffen;2000 december;99;-4;104;6;94;-15
627;10/14 Overige delfstoffen;2000 4e kwartaal;104;0;107;6;102;-6
628;10/14 Overige delfstoffen;2000;100;9;100;13;100;5
629;10/14 Overige delfstoffen;2001 januari;99;17;94;18;105;16
630;10/14 Overige delfstoffen;2001 februari;100;1;100;-4;99;8
631;10/14 Overige delfstoffen;2001 maart;102;-4;106;-7;97;0
632;10/14 Overige delfstoffen;2001 1e kwartaal;100;4;100;1;101;8
633;10/14 Overige delfstoffen;2001 april;96;4;97;-1;95;10
634;10/14 Overige delfstoffen;2001 mei;117;10;111;1;125;23
635;10/14 Overige delfstoffen;2001 juni;110;12;105;3;117;23
636;10/14 Overige delfstoffen;2001 2e kwartaal;108;9;104;1;112;19
637;10/14 Overige delfstoffen;2001 juli;99;-7;88;3;114;-15
638;10/14 Overige delfstoffen;2001 augustus;105;16;95;11;118;21
639;10/14 Overige delfstoffen;2001 september;103;2;100;-1;108;7
640;10/14 Overige delfstoffen;2001 3e kwartaal;103;3;94;4;113;2
641;10/14 Overige delfstoffen;2001 oktober;109;-1;108;-5;110;5
642;10/14 Overige delfstoffen;2001 november;105;1;99;-4;113;7
643;10/14 Overige delfstoffen;2001 december;91;-8;85;-18;98;4
644;10/14 Overige delfstoffen;2001 4e kwartaal;102;-3;97;-9;107;5
645;10/14 Overige delfstoffen;2001;103;3;99;-1;108;8
646;10/14 Overige delfstoffen;2002 januari;106;7;100;6;114;9
647;10/14 Overige delfstoffen;2002 februari;97;-2;81;-19;118;18
648;10/14 Overige delfstoffen;2002 maart;110;8;110;3;110;14
649;10/14 Overige delfstoffen;2002 1e kwartaal;105;4;97;-3;114;14
650;10/14 Overige delfstoffen;2002 april;118;23;125;29;110;16
651;10/14 Overige delfstoffen;2002 mei;124;6;119;7;131;5
652;10/14 Overige delfstoffen;2002 juni;115;4;111;6;120;3
653;10/14 Overige delfstoffen;2002 2e kwartaal;119;10;118;13;120;7
654;10/14 Overige delfstoffen;2002 juli;113;13;102;16;125;10
655;10/14 Overige delfstoffen;2002 augustus;98;-7;85;-10;114;-4
656;10/14 Overige delfstoffen;2002 september;116;12;115;15;117;9
657;10/14 Overige delfstoffen;2002 3e kwartaal;109;6;101;7;119;5
658;10/14 Overige delfstoffen;2002 oktober;119;10;117;8;122;11
659;10/14 Overige delfstoffen;2002 november;111;6;111;12;112;-1
660;10/14 Overige delfstoffen;2002 december;100;10;92;7;111;12
661;10/14 Overige delfstoffen;2002 4e kwartaal;110;8;106;9;115;7
662;10/14 Overige delfstoffen;2002;111;7;105;7;117;8
663;10/14 Overige delfstoffen;2003 januari;99;-7;113;14;82;-28
664;10/14 Overige delfstoffen;2003 februari;103;6;111;38;93;-21
665;10/14 Overige delfstoffen;2003 maart;107;-3;120;10;91;-18
666;10/14 Overige delfstoffen;2003 1e kwartaal;103;-2;115;19;89;-22
667;10/14 Overige delfstoffen;2003 april;106;-10;132;6;73;-33
668;10/14 Overige delfstoffen;2003 mei;117;-6;126;6;107;-18
669;10/14 Overige delfstoffen;2003 juni;111;-4;128;16;90;-25
670;10/14 Overige delfstoffen;2003 2e kwartaal;111;-7;129;9;90;-25
671;10/14 Overige delfstoffen;2003 juli;108;-4;113;11;102;-19
672;10/14 Overige delfstoffen;2003 augustus;84;-14;94;9;73;-36
673;10/14 Overige delfstoffen;2003 september;118;2;139;21;93;-20
674;10/14 Overige delfstoffen;2003 3e kwartaal;104;-5;115;14;89;-25
675;10/14 Overige delfstoffen;2003 oktober;118;-1;134;14;99;-19
676;10/14 Overige delfstoffen;2003 november;108;-3;120;8;94;-16
677;10/14 Overige delfstoffen;2003 december;102;2;109;19;94;-15
678;10/14 Overige delfstoffen;2003 4e kwartaal;109;-1;121;13;95;-17
679;10/14 Overige delfstoffen;2003;107;-4;120;14;91;-22
680;10/14 Overige delfstoffen;2004 januari;94;-5;102;-10;83;2
681;10/14 Overige delfstoffen;2004 februari;92;-11;107;-4;74;-21
682;10/14 Overige delfstoffen;2004 maart;110;3;130;9;86;-5
683;10/14 Overige delfstoffen;2004 1e kwartaal;99;-4;113;-1;81;-8
684;10/14 Overige delfstoffen;2004 april;108;2;128;-3;83;14
685;10/14 Overige delfstoffen;2004 mei;100;-15;114;-10;83;-22
686;10/14 Overige delfstoffen;2004 juni;114;3;133;4;91;2
687;10/14 Overige delfstoffen;2004 2e kwartaal;107;-3;125;-3;86;-4
688;10/14 Overige delfstoffen;2004 juli;99;-9;110;-3;85;-16
689;10/14 Overige delfstoffen;2004 augustus;85;1;85;-9;86;18
690;10/14 Overige delfstoffen;2004 september;108;-9;130;-6;81;-13
691;10/14 Overige delfstoffen;2004 3e kwartaal;97;-6;108;-6;84;-6
692;10/14 Overige delfstoffen;2004 oktober;116;-1;139;4;88;-11
693;10/14 Overige delfstoffen;2004 november;110;2;133;11;81;-13
694;10/14 Overige delfstoffen;2004 december;98;-4;110;2;82;-13
695;10/14 Overige delfstoffen;2004 4e kwartaal;108;-1;128;6;84;-12
696;10/14 Overige delfstoffen;2004;103;-4;119;-1;84;-8
697;10/14 Overige delfstoffen;2005 januari;84;-11;86;-16;80;-4
698;10/14 Overige delfstoffen;2005 februari;88;-5;95;-12;79;7
699;10/14 Overige delfstoffen;2005 maart;104;-6;118;-9;88;2
700;10/14 Overige delfstoffen;2005 1e kwartaal;92;-7;100;-12;82;1
701;10/14 Overige delfstoffen;2005 april;101;-6;110;-14;89;8
702;10/14 Overige delfstoffen;2005 mei;102;2;116;2;85;2
703;10/14 Overige delfstoffen;2005 juni;113;-1;136;2;85;-7
704;10/14 Overige delfstoffen;2005 2e kwartaal;105;-2;121;-4;87;1
705;10/14 Overige delfstoffen;2005 juli;100;1;106;-3;91;7
706;10/14 Overige delfstoffen;2005 augustus;92;7;93;10;90;4
707;10/14 Overige delfstoffen;2005 september;107;-1;128;-1;81;0
708;10/14 Overige delfstoffen;2005 3e kwartaal;99;2;110;1;87;4
709;10/14 Overige delfstoffen;2005 oktober;105;-9;127;-9;79;-10
710;10/14 Overige delfstoffen;2005 november;112;2;131;-2;90;10
711;10/14 Overige delfstoffen;2005 december;98;1;106;-4;90;10
712;10/14 Overige delfstoffen;2005 4e kwartaal;105;-2;121;-5;86;3
713;10/14 Overige delfstoffen;2005;100;-2;113;-5;85;2
714;10/14 Overige delfstoffen;2006 januari;92;10;96;11;87;8
715;10/14 Overige delfstoffen;2006 februari;101;15;114;20;84;6
716;10/14 Overige delfstoffen;2006 maart;128;23;148;26;104;19
717;10/14 Overige delfstoffen;2006 1e kwartaal;107;16;119;20;92;12
718;10/14 Overige delfstoffen;2006 april;126;25;154;39;92;3
719;10/14 Overige delfstoffen;2006 mei;126;24;143;23;107;26
720;10/14 Overige delfstoffen;2006 juni;131;16;180;33;70;-18
721;10/14 Overige delfstoffen;2006 2e kwartaal;128;21;157;30;92;6
722;10/14 Overige delfstoffen;2006 juli;105;5;136;28;67;-27
723;10/14 Overige delfstoffen;2006 augustus;101;10;124;33;73;-18
724;10/14 Overige delfstoffen;2006 september;122;15;169;32;66;-18
725;10/14 Overige delfstoffen;2006 3e kwartaal;110;10;143;31;69;-21
726;10/14 Overige delfstoffen;2006 oktober;140;33;191;50;78;-1
727;10/14 Overige delfstoffen;2006 november;132;17;180;37;73;-18
728;10/14 Overige delfstoffen;2006 december;118;19;148;41;80;-11
729;10/14 Overige delfstoffen;2006 4e kwartaal;130;23;173;43;77;-11
730;10/14 Overige delfstoffen;2006;118;18;147;30;84;-2
731;10/14 Overige delfstoffen;2007 januari;100;9;117;22;79;-9
732;10/14 Overige delfstoffen;2007 februari;106;5;130;14;77;-9
733;10/14 Overige delfstoffen;2007 maart;140;9;182;23;89;-15
734;10/14 Overige delfstoffen;2007 1e kwartaal;115;8;143;20;81;-11
735;10/14 Overige delfstoffen;2007 april;130;3;178;16;72;-22
736;10/14 Overige delfstoffen;2007 mei;153;21;203;42;92;-14
737;10/14 Overige delfstoffen;2007 juni;152;17;198;10;97;38
738;10/14 Overige delfstoffen;2007 2e kwartaal;145;14;193;23;87;-5
739;10/14 Overige delfstoffen;2007 juli;121;16;152;11;84;26
740;10/14 Overige delfstoffen;2007 augustus;131;29;158;27;98;34
741;10/14 Overige delfstoffen;2007 september;144;18;199;17;79;19
742;10/14 Overige delfstoffen;2007 3e kwartaal;132;21;170;18;87;27
743;10/14 Overige delfstoffen;2007 oktober;152;9;207;8;86;10
744;10/14 Overige delfstoffen;2007 november;136;3;170;-5;94;28
745;10/14 Overige delfstoffen;2007 december;112;-5;132;-11;87;8
746;10/14 Overige delfstoffen;2007 4e kwartaal;133;3;170;-2;89;15
747;10/14 Overige delfstoffen;2007;131;11;169;15;86;3
748;10/14 Overige delfstoffen;2008 januari;106;6;121;3;87;10
749;10/14 Overige delfstoffen;2008 februari;132;25;162;24;97;26
750;10/14 Overige delfstoffen;2008 maart;137;-2;179;-2;88;-1
751;10/14 Overige delfstoffen;2008 1e kwartaal;125;9;154;7;90;11
752;10/14 Overige delfstoffen;2008 april;150;15;179;0;114;59
753;10/14 Overige delfstoffen;2008 mei;149;-3;183;-10;106;15
754;10/14 Overige delfstoffen;2008 juni;156;2;189;-5;115;19
755;10/14 Overige delfstoffen;2008 2e kwartaal;151;4;184;-5;112;29
756;10/14 Overige delfstoffen;2008 juli;134;10;154;1;109;29
757;10/14 Overige delfstoffen;2008 augustus;130;-1;157;-1;96;-2
758;10/14 Overige delfstoffen;2008 september;155;8;187;-6;117;49
759;10/14 Overige delfstoffen;2008 3e kwartaal;140;6;166;-2;107;24
760;10/14 Overige delfstoffen;2008 oktober;161;6;197;-5;118;38
761;10/14 Overige delfstoffen;2008 november;127;-6;155;-9;93;-1
762;10/14 Overige delfstoffen;2008 december;111;0;133;1;84;-3
763;10/14 Overige delfstoffen;2008 4e kwartaal;133;0;162;-5;98;11
764;10/14 Overige delfstoffen;2008;137;4;166;-2;102;19
