ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BanenVanWerknemersInDecember_1
383;A-U Alle economische activiteiten;Noord-Drenthe (CR);2015 december;73.9
384;A-U Alle economische activiteiten;Noord-Drenthe (CR);2016 december;72.2
385;A-U Alle economische activiteiten;Noord-Drenthe (CR);2017 december;73.6
386;A-U Alle economische activiteiten;Noord-Drenthe (CR);2018 december;75.0
387;A-U Alle economische activiteiten;Noord-Drenthe (CR);2019 december;76.7
388;A-U Alle economische activiteiten;Noord-Drenthe (CR);2020 december;77.7
389;A-U Alle economische activiteiten;Noord-Drenthe (CR);2021 december;81.6
390;A-U Alle economische activiteiten;Noord-Drenthe (CR);2022 december;82.3
391;A-U Alle economische activiteiten;Noord-Drenthe (CR);2023 december;83.1
392;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2010 december;61.0
393;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2011 december;63.1
394;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2012 december;59.8
395;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2013 december;60.0
396;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2014 december;59.8
397;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2015 december;60.0
398;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2016 december;59.1
399;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2017 december;61.1
400;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2018 december;63.1
401;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2019 december;63.7
402;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2020 december;62.2
403;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2021 december;63.3
404;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2022 december;65.7
405;A-U Alle economische activiteiten;Zuidoost-Drenthe (CR);2023 december;65.2
406;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2010 december;58.4
407;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2011 december;60.6
408;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2012 december;61.5
409;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2013 december;60.1
410;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2014 december;62.4
411;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2015 december;61.7
412;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2016 december;59.5
413;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2017 december;60.7
414;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2018 december;63.3
415;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2019 december;64.8
416;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2020 december;63.3
417;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2021 december;65.6
418;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2022 december;67.2
419;A-U Alle economische activiteiten;Zuidwest-Drenthe (CR);2023 december;70.3
420;A-U Alle economische activiteiten;Noord-Overijssel (CR);2010 december;178.7
421;A-U Alle economische activiteiten;Noord-Overijssel (CR);2011 december;181.0
422;A-U Alle economische activiteiten;Noord-Overijssel (CR);2012 december;178.6
423;A-U Alle economische activiteiten;Noord-Overijssel (CR);2013 december;173.5
424;A-U Alle economische activiteiten;Noord-Overijssel (CR);2014 december;173.9
425;A-U Alle economische activiteiten;Noord-Overijssel (CR);2015 december;178.4
426;A-U Alle economische activiteiten;Noord-Overijssel (CR);2016 december;187.2
427;A-U Alle economische activiteiten;Noord-Overijssel (CR);2017 december;191.1
428;A-U Alle economische activiteiten;Noord-Overijssel (CR);2018 december;196.3
429;A-U Alle economische activiteiten;Noord-Overijssel (CR);2019 december;199.7
430;A-U Alle economische activiteiten;Noord-Overijssel (CR);2020 december;199.6
431;A-U Alle economische activiteiten;Noord-Overijssel (CR);2021 december;206.8
432;A-U Alle economische activiteiten;Noord-Overijssel (CR);2022 december;211.0
433;A-U Alle economische activiteiten;Noord-Overijssel (CR);2023 december;209.6
434;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2010 december;69.8
435;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2011 december;70.7
436;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2012 december;68.5
437;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2013 december;67.9
438;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2014 december;68.3
439;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2015 december;68.7
440;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2016 december;69.7
441;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2017 december;78.5
442;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2018 december;80.6
443;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2019 december;71.3
444;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2020 december;69.5
445;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2021 december;72.5
446;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2022 december;74.1
447;A-U Alle economische activiteiten;Zuidwest-Overijssel (CR);2023 december;74.5
448;A-U Alle economische activiteiten;Twente (CR);2010 december;276.4
449;A-U Alle economische activiteiten;Twente (CR);2011 december;282.2
450;A-U Alle economische activiteiten;Twente (CR);2012 december;277.5
451;A-U Alle economische activiteiten;Twente (CR);2013 december;271.2
452;A-U Alle economische activiteiten;Twente (CR);2014 december;269.1
453;A-U Alle economische activiteiten;Twente (CR);2015 december;272.5
454;A-U Alle economische activiteiten;Twente (CR);2016 december;277.9
455;A-U Alle economische activiteiten;Twente (CR);2017 december;286.4
456;A-U Alle economische activiteiten;Twente (CR);2018 december;295.9
457;A-U Alle economische activiteiten;Twente (CR);2019 december;299.7
458;A-U Alle economische activiteiten;Twente (CR);2020 december;296.9
459;A-U Alle economische activiteiten;Twente (CR);2021 december;309.7
460;A-U Alle economische activiteiten;Twente (CR);2022 december;319.0
461;A-U Alle economische activiteiten;Twente (CR);2023 december;321.9
462;A-U Alle economische activiteiten;Veluwe (CR);2010 december;316.1
463;A-U Alle economische activiteiten;Veluwe (CR);2011 december;319.5
464;A-U Alle economische activiteiten;Veluwe (CR);2012 december;314.1
465;A-U Alle economische activiteiten;Veluwe (CR);2013 december;309.4
466;A-U Alle economische activiteiten;Veluwe (CR);2014 december;309.9
467;A-U Alle economische activiteiten;Veluwe (CR);2015 december;311.1
468;A-U Alle economische activiteiten;Veluwe (CR);2016 december;318.1
469;A-U Alle economische activiteiten;Veluwe (CR);2017 december;326.0
470;A-U Alle economische activiteiten;Veluwe (CR);2018 december;332.8
471;A-U Alle economische activiteiten;Veluwe (CR);2019 december;343.9
472;A-U Alle economische activiteiten;Veluwe (CR);2020 december;341.2
473;A-U Alle economische activiteiten;Veluwe (CR);2021 december;349.2
474;A-U Alle economische activiteiten;Veluwe (CR);2022 december;359.5
475;A-U Alle economische activiteiten;Veluwe (CR);2023 december;364.6
476;A-U Alle economische activiteiten;Achterhoek (CR);2010 december;163.4
477;A-U Alle economische activiteiten;Achterhoek (CR);2011 december;165.2
478;A-U Alle economische activiteiten;Achterhoek (CR);2012 december;163.2
479;A-U Alle economische activiteiten;Achterhoek (CR);2013 december;156.8
480;A-U Alle economische activiteiten;Achterhoek (CR);2014 december;159.2
481;A-U Alle economische activiteiten;Achterhoek (CR);2015 december;162.7
482;A-U Alle economische activiteiten;Achterhoek (CR);2016 december;164.8
483;A-U Alle economische activiteiten;Achterhoek (CR);2017 december;163.4
484;A-U Alle economische activiteiten;Achterhoek (CR);2018 december;169.1
485;A-U Alle economische activiteiten;Achterhoek (CR);2019 december;171.6
486;A-U Alle economische activiteiten;Achterhoek (CR);2020 december;169.0
487;A-U Alle economische activiteiten;Achterhoek (CR);2021 december;173.9
488;A-U Alle economische activiteiten;Achterhoek (CR);2022 december;178.1
489;A-U Alle economische activiteiten;Achterhoek (CR);2023 december;178.4
490;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2010 december;328.3
491;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2011 december;332.1
492;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2012 december;325.4
493;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2013 december;314.2
494;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2014 december;315.6
495;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2015 december;322.8
496;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2016 december;327.2
497;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2017 december;332.5
498;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2018 december;343.0
499;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2019 december;349.1
500;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2020 december;343.8
501;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2021 december;358.1
502;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2022 december;369.2
503;A-U Alle economische activiteiten;Arnhem/Nijmegen (CR);2023 december;367.8
504;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2010 december;100.3
505;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2011 december;101.5
506;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2012 december;98.9
507;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2013 december;98.8
508;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2014 december;100.5
509;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2015 december;100.3
510;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2016 december;101.3
511;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2017 december;104.4
512;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2018 december;108.2
513;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2019 december;110.8
514;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2020 december;111.0
515;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2021 december;113.7
516;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2022 december;116.7
517;A-U Alle economische activiteiten;Zuidwest-Gelderland (CR);2023 december;118.1
518;A-U Alle economische activiteiten;Utrecht (CR);2010 december;666.0
519;A-U Alle economische activiteiten;Utrecht (CR);2011 december;674.2
520;A-U Alle economische activiteiten;Utrecht (CR);2012 december;666.6
521;A-U Alle economische activiteiten;Utrecht (CR);2013 december;658.9
522;A-U Alle economische activiteiten;Utrecht (CR);2014 december;662.1
523;A-U Alle economische activiteiten;Utrecht (CR);2015 december;666.3
524;A-U Alle economische activiteiten;Utrecht (CR);2016 december;675.9
525;A-U Alle economische activiteiten;Utrecht (CR);2017 december;706.7
526;A-U Alle economische activiteiten;Utrecht (CR);2018 december;725.5
527;A-U Alle economische activiteiten;Utrecht (CR);2019 december;750.7
528;A-U Alle economische activiteiten;Utrecht (CR);2020 december;752.7
529;A-U Alle economische activiteiten;Utrecht (CR);2021 december;778.1
530;A-U Alle economische activiteiten;Utrecht (CR);2022 december;802.9
531;A-U Alle economische activiteiten;Utrecht (CR);2023 december;818.6
532;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2010 december;140.9
533;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2011 december;144.6
534;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2012 december;141.5
535;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2013 december;138.5
536;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2014 december;139.1
537;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2015 december;140.9
538;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2016 december;142.2
539;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2017 december;144.6
540;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2018 december;147.8
541;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2019 december;149.8
542;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2020 december;147.9
543;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2021 december;151.2
544;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2022 december;152.6
545;A-U Alle economische activiteiten;Kop van Noord-Holland (CR);2023 december;160.2
546;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2010 december;98.0
547;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2011 december;100.2
548;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2012 december;98.6
549;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2013 december;94.5
550;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2014 december;94.4
551;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2015 december;96.4
552;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2016 december;97.5
553;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2017 december;98.9
554;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2018 december;99.4
555;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2019 december;101.8
556;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2020 december;101.5
557;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2021 december;103.9
558;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2022 december;106.4
559;A-U Alle economische activiteiten;Alkmaar en omgeving (CR);2023 december;108.0
560;A-U Alle economische activiteiten;IJmond (CR);2010 december;73.4
561;A-U Alle economische activiteiten;IJmond (CR);2011 december;73.9
562;A-U Alle economische activiteiten;IJmond (CR);2012 december;73.0
563;A-U Alle economische activiteiten;IJmond (CR);2013 december;71.8
564;A-U Alle economische activiteiten;IJmond (CR);2014 december;71.6
565;A-U Alle economische activiteiten;IJmond (CR);2015 december;71.2
566;A-U Alle economische activiteiten;IJmond (CR);2016 december;70.6
567;A-U Alle economische activiteiten;IJmond (CR);2017 december;70.7
568;A-U Alle economische activiteiten;IJmond (CR);2018 december;73.0
569;A-U Alle economische activiteiten;IJmond (CR);2019 december;73.3
570;A-U Alle economische activiteiten;IJmond (CR);2020 december;72.0
571;A-U Alle economische activiteiten;IJmond (CR);2021 december;73.5
572;A-U Alle economische activiteiten;IJmond (CR);2022 december;75.9
573;A-U Alle economische activiteiten;IJmond (CR);2023 december;75.6
574;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2010 december;86.6
575;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2011 december;85.3
576;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2012 december;84.1
577;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2013 december;82.2
578;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2014 december;81.8
579;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2015 december;81.0
580;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2016 december;83.8
581;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2017 december;84.5
582;A-U Alle economische activiteiten;Agglomeratie Haarlem (CR);2018 december;86.7
