ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
1618;Listed monuments total;Twente (CR);2015;1250
1619;Listed monuments total;Twente (CR);2016;1250
1620;Listed monuments total;Twente (CR);2017;1247
1621;Listed monuments total;Twente (CR);2018;1247
1622;Listed monuments total;Twente (CR);2019;1247
1623;Listed monuments total;Twente (CR);2020;1246
1624;Listed monuments total;Veluwe (CR);1965;249
1625;Listed monuments total;Veluwe (CR);1966;250
1626;Listed monuments total;Veluwe (CR);1967;305
1627;Listed monuments total;Veluwe (CR);1968;395
1628;Listed monuments total;Veluwe (CR);1969;421
1629;Listed monuments total;Veluwe (CR);1970;628
1630;Listed monuments total;Veluwe (CR);1971;791
1631;Listed monuments total;Veluwe (CR);1972;812
1632;Listed monuments total;Veluwe (CR);1973;863
1633;Listed monuments total;Veluwe (CR);1974;927
1634;Listed monuments total;Veluwe (CR);1975;947
1635;Listed monuments total;Veluwe (CR);1976;961
1636;Listed monuments total;Veluwe (CR);1977;973
1637;Listed monuments total;Veluwe (CR);1978;993
1638;Listed monuments total;Veluwe (CR);1979;999
1639;Listed monuments total;Veluwe (CR);1980;1007
1640;Listed monuments total;Veluwe (CR);1981;1032
1641;Listed monuments total;Veluwe (CR);1982;1040
1642;Listed monuments total;Veluwe (CR);1983;1050
1643;Listed monuments total;Veluwe (CR);1984;1063
1644;Listed monuments total;Veluwe (CR);1985;1066
1645;Listed monuments total;Veluwe (CR);1986;1067
1646;Listed monuments total;Veluwe (CR);1987;1086
1647;Listed monuments total;Veluwe (CR);1988;1089
1648;Listed monuments total;Veluwe (CR);1989;1089
1649;Listed monuments total;Veluwe (CR);1990;1086
1650;Listed monuments total;Veluwe (CR);1991;1091
1651;Listed monuments total;Veluwe (CR);1992;1103
1652;Listed monuments total;Veluwe (CR);1993;1111
1653;Listed monuments total;Veluwe (CR);1994;1114
1654;Listed monuments total;Veluwe (CR);1995;1114
1655;Listed monuments total;Veluwe (CR);1996;1114
1656;Listed monuments total;Veluwe (CR);1997;1118
1657;Listed monuments total;Veluwe (CR);1998;1128
1658;Listed monuments total;Veluwe (CR);1999;1127
1659;Listed monuments total;Veluwe (CR);2000;1249
1660;Listed monuments total;Veluwe (CR);2001;1266
1661;Listed monuments total;Veluwe (CR);2002;1503
1662;Listed monuments total;Veluwe (CR);2003;1548
1663;Listed monuments total;Veluwe (CR);2004;1603
1664;Listed monuments total;Veluwe (CR);2005;1716
1665;Listed monuments total;Veluwe (CR);2006;1757
1666;Listed monuments total;Veluwe (CR);2007;1808
1667;Listed monuments total;Veluwe (CR);2008;1808
1668;Listed monuments total;Veluwe (CR);2009;1813
1669;Listed monuments total;Veluwe (CR);2010;1838
1670;Listed monuments total;Veluwe (CR);2011;1849
1671;Listed monuments total;Veluwe (CR);2012;1875
1672;Listed monuments total;Veluwe (CR);2013;1830
1673;Listed monuments total;Veluwe (CR);2014;1832
1674;Listed monuments total;Veluwe (CR);2015;1830
1675;Listed monuments total;Veluwe (CR);2016;1830
1676;Listed monuments total;Veluwe (CR);2017;1828
1677;Listed monuments total;Veluwe (CR);2018;1828
1678;Listed monuments total;Veluwe (CR);2019;1823
1679;Listed monuments total;Veluwe (CR);2020;1822
1680;Listed monuments total;Achterhoek (CR);1965;0
1681;Listed monuments total;Achterhoek (CR);1966;569
1682;Listed monuments total;Achterhoek (CR);1967;701
1683;Listed monuments total;Achterhoek (CR);1968;705
1684;Listed monuments total;Achterhoek (CR);1969;710
1685;Listed monuments total;Achterhoek (CR);1970;712
1686;Listed monuments total;Achterhoek (CR);1971;739
1687;Listed monuments total;Achterhoek (CR);1972;741
1688;Listed monuments total;Achterhoek (CR);1973;744
1689;Listed monuments total;Achterhoek (CR);1974;750
1690;Listed monuments total;Achterhoek (CR);1975;757
1691;Listed monuments total;Achterhoek (CR);1976;779
1692;Listed monuments total;Achterhoek (CR);1977;792
1693;Listed monuments total;Achterhoek (CR);1978;814
1694;Listed monuments total;Achterhoek (CR);1979;822
1695;Listed monuments total;Achterhoek (CR);1980;823
1696;Listed monuments total;Achterhoek (CR);1981;824
1697;Listed monuments total;Achterhoek (CR);1982;826
1698;Listed monuments total;Achterhoek (CR);1983;829
1699;Listed monuments total;Achterhoek (CR);1984;831
1700;Listed monuments total;Achterhoek (CR);1985;831
1701;Listed monuments total;Achterhoek (CR);1986;831
1702;Listed monuments total;Achterhoek (CR);1987;831
1703;Listed monuments total;Achterhoek (CR);1988;832
1704;Listed monuments total;Achterhoek (CR);1989;833
1705;Listed monuments total;Achterhoek (CR);1990;833
1706;Listed monuments total;Achterhoek (CR);1991;831
1707;Listed monuments total;Achterhoek (CR);1992;833
1708;Listed monuments total;Achterhoek (CR);1993;848
1709;Listed monuments total;Achterhoek (CR);1994;862
1710;Listed monuments total;Achterhoek (CR);1995;862
1711;Listed monuments total;Achterhoek (CR);1996;862
1712;Listed monuments total;Achterhoek (CR);1997;864
1713;Listed monuments total;Achterhoek (CR);1998;868
1714;Listed monuments total;Achterhoek (CR);1999;955
1715;Listed monuments total;Achterhoek (CR);2000;1061
1716;Listed monuments total;Achterhoek (CR);2001;1158
1717;Listed monuments total;Achterhoek (CR);2002;1275
1718;Listed monuments total;Achterhoek (CR);2003;1284
1719;Listed monuments total;Achterhoek (CR);2004;1357
1720;Listed monuments total;Achterhoek (CR);2005;1488
1721;Listed monuments total;Achterhoek (CR);2006;1528
1722;Listed monuments total;Achterhoek (CR);2007;1559
1723;Listed monuments total;Achterhoek (CR);2008;1581
1724;Listed monuments total;Achterhoek (CR);2009;1581
1725;Listed monuments total;Achterhoek (CR);2010;1617
1726;Listed monuments total;Achterhoek (CR);2011;1621
1727;Listed monuments total;Achterhoek (CR);2012;1621
1728;Listed monuments total;Achterhoek (CR);2013;1569
1729;Listed monuments total;Achterhoek (CR);2014;1567
1730;Listed monuments total;Achterhoek (CR);2015;1566
1731;Listed monuments total;Achterhoek (CR);2016;1566
1732;Listed monuments total;Achterhoek (CR);2017;1567
1733;Listed monuments total;Achterhoek (CR);2018;1567
1734;Listed monuments total;Achterhoek (CR);2019;1567
1735;Listed monuments total;Achterhoek (CR);2020;1567
1736;Listed monuments total;Arnhem/Nijmegen (CR);1965;82
1737;Listed monuments total;Arnhem/Nijmegen (CR);1966;260
1738;Listed monuments total;Arnhem/Nijmegen (CR);1967;299
1739;Listed monuments total;Arnhem/Nijmegen (CR);1968;322
1740;Listed monuments total;Arnhem/Nijmegen (CR);1969;326
1741;Listed monuments total;Arnhem/Nijmegen (CR);1970;378
1742;Listed monuments total;Arnhem/Nijmegen (CR);1971;561
1743;Listed monuments total;Arnhem/Nijmegen (CR);1972;565
1744;Listed monuments total;Arnhem/Nijmegen (CR);1973;672
1745;Listed monuments total;Arnhem/Nijmegen (CR);1974;686
1746;Listed monuments total;Arnhem/Nijmegen (CR);1975;707
1747;Listed monuments total;Arnhem/Nijmegen (CR);1976;729
1748;Listed monuments total;Arnhem/Nijmegen (CR);1977;734
1749;Listed monuments total;Arnhem/Nijmegen (CR);1978;752
1750;Listed monuments total;Arnhem/Nijmegen (CR);1979;756
1751;Listed monuments total;Arnhem/Nijmegen (CR);1980;792
1752;Listed monuments total;Arnhem/Nijmegen (CR);1981;796
1753;Listed monuments total;Arnhem/Nijmegen (CR);1982;799
1754;Listed monuments total;Arnhem/Nijmegen (CR);1983;802
1755;Listed monuments total;Arnhem/Nijmegen (CR);1984;802
1756;Listed monuments total;Arnhem/Nijmegen (CR);1985;807
1757;Listed monuments total;Arnhem/Nijmegen (CR);1986;822
1758;Listed monuments total;Arnhem/Nijmegen (CR);1987;822
1759;Listed monuments total;Arnhem/Nijmegen (CR);1988;827
1760;Listed monuments total;Arnhem/Nijmegen (CR);1989;829
1761;Listed monuments total;Arnhem/Nijmegen (CR);1990;839
1762;Listed monuments total;Arnhem/Nijmegen (CR);1991;842
1763;Listed monuments total;Arnhem/Nijmegen (CR);1992;844
1764;Listed monuments total;Arnhem/Nijmegen (CR);1993;867
1765;Listed monuments total;Arnhem/Nijmegen (CR);1994;868
1766;Listed monuments total;Arnhem/Nijmegen (CR);1995;868
1767;Listed monuments total;Arnhem/Nijmegen (CR);1996;868
1768;Listed monuments total;Arnhem/Nijmegen (CR);1997;869
1769;Listed monuments total;Arnhem/Nijmegen (CR);1998;869
1770;Listed monuments total;Arnhem/Nijmegen (CR);1999;884
1771;Listed monuments total;Arnhem/Nijmegen (CR);2000;1104
1772;Listed monuments total;Arnhem/Nijmegen (CR);2001;1270
1773;Listed monuments total;Arnhem/Nijmegen (CR);2002;1515
1774;Listed monuments total;Arnhem/Nijmegen (CR);2003;1527
1775;Listed monuments total;Arnhem/Nijmegen (CR);2004;1598
1776;Listed monuments total;Arnhem/Nijmegen (CR);2005;1644
1777;Listed monuments total;Arnhem/Nijmegen (CR);2006;1762
1778;Listed monuments total;Arnhem/Nijmegen (CR);2007;1767
1779;Listed monuments total;Arnhem/Nijmegen (CR);2008;1768
1780;Listed monuments total;Arnhem/Nijmegen (CR);2009;1767
1781;Listed monuments total;Arnhem/Nijmegen (CR);2010;1845
1782;Listed monuments total;Arnhem/Nijmegen (CR);2011;1869
1783;Listed monuments total;Arnhem/Nijmegen (CR);2012;1970
1784;Listed monuments total;Arnhem/Nijmegen (CR);2013;1922
1785;Listed monuments total;Arnhem/Nijmegen (CR);2014;1921
1786;Listed monuments total;Arnhem/Nijmegen (CR);2015;1930
1787;Listed monuments total;Arnhem/Nijmegen (CR);2016;1938
1788;Listed monuments total;Arnhem/Nijmegen (CR);2017;1938
1789;Listed monuments total;Arnhem/Nijmegen (CR);2018;1936
1790;Listed monuments total;Arnhem/Nijmegen (CR);2019;1936
1791;Listed monuments total;Arnhem/Nijmegen (CR);2020;1934
1792;Listed monuments total;Zuidwest-Gelderland (CR);1965;0
1793;Listed monuments total;Zuidwest-Gelderland (CR);1966;0
1794;Listed monuments total;Zuidwest-Gelderland (CR);1967;16
1795;Listed monuments total;Zuidwest-Gelderland (CR);1968;16
1796;Listed monuments total;Zuidwest-Gelderland (CR);1969;22
1797;Listed monuments total;Zuidwest-Gelderland (CR);1970;98
1798;Listed monuments total;Zuidwest-Gelderland (CR);1971;718
1799;Listed monuments total;Zuidwest-Gelderland (CR);1972;720
1800;Listed monuments total;Zuidwest-Gelderland (CR);1973;740
1801;Listed monuments total;Zuidwest-Gelderland (CR);1974;750
1802;Listed monuments total;Zuidwest-Gelderland (CR);1975;765
1803;Listed monuments total;Zuidwest-Gelderland (CR);1976;818
1804;Listed monuments total;Zuidwest-Gelderland (CR);1977;850
1805;Listed monuments total;Zuidwest-Gelderland (CR);1978;854
1806;Listed monuments total;Zuidwest-Gelderland (CR);1979;855
1807;Listed monuments total;Zuidwest-Gelderland (CR);1980;859
1808;Listed monuments total;Zuidwest-Gelderland (CR);1981;863
1809;Listed monuments total;Zuidwest-Gelderland (CR);1982;868
1810;Listed monuments total;Zuidwest-Gelderland (CR);1983;869
1811;Listed monuments total;Zuidwest-Gelderland (CR);1984;870
1812;Listed monuments total;Zuidwest-Gelderland (CR);1985;873
1813;Listed monuments total;Zuidwest-Gelderland (CR);1986;873
1814;Listed monuments total;Zuidwest-Gelderland (CR);1987;873
1815;Listed monuments total;Zuidwest-Gelderland (CR);1988;878
1816;Listed monuments total;Zuidwest-Gelderland (CR);1989;873
1817;Listed monuments total;Zuidwest-Gelderland (CR);1990;871
1818;Listed monuments total;Zuidwest-Gelderland (CR);1991;871
1819;Listed monuments total;Zuidwest-Gelderland (CR);1992;874
1820;Listed monuments total;Zuidwest-Gelderland (CR);1993;874
1821;Listed monuments total;Zuidwest-Gelderland (CR);1994;884
1822;Listed monuments total;Zuidwest-Gelderland (CR);1995;884
1823;Listed monuments total;Zuidwest-Gelderland (CR);1996;885
1824;Listed monuments total;Zuidwest-Gelderland (CR);1997;885
1825;Listed monuments total;Zuidwest-Gelderland (CR);1998;887
1826;Listed monuments total;Zuidwest-Gelderland (CR);1999;897
1827;Listed monuments total;Zuidwest-Gelderland (CR);2000;896
1828;Listed monuments total;Zuidwest-Gelderland (CR);2001;996
1829;Listed monuments total;Zuidwest-Gelderland (CR);2002;1056
1830;Listed monuments total;Zuidwest-Gelderland (CR);2003;1066
1831;Listed monuments total;Zuidwest-Gelderland (CR);2004;1084
1832;Listed monuments total;Zuidwest-Gelderland (CR);2005;1108
1833;Listed monuments total;Zuidwest-Gelderland (CR);2006;1161
1834;Listed monuments total;Zuidwest-Gelderland (CR);2007;1165
1835;Listed monuments total;Zuidwest-Gelderland (CR);2008;1169
1836;Listed monuments total;Zuidwest-Gelderland (CR);2009;1167
1837;Listed monuments total;Zuidwest-Gelderland (CR);2010;1164
1838;Listed monuments total;Zuidwest-Gelderland (CR);2011;1164
1839;Listed monuments total;Zuidwest-Gelderland (CR);2012;1165
1840;Listed monuments total;Zuidwest-Gelderland (CR);2013;1139
1841;Listed monuments total;Zuidwest-Gelderland (CR);2014;1195
1842;Listed monuments total;Zuidwest-Gelderland (CR);2015;1233
1843;Listed monuments total;Zuidwest-Gelderland (CR);2016;1229
1844;Listed monuments total;Zuidwest-Gelderland (CR);2017;1239
1845;Listed monuments total;Zuidwest-Gelderland (CR);2018;1239
1846;Listed monuments total;Zuidwest-Gelderland (CR);2019;1236
1847;Listed monuments total;Zuidwest-Gelderland (CR);2020;1235
1848;Listed monuments total;Utrecht (CR);1965;105
1849;Listed monuments total;Utrecht (CR);1966;710
1850;Listed monuments total;Utrecht (CR);1967;1620
1851;Listed monuments total;Utrecht (CR);1968;1751
1852;Listed monuments total;Utrecht (CR);1969;1787
1853;Listed monuments total;Utrecht (CR);1970;1990
1854;Listed monuments total;Utrecht (CR);1971;2241
1855;Listed monuments total;Utrecht (CR);1972;2560
1856;Listed monuments total;Utrecht (CR);1973;2858
1857;Listed monuments total;Utrecht (CR);1974;2917
1858;Listed monuments total;Utrecht (CR);1975;3051
1859;Listed monuments total;Utrecht (CR);1976;3097
1860;Listed monuments total;Utrecht (CR);1977;3122
1861;Listed monuments total;Utrecht (CR);1978;3155
1862;Listed monuments total;Utrecht (CR);1979;3174
1863;Listed monuments total;Utrecht (CR);1980;3181
1864;Listed monuments total;Utrecht (CR);1981;3186
1865;Listed monuments total;Utrecht (CR);1982;3200
1866;Listed monuments total;Utrecht (CR);1983;3206
1867;Listed monuments total;Utrecht (CR);1984;3209
1868;Listed monuments total;Utrecht (CR);1985;3240
1869;Listed monuments total;Utrecht (CR);1986;3252
1870;Listed monuments total;Utrecht (CR);1987;3255
1871;Listed monuments total;Utrecht (CR);1988;3269
1872;Listed monuments total;Utrecht (CR);1989;3272
1873;Listed monuments total;Utrecht (CR);1990;3317
1874;Listed monuments total;Utrecht (CR);1991;3361
1875;Listed monuments total;Utrecht (CR);1992;3567
1876;Listed monuments total;Utrecht (CR);1993;3621
1877;Listed monuments total;Utrecht (CR);1994;3636
1878;Listed monuments total;Utrecht (CR);1995;3636
1879;Listed monuments total;Utrecht (CR);1996;3644
1880;Listed monuments total;Utrecht (CR);1997;3716
1881;Listed monuments total;Utrecht (CR);1998;3847
1882;Listed monuments total;Utrecht (CR);1999;4194
1883;Listed monuments total;Utrecht (CR);2000;4403
1884;Listed monuments total;Utrecht (CR);2001;4955
1885;Listed monuments total;Utrecht (CR);2002;5134
1886;Listed monuments total;Utrecht (CR);2003;5191
1887;Listed monuments total;Utrecht (CR);2004;5280
1888;Listed monuments total;Utrecht (CR);2005;5375
1889;Listed monuments total;Utrecht (CR);2006;5487
1890;Listed monuments total;Utrecht (CR);2007;5547
1891;Listed monuments total;Utrecht (CR);2008;5549
1892;Listed monuments total;Utrecht (CR);2009;5578
1893;Listed monuments total;Utrecht (CR);2010;5587
1894;Listed monuments total;Utrecht (CR);2011;5731
1895;Listed monuments total;Utrecht (CR);2012;5845
1896;Listed monuments total;Utrecht (CR);2013;5746
1897;Listed monuments total;Utrecht (CR);2014;5756
1898;Listed monuments total;Utrecht (CR);2015;5776
1899;Listed monuments total;Utrecht (CR);2016;5884
1900;Listed monuments total;Utrecht (CR);2017;5883
1901;Listed monuments total;Utrecht (CR);2018;5878
1902;Listed monuments total;Utrecht (CR);2019;5873
1903;Listed monuments total;Utrecht (CR);2020;5869
1904;Listed monuments total;Kop van Noord-Holland (CR);1965;380
1905;Listed monuments total;Kop van Noord-Holland (CR);1966;690
1906;Listed monuments total;Kop van Noord-Holland (CR);1967;697
1907;Listed monuments total;Kop van Noord-Holland (CR);1968;697
1908;Listed monuments total;Kop van Noord-Holland (CR);1969;697
1909;Listed monuments total;Kop van Noord-Holland (CR);1970;728
1910;Listed monuments total;Kop van Noord-Holland (CR);1971;791
1911;Listed monuments total;Kop van Noord-Holland (CR);1972;859
1912;Listed monuments total;Kop van Noord-Holland (CR);1973;916
1913;Listed monuments total;Kop van Noord-Holland (CR);1974;943
1914;Listed monuments total;Kop van Noord-Holland (CR);1975;959
1915;Listed monuments total;Kop van Noord-Holland (CR);1976;1144
1916;Listed monuments total;Kop van Noord-Holland (CR);1977;1160
1917;Listed monuments total;Kop van Noord-Holland (CR);1978;1178
1918;Listed monuments total;Kop van Noord-Holland (CR);1979;1199
1919;Listed monuments total;Kop van Noord-Holland (CR);1980;1212
1920;Listed monuments total;Kop van Noord-Holland (CR);1981;1213
1921;Listed monuments total;Kop van Noord-Holland (CR);1982;1218
1922;Listed monuments total;Kop van Noord-Holland (CR);1983;1219
1923;Listed monuments total;Kop van Noord-Holland (CR);1984;1225
1924;Listed monuments total;Kop van Noord-Holland (CR);1985;1228
1925;Listed monuments total;Kop van Noord-Holland (CR);1986;1230
1926;Listed monuments total;Kop van Noord-Holland (CR);1987;1230
1927;Listed monuments total;Kop van Noord-Holland (CR);1988;1236
1928;Listed monuments total;Kop van Noord-Holland (CR);1989;1238
1929;Listed monuments total;Kop van Noord-Holland (CR);1990;1262
1930;Listed monuments total;Kop van Noord-Holland (CR);1991;1261
1931;Listed monuments total;Kop van Noord-Holland (CR);1992;1261
1932;Listed monuments total;Kop van Noord-Holland (CR);1993;1274
1933;Listed monuments total;Kop van Noord-Holland (CR);1994;1272
1934;Listed monuments total;Kop van Noord-Holland (CR);1995;1272
1935;Listed monuments total;Kop van Noord-Holland (CR);1996;1339
1936;Listed monuments total;Kop van Noord-Holland (CR);1997;1362
1937;Listed monuments total;Kop van Noord-Holland (CR);1998;1460
1938;Listed monuments total;Kop van Noord-Holland (CR);1999;1526
1939;Listed monuments total;Kop van Noord-Holland (CR);2000;1530
1940;Listed monuments total;Kop van Noord-Holland (CR);2001;1574
1941;Listed monuments total;Kop van Noord-Holland (CR);2002;1578
1942;Listed monuments total;Kop van Noord-Holland (CR);2003;1580
1943;Listed monuments total;Kop van Noord-Holland (CR);2004;1586
1944;Listed monuments total;Kop van Noord-Holland (CR);2005;1591
1945;Listed monuments total;Kop van Noord-Holland (CR);2006;1589
1946;Listed monuments total;Kop van Noord-Holland (CR);2007;1589
1947;Listed monuments total;Kop van Noord-Holland (CR);2008;1589
1948;Listed monuments total;Kop van Noord-Holland (CR);2009;1588
1949;Listed monuments total;Kop van Noord-Holland (CR);2010;1589
1950;Listed monuments total;Kop van Noord-Holland (CR);2011;1589
1951;Listed monuments total;Kop van Noord-Holland (CR);2012;1589
1952;Listed monuments total;Kop van Noord-Holland (CR);2013;1578
1953;Listed monuments total;Kop van Noord-Holland (CR);2014;1575
1954;Listed monuments total;Kop van Noord-Holland (CR);2015;1574
1955;Listed monuments total;Kop van Noord-Holland (CR);2016;1576
1956;Listed monuments total;Kop van Noord-Holland (CR);2017;1575
1957;Listed monuments total;Kop van Noord-Holland (CR);2018;1574
1958;Listed monuments total;Kop van Noord-Holland (CR);2019;1570
1959;Listed monuments total;Kop van Noord-Holland (CR);2020;1566
1960;Listed monuments total;Alkmaar en omgeving (CR);1965;0
1961;Listed monuments total;Alkmaar en omgeving (CR);1966;0
1962;Listed monuments total;Alkmaar en omgeving (CR);1967;125
1963;Listed monuments total;Alkmaar en omgeving (CR);1968;140
1964;Listed monuments total;Alkmaar en omgeving (CR);1969;445
1965;Listed monuments total;Alkmaar en omgeving (CR);1970;445
1966;Listed monuments total;Alkmaar en omgeving (CR);1971;449
1967;Listed monuments total;Alkmaar en omgeving (CR);1972;478
1968;Listed monuments total;Alkmaar en omgeving (CR);1973;499
1969;Listed monuments total;Alkmaar en omgeving (CR);1974;505
1970;Listed monuments total;Alkmaar en omgeving (CR);1975;512
1971;Listed monuments total;Alkmaar en omgeving (CR);1976;534
1972;Listed monuments total;Alkmaar en omgeving (CR);1977;538
1973;Listed monuments total;Alkmaar en omgeving (CR);1978;541
1974;Listed monuments total;Alkmaar en omgeving (CR);1979;546
1975;Listed monuments total;Alkmaar en omgeving (CR);1980;547
1976;Listed monuments total;Alkmaar en omgeving (CR);1981;548
1977;Listed monuments total;Alkmaar en omgeving (CR);1982;548
1978;Listed monuments total;Alkmaar en omgeving (CR);1983;548
1979;Listed monuments total;Alkmaar en omgeving (CR);1984;549
1980;Listed monuments total;Alkmaar en omgeving (CR);1985;568
1981;Listed monuments total;Alkmaar en omgeving (CR);1986;569
1982;Listed monuments total;Alkmaar en omgeving (CR);1987;569
1983;Listed monuments total;Alkmaar en omgeving (CR);1988;569
1984;Listed monuments total;Alkmaar en omgeving (CR);1989;570
1985;Listed monuments total;Alkmaar en omgeving (CR);1990;568
1986;Listed monuments total;Alkmaar en omgeving (CR);1991;568
1987;Listed monuments total;Alkmaar en omgeving (CR);1992;568
1988;Listed monuments total;Alkmaar en omgeving (CR);1993;567
1989;Listed monuments total;Alkmaar en omgeving (CR);1994;567
1990;Listed monuments total;Alkmaar en omgeving (CR);1995;567
1991;Listed monuments total;Alkmaar en omgeving (CR);1996;570
1992;Listed monuments total;Alkmaar en omgeving (CR);1997;594
1993;Listed monuments total;Alkmaar en omgeving (CR);1998;594
1994;Listed monuments total;Alkmaar en omgeving (CR);1999;594
1995;Listed monuments total;Alkmaar en omgeving (CR);2000;617
1996;Listed monuments total;Alkmaar en omgeving (CR);2001;680
1997;Listed monuments total;Alkmaar en omgeving (CR);2002;746
1998;Listed monuments total;Alkmaar en omgeving (CR);2003;747
1999;Listed monuments total;Alkmaar en omgeving (CR);2004;761
2000;Listed monuments total;Alkmaar en omgeving (CR);2005;760
2001;Listed monuments total;Alkmaar en omgeving (CR);2006;760
2002;Listed monuments total;Alkmaar en omgeving (CR);2007;760
2003;Listed monuments total;Alkmaar en omgeving (CR);2008;779
2004;Listed monuments total;Alkmaar en omgeving (CR);2009;782
2005;Listed monuments total;Alkmaar en omgeving (CR);2010;782
2006;Listed monuments total;Alkmaar en omgeving (CR);2011;782
2007;Listed monuments total;Alkmaar en omgeving (CR);2012;782
2008;Listed monuments total;Alkmaar en omgeving (CR);2013;776
2009;Listed monuments total;Alkmaar en omgeving (CR);2014;776
2010;Listed monuments total;Alkmaar en omgeving (CR);2015;775
2011;Listed monuments total;Alkmaar en omgeving (CR);2016;774
2012;Listed monuments total;Alkmaar en omgeving (CR);2017;774
2013;Listed monuments total;Alkmaar en omgeving (CR);2018;774
2014;Listed monuments total;Alkmaar en omgeving (CR);2019;773
2015;Listed monuments total;Alkmaar en omgeving (CR);2020;772
2016;Listed monuments total;IJmond (CR);1965;0
2017;Listed monuments total;IJmond (CR);1966;0
2018;Listed monuments total;IJmond (CR);1967;36
2019;Listed monuments total;IJmond (CR);1968;36
2020;Listed monuments total;IJmond (CR);1969;36
2021;Listed monuments total;IJmond (CR);1970;36
2022;Listed monuments total;IJmond (CR);1971;36
2023;Listed monuments total;IJmond (CR);1972;36
2024;Listed monuments total;IJmond (CR);1973;88
2025;Listed monuments total;IJmond (CR);1974;88
2026;Listed monuments total;IJmond (CR);1975;91
2027;Listed monuments total;IJmond (CR);1976;92
2028;Listed monuments total;IJmond (CR);1977;95
2029;Listed monuments total;IJmond (CR);1978;96
2030;Listed monuments total;IJmond (CR);1979;99
2031;Listed monuments total;IJmond (CR);1980;99
2032;Listed monuments total;IJmond (CR);1981;101
2033;Listed monuments total;IJmond (CR);1982;103
2034;Listed monuments total;IJmond (CR);1983;103
2035;Listed monuments total;IJmond (CR);1984;104
2036;Listed monuments total;IJmond (CR);1985;108
2037;Listed monuments total;IJmond (CR);1986;108
2038;Listed monuments total;IJmond (CR);1987;108
2039;Listed monuments total;IJmond (CR);1988;108
2040;Listed monuments total;IJmond (CR);1989;108
2041;Listed monuments total;IJmond (CR);1990;108
2042;Listed monuments total;IJmond (CR);1991;115
2043;Listed monuments total;IJmond (CR);1992;115
2044;Listed monuments total;IJmond (CR);1993;116
2045;Listed monuments total;IJmond (CR);1994;116
2046;Listed monuments total;IJmond (CR);1995;117
2047;Listed monuments total;IJmond (CR);1996;117
2048;Listed monuments total;IJmond (CR);1997;117
2049;Listed monuments total;IJmond (CR);1998;142
2050;Listed monuments total;IJmond (CR);1999;144
2051;Listed monuments total;IJmond (CR);2000;149
2052;Listed monuments total;IJmond (CR);2001;219
2053;Listed monuments total;IJmond (CR);2002;226
2054;Listed monuments total;IJmond (CR);2003;226
2055;Listed monuments total;IJmond (CR);2004;265
2056;Listed monuments total;IJmond (CR);2005;265
2057;Listed monuments total;IJmond (CR);2006;286
2058;Listed monuments total;IJmond (CR);2007;286
2059;Listed monuments total;IJmond (CR);2008;286
2060;Listed monuments total;IJmond (CR);2009;286
2061;Listed monuments total;IJmond (CR);2010;286
2062;Listed monuments total;IJmond (CR);2011;286
2063;Listed monuments total;IJmond (CR);2012;287
2064;Listed monuments total;IJmond (CR);2013;282
2065;Listed monuments total;IJmond (CR);2014;284
2066;Listed monuments total;IJmond (CR);2015;285
2067;Listed monuments total;IJmond (CR);2016;285
2068;Listed monuments total;IJmond (CR);2017;285
2069;Listed monuments total;IJmond (CR);2018;285
2070;Listed monuments total;IJmond (CR);2019;285
2071;Listed monuments total;IJmond (CR);2020;285
2072;Listed monuments total;Agglomeratie Haarlem (CR);1965;0
2073;Listed monuments total;Agglomeratie Haarlem (CR);1966;0
2074;Listed monuments total;Agglomeratie Haarlem (CR);1967;0
2075;Listed monuments total;Agglomeratie Haarlem (CR);1968;0
2076;Listed monuments total;Agglomeratie Haarlem (CR);1969;928
2077;Listed monuments total;Agglomeratie Haarlem (CR);1970;928
2078;Listed monuments total;Agglomeratie Haarlem (CR);1971;939
2079;Listed monuments total;Agglomeratie Haarlem (CR);1972;944
2080;Listed monuments total;Agglomeratie Haarlem (CR);1973;1076
2081;Listed monuments total;Agglomeratie Haarlem (CR);1974;1091
2082;Listed monuments total;Agglomeratie Haarlem (CR);1975;1099
2083;Listed monuments total;Agglomeratie Haarlem (CR);1976;1112
2084;Listed monuments total;Agglomeratie Haarlem (CR);1977;1112
2085;Listed monuments total;Agglomeratie Haarlem (CR);1978;1116
2086;Listed monuments total;Agglomeratie Haarlem (CR);1979;1118
2087;Listed monuments total;Agglomeratie Haarlem (CR);1980;1125
2088;Listed monuments total;Agglomeratie Haarlem (CR);1981;1125
2089;Listed monuments total;Agglomeratie Haarlem (CR);1982;1125
2090;Listed monuments total;Agglomeratie Haarlem (CR);1983;1125
2091;Listed monuments total;Agglomeratie Haarlem (CR);1984;1141
2092;Listed monuments total;Agglomeratie Haarlem (CR);1985;1141
2093;Listed monuments total;Agglomeratie Haarlem (CR);1986;1143
2094;Listed monuments total;Agglomeratie Haarlem (CR);1987;1159
2095;Listed monuments total;Agglomeratie Haarlem (CR);1988;1160
2096;Listed monuments total;Agglomeratie Haarlem (CR);1989;1164
2097;Listed monuments total;Agglomeratie Haarlem (CR);1990;1209
2098;Listed monuments total;Agglomeratie Haarlem (CR);1991;1214
2099;Listed monuments total;Agglomeratie Haarlem (CR);1992;1215
2100;Listed monuments total;Agglomeratie Haarlem (CR);1993;1215
