ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
542;Listed monuments total;Flevoland (PV);2003;93
543;Listed monuments total;Flevoland (PV);2004;93
544;Listed monuments total;Flevoland (PV);2005;94
545;Listed monuments total;Flevoland (PV);2006;94
546;Listed monuments total;Flevoland (PV);2007;94
547;Listed monuments total;Flevoland (PV);2008;94
548;Listed monuments total;Flevoland (PV);2009;94
549;Listed monuments total;Flevoland (PV);2010;98
550;Listed monuments total;Flevoland (PV);2011;98
551;Listed monuments total;Flevoland (PV);2012;108
552;Listed monuments total;Flevoland (PV);2013;101
553;Listed monuments total;Flevoland (PV);2014;105
554;Listed monuments total;Flevoland (PV);2015;105
555;Listed monuments total;Flevoland (PV);2016;106
556;Listed monuments total;Flevoland (PV);2017;109
557;Listed monuments total;Flevoland (PV);2018;109
558;Listed monuments total;Flevoland (PV);2019;109
559;Listed monuments total;Flevoland (PV);2020;109
560;Listed monuments total;Gelderland (PV);1965;331
561;Listed monuments total;Gelderland (PV);1966;1079
562;Listed monuments total;Gelderland (PV);1967;1321
563;Listed monuments total;Gelderland (PV);1968;1438
564;Listed monuments total;Gelderland (PV);1969;1479
565;Listed monuments total;Gelderland (PV);1970;1816
566;Listed monuments total;Gelderland (PV);1971;2809
567;Listed monuments total;Gelderland (PV);1972;2838
568;Listed monuments total;Gelderland (PV);1973;3019
569;Listed monuments total;Gelderland (PV);1974;3113
570;Listed monuments total;Gelderland (PV);1975;3176
571;Listed monuments total;Gelderland (PV);1976;3287
572;Listed monuments total;Gelderland (PV);1977;3349
573;Listed monuments total;Gelderland (PV);1978;3413
574;Listed monuments total;Gelderland (PV);1979;3432
575;Listed monuments total;Gelderland (PV);1980;3481
576;Listed monuments total;Gelderland (PV);1981;3515
577;Listed monuments total;Gelderland (PV);1982;3533
578;Listed monuments total;Gelderland (PV);1983;3550
579;Listed monuments total;Gelderland (PV);1984;3566
580;Listed monuments total;Gelderland (PV);1985;3577
581;Listed monuments total;Gelderland (PV);1986;3593
582;Listed monuments total;Gelderland (PV);1987;3612
583;Listed monuments total;Gelderland (PV);1988;3626
584;Listed monuments total;Gelderland (PV);1989;3624
585;Listed monuments total;Gelderland (PV);1990;3629
586;Listed monuments total;Gelderland (PV);1991;3635
587;Listed monuments total;Gelderland (PV);1992;3654
588;Listed monuments total;Gelderland (PV);1993;3700
589;Listed monuments total;Gelderland (PV);1994;3728
590;Listed monuments total;Gelderland (PV);1995;3728
591;Listed monuments total;Gelderland (PV);1996;3729
592;Listed monuments total;Gelderland (PV);1997;3736
593;Listed monuments total;Gelderland (PV);1998;3752
594;Listed monuments total;Gelderland (PV);1999;3863
595;Listed monuments total;Gelderland (PV);2000;4310
596;Listed monuments total;Gelderland (PV);2001;4690
597;Listed monuments total;Gelderland (PV);2002;5349
598;Listed monuments total;Gelderland (PV);2003;5425
599;Listed monuments total;Gelderland (PV);2004;5642
600;Listed monuments total;Gelderland (PV);2005;5956
601;Listed monuments total;Gelderland (PV);2006;6208
602;Listed monuments total;Gelderland (PV);2007;6299
603;Listed monuments total;Gelderland (PV);2008;6326
604;Listed monuments total;Gelderland (PV);2009;6328
605;Listed monuments total;Gelderland (PV);2010;6464
606;Listed monuments total;Gelderland (PV);2011;6503
607;Listed monuments total;Gelderland (PV);2012;6631
608;Listed monuments total;Gelderland (PV);2013;6460
609;Listed monuments total;Gelderland (PV);2014;6515
610;Listed monuments total;Gelderland (PV);2015;6559
611;Listed monuments total;Gelderland (PV);2016;6563
612;Listed monuments total;Gelderland (PV);2017;6572
613;Listed monuments total;Gelderland (PV);2018;6570
614;Listed monuments total;Gelderland (PV);2019;6562
615;Listed monuments total;Gelderland (PV);2020;6558
616;Listed monuments total;Utrecht (PV);1965;105
617;Listed monuments total;Utrecht (PV);1966;710
618;Listed monuments total;Utrecht (PV);1967;1620
619;Listed monuments total;Utrecht (PV);1968;1751
620;Listed monuments total;Utrecht (PV);1969;1787
621;Listed monuments total;Utrecht (PV);1970;1990
622;Listed monuments total;Utrecht (PV);1971;2241
623;Listed monuments total;Utrecht (PV);1972;2560
624;Listed monuments total;Utrecht (PV);1973;2858
625;Listed monuments total;Utrecht (PV);1974;2917
626;Listed monuments total;Utrecht (PV);1975;3051
627;Listed monuments total;Utrecht (PV);1976;3097
628;Listed monuments total;Utrecht (PV);1977;3122
629;Listed monuments total;Utrecht (PV);1978;3155
630;Listed monuments total;Utrecht (PV);1979;3174
631;Listed monuments total;Utrecht (PV);1980;3181
632;Listed monuments total;Utrecht (PV);1981;3186
633;Listed monuments total;Utrecht (PV);1982;3200
634;Listed monuments total;Utrecht (PV);1983;3206
635;Listed monuments total;Utrecht (PV);1984;3209
636;Listed monuments total;Utrecht (PV);1985;3240
637;Listed monuments total;Utrecht (PV);1986;3252
638;Listed monuments total;Utrecht (PV);1987;3255
639;Listed monuments total;Utrecht (PV);1988;3269
640;Listed monuments total;Utrecht (PV);1989;3272
641;Listed monuments total;Utrecht (PV);1990;3317
642;Listed monuments total;Utrecht (PV);1991;3361
643;Listed monuments total;Utrecht (PV);1992;3567
644;Listed monuments total;Utrecht (PV);1993;3621
645;Listed monuments total;Utrecht (PV);1994;3636
646;Listed monuments total;Utrecht (PV);1995;3636
647;Listed monuments total;Utrecht (PV);1996;3644
648;Listed monuments total;Utrecht (PV);1997;3716
649;Listed monuments total;Utrecht (PV);1998;3847
650;Listed monuments total;Utrecht (PV);1999;4194
651;Listed monuments total;Utrecht (PV);2000;4403
652;Listed monuments total;Utrecht (PV);2001;4955
653;Listed monuments total;Utrecht (PV);2002;5134
654;Listed monuments total;Utrecht (PV);2003;5191
655;Listed monuments total;Utrecht (PV);2004;5280
656;Listed monuments total;Utrecht (PV);2005;5375
657;Listed monuments total;Utrecht (PV);2006;5487
658;Listed monuments total;Utrecht (PV);2007;5547
659;Listed monuments total;Utrecht (PV);2008;5549
660;Listed monuments total;Utrecht (PV);2009;5578
661;Listed monuments total;Utrecht (PV);2010;5587
662;Listed monuments total;Utrecht (PV);2011;5731
663;Listed monuments total;Utrecht (PV);2012;5845
664;Listed monuments total;Utrecht (PV);2013;5746
665;Listed monuments total;Utrecht (PV);2014;5756
666;Listed monuments total;Utrecht (PV);2015;5776
667;Listed monuments total;Utrecht (PV);2016;5884
668;Listed monuments total;Utrecht (PV);2017;5883
669;Listed monuments total;Utrecht (PV);2018;5878
670;Listed monuments total;Utrecht (PV);2019;5873
671;Listed monuments total;Utrecht (PV);2020;5869
672;Listed monuments total;Noord-Holland (PV);1965;380
673;Listed monuments total;Noord-Holland (PV);1966;736
674;Listed monuments total;Noord-Holland (PV);1967;1248
675;Listed monuments total;Noord-Holland (PV);1968;1455
676;Listed monuments total;Noord-Holland (PV);1969;2846
677;Listed monuments total;Noord-Holland (PV);1970;9360
678;Listed monuments total;Noord-Holland (PV);1971;9488
679;Listed monuments total;Noord-Holland (PV);1972;9609
680;Listed monuments total;Noord-Holland (PV);1973;9972
681;Listed monuments total;Noord-Holland (PV);1974;10300
682;Listed monuments total;Noord-Holland (PV);1975;10443
683;Listed monuments total;Noord-Holland (PV);1976;10790
684;Listed monuments total;Noord-Holland (PV);1977;10894
685;Listed monuments total;Noord-Holland (PV);1978;10968
686;Listed monuments total;Noord-Holland (PV);1979;11020
687;Listed monuments total;Noord-Holland (PV);1980;11082
688;Listed monuments total;Noord-Holland (PV);1981;11117
689;Listed monuments total;Noord-Holland (PV);1982;11149
690;Listed monuments total;Noord-Holland (PV);1983;11156
691;Listed monuments total;Noord-Holland (PV);1984;11209
692;Listed monuments total;Noord-Holland (PV);1985;11266
693;Listed monuments total;Noord-Holland (PV);1986;11284
694;Listed monuments total;Noord-Holland (PV);1987;11306
695;Listed monuments total;Noord-Holland (PV);1988;11343
696;Listed monuments total;Noord-Holland (PV);1989;11345
697;Listed monuments total;Noord-Holland (PV);1990;11408
698;Listed monuments total;Noord-Holland (PV);1991;11480
699;Listed monuments total;Noord-Holland (PV);1992;11504
700;Listed monuments total;Noord-Holland (PV);1993;11538
701;Listed monuments total;Noord-Holland (PV);1994;11569
702;Listed monuments total;Noord-Holland (PV);1995;11596
703;Listed monuments total;Noord-Holland (PV);1996;11827
704;Listed monuments total;Noord-Holland (PV);1997;11900
705;Listed monuments total;Noord-Holland (PV);1998;12285
706;Listed monuments total;Noord-Holland (PV);1999;12616
707;Listed monuments total;Noord-Holland (PV);2000;12738
708;Listed monuments total;Noord-Holland (PV);2001;13204
709;Listed monuments total;Noord-Holland (PV);2002;13648
710;Listed monuments total;Noord-Holland (PV);2003;13727
711;Listed monuments total;Noord-Holland (PV);2004;13944
712;Listed monuments total;Noord-Holland (PV);2005;14009
713;Listed monuments total;Noord-Holland (PV);2006;14099
714;Listed monuments total;Noord-Holland (PV);2007;14112
715;Listed monuments total;Noord-Holland (PV);2008;14149
716;Listed monuments total;Noord-Holland (PV);2009;14164
717;Listed monuments total;Noord-Holland (PV);2010;14204
718;Listed monuments total;Noord-Holland (PV);2011;14213
719;Listed monuments total;Noord-Holland (PV);2012;14216
720;Listed monuments total;Noord-Holland (PV);2013;14147
721;Listed monuments total;Noord-Holland (PV);2014;14103
722;Listed monuments total;Noord-Holland (PV);2015;14102
723;Listed monuments total;Noord-Holland (PV);2016;14114
724;Listed monuments total;Noord-Holland (PV);2017;14126
725;Listed monuments total;Noord-Holland (PV);2018;14101
726;Listed monuments total;Noord-Holland (PV);2019;14086
727;Listed monuments total;Noord-Holland (PV);2020;14074
728;Listed monuments total;Zuid-Holland (PV);1965;0
729;Listed monuments total;Zuid-Holland (PV);1966;1744
730;Listed monuments total;Zuid-Holland (PV);1967;3148
731;Listed monuments total;Zuid-Holland (PV);1968;4481
732;Listed monuments total;Zuid-Holland (PV);1969;4696
733;Listed monuments total;Zuid-Holland (PV);1970;4748
734;Listed monuments total;Zuid-Holland (PV);1971;5009
735;Listed monuments total;Zuid-Holland (PV);1972;5233
736;Listed monuments total;Zuid-Holland (PV);1973;5905
737;Listed monuments total;Zuid-Holland (PV);1974;6048
738;Listed monuments total;Zuid-Holland (PV);1975;6136
739;Listed monuments total;Zuid-Holland (PV);1976;6259
740;Listed monuments total;Zuid-Holland (PV);1977;6332
741;Listed monuments total;Zuid-Holland (PV);1978;6411
742;Listed monuments total;Zuid-Holland (PV);1979;6430
743;Listed monuments total;Zuid-Holland (PV);1980;6466
744;Listed monuments total;Zuid-Holland (PV);1981;6502
745;Listed monuments total;Zuid-Holland (PV);1982;6527
746;Listed monuments total;Zuid-Holland (PV);1983;6564
747;Listed monuments total;Zuid-Holland (PV);1984;6575
748;Listed monuments total;Zuid-Holland (PV);1985;6641
749;Listed monuments total;Zuid-Holland (PV);1986;6664
750;Listed monuments total;Zuid-Holland (PV);1987;6680
751;Listed monuments total;Zuid-Holland (PV);1988;6696
752;Listed monuments total;Zuid-Holland (PV);1989;6721
753;Listed monuments total;Zuid-Holland (PV);1990;6709
754;Listed monuments total;Zuid-Holland (PV);1991;6718
755;Listed monuments total;Zuid-Holland (PV);1992;6738
756;Listed monuments total;Zuid-Holland (PV);1993;6968
757;Listed monuments total;Zuid-Holland (PV);1994;7113
758;Listed monuments total;Zuid-Holland (PV);1995;7133
759;Listed monuments total;Zuid-Holland (PV);1996;7154
760;Listed monuments total;Zuid-Holland (PV);1997;7229
761;Listed monuments total;Zuid-Holland (PV);1998;7334
762;Listed monuments total;Zuid-Holland (PV);1999;7410
763;Listed monuments total;Zuid-Holland (PV);2000;7707
764;Listed monuments total;Zuid-Holland (PV);2001;8094
765;Listed monuments total;Zuid-Holland (PV);2002;8621
766;Listed monuments total;Zuid-Holland (PV);2003;8772
767;Listed monuments total;Zuid-Holland (PV);2004;8856
768;Listed monuments total;Zuid-Holland (PV);2005;8896
769;Listed monuments total;Zuid-Holland (PV);2006;8945
770;Listed monuments total;Zuid-Holland (PV);2007;8971
771;Listed monuments total;Zuid-Holland (PV);2008;9024
772;Listed monuments total;Zuid-Holland (PV);2009;9042
773;Listed monuments total;Zuid-Holland (PV);2010;9116
774;Listed monuments total;Zuid-Holland (PV);2011;9124
775;Listed monuments total;Zuid-Holland (PV);2012;9132
776;Listed monuments total;Zuid-Holland (PV);2013;9013
777;Listed monuments total;Zuid-Holland (PV);2014;9052
778;Listed monuments total;Zuid-Holland (PV);2015;9051
779;Listed monuments total;Zuid-Holland (PV);2016;9052
780;Listed monuments total;Zuid-Holland (PV);2017;9057
781;Listed monuments total;Zuid-Holland (PV);2018;9049
782;Listed monuments total;Zuid-Holland (PV);2019;9050
783;Listed monuments total;Zuid-Holland (PV);2020;9038
784;Listed monuments total;Zeeland (PV);1965;78
785;Listed monuments total;Zeeland (PV);1966;1811
786;Listed monuments total;Zeeland (PV);1967;2353
787;Listed monuments total;Zeeland (PV);1968;2354
788;Listed monuments total;Zeeland (PV);1969;2369
789;Listed monuments total;Zeeland (PV);1970;2377
790;Listed monuments total;Zeeland (PV);1971;2380
791;Listed monuments total;Zeeland (PV);1972;2479
792;Listed monuments total;Zeeland (PV);1973;2637
793;Listed monuments total;Zeeland (PV);1974;2906
794;Listed monuments total;Zeeland (PV);1975;2922
795;Listed monuments total;Zeeland (PV);1976;2973
796;Listed monuments total;Zeeland (PV);1977;2979
797;Listed monuments total;Zeeland (PV);1978;2989
798;Listed monuments total;Zeeland (PV);1979;3019
799;Listed monuments total;Zeeland (PV);1980;3096
800;Listed monuments total;Zeeland (PV);1981;3100
801;Listed monuments total;Zeeland (PV);1982;3112
802;Listed monuments total;Zeeland (PV);1983;3118
803;Listed monuments total;Zeeland (PV);1984;3135
804;Listed monuments total;Zeeland (PV);1985;3135
805;Listed monuments total;Zeeland (PV);1986;3146
806;Listed monuments total;Zeeland (PV);1987;3146
807;Listed monuments total;Zeeland (PV);1988;3149
808;Listed monuments total;Zeeland (PV);1989;3144
809;Listed monuments total;Zeeland (PV);1990;3144
810;Listed monuments total;Zeeland (PV);1991;3154
811;Listed monuments total;Zeeland (PV);1992;3154
812;Listed monuments total;Zeeland (PV);1993;3156
813;Listed monuments total;Zeeland (PV);1994;3156
814;Listed monuments total;Zeeland (PV);1995;3180
815;Listed monuments total;Zeeland (PV);1996;3245
816;Listed monuments total;Zeeland (PV);1997;3422
817;Listed monuments total;Zeeland (PV);1998;3593
818;Listed monuments total;Zeeland (PV);1999;3612
819;Listed monuments total;Zeeland (PV);2000;3631
820;Listed monuments total;Zeeland (PV);2001;3633
821;Listed monuments total;Zeeland (PV);2002;3669
822;Listed monuments total;Zeeland (PV);2003;3679
823;Listed monuments total;Zeeland (PV);2004;3692
824;Listed monuments total;Zeeland (PV);2005;3700
825;Listed monuments total;Zeeland (PV);2006;3708
826;Listed monuments total;Zeeland (PV);2007;3716
827;Listed monuments total;Zeeland (PV);2008;3716
828;Listed monuments total;Zeeland (PV);2009;3723
829;Listed monuments total;Zeeland (PV);2010;3717
830;Listed monuments total;Zeeland (PV);2011;3716
831;Listed monuments total;Zeeland (PV);2012;3715
832;Listed monuments total;Zeeland (PV);2013;3757
833;Listed monuments total;Zeeland (PV);2014;3751
834;Listed monuments total;Zeeland (PV);2015;3747
835;Listed monuments total;Zeeland (PV);2016;3749
836;Listed monuments total;Zeeland (PV);2017;3751
837;Listed monuments total;Zeeland (PV);2018;3750
838;Listed monuments total;Zeeland (PV);2019;3746
839;Listed monuments total;Zeeland (PV);2020;3743
