ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
606;F Construction;2006 January - 2006 December;81.8;2.1;75.9;2.9;0.8
607;F Construction;2006 April - 2007 March;82.6;;76.7;;
608;F Construction;2006 July - 2007 June;83.0;;77.2;;
609;F Construction;2006 October - 2007 September;83.2;;77.5;;
610;F Construction;2007 January - 2007 December;83.2;1.7;77.5;2.1;0.4
611;F Construction;2007 April - 2008 March;84.3;2.1;78.6;2.5;0.3
612;F Construction;2007 July - 2008 June;85.6;3.1;79.8;3.3;0.2
613;F Construction;2007 October - 2008 September;86.0;3.3;80.2;3.6;0.3
614;F Construction;2008 January - 2008 December;86.5;3.9;80.8;4.2;0.3
615;F Construction;2008 April - 2009 March;86.8;2.9;81.2;3.3;0.4
616;F Construction;2008 July - 2009 June;87.8;2.6;82.3;3.2;0.6
617;F Construction;2008 October - 2009 September;87.7;2.0;82.5;2.8;0.7
618;F Construction;2009 January - 2009 December;87.1;0.7;82.1;1.6;0.9
619;F Construction;2009 April - 2010 March;88.4;1.9;83.7;3.1;1.2
620;F Construction;2009 July - 2010 June;88.5;0.9;84.2;2.3;1.4
621;F Construction;2009 October - 2010 September;87.6;-0.2;83.6;1.4;1.5
622;F Construction;2010 January - 2010 December;87.8;0.8;84.1;2.4;1.6
623;F Construction;2010 April - 2011 March;87.1;-1.5;83.6;-0.1;1.3
624;F Construction;2010 July - 2011 June;86.8;-2.0;83.5;-0.9;1.1
625;F Construction;2010 October - 2011 September;86.7;-1.0;83.5;-0.1;0.9
626;F Construction;2011 January - 2011 December;87.4;-0.4;84.4;0.3;0.7
627;F Construction;2011 April - 2012 March;87.9;0.9;84.9;1.6;0.8
628;F Construction;2011 July - 2012 June;88.5;1.9;85.7;2.7;0.8
629;F Construction;2011 October - 2012 September;89.1;2.8;86.6;3.7;0.9
630;F Construction;2012 January - 2012 December;90.1;3.1;87.8;4.1;1.0
631;F Construction;2012 April - 2013 March;91.2;3.8;89.1;4.9;1.1
632;F Construction;2012 July - 2013 June;90.4;2.2;88.6;3.4;1.2
633;F Construction;2012 October - 2013 September;89.8;0.8;88.4;2.0;1.2
634;F Construction;2013 January - 2013 December;89.0;-1.2;87.8;0.0;1.3
635;F Construction;2013 April - 2014 March;88.1;-3.4;87.2;-2.2;1.2
636;F Construction;2013 July - 2014 June;88.0;-2.6;87.3;-1.5;1.1
637;F Construction;2013 October - 2014 September;87.8;-2.3;87.2;-1.3;1.0
638;F Construction;2014 January - 2014 December;88.4;-0.7;88.1;0.3;0.9
639;F Construction;2014 April - 2015 March ;88.4;0.3;88.2;1.2;0.9
640;F Construction;2014 July - 2015 June;88.4;0.4;88.3;1.2;0.7
641;F Construction;2014 October - 2015 September;88.9;1.3;88.9;1.9;0.6
642;F Construction;2015 January - 2015 December;88.1;-0.3;88.2;0.1;0.4
643;F Construction;2015 April - 2016 March;89.1;0.8;89.2;1.1;0.3
644;F Construction;2015 July - 2016 June;88.9;0.5;89.0;0.7;0.3
645;F Construction;2015 October - 2016 September;89.4;0.6;89.6;0.8;0.3
646;F Construction;2016 January - 2016 December;90.3;2.5;90.6;2.8;0.3
647;F Construction;2016 April - 2017 March;89.7;0.7;90.0;1.0;0.3
648;F Construction;2016 July - 2017 June;89.9;1.1;90.2;1.4;0.3
649;F Construction;2016 October - 2017 September;89.9;0.6;90.3;0.7;0.2
650;F Construction;2017 January - 2017 December;90.6;0.3;90.9;0.3;0.0
651;F Construction;2017 April - 2018 March;91.8;2.3;92.0;2.2;-0.1
652;F Construction;2017 July - 2018 June;92.6;3.0;92.7;2.8;-0.2
653;F Construction;2017 October - 2018 September;93.2;3.6;93.3;3.4;-0.2
654;F Construction;2018 January - 2018 December;93.2;2.9;93.4;2.7;-0.2
655;F Construction;2018 April - 2019 March;93.3;1.7;93.4;1.5;-0.1
656;F Construction;2018 July - 2019 June;93.8;1.3;93.9;1.2;-0.1
657;F Construction;2018 October - 2019 September;94.1;1.0;94.2;0.9;-0.1
658;F Construction;2019 January - 2019 December;94.8;1.7;95.0;1.8;0.0
659;F Construction;2019 April - 2020 March;96.1;3.0;96.2;3.0;0.0
660;F Construction;2019 July - 2020 June;96.6;3.0;96.8;3.1;0.1
661;F Construction;2019 October - 2020 September;100.2;6.5;100.4;6.6;0.1
662;F Construction;2020 January - 2020 December;101.7;7.3;101.9;7.3;0.0
663;F Construction;2020 April - 2021 March;101.5;5.7;101.6;5.6;-0.1
664;F Construction;2020 July - 2021 June;102.5;6.1;102.6;5.9;-0.1
665;F Construction;2020 October - 2021 September;101.2;1.1;101.3;0.9;-0.2
666;F Construction;2021 January - 2021 December;100.0;-1.7;100.0;-1.9;-0.2
667;F Construction;2021 April - 2022 March;100.5;-1.0;100.5;-1.1;-0.1
668;F Construction;2021 July - 2022 June;102.0;-0.6;102.0;-0.6;0.0
669;F Construction;2021 October - 2022 September;102.3;1.0;102.3;1.0;0.0
670;F Construction;2022 January - 2022 December;104.1;4.1;104.1;4.1;0.0
671;F Construction;2022 April - 2023 March;105.3;4.7;105.3;4.7;0.0
672;F Construction;2022 July - 2023 June;106.9;4.8;106.8;4.8;-0.1
673;F Construction;2022 October - 2023 September;108.1;5.7;108.1;5.7;-0.1
674;F Construction;2023 January - 2023 December;109.4;5.1;109.4;5.0;0.0
675;F Construction;2023 April - 2024 March;111.0;5.4;111.0;5.4;0.0
676;F Construction;2023 July - 2024 June;112.0;4.8;112.0;4.8;0.0
677;F Construction;2023 October - 2024 September;113.7;5.2;113.7;5.2;0.0
678;F Construction;2024 January - 2024 December;115.5;5.6;115.5;5.6;0.0
679;G-N Commercial services;2001;72.2;;66.0;;
680;G-N Commercial services;2002;75.4;4.4;69.5;5.4;0.9
681;G-N Commercial services;2003;77.5;2.8;72.3;3.9;1.1
682;G-N Commercial services;2004;77.2;-0.5;72.5;0.3;0.8
683;G-N Commercial services;2005;78.5;1.7;74.4;2.7;1.0
684;G-N Commercial services;2006;79.0;0.6;75.5;1.5;0.8
685;G-N Commercial services;2007;81.6;3.3;78.1;3.4;0.1
686;G-N Commercial services;2008;84.2;3.2;80.8;3.4;0.2
687;G-N Commercial services;2009;84.5;0.3;82.5;2.1;1.8
688;G-N Commercial services;2010;84.7;0.3;83.4;1.0;0.8
689;G-N Commercial services;2011;86.2;1.8;85.0;2.0;0.2
690;G-N Commercial services;2012;87.8;1.8;87.3;2.6;0.9
691;G-N Commercial services;2013;89.0;1.4;89.1;2.0;0.6
692;G-N Commercial services;2014;89.4;0.5;89.6;0.5;0.1
693;G-N Commercial services;2015;89.7;0.4;89.4;-0.2;-0.6
694;G-N Commercial services;2016;90.4;0.7;89.5;0.2;-0.5
695;G-N Commercial services;2017;91.6;1.4;90.0;0.5;-0.8
696;G-N Commercial services;2018;94.0;2.6;92.0;2.2;-0.4
697;G-N Commercial services;2019;96.7;2.8;94.7;3.0;0.2
698;G-N Commercial services;2020;97.9;1.3;98.3;3.7;2.4
699;G-N Commercial services;2021;100.0;2.1;100.0;1.8;-0.3
700;G-N Commercial services;2022;106.1;6.1;105.4;5.4;-0.7
701;G-N Commercial services;2023;113.4;6.9;113.3;7.4;0.5
702;G-N Commercial services;2024;119.0;4.9;119.6;5.6;0.6
703;G-N Commercial services;2006 January - 2006 December;79.0;0.6;75.5;1.5;0.8
704;G-N Commercial services;2006 April - 2007 March;79.8;;76.3;;
705;G-N Commercial services;2006 July - 2007 June;80.4;;77.0;;
706;G-N Commercial services;2006 October - 2007 September;80.9;;77.5;;
707;G-N Commercial services;2007 January - 2007 December;81.6;3.3;78.1;3.4;0.1
708;G-N Commercial services;2007 April - 2008 March;82.7;3.5;79.2;3.7;0.2
709;G-N Commercial services;2007 July - 2008 June;83.5;3.8;80.0;3.9;0.1
710;G-N Commercial services;2007 October - 2008 September;83.9;3.7;80.4;3.9;0.1
711;G-N Commercial services;2008 January - 2008 December;84.2;3.2;80.8;3.4;0.2
712;G-N Commercial services;2008 April - 2009 March;84.3;2.0;81.2;2.5;0.5
713;G-N Commercial services;2008 July - 2009 June;84.9;1.7;82.1;2.6;0.9
714;G-N Commercial services;2008 October - 2009 September;84.8;1.0;82.4;2.4;1.4
715;G-N Commercial services;2009 January - 2009 December;84.5;0.3;82.5;2.1;1.8
716;G-N Commercial services;2009 April - 2010 March;85.0;0.8;83.4;2.7;1.9
717;G-N Commercial services;2009 July - 2010 June;85.0;0.2;83.6;1.9;1.7
718;G-N Commercial services;2009 October - 2010 September;84.6;-0.2;83.2;1.0;1.2
719;G-N Commercial services;2010 January - 2010 December;84.7;0.3;83.4;1.0;0.8
720;G-N Commercial services;2010 April - 2011 March;84.9;-0.1;83.6;0.2;0.3
721;G-N Commercial services;2010 July - 2011 June;85.0;0.0;83.7;0.1;0.1
722;G-N Commercial services;2010 October - 2011 September;85.3;0.8;84.0;1.0;0.2
723;G-N Commercial services;2011 January - 2011 December;86.2;1.8;85.0;2.0;0.2
724;G-N Commercial services;2011 April - 2012 March;86.2;1.5;85.2;1.9;0.4
725;G-N Commercial services;2011 July - 2012 June;86.3;1.6;85.5;2.1;0.6
726;G-N Commercial services;2011 October - 2012 September;87.1;2.1;86.4;2.8;0.7
727;G-N Commercial services;2012 January - 2012 December;87.8;1.8;87.3;2.6;0.9
728;G-N Commercial services;2012 April - 2013 March;88.9;3.1;88.6;4.0;0.9
729;G-N Commercial services;2012 July - 2013 June;88.9;3.0;88.8;3.9;0.8
730;G-N Commercial services;2012 October - 2013 September;89.0;2.2;89.1;3.1;0.8
731;G-N Commercial services;2013 January - 2013 December;89.0;1.4;89.1;2.0;0.6
732;G-N Commercial services;2013 April - 2014 March;88.9;0.0;89.0;0.5;0.6
733;G-N Commercial services;2013 July - 2014 June;89.0;0.0;89.2;0.4;0.4
734;G-N Commercial services;2013 October - 2014 September;88.9;-0.2;89.1;0.0;0.2
735;G-N Commercial services;2014 January - 2014 December;89.4;0.5;89.6;0.5;0.1
736;G-N Commercial services;2014 April - 2015 March ;89.6;0.9;89.7;0.7;-0.2
737;G-N Commercial services;2014 July - 2015 June;90.0;1.2;89.9;0.9;-0.3
738;G-N Commercial services;2014 October - 2015 September;90.3;1.6;90.1;1.1;-0.5
739;G-N Commercial services;2015 January - 2015 December;89.7;0.4;89.4;-0.2;-0.6
740;G-N Commercial services;2015 April - 2016 March;90.1;0.5;89.6;-0.1;-0.6
741;G-N Commercial services;2015 July - 2016 June;89.5;-0.6;88.9;-1.1;-0.5
742;G-N Commercial services;2015 October - 2016 September;89.9;-0.5;89.2;-1.0;-0.5
743;G-N Commercial services;2016 January - 2016 December;90.4;0.7;89.5;0.2;-0.5
744;G-N Commercial services;2016 April - 2017 March;89.9;-0.2;88.9;-0.8;-0.6
745;G-N Commercial services;2016 July - 2017 June;90.4;1.0;89.3;0.4;-0.6
746;G-N Commercial services;2016 October - 2017 September;90.8;1.0;89.5;0.3;-0.7
747;G-N Commercial services;2017 January - 2017 December;91.6;1.4;90.0;0.5;-0.8
748;G-N Commercial services;2017 April - 2018 March;92.5;2.9;90.7;2.0;-0.9
749;G-N Commercial services;2017 July - 2018 June;93.3;3.2;91.4;2.3;-0.9
750;G-N Commercial services;2017 October - 2018 September;93.9;3.4;91.8;2.7;-0.7
751;G-N Commercial services;2018 January - 2018 December;94.0;2.6;92.0;2.2;-0.4
752;G-N Commercial services;2018 April - 2019 March;94.9;2.7;92.8;2.3;-0.3
753;G-N Commercial services;2018 July - 2019 June;95.5;2.4;93.4;2.2;-0.1
754;G-N Commercial services;2018 October - 2019 September;95.7;2.0;93.7;2.1;0.1
755;G-N Commercial services;2019 January - 2019 December;96.7;2.8;94.7;3.0;0.2
756;G-N Commercial services;2019 April - 2020 March;98.3;3.5;96.6;4.1;0.6
757;G-N Commercial services;2019 July - 2020 June;97.4;2.0;96.5;3.3;1.3
758;G-N Commercial services;2019 October - 2020 September;98.7;3.1;98.3;4.9;1.7
759;G-N Commercial services;2020 January - 2020 December;97.9;1.3;98.3;3.7;2.4
760;G-N Commercial services;2020 April - 2021 March;96.6;-1.7;97.5;1.0;2.7
761;G-N Commercial services;2020 July - 2021 June;98.2;0.8;98.8;2.4;1.6
762;G-N Commercial services;2020 October - 2021 September;99.1;0.4;99.5;1.3;0.8
763;G-N Commercial services;2021 January - 2021 December;100.0;2.1;100.0;1.8;-0.3
764;G-N Commercial services;2021 April - 2022 March;101.5;5.1;101.0;3.6;-1.4
765;G-N Commercial services;2021 July - 2022 June;103.6;5.5;102.9;4.1;-1.3
766;G-N Commercial services;2021 October - 2022 September;104.0;4.9;103.3;3.8;-1.0
767;G-N Commercial services;2022 January - 2022 December;106.1;6.1;105.4;5.4;-0.7
768;G-N Commercial services;2022 April - 2023 March;107.5;5.9;107.0;5.9;0.0
769;G-N Commercial services;2022 July - 2023 June;109.5;5.6;109.1;6.0;0.4
770;G-N Commercial services;2022 October - 2023 September;111.3;7.0;111.1;7.5;0.4
771;G-N Commercial services;2023 January - 2023 December;113.4;6.9;113.3;7.4;0.5
772;G-N Commercial services;2023 April - 2024 March;115.2;7.1;115.2;7.7;0.5
773;G-N Commercial services;2023 July - 2024 June;116.5;6.5;116.8;7.0;0.5
774;G-N Commercial services;2023 October - 2024 September;117.7;5.8;118.2;6.4;0.6
775;G-N Commercial services;2024 January - 2024 December;119.0;4.9;119.6;5.6;0.6
776;G-I Trade, transport, hotels, catering;2001;72.8;;65.5;;
777;G-I Trade, transport, hotels, catering;2002;75.7;4.0;68.4;4.5;0.5
778;G-I Trade, transport, hotels, catering;2003;78.4;3.5;71.6;4.7;1.2
779;G-I Trade, transport, hotels, catering;2004;77.4;-1.3;71.3;-0.5;0.8
780;G-I Trade, transport, hotels, catering;2005;78.4;1.4;73.2;2.7;1.3
781;G-I Trade, transport, hotels, catering;2006;79.4;1.2;74.5;1.8;0.6
782;G-I Trade, transport, hotels, catering;2007;81.4;2.5;76.6;2.8;0.3
783;G-I Trade, transport, hotels, catering;2008;83.9;3.2;79.3;3.5;0.3
784;G-I Trade, transport, hotels, catering;2009;84.7;0.9;80.9;2.1;1.2
785;G-I Trade, transport, hotels, catering;2010;85.1;0.4;82.2;1.6;1.2
786;G-I Trade, transport, hotels, catering;2011;86.6;1.8;84.0;2.2;0.3
787;G-I Trade, transport, hotels, catering;2012;88.7;2.5;86.7;3.2;0.8
788;G-I Trade, transport, hotels, catering;2013;89.4;0.8;88.1;1.6;0.9
789;G-I Trade, transport, hotels, catering;2014;89.8;0.5;88.8;0.8;0.3
790;G-I Trade, transport, hotels, catering;2015;91.1;1.5;90.0;1.3;-0.1
791;G-I Trade, transport, hotels, catering;2016;91.6;0.5;90.3;0.4;-0.1
792;G-I Trade, transport, hotels, catering;2017;92.6;1.1;91.1;0.8;-0.3
793;G-I Trade, transport, hotels, catering;2018;95.3;2.8;93.5;2.7;-0.2
794;G-I Trade, transport, hotels, catering;2019;97.7;2.5;96.1;2.8;0.2
795;G-I Trade, transport, hotels, catering;2020;99.7;2.0;99.6;3.6;1.5
796;G-I Trade, transport, hotels, catering;2021;100.0;0.3;100.0;0.4;0.1
797;G-I Trade, transport, hotels, catering;2022;107.0;7.0;105.8;5.8;-1.1
798;G-I Trade, transport, hotels, catering;2023;115.2;7.7;113.7;7.5;-0.1
799;G-I Trade, transport, hotels, catering;2024;121.0;5.1;119.7;5.3;0.2
800;G-I Trade, transport, hotels, catering;2006 January - 2006 December;79.4;1.2;74.5;1.8;0.6
801;G-I Trade, transport, hotels, catering;2006 April - 2007 March;80.1;;75.3;;
802;G-I Trade, transport, hotels, catering;2006 July - 2007 June;80.7;;75.8;;
803;G-I Trade, transport, hotels, catering;2006 October - 2007 September;81.1;;76.2;;
804;G-I Trade, transport, hotels, catering;2007 January - 2007 December;81.4;2.5;76.6;2.8;0.3
805;G-I Trade, transport, hotels, catering;2007 April - 2008 March;82.3;2.7;77.5;3.0;0.3
806;G-I Trade, transport, hotels, catering;2007 July - 2008 June;83.0;2.9;78.2;3.1;0.3
807;G-I Trade, transport, hotels, catering;2007 October - 2008 September;83.4;2.9;78.7;3.2;0.3
808;G-I Trade, transport, hotels, catering;2008 January - 2008 December;83.9;3.2;79.3;3.5;0.3
809;G-I Trade, transport, hotels, catering;2008 April - 2009 March;84.4;2.5;79.8;3.0;0.5
810;G-I Trade, transport, hotels, catering;2008 July - 2009 June;85.1;2.6;80.8;3.3;0.7
811;G-I Trade, transport, hotels, catering;2008 October - 2009 September;85.0;1.9;81.0;2.9;1.0
812;G-I Trade, transport, hotels, catering;2009 January - 2009 December;84.7;0.9;80.9;2.1;1.2
813;G-I Trade, transport, hotels, catering;2009 April - 2010 March;85.1;0.9;81.7;2.3;1.4
814;G-I Trade, transport, hotels, catering;2009 July - 2010 June;85.4;0.4;82.2;1.8;1.4
815;G-I Trade, transport, hotels, catering;2009 October - 2010 September;85.0;-0.1;81.9;1.2;1.3
816;G-I Trade, transport, hotels, catering;2010 January - 2010 December;85.1;0.4;82.2;1.6;1.2
817;G-I Trade, transport, hotels, catering;2010 April - 2011 March;85.2;0.1;82.4;0.9;0.8
818;G-I Trade, transport, hotels, catering;2010 July - 2011 June;85.3;-0.1;82.6;0.5;0.6
819;G-I Trade, transport, hotels, catering;2010 October - 2011 September;85.6;0.7;82.9;1.2;0.5
820;G-I Trade, transport, hotels, catering;2011 January - 2011 December;86.6;1.8;84.0;2.2;0.3
821;G-I Trade, transport, hotels, catering;2011 April - 2012 March;86.7;1.8;84.2;2.2;0.3
822;G-I Trade, transport, hotels, catering;2011 July - 2012 June;87.1;2.2;84.7;2.6;0.4
823;G-I Trade, transport, hotels, catering;2011 October - 2012 September;87.9;2.7;85.7;3.3;0.6
824;G-I Trade, transport, hotels, catering;2012 January - 2012 December;88.7;2.5;86.7;3.2;0.8
825;G-I Trade, transport, hotels, catering;2012 April - 2013 March;89.7;3.4;87.8;4.3;0.8
826;G-I Trade, transport, hotels, catering;2012 July - 2013 June;89.8;3.0;88.1;3.9;0.9
827;G-I Trade, transport, hotels, catering;2012 October - 2013 September;89.8;2.1;88.3;3.0;0.9
828;G-I Trade, transport, hotels, catering;2013 January - 2013 December;89.4;0.8;88.1;1.6;0.9
829;G-I Trade, transport, hotels, catering;2013 April - 2014 March;89.3;-0.4;88.1;0.4;0.8
830;G-I Trade, transport, hotels, catering;2013 July - 2014 June;89.5;-0.3;88.3;0.3;0.6
831;G-I Trade, transport, hotels, catering;2013 October - 2014 September;89.3;-0.5;88.3;0.0;0.5
832;G-I Trade, transport, hotels, catering;2014 January - 2014 December;89.8;0.5;88.8;0.8;0.3
833;G-I Trade, transport, hotels, catering;2014 April - 2015 March ;90.3;1.1;89.3;1.3;0.2
834;G-I Trade, transport, hotels, catering;2014 July - 2015 June;90.9;1.6;89.9;1.7;0.1
835;G-I Trade, transport, hotels, catering;2014 October - 2015 September;91.5;2.4;90.4;2.4;0.0
836;G-I Trade, transport, hotels, catering;2015 January - 2015 December;91.1;1.5;90.0;1.3;-0.1
837;G-I Trade, transport, hotels, catering;2015 April - 2016 March;91.3;1.1;90.1;0.9;-0.2
838;G-I Trade, transport, hotels, catering;2015 July - 2016 June;90.8;-0.1;89.6;-0.3;-0.2
839;G-I Trade, transport, hotels, catering;2015 October - 2016 September;91.0;-0.5;89.8;-0.7;-0.2
840;G-I Trade, transport, hotels, catering;2016 January - 2016 December;91.6;0.5;90.3;0.4;-0.1
841;G-I Trade, transport, hotels, catering;2016 April - 2017 March;91.0;-0.4;89.7;-0.5;-0.1
842;G-I Trade, transport, hotels, catering;2016 July - 2017 June;91.5;0.8;90.2;0.7;0.0
843;G-I Trade, transport, hotels, catering;2016 October - 2017 September;91.9;0.9;90.5;0.8;-0.2
844;G-I Trade, transport, hotels, catering;2017 January - 2017 December;92.6;1.1;91.1;0.8;-0.3
845;G-I Trade, transport, hotels, catering;2017 April - 2018 March;93.5;2.8;91.9;2.4;-0.4
846;G-I Trade, transport, hotels, catering;2017 July - 2018 June;94.5;3.3;92.8;2.8;-0.4
847;G-I Trade, transport, hotels, catering;2017 October - 2018 September;95.1;3.5;93.3;3.2;-0.3
848;G-I Trade, transport, hotels, catering;2018 January - 2018 December;95.3;2.8;93.5;2.7;-0.2
849;G-I Trade, transport, hotels, catering;2018 April - 2019 March;96.1;2.7;94.3;2.7;-0.1
850;G-I Trade, transport, hotels, catering;2018 July - 2019 June;96.7;2.3;94.9;2.3;0.0
851;G-I Trade, transport, hotels, catering;2018 October - 2019 September;96.8;1.9;95.2;2.0;0.2
852;G-I Trade, transport, hotels, catering;2019 January - 2019 December;97.7;2.5;96.1;2.8;0.2
853;G-I Trade, transport, hotels, catering;2019 April - 2020 March;99.7;3.7;98.2;4.1;0.3
854;G-I Trade, transport, hotels, catering;2019 July - 2020 June;99.2;2.6;98.2;3.4;0.8
855;G-I Trade, transport, hotels, catering;2019 October - 2020 September;100.7;3.9;99.9;4.9;0.9
856;G-I Trade, transport, hotels, catering;2020 January - 2020 December;99.7;2.0;99.6;3.6;1.5
857;G-I Trade, transport, hotels, catering;2020 April - 2021 March;97.6;-2.1;98.3;0.1;2.3
858;G-I Trade, transport, hotels, catering;2020 July - 2021 June;98.8;-0.4;99.4;1.2;1.6
859;G-I Trade, transport, hotels, catering;2020 October - 2021 September;99.4;-1.2;99.8;0.0;1.2
860;G-I Trade, transport, hotels, catering;2021 January - 2021 December;100.0;0.3;100.0;0.4;0.1
861;G-I Trade, transport, hotels, catering;2021 April - 2022 March;101.6;4.1;100.9;2.7;-1.4
862;G-I Trade, transport, hotels, catering;2021 July - 2022 June;103.8;5.1;102.7;3.4;-1.6
863;G-I Trade, transport, hotels, catering;2021 October - 2022 September;104.4;5.0;103.4;3.5;-1.4
864;G-I Trade, transport, hotels, catering;2022 January - 2022 December;107.0;7.0;105.8;5.8;-1.1
865;G-I Trade, transport, hotels, catering;2022 April - 2023 March;108.6;7.0;107.3;6.4;-0.6
866;G-I Trade, transport, hotels, catering;2022 July - 2023 June;110.9;6.8;109.7;6.8;-0.1
867;G-I Trade, transport, hotels, catering;2022 October - 2023 September;112.9;8.2;111.7;8.1;-0.1
868;G-I Trade, transport, hotels, catering;2023 January - 2023 December;115.2;7.7;113.7;7.5;-0.1
869;G-I Trade, transport, hotels, catering;2023 April - 2024 March;117.2;7.9;115.7;7.8;-0.1
870;G-I Trade, transport, hotels, catering;2023 July - 2024 June;118.4;6.8;117.0;6.7;-0.1
871;G-I Trade, transport, hotels, catering;2023 October - 2024 September;119.7;6.0;118.3;5.9;-0.1
872;G-I Trade, transport, hotels, catering;2024 January - 2024 December;121.0;5.1;119.7;5.3;0.2
873;G Wholesale and retail trade;2001;70.7;;61.8;;
874;G Wholesale and retail trade;2002;73.7;4.2;64.5;4.5;0.3
875;G Wholesale and retail trade;2003;76.8;4.2;68.2;5.6;1.3
876;G Wholesale and retail trade;2004;75.6;-1.5;67.7;-0.7;0.8
877;G Wholesale and retail trade;2005;76.8;1.6;69.8;3.1;1.5
878;G Wholesale and retail trade;2006;77.6;1.1;71.2;2.1;1.0
879;G Wholesale and retail trade;2007;79.5;2.4;73.2;2.7;0.3
880;G Wholesale and retail trade;2008;82.2;3.4;76.0;3.9;0.5
881;G Wholesale and retail trade;2009;82.8;0.7;77.7;2.2;1.5
882;G Wholesale and retail trade;2010;83.2;0.4;79.4;2.2;1.7
883;G Wholesale and retail trade;2011;84.8;2.0;81.3;2.5;0.5
884;G Wholesale and retail trade;2012;87.0;2.6;84.2;3.5;0.9
885;G Wholesale and retail trade;2013;87.5;0.5;85.5;1.5;1.0
886;G Wholesale and retail trade;2014;88.0;0.6;86.4;1.1;0.5
887;G Wholesale and retail trade;2015;89.4;1.5;87.9;1.7;0.1
888;G Wholesale and retail trade;2016;89.4;0.0;88.0;0.2;0.2
889;G Wholesale and retail trade;2017;90.6;1.3;89.2;1.4;0.1
890;G Wholesale and retail trade;2018;92.8;2.5;91.5;2.5;0.0
891;G Wholesale and retail trade;2019;95.2;2.5;94.1;2.9;0.4
892;G Wholesale and retail trade;2020;97.8;2.8;97.1;3.2;0.4
893;G Wholesale and retail trade;2021;100.0;2.2;100.0;3.0;0.7
894;G Wholesale and retail trade;2022;105.0;5.0;104.7;4.7;-0.3
895;G Wholesale and retail trade;2023;111.9;6.5;111.8;6.8;0.2
896;G Wholesale and retail trade;2024;117.7;5.2;117.8;5.4;0.2
897;G Wholesale and retail trade;2006 January - 2006 December;77.6;1.1;71.2;2.1;1.0
898;G Wholesale and retail trade;2006 April - 2007 March;78.5;;72.0;;
899;G Wholesale and retail trade;2006 July - 2007 June;79.0;;72.5;;
900;G Wholesale and retail trade;2006 October - 2007 September;79.3;;72.9;;
901;G Wholesale and retail trade;2007 January - 2007 December;79.5;2.4;73.2;2.7;0.3
902;G Wholesale and retail trade;2007 April - 2008 March;80.4;2.4;74.1;2.8;0.4
903;G Wholesale and retail trade;2007 July - 2008 June;81.2;2.9;74.9;3.2;0.4
904;G Wholesale and retail trade;2007 October - 2008 September;81.6;2.8;75.3;3.3;0.4
905;G Wholesale and retail trade;2008 January - 2008 December;82.2;3.4;76.0;3.9;0.5
906;G Wholesale and retail trade;2008 April - 2009 March;82.7;2.9;76.7;3.6;0.6
907;G Wholesale and retail trade;2008 July - 2009 June;83.4;2.7;77.6;3.6;0.9
908;G Wholesale and retail trade;2008 October - 2009 September;83.3;2.1;77.8;3.3;1.2
909;G Wholesale and retail trade;2009 January - 2009 December;82.8;0.7;77.7;2.2;1.5
910;G Wholesale and retail trade;2009 April - 2010 March;83.1;0.5;78.4;2.2;1.7
911;G Wholesale and retail trade;2009 July - 2010 June;83.4;0.0;79.0;1.9;1.8
912;G Wholesale and retail trade;2009 October - 2010 September;83.0;-0.3;79.0;1.5;1.8
913;G Wholesale and retail trade;2010 January - 2010 December;83.2;0.4;79.4;2.2;1.7
914;G Wholesale and retail trade;2010 April - 2011 March;83.3;0.3;79.7;1.6;1.3
915;G Wholesale and retail trade;2010 July - 2011 June;83.5;0.1;80.0;1.2;1.0
916;G Wholesale and retail trade;2010 October - 2011 September;83.8;0.9;80.3;1.6;0.7
917;G Wholesale and retail trade;2011 January - 2011 December;84.8;2.0;81.3;2.5;0.5
918;G Wholesale and retail trade;2011 April - 2012 March;84.9;1.9;81.6;2.4;0.5
919;G Wholesale and retail trade;2011 July - 2012 June;85.3;2.1;82.1;2.7;0.6
920;G Wholesale and retail trade;2011 October - 2012 September;86.2;2.9;83.2;3.6;0.7
921;G Wholesale and retail trade;2012 January - 2012 December;87.0;2.6;84.2;3.5;0.9
922;G Wholesale and retail trade;2012 April - 2013 March;88.0;3.6;85.3;4.6;0.9
923;G Wholesale and retail trade;2012 July - 2013 June;88.0;3.2;85.5;4.2;1.0
924;G Wholesale and retail trade;2012 October - 2013 September;87.9;1.9;85.7;3.0;1.1
925;G Wholesale and retail trade;2013 January - 2013 December;87.5;0.5;85.5;1.5;1.0
926;G Wholesale and retail trade;2013 April - 2014 March;87.4;-0.6;85.6;0.3;0.9
927;G Wholesale and retail trade;2013 July - 2014 June;87.6;-0.4;85.8;0.3;0.8
928;G Wholesale and retail trade;2013 October - 2014 September;87.5;-0.4;85.8;0.2;0.6
929;G Wholesale and retail trade;2014 January - 2014 December;88.0;0.6;86.4;1.1;0.5
930;G Wholesale and retail trade;2014 April - 2015 March ;88.6;1.4;87.1;1.7;0.4
931;G Wholesale and retail trade;2014 July - 2015 June;89.2;1.8;87.7;2.2;0.4
932;G Wholesale and retail trade;2014 October - 2015 September;89.8;2.6;88.3;2.9;0.3
933;G Wholesale and retail trade;2015 January - 2015 December;89.4;1.5;87.9;1.7;0.1
