ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
1194;J Information and communication;2007 July - 2008 June;78.8;3.3;76.4;3.7;0.4
1195;J Information and communication;2007 October - 2008 September;79.3;3.4;77.0;3.7;0.3
1196;J Information and communication;2008 January - 2008 December;80.3;4.4;77.9;4.5;0.2
1197;J Information and communication;2008 April - 2009 March;81.1;4.4;78.8;4.6;0.2
1198;J Information and communication;2008 July - 2009 June;82.4;4.6;80.1;4.9;0.3
1199;J Information and communication;2008 October - 2009 September;82.8;4.4;80.7;4.8;0.4
1200;J Information and communication;2009 January - 2009 December;82.9;3.3;81.0;4.0;0.7
1201;J Information and communication;2009 April - 2010 March;82.7;1.9;81.2;3.1;1.2
1202;J Information and communication;2009 July - 2010 June;82.0;-0.5;80.9;1.0;1.5
1203;J Information and communication;2009 October - 2010 September;81.3;-1.8;80.6;-0.1;1.8
1204;J Information and communication;2010 January - 2010 December;80.8;-2.5;80.4;-0.7;1.8
1205;J Information and communication;2010 April - 2011 March;80.8;-2.3;80.6;-0.8;1.5
1206;J Information and communication;2010 July - 2011 June;80.7;-1.6;80.6;-0.4;1.1
1207;J Information and communication;2010 October - 2011 September;80.8;-0.6;80.8;0.2;0.8
1208;J Information and communication;2011 January - 2011 December;81.5;0.8;81.6;1.4;0.6
1209;J Information and communication;2011 April - 2012 March;81.5;0.9;81.6;1.4;0.4
1210;J Information and communication;2011 July - 2012 June;81.6;1.1;81.8;1.6;0.5
1211;J Information and communication;2011 October - 2012 September;82.4;1.9;82.8;2.5;0.6
1212;J Information and communication;2012 January - 2012 December;83.0;1.8;83.6;2.5;0.7
1213;J Information and communication;2012 April - 2013 March;83.8;2.7;84.5;3.5;0.8
1214;J Information and communication;2012 July - 2013 June;83.4;2.2;84.3;3.0;0.7
1215;J Information and communication;2012 October - 2013 September;83.4;1.2;84.3;1.8;0.6
1216;J Information and communication;2013 January - 2013 December;83.0;0.0;84.0;0.5;0.5
1217;J Information and communication;2013 April - 2014 March;82.3;-1.7;83.4;-1.3;0.4
1218;J Information and communication;2013 July - 2014 June;82.1;-1.6;83.2;-1.3;0.3
1219;J Information and communication;2013 October - 2014 September;81.4;-2.3;82.6;-2.1;0.3
1220;J Information and communication;2014 January - 2014 December;81.5;-1.8;82.6;-1.6;0.2
1221;J Information and communication;2014 April - 2015 March ;82.1;-0.3;83.3;-0.1;0.1
1222;J Information and communication;2014 July - 2015 June;83.1;1.2;84.3;1.3;0.1
1223;J Information and communication;2014 October - 2015 September;83.6;2.7;84.8;2.7;0.0
1224;J Information and communication;2015 January - 2015 December;83.5;2.4;84.5;2.2;-0.2
1225;J Information and communication;2015 April - 2016 March;84.1;2.5;85.0;2.1;-0.4
1226;J Information and communication;2015 July - 2016 June;83.5;0.6;84.3;0.1;-0.5
1227;J Information and communication;2015 October - 2016 September;84.3;0.8;85.0;0.3;-0.6
1228;J Information and communication;2016 January - 2016 December;85.4;2.4;86.0;1.8;-0.6
1229;J Information and communication;2016 April - 2017 March;84.9;0.9;85.3;0.4;-0.5
1230;J Information and communication;2016 July - 2017 June;85.6;2.5;86.0;2.1;-0.4
1231;J Information and communication;2016 October - 2017 September;86.1;2.1;86.6;1.8;-0.3
1232;J Information and communication;2017 January - 2017 December;86.9;1.8;87.4;1.7;-0.1
1233;J Information and communication;2017 April - 2018 March;87.8;3.5;88.3;3.5;0.0
1234;J Information and communication;2017 July - 2018 June;88.8;3.7;89.3;3.7;0.0
1235;J Information and communication;2017 October - 2018 September;89.7;4.2;90.1;4.1;-0.1
1236;J Information and communication;2018 January - 2018 December;89.7;3.2;90.0;2.9;-0.2
1237;J Information and communication;2018 April - 2019 March;91.1;3.7;91.2;3.3;-0.4
1238;J Information and communication;2018 July - 2019 June;92.2;3.9;92.4;3.5;-0.4
1239;J Information and communication;2018 October - 2019 September;92.5;3.1;92.5;2.7;-0.4
1240;J Information and communication;2019 January - 2019 December;93.7;4.4;93.6;4.0;-0.4
1241;J Information and communication;2019 April - 2020 March;94.8;4.1;94.6;3.7;-0.4
1242;J Information and communication;2019 July - 2020 June;93.6;1.5;93.4;1.1;-0.4
1243;J Information and communication;2019 October - 2020 September;94.5;2.1;94.3;1.9;-0.2
1244;J Information and communication;2020 January - 2020 December;93.6;-0.1;93.5;0.0;0.0
1245;J Information and communication;2020 April - 2021 March;93.4;-1.4;93.5;-1.2;0.3
1246;J Information and communication;2020 July - 2021 June;95.9;2.4;95.9;2.7;0.3
1247;J Information and communication;2020 October - 2021 September;97.9;3.6;98.0;3.8;0.2
1248;J Information and communication;2021 January - 2021 December;100.0;6.8;100.0;6.9;0.1
1249;J Information and communication;2021 April - 2022 March;101.8;8.9;101.7;8.8;-0.1
1250;J Information and communication;2021 July - 2022 June;103.9;8.4;103.8;8.2;-0.2
1251;J Information and communication;2021 October - 2022 September;103.8;6.1;103.7;5.9;-0.2
1252;J Information and communication;2022 January - 2022 December;105.1;5.1;104.9;4.9;-0.2
1253;J Information and communication;2022 April - 2023 March;105.8;4.0;105.6;3.8;-0.2
1254;J Information and communication;2022 July - 2023 June;107.4;3.4;107.2;3.3;-0.1
1255;J Information and communication;2022 October - 2023 September;109.1;5.1;109.0;5.1;0.0
1256;J Information and communication;2023 January - 2023 December;111.0;5.7;111.0;5.8;0.1
1257;J Information and communication;2023 April - 2024 March;112.7;6.5;112.8;6.8;0.3
1258;J Information and communication;2023 July - 2024 June;113.9;6.0;114.1;6.4;0.4
1259;J Information and communication;2023 October - 2024 September;114.8;5.2;115.2;5.7;0.5
1260;J Information and communication;2024 January - 2024 December;115.8;4.3;116.4;4.9;0.6
1261;K Financial institutions;2001;63.5;;52.8;;
1262;K Financial institutions;2002;70.4;10.7;59.8;13.1;2.1
1263;K Financial institutions;2003;69.8;-0.8;60.1;0.6;1.4
1264;K Financial institutions;2004;70.7;1.2;61.5;2.4;1.1
1265;K Financial institutions;2005;73.0;3.3;64.7;5.1;1.8
1266;K Financial institutions;2006;72.4;-0.8;64.9;0.3;1.1
1267;K Financial institutions;2007;77.6;7.2;70.0;7.9;0.7
1268;K Financial institutions;2008;80.1;3.1;72.4;3.4;0.2
1269;K Financial institutions;2009;77.1;-3.8;70.8;-2.1;1.7
1270;K Financial institutions;2010;77.9;1.1;72.5;2.3;1.2
1271;K Financial institutions;2011;79.0;1.5;74.7;3.1;1.6
1272;K Financial institutions;2012;80.1;1.3;76.3;2.2;0.9
1273;K Financial institutions;2013;85.8;7.2;82.6;8.2;1.0
1274;K Financial institutions;2014;87.3;1.7;84.9;2.7;0.9
1275;K Financial institutions;2015;87.0;-0.3;84.9;0.1;0.4
1276;K Financial institutions;2016;88.9;2.2;87.3;2.8;0.6
1277;K Financial institutions;2017;90.9;2.2;90.2;3.4;1.1
1278;K Financial institutions;2018;91.1;0.2;90.4;0.2;0.0
1279;K Financial institutions;2019;92.9;2.0;92.4;2.2;0.2
1280;K Financial institutions;2020;95.6;2.9;95.5;3.4;0.5
1281;K Financial institutions;2021;100.0;4.6;100.0;4.7;0.1
1282;K Financial institutions;2022;102.3;2.3;102.2;2.2;-0.1
1283;K Financial institutions;2023;107.2;4.8;106.9;4.6;-0.2
1284;K Financial institutions;2024;110.9;3.4;110.7;3.5;0.1
1285;K Financial institutions;2006 January - 2006 December;72.4;-0.8;64.9;0.3;1.1
1286;K Financial institutions;2006 April - 2007 March;74.1;;66.5;;
1287;K Financial institutions;2006 July - 2007 June;74.8;;67.3;;
1288;K Financial institutions;2006 October - 2007 September;75.4;;68.0;;
1289;K Financial institutions;2007 January - 2007 December;77.6;7.2;70.0;7.9;0.7
1290;K Financial institutions;2007 April - 2008 March;78.9;6.5;71.2;7.1;0.6
1291;K Financial institutions;2007 July - 2008 June;79.8;6.7;72.0;7.1;0.4
1292;K Financial institutions;2007 October - 2008 September;80.4;6.7;72.6;6.9;0.2
1293;K Financial institutions;2008 January - 2008 December;80.1;3.1;72.4;3.4;0.2
1294;K Financial institutions;2008 April - 2009 March;78.3;-0.7;71.1;-0.1;0.6
1295;K Financial institutions;2008 July - 2009 June;78.1;-2.1;71.2;-1.2;1.0
1296;K Financial institutions;2008 October - 2009 September;77.6;-3.6;71.0;-2.3;1.4
1297;K Financial institutions;2009 January - 2009 December;77.1;-3.8;70.8;-2.1;1.7
1298;K Financial institutions;2009 April - 2010 March;77.3;-1.2;71.5;0.6;1.9
1299;K Financial institutions;2009 July - 2010 June;77.7;-0.5;72.1;1.3;1.8
1300;K Financial institutions;2009 October - 2010 September;77.9;0.4;72.4;2.0;1.6
1301;K Financial institutions;2010 January - 2010 December;77.9;1.1;72.5;2.3;1.2
1302;K Financial institutions;2010 April - 2011 March;78.1;1.0;72.9;2.0;1.0
1303;K Financial institutions;2010 July - 2011 June;77.9;0.3;73.2;1.4;1.2
1304;K Financial institutions;2010 October - 2011 September;78.1;0.3;73.6;1.7;1.3
1305;K Financial institutions;2011 January - 2011 December;79.0;1.5;74.7;3.1;1.6
1306;K Financial institutions;2011 April - 2012 March;78.9;1.0;74.7;2.4;1.4
1307;K Financial institutions;2011 July - 2012 June;78.7;1.0;74.7;2.1;1.1
1308;K Financial institutions;2011 October - 2012 September;79.5;1.7;75.6;2.6;0.9
1309;K Financial institutions;2012 January - 2012 December;80.1;1.3;76.3;2.2;0.9
1310;K Financial institutions;2012 April - 2013 March;82.7;4.9;79.1;5.9;1.0
1311;K Financial institutions;2012 July - 2013 June;83.2;5.7;79.7;6.7;1.0
1312;K Financial institutions;2012 October - 2013 September;84.1;5.9;80.8;6.9;1.0
1313;K Financial institutions;2013 January - 2013 December;85.8;7.2;82.6;8.2;1.0
1314;K Financial institutions;2013 April - 2014 March;85.8;3.7;82.8;4.7;1.0
1315;K Financial institutions;2013 July - 2014 June;85.6;2.9;82.8;3.9;1.0
1316;K Financial institutions;2013 October - 2014 September;86.1;2.3;83.5;3.3;1.0
1317;K Financial institutions;2014 January - 2014 December;87.3;1.7;84.9;2.7;0.9
1318;K Financial institutions;2014 April - 2015 March ;87.4;1.9;85.0;2.7;0.7
1319;K Financial institutions;2014 July - 2015 June;87.4;2.2;85.1;2.8;0.6
1320;K Financial institutions;2014 October - 2015 September;87.8;2.0;85.6;2.5;0.5
1321;K Financial institutions;2015 January - 2015 December;87.0;-0.3;84.9;0.1;0.4
1322;K Financial institutions;2015 April - 2016 March;87.9;0.5;85.9;1.0;0.5
1323;K Financial institutions;2015 July - 2016 June;87.6;0.2;85.7;0.7;0.5
1324;K Financial institutions;2015 October - 2016 September;88.0;0.3;86.2;0.8;0.5
1325;K Financial institutions;2016 January - 2016 December;88.9;2.2;87.3;2.8;0.6
1326;K Financial institutions;2016 April - 2017 March;88.8;1.1;87.4;1.8;0.7
1327;K Financial institutions;2016 July - 2017 June;89.2;1.8;88.1;2.9;1.0
1328;K Financial institutions;2016 October - 2017 September;89.8;2.0;88.9;3.1;1.1
1329;K Financial institutions;2017 January - 2017 December;90.9;2.2;90.2;3.4;1.1
1330;K Financial institutions;2017 April - 2018 March;91.4;2.9;90.7;3.8;0.8
1331;K Financial institutions;2017 July - 2018 June;91.6;2.7;90.8;3.0;0.4
1332;K Financial institutions;2017 October - 2018 September;91.6;2.1;90.9;2.2;0.2
1333;K Financial institutions;2018 January - 2018 December;91.1;0.2;90.4;0.2;0.0
1334;K Financial institutions;2018 April - 2019 March;92.0;0.7;91.4;0.8;0.1
1335;K Financial institutions;2018 July - 2019 June;91.7;0.1;91.1;0.3;0.2
1336;K Financial institutions;2018 October - 2019 September;91.9;0.3;91.3;0.4;0.1
1337;K Financial institutions;2019 January - 2019 December;92.9;2.0;92.4;2.2;0.2
1338;K Financial institutions;2019 April - 2020 March;94.4;2.6;94.0;2.9;0.3
1339;K Financial institutions;2019 July - 2020 June;94.5;3.1;94.2;3.5;0.4
1340;K Financial institutions;2019 October - 2020 September;96.0;4.5;95.8;4.9;0.4
1341;K Financial institutions;2020 January - 2020 December;95.6;2.9;95.5;3.4;0.5
1342;K Financial institutions;2020 April - 2021 March;96.1;1.8;96.0;2.1;0.3
1343;K Financial institutions;2020 July - 2021 June;97.5;3.1;97.4;3.3;0.2
1344;K Financial institutions;2020 October - 2021 September;98.8;2.9;98.8;3.1;0.2
1345;K Financial institutions;2021 January - 2021 December;100.0;4.6;100.0;4.7;0.1
1346;K Financial institutions;2021 April - 2022 March;101.0;5.1;100.9;5.2;0.1
1347;K Financial institutions;2021 July - 2022 June;101.6;4.2;101.6;4.3;0.0
1348;K Financial institutions;2021 October - 2022 September;100.9;2.2;100.8;2.1;-0.1
1349;K Financial institutions;2022 January - 2022 December;102.3;2.3;102.2;2.2;-0.1
1350;K Financial institutions;2022 April - 2023 March;102.9;1.9;102.7;1.8;-0.1
1351;K Financial institutions;2022 July - 2023 June;104.0;2.4;103.9;2.3;-0.1
1352;K Financial institutions;2022 October - 2023 September;105.7;4.7;105.4;4.6;-0.1
1353;K Financial institutions;2023 January - 2023 December;107.2;4.8;106.9;4.6;-0.2
1354;K Financial institutions;2023 April - 2024 March;108.1;5.0;107.7;4.9;-0.2
1355;K Financial institutions;2023 July - 2024 June;109.0;4.7;108.7;4.6;-0.1
1356;K Financial institutions;2023 October - 2024 September;109.8;3.8;109.4;3.8;0.0
1357;K Financial institutions;2024 January - 2024 December;110.9;3.4;110.7;3.5;0.1
1358;L Renting, buying, selling real estate;2001;75.1;;68.5;;
1359;L Renting, buying, selling real estate;2002;77.7;3.5;71.3;4.2;0.7
1360;L Renting, buying, selling real estate;2003;83.1;6.9;76.8;7.7;0.7
1361;L Renting, buying, selling real estate;2004;81.1;-2.3;75.0;-2.4;-0.1
1362;L Renting, buying, selling real estate;2005;82.5;1.7;76.0;1.4;-0.3
1363;L Renting, buying, selling real estate;2006;83.6;1.4;77.9;2.5;1.1
1364;L Renting, buying, selling real estate;2007;85.5;2.2;80.3;3.0;0.8
1365;L Renting, buying, selling real estate;2008;88.5;3.6;83.3;3.8;0.2
1366;L Renting, buying, selling real estate;2009;88.1;-0.5;83.7;0.4;0.9
1367;L Renting, buying, selling real estate;2010;89.0;1.1;86.0;2.7;1.7
1368;L Renting, buying, selling real estate;2011;90.4;1.5;87.9;2.3;0.7
1369;L Renting, buying, selling real estate;2012;92.7;2.5;91.2;3.8;1.2
1370;L Renting, buying, selling real estate;2013;92.6;0.0;92.2;1.0;1.1
1371;L Renting, buying, selling real estate;2014;92.0;-0.7;91.9;-0.3;0.4
1372;L Renting, buying, selling real estate;2015;91.2;-0.8;90.9;-1.1;-0.3
1373;L Renting, buying, selling real estate;2016;91.6;0.3;91.0;0.1;-0.2
1374;L Renting, buying, selling real estate;2017;92.8;1.3;91.9;1.1;-0.2
1375;L Renting, buying, selling real estate;2018;96.2;3.7;95.8;4.1;0.5
1376;L Renting, buying, selling real estate;2019;98.3;2.2;98.0;2.3;0.1
1377;L Renting, buying, selling real estate;2020;99.6;1.4;99.7;1.7;0.3
1378;L Renting, buying, selling real estate;2021;100.0;0.4;100.0;0.3;0.0
1379;L Renting, buying, selling real estate;2022;104.7;4.7;104.7;4.7;0.0
1380;L Renting, buying, selling real estate;2023;109.7;4.8;109.4;4.5;-0.3
1381;L Renting, buying, selling real estate;2024;117.1;6.8;116.4;6.4;-0.4
1382;L Renting, buying, selling real estate;2006 January - 2006 December;83.6;1.4;77.9;2.5;1.1
1383;L Renting, buying, selling real estate;2006 April - 2007 March;84.5;;78.8;;
1384;L Renting, buying, selling real estate;2006 July - 2007 June;85.2;;79.6;;
1385;L Renting, buying, selling real estate;2006 October - 2007 September;85.1;;79.8;;
1386;L Renting, buying, selling real estate;2007 January - 2007 December;85.5;2.2;80.3;3.0;0.8
1387;L Renting, buying, selling real estate;2007 April - 2008 March;86.8;2.7;81.6;3.6;0.8
1388;L Renting, buying, selling real estate;2007 July - 2008 June;87.5;2.8;82.3;3.4;0.6
1389;L Renting, buying, selling real estate;2007 October - 2008 September;88.0;3.4;82.8;3.8;0.4
1390;L Renting, buying, selling real estate;2008 January - 2008 December;88.5;3.6;83.3;3.8;0.2
1391;L Renting, buying, selling real estate;2008 April - 2009 March;88.5;2.0;83.5;2.2;0.2
1392;L Renting, buying, selling real estate;2008 July - 2009 June;88.8;1.5;83.9;1.9;0.5
1393;L Renting, buying, selling real estate;2008 October - 2009 September;88.1;0.2;83.5;0.8;0.6
1394;L Renting, buying, selling real estate;2009 January - 2009 December;88.1;-0.5;83.7;0.4;0.9
1395;L Renting, buying, selling real estate;2009 April - 2010 March;88.2;-0.4;84.2;0.9;1.3
1396;L Renting, buying, selling real estate;2009 July - 2010 June;88.4;-0.5;84.7;1.0;1.4
1397;L Renting, buying, selling real estate;2009 October - 2010 September;89.4;1.5;86.1;3.1;1.6
1398;L Renting, buying, selling real estate;2010 January - 2010 December;89.0;1.1;86.0;2.7;1.7
1399;L Renting, buying, selling real estate;2010 April - 2011 March;88.9;0.9;86.0;2.2;1.3
1400;L Renting, buying, selling real estate;2010 July - 2011 June;88.9;0.6;86.2;1.8;1.1
1401;L Renting, buying, selling real estate;2010 October - 2011 September;89.2;-0.3;86.6;0.6;0.9
1402;L Renting, buying, selling real estate;2011 January - 2011 December;90.4;1.5;87.9;2.3;0.7
1403;L Renting, buying, selling real estate;2011 April - 2012 March;90.6;1.9;88.4;2.8;0.8
1404;L Renting, buying, selling real estate;2011 July - 2012 June;91.0;2.3;89.0;3.2;0.9
1405;L Renting, buying, selling real estate;2011 October - 2012 September;92.0;3.1;90.3;4.2;1.1
1406;L Renting, buying, selling real estate;2012 January - 2012 December;92.7;2.5;91.2;3.8;1.2
1407;L Renting, buying, selling real estate;2012 April - 2013 March;94.0;3.7;92.8;5.0;1.3
1408;L Renting, buying, selling real estate;2012 July - 2013 June;93.7;2.9;92.8;4.3;1.3
1409;L Renting, buying, selling real estate;2012 October - 2013 September;93.2;1.3;92.5;2.5;1.1
1410;L Renting, buying, selling real estate;2013 January - 2013 December;92.6;0.0;92.2;1.0;1.1
1411;L Renting, buying, selling real estate;2013 April - 2014 March;92.1;-2.0;91.8;-1.1;0.9
1412;L Renting, buying, selling real estate;2013 July - 2014 June;91.9;-2.0;91.7;-1.2;0.8
1413;L Renting, buying, selling real estate;2013 October - 2014 September;91.7;-1.5;91.6;-1.0;0.6
1414;L Renting, buying, selling real estate;2014 January - 2014 December;92.0;-0.7;91.9;-0.3;0.4
1415;L Renting, buying, selling real estate;2014 April - 2015 March ;91.7;-0.5;91.5;-0.3;0.2
1416;L Renting, buying, selling real estate;2014 July - 2015 June;91.6;-0.3;91.5;-0.2;0.1
1417;L Renting, buying, selling real estate;2014 October - 2015 September;91.5;-0.3;91.2;-0.4;-0.1
1418;L Renting, buying, selling real estate;2015 January - 2015 December;91.2;-0.8;90.9;-1.1;-0.3
1419;L Renting, buying, selling real estate;2015 April - 2016 March;91.5;-0.2;91.0;-0.6;-0.4
1420;L Renting, buying, selling real estate;2015 July - 2016 June;91.0;-0.7;90.4;-1.2;-0.5
1421;L Renting, buying, selling real estate;2015 October - 2016 September;91.6;0.2;91.0;-0.3;-0.4
1422;L Renting, buying, selling real estate;2016 January - 2016 December;91.6;0.3;91.0;0.1;-0.2
1423;L Renting, buying, selling real estate;2016 April - 2017 March;91.1;-0.4;90.4;-0.6;-0.2
1424;L Renting, buying, selling real estate;2016 July - 2017 June;91.5;0.6;90.8;0.4;-0.2
1425;L Renting, buying, selling real estate;2016 October - 2017 September;91.7;0.1;91.0;0.0;-0.1
1426;L Renting, buying, selling real estate;2017 January - 2017 December;92.8;1.3;91.9;1.1;-0.2
1427;L Renting, buying, selling real estate;2017 April - 2018 March;94.0;3.1;93.3;3.1;0.0
1428;L Renting, buying, selling real estate;2017 July - 2018 June;95.3;4.1;94.7;4.3;0.2
1429;L Renting, buying, selling real estate;2017 October - 2018 September;96.0;4.7;95.6;5.0;0.3
1430;L Renting, buying, selling real estate;2018 January - 2018 December;96.2;3.7;95.8;4.1;0.5
1431;L Renting, buying, selling real estate;2018 April - 2019 March;97.0;3.2;96.6;3.5;0.3
1432;L Renting, buying, selling real estate;2018 July - 2019 June;97.4;2.2;96.9;2.3;0.1
1433;L Renting, buying, selling real estate;2018 October - 2019 September;97.5;1.5;97.1;1.6;0.1
1434;L Renting, buying, selling real estate;2019 January - 2019 December;98.3;2.2;98.0;2.3;0.1
1435;L Renting, buying, selling real estate;2019 April - 2020 March;99.8;3.0;99.6;3.1;0.2
1436;L Renting, buying, selling real estate;2019 July - 2020 June;99.3;2.0;99.2;2.3;0.3
1437;L Renting, buying, selling real estate;2019 October - 2020 September;100.8;3.4;100.7;3.7;0.3
1438;L Renting, buying, selling real estate;2020 January - 2020 December;99.6;1.4;99.7;1.7;0.3
1439;L Renting, buying, selling real estate;2020 April - 2021 March;97.9;-1.9;98.0;-1.6;0.4
1440;L Renting, buying, selling real estate;2020 July - 2021 June;98.6;-0.7;98.6;-0.5;0.2
1441;L Renting, buying, selling real estate;2020 October - 2021 September;99.4;-1.4;99.5;-1.2;0.1
1442;L Renting, buying, selling real estate;2021 January - 2021 December;100.0;0.4;100.0;0.3;0.0
1443;L Renting, buying, selling real estate;2021 April - 2022 March;101.5;3.7;101.5;3.6;-0.1
1444;L Renting, buying, selling real estate;2021 July - 2022 June;103.0;4.5;103.0;4.4;-0.1
1445;L Renting, buying, selling real estate;2021 October - 2022 September;102.6;3.2;102.6;3.2;0.0
1446;L Renting, buying, selling real estate;2022 January - 2022 December;104.7;4.7;104.7;4.7;0.0
1447;L Renting, buying, selling real estate;2022 April - 2023 March;105.5;3.9;105.4;3.9;0.0
1448;L Renting, buying, selling real estate;2022 July - 2023 June;106.9;3.8;106.8;3.7;-0.1
1449;L Renting, buying, selling real estate;2022 October - 2023 September;108.8;6.1;108.6;5.9;-0.2
1450;L Renting, buying, selling real estate;2023 January - 2023 December;109.7;4.8;109.4;4.5;-0.3
1451;L Renting, buying, selling real estate;2023 April - 2024 March;111.8;6.0;111.4;5.6;-0.3
1452;L Renting, buying, selling real estate;2023 July - 2024 June;114.5;7.0;114.0;6.7;-0.3
1453;L Renting, buying, selling real estate;2023 October - 2024 September;115.2;5.9;114.6;5.5;-0.4
1454;L Renting, buying, selling real estate;2024 January - 2024 December;117.1;6.8;116.4;6.4;-0.4
1455;M-N Business services;2001;76.7;;71.0;;
1456;M-N Business services;2002;78.9;2.8;73.9;4.0;1.1
1457;M-N Business services;2003;80.9;2.6;76.6;3.7;1.1
1458;M-N Business services;2004;80.8;-0.2;77.3;0.9;1.1
1459;M-N Business services;2005;81.9;1.4;78.3;1.3;-0.1
1460;M-N Business services;2006;82.1;0.3;78.8;0.7;0.4
1461;M-N Business services;2007;84.5;2.9;81.0;2.8;-0.1
1462;M-N Business services;2008;87.1;3.0;83.7;3.4;0.4
1463;M-N Business services;2009;87.3;0.3;86.5;3.3;3.0
1464;M-N Business services;2010;87.8;0.5;87.3;0.9;0.4
1465;M-N Business services;2011;89.6;2.1;89.1;2.1;0.0
1466;M-N Business services;2012;90.6;1.1;91.2;2.3;1.2
1467;M-N Business services;2013;91.2;0.6;92.1;1.1;0.5
1468;M-N Business services;2014;91.9;0.8;92.6;0.5;-0.3
1469;M-N Business services;2015;90.8;-1.1;90.6;-2.1;-1.0
1470;M-N Business services;2016;91.0;0.1;90.2;-0.4;-0.6
1471;M-N Business services;2017;92.1;1.3;90.2;-0.1;-1.3
1472;M-N Business services;2018;94.8;2.9;92.4;2.5;-0.4
1473;M-N Business services;2019;97.5;2.8;95.6;3.4;0.6
1474;M-N Business services;2020;97.9;0.5;98.7;3.2;2.7
1475;M-N Business services;2021;100.0;2.1;100.0;1.3;-0.8
1476;M-N Business services;2022;106.7;6.7;106.8;6.8;0.1
1477;M-N Business services;2023;114.1;7.0;115.7;8.4;1.3
1478;M-N Business services;2024;120.1;5.3;123.4;6.6;1.2
1479;M-N Business services;2006 January - 2006 December;82.1;0.3;78.8;0.7;0.4
1480;M-N Business services;2006 April - 2007 March;82.7;;79.3;;
1481;M-N Business services;2006 July - 2007 June;83.2;;79.8;;
1482;M-N Business services;2006 October - 2007 September;83.8;;80.3;;
1483;M-N Business services;2007 January - 2007 December;84.5;2.9;81.0;2.8;-0.1
1484;M-N Business services;2007 April - 2008 March;85.7;3.6;82.2;3.7;0.1
1485;M-N Business services;2007 July - 2008 June;86.6;4.0;83.2;4.2;0.1
1486;M-N Business services;2007 October - 2008 September;86.9;3.8;83.5;4.0;0.2
1487;M-N Business services;2008 January - 2008 December;87.1;3.0;83.7;3.4;0.4
1488;M-N Business services;2008 April - 2009 March;87.2;1.8;84.4;2.6;0.9
1489;M-N Business services;2008 July - 2009 June;87.7;1.2;85.5;2.8;1.5
1490;M-N Business services;2008 October - 2009 September;87.7;0.9;86.2;3.2;2.3
1491;M-N Business services;2009 January - 2009 December;87.3;0.3;86.5;3.3;3.0
1492;M-N Business services;2009 April - 2010 March;88.2;1.1;87.9;4.1;2.9
1493;M-N Business services;2009 July - 2010 June;88.1;0.5;87.9;2.8;2.3
1494;M-N Business services;2009 October - 2010 September;87.4;-0.3;87.1;1.0;1.3
1495;M-N Business services;2010 January - 2010 December;87.8;0.5;87.3;0.9;0.4
1496;M-N Business services;2010 April - 2011 March;88.1;-0.1;87.5;-0.4;-0.3
1497;M-N Business services;2010 July - 2011 June;88.4;0.3;87.7;-0.2;-0.5
1498;M-N Business services;2010 October - 2011 September;88.7;1.4;88.1;1.2;-0.2
1499;M-N Business services;2011 January - 2011 December;89.6;2.1;89.1;2.1;0.0
1500;M-N Business services;2011 April - 2012 March;89.4;1.5;89.2;1.9;0.4
1501;M-N Business services;2011 July - 2012 June;89.4;1.1;89.5;2.0;0.8
1502;M-N Business services;2011 October - 2012 September;90.0;1.5;90.3;2.5;0.9
1503;M-N Business services;2012 January - 2012 December;90.6;1.1;91.2;2.3;1.2
1504;M-N Business services;2012 April - 2013 March;91.5;2.3;92.2;3.3;1.0
1505;M-N Business services;2012 July - 2013 June;91.5;2.3;92.3;3.2;0.9
1506;M-N Business services;2012 October - 2013 September;91.4;1.6;92.5;2.5;0.9
1507;M-N Business services;2013 January - 2013 December;91.2;0.6;92.1;1.1;0.5
1508;M-N Business services;2013 April - 2014 March;91.2;-0.3;92.2;0.0;0.3
1509;M-N Business services;2013 July - 2014 June;91.5;0.0;92.4;0.1;0.1
1510;M-N Business services;2013 October - 2014 September;91.4;0.0;92.2;-0.3;-0.2
1511;M-N Business services;2014 January - 2014 December;91.9;0.8;92.6;0.5;-0.3
1512;M-N Business services;2014 April - 2015 March ;91.7;0.6;92.2;0.0;-0.6
1513;M-N Business services;2014 July - 2015 June;92.0;0.5;92.1;-0.4;-0.9
1514;M-N Business services;2014 October - 2015 September;91.8;0.4;91.7;-0.5;-0.9
1515;M-N Business services;2015 January - 2015 December;90.8;-1.1;90.6;-2.1;-1.0
1516;M-N Business services;2015 April - 2016 March;91.1;-0.7;90.8;-1.5;-0.8
1517;M-N Business services;2015 July - 2016 June;90.5;-1.6;90.0;-2.2;-0.6
1518;M-N Business services;2015 October - 2016 September;90.8;-1.0;90.3;-1.6;-0.6
1519;M-N Business services;2016 January - 2016 December;91.0;0.1;90.2;-0.4;-0.6
1520;M-N Business services;2016 April - 2017 March;90.4;-0.8;89.4;-1.5;-0.7
1521;M-N Business services;2016 July - 2017 June;91.1;0.7;89.9;-0.2;-0.9
1522;M-N Business services;2016 October - 2017 September;91.4;0.6;89.8;-0.5;-1.2
1523;M-N Business services;2017 January - 2017 December;92.1;1.3;90.2;-0.1;-1.3
1524;M-N Business services;2017 April - 2018 March;93.0;2.9;90.8;1.5;-1.3
1525;M-N Business services;2017 July - 2018 June;93.8;3.0;91.5;1.9;-1.1
