ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OmzetNetto_1;PersoneleKosten_2;ToegevoegdeWaardeTegenMarktprijzen_3
802;N Verhuur en overige zakelijke diensten;Zeeland (PV);2013;709;224;290.0
803;N Verhuur en overige zakelijke diensten;Zeeland (PV);2014;720;250;
804;N Verhuur en overige zakelijke diensten;Noord-Brabant (PV);2009;5983;2346;2765.0
805;N Verhuur en overige zakelijke diensten;Noord-Brabant (PV);2010;6579;2436;3028.0
806;N Verhuur en overige zakelijke diensten;Noord-Brabant (PV);2011;7986;2592;3372.0
807;N Verhuur en overige zakelijke diensten;Noord-Brabant (PV);2012;7643;2661;3521.0
808;N Verhuur en overige zakelijke diensten;Noord-Brabant (PV);2013;8072;2790;3650.0
809;N Verhuur en overige zakelijke diensten;Noord-Brabant (PV);2014;8004;2648;
810;N Verhuur en overige zakelijke diensten;Limburg (PV);2009;2081;790;858.0
811;N Verhuur en overige zakelijke diensten;Limburg (PV);2010;2083;784;876.0
812;N Verhuur en overige zakelijke diensten;Limburg (PV);2011;2499;889;1012.0
813;N Verhuur en overige zakelijke diensten;Limburg (PV);2012;2452;917;1065.0
814;N Verhuur en overige zakelijke diensten;Limburg (PV);2013;2595;1043;1241.0
815;N Verhuur en overige zakelijke diensten;Limburg (PV);2014;2531;1015;
