ID;RegioS;Perioden;TotaleWoningvoorraad_1;AantalEigenWoningen_2;TotaalHuurwoning_3;InBezitWoningcorporatie_4;InBezitOverigeVerhuurders_5;EigendomOnbekend_6;EigenWoningen_7;TotaalRelatief_8;InBezitWoningcorporatie_9;InBezitOverigeVerhuurders_10;OnbekendRelatief_11;Regiocode_12;UniekeCode_13
3322;Staphorst;2010;5398.0;3836.0;1505.0;629.0;876.0;57.0;71.1;27.9;11.7;16.2;1.1;180.0;GM
3323;Staphorst;2011;5420.0;3824.0;1557.0;612.0;945.0;39.0;70.6;28.7;11.3;17.4;0.7;180.0;GM
3324;Staphorst;2012;5473.0;3978.0;1458.0;586.0;872.0;37.0;72.7;26.6;10.7;15.9;0.7;180.0;GM
3325;Stede Broec;2006;8348.0;5766.0;2416.0;;;166.0;69.1;28.9;;;2.0;532.0;GM
3326;Stede Broec;2007;8341.0;5793.0;2386.0;;;162.0;69.5;28.6;;;1.9;532.0;GM
3327;Stede Broec;2008;8481.0;5922.0;2397.0;;;162.0;69.8;28.3;;;1.9;532.0;GM
3328;Stede Broec;2009;8515.0;5949.0;2536.0;2098.0;438.0;30.0;69.9;29.8;24.6;5.1;0.4;532.0;GM
3329;Stede Broec;2010;8597.0;5967.0;2603.0;2187.0;416.0;27.0;69.4;30.3;25.4;4.8;0.3;532.0;GM
3330;Stede Broec;2011;8758.0;6027.0;2705.0;2080.0;625.0;26.0;68.8;30.9;23.7;7.1;0.3;532.0;GM
3331;Stede Broec;2012;8802.0;6097.0;2678.0;2070.0;608.0;27.0;69.3;30.4;23.5;6.9;0.3;532.0;GM
3332;Steenbergen;2006;9536.0;6148.0;3215.0;;;173.0;64.5;33.7;;;1.8;851.0;GM
3333;Steenbergen;2007;9568.0;6170.0;3229.0;;;169.0;64.5;33.7;;;1.8;851.0;GM
3334;Steenbergen;2008;9622.0;6233.0;3228.0;;;161.0;64.8;33.5;;;1.7;851.0;GM
3335;Steenbergen;2009;9665.0;6383.0;3278.0;2426.0;852.0;4.0;66.0;33.9;25.1;8.8;0.0;851.0;GM
3336;Steenbergen;2010;9805.0;6402.0;3398.0;2441.0;957.0;5.0;65.3;34.7;24.9;9.8;0.1;851.0;GM
3337;Steenbergen;2011;9885.0;6420.0;3460.0;2439.0;1021.0;5.0;64.9;35.0;24.7;10.3;0.1;851.0;GM
3338;Steenbergen;2012;10009.0;6544.0;3457.0;2417.0;1040.0;8.0;65.4;34.5;24.1;10.4;0.1;851.0;GM
3339;Steenwijkerland;2006;17837.0;10544.0;6642.0;;;651.0;59.1;37.2;;;3.6;1708.0;GM
3340;Steenwijkerland;2007;17965.0;10773.0;6420.0;;;772.0;60.0;35.7;;;4.3;1708.0;GM
3341;Steenwijkerland;2008;18200.0;11051.0;6335.0;;;814.0;60.7;34.8;;;4.5;1708.0;GM
3342;Steenwijkerland;2009;18110.0;11154.0;6747.0;5365.0;1382.0;209.0;61.6;37.3;29.6;7.6;1.2;1708.0;GM
3343;Steenwijkerland;2010;18243.0;11217.0;6791.0;5351.0;1440.0;235.0;61.5;37.2;29.3;7.9;1.3;1708.0;GM
3344;Steenwijkerland;2011;18592.0;11032.0;7382.0;5118.0;2264.0;178.0;59.3;39.7;27.5;12.2;1.0;1708.0;GM
3345;Steenwijkerland;2012;18785.0;11626.0;6947.0;5076.0;1871.0;212.0;61.9;37.0;27.0;10.0;1.1;1708.0;GM
3346;Stein;2006;11230.0;7677.0;3349.0;;;204.0;68.4;29.8;;;1.8;971.0;GM
3347;Stein;2007;11194.0;7683.0;3357.0;;;154.0;68.6;30.0;;;1.4;971.0;GM
3348;Stein;2008;11275.0;7740.0;3368.0;;;167.0;68.6;29.9;;;1.5;971.0;GM
3349;Stein;2009;11296.0;7783.0;3494.0;2552.0;942.0;19.0;68.9;30.9;22.6;8.3;0.2;971.0;GM
3350;Stein;2010;11308.0;7794.0;3495.0;2527.0;968.0;19.0;68.9;30.9;22.3;8.6;0.2;971.0;GM
3351;Stein;2011;11427.0;7765.0;3641.0;2577.0;1064.0;21.0;68.0;31.9;22.6;9.3;0.2;971.0;GM
3352;Stein;2012;11430.0;7886.0;3523.0;2548.0;975.0;21.0;69.0;30.8;22.3;8.5;0.2;971.0;GM
3353;Stichtse Vecht;2006;;;;;;;;;;;;;
3354;Stichtse Vecht;2007;;;;;;;;;;;;;
3355;Stichtse Vecht;2008;;;;;;;;;;;;;
3356;Stichtse Vecht;2009;;;;;;;;;;;;;
3357;Stichtse Vecht;2010;;;;;;;;;;;;;
3358;Stichtse Vecht;2011;25633.0;15910.0;9456.0;6239.0;3217.0;267.0;62.1;36.9;24.3;12.6;1.0;1904.0;GM
3359;Stichtse Vecht;2012;25768.0;16247.0;9208.0;6243.0;2965.0;313.0;63.1;35.7;24.2;11.5;1.2;1904.0;GM
3360;Strijen;2006;3723.0;2353.0;1302.0;;;68.0;63.2;35.0;;;1.8;617.0;GM
3361;Strijen;2007;3720.0;2375.0;1273.0;;;72.0;63.8;34.2;;;1.9;617.0;GM
3362;Strijen;2008;3802.0;2418.0;1285.0;;;99.0;63.6;33.8;;;2.6;617.0;GM
3363;Strijen;2009;3799.0;2415.0;1377.0;1067.0;310.0;7.0;63.6;36.2;28.1;8.2;0.2;617.0;GM
3364;Strijen;2010;3826.0;2395.0;1424.0;1119.0;305.0;7.0;62.6;37.2;29.2;8.0;0.2;617.0;GM
3365;Strijen;2011;3830.0;2391.0;1433.0;1092.0;341.0;6.0;62.4;37.4;28.5;8.9;0.2;617.0;GM
3366;Strijen;2012;3885.0;2453.0;1425.0;1111.0;314.0;7.0;63.1;36.7;28.6;8.1;0.2;617.0;GM
3367;Súdwest Fryslân;2006;;;;;;;;;;;;;
3368;Súdwest Fryslân;2007;;;;;;;;;;;;;
3369;Súdwest Fryslân;2008;;;;;;;;;;;;;
3370;Súdwest Fryslân;2009;;;;;;;;;;;;;
3371;Súdwest Fryslân;2010;;;;;;;;;;;;;
3372;Súdwest Fryslân;2011;35825.0;22323.0;13429.0;10431.0;2998.0;73.0;62.3;37.5;29.1;8.4;0.2;1900.0;GM
3373;Súdwest Fryslân;2012;36113.0;22789.0;13240.0;10433.0;2807.0;84.0;63.1;36.7;28.9;7.8;0.2;1900.0;GM
3374;Swalmen;2006;3715.0;2453.0;1194.0;;;68.0;66.0;32.1;;;1.8;975.0;GM
3375;Swalmen;2007;;;;;;;;;;;;;
3376;Swalmen;2008;;;;;;;;;;;;;
3377;Swalmen;2009;;;;;;;;;;;;;
3378;Swalmen;2010;;;;;;;;;;;;;
3379;Swalmen;2011;;;;;;;;;;;;;
3380;Swalmen;2012;;;;;;;;;;;;;
3381;Terneuzen;2006;25204.0;16851.0;7392.0;;;961.0;66.9;29.3;;;3.8;715.0;GM
3382;Terneuzen;2007;25342.0;17106.0;7297.0;;;939.0;67.5;28.8;;;3.7;715.0;GM
3383;Terneuzen;2008;25552.0;17314.0;7347.0;;;891.0;67.8;28.8;;;3.5;715.0;GM
3384;Terneuzen;2009;25774.0;17660.0;7978.0;5329.0;2649.0;136.0;68.5;31.0;20.7;10.3;0.5;715.0;GM
3385;Terneuzen;2010;25991.0;17644.0;8261.0;5364.0;2897.0;86.0;67.9;31.8;20.6;11.1;0.3;715.0;GM
3386;Terneuzen;2011;25964.0;17267.0;8612.0;5304.0;3308.0;85.0;66.5;33.2;20.4;12.7;0.3;715.0;GM
3387;Terneuzen;2012;26066.0;17564.0;8414.0;5382.0;3032.0;88.0;67.4;32.3;20.6;11.6;0.3;715.0;GM
3388;Terschelling;2006;1967.0;1338.0;576.0;;;53.0;68.0;29.3;;;2.7;93.0;GM
3389;Terschelling;2007;2013.0;1401.0;551.0;;;61.0;69.6;27.4;;;3.0;93.0;GM
3390;Terschelling;2008;2054.0;1430.0;574.0;;;50.0;69.6;27.9;;;2.4;93.0;GM
3391;Terschelling;2009;2056.0;1431.0;607.0;442.0;165.0;18.0;69.6;29.5;21.5;8.0;0.9;93.0;GM
3392;Terschelling;2010;2056.0;1281.0;635.0;436.0;199.0;140.0;62.3;30.9;21.2;9.7;6.8;93.0;GM
3393;Terschelling;2011;2063.0;1410.0;638.0;436.0;202.0;15.0;68.3;30.9;21.1;9.8;0.7;93.0;GM
3394;Terschelling;2012;2066.0;1416.0;636.0;437.0;199.0;14.0;68.5;30.8;21.2;9.6;0.7;93.0;GM
3395;Texel;2006;5842.0;3798.0;1810.0;;;234.0;65.0;31.0;;;4.0;448.0;GM
3396;Texel;2007;5905.0;3817.0;1814.0;;;274.0;64.6;30.7;;;4.6;448.0;GM
3397;Texel;2008;5958.0;3899.0;1785.0;;;274.0;65.4;30.0;;;4.6;448.0;GM
3398;Texel;2009;6030.0;4047.0;1897.0;1286.0;611.0;86.0;67.1;31.5;21.3;10.1;1.4;448.0;GM
3399;Texel;2010;6063.0;4085.0;1891.0;1278.0;613.0;87.0;67.4;31.2;21.1;10.1;1.4;448.0;GM
3400;Texel;2011;6105.0;4071.0;1954.0;1281.0;673.0;80.0;66.7;32.0;21.0;11.0;1.3;448.0;GM
3401;Texel;2012;6143.0;4207.0;1854.0;1269.0;585.0;82.0;68.5;30.2;20.7;9.5;1.3;448.0;GM
3402;Teylingen;2006;13622.0;8465.0;4670.0;;;487.0;62.1;34.3;;;3.6;1525.0;GM
3403;Teylingen;2007;13773.0;8754.0;4621.0;;;398.0;63.6;33.6;;;2.9;1525.0;GM
3404;Teylingen;2008;14009.0;8992.0;4621.0;;;396.0;64.2;33.0;;;2.8;1525.0;GM
3405;Teylingen;2009;14153.0;9107.0;4888.0;3519.0;1369.0;158.0;64.3;34.5;24.9;9.7;1.1;1525.0;GM
3406;Teylingen;2010;14388.0;9285.0;5013.0;3548.0;1465.0;90.0;64.5;34.8;24.7;10.2;0.6;1525.0;GM
3407;Teylingen;2011;14376.0;9268.0;5021.0;3475.0;1546.0;87.0;64.5;34.9;24.2;10.8;0.6;1525.0;GM
3408;Teylingen;2012;14439.0;9461.0;4885.0;3477.0;1408.0;93.0;65.5;33.8;24.1;9.8;0.6;1525.0;GM
3409;Tholen;2006;9710.0;6748.0;2758.0;;;204.0;69.5;28.4;;;2.1;716.0;GM
3410;Tholen;2007;9817.0;6872.0;2738.0;;;207.0;70.0;27.9;;;2.1;716.0;GM
3411;Tholen;2008;10017.0;6990.0;2806.0;;;221.0;69.8;28.0;;;2.2;716.0;GM
3412;Tholen;2009;10066.0;7083.0;2969.0;2490.0;479.0;14.0;70.4;29.5;24.7;4.8;0.1;716.0;GM
3413;Tholen;2010;10197.0;7069.0;3115.0;2540.0;575.0;13.0;69.3;30.5;24.9;5.6;0.1;716.0;GM
3414;Tholen;2011;10221.0;6998.0;3210.0;2513.0;697.0;13.0;68.5;31.4;24.6;6.8;0.1;716.0;GM
3415;Tholen;2012;10239.0;7067.0;3159.0;2506.0;653.0;13.0;69.0;30.9;24.5;6.4;0.1;716.0;GM
3416;Thorn;2006;1081.0;770.0;291.0;;;20.0;71.2;26.9;;;1.9;977.0;GM
3417;Thorn;2007;;;;;;;;;;;;;
3418;Thorn;2008;;;;;;;;;;;;;
3419;Thorn;2009;;;;;;;;;;;;;
3420;Thorn;2010;;;;;;;;;;;;;
3421;Thorn;2011;;;;;;;;;;;;;
3422;Thorn;2012;;;;;;;;;;;;;
3423;Tiel;2006;16391.0;8706.0;7225.0;;;460.0;53.1;44.1;;;2.8;281.0;GM
3424;Tiel;2007;16548.0;8894.0;7213.0;;;441.0;53.7;43.6;;;2.7;281.0;GM
3425;Tiel;2008;16650.0;8945.0;7235.0;;;470.0;53.7;43.5;;;2.8;281.0;GM
3426;Tiel;2009;16657.0;9067.0;7539.0;6402.0;1137.0;51.0;54.4;45.3;38.4;6.8;0.3;281.0;GM
3427;Tiel;2010;16857.0;9117.0;7670.0;6444.0;1226.0;70.0;54.1;45.5;38.2;7.3;0.4;281.0;GM
3428;Tiel;2011;17158.0;8985.0;8082.0;6414.0;1668.0;91.0;52.4;47.1;37.4;9.7;0.5;281.0;GM
3429;Tiel;2012;17431.0;9177.0;7969.0;6432.0;1537.0;285.0;52.6;45.7;36.9;8.8;1.6;281.0;GM
3430;Tilburg;2006;84986.0;45046.0;37884.0;;;2056.0;53.0;44.6;;;2.4;855.0;GM
3431;Tilburg;2007;85827.0;46192.0;37464.0;;;2171.0;53.8;43.7;;;2.5;855.0;GM
3432;Tilburg;2008;86976.0;47153.0;37356.0;;;2467.0;54.2;42.9;;;2.8;855.0;GM
3433;Tilburg;2009;88270.0;48153.0;39717.0;30876.0;8841.0;400.0;54.6;45.0;35.0;10.0;0.5;855.0;GM
3434;Tilburg;2010;89501.0;48098.0;41028.0;31146.0;9882.0;375.0;53.7;45.8;34.8;11.0;0.4;855.0;GM
3435;Tilburg;2011;89808.0;48601.0;40872.0;30884.0;9988.0;335.0;54.1;45.5;34.4;11.1;0.4;855.0;GM
3436;Tilburg;2012;90366.0;50717.0;39330.0;30659.0;8671.0;319.0;56.1;43.5;33.9;9.6;0.4;855.0;GM
3437;Tubbergen;2006;6723.0;4640.0;1871.0;;;212.0;69.0;27.8;;;3.2;183.0;GM
3438;Tubbergen;2007;6855.0;4671.0;1921.0;;;263.0;68.1;28.0;;;3.8;183.0;GM
3439;Tubbergen;2008;7164.0;4898.0;2079.0;;;187.0;68.4;29.0;;;2.6;183.0;GM
3440;Tubbergen;2009;7219.0;4964.0;2220.0;921.0;1299.0;35.0;68.8;30.8;12.8;18.0;0.5;183.0;GM
3441;Tubbergen;2010;7382.0;5052.0;2296.0;959.0;1337.0;34.0;68.4;31.1;13.0;18.1;0.5;183.0;GM
3442;Tubbergen;2011;7475.0;5064.0;2373.0;962.0;1411.0;38.0;67.7;31.7;12.9;18.9;0.5;183.0;GM
3443;Tubbergen;2012;7550.0;5206.0;2308.0;966.0;1342.0;36.0;69.0;30.6;12.8;17.8;0.5;183.0;GM
3444;Twenterand;2006;12092.0;7522.0;4246.0;;;324.0;62.2;35.1;;;2.7;1700.0;GM
3445;Twenterand;2007;12186.0;7541.0;4267.0;;;378.0;61.9;35.0;;;3.1;1700.0;GM
3446;Twenterand;2008;12489.0;7820.0;4364.0;;;305.0;62.6;34.9;;;2.4;1700.0;GM
3447;Twenterand;2009;12625.0;7891.0;4677.0;3565.0;1112.0;57.0;62.5;37.0;28.2;8.8;0.5;1700.0;GM
3448;Twenterand;2010;12642.0;7864.0;4725.0;3536.0;1189.0;53.0;62.2;37.4;28.0;9.4;0.4;1700.0;GM
3449;Twenterand;2011;12758.0;7864.0;4845.0;3554.0;1291.0;49.0;61.6;38.0;27.9;10.1;0.4;1700.0;GM
3450;Twenterand;2012;12852.0;8083.0;4723.0;3448.0;1275.0;46.0;62.9;36.7;26.8;9.9;0.4;1700.0;GM
3451;Tynaarlo;2006;13032.0;9158.0;3539.0;;;335.0;70.3;27.2;;;2.6;1730.0;GM
3452;Tynaarlo;2007;13029.0;9228.0;3479.0;;;322.0;70.8;26.7;;;2.5;1730.0;GM
3453;Tynaarlo;2008;13285.0;9521.0;3459.0;;;305.0;71.7;26.0;;;2.3;1730.0;GM
3454;Tynaarlo;2009;13338.0;9599.0;3612.0;2331.0;1281.0;127.0;72.0;27.1;17.5;9.6;1.0;1730.0;GM
3455;Tynaarlo;2010;13471.0;9678.0;3622.0;2319.0;1303.0;171.0;71.8;26.9;17.2;9.7;1.3;1730.0;GM
3456;Tynaarlo;2011;13495.0;9588.0;3793.0;2240.0;1553.0;114.0;71.0;28.1;16.6;11.5;0.8;1730.0;GM
3457;Tynaarlo;2012;13589.0;10089.0;3382.0;2234.0;1148.0;118.0;74.2;24.9;16.4;8.4;0.9;1730.0;GM
3458;Tytsjerksteradiel;2006;12898.0;8939.0;3657.0;;;302.0;69.3;28.4;;;2.3;737.0;GM
3459;Tytsjerksteradiel;2007;12950.0;9093.0;3557.0;;;300.0;70.2;27.5;;;2.3;737.0;GM
3460;Tytsjerksteradiel;2008;13044.0;9203.0;3592.0;;;249.0;70.6;27.5;;;1.9;737.0;GM
3461;Tytsjerksteradiel;2009;13141.0;9339.0;3751.0;2799.0;952.0;51.0;71.1;28.5;21.3;7.2;0.4;737.0;GM
3462;Tytsjerksteradiel;2010;13189.0;9304.0;3849.0;2846.0;1003.0;36.0;70.5;29.2;21.6;7.6;0.3;737.0;GM
3463;Tytsjerksteradiel;2011;13223.0;9302.0;3894.0;2822.0;1072.0;27.0;70.3;29.4;21.3;8.1;0.2;737.0;GM
3464;Tytsjerksteradiel;2012;13275.0;9416.0;3830.0;2818.0;1012.0;29.0;70.9;28.9;21.2;7.6;0.2;737.0;GM
3465;Ubbergen;2006;3963.0;2423.0;1468.0;;;72.0;61.1;37.0;;;1.8;282.0;GM
3466;Ubbergen;2007;3966.0;2501.0;1399.0;;;66.0;63.1;35.3;;;1.7;282.0;GM
3467;Ubbergen;2008;3965.0;2534.0;1353.0;;;78.0;63.9;34.1;;;2.0;282.0;GM
3468;Ubbergen;2009;4034.0;2619.0;1405.0;1160.0;245.0;10.0;64.9;34.8;28.8;6.1;0.2;282.0;GM
3469;Ubbergen;2010;4065.0;2611.0;1445.0;1180.0;265.0;9.0;64.2;35.5;29.0;6.5;0.2;282.0;GM
3470;Ubbergen;2011;4081.0;2604.0;1471.0;1177.0;294.0;6.0;63.8;36.0;28.8;7.2;0.1;282.0;GM
3471;Ubbergen;2012;4119.0;2706.0;1403.0;1170.0;233.0;10.0;65.7;34.1;28.4;5.7;0.2;282.0;GM
3472;Uden;2006;16281.0;9926.0;6018.0;;;337.0;61.0;37.0;;;2.1;856.0;GM
3473;Uden;2007;16363.0;10018.0;6052.0;;;293.0;61.2;37.0;;;1.8;856.0;GM
3474;Uden;2008;16476.0;10111.0;6052.0;;;313.0;61.4;36.7;;;1.9;856.0;GM
3475;Uden;2009;16525.0;10190.0;6297.0;4838.0;1459.0;38.0;61.7;38.1;29.3;8.8;0.2;856.0;GM
3476;Uden;2010;16898.0;10471.0;6368.0;4871.0;1497.0;59.0;62.0;37.7;28.8;8.9;0.3;856.0;GM
3477;Uden;2011;17048.0;10434.0;6579.0;4895.0;1684.0;35.0;61.2;38.6;28.7;9.9;0.2;856.0;GM
3478;Uden;2012;17202.0;10862.0;6293.0;4882.0;1411.0;47.0;63.1;36.6;28.4;8.2;0.3;856.0;GM
3479;Uitgeest;2006;4732.0;3198.0;1425.0;;;109.0;67.6;30.1;;;2.3;450.0;GM
3480;Uitgeest;2007;4830.0;3258.0;1463.0;;;109.0;67.5;30.3;;;2.3;450.0;GM
3481;Uitgeest;2008;4945.0;3343.0;1484.0;;;118.0;67.6;30.0;;;2.4;450.0;GM
3482;Uitgeest;2009;5061.0;3457.0;1595.0;1208.0;387.0;9.0;68.3;31.5;23.9;7.6;0.2;450.0;GM
3483;Uitgeest;2010;5090.0;3458.0;1625.0;1235.0;390.0;7.0;67.9;31.9;24.3;7.7;0.1;450.0;GM
3484;Uitgeest;2011;5179.0;3497.0;1675.0;1195.0;480.0;7.0;67.5;32.3;23.1;9.3;0.1;450.0;GM
3485;Uitgeest;2012;5241.0;3553.0;1671.0;1206.0;465.0;17.0;67.8;31.9;23.0;8.9;0.3;450.0;GM
3486;Uithoorn;2006;11287.0;6239.0;4781.0;;;267.0;55.3;42.4;;;2.4;451.0;GM
3487;Uithoorn;2007;11455.0;6394.0;4815.0;;;246.0;55.8;42.0;;;2.1;451.0;GM
3488;Uithoorn;2008;11724.0;6539.0;4933.0;;;252.0;55.8;42.1;;;2.1;451.0;GM
3489;Uithoorn;2009;11916.0;6710.0;5172.0;4073.0;1099.0;34.0;56.3;43.4;34.2;9.2;0.3;451.0;GM
3490;Uithoorn;2010;12046.0;6766.0;5246.0;4081.0;1165.0;34.0;56.2;43.5;33.9;9.7;0.3;451.0;GM
3491;Uithoorn;2011;12074.0;6747.0;5298.0;4081.0;1217.0;29.0;55.9;43.9;33.8;10.1;0.2;451.0;GM
3492;Uithoorn;2012;12179.0;6909.0;5242.0;4174.0;1068.0;28.0;56.7;43.0;34.3;8.8;0.2;451.0;GM
3493;Urk;2006;5067.0;3892.0;1038.0;;;137.0;76.8;20.5;;;2.7;184.0;GM
3494;Urk;2007;5124.0;4028.0;1020.0;;;76.0;78.6;19.9;;;1.5;184.0;GM
3495;Urk;2008;5166.0;4012.0;1059.0;;;95.0;77.7;20.5;;;1.8;184.0;GM
3496;Urk;2009;5291.0;4207.0;1073.0;716.0;357.0;11.0;79.5;20.3;13.5;6.7;0.2;184.0;GM
3497;Urk;2010;5450.0;4272.0;1165.0;782.0;383.0;13.0;78.4;21.4;14.3;7.0;0.2;184.0;GM
3498;Urk;2011;5570.0;4318.0;1242.0;756.0;486.0;10.0;77.5;22.3;13.6;8.7;0.2;184.0;GM
3499;Urk;2012;5707.0;4528.0;1166.0;796.0;370.0;13.0;79.3;20.4;13.9;6.5;0.2;184.0;GM
3500;Utrecht;2006;120790.0;53489.0;63492.0;;;3809.0;44.3;52.6;;;3.2;344.0;GM
3501;Utrecht;2007;123424.0;56151.0;61290.0;;;5983.0;45.5;49.7;;;4.8;344.0;GM
3502;Utrecht;2008;126516.0;59258.0;61997.0;;;5261.0;46.8;49.0;;;4.2;344.0;GM
3503;Utrecht;2009;128955.0;58934.0;69246.0;49639.0;19607.0;775.0;45.7;53.7;38.5;15.2;0.6;344.0;GM
3504;Utrecht;2010;132197.0;60934.0;70545.0;48201.0;22344.0;718.0;46.1;53.4;36.5;16.9;0.5;344.0;GM
3505;Utrecht;2011;133441.0;60863.0;71242.0;47445.0;23797.0;1336.0;45.6;53.4;35.6;17.8;1.0;344.0;GM
3506;Utrecht;2012;135267.0;64673.0;68906.0;47293.0;21613.0;1688.0;47.8;50.9;35.0;16.0;1.2;344.0;GM
3507;Utrechtse Heuvelrug;2006;19758.0;12377.0;6692.0;;;689.0;62.6;33.9;;;3.5;1581.0;GM
3508;Utrechtse Heuvelrug;2007;19758.0;12293.0;6676.0;;;789.0;62.2;33.8;;;4.0;1581.0;GM
3509;Utrechtse Heuvelrug;2008;19896.0;12478.0;6878.0;;;540.0;62.7;34.6;;;2.7;1581.0;GM
3510;Utrechtse Heuvelrug;2009;19903.0;12507.0;7271.0;4529.0;2742.0;125.0;62.8;36.5;22.8;13.8;0.6;1581.0;GM
3511;Utrechtse Heuvelrug;2010;19916.0;12480.0;7315.0;4893.0;2422.0;121.0;62.7;36.7;24.6;12.2;0.6;1581.0;GM
3512;Utrechtse Heuvelrug;2011;19936.0;12295.0;7550.0;4623.0;2927.0;91.0;61.7;37.9;23.2;14.7;0.5;1581.0;GM
3513;Utrechtse Heuvelrug;2012;19981.0;12533.0;7353.0;4762.0;2591.0;95.0;62.7;36.8;23.8;13.0;0.5;1581.0;GM
3514;Vaals;2006;4661.0;2256.0;2128.0;;;277.0;48.4;45.7;;;5.9;981.0;GM
3515;Vaals;2007;4579.0;2293.0;2107.0;;;179.0;50.1;46.0;;;3.9;981.0;GM
3516;Vaals;2008;4631.0;2245.0;2111.0;;;275.0;48.5;45.6;;;5.9;981.0;GM
3517;Vaals;2009;4710.0;2333.0;2353.0;1666.0;687.0;24.0;49.5;50.0;35.4;14.6;0.5;981.0;GM
3518;Vaals;2010;4753.0;2248.0;2424.0;1626.0;798.0;81.0;47.3;51.0;34.2;16.8;1.7;981.0;GM
3519;Vaals;2011;4782.0;2264.0;2488.0;1619.0;869.0;30.0;47.3;52.0;33.9;18.2;0.6;981.0;GM
3520;Vaals;2012;4796.0;2345.0;2420.0;1621.0;799.0;31.0;48.9;50.5;33.8;16.7;0.6;981.0;GM
3521;Valkenburg aan de Geul;2006;7543.0;4655.0;2543.0;;;345.0;61.7;33.7;;;4.6;994.0;GM
3522;Valkenburg aan de Geul;2007;7640.0;4684.0;2516.0;;;440.0;61.3;32.9;;;5.8;994.0;GM
3523;Valkenburg aan de Geul;2008;7691.0;4765.0;2551.0;;;375.0;62.0;33.2;;;4.9;994.0;GM
3524;Valkenburg aan de Geul;2009;7777.0;4791.0;2877.0;1596.0;1281.0;109.0;61.6;37.0;20.5;16.5;1.4;994.0;GM
3525;Valkenburg aan de Geul;2010;7811.0;4777.0;2928.0;1580.0;1348.0;106.0;61.2;37.5;20.2;17.3;1.4;994.0;GM
3526;Valkenburg aan de Geul;2011;7816.0;4652.0;3068.0;1602.0;1466.0;96.0;59.5;39.3;20.5;18.8;1.2;994.0;GM
3527;Valkenburg aan de Geul;2012;7834.0;4816.0;2928.0;1586.0;1342.0;90.0;61.5;37.4;20.2;17.1;1.1;994.0;GM
3528;Valkenswaard;2006;13325.0;8035.0;4997.0;;;293.0;60.3;37.5;;;2.2;858.0;GM
3529;Valkenswaard;2007;13455.0;8171.0;4996.0;;;288.0;60.7;37.1;;;2.1;858.0;GM
3530;Valkenswaard;2008;13602.0;8292.0;4988.0;;;322.0;61.0;36.7;;;2.4;858.0;GM
3531;Valkenswaard;2009;13680.0;8321.0;5331.0;4112.0;1219.0;28.0;60.8;39.0;30.1;8.9;0.2;858.0;GM
3532;Valkenswaard;2010;13768.0;8360.0;5380.0;4124.0;1256.0;28.0;60.7;39.1;30.0;9.1;0.2;858.0;GM
3533;Valkenswaard;2011;13818.0;8279.0;5508.0;4101.0;1407.0;31.0;59.9;39.9;29.7;10.2;0.2;858.0;GM
3534;Valkenswaard;2012;13921.0;8389.0;5501.0;4188.0;1313.0;31.0;60.3;39.5;30.1;9.4;0.2;858.0;GM
3535;Veendam;2006;12229.0;7717.0;4146.0;;;366.0;63.1;33.9;;;3.0;47.0;GM
3536;Veendam;2007;12239.0;7904.0;3983.0;;;352.0;64.6;32.5;;;2.9;47.0;GM
3537;Veendam;2008;12366.0;8004.0;4018.0;;;344.0;64.7;32.5;;;2.8;47.0;GM
3538;Veendam;2009;12496.0;8138.0;4290.0;2908.0;1382.0;68.0;65.1;34.3;23.3;11.1;0.5;47.0;GM
3539;Veendam;2010;12562.0;8153.0;4361.0;3148.0;1213.0;48.0;64.9;34.7;25.1;9.7;0.4;47.0;GM
3540;Veendam;2011;12590.0;8051.0;4509.0;3119.0;1390.0;30.0;63.9;35.8;24.8;11.0;0.2;47.0;GM
3541;Veendam;2012;12613.0;8160.0;4422.0;3022.0;1400.0;31.0;64.7;35.1;24.0;11.1;0.2;47.0;GM
3542;Veenendaal;2006;23909.0;13472.0;9967.0;;;470.0;56.3;41.7;;;2.0;345.0;GM
3543;Veenendaal;2007;24063.0;13634.0;9974.0;;;455.0;56.7;41.4;;;1.9;345.0;GM
3544;Veenendaal;2008;24254.0;13754.0;10043.0;;;457.0;56.7;41.4;;;1.9;345.0;GM
3545;Veenendaal;2009;24458.0;14031.0;10349.0;8567.0;1782.0;78.0;57.4;42.3;35.0;7.3;0.3;345.0;GM
3546;Veenendaal;2010;24603.0;14035.0;10479.0;8709.0;1770.0;89.0;57.0;42.6;35.4;7.2;0.4;345.0;GM
3547;Veenendaal;2011;25025.0;14181.0;10758.0;8725.0;2033.0;86.0;56.7;43.0;34.9;8.1;0.3;345.0;GM
3548;Veenendaal;2012;25175.0;14411.0;10646.0;8747.0;1899.0;118.0;57.2;42.3;34.7;7.5;0.5;345.0;GM
3549;Veere;2006;9915.0;7565.0;2072.0;;;278.0;76.3;20.9;;;2.8;717.0;GM
3550;Veere;2007;9987.0;7598.0;2096.0;;;293.0;76.1;21.0;;;2.9;717.0;GM
3551;Veere;2008;10156.0;7759.0;2142.0;;;255.0;76.4;21.1;;;2.5;717.0;GM
3552;Veere;2009;10204.0;7859.0;2294.0;1135.0;1159.0;51.0;77.0;22.5;11.1;11.4;0.5;717.0;GM
3553;Veere;2010;10213.0;7697.0;2457.0;1201.0;1256.0;59.0;75.4;24.1;11.8;12.3;0.6;717.0;GM
