ID;Geslacht;Kenmerken;Perioden;InkomendeGrensarbeidUitBelgie_1;InkomendeGrensarbeidUitDuitsland_2;UitgaandeGrensarbeidNaarBelgie_3;UitgaandeGrensarbeidNaarDuitsland_4
729;Vrouwen;Zuidwest-Gelderland (Cr 16);2000;0.0;5.0;0.0;10
730;Vrouwen;Zuidwest-Gelderland (Cr 16);2001;0.0;0.0;0.0;10
731;Vrouwen;Zuidwest-Gelderland (Cr 16);2002;;;0.0;10
732;Vrouwen;Zuidwest-Gelderland (Cr 16);2003;;;;10
733;Vrouwen;Zuidwest-Gelderland (Cr 16);2004;;;;10
734;Vrouwen;Zuidwest-Gelderland (Cr 16);2005;;;;5
735;Vrouwen;Utrecht (PV);1999;15.0;5.0;5.0;15
736;Vrouwen;Utrecht (PV);2000;20.0;5.0;5.0;10
737;Vrouwen;Utrecht (PV);2001;20.0;10.0;5.0;15
738;Vrouwen;Utrecht (PV);2002;;;10.0;15
739;Vrouwen;Utrecht (PV);2003;;;;15
740;Vrouwen;Utrecht (PV);2004;;;;10
741;Vrouwen;Utrecht (PV);2005;;;;5
742;Vrouwen;Noord-Holland PV);1999;45.0;5.0;10.0;20
743;Vrouwen;Noord-Holland PV);2000;45.0;10.0;15.0;15
744;Vrouwen;Noord-Holland PV);2001;45.0;15.0;15.0;20
745;Vrouwen;Noord-Holland PV);2002;;;15.0;25
746;Vrouwen;Noord-Holland PV);2003;;;;15
747;Vrouwen;Noord-Holland PV);2004;;;;10
748;Vrouwen;Noord-Holland PV);2005;;;;5
749;Vrouwen;Zuid-Holland (PV);1999;130.0;10.0;25.0;10
750;Vrouwen;Zuid-Holland (PV);2000;135.0;15.0;35.0;15
751;Vrouwen;Zuid-Holland (PV);2001;140.0;10.0;30.0;15
752;Vrouwen;Zuid-Holland (PV);2002;;;35.0;10
753;Vrouwen;Zuid-Holland (PV);2003;;;;5
754;Vrouwen;Zuid-Holland (PV);2004;;;;5
755;Vrouwen;Zuid-Holland (PV);2005;;;;0
756;Vrouwen;Zeeland (PV);1999;830.0;0.0;435.0;5
757;Vrouwen;Zeeland (PV);2000;775.0;5.0;465.0;5
758;Vrouwen;Zeeland (PV);2001;790.0;5.0;485.0;5
759;Vrouwen;Zeeland (PV);2002;;;525.0;5
760;Vrouwen;Zeeland (PV);2003;;;;0
761;Vrouwen;Zeeland (PV);2004;;;;0
762;Vrouwen;Zeeland (PV);2005;;;;0
763;Vrouwen;Zeeuws-Vlaanderen (Cr 31);1999;800.0;0.0;415.0;0
764;Vrouwen;Zeeuws-Vlaanderen (Cr 31);2000;750.0;5.0;450.0;0
765;Vrouwen;Zeeuws-Vlaanderen (Cr 31);2001;765.0;5.0;460.0;0
766;Vrouwen;Zeeuws-Vlaanderen (Cr 31);2002;;;500.0;0
767;Vrouwen;Zeeuws-Vlaanderen (Cr 31);2003;;;;0
768;Vrouwen;Zeeuws-Vlaanderen (Cr 31);2004;;;;0
769;Vrouwen;Zeeuws-Vlaanderen (Cr 31);2005;;;;0
770;Vrouwen;Overig-Zeeland (Cr 32);1999;30.0;0.0;15.0;5
771;Vrouwen;Overig-Zeeland (Cr 32);2000;25.0;0.0;20.0;5
772;Vrouwen;Overig-Zeeland (Cr 32);2001;20.0;5.0;25.0;5
773;Vrouwen;Overig-Zeeland (Cr 32);2002;;;25.0;5
774;Vrouwen;Overig-Zeeland (Cr 32);2003;;;;0
775;Vrouwen;Overig-Zeeland (Cr 32);2004;;;;0
776;Vrouwen;Overig-Zeeland (Cr 32);2005;;;;0
777;Vrouwen;Noord-Brabant (PV);1999;3000.0;90.0;480.0;150
778;Vrouwen;Noord-Brabant (PV);2000;2965.0;115.0;480.0;130
779;Vrouwen;Noord-Brabant (PV);2001;3165.0;200.0;465.0;120
780;Vrouwen;Noord-Brabant (PV);2002;;;450.0;105
781;Vrouwen;Noord-Brabant (PV);2003;;;;95
782;Vrouwen;Noord-Brabant (PV);2004;;;;85
783;Vrouwen;Noord-Brabant (PV);2005;;;;90
784;Vrouwen;West-Noord-Brabant (Cr 33);1999;735.0;0.0;285.0;5
785;Vrouwen;West-Noord-Brabant (Cr 33);2000;840.0;5.0;290.0;0
786;Vrouwen;West-Noord-Brabant (Cr 33);2001;885.0;15.0;280.0;0
787;Vrouwen;West-Noord-Brabant (Cr 33);2002;;;270.0;5
788;Vrouwen;West-Noord-Brabant (Cr 33);2003;;;;0
789;Vrouwen;West-Noord-Brabant (Cr 33);2004;;;;0
790;Vrouwen;West-Noord-Brabant (Cr 33);2005;;;;0
791;Vrouwen;Midden-Noord-Brabant (Cr 34);1999;870.0;35.0;80.0;5
792;Vrouwen;Midden-Noord-Brabant (Cr 34);2000;935.0;60.0;75.0;5
793;Vrouwen;Midden-Noord-Brabant (Cr 34);2001;1015.0;130.0;85.0;0
794;Vrouwen;Midden-Noord-Brabant (Cr 34);2002;;;80.0;0
795;Vrouwen;Midden-Noord-Brabant (Cr 34);2003;;;;0
796;Vrouwen;Midden-Noord-Brabant (Cr 34);2004;;;;0
797;Vrouwen;Midden-Noord-Brabant (Cr 34);2005;;;;0
798;Vrouwen;Noordoost-Noord-Brabant (Cr 35);1999;135.0;30.0;15.0;60
799;Vrouwen;Noordoost-Noord-Brabant (Cr 35);2000;120.0;15.0;15.0;55
800;Vrouwen;Noordoost-Noord-Brabant (Cr 35);2001;130.0;25.0;15.0;55
801;Vrouwen;Noordoost-Noord-Brabant (Cr 35);2002;;;10.0;40
802;Vrouwen;Noordoost-Noord-Brabant (Cr 35);2003;;;;40
803;Vrouwen;Noordoost-Noord-Brabant (Cr 35);2004;;;;40
804;Vrouwen;Noordoost-Noord-Brabant (Cr 35);2005;;;;40
805;Vrouwen;Zuidoost-Noord-Brabant (Cr 36);1999;1260.0;20.0;105.0;80
806;Vrouwen;Zuidoost-Noord-Brabant (Cr 36);2000;1070.0;35.0;100.0;70
807;Vrouwen;Zuidoost-Noord-Brabant (Cr 36);2001;1140.0;30.0;90.0;65
808;Vrouwen;Zuidoost-Noord-Brabant (Cr 36);2002;;;90.0;60
809;Vrouwen;Zuidoost-Noord-Brabant (Cr 36);2003;;;;50
810;Vrouwen;Zuidoost-Noord-Brabant (Cr 36);2004;;;;45
811;Vrouwen;Zuidoost-Noord-Brabant (Cr 36);2005;;;;45
812;Vrouwen;Limburg (PV);1999;3255.0;505.0;215.0;2475
813;Vrouwen;Limburg (PV);2000;2995.0;535.0;225.0;2315
814;Vrouwen;Limburg (PV);2001;3155.0;635.0;230.0;2260
815;Vrouwen;Limburg (PV);2002;;;230.0;2075
816;Vrouwen;Limburg (PV);2003;;;;1970
817;Vrouwen;Limburg (PV);2004;;;;1860
818;Vrouwen;Limburg (PV);2005;;;;1810
819;Vrouwen;Noord-Limburg (Cr 37);1999;55.0;255.0;15.0;560
820;Vrouwen;Noord-Limburg (Cr 37);2000;295.0;255.0;25.0;535
821;Vrouwen;Noord-Limburg (Cr 37);2001;305.0;295.0;25.0;490
822;Vrouwen;Noord-Limburg (Cr 37);2002;;;30.0;445
823;Vrouwen;Noord-Limburg (Cr 37);2003;;;;410
824;Vrouwen;Noord-Limburg (Cr 37);2004;;;;400
825;Vrouwen;Noord-Limburg (Cr 37);2005;;;;385
826;Vrouwen;Midden-Limburg (Cr 38);1999;520.0;40.0;35.0;290
827;Vrouwen;Midden-Limburg (Cr 38);2000;535.0;35.0;40.0;270
828;Vrouwen;Midden-Limburg (Cr 38);2001;555.0;45.0;40.0;260
829;Vrouwen;Midden-Limburg (Cr 38);2002;;;35.0;235
830;Vrouwen;Midden-Limburg (Cr 38);2003;;;;235
831;Vrouwen;Midden-Limburg (Cr 38);2004;;;;210
832;Vrouwen;Midden-Limburg (Cr 38);2005;;;;210
833;Vrouwen;Zuid-Limburg (Cr 39);1999;2680.0;210.0;160.0;1630
834;Vrouwen;Zuid-Limburg (Cr 39);2000;2165.0;240.0;160.0;1515
835;Vrouwen;Zuid-Limburg (Cr 39);2001;2290.0;295.0;165.0;1505
836;Vrouwen;Zuid-Limburg (Cr 39);2002;;;165.0;1395
837;Vrouwen;Zuid-Limburg (Cr 39);2003;;;;1325
838;Vrouwen;Zuid-Limburg (Cr 39);2004;;;;1245
839;Vrouwen;Zuid-Limburg (Cr 39);2005;;;;1215
