ID;Perioden;TotaalMisdrijven_1;WetboekVanStrafrechtTotaal_2;Geweldsmisdrijven_3;Vermogensmisdrijven_4;VernielingEnOpenbareOrde_5;WegenverkeerswetTotaal_6;WegenverkeerswetRijdenOnderInvloed_7;WegenverkeerswetDoorrijdenNaOngeval_8;OpgehelderdeMisdrijven_9;TotaalVerdachten_10;MannenVan18JaarOfOuder_11;VrouwenVan18JaarOfOuder_12;JongensJongerDan18Jaar_13;MeisjesJongerDan18Jaar_14;DoorHetOMSepot_15;DoorHetOMTransactie_16;DoorDeRechter_17;DoorHetOMTotaal_18;DoorHetOMSepot_19;DoorDeRechter_20;TotaalSchuldigverklaringen_21;WetboekVanStrafrechtTotaal_22;MisdrijvenTegenDeOpenbareOrde_23;MisdrijvenTegenHetOpenbaarGezag_24;MoordEnDoodslag_25;Mishandeling_26;Vernieling_27;SeksueleMisdrijven_28;Diefstal_29;Verduistering_30;Bedrog_31;Heling_32;TelegraafEnTelefoonwet_33;Vuurwapenwet_34;Opiumwet_35;WegenverkeerswetTotaal_36;WegenverkeerswetRijdenOnderInvloed_37;WegenverkeerswetDoorrijdenNaOngeval_38;WegensOvertredingen_39;OnvoorwaardelijkeGevangenisstraf_40;DeelsVoorwaardelijkeGevangenisstraf_41;VoorwaardelijkeGevangenisstraf_42;GeldboeteMetVoorwaardVrijheidsstraf_43;UitsluitendGeldboete_44;OpnemingenInStrafinrichtingen_45;BevolkingHuisVanBewaring_46;BevolkingGevangenis_47;BevolkingGecombineerdeInrichting_48;BevolkingRijkswerkinrichting_49;AantalIngeschrevenAdvocaten_50;GewoneRechtspraakInclMilitaire_51;AdministratieveRechtspraak_52;TotaalBegroteUitgaven_53;Rechtshandhaving_54;WetgevingRechtsplegingEnBijstand_55;Gevangeniswezen_56;TbrEnReclassering_57;BurgerrechtelijkOndertoezichtstelling_58;StrafrechtelijkOndertoezichtstelling_59;ToevertrouwingAanDeKinderbescherming_60;OntzettingOuderlijkeMachtOfVoogdij_61;OntheffingOuderlijkeMachtOfVoogdij_62;Adoptie_63;BurgerlijkeRechtspraak_64;TotaalGefailleerden_65;OndernemingenTotaal_66;LandbouwEnVisserij_67;Industrie_68;BouwnijverheidEnInstallatiebedrijven_69;Handel_70;TransportOpslagEnCommunicatie_71;OverigeWaaronderDienstverlening_72;TotaalUitgesprokenFaillissementen_73;BedrijvenEnInstellingenTotaal_74;LandEnBosbouwJachtEnVisserij_75;WinningVanDelfstoffenEnIndustrie_76;Bouwnijverheid_77;ReparatieConsumentenartEnHandel_78;Horeca_79;VervoerOpslagEnCommunicatie_80;FinInstVerhuurEnZakDienstverl_81;OnderwGezondhMilieuOvDienstVerl_82;TotaalBranden_83;BrandenWoonhuizen_84;BrandenMetOpgegevenSchadebedrag_85;SchadebedragTotaal_86;SchadebedragWoonhuizen_87
40;1968;216.0;182.0;15.0;146.0;16.0;32.0;9.0;6.0;100.0;104.0;71.0;8.0;22.0;1.0;71.5;780.7;280.6;43.3;30.1;52.4;45755.0;31791.0;887.0;885.0;63.0;4260.0;2286.0;2159.0;14962.0;1602.0;613.0;1513.0;65.0;21.0;260.0;13865.0;6827.0;3524.0;1983.4;8831.0;4731.0;1830.0;8382.0;20386.0;18792.0;1584.0;1011.0;719.0;36.0;1967.0;2790.0;140.0;281.0;81.0;40.0;29.0;20.0;4249.0;576.0;2165.0;342.0;1464.0;898.0;127.0;2031.0;1346.0;47.0;284.0;296.0;519.0;68.0;132.0;;;;;;;;;;;16135.0;4062.0;6947.0;121.0;5.0
41;1969;239.0;203.0;15.0;166.0;18.0;34.0;8.0;7.0;104.0;109.0;74.0;9.0;23.0;2.0;68.0;729.6;272.3;50.5;35.9;51.6;44787.0;30240.0;1446.0;745.0;74.0;4145.0;2163.0;1723.0;14364.0;1467.0;470.0;1354.0;175.0;24.0;248.0;14226.0;6979.0;3786.0;1865.4;8236.0;4537.0;2112.0;7943.0;20415.0;18951.0;1435.0;805.0;600.0;27.0;1985.0;2816.0;154.0;315.0;88.0;45.0;32.0;24.0;4272.0;460.0;2198.0;287.0;1698.0;1037.0;131.0;2037.0;1457.0;70.0;317.0;281.0;586.0;55.0;148.0;;;;;;;;;;;17779.0;4036.0;7455.0;82.0;6.0
42;1970;265.0;225.0;15.0;188.0;18.0;36.0;9.0;8.0;109.0;113.0;78.0;9.0;23.0;2.0;67.6;749.6;258.4;52.2;37.6;50.3;45306.0;29802.0;1279.0;717.0;68.0;4094.0;2136.0;1430.0;14730.0;1340.0;421.0;1484.0;237.0;175.0;442.0;14751.0;7101.0;4290.0;1837.5;8407.0;4547.0;1987.0;8164.0;20789.0;19491.0;1560.0;655.0;412.0;16.0;2063.0;2932.0;158.0;354.0;99.0;50.0;35.0;27.0;3984.0;448.0;1814.0;207.0;1635.0;1209.0;137.0;2285.0;1697.0;75.0;316.0;313.0;757.0;60.0;176.0;;;;;;;;;;;20307.0;4398.0;8142.0;112.0;8.0
43;1971;307.0;264.0;16.0;225.0;20.0;38.0;9.0;9.0;115.0;122.0;84.0;9.0;26.0;2.0;68.8;909.8;260.6;60.4;43.1;51.1;46260.0;29326.0;1099.0;692.0;78.0;3742.0;2101.0;1185.0;15264.0;1190.0;344.0;1446.0;311.0;1900.0;579.0;14296.0;7080.0;4155.0;2013.4;9409.0;4734.0;2065.0;8310.0;20314.0;20631.0;1683.0;697.0;435.0;15.0;2143.0;2929.0;164.0;388.0;108.0;54.0;39.0;29.0;3256.0;295.0;1189.0;142.0;1315.0;1155.0;149.0;2418.0;1818.0;74.0;338.0;433.0;684.0;69.0;220.0;;;;;;;;;;;21494.0;5490.0;8281.0;116.0;12.0
44;1972;348.0;302.0;17.0;260.0;22.0;39.0;10.0;9.0;125.0;130.0;89.0;10.0;28.0;2.0;72.2;1012.0;269.6;62.2;44.8;52.2;47551.0;30192.0;1072.0;835.0;75.0;3780.0;2079.0;962.0;15912.0;1046.0;556.0;1695.0;328.0;1756.0;631.0;14870.0;7966.0;4135.0;2129.2;9612.0;4747.0;2140.0;8914.0;20573.0;20626.0;1628.0;689.0;442.0;16.0;2235.0;3026.0;177.0;460.0;131.0;64.0;46.0;34.0;3054.0;255.0;935.0;109.0;1014.0;1292.0;162.0;2306.0;1696.0;46.0;296.0;354.0;770.0;52.0;178.0;;;;;;;;;;;23050.0;6095.0;9296.0;134.0;13.0
45;1973;388.0;340.0;18.0;294.0;26.0;40.0;11.0;10.0;133.0;135.0;92.0;10.0;30.0;2.0;70.0;1085.9;286.5;62.5;46.0;52.6;47295.0;29606.0;1034.0;854.0;78.0;3758.0;2059.0;820.0;15583.0;942.0;619.0;1768.0;215.0;2013.0;656.0;15124.0;8414.0;3986.0;2258.4;9165.0;4627.0;2279.0;9472.0;20398.0;19320.0;1663.0;572.0;294.0;;2345.0;3049.0;194.0;515.0;151.0;75.0;51.0;40.0;3100.0;277.0;839.0;104.0;893.0;1260.0;164.0;2223.0;1645.0;43.0;285.0;347.0;724.0;55.0;191.0;;;;;;;;;;;24711.0;5763.0;9244.0;144.0;14.0
46;1974;425.0;374.0;18.0;324.0;29.0;42.0;12.0;11.0;137.0;136.0;93.0;9.0;30.0;2.0;83.7;1159.1;286.8;63.0;45.7;54.2;48962.0;29439.0;1043.0;958.0;97.0;3736.0;2192.0;811.0;15817.0;745.0;265.0;1751.0;;;;15890.0;9195.0;4040.0;2326.6;;;;;;;;;;;2448.0;3230.0;228.0;627.0;192.0;95.0;63.0;49.0;3111.0;239.0;861.0;60.0;804.0;1713.0;175.0;2780.0;2167.0;50.0;429.0;463.0;893.0;94.0;238.0;;;;;;;;;;;22747.0;5797.0;8590.0;140.0;15.0
47;1975;453.0;398.0;18.0;343.0;34.0;46.0;21.0;11.0;149.0;147.0;105.0;10.0;28.0;2.0;81.9;1198.7;300.9;60.7;45.5;59.1;54198.0;30558.0;977.0;1027.0;125.0;3560.0;2445.0;798.0;16410.0;796.0;218.0;1911.0;587.0;2944.0;1095.0;19398.0;12510.0;3625.0;2410.2;10099.0;4698.0;2327.0;11608.0;23719.0;17283.0;1557.0;652.0;317.0;;2580.0;3313.0;240.0;763.0;243.0;121.0;77.0;60.0;2456.0;223.0;801.0;93.0;773.0;1535.0;174.0;3055.0;2344.0;43.0;498.0;450.0;904.0;160.0;289.0;;;;;;;;;;;22389.0;6031.0;8811.0;169.0;19.0
48;1976;525.0;462.0;21.0;397.0;40.0;53.0;25.0;14.0;173.0;167.0;118.0;12.0;34.0;3.0;96.5;1324.4;327.9;66.8;49.5;65.5;60108.0;30285.0;1051.0;1062.0;123.0;3850.0;2566.0;695.0;15587.0;750.0;201.0;1876.0;897.0;2984.0;1402.0;24281.0;16693.0;3678.0;2682.6;10973.0;4966.0;2565.0;13056.0;26307.0;23336.0;1675.0;823.0;369.0;;2775.0;3476.0;259.0;918.0;291.0;151.0;93.0;72.0;2354.0;207.0;630.0;61.0;685.0;1492.0;178.0;3009.0;2404.0;34.0;392.0;432.0;1082.0;153.0;311.0;;;;;;;;;;;33445.0;6649.0;9691.0;191.0;27.0
49;1977;550.0;479.0;21.0;403.0;52.0;60.0;30.0;17.0;177.0;179.0;127.0;12.0;36.0;3.0;114.2;1426.1;397.5;77.8;58.0;70.0;64495.0;31323.0;1121.0;1308.0;138.0;3782.0;2747.0;667.0;16235.0;704.0;198.0;1778.0;1380.0;2484.0;1375.0;27565.0;18906.0;4176.0;2940.7;10886.0;5684.0;2355.0;14382.0;28422.0;24036.0;1784.0;923.0;333.0;;2964.0;3652.0;322.0;1003.0;327.0;172.0;108.0;72.0;2490.0;205.0;502.0;47.0;632.0;1720.0;182.0;2879.0;2213.0;31.0;412.0;418.0;1003.0;105.0;244.0;;;;;;;;;;;24548.0;6898.0;9090.0;230.0;29.0
50;1978;570.0;492.0;22.0;403.0;63.0;65.0;32.0;19.0;186.0;184.0;132.0;12.0;36.0;3.0;106.4;1368.2;402.8;81.0;60.9;75.5;68301.0;31069.0;1189.0;1316.0;183.0;3983.0;2935.0;662.0;15435.0;623.0;191.0;1760.0;1761.0;2535.0;1412.0;31153.0;21780.0;4390.0;3080.0;9469.0;5356.0;2546.0;13363.0;34967.0;21430.0;1626.0;879.0;362.0;;3259.0;3812.0;341.0;1123.0;376.0;193.0;122.0;81.0;2493.0;130.0;;28.0;613.0;1544.0;185.0;2752.0;2157.0;25.0;349.0;398.0;1013.0;105.0;267.0;;;;;;;;;;;26472.0;6792.0;9070.0;266.0;32.0
51;1979;622.0;532.0;24.0;433.0;71.0;70.0;33.0;23.0;199.0;196.0;141.0;13.0;37.0;3.0;99.9;1169.9;385.0;85.2;65.5;76.8;69497.0;29938.0;1340.0;1203.0;178.0;4008.0;2995.0;672.0;14396.0;598.0;226.0;1499.0;3236.0;2226.0;1410.0;32283.0;22466.0;4716.0;2775.0;9387.0;5406.0;2443.0;13158.0;36988.0;21946.0;1784.0;843.0;357.0;;3497.0;4096.0;367.0;1187.0;404.0;218.0;129.0;82.0;2570.0;105.0;410.0;30.0;575.0;1798.0;194.0;3198.0;2572.0;40.0;434.0;469.0;1185.0;120.0;324.0;;;;;;;;;;;28646.0;7121.0;9334.0;280.0;40.0
52;1980;705.0;615.0;26.0;500.0;84.0;74.0;35.0;24.0;210.0;209.0;152.0;15.0;38.0;4.0;118.7;1179.0;355.4;97.5;72.3;82.8;75065.0;31878.0;1880.0;1238.0;237.0;4168.0;2946.0;613.0;15596.0;579.0;245.0;1486.0;5212.0;2044.0;1273.0;34304.0;24444.0;4583.0;2803.5;9261.0;6108.0;2608.0;13901.0;40084.0;22874.0;1929.0;943.0;362.0;;3726.0;4317.0;377.0;1247.0;424.0;241.0;135.0;86.0;2616.0;118.0;418.0;37.0;540.0;1901.0;209.0;4727.0;3943.0;87.0;670.0;792.0;1753.0;151.0;490.0;;;;;;;;;;;32127.0;7786.0;10189.0;313.0;47.0
53;1981;812.0;715.0;29.0;590.0;91.0;78.0;36.0;26.0;234.0;230.0;168.0;17.0;40.0;4.0;113.4;1153.2;351.6;109.3;78.7;83.8;76224.0;34285.0;2088.0;1237.0;266.0;4119.0;3060.0;612.0;16986.0;707.0;282.0;1637.0;3584.0;2052.0;1851.0;34052.0;23788.0;4921.0;2653.7;9663.0;5756.0;3002.0;14653.0;39944.0;23638.0;2111.0;966.0;378.0;;4020.0;4417.0;396.0;1332.0;466.0;262.0;140.0;88.0;2680.0;119.0;308.0;29.0;498.0;2500.0;232.0;6904.0;5784.0;145.0;789.0;1093.0;2569.0;196.0;992.0;;;;;;;;;;;28930.0;8361.0;10456.0;339.0;59.0
54;1982;922.0;825.0;31.0;684.0;106.0;78.0;37.0;26.0;247.0;247.0;179.0;19.0;44.0;4.0;119.4;940.5;376.8;114.7;80.3;89.9;81506.0;37018.0;2134.0;1422.0;261.0;4106.0;2993.0;571.0;19262.0;650.0;322.0;1780.0;3309.0;1984.0;2057.0;36520.0;26017.0;4967.0;2675.5;10171.0;6133.0;3910.0;15742.0;41967.0;24029.0;2225.0;1002.0;411.0;;4268.0;4706.0;413.0;1370.0;478.0;271.0;142.0;88.0;2800.0;86.0;278.0;26.0;455.0;2352.0;260.0;8289.0;6911.0;163.0;968.0;1340.0;3037.0;226.0;1177.0;8644.0;7189.0;179.0;986.0;1395.0;2486.0;675.0;242.0;924.0;275.0;35902.0;9930.0;12392.0;326.0;64.0
55;1983;986.0;888.0;32.0;750.0;102.0;81.0;38.0;27.0;257.0;254.0;188.0;20.0;40.0;4.0;154.1;691.8;395.3;133.3;82.1;85.9;78194.0;38472.0;2142.0;1545.0;284.0;3982.0;2716.0;660.0;20025.0;685.0;383.0;2099.0;3291.0;1875.0;2180.0;31830.0;22604.0;3811.0;2659.5;10099.0;5698.0;4785.0;16173.0;37498.0;24501.0;2256.0;1225.0;489.0;;4577.0;4751.0;406.0;1416.0;481.0;301.0;153.0;88.0;2980.0;105.0;335.0;33.0;444.0;1937.0;275.0;7343.0;6078.0;119.0;815.0;988.0;2740.0;245.0;1171.0;7693.0;6341.0;129.0;824.0;1051.0;2174.0;701.0;259.0;906.0;288.0;35168.0;9994.0;12163.0;300.0;58.0
56;1984;1083.0;986.0;34.0;832.0;114.0;81.0;38.0;30.0;272.0;269.0;199.0;23.0;41.0;5.0;140.8;635.7;417.6;135.1;74.1;82.3;71820.0;38379.0;2237.0;1369.0;303.0;3901.0;2512.0;656.0;20297.0;655.0;343.0;2113.0;1983.0;1576.0;2165.0;27086.0;19556.0;2698.0;2714.8;10010.0;5456.0;5194.0;15862.0;31349.0;25021.0;2221.0;1152.0;950.0;;4825.0;4993.0;418.0;1445.0;487.0;313.0;159.0;87.0;2590.0;104.0;277.0;31.0;418.0;1840.0;279.0;5976.0;4996.0;88.0;621.0;748.0;2419.0;205.0;915.0;6224.0;5191.0;97.0;632.0;788.0;1912.0;600.0;214.0;701.0;230.0;36244.0;7394.0;13679.0;319.0;57.0
57;1985;1093.0;999.0;37.0;840.0;117.0;80.0;36.0;33.0;262.0;265.0;194.0;24.0;40.0;6.0;139.0;581.9;411.7;137.0;74.8;83.8;72647.0;40661.0;2423.0;1504.0;332.0;4036.0;2500.0;691.0;21456.0;644.0;366.0;2405.0;1870.0;1222.0;1980.0;26358.0;18877.0;2669.0;2566.0;10361.0;5390.0;6046.0;16145.0;31131.0;23087.0;2383.0;1256.0;960.0;;4975.0;5378.0;481.0;1445.0;485.0;323.0;164.0;86.0;3053.0;118.0;344.0;30.0;430.0;1619.0;280.0;5161.0;4332.0;100.0;536.0;599.0;2041.0;174.0;882.0;5378.0;4500.0;106.0;546.0;637.0;1627.0;491.0;184.0;643.0;238.0;36988.0;7362.0;19442.0;348.0;56.0
58;1986;1097.0;1005.0;39.0;840.0;121.0;76.0;34.0;31.0;261.0;258.0;190.0;22.0;40.0;5.0;146.3;533.1;385.3;136.2;68.0;83.5;69265.0;39658.0;2394.0;1423.0;300.0;4091.0;2588.0;783.0;20927.0;643.0;320.0;2197.0;1264.0;1308.0;1950.0;24629.0;18281.0;2235.0;2629.6;9282.0;4988.0;6271.0;14599.0;30372.0;20899.0;2395.0;1205.0;940.0;;5124.0;5658.0;481.0;1466.0;505.0;340.0;180.0;89.0;3147.0;134.0;319.0;30.0;439.0;1781.0;280.0;4222.0;3556.0;83.0;515.0;479.0;1632.0;148.0;699.0;4448.0;3733.0;92.0;526.0;507.0;1324.0;401.0;155.0;526.0;188.0;42022.0;6920.0;19684.0;395.0;57.0
59;1987;1129.0;1024.0;40.0;850.0;129.0;74.0;31.0;32.0;266.0;254.0;188.0;23.0;37.0;5.0;180.1;561.2;404.7;135.1;66.7;83.2;71049.0;42546.0;2571.0;1365.0;370.0;4203.0;2791.0;829.0;21832.0;691.0;354.0;2281.0;1065.0;1271.0;2094.0;23635.0;17438.0;2203.0;2813.4;9844.0;5169.0;6994.0;14902.0;30115.0;19965.0;2255.0;1229.0;949.0;;5360.0;5819.0;543.0;1516.0;507.0;345.0;201.0;93.0;3477.0;117.0;305.0;31.0;466.0;1992.0;279.0;3587.0;3051.0;63.0;434.0;414.0;1358.0;153.0;629.0;3786.0;3202.0;67.0;447.0;447.0;1111.0;311.0;160.0;459.0;188.0;39173.0;7268.0;20449.0;407.0;60.0
60;1988;1146.0;1041.0;45.0;856.0;134.0;76.0;33.0;34.0;266.0;253.0;188.0;24.0;35.0;4.0;171.5;493.1;371.8;138.8;67.5;85.5;73149.0;45050.0;2787.0;1393.0;423.0;4445.0;2959.0;889.0;23047.0;746.0;410.0;2549.0;920.0;1239.0;2455.0;23069.0;16982.0;2029.0;2941.9;10404.0;5359.0;8470.0;15122.0;29850.0;23672.0;2659.0;1738.0;664.0;;5655.0;5782.0;630.0;1467.0;522.0;339.0;215.0;96.0;4030.0;112.0;265.0;29.0;398.0;1829.0;294.0;3672.0;3167.0;74.0;436.0;445.0;1335.0;156.0;721.0;3849.0;3303.0;83.0;443.0;470.0;1114.0;274.0;166.0;533.0;186.0;36174.0;6700.0;18680.0;331.0;50.0
61;1989;1159.0;1047.0;50.0;846.0;144.0;81.0;36.0;36.0;266.0;256.0;192.0;24.0;35.0;4.0;258.5;487.6;352.7;142.5;69.0;85.6;72812.0;45903.0;2901.0;1333.0;399.0;4819.0;3018.0;961.0;23084.0;720.0;358.0;2308.0;789.0;1207.0;2577.0;21743.0;15978.0;1965.0;3038.7;10711.0;5039.0;9426.0;14086.0;29601.0;20579.0;3168.0;2232.0;334.0;;6014.0;5761.0;629.0;1527.0;544.0;350.0;243.0;102.0;3587.0;89.0;221.0;23.0;370.0;1427.0;308.0;3494.0;2963.0;57.0;402.0;408.0;1232.0;154.0;710.0;3679.0;3104.0;65.0;407.0;439.0;1039.0;246.0;164.0;571.0;158.0;42266.0;6825.0;19665.0;359.0;57.0
62;1990;1150.0;1037.0;49.0;840.0;146.0;82.0;34.0;39.0;255.0;249.0;186.0;24.0;33.0;4.0;267.9;537.1;367.1;141.3;70.5;83.7;68427.0;43457.0;3098.0;1360.0;501.0;4751.0;2809.0;851.0;21294.0;701.0;374.0;1986.0;574.0;912.0;2436.0;20029.0;15053.0;1699.0;2211.3;10051.0;4582.0;7444.0;12431.0;27861.0;25320.0;3186.0;1936.0;1494.0;;6381.0;5810.0;617.0;1625.0;570.0;380.0;259.0;107.0;3473.0;74.0;238.0;18.0;308.0;1176.0;327.0;3343.0;2829.0;70.0;392.0;372.0;1132.0;151.0;712.0;3519.0;2961.0;77.0;390.0;394.0;983.0;201.0;159.0;563.0;177.0;42360.0;6572.0;20055.0;638.0;57.0
63;1991;1181.0;1083.0;51.0;875.0;151.0;82.0;32.0;43.0;238.0;244.0;181.0;23.0;35.0;4.0;290.5;472.4;389.2;;;;82791.0;47347.0;3651.0;1045.0;553.0;4554.0;2698.0;766.0;22508.0;635.0;393.0;1605.0;;1325.0;;22619.0;17698.0;2029.0;1094.8;13589.0;5037.0;6903.0;13008.0;37122.0;27429.0;3824.0;2350.0;937.0;;6716.0;6137.0;637.0;1770.0;583.0;428.0;268.0;107.0;3677.0;58.0;199.0;13.0;271.0;1338.0;349.0;3906.0;3397.0;80.0;493.0;418.0;1255.0;193.0;958.0;4075.0;3534.0;86.0;495.0;447.0;1094.0;220.0;199.0;792.0;180.0;44762.0;7208.0;20904.0;379.0;68.0
64;1992;1268.0;1168.0;58.0;950.0;154.0;84.0;28.0;49.0;242.0;248.0;182.0;24.0;36.0;5.0;136.2;288.4;286.7;;;;79076.0;46577.0;2683.0;1019.0;526.0;4631.0;2911.0;710.0;21394.0;719.0;485.0;1829.0;;1494.0;2694.0;21619.0;17153.0;1634.0;676.7;14195.0;4420.0;6632.0;11160.0;34829.0;28558.0;4327.0;2491.0;314.0;;7104.0;7135.0;;1899.0;616.0;478.0;296.0;111.0;4136.0;72.0;214.0;22.0;370.0;1451.0;389.0;4849.0;4205.0;89.0;594.0;500.0;1596.0;221.0;1205.0;5045.0;4369.0;96.0;575.0;550.0;1428.0;243.0;231.0;1001.0;210.0;43257.0;6819.0;21139.0;468.0;71.0
65;1993;1272.0;1173.0;61.0;955.0;150.0;85.0;24.0;54.0;237.0;242.0;179.0;25.0;32.0;4.0;112.3;182.3;179.3;161.8;58.1;85.0;76881.0;47467.0;2355.0;1122.0;691.0;4356.0;2693.0;697.0;21432.0;852.0;530.0;2264.0;;1663.0;3225.0;18266.0;14342.0;1285.0;450.4;15010.0;4588.0;6451.0;8241.0;33880.0;29754.0;4281.0;1601.0;1550.0;;7595.0;7470.0;;2034.0;687.0;528.0;321.0;115.0;4717.0;44.0;218.0;15.0;324.0;1275.0;457.0;6234.0;5353.0;139.0;808.0;625.0;1904.0;326.0;1551.0;6428.0;5512.0;149.0;790.0;702.0;1627.0;335.0;333.0;1262.0;245.0;43520.0;7177.0;22420.0;598.0;74.0
66;1994;1313.0;1206.0;67.0;978.0;155.0;92.0;27.0;53.0;236.0;242.0;178.0;25.0;34.0;4.0;78.1;131.1;107.7;149.8;58.3;99.3;89848.0;56491.0;2842.0;1223.0;751.0;5043.0;3319.0;941.0;25648.0;891.0;514.0;2782.0;;1962.0;4136.0;19296.0;14867.0;1512.0;311.8;19372.0;4810.0;8365.0;8782.0;39231.0;23826.0;4598.0;2109.0;1736.0;;7928.0;8246.0;;1752.0;260.0;560.0;431.0;119.0;4898.0;70.0;201.0;18.0;437.0;1138.0;494.0;6258.0;5173.0;127.0;750.0;591.0;1898.0;315.0;1492.0;6464.0;5333.0;136.0;718.0;687.0;1625.0;340.0;320.0;1201.0;275.0;43039.0;6881.0;22043.0;530.0;77.0
67;1995;1226.0;1126.0;65.0;904.0;152.0;89.0;27.0;55.0;209.0;247.0;180.0;25.0;35.0;5.0;84.2;145.3;124.0;145.1;55.4;107.2;96438.0;62386.0;3048.0;1188.0;898.0;5380.0;3281.0;1087.0;27460.0;833.0;603.0;2865.0;;2023.0;4512.0;19607.0;12781.0;1356.0;334.9;21511.0;5066.0;9283.0;8401.0;28303.0;24056.0;6016.0;1773.0;1857.0;;8264.0;8725.0;;1923.0;277.0;594.0;466.0;127.0;4582.0;43.0;190.0;11.0;308.0;1055.0;501.0;5647.0;;;;;;;;5847.0;4783.0;118.0;531.0;580.0;1523.0;383.0;274.0;1084.0;239.0;46112.0;7110.0;23616.0;479.0;67.0
68;1996;1186.0;1076.0;67.0;834.0;170.0;100.0;32.0;61.0;204.0;252.0;177.0;24.0;44.0;6.0;;;;140.7;51.2;108.0;98102.0;61772.0;3229.0;1274.0;959.0;5600.0;3420.0;1180.0;27407.0;1000.0;685.0;2924.0;;1896.0;5010.0;20936.0;;;;21914.0;5081.0;9541.0;7689.0;28658.0;28835.0;7232.0;1994.0;1833.0;;8757.0;;;2644.0;273.0;665.0;466.0;152.0;5146.0;5.0;171.0;;;1027.0;486.0;5388.0;;;;;;;;5577.0;4534.0;84.0;536.0;618.0;1461.0;338.0;289.0;943.0;228.0;55205.0;7824.0;25945.0;561.0;93.0
69;1997;1219.0;1104.0;74.0;846.0;180.0;99.0;30.0;64.0;197.0;263.0;188.0;26.0;42.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9252.0;;;2704.0;284.0;725.0;417.0;158.0;5367.0;0.0;62.0;;;1048.0;498.0;5398.0;;;;;;;;5547.0;4409.0;92.0;525.0;560.0;1370.0;332.0;317.0;937.0;236.0;49487.0;7902.0;25161.0;553.0;73.0
70;1998;1234.0;1104.0;76.0;843.0;179.0;115.0;38.0;71.0;210.0;276.0;203.0;26.0;40.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9872.0;;;2864.0;265.0;753.0;525.0;194.0;5447.0;;;;;937.0;506.0;4835.0;;;;;;;;5031.0;4015.0;69.0;475.0;559.0;1206.0;296.0;268.0;873.0;256.0;43980.0;7188.0;24034.0;555.0;72.0
71;1999;1303.0;1159.0;87.0;877.0;189.0;128.0;41.0;83.0;210.0;279.0;205.0;26.0;41.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10406.0;;;3470.0;255.0;820.0;570.0;205.0;5598.0;;;;;1246.0;510.0;3657.0;;;;;;;;3840.0;3238.0;60.0;393.0;467.0;963.0;179.0;227.0;777.0;158.0;48081.0;7091.0;26039.0;591.0;83.0
72;2000;1328.0;1183.0;91.0;895.0;190.0;131.0;43.0;84.0;206.0;282.0;208.0;26.0;41.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11033.0;;;4249.0;289.0;1067.0;758.0;233.0;5513.0;;;;;1299.0;515.0;4303.0;;;;;;;;4498.0;3579.0;57.0;428.0;531.0;964.0;195.0;254.0;928.0;196.0;45999.0;6849.0;22443.0;723.0;80.0
73;2001;1379.0;1223.0;101.0;921.0;193.0;138.0;47.0;86.0;233.0;294.0;219.0;27.0;39.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11807.0;;;4403.0;129.0;1175.0;745.0;272.0;4957.0;;;;;1390.0;558.0;5654.0;;;;;;;;5834.0;4330.0;61.0;507.0;645.0;1069.0;192.0;298.0;1305.0;223.0;46494.0;6551.0;26957.0;890.0;84.0
74;2002;1401.0;1238.0;104.0;927.0;197.0;142.0;52.0;87.0;256.0;319.0;236.0;31.0;43.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12290.0;;;4810.0;453.0;1049.0;742.0;204.0;5378.0;;;;;1498.0;595.0;6588.0;;;;;;;;6771.0;4963.0;72.0;603.0;607.0;1120.0;173.0;315.0;1809.0;244.0;46507.0;6208.0;28275.0;993.0;101.0
75;2003;1369.0;1189.0;106.0;880.0;192.0;153.0;57.0;91.0;280.0;346.0;255.0;35.0;46.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12671.0;;;4605.0;634.0;1054.0;834.0;175.0;6670.0;;;;;1398.0;687.0;8533.0;;;;;;;;8748.0;6386.0;122.0;804.0;887.0;1346.0;271.0;404.0;2254.0;261.0;53953.0;5779.0;32547.0;1272.0;126.0
76;2004;1319.0;1139.0;109.0;815.0;203.0;153.0;58.0;90.0;288.0;360.0;262.0;37.0;52.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13111.0;;;4871.0;561.0;1195.0;998.0;186.0;6745.0;;;;;1633.0;768.0;9108.0;;;;;;;;9349.0;6648.0;189.0;741.0;855.0;1562.0;332.0;372.0;2239.0;324.0;43038.0;5408.0;26409.0;945.0;104.0
