ID;Bestedingspatroon;Reisduur;SoortCijfers;Perioden;TotaalInterneToeristischeBestedingen_1;TotaalBestedingenDoorNietIngezetenen_2;ZakelijkMotief_3;RecreatiefMotief_4;TotaalBestedingenDoorIngezetenen_5;TotaalBestemmingNederland_6;ZakelijkMotief_7;RecreatiefMotief_8;TotaalBestemmingBuitenland_9;ZakelijkMotief_10;RecreatiefMotief_11;DuurzameRecreatiegoederen_12;SocialeOverdrachten_13
183;Bestedingen totaal horeca;Meerdaags;Prijsniveau 2005;2008;;1587;517;1073;2686;2686;692;1993;0;0;0;;
184;Bestedingen totaal horeca;Meerdaags;Prijsniveau 2005;2009;;1482;483;1001;2509;2509;647;1861;0;0;0;;
185;Bestedingen totaal horeca;Meerdaags;Prijsniveau 2005;2010;;1446;471;977;2447;2447;631;1816;0;0;0;;
186;Bestedingen totaal horeca;Meerdaags;Prijsniveau 2005;2011;;1465;478;989;2481;2481;639;1842;0;0;0;;
187;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2001;;1447;520;927;2436;2436;617;1819;0;0;0;;
188;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2002;;1565;552;1013;2514;2514;633;1881;0;0;0;;
189;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2003;;1505;523;982;2486;2486;624;1862;0;0;0;;
190;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2004;;1499;513;986;2584;2584;635;1949;0;0;0;;
191;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2005;;1512;520;992;2620;2620;671;1949;0;0;0;;
192;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2006;;1611;533;1078;2744;2744;706;2038;0;0;0;;
193;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2007;;1717;559;1158;2893;2893;746;2147;0;0;0;;
194;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2008;;1734;566;1168;2935;2935;757;2178;0;0;0;;
195;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2009;;1642;535;1107;2768;2768;714;2054;0;0;0;;
196;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2010;;1637;533;1104;2760;2760;712;2048;0;0;0;;
197;Bestedingen totaal horeca;Meerdaags;Lopende prijzen;2011;;1700;554;1146;2866;2866;739;2127;0;0;0;;
198;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;2459.0;859;361;497;1598;1598;443;1154;0;0;0;0.0;0.0
199;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;2424.0;856;351;504;1566;1566;426;1139;0;0;0;0.0;0.0
200;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;2346.0;797;322;474;1548;1548;413;1135;0;0;0;0.0;0.0
201;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;2384.0;786;315;471;1598;1598;411;1187;0;0;0;0.0;0.0
202;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;2431.0;789;319;470;1642;1642;438;1204;0;0;0;0.0;0.0
203;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;2497.0;810;308;502;1687;1687;452;1235;0;0;0;0.0;0.0
204;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;2590.0;832;309;523;1757;1757;464;1293;0;0;0;0.0;0.0
205;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;2553.0;820;304;515;1732;1732;457;1275;0;0;0;0.0;0.0
206;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;2389.0;768;285;482;1620;1620;428;1193;0;0;0;0.0;0.0
207;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;2331.0;750;278;471;1581;1581;418;1164;0;0;0;0.0;0.0
208;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;2362.0;760;282;477;1603;1603;423;1180;0;0;0;0.0;0.0
209;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2001;2236.0;796;338;458;1440;1440;407;1033;0;0;0;0.0;0.0
210;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2002;2352.0;849;352;497;1503;1503;418;1085;0;0;0;0.0;0.0
211;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2003;2323.0;804;328;476;1519;1519;410;1109;0;0;0;0.0;0.0
212;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2004;2373.0;784;314;470;1589;1589;408;1181;0;0;0;0.0;0.0
213;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2005;2431.0;789;319;470;1642;1642;438;1204;0;0;0;0.0;0.0
214;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2006;2546.0;826;315;511;1720;1720;462;1258;0;0;0;0.0;0.0
215;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2007;2726.0;874;325;549;1852;1852;490;1362;0;0;0;0.0;0.0
216;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2008;2786.0;893;332;561;1893;1893;501;1392;0;0;0;0.0;0.0
217;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2009;2598.0;833;310;523;1765;1765;467;1298;0;0;0;0.0;0.0
218;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2010;2591.0;831;309;522;1760;1760;466;1294;0;0;0;0.0;0.0
219;Bestedingen accommodatiediensten;Totaal eendaags en meerdaags;Lopende prijzen;2011;2691.0;863;321;542;1828;1828;484;1344;0;0;0;0.0;0.0
220;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2001;;0;0;0;0;0;0;0;0;0;0;;
221;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2002;;0;0;0;0;0;0;0;0;0;0;;
222;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2003;;0;0;0;0;0;0;0;0;0;0;;
223;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2004;;0;0;0;0;0;0;0;0;0;0;;
224;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2005;;0;0;0;0;0;0;0;0;0;0;;
225;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2006;;0;0;0;0;0;0;0;0;0;0;;
226;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2007;;0;0;0;0;0;0;0;0;0;0;;
227;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2008;;0;0;0;0;0;0;0;0;0;0;;
228;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2009;;0;0;0;0;0;0;0;0;0;0;;
229;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2010;;0;0;0;0;0;0;0;0;0;0;;
230;Bestedingen accommodatiediensten;Eendaags;Prijsniveau 2005;2011;;0;0;0;0;0;0;0;0;0;0;;
231;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2001;;0;0;0;0;0;0;0;0;0;0;;
232;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2002;;0;0;0;0;0;0;0;0;0;0;;
233;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2003;;0;0;0;0;0;0;0;0;0;0;;
234;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2004;;0;0;0;0;0;0;0;0;0;0;;
235;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2005;;0;0;0;0;0;0;0;0;0;0;;
236;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2006;;0;0;0;0;0;0;0;0;0;0;;
237;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2007;;0;0;0;0;0;0;0;0;0;0;;
238;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2008;;0;0;0;0;0;0;0;0;0;0;;
239;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2009;;0;0;0;0;0;0;0;0;0;0;;
240;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2010;;0;0;0;0;0;0;0;0;0;0;;
241;Bestedingen accommodatiediensten;Eendaags;Lopende prijzen;2011;;0;0;0;0;0;0;0;0;0;0;;
242;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2001;;859;361;497;1598;1598;443;1154;0;0;0;;
243;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2002;;856;351;504;1566;1566;426;1139;0;0;0;;
244;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2003;;797;322;474;1548;1548;413;1135;0;0;0;;
245;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2004;;786;315;471;1598;1598;411;1187;0;0;0;;
246;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2005;;789;319;470;1642;1642;438;1204;0;0;0;;
247;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2006;;810;308;502;1687;1687;452;1235;0;0;0;;
248;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2007;;832;309;523;1757;1757;464;1293;0;0;0;;
249;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2008;;820;304;515;1732;1732;457;1275;0;0;0;;
250;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2009;;768;285;482;1620;1620;428;1193;0;0;0;;
251;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2010;;750;278;471;1581;1581;418;1164;0;0;0;;
252;Bestedingen accommodatiediensten;Meerdaags;Prijsniveau 2005;2011;;760;282;477;1603;1603;423;1180;0;0;0;;
253;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2001;;796;338;458;1440;1440;407;1033;0;0;0;;
254;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2002;;849;352;497;1503;1503;418;1085;0;0;0;;
255;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2003;;804;328;476;1519;1519;410;1109;0;0;0;;
256;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2004;;784;314;470;1589;1589;408;1181;0;0;0;;
257;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2005;;789;319;470;1642;1642;438;1204;0;0;0;;
258;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2006;;826;315;511;1720;1720;462;1258;0;0;0;;
259;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2007;;874;325;549;1852;1852;490;1362;0;0;0;;
260;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2008;;893;332;561;1893;1893;501;1392;0;0;0;;
261;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2009;;833;310;523;1765;1765;467;1298;0;0;0;;
262;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2010;;831;309;522;1760;1760;466;1294;0;0;0;;
263;Bestedingen accommodatiediensten;Meerdaags;Lopende prijzen;2011;;863;321;542;1828;1828;484;1344;0;0;0;;
264;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;9625.0;901;231;670;8723;8723;752;7970;0;0;0;0.0;0.0
265;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;9195.0;916;237;679;8278;8278;720;7557;0;0;0;0.0;0.0
266;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;8718.0;874;227;647;7843;7843;694;7148;0;0;0;0.0;0.0
267;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;8649.0;863;227;636;7786;7786;726;7059;0;0;0;0.0;0.0
268;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;8663.0;852;225;627;7811;7811;731;7080;0;0;0;0.0;0.0
269;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;8886.0;893;240;653;7993;7993;750;7243;0;0;0;0.0;0.0
270;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;9043.0;929;249;680;8111;8111;767;7344;0;0;0;0.0;0.0
271;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;8719.0;896;240;655;7821;7821;739;7081;0;0;0;0.0;0.0
272;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;8127.0;835;224;610;7290;7290;689;6600;0;0;0;0.0;0.0
273;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;7927.0;815;219;595;7110;7110;671;6438;0;0;0;0.0;0.0
274;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;8035.0;826;222;603;7207;7207;680;6526;0;0;0;0.0;0.0
275;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2001;8419.0;792;206;586;7627;7627;666;6961;0;0;0;0.0;0.0
276;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2002;8600.0;859;224;635;7741;7741;681;7060;0;0;0;0.0;0.0
277;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2003;8380.0;841;219;622;7539;7539;673;6866;0;0;0;0.0;0.0
278;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2004;8470.0;846;223;623;7624;7624;712;6912;0;0;0;0.0;0.0
279;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2005;8663.0;852;225;627;7811;7811;731;7080;0;0;0;0.0;0.0
280;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2006;9069.0;910;244;666;8159;8159;765;7394;0;0;0;0.0;0.0
281;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2007;9521.0;977;262;715;8544;8544;803;7741;0;0;0;0.0;0.0
282;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2008;9528.0;978;263;715;8550;8550;803;7747;0;0;0;0.0;0.0
283;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2009;9170.0;941;253;688;8229;8229;773;7456;0;0;0;0.0;0.0
284;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2010;9141.0;938;252;686;8203;8203;770;7433;0;0;0;0.0;0.0
285;Bestedingen maaltijd / drankverstrekking;Totaal eendaags en meerdaags;Lopende prijzen;2011;9491.0;974;262;712;8517;8517;799;7718;0;0;0;0.0;0.0
286;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2001;;160;25;136;7584;7584;518;7067;0;0;0;;
287;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2002;;152;24;129;7195;7195;495;6701;0;0;0;;
288;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2003;;145;24;122;6834;6834;476;6359;0;0;0;;
289;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2004;;134;24;110;6771;6771;496;6275;0;0;0;;
290;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2005;;129;24;105;6833;6833;498;6335;0;0;0;;
291;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2006;;123;26;97;6989;6989;510;6478;0;0;0;;
292;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2007;;128;27;100;7122;7122;522;6598;0;0;0;;
293;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2008;;126;27;98;6867;6867;503;6362;0;0;0;;
294;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2009;;118;25;92;6401;6401;469;5931;0;0;0;;
295;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2010;;115;24;90;6243;6243;457;5785;0;0;0;;
296;Bestedingen maaltijd / drankverstrekking;Eendaags;Prijsniveau 2005;2011;;117;24;92;6328;6328;463;5864;0;0;0;;
297;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2001;;141;24;117;6631;6631;456;6175;0;0;0;;
298;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2002;;143;24;119;6730;6730;466;6264;0;0;0;;
299;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2003;;140;24;116;6572;6572;459;6113;0;0;0;;
300;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2004;;131;24;107;6629;6629;485;6144;0;0;0;;
301;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2005;;129;24;105;6833;6833;498;6335;0;0;0;;
302;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2006;;125;26;99;7135;7135;521;6614;0;0;0;;
303;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2007;;134;28;106;7503;7503;547;6956;0;0;0;;
304;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2008;;137;29;108;7508;7508;547;6961;0;0;0;;
305;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2009;;132;28;104;7226;7226;526;6700;0;0;0;;
306;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2010;;132;28;104;7203;7203;524;6679;0;0;0;;
307;Bestedingen maaltijd / drankverstrekking;Eendaags;Lopende prijzen;2011;;137;29;108;7479;7479;544;6935;0;0;0;;
308;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2001;;742;206;536;1138;1138;236;904;0;0;0;;
309;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2002;;765;213;552;1082;1082;227;857;0;0;0;;
310;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2003;;730;203;527;1009;1009;220;790;0;0;0;;
311;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2004;;730;203;527;1015;1015;231;784;0;0;0;;
312;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2005;;723;201;522;978;978;233;745;0;0;0;;
313;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2006;;770;213;556;1004;1004;240;765;0;0;0;;
314;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2007;;802;221;580;989;989;244;745;0;0;0;;
315;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2008;;771;213;557;954;954;235;718;0;0;0;;
316;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2009;;718;198;518;889;889;219;669;0;0;0;;
317;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2010;;700;194;505;867;867;213;653;0;0;0;;
318;Bestedingen maaltijd / drankverstrekking;Meerdaags;Prijsniveau 2005;2011;;710;197;511;879;879;216;663;0;0;0;;
319;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2001;;651;182;469;996;996;210;786;0;0;0;;
320;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2002;;716;200;516;1011;1011;215;796;0;0;0;;
321;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2003;;701;195;506;967;967;214;753;0;0;0;;
322;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2004;;715;199;516;995;995;227;768;0;0;0;;
323;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2005;;723;201;522;978;978;233;745;0;0;0;;
324;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2006;;785;218;567;1024;1024;244;780;0;0;0;;
325;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2007;;843;234;609;1041;1041;256;785;0;0;0;;
326;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2008;;841;234;607;1042;1042;256;786;0;0;0;;
327;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2009;;809;225;584;1003;1003;247;756;0;0;0;;
328;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2010;;806;224;582;1000;1000;246;754;0;0;0;;
329;Bestedingen maaltijd / drankverstrekking;Meerdaags;Lopende prijzen;2011;;837;233;604;1038;1038;255;783;0;0;0;;
330;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;5391.0;1076;275;801;4132;1062;376;686;3078;525;2551;0.0;185.0
331;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;5429.0;1092;279;813;4149;1060;376;684;3097;517;2578;0.0;191.0
332;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;5380.0;1061;265;795;4122;988;349;639;3136;535;2598;0.0;202.0
333;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;5608.0;1140;285;855;4300;1034;341;693;3268;516;2752;0.0;168.0
334;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;5790.0;1209;305;904;4407;1043;347;696;3364;525;2839;0.0;174.0
335;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;5952.0;1296;329;967;4490;1093;357;735;3400;516;2885;0.0;163.0
336;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;6313.0;1334;338;995;4813;1132;369;763;3680;559;3123;0.0;173.0
337;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;6497.0;1374;348;1025;4952;1167;381;787;3784;575;3211;0.0;178.0
338;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;6138.0;1300;329;970;4677;1105;361;745;3571;543;3030;0.0;168.0
339;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;6236.0;1321;334;986;4751;1122;366;757;3629;551;3080;0.0;171.0
340;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;6432.0;1362;344;1017;4900;1158;378;781;3742;568;3177;0.0;176.0
341;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2001;5058.0;1029;264;765;3870;918;324;594;2952;526;2426;0.0;159.0
342;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2002;5327.0;1098;282;816;4059;950;335;615;3109;524;2585;0.0;170.0
343;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2003;5222.0;1028;257;771;4006;935;329;606;3071;530;2541;0.0;188.0
344;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2004;5454.0;1106;277;829;4184;1012;335;677;3172;512;2660;0.0;164.0
345;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2005;5790.0;1209;305;904;4407;1043;347;696;3364;525;2839;0.0;174.0
346;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2006;6132.0;1338;340;998;4626;1128;364;764;3498;517;2981;0.0;168.0
347;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2007;6460.0;1347;341;1006;4945;1185;379;806;3760;566;3194;0.0;168.0
348;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2008;6992.0;1467;371;1096;5342;1291;413;878;4051;608;3443;0.0;183.0
349;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2009;6242.0;1285;325;960;4797;1136;364;772;3661;554;3107;0.0;160.0
350;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2010;6342.0;1306;330;976;4873;1153;369;784;3720;562;3158;0.0;163.0
351;Bestedingen totaal vervoer;Totaal eendaags en meerdaags;Lopende prijzen;2011;6665.0;1373;347;1026;5121;1212;388;824;3909;590;3319;0.0;171.0
352;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2001;;47;7;40;1039;968;345;625;70;43;27;;
353;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2002;;48;7;41;1034;962;345;619;71;44;27;;
354;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2003;;47;7;40;971;898;319;580;72;46;26;;
355;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2004;;46;7;39;1007;938;308;630;69;45;24;;
356;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2005;;46;7;39;1022;951;313;638;71;47;24;;
357;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2006;;44;7;37;1065;993;322;671;72;49;23;;
358;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2007;;44;7;37;1110;1033;334;699;77;52;25;;
359;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2008;;44;7;37;1146;1068;346;723;78;55;23;;
360;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2009;;42;7;35;1097;1010;328;684;88;64;24;;
361;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2010;;41;7;34;1113;1012;322;692;102;76;26;;
362;Bestedingen totaal vervoer;Eendaags;Prijsniveau 2005;2011;;0;0;0;0;0;0;0;0;0;0;;
363;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2001;;44;7;37;894;827;294;533;67;41;26;;
364;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2002;;46;7;39;924;856;305;551;68;42;26;;
365;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2003;;46;7;39;914;844;298;546;70;44;26;;
366;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2004;;46;7;39;987;919;302;617;68;44;24;;
367;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2005;;46;7;39;1022;951;313;638;71;47;24;;
368;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2006;;44;7;37;1103;1030;329;701;73;50;23;;
369;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2007;;44;7;37;1163;1086;344;742;77;52;25;;
370;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2008;;46;7;39;1268;1187;376;811;81;57;24;;
371;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2009;;40;6;34;1131;1043;331;712;88;63;25;;
372;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2010;;41;6;35;1163;1058;335;723;105;76;29;;
373;Bestedingen totaal vervoer;Eendaags;Lopende prijzen;2011;;43;6;37;1223;1112;352;760;111;81;30;;
374;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2001;;1029;268;762;3101;93;32;61;3007;482;2524;;
375;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2002;;1044;272;772;3122;96;32;64;3025;473;2551;;
376;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2003;;1014;258;755;3152;89;31;58;3063;489;2572;;
377;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2004;;1094;278;816;3294;95;33;62;3199;471;2728;;
378;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2005;;1163;298;865;3385;92;34;58;3293;478;2815;;
379;Bestedingen totaal vervoer;Meerdaags;Prijsniveau 2005;2006;;1252;322;930;3428;99;35;64;3328;467;2862;;
