ID;BestemmingVanInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
797;30 Overige transportmiddelenindustrie;2000;1014;812;202;1179.0;875.0;300.0;5.1;4.4;7.9;86.0;92.8;67.4
798;30 Overige transportmiddelenindustrie;2001;1116;897;219;1266.0;942.0;319.0;7.4;7.6;6.4;88.1;95.2;68.7
799;30 Overige transportmiddelenindustrie;2002;1091;871;220;1232.0;923.0;301.0;-2.7;-2.0;-5.5;88.5;94.3;73.0
800;30 Overige transportmiddelenindustrie;2003;1051;813;238;1179.0;869.0;307.0;-4.3;-5.9;1.8;89.1;93.5;77.6
801;30 Overige transportmiddelenindustrie;2004;1046;797;249;1176.0;865.0;308.0;-0.3;-0.5;0.4;89.0;92.1;80.8
802;30 Overige transportmiddelenindustrie;2005;1073;807;266;1195.0;874.0;319.0;1.6;1.0;3.6;89.8;92.4;83.3
803;30 Overige transportmiddelenindustrie;2006;1117;832;285;1219.0;887.0;331.0;2.1;1.5;3.8;91.6;93.8;86.0
804;30 Overige transportmiddelenindustrie;2007;1406;1039;367;1484.0;1075.0;407.0;21.7;21.3;22.8;94.8;96.6;90.2
805;30 Overige transportmiddelenindustrie;2008;1546;1137;409;1591.0;1151.0;439.0;7.3;7.0;7.9;97.2;98.8;93.2
806;30 Overige transportmiddelenindustrie;2009;1502;1070;432;1524.0;1082.0;442.0;-4.2;-6.0;0.7;98.5;98.9;97.7
807;30 Overige transportmiddelenindustrie;2010;1437;1000;437;1437.0;1000.0;437.0;-5.7;-7.6;-1.2;100.0;100.0;100.0
808;30 Overige transportmiddelenindustrie;2011;1443;1005;438;1414.0;985.0;429.0;-1.6;-1.5;-1.8;102.1;102.0;102.1
809;30 Overige transportmiddelenindustrie;2012;1579;1179;400;1545.0;1155.0;391.0;9.3;17.2;-8.9;102.2;102.1;102.4
810;30 Overige transportmiddelenindustrie;2013;1602;1218;384;1582.0;1209.0;372.0;2.3;4.7;-4.8;101.3;100.7;103.2
811;30 Overige transportmiddelenindustrie;2014;1742;1278;464;1728.0;1281.0;446.0;9.2;5.9;19.8;100.8;99.8;104.1
812;30 Overige transportmiddelenindustrie;2015;1882;1363;519;1786.0;1293.0;491.0;3.4;0.9;10.1;105.4;105.4;105.7
813;30 Overige transportmiddelenindustrie;2016;1867;1339;528;1763.0;1268.0;493.0;-1.3;-1.9;0.4;105.9;105.6;107.1
814;31-33 Overige industrie en reparatie;1995;1911;1716;195;2361.0;2012.0;348.0;;;;80.9;85.3;56.1
815;31-33 Overige industrie en reparatie;1996;1948;1751;197;2390.0;2044.0;339.0;1.2;1.6;-2.6;81.5;85.6;58.2
816;31-33 Overige industrie en reparatie;1997;2015;1808;207;2455.0;2092.0;359.0;2.7;2.3;6.1;82.1;86.4;57.6
817;31-33 Overige industrie en reparatie;1998;2123;1890;233;2552.0;2171.0;380.0;4.0;3.8;5.8;83.2;87.1;61.3
818;31-33 Overige industrie en reparatie;1999;2182;1941;241;2612.0;2227.0;382.0;2.4;2.6;0.4;83.5;87.1;63.1
819;31-33 Overige industrie en reparatie;2000;2321;2057;264;2662.0;2261.0;401.0;1.9;1.5;5.0;87.2;91.0;65.9
820;31-33 Overige industrie en reparatie;2001;2383;2100;283;2726.0;2309.0;419.0;2.4;2.1;4.5;87.4;91.0;67.5
821;31-33 Overige industrie en reparatie;2002;2262;1959;303;2656.0;2239.0;424.0;-2.6;-3.0;1.1;85.2;87.5;71.5
822;31-33 Overige industrie en reparatie;2003;2145;1843;302;2539.0;2147.0;396.0;-4.4;-4.1;-6.6;84.5;85.8;76.3
823;31-33 Overige industrie en reparatie;2004;2282;1981;301;2621.0;2243.0;380.0;3.3;4.4;-4.0;87.1;88.3;79.2
824;31-33 Overige industrie en reparatie;2005;2393;2079;314;2688.0;2311.0;377.0;2.5;3.0;-0.7;89.0;90.0;83.2
825;31-33 Overige industrie en reparatie;2006;2544;2217;327;2793.0;2408.0;383.0;3.9;4.2;1.6;91.1;92.1;85.3
826;31-33 Overige industrie en reparatie;2007;2632;2273;359;2782.0;2387.0;395.0;-0.4;-0.9;3.1;94.6;95.2;90.9
827;31-33 Overige industrie en reparatie;2008;2637;2271;366;2701.0;2320.0;382.0;-2.9;-2.8;-3.3;97.6;97.9;95.9
828;31-33 Overige industrie en reparatie;2009;2322;2007;315;2388.0;2070.0;317.0;-11.6;-10.7;-16.9;97.2;96.9;99.3
829;31-33 Overige industrie en reparatie;2010;2323;2028;295;2323.0;2028.0;295.0;-2.7;-2.0;-7.0;100.0;100.0;100.0
830;31-33 Overige industrie en reparatie;2011;2404;2077;327;2339.0;2015.0;324.0;0.7;-0.6;9.8;102.8;103.1;100.9
831;31-33 Overige industrie en reparatie;2012;2424;2079;345;2346.0;2007.0;339.0;0.3;-0.4;4.6;103.3;103.6;101.8
832;31-33 Overige industrie en reparatie;2013;2414;2064;350;2363.0;2019.0;345.0;0.7;0.6;1.7;102.1;102.2;101.5
833;31-33 Overige industrie en reparatie;2014;2496;2156;340;2466.0;2133.0;333.0;4.3;5.7;-3.4;101.2;101.1;102.1
834;31-33 Overige industrie en reparatie;2015;2723;2357;366;2638.0;2286.0;353.0;7.0;7.1;5.9;103.2;103.1;103.8
835;31-33 Overige industrie en reparatie;2016;2880;2477;403;2816.0;2438.0;379.0;6.8;6.7;7.4;102.3;101.6;106.5
836;31-32 Meubel- en overige industrie;1995;1154;1049;105;1413.0;1220.0;204.0;;;;81.7;86.0;51.6
837;31-32 Meubel- en overige industrie;1996;1230;1125;105;1506.0;1313.0;196.0;6.6;7.6;-3.8;81.7;85.7;53.6
838;31-32 Meubel- en overige industrie;1997;1285;1181;104;1555.0;1358.0;198.0;3.3;3.5;1.0;82.6;87.0;52.6
839;31-32 Meubel- en overige industrie;1998;1374;1262;112;1631.0;1432.0;196.0;4.9;5.4;-1.0;84.2;88.2;57.2
840;31-32 Meubel- en overige industrie;1999;1433;1319;114;1700.0;1496.0;198.0;4.2;4.5;0.9;84.3;88.2;57.7
841;31-32 Meubel- en overige industrie;2000;1514;1396;118;1722.0;1518.0;196.0;1.3;1.4;-0.9;87.9;92.0;60.3
842;31-32 Meubel- en overige industrie;2001;1440;1317;123;1645.0;1440.0;204.0;-4.4;-5.2;4.2;87.5;91.5;60.3
843;31-32 Meubel- en overige industrie;2002;1382;1244;138;1615.0;1408.0;207.0;-1.9;-2.2;1.6;85.6;88.4;66.5
844;31-32 Meubel- en overige industrie;2003;1303;1161;142;1535.0;1341.0;194.0;-4.9;-4.7;-6.5;84.9;86.6;73.2
845;31-32 Meubel- en overige industrie;2004;1317;1176;141;1521.0;1335.0;184.0;-0.9;-0.4;-4.9;86.6;88.1;76.5
846;31-32 Meubel- en overige industrie;2005;1351;1204;147;1533.0;1350.0;180.0;0.8;1.1;-2.1;88.2;89.2;81.5
847;31-32 Meubel- en overige industrie;2006;1381;1228;153;1533.0;1347.0;184.0;0.0;-0.2;2.0;90.1;91.2;83.1
848;31-32 Meubel- en overige industrie;2007;1494;1320;174;1592.0;1394.0;197.0;3.9;3.5;7.2;93.8;94.7;88.2
849;31-32 Meubel- en overige industrie;2008;1516;1335;181;1560.0;1365.0;194.0;-2.0;-2.0;-1.7;97.1;97.8;93.3
850;31-32 Meubel- en overige industrie;2009;1202;1037;165;1256.0;1086.0;169.0;-19.5;-20.4;-12.7;95.7;95.5;97.5
851;31-32 Meubel- en overige industrie;2010;1284;1127;157;1284.0;1127.0;157.0;2.2;3.8;-7.3;100.0;100.0;100.0
852;31-32 Meubel- en overige industrie;2011;1356;1191;165;1307.0;1143.0;164.0;1.8;1.4;4.5;103.7;104.2;100.6
853;31-32 Meubel- en overige industrie;2012;1354;1183;171;1291.0;1122.0;169.0;-1.3;-1.8;3.0;104.9;105.4;101.2
854;31-32 Meubel- en overige industrie;2013;1246;1073;173;1209.0;1037.0;172.0;-6.4;-7.5;1.8;103.1;103.4;100.6
855;31-32 Meubel- en overige industrie;2014;1268;1105;163;1246.0;1087.0;160.0;3.1;4.8;-6.9;101.7;101.7;101.9
856;31-32 Meubel- en overige industrie;2015;1378;1203;175;1341.0;1173.0;168.0;7.6;8.0;4.9;102.8;102.5;104.3
857;31-32 Meubel- en overige industrie;2016;1442;1246;196;1430.0;1249.0;181.0;6.7;6.5;8.0;100.8;99.7;108.1
858;31 Meubelindustrie;1995;648;607;41;812.0;722.0;95.0;;;;79.8;84.1;42.9
859;31 Meubelindustrie;1996;682;642;40;860.0;770.0;88.0;5.9;6.8;-7.3;79.3;83.3;45.2
860;31 Meubelindustrie;1997;701;659;42;871.0;778.0;95.0;1.3;0.9;7.5;80.5;84.8;44.2
861;31 Meubelindustrie;1998;807;762;45;981.0;885.0;88.0;12.6;13.8;-7.1;82.3;86.1;50.9
862;31 Meubelindustrie;1999;849;800;49;1029.0;928.0;94.0;5.0;4.9;6.7;82.5;86.2;52.0
863;31 Meubelindustrie;2000;872;821;51;1023.0;922.0;94.0;-0.6;-0.6;0.0;85.2;89.0;54.1
864;31 Meubelindustrie;2001;820;767;53;962.0;864.0;94.0;-6.0;-6.3;0.0;85.2;88.8;56.3
865;31 Meubelindustrie;2002;745;684;61;874.0;779.0;94.0;-9.1;-9.8;0.0;85.2;87.8;64.7
866;31 Meubelindustrie;2003;681;615;66;803.0;713.0;90.0;-8.2;-8.5;-4.9;84.8;86.2;73.7
867;31 Meubelindustrie;2004;688;618;70;791.0;703.0;88.0;-1.5;-1.5;-1.5;87.0;87.9;79.3
868;31 Meubelindustrie;2005;739;667;72;838.0;752.0;86.0;6.0;7.0;-2.9;88.2;88.7;84.0
869;31 Meubelindustrie;2006;785;711;74;872.0;785.0;86.0;4.1;4.5;0.0;90.0;90.5;86.3
870;31 Meubelindustrie;2007;878;792;86;925.0;830.0;95.0;6.1;5.6;10.8;94.9;95.5;90.6
871;31 Meubelindustrie;2008;888;797;91;907.0;811.0;96.0;-1.9;-2.3;1.2;97.9;98.3;94.7
872;31 Meubelindustrie;2009;716;626;90;747.0;654.0;93.0;-17.7;-19.3;-3.3;95.9;95.7;96.9
873;31 Meubelindustrie;2010;748;652;96;748.0;652.0;96.0;0.1;-0.3;3.3;100.0;100.0;100.0
874;31 Meubelindustrie;2011;754;656;98;725.0;627.0;98.0;-3.1;-3.8;2.1;104.0;104.6;100.0
875;31 Meubelindustrie;2012;727;621;106;680.0;574.0;106.0;-6.2;-8.4;8.2;106.9;108.1;100.0
876;31 Meubelindustrie;2013;659;557;102;614.0;512.0;103.0;-9.6;-10.8;-2.8;107.3;108.7;99.0
877;31 Meubelindustrie;2014;660;569;91;616.0;524.0;92.0;0.3;2.3;-10.8;107.1;108.5;99.0
878;31 Meubelindustrie;2015;721;622;99;660.0;563.0;97.0;7.1;7.4;5.5;109.2;110.5;102.1
879;31 Meubelindustrie;2016;732;626;106;679.0;579.0;101.0;2.9;2.7;4.0;107.8;108.2;105.1
880;32 Overige industrie;1995;506;442;64;604.0;501.0;109.0;;;;83.7;88.3;58.6
881;32 Overige industrie;1996;548;483;65;650.0;545.0;108.0;7.5;8.8;-1.6;84.3;88.7;60.4
882;32 Overige industrie;1997;584;522;62;686.0;582.0;104.0;5.7;6.8;-3.1;85.1;89.7;59.5
883;32 Overige industrie;1998;567;500;67;657.0;552.0;108.0;-4.3;-5.2;3.2;86.3;90.6;62.3
884;32 Overige industrie;1999;584;519;65;678.0;574.0;104.0;3.2;4.0;-3.0;86.1;90.4;62.3
885;32 Overige industrie;2000;642;575;67;705.0;601.0;103.0;3.9;4.6;-1.5;91.1;95.7;65.2
886;32 Overige industrie;2001;620;550;70;688.0;580.0;110.0;-2.3;-3.5;7.5;90.1;94.9;63.4
887;32 Overige industrie;2002;637;560;77;741.0;628.0;114.0;7.7;8.4;2.9;85.9;89.1;67.8
888;32 Overige industrie;2003;622;546;76;733.0;627.0;105.0;-1.1;-0.2;-7.8;84.8;87.1;72.5
889;32 Overige industrie;2004;629;558;71;731.0;632.0;97.0;-0.3;0.7;-7.9;86.1;88.3;73.6
890;32 Overige industrie;2005;612;537;75;695.0;598.0;95.0;-4.9;-5.4;-1.4;88.1;89.8;78.8
891;32 Overige industrie;2006;596;517;79;661.0;561.0;99.0;-4.9;-6.1;4.0;90.2;92.2;79.8
892;32 Overige industrie;2007;616;528;88;667.0;564.0;103.0;1.0;0.6;3.8;92.3;93.6;85.7
893;32 Overige industrie;2008;628;538;90;653.0;555.0;98.0;-2.1;-1.7;-4.5;96.1;97.0;91.8
894;32 Overige industrie;2009;486;411;75;509.0;432.0;76.0;-22.1;-22.1;-22.2;95.5;95.2;98.4
895;32 Overige industrie;2010;536;475;61;536.0;475.0;61.0;5.3;10.0;-20.0;100.0;100.0;100.0
896;32 Overige industrie;2011;602;535;67;582.0;516.0;66.0;8.6;8.6;8.2;103.4;103.7;101.5
897;32 Overige industrie;2012;627;562;65;611.0;548.0;63.0;5.0;6.2;-4.5;102.6;102.6;103.1
898;32 Overige industrie;2013;587;516;71;595.0;526.0;69.0;-2.6;-3.9;9.2;98.6;98.0;103.1
899;32 Overige industrie;2014;608;536;72;633.0;565.0;68.0;6.3;7.4;-1.4;96.1;94.8;106.0
900;32 Overige industrie;2015;657;581;76;684.0;614.0;71.0;8.1;8.6;4.2;96.1;94.7;107.5
901;32 Overige industrie;2016;710;620;90;758.0;678.0;80.0;10.8;10.5;13.2;93.7;91.4;112.5
902;33 Reparatie en installatie van machines;1995;757;667;90;947.0;789.0;148.0;;;;79.9;84.5;60.6
903;33 Reparatie en installatie van machines;1996;718;626;92;881.0;728.0;147.0;-7.0;-7.8;-1.1;81.5;86.0;62.7
904;33 Reparatie en installatie van machines;1997;730;627;103;897.0;730.0;164.0;1.8;0.3;12.0;81.4;85.9;62.7
905;33 Reparatie en installatie van machines;1998;749;628;121;918.0;735.0;185.0;2.3;0.6;12.6;81.6;85.5;65.4
906;33 Reparatie en installatie van machines;1999;749;622;127;908.0;725.0;185.0;-1.1;-1.3;0.0;82.5;85.8;68.6
907;33 Reparatie en installatie van machines;2000;807;661;146;936.0;737.0;204.0;3.1;1.6;10.2;86.2;89.7;71.6
908;33 Reparatie en installatie van machines;2001;943;783;160;1079.0;866.0;214.0;15.2;17.5;4.8;87.4;90.4;74.8
909;33 Reparatie en installatie van machines;2002;880;715;165;1040.0;828.0;215.0;-3.6;-4.5;0.6;84.6;86.4;76.7
910;33 Reparatie en installatie van machines;2003;842;682;160;1002.0;803.0;201.0;-3.6;-2.9;-6.7;84.0;84.9;79.7
911;33 Reparatie en installatie van machines;2004;965;805;160;1099.0;906.0;195.0;9.7;12.8;-3.1;87.8;88.9;82.3
912;33 Reparatie en installatie van machines;2005;1042;875;167;1154.0;959.0;196.0;5.0;5.8;0.6;90.3;91.3;85.3
913;33 Reparatie en installatie van machines;2006;1163;989;174;1257.0;1058.0;198.0;8.9;10.4;1.2;92.5;93.4;87.8
914;33 Reparatie en installatie van machines;2007;1138;953;185;1188.0;991.0;197.0;-5.5;-6.4;-0.6;95.8;96.2;93.9
915;33 Reparatie en installatie van machines;2008;1121;936;185;1140.0;952.0;187.0;-4.0;-3.9;-4.9;98.3;98.3;98.7
916;33 Reparatie en installatie van machines;2009;1120;970;150;1130.0;982.0;148.0;-0.9;3.1;-21.1;99.1;98.8;101.4
917;33 Reparatie en installatie van machines;2010;1039;901;138;1039.0;901.0;138.0;-8.0;-8.2;-6.7;100.0;100.0;100.0
918;33 Reparatie en installatie van machines;2011;1048;886;162;1032.0;872.0;160.0;-0.7;-3.2;15.9;101.6;101.6;101.3
919;33 Reparatie en installatie van machines;2012;1070;896;174;1056.0;886.0;170.0;2.3;1.6;6.2;101.4;101.2;102.4
920;33 Reparatie en installatie van machines;2013;1168;991;177;1158.0;986.0;173.0;9.7;11.3;1.7;100.8;100.5;102.4
921;33 Reparatie en installatie van machines;2014;1228;1051;177;1224.0;1051.0;173.0;5.7;6.7;0.0;100.4;100.0;102.4
922;33 Reparatie en installatie van machines;2015;1345;1154;191;1301.0;1117.0;185.0;6.4;6.3;6.8;103.3;103.3;103.5
923;33 Reparatie en installatie van machines;2016;1438;1231;207;1390.0;1194.0;197.0;6.8;6.8;6.8;103.4;103.1;105.0
924;D Energievoorziening;1995;839;635;204;1542.0;1269.0;236.0;;;;54.4;50.0;86.4
925;D Energievoorziening;1996;816;584;232;1500.0;1169.0;267.0;-2.7;-7.9;13.2;54.4;50.0;86.8
926;D Energievoorziening;1997;864;576;288;1568.0;1135.0;330.0;4.5;-2.9;23.3;55.1;50.7;87.4
927;D Energievoorziening;1998;869;627;242;1595.0;1273.0;267.0;1.7;12.2;-19.1;54.5;49.3;90.8
928;D Energievoorziening;1999;848;643;205;1635.0;1405.0;219.0;2.5;10.4;-17.8;51.9;45.8;93.5
929;D Energievoorziening;2000;1338;1056;282;2144.0;1811.0;303.0;31.1;28.9;38.0;62.4;58.3;93.2
930;D Energievoorziening;2001;1934;1635;299;2588.0;2256.0;322.0;20.7;24.5;6.4;74.7;72.5;92.9
931;D Energievoorziening;2002;2128;1771;357;3036.0;2669.0;360.0;17.3;18.3;11.7;70.1;66.3;99.3
932;D Energievoorziening;2003;2326;1964;362;3233.0;2880.0;358.0;6.5;7.9;-0.6;71.9;68.2;101.2
933;D Energievoorziening;2004;2347;1975;372;3003.0;2631.0;362.0;-7.1;-8.7;1.1;78.2;75.1;102.9
934;D Energievoorziening;2005;2840;2447;393;3014.0;2620.0;378.0;0.4;-0.4;4.6;94.2;93.4;103.9
935;D Energievoorziening;2006;3602;3207;395;3260.0;2857.0;389.0;8.2;9.0;2.8;110.5;112.2;101.6
936;D Energievoorziening;2007;3764;3362;402;3459.0;3042.0;400.0;6.1;6.5;2.8;108.8;110.5;100.6
937;D Energievoorziening;2008;5213;4772;441;3513.0;3066.0;432.0;1.6;0.8;8.2;148.4;155.6;102.0
938;D Energievoorziening;2009;4182;3687;495;3728.0;3236.0;485.0;6.1;5.6;12.2;112.2;113.9;102.0
939;D Energievoorziening;2010;3742;3195;547;3742.0;3195.0;547.0;0.4;-1.3;12.7;100.0;100.0;100.0
940;D Energievoorziening;2011;4150;3553;597;3536.0;2947.0;589.0;-5.5;-7.8;7.7;117.4;120.6;101.4
941;D Energievoorziening;2012;3871;3262;609;3283.0;2690.0;602.0;-7.2;-8.7;2.2;117.9;121.3;101.2
942;D Energievoorziening;2013;3660;3045;615;3270.0;2672.0;609.0;-0.4;-0.7;1.1;111.9;114.0;101.0
943;D Energievoorziening;2014;3517;2937;580;3414.0;2848.0;569.0;4.4;6.6;-6.5;103.0;103.1;101.9
944;D Energievoorziening;2015;3875;3259;616;4079.0;3486.0;596.0;19.5;22.4;4.7;95.0;93.5;103.4
945;D Energievoorziening;2016;3672;3013;659;4389.0;3765.0;628.0;7.6;8.0;5.4;83.7;80.0;105.0
946;35 Energiebedrijven;1995;839;635;204;1542.0;1269.0;236.0;;;;54.4;50.0;86.4
947;35 Energiebedrijven;1996;816;584;232;1500.0;1169.0;267.0;-2.7;-7.9;13.2;54.4;50.0;86.8
948;35 Energiebedrijven;1997;864;576;288;1568.0;1135.0;330.0;4.5;-2.9;23.3;55.1;50.7;87.4
949;35 Energiebedrijven;1998;869;627;242;1595.0;1273.0;267.0;1.7;12.2;-19.1;54.5;49.3;90.8
950;35 Energiebedrijven;1999;848;643;205;1635.0;1405.0;219.0;2.5;10.4;-17.8;51.9;45.8;93.5
951;35 Energiebedrijven;2000;1338;1056;282;2144.0;1811.0;303.0;31.1;28.9;38.0;62.4;58.3;93.2
952;35 Energiebedrijven;2001;1934;1635;299;2588.0;2256.0;322.0;20.7;24.5;6.4;74.7;72.5;92.9
953;35 Energiebedrijven;2002;2128;1771;357;3036.0;2669.0;360.0;17.3;18.3;11.7;70.1;66.3;99.3
954;35 Energiebedrijven;2003;2326;1964;362;3233.0;2880.0;358.0;6.5;7.9;-0.6;71.9;68.2;101.2
955;35 Energiebedrijven;2004;2347;1975;372;3003.0;2631.0;362.0;-7.1;-8.7;1.1;78.2;75.1;102.9
956;35 Energiebedrijven;2005;2840;2447;393;3014.0;2620.0;378.0;0.4;-0.4;4.6;94.2;93.4;103.9
957;35 Energiebedrijven;2006;3602;3207;395;3260.0;2857.0;389.0;8.2;9.0;2.8;110.5;112.2;101.6
958;35 Energiebedrijven;2007;3764;3362;402;3459.0;3042.0;400.0;6.1;6.5;2.8;108.8;110.5;100.6
959;35 Energiebedrijven;2008;5213;4772;441;3513.0;3066.0;432.0;1.6;0.8;8.2;148.4;155.6;102.0
960;35 Energiebedrijven;2009;4182;3687;495;3728.0;3236.0;485.0;6.1;5.6;12.2;112.2;113.9;102.0
961;35 Energiebedrijven;2010;3742;3195;547;3742.0;3195.0;547.0;0.4;-1.3;12.7;100.0;100.0;100.0
962;35 Energiebedrijven;2011;4150;3553;597;3536.0;2947.0;589.0;-5.5;-7.8;7.7;117.4;120.6;101.4
963;35 Energiebedrijven;2012;3871;3262;609;3283.0;2690.0;602.0;-7.2;-8.7;2.2;117.9;121.3;101.2
964;35 Energiebedrijven;2013;3660;3045;615;3270.0;2672.0;609.0;-0.4;-0.7;1.1;111.9;114.0;101.0
965;35 Energiebedrijven;2014;3517;2937;580;3414.0;2848.0;569.0;4.4;6.6;-6.5;103.0;103.1;101.9
966;35 Energiebedrijven;2015;3875;3259;616;4079.0;3486.0;596.0;19.5;22.4;4.7;95.0;93.5;103.4
967;35 Energiebedrijven;2016;3672;3013;659;4389.0;3765.0;628.0;7.6;8.0;5.4;83.7;80.0;105.0
968;E Waterbedrijven en afvalbeheer;1995;153;111;42;215.0;157.0;56.0;;;;71.3;70.7;75.2
969;E Waterbedrijven en afvalbeheer;1996;166;118;48;243.0;177.0;64.0;13.1;12.6;14.3;68.4;66.8;75.2
970;E Waterbedrijven en afvalbeheer;1997;199;148;51;282.0;214.0;66.0;16.3;21.2;4.2;70.5;69.1;76.7
971;E Waterbedrijven en afvalbeheer;1998;222;159;63;316.0;246.0;69.0;12.1;14.9;3.9;70.2;64.6;91.2
972;E Waterbedrijven en afvalbeheer;1999;264;193;71;370.0;297.0;75.0;17.1;20.8;7.9;71.3;65.0;95.2
973;E Waterbedrijven en afvalbeheer;2000;293;213;80;382.0;302.0;80.0;3.0;1.6;7.0;76.8;70.6;100.3
974;E Waterbedrijven en afvalbeheer;2001;302;215;87;383.0;295.0;86.0;0.3;-2.3;7.5;78.9;73.0;101.4
975;E Waterbedrijven en afvalbeheer;2002;326;224;102;417.0;314.0;99.0;8.9;6.5;14.9;78.2;71.4;103.4
976;E Waterbedrijven en afvalbeheer;2003;329;225;104;432.0;324.0;103.0;3.7;3.1;4.9;76.1;69.5;100.5
977;E Waterbedrijven en afvalbeheer;2004;367;261;106;465.0;358.0;104.0;7.6;10.7;1.0;78.9;72.9;101.5
978;E Waterbedrijven en afvalbeheer;2005;377;270;107;464.0;355.0;105.0;-0.3;-0.8;0.9;81.3;76.0;101.5
979;E Waterbedrijven en afvalbeheer;2006;473;363;110;538.0;425.0;112.0;15.9;19.6;6.5;87.9;85.4;97.9
980;E Waterbedrijven en afvalbeheer;2007;507;394;113;542.0;424.0;117.0;0.8;-0.3;4.5;93.5;92.9;96.2
981;E Waterbedrijven en afvalbeheer;2008;549;422;127;569.0;440.0;128.0;4.9;3.8;8.8;96.5;95.9;99.4
982;E Waterbedrijven en afvalbeheer;2009;498;366;132;548.0;413.0;134.0;-3.6;-6.2;4.7;90.8;88.6;98.6
983;E Waterbedrijven en afvalbeheer;2010;664;519;145;664.0;519.0;145.0;21.1;25.7;8.3;100.0;100.0;100.0
984;E Waterbedrijven en afvalbeheer;2011;792;633;159;738.0;580.0;158.0;11.1;11.8;9.0;107.3;109.1;100.6
985;E Waterbedrijven en afvalbeheer;2012;848;684;164;807.0;644.0;162.0;9.3;11.1;2.5;105.1;106.2;101.3
986;E Waterbedrijven en afvalbeheer;2013;812;639;173;822.0;649.0;173.0;1.9;0.7;6.7;98.8;98.5;100.1
987;E Waterbedrijven en afvalbeheer;2014;752;581;171;786.0;613.0;172.0;-4.4;-5.5;-0.6;95.7;94.7;99.5
988;E Waterbedrijven en afvalbeheer;2015;848;662;186;922.0;733.0;189.0;17.3;19.4;9.9;92.0;90.4;98.5
989;E Waterbedrijven en afvalbeheer;2016;852;660;192;976.0;781.0;195.0;5.9;6.6;3.2;87.3;84.5;98.5
990;36 Waterleidingbedrijven;1995;40;32;8;40.0;38.0;6.0;;;;99.3;84.6;134.2
991;36 Waterleidingbedrijven;1996;41;32;9;41.0;38.0;7.0;2.5;0.0;12.5;99.3;84.6;134.2
992;36 Waterleidingbedrijven;1997;43;31;12;46.0;39.0;10.0;12.2;3.1;44.4;92.8;79.5;123.8
993;36 Waterleidingbedrijven;1998;52;38;14;54.0;48.0;10.0;16.3;22.6;0.0;96.5;79.5;144.5
994;36 Waterleidingbedrijven;1999;52;40;12;52.0;48.0;8.0;-3.8;0.0;-14.3;100.4;83.7;144.5
995;36 Waterleidingbedrijven;2000;50;38;12;52.0;48.0;8.0;0.0;0.0;0.0;96.5;79.5;144.5
996;36 Waterleidingbedrijven;2001;50;37;13;47.0;40.0;9.0;-10.0;-15.8;8.3;107.2;91.9;144.5
997;36 Waterleidingbedrijven;2002;54;36;18;49.0;36.0;14.0;6.0;-10.8;53.8;109.2;100.2;130.0
998;36 Waterleidingbedrijven;2003;53;34;19;51.0;35.0;16.0;3.7;-2.8;16.7;103.4;97.4;117.6
999;36 Waterleidingbedrijven;2004;54;35;19;49.0;35.0;14.0;-3.8;0.0;-10.5;109.5;100.2;131.5
1000;36 Waterleidingbedrijven;2005;58;39;19;48.0;34.0;14.0;-1.9;-2.9;0.0;119.8;115.0;131.5
1001;36 Waterleidingbedrijven;2006;57;39;18;49.0;34.0;15.0;1.7;0.0;5.3;115.7;115.0;118.3
1002;36 Waterleidingbedrijven;2007;54;36;18;50.0;34.0;16.0;1.8;0.0;5.6;107.8;106.1;112.1
1003;36 Waterleidingbedrijven;2008;58;41;17;53.0;37.0;16.0;5.6;8.3;0.0;109.6;111.6;105.9
1004;36 Waterleidingbedrijven;2009;53;35;18;50.0;33.0;17.0;-5.2;-9.8;5.9;105.7;105.6;105.9
1005;36 Waterleidingbedrijven;2010;53;36;17;53.0;36.0;17.0;5.7;8.6;0.0;100.0;100.0;100.0
1006;36 Waterleidingbedrijven;2011;55;37;18;52.0;35.0;17.0;-1.9;-2.8;0.0;105.8;105.7;105.9
1007;36 Waterleidingbedrijven;2012;66;43;23;62.0;42.0;21.0;20.0;18.9;22.2;105.8;103.3;110.7
1008;36 Waterleidingbedrijven;2013;68;44;24;69.0;47.0;22.0;10.6;14.0;4.3;98.5;92.8;110.7
1009;36 Waterleidingbedrijven;2014;59;33;26;65.0;41.0;23.0;-5.9;-13.6;8.3;90.8;80.6;110.7
1010;36 Waterleidingbedrijven;2015;66;37;29;74.0;47.0;26.0;13.6;15.2;11.5;89.5;78.4;110.7
1011;36 Waterleidingbedrijven;2016;63;35;28;73.0;47.0;25.0;-1.5;0.0;-3.4;86.7;74.2;110.7
1012;37-39 Riolering, afvalbeheer en sanering;1995;113;79;34;165.0;111.0;51.0;;;;68.5;71.0;66.2
1013;37-39 Riolering, afvalbeheer en sanering;1996;125;86;39;193.0;131.0;59.0;16.8;17.7;14.7;64.9;65.6;66.2
1014;37-39 Riolering, afvalbeheer en sanering;1997;156;117;39;227.0;168.0;56.0;17.6;27.9;-5.1;68.9;69.8;69.8
