ID;BestemmingVanInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
2388;R-U Cultuur, recreatie, overige diensten;2007;1213;686;527;1155.0;676.0;479.0;1.4;2.0;0.6;105.1;101.4;110.0
2389;R-U Cultuur, recreatie, overige diensten;2008;1281;722;559;1196.0;704.0;494.0;3.6;4.1;3.0;107.1;102.5;113.2
2390;R-U Cultuur, recreatie, overige diensten;2009;1167;648;519;1191.0;675.0;515.0;-0.5;-4.2;4.3;98.0;96.0;100.8
2391;R-U Cultuur, recreatie, overige diensten;2010;1246;729;517;1246.0;729.0;517.0;4.6;8.0;0.4;100.0;100.0;100.0
2392;R-U Cultuur, recreatie, overige diensten;2011;1326;777;549;1283.0;740.0;543.0;3.0;1.5;5.0;103.4;105.0;101.1
2393;R-U Cultuur, recreatie, overige diensten;2012;1371;827;544;1333.0;782.0;551.0;3.9;5.7;1.5;102.8;105.8;98.7
2394;R-U Cultuur, recreatie, overige diensten;2013;1424;830;594;1402.0;816.0;586.0;5.2;4.4;6.4;101.5;101.7;101.3
2395;R-U Cultuur, recreatie, overige diensten;2014;1428;811;617;1457.0;854.0;602.0;3.9;4.7;2.7;98.0;94.9;102.5
2396;R-U Cultuur, recreatie, overige diensten;2015;1479;819;660;1497.0;858.0;637.0;2.8;0.5;5.8;98.8;95.4;103.6
2397;R-U Cultuur, recreatie, overige diensten;2016;1511;839;672;1583.0;937.0;647.0;5.7;9.2;1.5;95.4;89.5;103.9
2398;R Cultuur, sport en recreatie;1995;288;167;121;277.0;160.0;116.0;;;;104.1;104.3;104.6
2399;R Cultuur, sport en recreatie;1996;318;189;129;305.0;180.0;124.0;10.4;12.6;7.4;104.1;104.9;103.8
2400;R Cultuur, sport en recreatie;1997;362;217;145;334.0;194.0;140.0;9.4;7.4;12.4;108.3;112.1;103.8
2401;R Cultuur, sport en recreatie;1998;375;213;162;344.0;190.0;154.0;3.0;-1.8;10.3;108.9;112.1;105.1
2402;R Cultuur, sport en recreatie;1999;393;231;162;362.0;210.0;151.0;5.1;10.3;-1.9;108.6;110.2;107.1
2403;R Cultuur, sport en recreatie;2000;417;236;181;375.0;207.0;167.0;3.6;-1.3;10.5;111.3;114.1;108.3
2404;R Cultuur, sport en recreatie;2001;442;251;191;385.0;211.0;173.0;2.6;2.1;3.3;114.9;118.8;110.6
2405;R Cultuur, sport en recreatie;2002;473;264;209;408.0;227.0;180.0;6.1;7.6;4.2;115.9;116.2;116.2
2406;R Cultuur, sport en recreatie;2003;478;264;214;433.0;251.0;181.0;6.1;10.6;0.5;110.4;105.0;118.4
2407;R Cultuur, sport en recreatie;2004;496;279;217;452.0;268.0;183.0;4.4;6.8;1.4;109.7;103.9;118.4
2408;R Cultuur, sport en recreatie;2005;497;277;220;457.0;267.0;189.0;1.0;-0.7;3.2;108.8;103.9;116.3
2409;R Cultuur, sport en recreatie;2006;538;317;221;493.0;298.0;194.0;7.8;11.9;2.7;109.2;106.3;113.7
2410;R Cultuur, sport en recreatie;2007;526;311;215;497.0;301.0;196.0;0.9;0.9;0.9;105.8;103.3;109.6
2411;R Cultuur, sport en recreatie;2008;551;329;222;520.0;312.0;208.0;4.6;3.5;6.0;106.0;105.5;106.7
2412;R Cultuur, sport en recreatie;2009;515;290;225;519.0;297.0;222.0;-0.2;-4.9;6.8;99.3;97.8;101.3
2413;R Cultuur, sport en recreatie;2010;539;313;226;539.0;313.0;226.0;3.9;5.5;1.8;100.0;100.0;100.0
2414;R Cultuur, sport en recreatie;2011;583;345;238;557.0;321.0;236.0;3.3;2.6;4.4;104.7;107.5;100.8
2415;R Cultuur, sport en recreatie;2012;633;388;245;598.0;354.0;244.0;7.4;10.1;3.4;105.8;109.7;100.4
2416;R Cultuur, sport en recreatie;2013;661;382;279;639.0;363.0;277.0;6.8;2.6;13.5;103.5;105.3;100.8
2417;R Cultuur, sport en recreatie;2014;650;361;289;651.0;369.0;283.0;2.0;1.8;2.2;99.8;97.7;102.2
2418;R Cultuur, sport en recreatie;2015;684;364;320;681.0;373.0;308.0;4.6;1.1;9.0;100.4;97.5;103.8
2419;R Cultuur, sport en recreatie;2016;680;359;321;705.0;398.0;308.0;3.5;6.6;0.0;96.4;90.2;104.2
2420;90-92 Kunst, cultuur en kansspelen;1995;143;70;73;149.0;81.0;69.0;;;;96.0;86.5;105.7
2421;90-92 Kunst, cultuur en kansspelen;1996;154;77;77;161.0;89.0;74.0;8.4;10.0;6.8;95.4;86.5;104.3
2422;90-92 Kunst, cultuur en kansspelen;1997;174;85;89;182.0;98.0;85.0;13.0;10.4;15.6;95.4;86.5;104.3
2423;90-92 Kunst, cultuur en kansspelen;1998;183;86;97;193.0;101.0;93.0;5.7;2.4;9.0;94.9;85.5;104.3
2424;90-92 Kunst, cultuur en kansspelen;1999;193;98;95;210.0;122.0;91.0;8.7;20.9;-2.1;92.0;80.5;104.3
2425;90-92 Kunst, cultuur en kansspelen;2000;206;97;109;219.0;118.0;103.0;4.7;-3.1;12.6;93.9;82.2;106.3
2426;90-92 Kunst, cultuur en kansspelen;2001;217;105;112;222.0;116.0;106.0;1.0;-2.1;3.7;97.9;90.9;105.4
2427;90-92 Kunst, cultuur en kansspelen;2002;230;110;120;229.0;123.0;106.0;3.2;6.7;0.0;100.6;89.3;112.9
2428;90-92 Kunst, cultuur en kansspelen;2003;225;106;119;235.0;133.0;104.0;2.6;8.2;-2.5;95.9;79.5;114.8
2429;90-92 Kunst, cultuur en kansspelen;2004;236;116;120;241.0;137.0;106.0;2.7;2.8;2.5;97.9;84.6;112.9
2430;90-92 Kunst, cultuur en kansspelen;2005;234;114;120;236.0;128.0;109.0;-2.1;-6.9;2.5;99.2;89.3;110.2
2431;90-92 Kunst, cultuur en kansspelen;2006;250;128;122;248.0;135.0;113.0;5.1;6.1;4.2;100.8;94.5;107.5
2432;90-92 Kunst, cultuur en kansspelen;2007;246;126;120;251.0;134.0;117.0;1.2;-0.8;3.3;98.0;93.7;102.4
2433;90-92 Kunst, cultuur en kansspelen;2008;253;129;124;250.0;129.0;121.0;-0.4;-4.0;3.3;101.2;99.9;102.4
2434;90-92 Kunst, cultuur en kansspelen;2009;242;115;127;238.0;113.0;125.0;-4.7;-12.4;3.2;101.7;101.7;101.6
2435;90-92 Kunst, cultuur en kansspelen;2010;241;117;124;241.0;117.0;124.0;1.2;3.5;-0.8;100.0;100.0;100.0
2436;90-92 Kunst, cultuur en kansspelen;2011;262;131;131;254.0;126.0;128.0;5.4;7.7;3.2;103.1;104.0;102.3
2437;90-92 Kunst, cultuur en kansspelen;2012;279;145;134;269.0;137.0;132.0;5.7;8.4;3.1;103.9;106.2;101.6
2438;90-92 Kunst, cultuur en kansspelen;2013;305;142;163;299.0;140.0;159.0;11.5;2.8;20.9;101.9;101.2;102.2
2439;90-92 Kunst, cultuur en kansspelen;2014;305;133;172;309.0;145.0;164.0;3.3;3.5;3.1;98.7;91.5;104.6
2440;90-92 Kunst, cultuur en kansspelen;2015;330;139;191;334.0;155.0;180.0;8.2;6.8;9.3;98.7;89.6;106.3
2441;90-92 Kunst, cultuur en kansspelen;2016;332;142;190;344.0;169.0;177.0;2.7;8.6;-1.6;96.6;84.3;107.4
2442;93 Sport en recreatie;1995;145;97;48;131.0;83.0;47.0;;;;110.6;117.1;101.9
2443;93 Sport en recreatie;1996;164;112;52;147.0;95.0;51.0;12.4;14.4;8.3;111.3;118.1;101.9
2444;93 Sport en recreatie;1997;188;132;56;156.0;100.0;55.0;6.1;5.4;7.7;120.2;132.1;101.9
2445;93 Sport en recreatie;1998;192;127;65;157.0;95.0;62.0;0.5;-4.5;12.5;122.2;133.2;105.2
2446;93 Sport en recreatie;1999;200;133;67;160.0;98.0;61.0;1.6;3.1;-1.5;125.3;135.2;110.1
2447;93 Sport en recreatie;2000;211;139;72;164.0;98.0;65.0;2.5;0.0;7.5;129.0;141.3;110.1
2448;93 Sport en recreatie;2001;225;146;79;171.0;103.0;67.0;4.3;5.0;2.8;131.9;141.3;117.5
2449;93 Sport en recreatie;2002;243;154;89;186.0;112.0;74.0;8.9;8.2;10.1;130.8;137.7;120.2
2450;93 Sport en recreatie;2003;253;158;95;203.0;126.0;77.0;9.5;12.3;4.5;124.4;125.8;122.8
2451;93 Sport en recreatie;2004;260;163;97;215.0;138.0;77.0;5.9;9.5;0.0;120.7;118.5;125.4
2452;93 Sport en recreatie;2005;263;163;100;224.0;143.0;81.0;3.8;3.7;4.1;117.6;114.3;124.2
2453;93 Sport en recreatie;2006;288;189;99;247.0;165.0;81.0;10.3;16.0;1.0;116.8;114.3;121.7
2454;93 Sport en recreatie;2007;280;185;95;248.0;169.0;80.0;0.7;2.1;-2.0;112.7;109.6;119.2
2455;93 Sport en recreatie;2008;298;200;98;271.0;183.0;87.0;8.9;8.6;9.5;110.1;109.0;112.3
2456;93 Sport en recreatie;2009;273;175;98;281.0;183.0;97.0;3.7;0.0;11.2;97.3;95.4;101.0
2457;93 Sport en recreatie;2010;298;196;102;298.0;196.0;102.0;6.2;6.9;5.1;100.0;100.0;100.0
2458;93 Sport en recreatie;2011;321;214;107;303.0;195.0;108.0;1.7;-0.5;5.9;105.9;109.7;99.1
2459;93 Sport en recreatie;2012;354;243;111;329.0;217.0;112.0;8.7;11.2;3.7;107.5;112.0;99.1
2460;93 Sport en recreatie;2013;356;240;116;340.0;222.0;117.0;3.1;2.5;4.5;104.8;108.0;99.1
2461;93 Sport en recreatie;2014;345;228;117;343.0;224.0;118.0;0.8;0.8;0.9;100.7;101.8;99.1
2462;93 Sport en recreatie;2015;354;225;129;347.0;219.0;128.0;1.4;-2.2;8.5;101.9;102.7;100.6
2463;93 Sport en recreatie;2016;348;217;131;362.0;231.0;131.0;4.2;5.3;2.3;96.1;94.0;99.9
2464;S Overige dienstverlening;1995;435;272;163;463.0;243.0;219.0;;;;93.9;112.0;74.5
2465;S Overige dienstverlening;1996;459;289;170;496.0;262.0;231.0;7.1;8.1;5.5;92.5;110.1;73.6
2466;S Overige dienstverlening;1997;488;306;182;533.0;281.0;250.0;7.4;6.9;8.2;91.6;109.1;72.8
2467;S Overige dienstverlening;1998;490;300;190;528.0;270.0;258.0;-1.0;-3.6;3.3;92.9;110.9;73.6
2468;S Overige dienstverlening;1999;513;308;205;547.0;280.0;268.0;3.7;3.7;3.7;93.8;109.8;76.6
2469;S Overige dienstverlening;2000;569;323;246;565.0;274.0;299.0;3.3;-2.3;11.7;100.7;117.9;82.3
2470;S Overige dienstverlening;2001;551;307;244;561.0;253.0;325.0;-0.7;-7.7;8.5;98.2;121.4;75.2
2471;S Overige dienstverlening;2002;571;316;255;578.0;271.0;318.0;3.1;7.2;-2.0;98.7;116.6;80.2
2472;S Overige dienstverlening;2003;569;304;265;573.0;276.0;304.0;-0.9;1.9;-4.3;99.3;110.1;87.1
2473;S Overige dienstverlening;2004;598;319;279;611.0;314.0;298.0;6.5;13.8;-1.9;97.9;101.5;93.5
2474;S Overige dienstverlening;2005;627;344;283;625.0;335.0;291.0;2.3;6.6;-2.5;100.3;102.7;97.3
2475;S Overige dienstverlening;2006;665;369;296;646.0;364.0;282.0;3.3;8.7;-3.2;103.0;101.3;105.1
2476;S Overige dienstverlening;2007;687;375;312;657.0;375.0;283.0;1.8;3.0;0.3;104.5;100.0;110.4
2477;S Overige dienstverlening;2008;730;393;337;677.0;392.0;285.0;2.9;4.5;1.0;107.9;100.3;118.1
2478;S Overige dienstverlening;2009;652;358;294;672.0;378.0;293.0;-0.7;-3.6;2.7;97.0;94.7;100.3
2479;S Overige dienstverlening;2010;707;416;291;707.0;416.0;291.0;5.2;10.1;-0.7;100.0;100.0;100.0
2480;S Overige dienstverlening;2011;743;432;311;726.0;419.0;307.0;2.7;0.7;5.5;102.3;103.1;101.3
2481;S Overige dienstverlening;2012;738;439;299;735.0;428.0;307.0;1.2;2.1;0.0;100.4;102.6;97.4
2482;S Overige dienstverlening;2013;763;448;315;763.0;453.0;309.0;3.8;5.9;0.7;100.0;98.9;101.9
2483;S Overige dienstverlening;2014;778;450;328;805.0;485.0;319.0;5.5;7.1;3.2;96.7;92.7;102.9
2484;S Overige dienstverlening;2015;795;455;340;815.0;485.0;329.0;1.3;0.0;3.0;97.5;93.7;103.5
2485;S Overige dienstverlening;2016;831;480;351;878.0;540.0;338.0;7.7;11.2;2.9;94.7;88.9;103.8
2486;94 Ideële, belangen-, hobbyverenigingen;1995;155;27;128;180.0;38.0;143.0;;;;86.0;71.2;89.2
2487;94 Ideële, belangen-, hobbyverenigingen;1996;163;35;128;194.0;46.0;150.0;7.7;22.2;4.7;84.0;75.5;85.3
2488;94 Ideële, belangen-, hobbyverenigingen;1997;178;42;136;212.0;56.0;160.0;9.2;20.0;6.3;84.0;75.5;85.3
2489;94 Ideële, belangen-, hobbyverenigingen;1998;182;42;140;213.0;52.0;164.0;0.6;-7.1;2.9;85.4;81.3;85.3
2490;94 Ideële, belangen-, hobbyverenigingen;1999;191;42;149;223.0;55.0;170.0;4.4;7.1;3.6;85.8;75.9;87.6
2491;94 Ideële, belangen-, hobbyverenigingen;2000;233;55;178;247.0;63.0;187.0;11.0;14.3;10.1;94.3;87.0;95.1
2492;94 Ideële, belangen-, hobbyverenigingen;2001;221;50;171;255.0;54.0;204.0;3.4;-14.5;9.0;86.5;92.5;83.8
2493;94 Ideële, belangen-, hobbyverenigingen;2002;228;53;175;260.0;62.0;200.0;1.8;14.0;-1.8;87.7;86.0;87.3
2494;94 Ideële, belangen-, hobbyverenigingen;2003;232;53;179;257.0;66.0;192.0;-1.3;7.5;-4.0;90.4;80.0;93.0
2495;94 Ideële, belangen-, hobbyverenigingen;2004;247;57;190;269.0;80.0;192.0;4.7;20.8;0.0;91.9;71.2;98.7
2496;94 Ideële, belangen-, hobbyverenigingen;2005;258;61;197;268.0;74.0;195.0;-0.4;-7.0;1.6;96.4;82.0;100.8
2497;94 Ideële, belangen-, hobbyverenigingen;2006;267;62;205;257.0;67.0;192.0;-3.9;-9.8;-2.0;103.7;92.4;107.0
2498;94 Ideële, belangen-, hobbyverenigingen;2007;280;56;224;255.0;59.0;196.0;-0.7;-11.3;2.4;109.6;94.1;114.2
2499;94 Ideële, belangen-, hobbyverenigingen;2008;309;61;248;253.0;56.0;196.0;-1.1;-5.4;0.0;122.3;108.3;126.4
2500;94 Ideële, belangen-, hobbyverenigingen;2009;256;50;206;256.0;54.0;201.0;1.3;-3.3;2.4;100.0;91.8;102.5
2501;94 Ideële, belangen-, hobbyverenigingen;2010;259;61;198;259.0;61.0;198.0;1.2;12.0;-1.5;100.0;100.0;100.0
2502;94 Ideële, belangen-, hobbyverenigingen;2011;277;69;208;266.0;62.0;204.0;2.7;1.6;3.0;104.1;111.3;102.0
2503;94 Ideële, belangen-, hobbyverenigingen;2012;286;87;199;288.0;78.0;209.0;8.3;26.1;2.4;99.3;111.3;95.3
2504;94 Ideële, belangen-, hobbyverenigingen;2013;301;86;215;290.0;79.0;210.0;0.7;1.1;0.5;103.8;108.8;102.4
2505;94 Ideële, belangen-, hobbyverenigingen;2014;307;89;218;300.0;87.0;211.0;3.3;10.5;0.5;102.4;101.9;103.4
2506;94 Ideële, belangen-, hobbyverenigingen;2015;313;83;230;307.0;85.0;220.0;2.3;-2.2;4.1;102.1;97.2;104.7
2507;94 Ideële, belangen-, hobbyverenigingen;2016;319;86;233;328.0;103.0;224.0;7.0;20.5;2.2;97.2;83.6;103.8
2508;95 Reparatie van consumentenartikelen;1995;73;60;13;89.0;66.0;23.0;;;;82.1;90.3;55.6
2509;95 Reparatie van consumentenartikelen;1996;83;67;16;105.0;80.0;25.0;17.8;20.0;7.7;79.3;84.0;63.5
2510;95 Reparatie van consumentenartikelen;1997;93;76;17;120.0;93.0;27.0;14.5;16.4;6.3;77.6;81.8;63.5
2511;95 Reparatie van consumentenartikelen;1998;102;82;20;126.0;99.0;27.0;5.4;6.6;0.0;80.8;82.9;74.7
2512;95 Reparatie van consumentenartikelen;1999;100;80;20;119.0;93.0;25.0;-5.9;-6.1;-5.0;84.1;86.1;78.6
2513;95 Reparatie van consumentenartikelen;2000;113;90;23;126.0;96.0;29.0;6.0;3.8;15.0;89.7;93.3;78.6
2514;95 Reparatie van consumentenartikelen;2001;98;75;23;109.0;80.0;29.0;-13.3;-16.7;0.0;89.7;93.3;78.6
2515;95 Reparatie van consumentenartikelen;2002;94;73;21;108.0;81.0;27.0;-1.0;1.3;-8.7;86.9;89.7;78.6
2516;95 Reparatie van consumentenartikelen;2003;92;69;23;104.0;75.0;29.0;-4.3;-8.2;9.5;88.9;92.3;78.6
2517;95 Reparatie van consumentenartikelen;2004;93;69;24;106.0;77.0;29.0;2.2;2.9;0.0;87.9;89.7;82.1
2518;95 Reparatie van consumentenartikelen;2005;99;74;25;107.0;79.0;28.0;1.1;2.9;-4.2;92.6;93.5;89.2
2519;95 Reparatie van consumentenartikelen;2006;111;82;29;116.0;89.0;27.0;8.1;12.2;-4.0;96.0;92.4;107.8
2520;95 Reparatie van consumentenartikelen;2007;114;86;28;120.0;93.0;27.0;3.6;4.9;0.0;95.2;92.4;104.1
2521;95 Reparatie van consumentenartikelen;2008;111;83;28;125.0;95.0;30.0;4.4;2.3;10.7;88.8;87.2;94.0
2522;95 Reparatie van consumentenartikelen;2009;106;79;27;123.0;93.0;30.0;-1.8;-2.4;0.0;86.4;85.0;90.6
2523;95 Reparatie van consumentenartikelen;2010;132;100;32;132.0;100.0;32.0;7.5;7.6;7.4;100.0;100.0;100.0
2524;95 Reparatie van consumentenartikelen;2011;132;97;35;132.0;97.0;35.0;0.0;-3.0;9.4;100.0;100.0;100.0
2525;95 Reparatie van consumentenartikelen;2012;125;90;35;129.0;95.0;34.0;-2.3;-2.1;-2.9;96.9;94.7;102.9
2526;95 Reparatie van consumentenartikelen;2013;121;88;33;128.0;96.0;32.0;-0.8;1.1;-5.7;94.6;91.6;102.9
2527;95 Reparatie van consumentenartikelen;2014;135;93;42;148.0;107.0;41.0;15.7;11.4;27.3;91.2;86.9;102.9
2528;95 Reparatie van consumentenartikelen;2015;140;103;37;149.0;114.0;36.0;0.7;6.5;-11.9;93.9;90.5;102.9
2529;95 Reparatie van consumentenartikelen;2016;144;107;37;153.0;119.0;35.0;2.9;4.9;-2.7;93.9;89.6;105.8
2530;96 Overige persoonlijke dienstverlening;1995;207;185;22;193.0;137.0;48.0;;;;107.2;135.0;46.0
2531;96 Overige persoonlijke dienstverlening;1996;213;187;26;199.0;140.0;52.0;2.9;2.2;9.1;107.2;133.6;49.8
2532;96 Overige persoonlijke dienstverlening;1997;217;188;29;205.0;141.0;62.0;3.3;1.1;19.2;105.8;132.9;46.6
2533;96 Overige persoonlijke dienstverlening;1998;206;176;30;195.0;132.0;67.0;-5.1;-6.9;6.9;105.8;133.6;45.1
2534;96 Overige persoonlijke dienstverlening;1999;222;186;36;210.0;141.0;73.0;7.8;7.4;10.0;105.8;131.5;49.2
2535;96 Overige persoonlijke dienstverlening;2000;223;178;45;200.0;129.0;85.0;-4.5;-8.6;16.7;111.3;137.7;52.7
2536;96 Overige persoonlijke dienstverlening;2001;232;182;50;203.0;128.0;95.0;1.3;-1.1;11.1;114.2;142.4;52.7
2537;96 Overige persoonlijke dienstverlening;2002;249;190;59;215.0;138.0;95.0;6.0;7.7;0.0;115.6;138.0;62.2
2538;96 Overige persoonlijke dienstverlening;2003;245;182;63;217.0;143.0;85.0;0.8;4.2;-10.2;112.9;126.9;73.9
2539;96 Overige persoonlijke dienstverlening;2004;258;193;65;238.0;166.0;78.0;9.8;15.9;-7.9;108.2;116.1;82.8
2540;96 Overige persoonlijke dienstverlening;2005;270;209;61;251.0;186.0;68.0;5.4;11.9;-13.8;107.4;112.3;90.2
2541;96 Overige persoonlijke dienstverlening;2006;287;225;62;273.0;210.0;63.0;8.5;12.9;-6.6;105.2;107.1;98.1
2542;96 Overige persoonlijke dienstverlening;2007;293;233;60;282.0;223.0;59.0;3.5;6.2;-6.5;103.8;104.4;101.5
2543;96 Overige persoonlijke dienstverlening;2008;310;249;61;300.0;240.0;59.0;6.1;7.7;0.0;103.5;103.5;103.2
2544;96 Overige persoonlijke dienstverlening;2009;290;229;61;293.0;231.0;62.0;-2.3;-4.0;4.9;99.1;99.2;98.4
2545;96 Overige persoonlijke dienstverlening;2010;316;255;61;316.0;255.0;61.0;7.9;10.5;-1.6;100.0;100.0;100.0
2546;96 Overige persoonlijke dienstverlening;2011;334;266;68;328.0;260.0;68.0;3.8;2.0;11.5;101.8;102.3;100.0
2547;96 Overige persoonlijke dienstverlening;2012;327;262;65;317.0;253.0;64.0;-3.3;-2.6;-5.9;103.1;103.5;101.6
2548;96 Overige persoonlijke dienstverlening;2013;341;274;67;343.0;276.0;67.0;8.3;9.2;4.6;99.3;99.2;100.1
2549;96 Overige persoonlijke dienstverlening;2014;336;268;68;356.0;289.0;67.0;3.8;4.7;0.0;94.3;92.6;101.6
2550;96 Overige persoonlijke dienstverlening;2015;342;269;73;359.0;285.0;73.0;0.6;-1.5;8.8;95.4;94.3;100.2
2551;96 Overige persoonlijke dienstverlening;2016;368;287;81;395.0;316.0;79.0;10.2;10.8;8.2;93.1;90.9;102.7
2552;T Huishoudens;1995;0;0;0;;;;;;;;;
2553;T Huishoudens;1996;0;0;0;;;;;;;;;
2554;T Huishoudens;1997;0;0;0;;;;;;;;;
2555;T Huishoudens;1998;0;0;0;;;;;;;;;
2556;T Huishoudens;1999;0;0;0;;;;;;;;;
2557;T Huishoudens;2000;0;0;0;;;;;;;;;
2558;T Huishoudens;2001;0;0;0;;;;;;;;;
2559;T Huishoudens;2002;0;0;0;;;;;;;;;
2560;T Huishoudens;2003;0;0;0;;;;;;;;;
2561;T Huishoudens;2004;0;0;0;;;;;;;;;
2562;T Huishoudens;2005;0;0;0;;;;;;;;;
2563;T Huishoudens;2006;0;0;0;;;;;;;;;
2564;T Huishoudens;2007;0;0;0;;;;;;;;;
2565;T Huishoudens;2008;0;0;0;;;;;;;;;
2566;T Huishoudens;2009;0;0;0;;;;;;;;;
2567;T Huishoudens;2010;0;0;0;0.0;0.0;0.0;;;;;;
2568;T Huishoudens;2011;0;0;0;;;;;;;;;
2569;T Huishoudens;2012;0;0;0;;;;;;;;;
2570;T Huishoudens;2013;0;0;0;;;;;;;;;
2571;T Huishoudens;2014;0;0;0;;;;;;;;;
2572;T Huishoudens;2015;0;0;0;;;;;;;;;
2573;T Huishoudens;2016;0;0;0;;;;;;;;;
2574;97 Huishoudens met personeel;1995;0;0;0;;;;;;;;;
2575;97 Huishoudens met personeel;1996;0;0;0;;;;;;;;;
2576;97 Huishoudens met personeel;1997;0;0;0;;;;;;;;;
2577;97 Huishoudens met personeel;1998;0;0;0;;;;;;;;;
2578;97 Huishoudens met personeel;1999;0;0;0;;;;;;;;;
2579;97 Huishoudens met personeel;2000;0;0;0;;;;;;;;;
2580;97 Huishoudens met personeel;2001;0;0;0;;;;;;;;;
2581;97 Huishoudens met personeel;2002;0;0;0;;;;;;;;;
2582;97 Huishoudens met personeel;2003;0;0;0;;;;;;;;;
2583;97 Huishoudens met personeel;2004;0;0;0;;;;;;;;;
2584;97 Huishoudens met personeel;2005;0;0;0;;;;;;;;;
2585;97 Huishoudens met personeel;2006;0;0;0;;;;;;;;;
2586;97 Huishoudens met personeel;2007;0;0;0;;;;;;;;;
2587;97 Huishoudens met personeel;2008;0;0;0;;;;;;;;;
2588;97 Huishoudens met personeel;2009;0;0;0;;;;;;;;;
2589;97 Huishoudens met personeel;2010;0;0;0;0.0;0.0;0.0;;;;;;
2590;97 Huishoudens met personeel;2011;0;0;0;;;;;;;;;
2591;97 Huishoudens met personeel;2012;0;0;0;;;;;;;;;
2592;97 Huishoudens met personeel;2013;0;0;0;;;;;;;;;
2593;97 Huishoudens met personeel;2014;0;0;0;;;;;;;;;
2594;97 Huishoudens met personeel;2015;0;0;0;;;;;;;;;
2595;97 Huishoudens met personeel;2016;0;0;0;;;;;;;;;
2596;99 Extraterritoriale organisaties;1995;0;0;0;;;;;;;;;
2597;99 Extraterritoriale organisaties;1996;0;0;0;;;;;;;;;
2598;99 Extraterritoriale organisaties;1997;0;0;0;;;;;;;;;
2599;99 Extraterritoriale organisaties;1998;0;0;0;;;;;;;;;
2600;99 Extraterritoriale organisaties;1999;0;0;0;;;;;;;;;
2601;99 Extraterritoriale organisaties;2000;0;0;0;;;;;;;;;
2602;99 Extraterritoriale organisaties;2001;0;0;0;;;;;;;;;
2603;99 Extraterritoriale organisaties;2002;0;0;0;;;;;;;;;
2604;99 Extraterritoriale organisaties;2003;0;0;0;;;;;;;;;
2605;99 Extraterritoriale organisaties;2004;0;0;0;;;;;;;;;
2606;99 Extraterritoriale organisaties;2005;0;0;0;;;;;;;;;
2607;99 Extraterritoriale organisaties;2006;0;0;0;;;;;;;;;
2608;99 Extraterritoriale organisaties;2007;0;0;0;;;;;;;;;
2609;99 Extraterritoriale organisaties;2008;0;0;0;;;;;;;;;
2610;99 Extraterritoriale organisaties;2009;0;0;0;;;;;;;;;
2611;99 Extraterritoriale organisaties;2010;0;0;0;0.0;0.0;0.0;;;;;;
2612;99 Extraterritoriale organisaties;2011;0;0;0;;;;;;;;;
2613;99 Extraterritoriale organisaties;2012;0;0;0;;;;;;;;;
2614;99 Extraterritoriale organisaties;2013;0;0;0;;;;;;;;;
2615;99 Extraterritoriale organisaties;2014;0;0;0;;;;;;;;;
2616;99 Extraterritoriale organisaties;2015;0;0;0;;;;;;;;;
2617;99 Extraterritoriale organisaties;2016;0;0;0;;;;;;;;;
2618;U Extraterritoriale organisaties;1995;0;0;0;;;;;;;;;
2619;U Extraterritoriale organisaties;1996;0;0;0;;;;;;;;;
2620;U Extraterritoriale organisaties;1997;0;0;0;;;;;;;;;
2621;U Extraterritoriale organisaties;1998;0;0;0;;;;;;;;;
2622;U Extraterritoriale organisaties;1999;0;0;0;;;;;;;;;
2623;U Extraterritoriale organisaties;2000;0;0;0;;;;;;;;;
2624;U Extraterritoriale organisaties;2001;0;0;0;;;;;;;;;
2625;U Extraterritoriale organisaties;2002;0;0;0;;;;;;;;;
2626;U Extraterritoriale organisaties;2003;0;0;0;;;;;;;;;
2627;U Extraterritoriale organisaties;2004;0;0;0;;;;;;;;;
2628;U Extraterritoriale organisaties;2005;0;0;0;;;;;;;;;
2629;U Extraterritoriale organisaties;2006;0;0;0;;;;;;;;;
2630;U Extraterritoriale organisaties;2007;0;0;0;;;;;;;;;
2631;U Extraterritoriale organisaties;2008;0;0;0;;;;;;;;;
2632;U Extraterritoriale organisaties;2009;0;0;0;;;;;;;;;
2633;U Extraterritoriale organisaties;2010;0;0;0;0.0;0.0;0.0;;;;;;
2634;U Extraterritoriale organisaties;2011;0;0;0;;;;;;;;;
2635;U Extraterritoriale organisaties;2012;0;0;0;;;;;;;;;
2636;U Extraterritoriale organisaties;2013;0;0;0;;;;;;;;;
2637;U Extraterritoriale organisaties;2014;0;0;0;;;;;;;;;
2638;U Extraterritoriale organisaties;2015;0;0;0;;;;;;;;;
2639;U Extraterritoriale organisaties;2016;0;0;0;;;;;;;;;
2640;Totaal invoer voor finale bestedingen;1995;88976;77215;11761;82668.0;67862.0;15774.0;;;;107.6;113.8;74.6
2641;Totaal invoer voor finale bestedingen;1996;93825;81004;12821;88172.0;72438.0;16737.0;6.7;6.7;6.1;106.4;111.8;76.6
