ID;Niveau;SectorenEnDomeinen;CaribischNederland;Perioden;MboStudenten_1
1133;Mbo-entreeopleiding;Sector economie;Sint Eustatius;2022/'23;
1134;Mbo-entreeopleiding;Sector economie;Sint Eustatius;2023/'24;
1135;Mbo-entreeopleiding;Sector economie;Sint Eustatius;2024/'25;
1136;Mbo-entreeopleiding;Sector economie;Saba;2009/'10;
1137;Mbo-entreeopleiding;Sector economie;Saba;2010/'11;
1138;Mbo-entreeopleiding;Sector economie;Saba;2011/'12;
1139;Mbo-entreeopleiding;Sector economie;Saba;2012/'13;0.0
1140;Mbo-entreeopleiding;Sector economie;Saba;2013/'14;3.0
1141;Mbo-entreeopleiding;Sector economie;Saba;2014/'15;1.0
1142;Mbo-entreeopleiding;Sector economie;Saba;2015/'16;0.0
1143;Mbo-entreeopleiding;Sector economie;Saba;2016/'17;0.0
1144;Mbo-entreeopleiding;Sector economie;Saba;2017/'18;0.0
1145;Mbo-entreeopleiding;Sector economie;Saba;2018/'19;0.0
1146;Mbo-entreeopleiding;Sector economie;Saba;2019/'20;0.0
1147;Mbo-entreeopleiding;Sector economie;Saba;2020/'21;0.0
1148;Mbo-entreeopleiding;Sector economie;Saba;2021/'22;
1149;Mbo-entreeopleiding;Sector economie;Saba;2022/'23;
1150;Mbo-entreeopleiding;Sector economie;Saba;2023/'24;
1151;Mbo-entreeopleiding;Sector economie;Saba;2024/'25;
1152;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2009/'10;0.0
1153;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2010/'11;0.0
1154;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2011/'12;13.0
1155;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2012/'13;
1156;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2013/'14;6.0
1157;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2014/'15;3.0
1158;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2015/'16;0.0
1159;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2016/'17;0.0
1160;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2017/'18;0.0
1161;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2018/'19;0.0
1162;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2019/'20;0.0
1163;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2020/'21;0.0
1164;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2021/'22;0.0
1165;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2022/'23;0.0
1166;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2023/'24;0.0
1167;Mbo-entreeopleiding;Sector techniek;Caribisch Nederland;2024/'25;0.0
1168;Mbo-entreeopleiding;Sector techniek;Bonaire;2009/'10;0.0
1169;Mbo-entreeopleiding;Sector techniek;Bonaire;2010/'11;0.0
1170;Mbo-entreeopleiding;Sector techniek;Bonaire;2011/'12;13.0
1171;Mbo-entreeopleiding;Sector techniek;Bonaire;2012/'13;
1172;Mbo-entreeopleiding;Sector techniek;Bonaire;2013/'14;2.0
1173;Mbo-entreeopleiding;Sector techniek;Bonaire;2014/'15;0.0
1174;Mbo-entreeopleiding;Sector techniek;Bonaire;2015/'16;0.0
1175;Mbo-entreeopleiding;Sector techniek;Bonaire;2016/'17;0.0
1176;Mbo-entreeopleiding;Sector techniek;Bonaire;2017/'18;0.0
1177;Mbo-entreeopleiding;Sector techniek;Bonaire;2018/'19;0.0
1178;Mbo-entreeopleiding;Sector techniek;Bonaire;2019/'20;0.0
1179;Mbo-entreeopleiding;Sector techniek;Bonaire;2020/'21;0.0
1180;Mbo-entreeopleiding;Sector techniek;Bonaire;2021/'22;0.0
1181;Mbo-entreeopleiding;Sector techniek;Bonaire;2022/'23;0.0
1182;Mbo-entreeopleiding;Sector techniek;Bonaire;2023/'24;0.0
1183;Mbo-entreeopleiding;Sector techniek;Bonaire;2024/'25;0.0
1184;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2009/'10;
1185;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2010/'11;
1186;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2011/'12;
1187;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2012/'13;0.0
1188;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2013/'14;0.0
1189;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2014/'15;0.0
1190;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2015/'16;0.0
1191;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2016/'17;0.0
1192;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2017/'18;0.0
1193;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2018/'19;0.0
1194;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2019/'20;0.0
1195;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2020/'21;0.0
1196;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2021/'22;
1197;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2022/'23;
1198;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2023/'24;
1199;Mbo-entreeopleiding;Sector techniek;Sint Eustatius;2024/'25;
1200;Mbo-entreeopleiding;Sector techniek;Saba;2009/'10;
1201;Mbo-entreeopleiding;Sector techniek;Saba;2010/'11;
1202;Mbo-entreeopleiding;Sector techniek;Saba;2011/'12;
1203;Mbo-entreeopleiding;Sector techniek;Saba;2012/'13;0.0
1204;Mbo-entreeopleiding;Sector techniek;Saba;2013/'14;4.0
1205;Mbo-entreeopleiding;Sector techniek;Saba;2014/'15;3.0
1206;Mbo-entreeopleiding;Sector techniek;Saba;2015/'16;0.0
1207;Mbo-entreeopleiding;Sector techniek;Saba;2016/'17;0.0
1208;Mbo-entreeopleiding;Sector techniek;Saba;2017/'18;0.0
1209;Mbo-entreeopleiding;Sector techniek;Saba;2018/'19;0.0
1210;Mbo-entreeopleiding;Sector techniek;Saba;2019/'20;0.0
1211;Mbo-entreeopleiding;Sector techniek;Saba;2020/'21;0.0
1212;Mbo-entreeopleiding;Sector techniek;Saba;2021/'22;
1213;Mbo-entreeopleiding;Sector techniek;Saba;2022/'23;
1214;Mbo-entreeopleiding;Sector techniek;Saba;2023/'24;
1215;Mbo-entreeopleiding;Sector techniek;Saba;2024/'25;
1216;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2009/'10;0.0
1217;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2010/'11;0.0
1218;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2011/'12;0.0
1219;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2012/'13;
1220;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2013/'14;0.0
1221;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2014/'15;0.0
1222;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2015/'16;0.0
1223;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2016/'17;0.0
1224;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2017/'18;0.0
1225;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2018/'19;0.0
1226;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2019/'20;0.0
1227;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2020/'21;0.0
1228;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2021/'22;0.0
1229;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2022/'23;0.0
1230;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2023/'24;0.0
1231;Mbo-entreeopleiding;Sector zorg en welzijn;Caribisch Nederland;2024/'25;0.0
1232;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2009/'10;0.0
1233;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2010/'11;0.0
1234;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2011/'12;0.0
1235;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2012/'13;
1236;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2013/'14;0.0
1237;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2014/'15;0.0
1238;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2015/'16;0.0
1239;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2016/'17;0.0
1240;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2017/'18;0.0
1241;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2018/'19;0.0
1242;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2019/'20;0.0
1243;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2020/'21;0.0
1244;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2021/'22;0.0
1245;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2022/'23;0.0
1246;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2023/'24;0.0
1247;Mbo-entreeopleiding;Sector zorg en welzijn;Bonaire;2024/'25;0.0
1248;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2009/'10;
1249;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2010/'11;
1250;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2011/'12;
1251;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2012/'13;0.0
1252;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2013/'14;0.0
1253;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2014/'15;0.0
1254;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2015/'16;0.0
1255;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2016/'17;0.0
1256;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2017/'18;0.0
1257;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2018/'19;0.0
1258;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2019/'20;0.0
1259;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2020/'21;0.0
1260;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2021/'22;
1261;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2022/'23;
1262;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2023/'24;
1263;Mbo-entreeopleiding;Sector zorg en welzijn;Sint Eustatius;2024/'25;
1264;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2009/'10;
1265;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2010/'11;
1266;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2011/'12;
1267;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2012/'13;0.0
1268;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2013/'14;0.0
1269;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2014/'15;0.0
1270;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2015/'16;0.0
1271;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2016/'17;0.0
1272;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2017/'18;0.0
1273;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2018/'19;0.0
1274;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2019/'20;0.0
1275;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2020/'21;0.0
1276;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2021/'22;
1277;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2022/'23;
1278;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2023/'24;
1279;Mbo-entreeopleiding;Sector zorg en welzijn;Saba;2024/'25;
1280;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2009/'10;0.0
1281;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2010/'11;0.0
1282;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2011/'12;44.0
1283;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2012/'13;
1284;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2013/'14;73.0
1285;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2014/'15;77.0
1286;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2015/'16;66.0
1287;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2016/'17;104.0
1288;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2017/'18;117.0
1289;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2018/'19;93.0
1290;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2019/'20;127.0
1291;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2020/'21;110.0
1292;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2021/'22;101.0
1293;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2022/'23;120.0
1294;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2023/'24;95.0
1295;Mbo-entreeopleiding;Combinatie van sectoren;Caribisch Nederland;2024/'25;109.0
1296;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2009/'10;0.0
1297;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2010/'11;0.0
1298;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2011/'12;44.0
1299;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2012/'13;
1300;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2013/'14;61.0
1301;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2014/'15;56.0
1302;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2015/'16;52.0
1303;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2016/'17;100.0
1304;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2017/'18;104.0
1305;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2018/'19;93.0
1306;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2019/'20;127.0
1307;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2020/'21;110.0
1308;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2021/'22;101.0
1309;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2022/'23;120.0
1310;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2023/'24;95.0
1311;Mbo-entreeopleiding;Combinatie van sectoren;Bonaire;2024/'25;109.0
1312;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2009/'10;
1313;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2010/'11;
1314;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2011/'12;
1315;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2012/'13;7.0
1316;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2013/'14;12.0
1317;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2014/'15;21.0
1318;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2015/'16;14.0
1319;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2016/'17;4.0
1320;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2017/'18;13.0
1321;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2018/'19;0.0
1322;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2019/'20;0.0
1323;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2020/'21;0.0
1324;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2021/'22;
1325;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2022/'23;
1326;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2023/'24;
1327;Mbo-entreeopleiding;Combinatie van sectoren;Sint Eustatius;2024/'25;
1328;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2009/'10;
1329;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2010/'11;
1330;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2011/'12;
1331;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2012/'13;0.0
1332;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2013/'14;0.0
1333;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2014/'15;0.0
1334;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2015/'16;0.0
1335;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2016/'17;0.0
1336;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2017/'18;0.0
1337;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2018/'19;0.0
1338;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2019/'20;0.0
1339;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2020/'21;0.0
1340;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2021/'22;
1341;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2022/'23;
1342;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2023/'24;
1343;Mbo-entreeopleiding;Combinatie van sectoren;Saba;2024/'25;
1344;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2009/'10;0.0
1345;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2010/'11;0.0
1346;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2011/'12;13.0
1347;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2012/'13;
1348;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2013/'14;6.0
1349;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2014/'15;3.0
1350;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2015/'16;0.0
1351;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2016/'17;0.0
1352;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2017/'18;0.0
1353;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2018/'19;0.0
1354;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2019/'20;0.0
1355;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2020/'21;0.0
1356;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2021/'22;0.0
1357;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2022/'23;0.0
1358;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2023/'24;0.0
1359;Mbo-entreeopleiding;79000 Bouw en infra;Caribisch Nederland;2024/'25;0.0
1360;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2009/'10;0.0
1361;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2010/'11;0.0
1362;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2011/'12;13.0
1363;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2012/'13;
1364;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2013/'14;2.0
1365;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2014/'15;0.0
1366;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2015/'16;0.0
1367;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2016/'17;0.0
1368;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2017/'18;0.0
1369;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2018/'19;0.0
1370;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2019/'20;0.0
1371;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2020/'21;0.0
1372;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2021/'22;0.0
1373;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2022/'23;0.0
1374;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2023/'24;0.0
1375;Mbo-entreeopleiding;79000 Bouw en infra;Bonaire;2024/'25;0.0
1376;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2009/'10;
1377;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2010/'11;
1378;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2011/'12;
1379;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2012/'13;0.0
1380;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2013/'14;0.0
1381;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2014/'15;0.0
1382;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2015/'16;0.0
1383;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2016/'17;0.0
1384;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2017/'18;0.0
1385;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2018/'19;0.0
1386;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2019/'20;0.0
1387;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2020/'21;0.0
1388;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2021/'22;
1389;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2022/'23;
1390;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2023/'24;
1391;Mbo-entreeopleiding;79000 Bouw en infra;Sint Eustatius;2024/'25;
1392;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2009/'10;
1393;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2010/'11;
1394;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2011/'12;
1395;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2012/'13;0.0
1396;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2013/'14;4.0
1397;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2014/'15;3.0
1398;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2015/'16;0.0
1399;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2016/'17;0.0
1400;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2017/'18;0.0
1401;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2018/'19;0.0
1402;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2019/'20;0.0
1403;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2020/'21;0.0
1404;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2021/'22;
1405;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2022/'23;
1406;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2023/'24;
1407;Mbo-entreeopleiding;79000 Bouw en infra;Saba;2024/'25;
1408;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2009/'10;0.0
1409;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2010/'11;0.0
1410;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2011/'12;0.0
1411;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2012/'13;
1412;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2013/'14;0.0
1413;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2014/'15;0.0
1414;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2015/'16;0.0
1415;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2016/'17;0.0
1416;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2017/'18;0.0
1417;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2018/'19;0.0
1418;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2019/'20;0.0
1419;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2020/'21;0.0
1420;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2021/'22;0.0
1421;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2022/'23;0.0
1422;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2023/'24;0.0
1423;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2024/'25;0.0
1424;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2009/'10;0.0
1425;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2010/'11;0.0
1426;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2011/'12;0.0
1427;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2012/'13;
1428;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2013/'14;0.0
1429;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2014/'15;0.0
1430;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2015/'16;0.0
1431;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2016/'17;0.0
1432;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2017/'18;0.0
1433;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2018/'19;0.0
1434;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2019/'20;0.0
1435;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2020/'21;0.0
1436;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2021/'22;0.0
1437;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2022/'23;0.0
1438;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2023/'24;0.0
1439;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Bonaire;2024/'25;0.0
1440;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2009/'10;
1441;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2010/'11;
1442;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2011/'12;
1443;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2012/'13;0.0
1444;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2013/'14;0.0
1445;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2014/'15;0.0
1446;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2015/'16;0.0
1447;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2016/'17;0.0
1448;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2017/'18;0.0
1449;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2018/'19;0.0
1450;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2019/'20;0.0
1451;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2020/'21;0.0
1452;Mbo-entreeopleiding;79010 Afbouw, hout en onderhoud;Sint Eustatius;2021/'22;
