ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;FinancieleBedrijfsgegevens;Perioden;BenedengrensWaarde_1;GemiddeldeWaarde_2;BovengrensWaarde_3;BenedengrensWaarde_4;GemiddeldeWaarde_5;BovengrensWaarde_6
5993;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Inkoopwaarde omzet;2010;;;;;;
5994;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Personele kosten;2008;;;;;;
5995;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Personele kosten;2009;;;;;;
5996;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Personele kosten;2010;;;;;;
5997;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Overige bedrijfslasten;2008;;;;;;
5998;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Overige bedrijfslasten;2009;;;;;;
5999;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Overige bedrijfslasten;2010;;;;;;
6000;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Bedrijfsresultaat;2008;;;;;;
6001;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Bedrijfsresultaat;2009;;;;;;
6002;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Bedrijfsresultaat;2010;;;;;;
6003;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Afschrijvingen;2008;;;;;;
6004;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Afschrijvingen;2009;;;;;;
6005;1 werkzame persoon;2550 Smederijen, profielwalserijen e.d.;Afschrijvingen;2010;;;;;;
6006;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6007;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Totale bedrijfsopbrengsten;2009;50.0;68.0;94.0;100.0;100.0;100.0
6008;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6009;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Totale bedrijfslasten;2008;;;;;;
6010;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Totale bedrijfslasten;2009;10.0;35.0;63.0;18.0;50.0;89.0
6011;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Totale bedrijfslasten;2010;;;;;;
6012;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Inkoopwaarde omzet;2008;;;;;;
6013;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Inkoopwaarde omzet;2009;0.0;10.0;24.0;0.0;12.0;32.0
6014;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Inkoopwaarde omzet;2010;;;;;;
6015;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Personele kosten;2008;;;;;;
6016;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Personele kosten;2009;0.0;4.0;10.0;0.0;5.0;10.0
6017;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Personele kosten;2010;;;;;;
6018;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Overige bedrijfslasten;2008;;;;;;
6019;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Overige bedrijfslasten;2009;6.0;16.0;24.0;9.0;25.0;40.0
6020;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Overige bedrijfslasten;2010;;;;;;
6021;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Bedrijfsresultaat;2008;;;;;;
6022;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Bedrijfsresultaat;2009;8.0;34.0;56.0;11.0;50.0;82.0
6023;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Bedrijfsresultaat;2010;;;;;;
6024;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Afschrijvingen;2008;;;;;;
6025;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Afschrijvingen;2009;0.0;4.0;10.0;0.0;8.0;17.0
6026;1 werkzame persoon;256 Overige metaalbewerkingsindustrie;Afschrijvingen;2010;;;;;;
6027;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6028;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Totale bedrijfsopbrengsten;2009;;;;100.0;100.0;100.0
6029;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6030;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Totale bedrijfslasten;2008;;;;;;
6031;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Totale bedrijfslasten;2009;;;;0.0;63.0;174.0
6032;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Totale bedrijfslasten;2010;;;;;;
6033;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Inkoopwaarde omzet;2008;;;;;;
6034;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Inkoopwaarde omzet;2009;;;;0.0;15.0;32.0
6035;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Inkoopwaarde omzet;2010;;;;;;
6036;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Personele kosten;2008;;;;;;
6037;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Personele kosten;2009;;;;0.0;2.0;10.0
6038;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Personele kosten;2010;;;;;;
6039;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Overige bedrijfslasten;2008;;;;;;
6040;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Overige bedrijfslasten;2009;;;;0.0;28.0;65.0
6041;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Overige bedrijfslasten;2010;;;;;;
6042;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Bedrijfsresultaat;2008;;;;;;
6043;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Bedrijfsresultaat;2009;;;;-74.0;37.0;100.0
6044;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Bedrijfsresultaat;2010;;;;;;
6045;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Afschrijvingen;2008;;;;;;
6046;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Afschrijvingen;2009;;;;0.0;18.0;77.0
6047;1 werkzame persoon;2561 Oppervlaktebehandelingsindustrie;Afschrijvingen;2010;;;;;;
6048;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6049;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Totale bedrijfsopbrengsten;2009;50.0;69.0;94.0;100.0;100.0;100.0
6050;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6051;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Totale bedrijfslasten;2008;;;;;;
6052;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Totale bedrijfslasten;2009;10.0;33.0;61.0;18.0;48.0;80.0
6053;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Totale bedrijfslasten;2010;;;;;;
6054;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Inkoopwaarde omzet;2008;;;;;;
6055;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Inkoopwaarde omzet;2009;0.0;10.0;22.0;0.0;11.0;29.0
6056;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Inkoopwaarde omzet;2010;;;;;;
6057;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Personele kosten;2008;;;;;;
6058;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Personele kosten;2009;0.0;4.0;10.0;0.0;5.0;10.0
6059;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Personele kosten;2010;;;;;;
6060;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Overige bedrijfslasten;2008;;;;;;
6061;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Overige bedrijfslasten;2009;7.0;15.0;24.0;11.0;25.0;38.0
6062;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Overige bedrijfslasten;2010;;;;;;
6063;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Bedrijfsresultaat;2008;;;;;;
6064;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Bedrijfsresultaat;2009;8.0;35.0;58.0;20.0;52.0;82.0
6065;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Bedrijfsresultaat;2010;;;;;;
6066;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Afschrijvingen;2008;;;;;;
6067;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Afschrijvingen;2009;0.0;4.0;9.0;0.0;6.0;13.0
6068;1 werkzame persoon;2562 Algemene metaalbewerkingsindustrie;Afschrijvingen;2010;;;;;;
6069;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Totale bedrijfsopbrengsten;2008;;;;;;
6070;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Totale bedrijfsopbrengsten;2009;;;;;;
6071;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Totale bedrijfsopbrengsten;2010;;;;;;
6072;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Totale bedrijfslasten;2008;;;;;;
6073;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Totale bedrijfslasten;2009;;;;;;
6074;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Totale bedrijfslasten;2010;;;;;;
6075;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Inkoopwaarde omzet;2008;;;;;;
6076;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Inkoopwaarde omzet;2009;;;;;;
6077;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Inkoopwaarde omzet;2010;;;;;;
6078;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Personele kosten;2008;;;;;;
6079;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Personele kosten;2009;;;;;;
6080;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Personele kosten;2010;;;;;;
6081;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Overige bedrijfslasten;2008;;;;;;
6082;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Overige bedrijfslasten;2009;;;;;;
6083;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Overige bedrijfslasten;2010;;;;;;
6084;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Bedrijfsresultaat;2008;;;;;;
6085;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Bedrijfsresultaat;2009;;;;;;
6086;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Bedrijfsresultaat;2010;;;;;;
6087;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Afschrijvingen;2008;;;;;;
6088;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Afschrijvingen;2009;;;;;;
6089;1 werkzame persoon;257 Bestek-, gereedschapindustrie e.d.;Afschrijvingen;2010;;;;;;
6090;1 werkzame persoon;2571 Scharen- en bestekindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6091;1 werkzame persoon;2571 Scharen- en bestekindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
6092;1 werkzame persoon;2571 Scharen- en bestekindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6093;1 werkzame persoon;2571 Scharen- en bestekindustrie;Totale bedrijfslasten;2008;;;;;;
6094;1 werkzame persoon;2571 Scharen- en bestekindustrie;Totale bedrijfslasten;2009;;;;;;
6095;1 werkzame persoon;2571 Scharen- en bestekindustrie;Totale bedrijfslasten;2010;;;;;;
6096;1 werkzame persoon;2571 Scharen- en bestekindustrie;Inkoopwaarde omzet;2008;;;;;;
6097;1 werkzame persoon;2571 Scharen- en bestekindustrie;Inkoopwaarde omzet;2009;;;;;;
6098;1 werkzame persoon;2571 Scharen- en bestekindustrie;Inkoopwaarde omzet;2010;;;;;;
6099;1 werkzame persoon;2571 Scharen- en bestekindustrie;Personele kosten;2008;;;;;;
6100;1 werkzame persoon;2571 Scharen- en bestekindustrie;Personele kosten;2009;;;;;;
6101;1 werkzame persoon;2571 Scharen- en bestekindustrie;Personele kosten;2010;;;;;;
6102;1 werkzame persoon;2571 Scharen- en bestekindustrie;Overige bedrijfslasten;2008;;;;;;
6103;1 werkzame persoon;2571 Scharen- en bestekindustrie;Overige bedrijfslasten;2009;;;;;;
6104;1 werkzame persoon;2571 Scharen- en bestekindustrie;Overige bedrijfslasten;2010;;;;;;
6105;1 werkzame persoon;2571 Scharen- en bestekindustrie;Bedrijfsresultaat;2008;;;;;;
6106;1 werkzame persoon;2571 Scharen- en bestekindustrie;Bedrijfsresultaat;2009;;;;;;
6107;1 werkzame persoon;2571 Scharen- en bestekindustrie;Bedrijfsresultaat;2010;;;;;;
6108;1 werkzame persoon;2571 Scharen- en bestekindustrie;Afschrijvingen;2008;;;;;;
6109;1 werkzame persoon;2571 Scharen- en bestekindustrie;Afschrijvingen;2009;;;;;;
6110;1 werkzame persoon;2571 Scharen- en bestekindustrie;Afschrijvingen;2010;;;;;;
6111;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6112;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
6113;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6114;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Totale bedrijfslasten;2008;;;;;;
6115;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Totale bedrijfslasten;2009;;;;;;
6116;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Totale bedrijfslasten;2010;;;;;;
6117;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Inkoopwaarde omzet;2008;;;;;;
6118;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Inkoopwaarde omzet;2009;;;;;;
6119;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Inkoopwaarde omzet;2010;;;;;;
6120;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Personele kosten;2008;;;;;;
6121;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Personele kosten;2009;;;;;;
6122;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Personele kosten;2010;;;;;;
6123;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Overige bedrijfslasten;2008;;;;;;
6124;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Overige bedrijfslasten;2009;;;;;;
6125;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Overige bedrijfslasten;2010;;;;;;
6126;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Bedrijfsresultaat;2008;;;;;;
6127;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Bedrijfsresultaat;2009;;;;;;
6128;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Bedrijfsresultaat;2010;;;;;;
6129;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Afschrijvingen;2008;;;;;;
6130;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Afschrijvingen;2009;;;;;;
6131;1 werkzame persoon;2572 Hang- en sluitwerkindustrie;Afschrijvingen;2010;;;;;;
6132;1 werkzame persoon;2573 Gereedschapindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6133;1 werkzame persoon;2573 Gereedschapindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
6134;1 werkzame persoon;2573 Gereedschapindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6135;1 werkzame persoon;2573 Gereedschapindustrie;Totale bedrijfslasten;2008;;;;;;
6136;1 werkzame persoon;2573 Gereedschapindustrie;Totale bedrijfslasten;2009;;;;;;
6137;1 werkzame persoon;2573 Gereedschapindustrie;Totale bedrijfslasten;2010;;;;;;
6138;1 werkzame persoon;2573 Gereedschapindustrie;Inkoopwaarde omzet;2008;;;;;;
6139;1 werkzame persoon;2573 Gereedschapindustrie;Inkoopwaarde omzet;2009;;;;;;
6140;1 werkzame persoon;2573 Gereedschapindustrie;Inkoopwaarde omzet;2010;;;;;;
6141;1 werkzame persoon;2573 Gereedschapindustrie;Personele kosten;2008;;;;;;
6142;1 werkzame persoon;2573 Gereedschapindustrie;Personele kosten;2009;;;;;;
6143;1 werkzame persoon;2573 Gereedschapindustrie;Personele kosten;2010;;;;;;
6144;1 werkzame persoon;2573 Gereedschapindustrie;Overige bedrijfslasten;2008;;;;;;
6145;1 werkzame persoon;2573 Gereedschapindustrie;Overige bedrijfslasten;2009;;;;;;
6146;1 werkzame persoon;2573 Gereedschapindustrie;Overige bedrijfslasten;2010;;;;;;
6147;1 werkzame persoon;2573 Gereedschapindustrie;Bedrijfsresultaat;2008;;;;;;
6148;1 werkzame persoon;2573 Gereedschapindustrie;Bedrijfsresultaat;2009;;;;;;
6149;1 werkzame persoon;2573 Gereedschapindustrie;Bedrijfsresultaat;2010;;;;;;
6150;1 werkzame persoon;2573 Gereedschapindustrie;Afschrijvingen;2008;;;;;;
6151;1 werkzame persoon;2573 Gereedschapindustrie;Afschrijvingen;2009;;;;;;
6152;1 werkzame persoon;2573 Gereedschapindustrie;Afschrijvingen;2010;;;;;;
6153;1 werkzame persoon;259 Overige metaalproductenindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6154;1 werkzame persoon;259 Overige metaalproductenindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
6155;1 werkzame persoon;259 Overige metaalproductenindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6156;1 werkzame persoon;259 Overige metaalproductenindustrie;Totale bedrijfslasten;2008;;;;;;
6157;1 werkzame persoon;259 Overige metaalproductenindustrie;Totale bedrijfslasten;2009;;;;;;
6158;1 werkzame persoon;259 Overige metaalproductenindustrie;Totale bedrijfslasten;2010;;;;;;
6159;1 werkzame persoon;259 Overige metaalproductenindustrie;Inkoopwaarde omzet;2008;;;;;;
6160;1 werkzame persoon;259 Overige metaalproductenindustrie;Inkoopwaarde omzet;2009;;;;;;
6161;1 werkzame persoon;259 Overige metaalproductenindustrie;Inkoopwaarde omzet;2010;;;;;;
6162;1 werkzame persoon;259 Overige metaalproductenindustrie;Personele kosten;2008;;;;;;
6163;1 werkzame persoon;259 Overige metaalproductenindustrie;Personele kosten;2009;;;;;;
6164;1 werkzame persoon;259 Overige metaalproductenindustrie;Personele kosten;2010;;;;;;
6165;1 werkzame persoon;259 Overige metaalproductenindustrie;Overige bedrijfslasten;2008;;;;;;
6166;1 werkzame persoon;259 Overige metaalproductenindustrie;Overige bedrijfslasten;2009;;;;;;
6167;1 werkzame persoon;259 Overige metaalproductenindustrie;Overige bedrijfslasten;2010;;;;;;
6168;1 werkzame persoon;259 Overige metaalproductenindustrie;Bedrijfsresultaat;2008;;;;;;
6169;1 werkzame persoon;259 Overige metaalproductenindustrie;Bedrijfsresultaat;2009;;;;;;
6170;1 werkzame persoon;259 Overige metaalproductenindustrie;Bedrijfsresultaat;2010;;;;;;
6171;1 werkzame persoon;259 Overige metaalproductenindustrie;Afschrijvingen;2008;;;;;;
6172;1 werkzame persoon;259 Overige metaalproductenindustrie;Afschrijvingen;2009;;;;;;
6173;1 werkzame persoon;259 Overige metaalproductenindustrie;Afschrijvingen;2010;;;;;;
6174;1 werkzame persoon;2591 Stalen vatenindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6175;1 werkzame persoon;2591 Stalen vatenindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
6176;1 werkzame persoon;2591 Stalen vatenindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6177;1 werkzame persoon;2591 Stalen vatenindustrie;Totale bedrijfslasten;2008;;;;;;
6178;1 werkzame persoon;2591 Stalen vatenindustrie;Totale bedrijfslasten;2009;;;;;;
6179;1 werkzame persoon;2591 Stalen vatenindustrie;Totale bedrijfslasten;2010;;;;;;
6180;1 werkzame persoon;2591 Stalen vatenindustrie;Inkoopwaarde omzet;2008;;;;;;
6181;1 werkzame persoon;2591 Stalen vatenindustrie;Inkoopwaarde omzet;2009;;;;;;
6182;1 werkzame persoon;2591 Stalen vatenindustrie;Inkoopwaarde omzet;2010;;;;;;
6183;1 werkzame persoon;2591 Stalen vatenindustrie;Personele kosten;2008;;;;;;
6184;1 werkzame persoon;2591 Stalen vatenindustrie;Personele kosten;2009;;;;;;
6185;1 werkzame persoon;2591 Stalen vatenindustrie;Personele kosten;2010;;;;;;
6186;1 werkzame persoon;2591 Stalen vatenindustrie;Overige bedrijfslasten;2008;;;;;;
6187;1 werkzame persoon;2591 Stalen vatenindustrie;Overige bedrijfslasten;2009;;;;;;
6188;1 werkzame persoon;2591 Stalen vatenindustrie;Overige bedrijfslasten;2010;;;;;;
6189;1 werkzame persoon;2591 Stalen vatenindustrie;Bedrijfsresultaat;2008;;;;;;
6190;1 werkzame persoon;2591 Stalen vatenindustrie;Bedrijfsresultaat;2009;;;;;;
6191;1 werkzame persoon;2591 Stalen vatenindustrie;Bedrijfsresultaat;2010;;;;;;
6192;1 werkzame persoon;2591 Stalen vatenindustrie;Afschrijvingen;2008;;;;;;
6193;1 werkzame persoon;2591 Stalen vatenindustrie;Afschrijvingen;2009;;;;;;
6194;1 werkzame persoon;2591 Stalen vatenindustrie;Afschrijvingen;2010;;;;;;
6195;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Totale bedrijfsopbrengsten;2008;;;;;;
6196;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Totale bedrijfsopbrengsten;2009;;;;;;
6197;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Totale bedrijfsopbrengsten;2010;;;;;;
6198;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Totale bedrijfslasten;2008;;;;;;
6199;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Totale bedrijfslasten;2009;;;;;;
6200;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Totale bedrijfslasten;2010;;;;;;
6201;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Inkoopwaarde omzet;2008;;;;;;
6202;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Inkoopwaarde omzet;2009;;;;;;
6203;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Inkoopwaarde omzet;2010;;;;;;
6204;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Personele kosten;2008;;;;;;
6205;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Personele kosten;2009;;;;;;
6206;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Personele kosten;2010;;;;;;
6207;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Overige bedrijfslasten;2008;;;;;;
6208;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Overige bedrijfslasten;2009;;;;;;
6209;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Overige bedrijfslasten;2010;;;;;;
6210;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Bedrijfsresultaat;2008;;;;;;
6211;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Bedrijfsresultaat;2009;;;;;;
6212;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Bedrijfsresultaat;2010;;;;;;
6213;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Afschrijvingen;2008;;;;;;
6214;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Afschrijvingen;2009;;;;;;
6215;1 werkzame persoon;2592 Lichtmetalen emballage-industrie;Afschrijvingen;2010;;;;;;
6216;1 werkzame persoon;2593 Draadproducten- en kettingindustrie;Totale bedrijfsopbrengsten;2008;;;;;;
6217;1 werkzame persoon;2593 Draadproducten- en kettingindustrie;Totale bedrijfsopbrengsten;2009;;;;;;
6218;1 werkzame persoon;2593 Draadproducten- en kettingindustrie;Totale bedrijfsopbrengsten;2010;;;;;;
6219;1 werkzame persoon;2593 Draadproducten- en kettingindustrie;Totale bedrijfslasten;2008;;;;;;
6220;1 werkzame persoon;2593 Draadproducten- en kettingindustrie;Totale bedrijfslasten;2009;;;;;;
6221;1 werkzame persoon;2593 Draadproducten- en kettingindustrie;Totale bedrijfslasten;2010;;;;;;
6222;1 werkzame persoon;2593 Draadproducten- en kettingindustrie;Inkoopwaarde omzet;2008;;;;;;
6223;1 werkzame persoon;2593 Draadproducten- en kettingindustrie;Inkoopwaarde omzet;2009;;;;;;
