ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;FinancieleBedrijfsgegevens;Perioden;BenedengrensWaarde_1;GemiddeldeWaarde_2;BovengrensWaarde_3;BenedengrensWaarde_4;GemiddeldeWaarde_5;BovengrensWaarde_6
8725;1 werkzame persoon;3317 Reparatie van overig transport;Personele kosten;2009;;;;;;
8726;1 werkzame persoon;3317 Reparatie van overig transport;Personele kosten;2010;;;;;;
8727;1 werkzame persoon;3317 Reparatie van overig transport;Overige bedrijfslasten;2008;;;;;;
8728;1 werkzame persoon;3317 Reparatie van overig transport;Overige bedrijfslasten;2009;;;;;;
8729;1 werkzame persoon;3317 Reparatie van overig transport;Overige bedrijfslasten;2010;;;;;;
8730;1 werkzame persoon;3317 Reparatie van overig transport;Bedrijfsresultaat;2008;;;;;;
8731;1 werkzame persoon;3317 Reparatie van overig transport;Bedrijfsresultaat;2009;;;;;;
8732;1 werkzame persoon;3317 Reparatie van overig transport;Bedrijfsresultaat;2010;;;;;;
8733;1 werkzame persoon;3317 Reparatie van overig transport;Afschrijvingen;2008;;;;;;
8734;1 werkzame persoon;3317 Reparatie van overig transport;Afschrijvingen;2009;;;;;;
8735;1 werkzame persoon;3317 Reparatie van overig transport;Afschrijvingen;2010;;;;;;
8736;1 werkzame persoon;3319 Reparatie van overige apparatuur;Totale bedrijfsopbrengsten;2008;;;;;;
8737;1 werkzame persoon;3319 Reparatie van overige apparatuur;Totale bedrijfsopbrengsten;2009;;;;;;
8738;1 werkzame persoon;3319 Reparatie van overige apparatuur;Totale bedrijfsopbrengsten;2010;;;;;;
8739;1 werkzame persoon;3319 Reparatie van overige apparatuur;Totale bedrijfslasten;2008;;;;;;
8740;1 werkzame persoon;3319 Reparatie van overige apparatuur;Totale bedrijfslasten;2009;;;;;;
8741;1 werkzame persoon;3319 Reparatie van overige apparatuur;Totale bedrijfslasten;2010;;;;;;
8742;1 werkzame persoon;3319 Reparatie van overige apparatuur;Inkoopwaarde omzet;2008;;;;;;
8743;1 werkzame persoon;3319 Reparatie van overige apparatuur;Inkoopwaarde omzet;2009;;;;;;
8744;1 werkzame persoon;3319 Reparatie van overige apparatuur;Inkoopwaarde omzet;2010;;;;;;
8745;1 werkzame persoon;3319 Reparatie van overige apparatuur;Personele kosten;2008;;;;;;
8746;1 werkzame persoon;3319 Reparatie van overige apparatuur;Personele kosten;2009;;;;;;
8747;1 werkzame persoon;3319 Reparatie van overige apparatuur;Personele kosten;2010;;;;;;
8748;1 werkzame persoon;3319 Reparatie van overige apparatuur;Overige bedrijfslasten;2008;;;;;;
8749;1 werkzame persoon;3319 Reparatie van overige apparatuur;Overige bedrijfslasten;2009;;;;;;
8750;1 werkzame persoon;3319 Reparatie van overige apparatuur;Overige bedrijfslasten;2010;;;;;;
8751;1 werkzame persoon;3319 Reparatie van overige apparatuur;Bedrijfsresultaat;2008;;;;;;
8752;1 werkzame persoon;3319 Reparatie van overige apparatuur;Bedrijfsresultaat;2009;;;;;;
8753;1 werkzame persoon;3319 Reparatie van overige apparatuur;Bedrijfsresultaat;2010;;;;;;
8754;1 werkzame persoon;3319 Reparatie van overige apparatuur;Afschrijvingen;2008;;;;;;
8755;1 werkzame persoon;3319 Reparatie van overige apparatuur;Afschrijvingen;2009;;;;;;
8756;1 werkzame persoon;3319 Reparatie van overige apparatuur;Afschrijvingen;2010;;;;;;
8757;1 werkzame persoon;332 Installatie van industriële machines;Totale bedrijfsopbrengsten;2008;;;;;;
8758;1 werkzame persoon;332 Installatie van industriële machines;Totale bedrijfsopbrengsten;2009;;;;;;
8759;1 werkzame persoon;332 Installatie van industriële machines;Totale bedrijfsopbrengsten;2010;;;;;;
8760;1 werkzame persoon;332 Installatie van industriële machines;Totale bedrijfslasten;2008;;;;;;
8761;1 werkzame persoon;332 Installatie van industriële machines;Totale bedrijfslasten;2009;;;;;;
8762;1 werkzame persoon;332 Installatie van industriële machines;Totale bedrijfslasten;2010;;;;;;
8763;1 werkzame persoon;332 Installatie van industriële machines;Inkoopwaarde omzet;2008;;;;;;
8764;1 werkzame persoon;332 Installatie van industriële machines;Inkoopwaarde omzet;2009;;;;;;
8765;1 werkzame persoon;332 Installatie van industriële machines;Inkoopwaarde omzet;2010;;;;;;
8766;1 werkzame persoon;332 Installatie van industriële machines;Personele kosten;2008;;;;;;
8767;1 werkzame persoon;332 Installatie van industriële machines;Personele kosten;2009;;;;;;
8768;1 werkzame persoon;332 Installatie van industriële machines;Personele kosten;2010;;;;;;
8769;1 werkzame persoon;332 Installatie van industriële machines;Overige bedrijfslasten;2008;;;;;;
8770;1 werkzame persoon;332 Installatie van industriële machines;Overige bedrijfslasten;2009;;;;;;
8771;1 werkzame persoon;332 Installatie van industriële machines;Overige bedrijfslasten;2010;;;;;;
8772;1 werkzame persoon;332 Installatie van industriële machines;Bedrijfsresultaat;2008;;;;;;
8773;1 werkzame persoon;332 Installatie van industriële machines;Bedrijfsresultaat;2009;;;;;;
8774;1 werkzame persoon;332 Installatie van industriële machines;Bedrijfsresultaat;2010;;;;;;
8775;1 werkzame persoon;332 Installatie van industriële machines;Afschrijvingen;2008;;;;;;
8776;1 werkzame persoon;332 Installatie van industriële machines;Afschrijvingen;2009;;;;;;
8777;1 werkzame persoon;332 Installatie van industriële machines;Afschrijvingen;2010;;;;;;
8778;1 werkzame persoon;3321 Installatie van ketels en tanks;Totale bedrijfsopbrengsten;2008;;;;;;
8779;1 werkzame persoon;3321 Installatie van ketels en tanks;Totale bedrijfsopbrengsten;2009;;;;;;
8780;1 werkzame persoon;3321 Installatie van ketels en tanks;Totale bedrijfsopbrengsten;2010;;;;;;
8781;1 werkzame persoon;3321 Installatie van ketels en tanks;Totale bedrijfslasten;2008;;;;;;
8782;1 werkzame persoon;3321 Installatie van ketels en tanks;Totale bedrijfslasten;2009;;;;;;
8783;1 werkzame persoon;3321 Installatie van ketels en tanks;Totale bedrijfslasten;2010;;;;;;
8784;1 werkzame persoon;3321 Installatie van ketels en tanks;Inkoopwaarde omzet;2008;;;;;;
8785;1 werkzame persoon;3321 Installatie van ketels en tanks;Inkoopwaarde omzet;2009;;;;;;
8786;1 werkzame persoon;3321 Installatie van ketels en tanks;Inkoopwaarde omzet;2010;;;;;;
8787;1 werkzame persoon;3321 Installatie van ketels en tanks;Personele kosten;2008;;;;;;
8788;1 werkzame persoon;3321 Installatie van ketels en tanks;Personele kosten;2009;;;;;;
8789;1 werkzame persoon;3321 Installatie van ketels en tanks;Personele kosten;2010;;;;;;
8790;1 werkzame persoon;3321 Installatie van ketels en tanks;Overige bedrijfslasten;2008;;;;;;
8791;1 werkzame persoon;3321 Installatie van ketels en tanks;Overige bedrijfslasten;2009;;;;;;
8792;1 werkzame persoon;3321 Installatie van ketels en tanks;Overige bedrijfslasten;2010;;;;;;
8793;1 werkzame persoon;3321 Installatie van ketels en tanks;Bedrijfsresultaat;2008;;;;;;
8794;1 werkzame persoon;3321 Installatie van ketels en tanks;Bedrijfsresultaat;2009;;;;;;
8795;1 werkzame persoon;3321 Installatie van ketels en tanks;Bedrijfsresultaat;2010;;;;;;
8796;1 werkzame persoon;3321 Installatie van ketels en tanks;Afschrijvingen;2008;;;;;;
8797;1 werkzame persoon;3321 Installatie van ketels en tanks;Afschrijvingen;2009;;;;;;
8798;1 werkzame persoon;3321 Installatie van ketels en tanks;Afschrijvingen;2010;;;;;;
8799;1 werkzame persoon;3322 Installatie van industriemachines;Totale bedrijfsopbrengsten;2008;;;;;;
8800;1 werkzame persoon;3322 Installatie van industriemachines;Totale bedrijfsopbrengsten;2009;;;;;;
8801;1 werkzame persoon;3322 Installatie van industriemachines;Totale bedrijfsopbrengsten;2010;;;;;;
8802;1 werkzame persoon;3322 Installatie van industriemachines;Totale bedrijfslasten;2008;;;;;;
8803;1 werkzame persoon;3322 Installatie van industriemachines;Totale bedrijfslasten;2009;;;;;;
8804;1 werkzame persoon;3322 Installatie van industriemachines;Totale bedrijfslasten;2010;;;;;;
8805;1 werkzame persoon;3322 Installatie van industriemachines;Inkoopwaarde omzet;2008;;;;;;
8806;1 werkzame persoon;3322 Installatie van industriemachines;Inkoopwaarde omzet;2009;;;;;;
8807;1 werkzame persoon;3322 Installatie van industriemachines;Inkoopwaarde omzet;2010;;;;;;
8808;1 werkzame persoon;3322 Installatie van industriemachines;Personele kosten;2008;;;;;;
8809;1 werkzame persoon;3322 Installatie van industriemachines;Personele kosten;2009;;;;;;
8810;1 werkzame persoon;3322 Installatie van industriemachines;Personele kosten;2010;;;;;;
8811;1 werkzame persoon;3322 Installatie van industriemachines;Overige bedrijfslasten;2008;;;;;;
8812;1 werkzame persoon;3322 Installatie van industriemachines;Overige bedrijfslasten;2009;;;;;;
8813;1 werkzame persoon;3322 Installatie van industriemachines;Overige bedrijfslasten;2010;;;;;;
8814;1 werkzame persoon;3322 Installatie van industriemachines;Bedrijfsresultaat;2008;;;;;;
8815;1 werkzame persoon;3322 Installatie van industriemachines;Bedrijfsresultaat;2009;;;;;;
8816;1 werkzame persoon;3322 Installatie van industriemachines;Bedrijfsresultaat;2010;;;;;;
8817;1 werkzame persoon;3322 Installatie van industriemachines;Afschrijvingen;2008;;;;;;
8818;1 werkzame persoon;3322 Installatie van industriemachines;Afschrijvingen;2009;;;;;;
8819;1 werkzame persoon;3322 Installatie van industriemachines;Afschrijvingen;2010;;;;;;
8820;1 werkzame persoon;3323 Installatie van elektronica;Totale bedrijfsopbrengsten;2008;;;;;;
8821;1 werkzame persoon;3323 Installatie van elektronica;Totale bedrijfsopbrengsten;2009;;;;;;
8822;1 werkzame persoon;3323 Installatie van elektronica;Totale bedrijfsopbrengsten;2010;;;;;;
8823;1 werkzame persoon;3323 Installatie van elektronica;Totale bedrijfslasten;2008;;;;;;
8824;1 werkzame persoon;3323 Installatie van elektronica;Totale bedrijfslasten;2009;;;;;;
8825;1 werkzame persoon;3323 Installatie van elektronica;Totale bedrijfslasten;2010;;;;;;
8826;1 werkzame persoon;3323 Installatie van elektronica;Inkoopwaarde omzet;2008;;;;;;
8827;1 werkzame persoon;3323 Installatie van elektronica;Inkoopwaarde omzet;2009;;;;;;
8828;1 werkzame persoon;3323 Installatie van elektronica;Inkoopwaarde omzet;2010;;;;;;
8829;1 werkzame persoon;3323 Installatie van elektronica;Personele kosten;2008;;;;;;
8830;1 werkzame persoon;3323 Installatie van elektronica;Personele kosten;2009;;;;;;
8831;1 werkzame persoon;3323 Installatie van elektronica;Personele kosten;2010;;;;;;
8832;1 werkzame persoon;3323 Installatie van elektronica;Overige bedrijfslasten;2008;;;;;;
8833;1 werkzame persoon;3323 Installatie van elektronica;Overige bedrijfslasten;2009;;;;;;
8834;1 werkzame persoon;3323 Installatie van elektronica;Overige bedrijfslasten;2010;;;;;;
8835;1 werkzame persoon;3323 Installatie van elektronica;Bedrijfsresultaat;2008;;;;;;
8836;1 werkzame persoon;3323 Installatie van elektronica;Bedrijfsresultaat;2009;;;;;;
8837;1 werkzame persoon;3323 Installatie van elektronica;Bedrijfsresultaat;2010;;;;;;
8838;1 werkzame persoon;3323 Installatie van elektronica;Afschrijvingen;2008;;;;;;
8839;1 werkzame persoon;3323 Installatie van elektronica;Afschrijvingen;2009;;;;;;
8840;1 werkzame persoon;3323 Installatie van elektronica;Afschrijvingen;2010;;;;;;
8841;1 werkzame persoon;3324 Installatie elektrische apparatuur;Totale bedrijfsopbrengsten;2008;;;;;;
8842;1 werkzame persoon;3324 Installatie elektrische apparatuur;Totale bedrijfsopbrengsten;2009;;;;;;
8843;1 werkzame persoon;3324 Installatie elektrische apparatuur;Totale bedrijfsopbrengsten;2010;;;;;;
8844;1 werkzame persoon;3324 Installatie elektrische apparatuur;Totale bedrijfslasten;2008;;;;;;
8845;1 werkzame persoon;3324 Installatie elektrische apparatuur;Totale bedrijfslasten;2009;;;;;;
8846;1 werkzame persoon;3324 Installatie elektrische apparatuur;Totale bedrijfslasten;2010;;;;;;
8847;1 werkzame persoon;3324 Installatie elektrische apparatuur;Inkoopwaarde omzet;2008;;;;;;
8848;1 werkzame persoon;3324 Installatie elektrische apparatuur;Inkoopwaarde omzet;2009;;;;;;
8849;1 werkzame persoon;3324 Installatie elektrische apparatuur;Inkoopwaarde omzet;2010;;;;;;
8850;1 werkzame persoon;3324 Installatie elektrische apparatuur;Personele kosten;2008;;;;;;
8851;1 werkzame persoon;3324 Installatie elektrische apparatuur;Personele kosten;2009;;;;;;
8852;1 werkzame persoon;3324 Installatie elektrische apparatuur;Personele kosten;2010;;;;;;
8853;1 werkzame persoon;3324 Installatie elektrische apparatuur;Overige bedrijfslasten;2008;;;;;;
8854;1 werkzame persoon;3324 Installatie elektrische apparatuur;Overige bedrijfslasten;2009;;;;;;
8855;1 werkzame persoon;3324 Installatie elektrische apparatuur;Overige bedrijfslasten;2010;;;;;;
8856;1 werkzame persoon;3324 Installatie elektrische apparatuur;Bedrijfsresultaat;2008;;;;;;
8857;1 werkzame persoon;3324 Installatie elektrische apparatuur;Bedrijfsresultaat;2009;;;;;;
8858;1 werkzame persoon;3324 Installatie elektrische apparatuur;Bedrijfsresultaat;2010;;;;;;
8859;1 werkzame persoon;3324 Installatie elektrische apparatuur;Afschrijvingen;2008;;;;;;
8860;1 werkzame persoon;3324 Installatie elektrische apparatuur;Afschrijvingen;2009;;;;;;
8861;1 werkzame persoon;3324 Installatie elektrische apparatuur;Afschrijvingen;2010;;;;;;
8862;1 werkzame persoon;3329 Installatie van overige toebehoren;Totale bedrijfsopbrengsten;2008;;;;;;
8863;1 werkzame persoon;3329 Installatie van overige toebehoren;Totale bedrijfsopbrengsten;2009;;;;;;
8864;1 werkzame persoon;3329 Installatie van overige toebehoren;Totale bedrijfsopbrengsten;2010;;;;;;
8865;1 werkzame persoon;3329 Installatie van overige toebehoren;Totale bedrijfslasten;2008;;;;;;
8866;1 werkzame persoon;3329 Installatie van overige toebehoren;Totale bedrijfslasten;2009;;;;;;
8867;1 werkzame persoon;3329 Installatie van overige toebehoren;Totale bedrijfslasten;2010;;;;;;
8868;1 werkzame persoon;3329 Installatie van overige toebehoren;Inkoopwaarde omzet;2008;;;;;;
8869;1 werkzame persoon;3329 Installatie van overige toebehoren;Inkoopwaarde omzet;2009;;;;;;
8870;1 werkzame persoon;3329 Installatie van overige toebehoren;Inkoopwaarde omzet;2010;;;;;;
8871;1 werkzame persoon;3329 Installatie van overige toebehoren;Personele kosten;2008;;;;;;
8872;1 werkzame persoon;3329 Installatie van overige toebehoren;Personele kosten;2009;;;;;;
8873;1 werkzame persoon;3329 Installatie van overige toebehoren;Personele kosten;2010;;;;;;
8874;1 werkzame persoon;3329 Installatie van overige toebehoren;Overige bedrijfslasten;2008;;;;;;
8875;1 werkzame persoon;3329 Installatie van overige toebehoren;Overige bedrijfslasten;2009;;;;;;
8876;1 werkzame persoon;3329 Installatie van overige toebehoren;Overige bedrijfslasten;2010;;;;;;
8877;1 werkzame persoon;3329 Installatie van overige toebehoren;Bedrijfsresultaat;2008;;;;;;
8878;1 werkzame persoon;3329 Installatie van overige toebehoren;Bedrijfsresultaat;2009;;;;;;
8879;1 werkzame persoon;3329 Installatie van overige toebehoren;Bedrijfsresultaat;2010;;;;;;
8880;1 werkzame persoon;3329 Installatie van overige toebehoren;Afschrijvingen;2008;;;;;;
8881;1 werkzame persoon;3329 Installatie van overige toebehoren;Afschrijvingen;2009;;;;;;
8882;1 werkzame persoon;3329 Installatie van overige toebehoren;Afschrijvingen;2010;;;;;;
8883;1 werkzame persoon;35 Energiebedrijven;Totale bedrijfsopbrengsten;2008;55.0;;560.0;100.0;100.0;100.0
8884;1 werkzame persoon;35 Energiebedrijven;Totale bedrijfsopbrengsten;2009;55.0;418.0;850.0;100.0;100.0;100.0
8885;1 werkzame persoon;35 Energiebedrijven;Totale bedrijfsopbrengsten;2010;51.0;;650.0;100.0;100.0;100.0
8886;1 werkzame persoon;35 Energiebedrijven;Totale bedrijfslasten;2008;36.0;;487.0;50.0;77.0;100.0
8887;1 werkzame persoon;35 Energiebedrijven;Totale bedrijfslasten;2009;28.0;314.0;533.0;37.0;71.0;118.0
8888;1 werkzame persoon;35 Energiebedrijven;Totale bedrijfslasten;2010;26.0;;420.0;32.0;76.0;106.0
8889;1 werkzame persoon;35 Energiebedrijven;Inkoopwaarde omzet;2008;0.0;;219.0;0.0;;50.0
8890;1 werkzame persoon;35 Energiebedrijven;Inkoopwaarde omzet;2009;0.0;120.0;133.0;0.0;15.0;53.0
8891;1 werkzame persoon;35 Energiebedrijven;Inkoopwaarde omzet;2010;0.0;;98.0;0.0;;37.0
8892;1 werkzame persoon;35 Energiebedrijven;Personele kosten;2008;0.0;32.0;55.0;0.0;;25.0
8893;1 werkzame persoon;35 Energiebedrijven;Personele kosten;2009;0.0;29.0;53.0;0.0;19.0;42.0
8894;1 werkzame persoon;35 Energiebedrijven;Personele kosten;2010;0.0;22.0;57.0;0.0;;19.0
8895;1 werkzame persoon;35 Energiebedrijven;Overige bedrijfslasten;2008;5.0;;107.0;6.0;24.0;31.0
8896;1 werkzame persoon;35 Energiebedrijven;Overige bedrijfslasten;2009;4.0;83.0;132.0;4.0;23.0;37.0
8897;1 werkzame persoon;35 Energiebedrijven;Overige bedrijfslasten;2010;4.0;;81.0;6.0;27.0;46.0
8898;1 werkzame persoon;35 Energiebedrijven;Bedrijfsresultaat;2008;-130.0;;109.0;0.0;23.0;50.0
8899;1 werkzame persoon;35 Energiebedrijven;Bedrijfsresultaat;2009;-18.0;104.0;353.0;-18.0;29.0;63.0
8900;1 werkzame persoon;35 Energiebedrijven;Bedrijfsresultaat;2010;-18.0;;81.0;-6.0;24.0;68.0
8901;1 werkzame persoon;35 Energiebedrijven;Afschrijvingen;2008;0.0;;184.0;0.0;;47.0
8902;1 werkzame persoon;35 Energiebedrijven;Afschrijvingen;2009;0.0;82.0;279.0;0.0;14.0;37.0
8903;1 werkzame persoon;35 Energiebedrijven;Afschrijvingen;2010;0.0;;118.0;0.0;25.0;62.0
8904;1 werkzame persoon;351 Energiebedrijven;Totale bedrijfsopbrengsten;2008;55.0;;560.0;100.0;100.0;100.0
8905;1 werkzame persoon;351 Energiebedrijven;Totale bedrijfsopbrengsten;2009;55.0;418.0;850.0;100.0;100.0;100.0
8906;1 werkzame persoon;351 Energiebedrijven;Totale bedrijfsopbrengsten;2010;51.0;;650.0;100.0;100.0;100.0
8907;1 werkzame persoon;351 Energiebedrijven;Totale bedrijfslasten;2008;36.0;;487.0;50.0;77.0;100.0
8908;1 werkzame persoon;351 Energiebedrijven;Totale bedrijfslasten;2009;28.0;314.0;533.0;37.0;71.0;118.0
8909;1 werkzame persoon;351 Energiebedrijven;Totale bedrijfslasten;2010;26.0;;420.0;32.0;76.0;106.0
8910;1 werkzame persoon;351 Energiebedrijven;Inkoopwaarde omzet;2008;0.0;;219.0;0.0;;50.0
8911;1 werkzame persoon;351 Energiebedrijven;Inkoopwaarde omzet;2009;0.0;120.0;133.0;0.0;15.0;53.0
8912;1 werkzame persoon;351 Energiebedrijven;Inkoopwaarde omzet;2010;0.0;;98.0;0.0;;37.0
8913;1 werkzame persoon;351 Energiebedrijven;Personele kosten;2008;0.0;32.0;55.0;0.0;;25.0
8914;1 werkzame persoon;351 Energiebedrijven;Personele kosten;2009;0.0;29.0;53.0;0.0;19.0;42.0
8915;1 werkzame persoon;351 Energiebedrijven;Personele kosten;2010;0.0;22.0;57.0;0.0;;19.0
8916;1 werkzame persoon;351 Energiebedrijven;Overige bedrijfslasten;2008;5.0;;107.0;6.0;24.0;31.0
8917;1 werkzame persoon;351 Energiebedrijven;Overige bedrijfslasten;2009;4.0;83.0;132.0;4.0;23.0;37.0
8918;1 werkzame persoon;351 Energiebedrijven;Overige bedrijfslasten;2010;4.0;;81.0;6.0;27.0;46.0
8919;1 werkzame persoon;351 Energiebedrijven;Bedrijfsresultaat;2008;-130.0;;109.0;0.0;23.0;50.0
8920;1 werkzame persoon;351 Energiebedrijven;Bedrijfsresultaat;2009;-18.0;104.0;353.0;-18.0;29.0;63.0
8921;1 werkzame persoon;351 Energiebedrijven;Bedrijfsresultaat;2010;-18.0;;81.0;-6.0;24.0;68.0
8922;1 werkzame persoon;351 Energiebedrijven;Afschrijvingen;2008;0.0;;184.0;0.0;;47.0
8923;1 werkzame persoon;351 Energiebedrijven;Afschrijvingen;2009;0.0;82.0;279.0;0.0;14.0;37.0
8924;1 werkzame persoon;351 Energiebedrijven;Afschrijvingen;2010;0.0;;118.0;0.0;25.0;62.0
8925;1 werkzame persoon;3511 Productie van elektriciteit;Totale bedrijfsopbrengsten;2008;80.0;;560.0;100.0;100.0;100.0
8926;1 werkzame persoon;3511 Productie van elektriciteit;Totale bedrijfsopbrengsten;2009;60.0;329.0;827.0;100.0;100.0;100.0
8927;1 werkzame persoon;3511 Productie van elektriciteit;Totale bedrijfsopbrengsten;2010;42.0;;410.0;100.0;100.0;100.0
8928;1 werkzame persoon;3511 Productie van elektriciteit;Totale bedrijfslasten;2008;39.0;;372.0;44.0;71.0;90.0
8929;1 werkzame persoon;3511 Productie van elektriciteit;Totale bedrijfslasten;2009;37.0;206.0;490.0;31.0;66.0;110.0
8930;1 werkzame persoon;3511 Productie van elektriciteit;Totale bedrijfslasten;2010;17.0;;276.0;28.0;73.0;102.0
8931;1 werkzame persoon;3511 Productie van elektriciteit;Inkoopwaarde omzet;2008;0.0;;219.0;0.0;;52.0
8932;1 werkzame persoon;3511 Productie van elektriciteit;Inkoopwaarde omzet;2009;0.0;38.0;8.0;0.0;12.0;41.0
8933;1 werkzame persoon;3511 Productie van elektriciteit;Inkoopwaarde omzet;2010;0.0;;9.0;0.0;;18.0
8934;1 werkzame persoon;3511 Productie van elektriciteit;Personele kosten;2008;0.0;27.0;44.0;0.0;;24.0
8935;1 werkzame persoon;3511 Productie van elektriciteit;Personele kosten;2009;0.0;27.0;48.0;0.0;16.0;37.0
8936;1 werkzame persoon;3511 Productie van elektriciteit;Personele kosten;2010;0.0;;38.0;0.0;;4.0
8937;1 werkzame persoon;3511 Productie van elektriciteit;Overige bedrijfslasten;2008;4.0;;107.0;6.0;;26.0
8938;1 werkzame persoon;3511 Productie van elektriciteit;Overige bedrijfslasten;2009;4.0;56.0;103.0;4.0;23.0;35.0
8939;1 werkzame persoon;3511 Productie van elektriciteit;Overige bedrijfslasten;2010;4.0;42.0;64.0;6.0;28.0;53.0
8940;1 werkzame persoon;3511 Productie van elektriciteit;Bedrijfsresultaat;2008;11.0;;100.0;10.0;29.0;56.0
8941;1 werkzame persoon;3511 Productie van elektriciteit;Bedrijfsresultaat;2009;-6.0;123.0;366.0;-10.0;34.0;69.0
8942;1 werkzame persoon;3511 Productie van elektriciteit;Bedrijfsresultaat;2010;-18.0;;73.0;-2.0;27.0;72.0
8943;1 werkzame persoon;3511 Productie van elektriciteit;Afschrijvingen;2008;0.0;;82.0;0.0;;38.0
8944;1 werkzame persoon;3511 Productie van elektriciteit;Afschrijvingen;2009;0.0;85.0;279.0;0.0;16.0;41.0
8945;1 werkzame persoon;3511 Productie van elektriciteit;Afschrijvingen;2010;0.0;;122.0;0.0;26.0;63.0
8946;1 werkzame persoon;3512 Beheer van transportnetten;Totale bedrijfsopbrengsten;2008;;;;;;
8947;1 werkzame persoon;3512 Beheer van transportnetten;Totale bedrijfsopbrengsten;2009;;;;;;
8948;1 werkzame persoon;3512 Beheer van transportnetten;Totale bedrijfsopbrengsten;2010;;;;;;
8949;1 werkzame persoon;3512 Beheer van transportnetten;Totale bedrijfslasten;2008;;;;;;
8950;1 werkzame persoon;3512 Beheer van transportnetten;Totale bedrijfslasten;2009;;;;;;
8951;1 werkzame persoon;3512 Beheer van transportnetten;Totale bedrijfslasten;2010;;;;;;
8952;1 werkzame persoon;3512 Beheer van transportnetten;Inkoopwaarde omzet;2008;;;;;;
8953;1 werkzame persoon;3512 Beheer van transportnetten;Inkoopwaarde omzet;2009;;;;;;
8954;1 werkzame persoon;3512 Beheer van transportnetten;Inkoopwaarde omzet;2010;;;;;;
8955;1 werkzame persoon;3512 Beheer van transportnetten;Personele kosten;2008;;;;;;
8956;1 werkzame persoon;3512 Beheer van transportnetten;Personele kosten;2009;;;;;;
8957;1 werkzame persoon;3512 Beheer van transportnetten;Personele kosten;2010;;;;;;
8958;1 werkzame persoon;3512 Beheer van transportnetten;Overige bedrijfslasten;2008;;;;;;
8959;1 werkzame persoon;3512 Beheer van transportnetten;Overige bedrijfslasten;2009;;;;;;
8960;1 werkzame persoon;3512 Beheer van transportnetten;Overige bedrijfslasten;2010;;;;;;
8961;1 werkzame persoon;3512 Beheer van transportnetten;Bedrijfsresultaat;2008;;;;;;
8962;1 werkzame persoon;3512 Beheer van transportnetten;Bedrijfsresultaat;2009;;;;;;
8963;1 werkzame persoon;3512 Beheer van transportnetten;Bedrijfsresultaat;2010;;;;;;
8964;1 werkzame persoon;3512 Beheer van transportnetten;Afschrijvingen;2008;;;;;;
8965;1 werkzame persoon;3512 Beheer van transportnetten;Afschrijvingen;2009;;;;;;
8966;1 werkzame persoon;3512 Beheer van transportnetten;Afschrijvingen;2010;;;;;;
8967;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Totale bedrijfsopbrengsten;2008;;;;;;
8968;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Totale bedrijfsopbrengsten;2009;;;;;;
8969;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Totale bedrijfsopbrengsten;2010;;;;;;
8970;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Totale bedrijfslasten;2008;;;;;;
8971;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Totale bedrijfslasten;2009;;;;;;
8972;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Totale bedrijfslasten;2010;;;;;;
8973;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Inkoopwaarde omzet;2008;;;;;;
8974;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Inkoopwaarde omzet;2009;;;;;;
8975;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Inkoopwaarde omzet;2010;;;;;;
8976;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Personele kosten;2008;;;;;;
8977;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Personele kosten;2009;;;;;;
8978;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Personele kosten;2010;;;;;;
8979;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Overige bedrijfslasten;2008;;;;;;
8980;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Overige bedrijfslasten;2009;;;;;;
8981;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Overige bedrijfslasten;2010;;;;;;
8982;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Bedrijfsresultaat;2008;;;;;;
8983;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Bedrijfsresultaat;2009;;;;;;
8984;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Bedrijfsresultaat;2010;;;;;;
8985;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Afschrijvingen;2008;;;;;;
8986;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Afschrijvingen;2009;;;;;;
8987;1 werkzame persoon;3513 Elektriciteit- en gasdistributie;Afschrijvingen;2010;;;;;;
8988;1 werkzame persoon;3514 Handel in elektriciteit en gas;Totale bedrijfsopbrengsten;2008;1.0;;520.0;100.0;100.0;100.0
8989;1 werkzame persoon;3514 Handel in elektriciteit en gas;Totale bedrijfsopbrengsten;2009;35.0;760.0;425.0;100.0;100.0;100.0
8990;1 werkzame persoon;3514 Handel in elektriciteit en gas;Totale bedrijfsopbrengsten;2010;96.0;;1655.0;100.0;100.0;100.0
