ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
954;De Heining;Amsterdam                               ;Buurt     ;BU03631104;1;;
955;Teleport;Amsterdam                               ;Buurt     ;BU03631105;1;142.0;315.0
956;Bretten Oost;Amsterdam                               ;Buurt     ;BU03631107;1;;
957;Bretten West;Amsterdam                               ;Buurt     ;BU03631109;1;;
958;Houthavens;Amsterdam                               ;Wijk      ;WK036312  ;1;352.0;1111.0
959;Houthavens West;Amsterdam                               ;Buurt     ;BU03631200;1;349.0;1102.0
960;Houthavens Oost;Amsterdam                               ;Buurt     ;BU03631201;1;3.0;9.0
961;Spaarndammer- en Zeeheldenbuurt;Amsterdam                               ;Wijk      ;WK036313  ;1;32.0;205.0
962;Zeeheldenbuurt;Amsterdam                               ;Buurt     ;BU03631300;1;16.0;34.0
963;Spaarndammerbuurt Noordoost;Amsterdam                               ;Buurt     ;BU03631301;1;8.0;105.0
964;Spaarndammerbuurt Zuidoost;Amsterdam                               ;Buurt     ;BU03631302;1;;
965;Spaarndammerbuurt Zuidwest;Amsterdam                               ;Buurt     ;BU03631303;1;;
966;Spaarndammerbuurt Midden;Amsterdam                               ;Buurt     ;BU03631304;1;;
967;Spaarndammerbuurt Noordwest;Amsterdam                               ;Buurt     ;BU03631305;1;;
968;Westergasfabriek;Amsterdam                               ;Buurt     ;BU03631306;1;;
969;Overbraker Binnenpolder;Amsterdam                               ;Buurt     ;BU03631307;1;;
970;Staatsliedenbuurt;Amsterdam                               ;Wijk      ;WK036314  ;1;33.0;138.0
971;De Wittenbuurt Noord;Amsterdam                               ;Buurt     ;BU03631400;1;5.0;7.0
972;De Wittenbuurt Zuid;Amsterdam                               ;Buurt     ;BU03631401;1;2.0;70.0
973;Staatsliedenbuurt Noordoost;Amsterdam                               ;Buurt     ;BU03631402;1;;
974;Fannius Scholtenbuurt;Amsterdam                               ;Buurt     ;BU03631403;1;5.0;6.0
975;Westerstaatsman;Amsterdam                               ;Buurt     ;BU03631404;1;13.0;32.0
976;Buyskade e.o.;Amsterdam                               ;Buurt     ;BU03631405;1;8.0;23.0
977;Centrale Markt;Amsterdam                               ;Wijk      ;WK036315  ;1;33.0;95.0
978;Ecowijk;Amsterdam                               ;Buurt     ;BU03631500;1;22.0;66.0
979;Markthallen;Amsterdam                               ;Buurt     ;BU03631501;1;;
980;Bedrijvencentrum Westerkwartier;Amsterdam                               ;Buurt     ;BU03631502;1;6.0;12.0
981;Marcanti;Amsterdam                               ;Buurt     ;BU03631503;1;5.0;17.0
982;Frederik Hendrikbuurt;Amsterdam                               ;Wijk      ;WK036316  ;1;25.0;71.0
983;Frederik Hendrikbuurt Noord;Amsterdam                               ;Buurt     ;BU03631600;1;;
984;Frederik Hendrikbuurt Zuidoost;Amsterdam                               ;Buurt     ;BU03631601;1;10.0;24.0
985;Frederik Hendrikbuurt Zuidwest;Amsterdam                               ;Buurt     ;BU03631602;1;;
986;Da Costabuurt;Amsterdam                               ;Wijk      ;WK036317  ;1;8.0;28.0
987;Da Costabuurt Noord;Amsterdam                               ;Buurt     ;BU03631700;1;8.0;28.0
988;Kinkerbuurt;Amsterdam                               ;Wijk      ;WK036318  ;1;43.0;81.0
989;Bellamybuurt Noord;Amsterdam                               ;Buurt     ;BU03631800;1;20.0;36.0
990;Bellamybuurt Zuid;Amsterdam                               ;Buurt     ;BU03631801;1;23.0;45.0
991;Van Lennepbuurt;Amsterdam                               ;Wijk      ;WK036319  ;1;20.0;48.0
992;Da Costabuurt Zuid;Amsterdam                               ;Buurt     ;BU03631900;1;9.0;18.0
993;Borgerbuurt;Amsterdam                               ;Buurt     ;BU03631901;1;4.0;20.0
994;Lootsbuurt;Amsterdam                               ;Buurt     ;BU03631902;1;7.0;11.0
995;Helmersbuurt;Amsterdam                               ;Wijk      ;WK036320  ;1;37.0;107.0
996;Helmersbuurt Oost;Amsterdam                               ;Buurt     ;BU03632000;1;15.0;26.0
997;WG-terrein;Amsterdam                               ;Buurt     ;BU03632001;1;16.0;74.0
998;Cremerbuurt Oost;Amsterdam                               ;Buurt     ;BU03632002;1;6.0;7.0
999;Overtoomse Sluis;Amsterdam                               ;Wijk      ;WK036321  ;1;24.0;86.0
1000;Cremerbuurt West;Amsterdam                               ;Buurt     ;BU03632100;1;16.0;70.0
1001;Vondelparkbuurt West;Amsterdam                               ;Buurt     ;BU03632101;1;8.0;15.0
1002;Vondelbuurt;Amsterdam                               ;Wijk      ;WK036322  ;1;7.0;45.0
1003;Vondelparkbuurt Oost;Amsterdam                               ;Buurt     ;BU03632200;1;;
1004;Vondelparkbuurt Midden;Amsterdam                               ;Buurt     ;BU03632201;1;;
1005;Zuidas;Amsterdam                               ;Wijk      ;WK036323  ;1;5.0;175.0
1006;Zuidas Noord;Amsterdam                               ;Buurt     ;BU03632300;1;;
1007;RAI;Amsterdam                               ;Buurt     ;BU03632301;1;;
1008;VU-kwartier;Amsterdam                               ;Buurt     ;BU03632302;1;;
1009;Zuidas Zuid;Amsterdam                               ;Buurt     ;BU03632303;1;;
1010;Vivaldi;Amsterdam                               ;Buurt     ;BU03632304;1;;
1011;Oude Pijp;Amsterdam                               ;Wijk      ;WK036324  ;1;66.0;137.0
1012;Hemonybuurt;Amsterdam                               ;Buurt     ;BU03632400;1;8.0;12.0
1013;Gerard Doubuurt;Amsterdam                               ;Buurt     ;BU03632401;1;9.0;27.0
1014;Frans Halsbuurt;Amsterdam                               ;Buurt     ;BU03632402;1;18.0;35.0
1015;Hercules Seghersbuurt;Amsterdam                               ;Buurt     ;BU03632403;1;8.0;14.0
1016;Sarphatiparkbuurt;Amsterdam                               ;Buurt     ;BU03632404;1;23.0;48.0
1017;Nieuwe Pijp;Amsterdam                               ;Wijk      ;WK036325  ;1;28.0;106.0
1018;Willibrordusbuurt;Amsterdam                               ;Buurt     ;BU03632500;1;;
1019;Van der Helstpleinbuurt;Amsterdam                               ;Buurt     ;BU03632501;1;11.0;26.0
1020;Lizzy Ansinghbuurt;Amsterdam                               ;Buurt     ;BU03632502;1;;
1021;Cornelis Troostbuurt;Amsterdam                               ;Buurt     ;BU03632503;1;7.0;12.0
1022;Zuid Pijp;Amsterdam                               ;Wijk      ;WK036326  ;1;28.0;56.0
1023;Diamantbuurt;Amsterdam                               ;Buurt     ;BU03632600;1;14.0;30.0
1024;Burgemeester Tellegenbuurt Oost;Amsterdam                               ;Buurt     ;BU03632601;1;10.0;18.0
1025;Burgemeester Tellegenbuurt West;Amsterdam                               ;Buurt     ;BU03632602;1;4.0;8.0
1026;Weesperzijde;Amsterdam                               ;Wijk      ;WK036327  ;1;161.0;402.0
1027;Swammerdambuurt;Amsterdam                               ;Buurt     ;BU03632700;1;15.0;42.0
1028;Weesperzijde Midden/Zuid;Amsterdam                               ;Buurt     ;BU03632701;1;28.0;89.0
1029;Parooldriehoek;Amsterdam                               ;Buurt     ;BU03632702;1;118.0;270.0
1030;Oosterparkbuurt;Amsterdam                               ;Wijk      ;WK036328  ;1;84.0;191.0
1031;Oosterparkbuurt Noordwest;Amsterdam                               ;Buurt     ;BU03632800;1;6.0;51.0
1032;Oosterpark;Amsterdam                               ;Buurt     ;BU03632801;1;;
1033;Oosterparkbuurt Zuidoost;Amsterdam                               ;Buurt     ;BU03632802;1;72.0;129.0
1034;Oosterparkbuurt Zuidwest;Amsterdam                               ;Buurt     ;BU03632803;1;6.0;11.0
1035;Dapperbuurt;Amsterdam                               ;Wijk      ;WK036329  ;1;72.0;264.0
1036;Dapperbuurt Noord;Amsterdam                               ;Buurt     ;BU03632900;1;5.0;46.0
1037;Dapperbuurt Zuid;Amsterdam                               ;Buurt     ;BU03632901;1;18.0;34.0
1038;Oostpoort;Amsterdam                               ;Buurt     ;BU03632902;1;49.0;184.0
1039;Transvaalbuurt;Amsterdam                               ;Wijk      ;WK036330  ;1;23.0;102.0
1040;Transvaalbuurt West;Amsterdam                               ;Buurt     ;BU03633000;1;;
1041;Transvaalbuurt Oost;Amsterdam                               ;Buurt     ;BU03633001;1;;
1042;Indische Buurt West;Amsterdam                               ;Wijk      ;WK036331  ;1;36.0;149.0
1043;Noordwestkwadrant Indische buurt Noord;Amsterdam                               ;Buurt     ;BU03633100;1;19.0;63.0
1044;Noordwestkwadrant Indische buurt Zuid;Amsterdam                               ;Buurt     ;BU03633101;1;11.0;72.0
1045;Zuidwestkwadrant Indische buurt;Amsterdam                               ;Buurt     ;BU03633102;1;6.0;13.0
1046;Indische Buurt Oost;Amsterdam                               ;Wijk      ;WK036332  ;1;49.0;185.0
1047;Noordoostkwadrant Indische buurt;Amsterdam                               ;Buurt     ;BU03633200;1;;
1048;Zuidoostkwadrant Indische buurt;Amsterdam                               ;Buurt     ;BU03633201;1;7.0;9.0
1049;Zeeburgerdijk Oost;Amsterdam                               ;Buurt     ;BU03633202;1;20.0;80.0
1050;Flevopark;Amsterdam                               ;Buurt     ;BU03633203;1;;
1051;Oostelijk Havengebied;Amsterdam                               ;Wijk      ;WK036333  ;1;200.0;1039.0
1052;Oostelijke Handelskade;Amsterdam                               ;Buurt     ;BU03633300;1;;
1053;Rietlanden;Amsterdam                               ;Buurt     ;BU03633301;1;8.0;103.0
1054;Java-eiland;Amsterdam                               ;Buurt     ;BU03633302;1;37.0;140.0
1055;KNSM-eiland;Amsterdam                               ;Buurt     ;BU03633303;1;12.0;69.0
1056;Sporenburg;Amsterdam                               ;Buurt     ;BU03633304;1;80.0;242.0
1057;Borneo;Amsterdam                               ;Buurt     ;BU03633305;1;47.0;149.0
1058;Entrepot-Noordwest;Amsterdam                               ;Buurt     ;BU03633306;1;4.0;24.0
1059;Architectenbuurt;Amsterdam                               ;Buurt     ;BU03633307;1;;
1060;Bedrijvengebied Veelaan;Amsterdam                               ;Buurt     ;BU03633308;1;;
1061;Bedrijvengebied Cruquiusweg;Amsterdam                               ;Buurt     ;BU03633309;1;;
1062;Bedrijvengebied Zeeburgerkade;Amsterdam                               ;Buurt     ;BU03633310;1;6.0;19.0
1063;Zeeburgereiland/Nieuwe Diep;Amsterdam                               ;Wijk      ;WK036334  ;1;349.0;592.0
1064;Zeeburgereiland Noordwest;Amsterdam                               ;Buurt     ;BU03633400;1;;
1065;Zeeburgereiland Zuidoost;Amsterdam                               ;Buurt     ;BU03633402;1;;
1066;Zeeburgereiland Zuidwest;Amsterdam                               ;Buurt     ;BU03633403;1;;
1067;Nieuwe Diep/Diemerpark;Amsterdam                               ;Buurt     ;BU03633404;1;;
1068;RI Oost terrein;Amsterdam                               ;Buurt     ;BU03633405;1;349.0;592.0
1069;Zeeburgereiland Noordoost;Amsterdam                               ;Buurt     ;BU03633406;1;;
1070;IJburg West;Amsterdam                               ;Wijk      ;WK036335  ;1;411.0;1104.0
1071;Steigereiland Noord;Amsterdam                               ;Buurt     ;BU03633500;1;49.0;74.0
1072;Steigereiland Zuid;Amsterdam                               ;Buurt     ;BU03633501;1;98.0;226.0
1073;Haveneiland Zuidwest/Rieteiland West;Amsterdam                               ;Buurt     ;BU03633502;1;98.0;326.0
1074;Haveneiland Noordwest;Amsterdam                               ;Buurt     ;BU03633504;1;26.0;127.0
1075;Haveneiland Noordoost;Amsterdam                               ;Buurt     ;BU03633505;1;140.0;352.0
1076;Sloterdijk;Amsterdam                               ;Wijk      ;WK036336  ;1;;
1077;Woon- en Groengebied Sloterdijk;Amsterdam                               ;Buurt     ;BU03633600;1;;
1078;Bedrijventerrein Sloterdijk I;Amsterdam                               ;Buurt     ;BU03633601;1;;
1079;Landlust;Amsterdam                               ;Wijk      ;WK036337  ;1;82.0;290.0
1080;Bedrijventerrein Landlust;Amsterdam                               ;Buurt     ;BU03633700;1;;
1081;Bosleeuw;Amsterdam                               ;Buurt     ;BU03633702;1;45.0;66.0
1082;Landlust Zuid;Amsterdam                               ;Buurt     ;BU03633703;1;;
1083;Erasmusparkbuurt Oost;Amsterdam                               ;Buurt     ;BU03633704;1;8.0;13.0
1084;Gibraltarbuurt;Amsterdam                               ;Buurt     ;BU03633705;1;;
1085;Landlust Noord;Amsterdam                               ;Buurt     ;BU03633706;1;12.0;73.0
1086;Erasmuspark;Amsterdam                               ;Wijk      ;WK036338  ;1;18.0;29.0
1087;Erasmusparkbuurt West;Amsterdam                               ;Buurt     ;BU03633802;1;15.0;25.0
1088;Robert Scottbuurt Oost;Amsterdam                               ;Buurt     ;BU03633803;1;3.0;4.0
1089;De Kolenkit;Amsterdam                               ;Wijk      ;WK036339  ;1;234.0;424.0
1090;Robert Scottbuurt West;Amsterdam                               ;Buurt     ;BU03633900;1;11.0;36.0
1091;Laan van Spartaan;Amsterdam                               ;Buurt     ;BU03633901;1;21.0;45.0
1092;Kolenkitbuurt Zuid;Amsterdam                               ;Buurt     ;BU03633902;1;67.0;176.0
1093;Kolenkitbuurt Noord;Amsterdam                               ;Buurt     ;BU03633903;1;135.0;167.0
1094;Geuzenbuurt;Amsterdam                               ;Wijk      ;WK036340  ;1;26.0;47.0
1095;Geuzenhofbuurt;Amsterdam                               ;Buurt     ;BU03634000;1;4.0;9.0
1096;Trompbuurt;Amsterdam                               ;Buurt     ;BU03634001;1;9.0;16.0
1097;Pieter van der Doesbuurt;Amsterdam                               ;Buurt     ;BU03634002;1;13.0;22.0
1098;Van Galenbuurt;Amsterdam                               ;Wijk      ;WK036341  ;1;6.0;11.0
1099;John Franklinbuurt;Amsterdam                               ;Buurt     ;BU03634100;1;;
1100;Jan Maijenbuurt;Amsterdam                               ;Buurt     ;BU03634101;1;;
1101;Orteliusbuurt Noord;Amsterdam                               ;Buurt     ;BU03634102;1;;
1102;Mercatorpark;Amsterdam                               ;Buurt     ;BU03634103;1;;
1103;Hoofdweg e.o.;Amsterdam                               ;Wijk      ;WK036342  ;1;16.0;21.0
1104;Balboaplein e.o.;Amsterdam                               ;Buurt     ;BU03634200;1;4.0;6.0
1105;Columbusplein e.o.;Amsterdam                               ;Buurt     ;BU03634201;1;6.0;8.0
1106;Orteliusbuurt Midden;Amsterdam                               ;Buurt     ;BU03634202;1;3.0;4.0
1107;Orteliusbuurt Zuid;Amsterdam                               ;Buurt     ;BU03634203;1;3.0;3.0
1108;Westindische Buurt;Amsterdam                               ;Wijk      ;WK036343  ;1;15.0;53.0
1109;Paramariboplein e.o.;Amsterdam                               ;Buurt     ;BU03634300;1;10.0;46.0
1110;Postjeskade e.o.;Amsterdam                               ;Buurt     ;BU03634301;1;5.0;7.0
1111;Hoofddorppleinbuurt;Amsterdam                               ;Wijk      ;WK036344  ;1;98.0;222.0
1112;Surinamepleinbuurt;Amsterdam                               ;Buurt     ;BU03634400;1;30.0;94.0
1113;Westlandgrachtbuurt;Amsterdam                               ;Buurt     ;BU03634401;1;29.0;41.0
1114;Aalsmeerwegbuurt West;Amsterdam                               ;Buurt     ;BU03634402;1;9.0;15.0
1115;Aalsmeerwegbuurt Oost;Amsterdam                               ;Buurt     ;BU03634403;1;13.0;23.0
1116;Legmeerpleinbuurt;Amsterdam                               ;Buurt     ;BU03634404;1;12.0;30.0
1117;Bedrijventerrein Schinkel;Amsterdam                               ;Buurt     ;BU03634405;1;5.0;20.0
1118;Schinkelbuurt;Amsterdam                               ;Wijk      ;WK036345  ;1;9.0;14.0
1119;Schinkelbuurt Noord;Amsterdam                               ;Buurt     ;BU03634500;1;;
1120;Schinkelbuurt Zuid;Amsterdam                               ;Buurt     ;BU03634501;1;;
1121;Willemspark;Amsterdam                               ;Wijk      ;WK036346  ;1;39.0;103.0
1122;Valeriusbuurt Oost;Amsterdam                               ;Buurt     ;BU03634600;1;11.0;21.0
1123;Valeriusbuurt West;Amsterdam                               ;Buurt     ;BU03634601;1;13.0;38.0
1124;Willemsparkbuurt Noord;Amsterdam                               ;Buurt     ;BU03634602;1;15.0;44.0
1125;Vondelpark West;Amsterdam                               ;Buurt     ;BU03634603;1;;
1126;Museumkwartier;Amsterdam                               ;Wijk      ;WK036347  ;1;347.0;650.0
1127;Johannnes Vermeerbuurt;Amsterdam                               ;Buurt     ;BU03634700;1;11.0;28.0
1128;P.C. Hooftbuurt;Amsterdam                               ;Buurt     ;BU03634701;1;5.0;8.0
1129;Concertgebouwbuurt;Amsterdam                               ;Buurt     ;BU03634702;1;19.0;43.0
1130;Cornelis Schuytbuurt;Amsterdam                               ;Buurt     ;BU03634703;1;21.0;65.0
1131;Banpleinbuurt;Amsterdam                               ;Buurt     ;BU03634704;1;15.0;78.0
1132;Hondecoeterbuurt;Amsterdam                               ;Buurt     ;BU03634705;1;115.0;115.0
1133;Harmoniehofbuurt;Amsterdam                               ;Buurt     ;BU03634706;1;159.0;309.0
1134;Museumplein;Amsterdam                               ;Buurt     ;BU03634707;1;;
1135;Vondelpark Oost;Amsterdam                               ;Buurt     ;BU03634708;1;;
1136;Duivelseiland;Amsterdam                               ;Buurt     ;BU03634709;1;2.0;5.0
1137;Stadionbuurt;Amsterdam                               ;Wijk      ;WK036348  ;1;127.0;168.0
1138;Bertelmanpleinbuurt;Amsterdam                               ;Buurt     ;BU03634800;1;;
1139;Marathonbuurt Oost;Amsterdam                               ;Buurt     ;BU03634801;1;;
1140;Marathonbuurt West;Amsterdam                               ;Buurt     ;BU03634802;1;16.0;26.0
1141;Olympisch Stadion e.o.;Amsterdam                               ;Buurt     ;BU03634803;1;75.0;50.0
1142;IJsbaanpad e.o.;Amsterdam                               ;Buurt     ;BU03634804;1;28.0;67.0
1143;Van Tuyllbuurt;Amsterdam                               ;Buurt     ;BU03634805;1;;
1144;Apollobuurt;Amsterdam                               ;Wijk      ;WK036349  ;1;51.0;148.0
1145;Diepenbrockbuurt;Amsterdam                               ;Buurt     ;BU03634900;1;8.0;32.0
1146;Beethovenbuurt;Amsterdam                               ;Buurt     ;BU03634901;1;18.0;56.0
1147;Hiltonbuurt;Amsterdam                               ;Buurt     ;BU03634902;1;;
1148;Minervabuurt Noord;Amsterdam                               ;Buurt     ;BU03634903;1;8.0;22.0
1149;Minervabuurt Midden;Amsterdam                               ;Buurt     ;BU03634904;1;8.0;15.0
1150;Minervabuurt Zuid;Amsterdam                               ;Buurt     ;BU03634905;1;9.0;24.0
1151;IJburg Oost;Amsterdam                               ;Wijk      ;WK036350  ;1;;
1152;Strandeiland;Amsterdam                               ;Buurt     ;BU03635000;1;;
1153;Middeneiland Zuidoost;Amsterdam                               ;Buurt     ;BU03635001;1;;
1154;Middeneiland Zuidwest;Amsterdam                               ;Buurt     ;BU03635003;1;;
1155;Buiteneiland;Amsterdam                               ;Buurt     ;BU03635005;1;;
1156;Centrumeiland;Amsterdam                               ;Buurt     ;BU03635006;1;;
1157;IJburg Zuid;Amsterdam                               ;Wijk      ;WK036351  ;1;184.0;629.0
1158;Rieteiland Oost;Amsterdam                               ;Buurt     ;BU03635100;1;40.0;141.0
1159;Haveneiland Oost;Amsterdam                               ;Buurt     ;BU03635101;1;144.0;488.0
1160;Haveneiland Noord;Amsterdam                               ;Buurt     ;BU03635102;1;;
1161;Scheldebuurt;Amsterdam                               ;Wijk      ;WK036352  ;1;74.0;270.0
1162;Wielingenbuurt;Amsterdam                               ;Buurt     ;BU03635200;1;17.0;42.0
1163;Scheldebuurt West;Amsterdam                               ;Buurt     ;BU03635201;1;;
1164;Scheldebuurt Midden;Amsterdam                               ;Buurt     ;BU03635202;1;;
1165;Scheldebuurt Oost;Amsterdam                               ;Buurt     ;BU03635203;1;2.0;2.0
1166;Veluwebuurt;Amsterdam                               ;Buurt     ;BU03635206;1;29.0;82.0
1167;Kop Zuidas;Amsterdam                               ;Buurt     ;BU03635207;1;;
1168;IJselbuurt;Amsterdam                               ;Wijk      ;WK036353  ;1;37.0;34.0
1169;IJselbuurt West;Amsterdam                               ;Buurt     ;BU03635300;1;26.0;12.0
1170;IJselbuurt Oost;Amsterdam                               ;Buurt     ;BU03635301;1;11.0;22.0
1171;Rijnbuurt;Amsterdam                               ;Wijk      ;WK036354  ;1;51.0;92.0
1172;Kromme Mijdrechtbuurt;Amsterdam                               ;Buurt     ;BU03635400;1;5.0;8.0
1173;Rijnbuurt Oost;Amsterdam                               ;Buurt     ;BU03635401;1;16.0;26.0
1174;Rijnbuurt Midden;Amsterdam                               ;Buurt     ;BU03635402;1;9.0;21.0
1175;Rijnbuurt West;Amsterdam                               ;Buurt     ;BU03635403;1;18.0;29.0
1176;Zorgvlied;Amsterdam                               ;Buurt     ;BU03635404;1;3.0;8.0
1177;Frankendael;Amsterdam                               ;Wijk      ;WK036355  ;1;247.0;649.0
1178;De Eenhoorn;Amsterdam                               ;Buurt     ;BU03635501;1;;
1179;Julianapark;Amsterdam                               ;Buurt     ;BU03635502;1;15.0;60.0
1180;Don Bosco;Amsterdam                               ;Buurt     ;BU03635503;1;45.0;88.0
1181;Frankendael;Amsterdam                               ;Buurt     ;BU03635504;1;;
1182;Tuindorp Amstelstation;Amsterdam                               ;Buurt     ;BU03635505;1;;
1183;De Wetbuurt;Amsterdam                               ;Buurt     ;BU03635506;1;47.0;97.0
1184;Tuindorp Frankendael;Amsterdam                               ;Buurt     ;BU03635507;1;48.0;91.0
1185;Van der Kunbuurt;Amsterdam                               ;Buurt     ;BU03635508;1;;
1186;Middenmeer;Amsterdam                               ;Wijk      ;WK036356  ;1;168.0;477.0
1187;Linnaeusparkbuurt;Amsterdam                               ;Buurt     ;BU03635600;1;35.0;86.0
1188;Middenmeer Noord;Amsterdam                               ;Buurt     ;BU03635601;1;59.0;142.0
1189;Middenmeer Zuid;Amsterdam                               ;Buurt     ;BU03635602;1;43.0;90.0
1190;Sportpark Middenmeer Zuid;Amsterdam                               ;Buurt     ;BU03635603;1;;
1191;Sportpark Middenmeer Noord;Amsterdam                               ;Buurt     ;BU03635604;1;;
1192;Park de Meer;Amsterdam                               ;Buurt     ;BU03635605;1;;
1193;Sportpark Voorland;Amsterdam                               ;Buurt     ;BU03635606;1;;
1194;Science Park Noord;Amsterdam                               ;Buurt     ;BU03635607;1;2.0;6.0
1195;Science Park Zuid;Amsterdam                               ;Buurt     ;BU03635608;1;;
1196;Betondorp;Amsterdam                               ;Wijk      ;WK036357  ;1;17.0;61.0
1197;Betondorp;Amsterdam                               ;Buurt     ;BU03635700;1;;
1198;Nieuwe Oosterbegraafplaats;Amsterdam                               ;Buurt     ;BU03635701;1;;
1199;Drieburg;Amsterdam                               ;Buurt     ;BU03635702;1;;
1200;Omval/Overamstel;Amsterdam                               ;Wijk      ;WK036358  ;1;242.0;618.0
1201;Weespertrekvaart;Amsterdam                               ;Buurt     ;BU03635801;1;75.0;129.0
1202;Amstelglorie;Amsterdam                               ;Buurt     ;BU03635804;1;;
1203;Overamstel;Amsterdam                               ;Buurt     ;BU03635805;1;;
1204;Amstelkwartier Noord;Amsterdam                               ;Buurt     ;BU03635806;1;160.0;470.0
1205;De Omval;Amsterdam                               ;Buurt     ;BU03635807;1;;
1206;Amstelkwartier Zuid;Amsterdam                               ;Buurt     ;BU03635808;1;;
1207;Amstelkwartier West;Amsterdam                               ;Buurt     ;BU03635809;1;;
1208;Prinses Irenebuurt e.o.;Amsterdam                               ;Wijk      ;WK036359  ;1;39.0;111.0
1209;Prinses Irenebuurt;Amsterdam                               ;Buurt     ;BU03635900;1;39.0;111.0
1210;Beatrixpark;Amsterdam                               ;Buurt     ;BU03635901;1;;
1211;Volewijck;Amsterdam                               ;Wijk      ;WK036360  ;1;34.0;71.0
1212;Van der Pekbuurt;Amsterdam                               ;Buurt     ;BU03636000;1;;
1213;Bloemenbuurt Zuid;Amsterdam                               ;Buurt     ;BU03636001;1;;
1214;Bloemenbuurt Noord;Amsterdam                               ;Buurt     ;BU03636002;1;19.0;40.0
1215;IJplein/Vogelbuurt;Amsterdam                               ;Wijk      ;WK036361  ;1;22.0;169.0
1216;IJplein e.o.;Amsterdam                               ;Buurt     ;BU03636100;1;9.0;143.0
1217;Vogelbuurt Zuid;Amsterdam                               ;Buurt     ;BU03636101;1;6.0;13.0
1218;Vogelbuurt Noord;Amsterdam                               ;Buurt     ;BU03636102;1;2.0;2.0
1219;Vliegenbos;Amsterdam                               ;Buurt     ;BU03636103;1;5.0;11.0
1220;Tuindorp Nieuwendam;Amsterdam                               ;Wijk      ;WK036362  ;1;42.0;87.0
1221;Tuindorp Nieuwendam West;Amsterdam                               ;Buurt     ;BU03636200;1;25.0;60.0
1222;Tuindorp Nieuwendam Oost;Amsterdam                               ;Buurt     ;BU03636201;1;17.0;27.0
1223;Tuindorp Buiksloot;Amsterdam                               ;Wijk      ;WK036363  ;1;10.0;25.0
1224;Blauwe Zand;Amsterdam                               ;Buurt     ;BU03636300;1;10.0;25.0
1225;Nieuwendammerdijk/Buiksloterdijk;Amsterdam                               ;Wijk      ;WK036364  ;1;72.0;144.0
1226;Buiksloterdijk West;Amsterdam                               ;Buurt     ;BU03636400;1;;
1227;Buiksloterdijk Oost;Amsterdam                               ;Buurt     ;BU03636401;1;9.0;13.0
1228;Nieuwendammmerdijk West;Amsterdam                               ;Buurt     ;BU03636402;1;50.0;99.0
1229;Nieuwendammerdijk Oost;Amsterdam                               ;Buurt     ;BU03636403;1;;
1230;Nieuwendammerdijk Zuid;Amsterdam                               ;Buurt     ;BU03636404;1;;
1231;Tuindorp Oostzaan;Amsterdam                               ;Wijk      ;WK036365  ;1;201.0;533.0
1232;Tuindorp Oostzaan West;Amsterdam                               ;Buurt     ;BU03636500;1;20.0;64.0
1233;Tuindorp Oostzaan Oost;Amsterdam                               ;Buurt     ;BU03636501;1;66.0;141.0
1234;Terrasdorp;Amsterdam                               ;Buurt     ;BU03636502;1;37.0;131.0
1235;De Bongerd;Amsterdam                               ;Buurt     ;BU03636503;1;78.0;198.0
1236;Oostzanerwerf;Amsterdam                               ;Wijk      ;WK036366  ;1;265.0;863.0
1237;Oostzanerdijk;Amsterdam                               ;Buurt     ;BU03636601;1;10.0;31.0
1238;Walvisbuurt;Amsterdam                               ;Buurt     ;BU03636602;1;29.0;70.0
1239;Twiske West;Amsterdam                               ;Buurt     ;BU03636603;1;193.0;395.0
1240;Noorder IJplas;Amsterdam                               ;Buurt     ;BU03636604;1;7.0;28.0
1241;Molenwijk;Amsterdam                               ;Buurt     ;BU03636605;1;16.0;311.0
1242;Circus/Kermisbuurt;Amsterdam                               ;Buurt     ;BU03636606;1;10.0;29.0
1243;Kadoelen;Amsterdam                               ;Wijk      ;WK036367  ;1;159.0;369.0
1244;Kadoelen;Amsterdam                               ;Buurt     ;BU03636700;1;144.0;332.0
1245;Twiske Oost;Amsterdam                               ;Buurt     ;BU03636701;1;15.0;37.0
1246;Waterlandpleinbuurt;Amsterdam                               ;Wijk      ;WK036368  ;1;158.0;298.0
1247;Baanakkerspark Noord;Amsterdam                               ;Buurt     ;BU03636800;1;;
1248;Baanakkerspark Zuid;Amsterdam                               ;Buurt     ;BU03636801;1;;
1249;Werengouw Midden;Amsterdam                               ;Buurt     ;BU03636802;1;10.0;26.0
1250;Markengouw Midden;Amsterdam                               ;Buurt     ;BU03636803;1;101.0;126.0
1251;Markengouw Zuid;Amsterdam                               ;Buurt     ;BU03636804;1;;
1252;Werengouw Zuid;Amsterdam                               ;Buurt     ;BU03636805;1;25.0;82.0
1253;Buikslotermeer;Amsterdam                               ;Wijk      ;WK036369  ;1;55.0;240.0
1254;Rode Kruisbuurt;Amsterdam                               ;Buurt     ;BU03636900;1;;
1255;Loenermark;Amsterdam                               ;Buurt     ;BU03636902;1;21.0;51.0
1256;Buikslotermeerplein;Amsterdam                               ;Buurt     ;BU03636909;1;;
1257;Plan van Gool;Amsterdam                               ;Buurt     ;BU03636910;1;6.0;54.0
1258;De Kleine Wereld;Amsterdam                               ;Buurt     ;BU03636911;1;;
