ID;Voertuigsoort;BedrijfstakkenSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;AantalVoertuigenInGebruik_1
4137;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: Euro 4;2009;90
4138;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: Euro 4;2010;50
4139;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: Euro 4;2011;90
4140;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: Euro 5;2009;90
4141;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: Euro 5;2010;80
4142;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: Euro 5;2011;100
4143;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: EEV;2009;0
4144;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: EEV;2010;10
4145;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: EEV;2011;70
4146;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: onbekend;2009;0
4147;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: onbekend;2010;0
4148;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Milieuklasse: onbekend;2011;10
4149;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 0 tot 7000 kg;2009;380
4150;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 0 tot 7000 kg;2010;340
4151;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 0 tot 7000 kg;2011;380
4152;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 7000 tot 12000 kg;2009;270
4153;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 7000 tot 12000 kg;2010;210
4154;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 7000 tot 12000 kg;2011;300
4155;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 12000 tot 18000 kg;2009;170
4156;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 12000 tot 18000 kg;2010;160
4157;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 12000 tot 18000 kg;2011;150
4158;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2009;50
4159;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2010;40
4160;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2011;80
4161;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 40000 kg of meer;2009;0
4162;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 40000 kg of meer;2010;0
4163;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: 40000 kg of meer;2011;0
4164;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: onbekend;2009;0
4165;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: onbekend;2010;10
4166;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Laadvermogen: onbekend;2011;0
4167;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: tot 10000 kg;2009;180
4168;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: tot 10000 kg;2010;180
4169;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: tot 10000 kg;2011;200
4170;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2009;440
4171;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2010;340
4172;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2011;430
4173;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: 20000 kg of meer;2009;240
4174;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: 20000 kg of meer;2010;230
4175;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: 20000 kg of meer;2011;270
4176;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: onbekend;2009;0
4177;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: onbekend;2010;0
4178;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Gewicht volle wagen: onbekend;2011;0
4179;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 0 tot 210 cm;2009;30
4180;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 0 tot 210 cm;2010;10
4181;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 0 tot 210 cm;2011;20
4182;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 210 tot 240 cm;2009;120
4183;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 210 tot 240 cm;2010;120
4184;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 210 tot 240 cm;2011;140
4185;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 240 tot 250 cm;2009;70
4186;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 240 tot 250 cm;2010;70
4187;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 240 tot 250 cm;2011;80
4188;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 250 tot 255 cm;2009;280
4189;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 250 tot 255 cm;2010;240
4190;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 250 tot 255 cm;2011;330
4191;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 255 tot 260 cm;2009;260
4192;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 255 tot 260 cm;2010;230
4193;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 255 tot 260 cm;2011;240
4194;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 260 cm of meer;2009;40
4195;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 260 cm of meer;2010;30
4196;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: 260 cm of meer;2011;50
4197;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: onbekend;2009;70
4198;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: onbekend;2010;60
4199;Vrachtauto (excl. trekker voor oplegger);K Financiële dienstverlening;Breedte: onbekend;2011;50
4200;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Totaal;2009;310
4201;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Totaal;2010;310
4202;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Totaal;2011;340
4203;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: jonger dan 1 jaar;2009;10
4204;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: jonger dan 1 jaar;2010;10
4205;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: jonger dan 1 jaar;2011;10
4206;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 1 of 2 jaar;2009;10
4207;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 1 of 2 jaar;2010;20
4208;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 1 of 2 jaar;2011;20
4209;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 3 of 4 jaar;2009;20
4210;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 3 of 4 jaar;2010;20
4211;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 3 of 4 jaar;2011;20
4212;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 5 of 6 jaar;2009;20
4213;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 5 of 6 jaar;2010;30
4214;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 5 of 6 jaar;2011;30
4215;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 7 of 8 jaar;2009;40
4216;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 7 of 8 jaar;2010;30
4217;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 7 of 8 jaar;2011;30
4218;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 9 tot 12 jaar;2009;40
4219;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 9 tot 12 jaar;2010;50
4220;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 9 tot 12 jaar;2011;50
4221;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 12 tot 15 jaar;2009;40
4222;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 12 tot 15 jaar;2010;40
4223;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 12 tot 15 jaar;2011;50
4224;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 15 tot 20 jaar;2009;50
4225;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 15 tot 20 jaar;2010;40
4226;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 15 tot 20 jaar;2011;40
4227;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 20 jaar of ouder;2009;80
4228;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 20 jaar of ouder;2010;90
4229;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Leeftijd: 20 jaar of ouder;2011;90
4230;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 0;2009;110
4231;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 0;2010;110
4232;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 0;2011;100
4233;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 1;2009;30
4234;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 1;2010;30
4235;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 1;2011;20
4236;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 2;2009;70
4237;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 2;2010;70
4238;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 2;2011;80
4239;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 3;2009;70
4240;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 3;2010;80
4241;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 3;2011;90
4242;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 4;2009;10
4243;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 4;2010;10
4244;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 4;2011;20
4245;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 5;2009;10
4246;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 5;2010;20
4247;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: Euro 5;2011;40
4248;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: EEV;2009;0
4249;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: EEV;2010;0
4250;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: EEV;2011;10
4251;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: onbekend;2009;0
4252;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: onbekend;2010;0
4253;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Milieuklasse: onbekend;2011;0
4254;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 0 tot 7000 kg;2009;160
4255;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 0 tot 7000 kg;2010;170
4256;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 0 tot 7000 kg;2011;190
4257;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 7000 tot 12000 kg;2009;80
4258;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 7000 tot 12000 kg;2010;70
4259;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 7000 tot 12000 kg;2011;90
4260;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 12000 tot 18000 kg;2009;50
4261;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 12000 tot 18000 kg;2010;60
4262;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 12000 tot 18000 kg;2011;50
4263;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 18000 kg tot 40000 kg;2009;10
4264;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 18000 kg tot 40000 kg;2010;10
4265;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 18000 kg tot 40000 kg;2011;20
4266;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 40000 kg of meer;2009;0
4267;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 40000 kg of meer;2010;0
4268;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: 40000 kg of meer;2011;0
4269;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: onbekend;2009;0
4270;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: onbekend;2010;0
4271;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Laadvermogen: onbekend;2011;0
4272;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: tot 10000 kg;2009;90
4273;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: tot 10000 kg;2010;100
4274;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: tot 10000 kg;2011;90
4275;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: 10000 tot 20000 kg;2009;140
4276;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: 10000 tot 20000 kg;2010;140
4277;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: 10000 tot 20000 kg;2011;180
4278;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: 20000 kg of meer;2009;70
4279;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: 20000 kg of meer;2010;80
4280;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: 20000 kg of meer;2011;70
4281;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: onbekend;2009;0
4282;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: onbekend;2010;0
4283;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Gewicht volle wagen: onbekend;2011;0
4284;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 0 tot 210 cm;2009;10
4285;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 0 tot 210 cm;2010;10
4286;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 0 tot 210 cm;2011;10
4287;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 210 tot 240 cm;2009;70
4288;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 210 tot 240 cm;2010;70
4289;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 210 tot 240 cm;2011;50
4290;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 240 tot 250 cm;2009;30
4291;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 240 tot 250 cm;2010;40
4292;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 240 tot 250 cm;2011;40
4293;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 250 tot 255 cm;2009;100
4294;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 250 tot 255 cm;2010;80
4295;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 250 tot 255 cm;2011;90
4296;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 255 tot 260 cm;2009;60
4297;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 255 tot 260 cm;2010;80
4298;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 255 tot 260 cm;2011;90
4299;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 260 cm of meer;2009;20
4300;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 260 cm of meer;2010;10
4301;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: 260 cm of meer;2011;30
4302;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: onbekend;2009;30
4303;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: onbekend;2010;30
4304;Vrachtauto (excl. trekker voor oplegger);L Verhuur en handel van onroerend goed;Breedte: onbekend;2011;30
4305;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2009;5910
4306;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2010;5500
4307;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Totaal;2011;5350
4308;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: jonger dan 1 jaar;2009;330
4309;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: jonger dan 1 jaar;2010;250
4310;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: jonger dan 1 jaar;2011;220
4311;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2009;970
4312;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2010;800
4313;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 1 of 2 jaar;2011;620
4314;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2009;740
4315;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2010;810
4316;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 3 of 4 jaar;2011;880
4317;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2009;520
4318;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2010;490
4319;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 5 of 6 jaar;2011;620
4320;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2009;660
4321;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2010;470
4322;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 7 of 8 jaar;2011;420
4323;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2009;920
4324;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2010;890
4325;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 9 tot 12 jaar;2011;800
4326;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2009;590
4327;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2010;610
4328;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 12 tot 15 jaar;2011;620
4329;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2009;630
4330;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2010;580
4331;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 15 tot 20 jaar;2011;550
4332;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2009;550
4333;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2010;600
4334;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Leeftijd: 20 jaar of ouder;2011;620
4335;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 0;2009;910
4336;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 0;2010;820
4337;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 0;2011;720
4338;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 1;2009;490
4339;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 1;2010;400
4340;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 1;2011;350
4341;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 2;2009;1360
4342;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 2;2010;1220
4343;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 2;2011;1060
4344;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 3;2009;1770
4345;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 3;2010;1460
4346;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 3;2011;1400
4347;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 4;2009;690
4348;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 4;2010;620
4349;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 4;2011;610
4350;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 5;2009;690
4351;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 5;2010;860
4352;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: Euro 5;2011;950
4353;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: EEV;2009;0
4354;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: EEV;2010;120
4355;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: EEV;2011;250
4356;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2009;10
4357;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2010;10
4358;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Milieuklasse: onbekend;2011;20
4359;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 0 tot 7000 kg;2009;3110
4360;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 0 tot 7000 kg;2010;2770
4361;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 0 tot 7000 kg;2011;2700
4362;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7000 tot 12000 kg;2009;1620
4363;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7000 tot 12000 kg;2010;1500
4364;Vrachtauto (excl. trekker voor oplegger);M-N Zakelijke dienstverlening;Laadvermogen: 7000 tot 12000 kg;2011;1460
