ID;Voertuigsoort;BedrijfstakkenSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;AantalVoertuigenInGebruik_1
1235;Vrachtauto's en trekkers;I Horeca;Gewicht volle wagen: 20000 kg of meer;2011;120
1236;Vrachtauto's en trekkers;I Horeca;Gewicht volle wagen: onbekend;2009;0
1237;Vrachtauto's en trekkers;I Horeca;Gewicht volle wagen: onbekend;2010;0
1238;Vrachtauto's en trekkers;I Horeca;Gewicht volle wagen: onbekend;2011;0
1239;Vrachtauto's en trekkers;I Horeca;Breedte: 0 tot 210 cm;2009;50
1240;Vrachtauto's en trekkers;I Horeca;Breedte: 0 tot 210 cm;2010;60
1241;Vrachtauto's en trekkers;I Horeca;Breedte: 0 tot 210 cm;2011;60
1242;Vrachtauto's en trekkers;I Horeca;Breedte: 210 tot 240 cm;2009;140
1243;Vrachtauto's en trekkers;I Horeca;Breedte: 210 tot 240 cm;2010;130
1244;Vrachtauto's en trekkers;I Horeca;Breedte: 210 tot 240 cm;2011;120
1245;Vrachtauto's en trekkers;I Horeca;Breedte: 240 tot 250 cm;2009;80
1246;Vrachtauto's en trekkers;I Horeca;Breedte: 240 tot 250 cm;2010;70
1247;Vrachtauto's en trekkers;I Horeca;Breedte: 240 tot 250 cm;2011;70
1248;Vrachtauto's en trekkers;I Horeca;Breedte: 250 tot 255 cm;2009;240
1249;Vrachtauto's en trekkers;I Horeca;Breedte: 250 tot 255 cm;2010;240
1250;Vrachtauto's en trekkers;I Horeca;Breedte: 250 tot 255 cm;2011;210
1251;Vrachtauto's en trekkers;I Horeca;Breedte: 255 tot 260 cm;2009;120
1252;Vrachtauto's en trekkers;I Horeca;Breedte: 255 tot 260 cm;2010;130
1253;Vrachtauto's en trekkers;I Horeca;Breedte: 255 tot 260 cm;2011;130
1254;Vrachtauto's en trekkers;I Horeca;Breedte: 260 cm of meer;2009;30
1255;Vrachtauto's en trekkers;I Horeca;Breedte: 260 cm of meer;2010;30
1256;Vrachtauto's en trekkers;I Horeca;Breedte: 260 cm of meer;2011;40
1257;Vrachtauto's en trekkers;I Horeca;Breedte: onbekend;2009;20
1258;Vrachtauto's en trekkers;I Horeca;Breedte: onbekend;2010;40
1259;Vrachtauto's en trekkers;I Horeca;Breedte: onbekend;2011;30
1260;Vrachtauto's en trekkers;J Informatie en communicatie;Totaal;2009;260
1261;Vrachtauto's en trekkers;J Informatie en communicatie;Totaal;2010;270
1262;Vrachtauto's en trekkers;J Informatie en communicatie;Totaal;2011;250
1263;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: jonger dan 1 jaar;2009;10
1264;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: jonger dan 1 jaar;2010;10
1265;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: jonger dan 1 jaar;2011;10
1266;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 1 of 2 jaar;2009;30
1267;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 1 of 2 jaar;2010;20
1268;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 1 of 2 jaar;2011;30
1269;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 3 of 4 jaar;2009;20
1270;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 3 of 4 jaar;2010;30
1271;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 3 of 4 jaar;2011;20
1272;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 5 of 6 jaar;2009;20
1273;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 5 of 6 jaar;2010;40
1274;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 5 of 6 jaar;2011;40
1275;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 7 of 8 jaar;2009;30
1276;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 7 of 8 jaar;2010;20
1277;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 7 of 8 jaar;2011;20
1278;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 9 tot 12 jaar;2009;30
1279;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 9 tot 12 jaar;2010;50
1280;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 9 tot 12 jaar;2011;30
1281;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 12 tot 15 jaar;2009;30
1282;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 12 tot 15 jaar;2010;30
1283;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 12 tot 15 jaar;2011;30
1284;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 15 tot 20 jaar;2009;30
1285;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 15 tot 20 jaar;2010;30
1286;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 15 tot 20 jaar;2011;30
1287;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 20 jaar of ouder;2009;50
1288;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 20 jaar of ouder;2010;40
1289;Vrachtauto's en trekkers;J Informatie en communicatie;Leeftijd: 20 jaar of ouder;2011;50
1290;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 0;2009;70
1291;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 0;2010;50
1292;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 0;2011;50
1293;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 1;2009;30
1294;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 1;2010;20
1295;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 1;2011;20
1296;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 2;2009;60
1297;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 2;2010;50
1298;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 2;2011;50
1299;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 3;2009;60
1300;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 3;2010;90
1301;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 3;2011;70
1302;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 4;2009;20
1303;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 4;2010;30
1304;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 4;2011;30
1305;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 5;2009;30
1306;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 5;2010;30
1307;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: Euro 5;2011;30
1308;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: EEV;2009;0
1309;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: EEV;2010;0
1310;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: EEV;2011;10
1311;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: onbekend;2009;0
1312;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: onbekend;2010;0
1313;Vrachtauto's en trekkers;J Informatie en communicatie;Milieuklasse: onbekend;2011;0
1314;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 0 tot 7000 kg;2009;170
1315;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 0 tot 7000 kg;2010;180
1316;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 0 tot 7000 kg;2011;170
1317;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 7000 tot 12000 kg;2009;40
1318;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 7000 tot 12000 kg;2010;40
1319;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 7000 tot 12000 kg;2011;40
1320;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 12000 tot 18000 kg;2009;10
1321;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 12000 tot 18000 kg;2010;10
1322;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 12000 tot 18000 kg;2011;10
1323;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 18000 kg tot 40000 kg;2009;20
1324;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 18000 kg tot 40000 kg;2010;20
1325;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 18000 kg tot 40000 kg;2011;10
1326;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 40000 kg of meer;2009;10
1327;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 40000 kg of meer;2010;20
1328;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: 40000 kg of meer;2011;20
1329;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: onbekend;2009;0
1330;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: onbekend;2010;0
1331;Vrachtauto's en trekkers;J Informatie en communicatie;Laadvermogen: onbekend;2011;0
1332;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: tot 10000 kg;2009;110
1333;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: tot 10000 kg;2010;120
1334;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: tot 10000 kg;2011;110
1335;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: 10000 tot 20000 kg;2009;110
1336;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: 10000 tot 20000 kg;2010;100
1337;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: 10000 tot 20000 kg;2011;100
1338;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: 20000 kg of meer;2009;40
1339;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: 20000 kg of meer;2010;50
1340;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: 20000 kg of meer;2011;40
1341;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: onbekend;2009;0
1342;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: onbekend;2010;0
1343;Vrachtauto's en trekkers;J Informatie en communicatie;Gewicht volle wagen: onbekend;2011;0
1344;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 0 tot 210 cm;2009;30
1345;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 0 tot 210 cm;2010;20
1346;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 0 tot 210 cm;2011;20
1347;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 210 tot 240 cm;2009;60
1348;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 210 tot 240 cm;2010;90
1349;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 210 tot 240 cm;2011;80
1350;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 240 tot 250 cm;2009;30
1351;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 240 tot 250 cm;2010;30
1352;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 240 tot 250 cm;2011;30
1353;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 250 tot 255 cm;2009;70
1354;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 250 tot 255 cm;2010;70
1355;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 250 tot 255 cm;2011;50
1356;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 255 tot 260 cm;2009;60
1357;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 255 tot 260 cm;2010;70
1358;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 255 tot 260 cm;2011;60
1359;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 260 cm of meer;2009;0
1360;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 260 cm of meer;2010;0
1361;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: 260 cm of meer;2011;0
1362;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: onbekend;2009;10
1363;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: onbekend;2010;10
1364;Vrachtauto's en trekkers;J Informatie en communicatie;Breedte: onbekend;2011;20
1365;Vrachtauto's en trekkers;K Financiële dienstverlening;Totaal;2009;1800
1366;Vrachtauto's en trekkers;K Financiële dienstverlening;Totaal;2010;1620
1367;Vrachtauto's en trekkers;K Financiële dienstverlening;Totaal;2011;1740
1368;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: jonger dan 1 jaar;2009;110
1369;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: jonger dan 1 jaar;2010;110
1370;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: jonger dan 1 jaar;2011;160
1371;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 1 of 2 jaar;2009;360
1372;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 1 of 2 jaar;2010;260
1373;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 1 of 2 jaar;2011;230
1374;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 3 of 4 jaar;2009;240
1375;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 3 of 4 jaar;2010;270
1376;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 3 of 4 jaar;2011;310
1377;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 5 of 6 jaar;2009;220
1378;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 5 of 6 jaar;2010;200
1379;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 5 of 6 jaar;2011;230
1380;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 7 of 8 jaar;2009;220
1381;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 7 of 8 jaar;2010;170
1382;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 7 of 8 jaar;2011;150
1383;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 9 tot 12 jaar;2009;280
1384;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 9 tot 12 jaar;2010;240
1385;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 9 tot 12 jaar;2011;260
1386;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 12 tot 15 jaar;2009;120
1387;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 12 tot 15 jaar;2010;110
1388;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 12 tot 15 jaar;2011;120
1389;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 15 tot 20 jaar;2009;100
1390;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 15 tot 20 jaar;2010;90
1391;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 15 tot 20 jaar;2011;100
1392;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 20 jaar of ouder;2009;160
1393;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 20 jaar of ouder;2010;160
1394;Vrachtauto's en trekkers;K Financiële dienstverlening;Leeftijd: 20 jaar of ouder;2011;190
1395;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 0;2009;230
1396;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 0;2010;200
1397;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 0;2011;200
1398;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 1;2009;80
1399;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 1;2010;60
1400;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 1;2011;70
1401;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 2;2009;380
1402;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 2;2010;280
1403;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 2;2011;250
1404;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 3;2009;590
1405;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 3;2010;530
1406;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 3;2011;460
1407;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 4;2009;200
1408;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 4;2010;130
1409;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 4;2011;180
1410;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 5;2009;330
1411;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 5;2010;390
1412;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: Euro 5;2011;480
1413;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: EEV;2009;0
1414;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: EEV;2010;20
1415;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: EEV;2011;90
1416;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: onbekend;2009;0
1417;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: onbekend;2010;10
1418;Vrachtauto's en trekkers;K Financiële dienstverlening;Milieuklasse: onbekend;2011;20
1419;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 0 tot 7000 kg;2009;420
1420;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 0 tot 7000 kg;2010;370
1421;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 0 tot 7000 kg;2011;400
1422;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 7000 tot 12000 kg;2009;310
1423;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 7000 tot 12000 kg;2010;240
1424;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 7000 tot 12000 kg;2011;320
1425;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 12000 tot 18000 kg;2009;170
1426;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 12000 tot 18000 kg;2010;170
1427;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 12000 tot 18000 kg;2011;160
1428;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2009;190
1429;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2010;190
1430;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 18000 kg tot 40000 kg;2011;210
1431;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 40000 kg of meer;2009;700
1432;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 40000 kg of meer;2010;650
1433;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: 40000 kg of meer;2011;650
1434;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: onbekend;2009;10
1435;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: onbekend;2010;10
1436;Vrachtauto's en trekkers;K Financiële dienstverlening;Laadvermogen: onbekend;2011;0
1437;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: tot 10000 kg;2009;230
1438;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: tot 10000 kg;2010;220
1439;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: tot 10000 kg;2011;230
1440;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2009;470
1441;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2010;370
1442;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: 10000 tot 20000 kg;2011;460
1443;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: 20000 kg of meer;2009;1090
1444;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: 20000 kg of meer;2010;1030
1445;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: 20000 kg of meer;2011;1050
1446;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: onbekend;2009;0
1447;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: onbekend;2010;0
1448;Vrachtauto's en trekkers;K Financiële dienstverlening;Gewicht volle wagen: onbekend;2011;0
1449;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 0 tot 210 cm;2009;90
1450;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 0 tot 210 cm;2010;70
1451;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 0 tot 210 cm;2011;70
1452;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 210 tot 240 cm;2009;140
1453;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 210 tot 240 cm;2010;140
1454;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 210 tot 240 cm;2011;160
1455;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 240 tot 250 cm;2009;120
1456;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 240 tot 250 cm;2010;130
1457;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 240 tot 250 cm;2011;160
1458;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 250 tot 255 cm;2009;720
1459;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 250 tot 255 cm;2010;600
1460;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 250 tot 255 cm;2011;630
1461;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 255 tot 260 cm;2009;490
1462;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 255 tot 260 cm;2010;530
1463;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 255 tot 260 cm;2011;560
1464;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 260 cm of meer;2009;40
1465;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 260 cm of meer;2010;30
1466;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: 260 cm of meer;2011;50
1467;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: onbekend;2009;200
1468;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: onbekend;2010;130
1469;Vrachtauto's en trekkers;K Financiële dienstverlening;Breedte: onbekend;2011;130
1470;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Totaal;2009;580
1471;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Totaal;2010;540
1472;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Totaal;2011;580
1473;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: jonger dan 1 jaar;2009;20
1474;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: jonger dan 1 jaar;2010;30
1475;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: jonger dan 1 jaar;2011;20
1476;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 1 of 2 jaar;2009;70
1477;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 1 of 2 jaar;2010;50
1478;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 1 of 2 jaar;2011;60
1479;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 3 of 4 jaar;2009;60
1480;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 3 of 4 jaar;2010;70
1481;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 3 of 4 jaar;2011;70
1482;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 5 of 6 jaar;2009;60
1483;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 5 of 6 jaar;2010;60
1484;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 5 of 6 jaar;2011;80
1485;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 7 of 8 jaar;2009;80
1486;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 7 of 8 jaar;2010;60
1487;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 7 of 8 jaar;2011;50
1488;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 9 tot 12 jaar;2009;80
1489;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 9 tot 12 jaar;2010;70
1490;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 9 tot 12 jaar;2011;80
1491;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 12 tot 15 jaar;2009;50
1492;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 12 tot 15 jaar;2010;60
1493;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 12 tot 15 jaar;2011;60
1494;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 15 tot 20 jaar;2009;60
1495;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 15 tot 20 jaar;2010;50
1496;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 15 tot 20 jaar;2011;50
1497;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 20 jaar of ouder;2009;100
1498;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 20 jaar of ouder;2010;100
1499;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Leeftijd: 20 jaar of ouder;2011;110
1500;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 0;2009;130
1501;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 0;2010;120
1502;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 0;2011;120
1503;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 1;2009;40
1504;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 1;2010;40
1505;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 1;2011;30
1506;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 2;2009;120
1507;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 2;2010;100
1508;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 2;2011;100
1509;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 3;2009;170
1510;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 3;2010;160
1511;Vrachtauto's en trekkers;L Verhuur en handel van onroerend goed;Milieuklasse: Euro 3;2011;160
