ID;SIC2008;Periods;HighGrowthEnterprisePopulation_1;EmployeesInHighGrowthEnterprises_2;YoungFastGrowingCompanies_3;EmployeesYoungFastGrowingCompanies_4
495;16 Manufacture of wood products;2011;9.0;375.0;;
496;16 Manufacture of wood products;2012;10.0;511.0;;
497;16 Manufacture of wood products;2013;10.0;417.0;;
498;16 Manufacture of wood products;2014;11.0;515.0;;
499;16 Manufacture of wood products;2015;20.0;595.0;;
500;16 Manufacture of wood products;2016;30.0;1168.0;;
501;16 Manufacture of wood products;2017;42.0;1892.0;;
502;16 Manufacture of wood products;2018;59.0;2590.0;;
503;16 Manufacture of wood products;2019;41.0;1769.0;;
504;16 Manufacture of wood products;2020;44.0;1962.0;;
505;16 Manufacture of wood products;2021;46.0;2243.0;3.0;
506;16 Manufacture of wood products;2022;33.0;1593.0;1.0;
507;161 Sawmilling and planing of wood;2010;4.0;233.0;;
508;161 Sawmilling and planing of wood;2011;2.0;;;
509;161 Sawmilling and planing of wood;2012;1.0;;;
510;161 Sawmilling and planing of wood;2013;1.0;;;
511;161 Sawmilling and planing of wood;2014;0.0;0.0;;
512;161 Sawmilling and planing of wood;2015;2.0;;;
513;161 Sawmilling and planing of wood;2016;3.0;;;
514;161 Sawmilling and planing of wood;2017;5.0;137.0;;
515;161 Sawmilling and planing of wood;2018;8.0;171.0;;
516;161 Sawmilling and planing of wood;2019;6.0;188.0;;
517;161 Sawmilling and planing of wood;2020;7.0;243.0;;
518;161 Sawmilling and planing of wood;2021;9.0;473.0;0.0;0.0
519;161 Sawmilling and planing of wood;2022;4.0;141.0;0.0;0.0
520;162 Manufacture of products of wood;2010;10.0;412.0;;
521;162 Manufacture of products of wood;2011;7.0;;;
522;162 Manufacture of products of wood;2012;9.0;;;
523;162 Manufacture of products of wood;2013;9.0;;;
524;162 Manufacture of products of wood;2014;11.0;515.0;;
525;162 Manufacture of products of wood;2015;18.0;;;
526;162 Manufacture of products of wood;2016;27.0;;;
527;162 Manufacture of products of wood;2017;37.0;1754.0;;
528;162 Manufacture of products of wood;2018;51.0;2419.0;;
529;162 Manufacture of products of wood;2019;35.0;1582.0;;
530;162 Manufacture of products of wood;2020;37.0;1719.0;;
531;162 Manufacture of products of wood;2021;37.0;1770.0;3.0;
532;162 Manufacture of products of wood;2022;29.0;1453.0;1.0;
533;17 Manufacture of paper;2010;10.0;506.0;;
534;17 Manufacture of paper;2011;7.0;501.0;;
535;17 Manufacture of paper;2012;13.0;1179.0;;
536;17 Manufacture of paper;2013;11.0;1129.0;;
537;17 Manufacture of paper;2014;5.0;894.0;;
538;17 Manufacture of paper;2015;7.0;;;
539;17 Manufacture of paper;2016;15.0;2636.0;;
540;17 Manufacture of paper;2017;15.0;2678.0;;
541;17 Manufacture of paper;2018;23.0;2934.0;;
542;17 Manufacture of paper;2019;22.0;2587.0;;
543;17 Manufacture of paper;2020;14.0;1935.0;;
544;17 Manufacture of paper;2021;14.0;2915.0;0.0;0.0
545;17 Manufacture of paper;2022;12.0;3193.0;0.0;0.0
546;171 Manufacture of pulp, paper,  -board;2010;0.0;0.0;;
547;171 Manufacture of pulp, paper,  -board;2011;0.0;0.0;;
548;171 Manufacture of pulp, paper,  -board;2012;1.0;;;
549;171 Manufacture of pulp, paper,  -board;2013;1.0;;;
550;171 Manufacture of pulp, paper,  -board;2014;0.0;0.0;;
551;171 Manufacture of pulp, paper,  -board;2015;1.0;;;
552;171 Manufacture of pulp, paper,  -board;2016;1.0;;;
553;171 Manufacture of pulp, paper,  -board;2017;3.0;;;
554;171 Manufacture of pulp, paper,  -board;2018;5.0;564.0;;
555;171 Manufacture of pulp, paper,  -board;2019;2.0;;;
556;171 Manufacture of pulp, paper,  -board;2020;1.0;;;
557;171 Manufacture of pulp, paper,  -board;2021;1.0;;0.0;0.0
558;171 Manufacture of pulp, paper,  -board;2022;1.0;;0.0;0.0
559;172 Manufacture of articles of paper;2010;10.0;506.0;;
560;172 Manufacture of articles of paper;2011;7.0;501.0;;
561;172 Manufacture of articles of paper;2012;12.0;;;
562;172 Manufacture of articles of paper;2013;10.0;;;
563;172 Manufacture of articles of paper;2014;5.0;894.0;;
564;172 Manufacture of articles of paper;2015;6.0;;;
565;172 Manufacture of articles of paper;2016;14.0;;;
566;172 Manufacture of articles of paper;2017;12.0;;;
567;172 Manufacture of articles of paper;2018;18.0;2370.0;;
568;172 Manufacture of articles of paper;2019;20.0;;;
569;172 Manufacture of articles of paper;2020;13.0;;;
570;172 Manufacture of articles of paper;2021;13.0;;0.0;0.0
571;172 Manufacture of articles of paper;2022;11.0;;0.0;0.0
572;18 Printing and reproduction;2010;39.0;2070.0;;
573;18 Printing and reproduction;2011;42.0;2616.0;;
574;18 Printing and reproduction;2012;47.0;2798.0;;
575;18 Printing and reproduction;2013;39.0;2093.0;;
576;18 Printing and reproduction;2014;36.0;2134.0;;
577;18 Printing and reproduction;2015;33.0;2844.0;;
578;18 Printing and reproduction;2016;28.0;1655.0;;
579;18 Printing and reproduction;2017;41.0;2353.0;;
580;18 Printing and reproduction;2018;33.0;1518.0;;
581;18 Printing and reproduction;2019;33.0;1579.0;;
582;18 Printing and reproduction;2020;29.0;1486.0;;
583;18 Printing and reproduction;2021;24.0;1315.0;1.0;
584;18 Printing and reproduction;2022;28.0;1734.0;1.0;
585;181 Printing and services for printing;2010;37.0;;;
586;181 Printing and services for printing;2011;41.0;;;
587;181 Printing and services for printing;2012;46.0;;;
588;181 Printing and services for printing;2013;37.0;;;
589;181 Printing and services for printing;2014;34.0;;;
590;181 Printing and services for printing;2015;30.0;;;
591;181 Printing and services for printing;2016;26.0;;;
592;181 Printing and services for printing;2017;40.0;;;
593;181 Printing and services for printing;2018;33.0;1518.0;;
594;181 Printing and services for printing;2019;33.0;1579.0;;
595;181 Printing and services for printing;2020;27.0;;;
596;181 Printing and services for printing;2021;22.0;;1.0;
597;181 Printing and services for printing;2022;26.0;;1.0;
598;182 Reproduction of recorded media;2010;2.0;;;
599;182 Reproduction of recorded media;2011;1.0;;;
600;182 Reproduction of recorded media;2012;1.0;;;
601;182 Reproduction of recorded media;2013;2.0;;;
602;182 Reproduction of recorded media;2014;2.0;;;
603;182 Reproduction of recorded media;2015;3.0;;;
604;182 Reproduction of recorded media;2016;2.0;;;
605;182 Reproduction of recorded media;2017;1.0;;;
606;182 Reproduction of recorded media;2018;0.0;0.0;;
607;182 Reproduction of recorded media;2019;0.0;0.0;;
608;182 Reproduction of recorded media;2020;2.0;;;
609;182 Reproduction of recorded media;2021;2.0;;0.0;0.0
610;182 Reproduction of recorded media;2022;2.0;;0.0;0.0
611;19 Manufacture of coke and petroleum;2010;2.0;;;
612;19 Manufacture of coke and petroleum;2011;2.0;;;
613;19 Manufacture of coke and petroleum;2012;2.0;;;
614;19 Manufacture of coke and petroleum;2013;2.0;;;
615;19 Manufacture of coke and petroleum;2014;1.0;;;
616;19 Manufacture of coke and petroleum;2015;0.0;0.0;;
617;19 Manufacture of coke and petroleum;2016;1.0;;;
618;19 Manufacture of coke and petroleum;2017;2.0;;;
619;19 Manufacture of coke and petroleum;2018;1.0;;;
620;19 Manufacture of coke and petroleum;2019;0.0;0.0;;
621;19 Manufacture of coke and petroleum;2020;1.0;;;
622;19 Manufacture of coke and petroleum;2021;1.0;;0.0;0.0
623;19 Manufacture of coke and petroleum;2022;0.0;0.0;0.0;0.0
624;191 Manufacture of coke oven products;2010;0.0;0.0;;
625;191 Manufacture of coke oven products;2011;0.0;0.0;;
626;191 Manufacture of coke oven products;2012;0.0;0.0;;
627;191 Manufacture of coke oven products;2013;0.0;0.0;;
628;191 Manufacture of coke oven products;2014;0.0;0.0;;
629;191 Manufacture of coke oven products;2015;0.0;0.0;;
630;191 Manufacture of coke oven products;2016;0.0;0.0;;
631;191 Manufacture of coke oven products;2017;0.0;0.0;;
632;191 Manufacture of coke oven products;2018;0.0;0.0;;
633;191 Manufacture of coke oven products;2019;0.0;0.0;;
634;191 Manufacture of coke oven products;2020;0.0;0.0;;
635;191 Manufacture of coke oven products;2021;0.0;0.0;0.0;0.0
636;191 Manufacture of coke oven products;2022;0.0;0.0;0.0;0.0
637;192 Manufacture of refined petroleum;2010;2.0;;;
638;192 Manufacture of refined petroleum;2011;2.0;;;
639;192 Manufacture of refined petroleum;2012;2.0;;;
640;192 Manufacture of refined petroleum;2013;2.0;;;
641;192 Manufacture of refined petroleum;2014;1.0;;;
642;192 Manufacture of refined petroleum;2015;0.0;0.0;;
643;192 Manufacture of refined petroleum;2016;1.0;;;
644;192 Manufacture of refined petroleum;2017;2.0;;;
645;192 Manufacture of refined petroleum;2018;1.0;;;
646;192 Manufacture of refined petroleum;2019;0.0;0.0;;
647;192 Manufacture of refined petroleum;2020;1.0;;;
648;192 Manufacture of refined petroleum;2021;1.0;;0.0;0.0
649;192 Manufacture of refined petroleum;2022;0.0;0.0;0.0;0.0
650;20 Manufacture of chemicals;2010;26.0;3599.0;;
651;20 Manufacture of chemicals;2011;24.0;3186.0;;
652;20 Manufacture of chemicals;2012;27.0;2294.0;;
653;20 Manufacture of chemicals;2013;28.0;2454.0;;
654;20 Manufacture of chemicals;2014;21.0;1448.0;;
655;20 Manufacture of chemicals;2015;20.0;1381.0;;
656;20 Manufacture of chemicals;2016;35.0;3258.0;;
657;20 Manufacture of chemicals;2017;32.0;4670.0;;
658;20 Manufacture of chemicals;2018;48.0;4776.0;;
659;20 Manufacture of chemicals;2019;41.0;5193.0;;
660;20 Manufacture of chemicals;2020;37.0;3387.0;;
661;20 Manufacture of chemicals;2021;38.0;2601.0;0.0;0.0
662;20 Manufacture of chemicals;2022;31.0;2184.0;1.0;
663;201 Manufacture of basic chemicals;2010;11.0;2018.0;;
664;201 Manufacture of basic chemicals;2011;11.0;1578.0;;
665;201 Manufacture of basic chemicals;2012;13.0;1005.0;;
666;201 Manufacture of basic chemicals;2013;13.0;1091.0;;
667;201 Manufacture of basic chemicals;2014;11.0;1033.0;;
668;201 Manufacture of basic chemicals;2015;10.0;882.0;;
669;201 Manufacture of basic chemicals;2016;19.0;2166.0;;
670;201 Manufacture of basic chemicals;2017;17.0;3223.0;;
671;201 Manufacture of basic chemicals;2018;25.0;3036.0;;
672;201 Manufacture of basic chemicals;2019;22.0;4151.0;;
673;201 Manufacture of basic chemicals;2020;20.0;2138.0;;
674;201 Manufacture of basic chemicals;2021;18.0;983.0;0.0;0.0
675;201 Manufacture of basic chemicals;2022;15.0;1125.0;0.0;0.0
676;202 Manufacture agrochemical products;2010;0.0;0.0;;
677;202 Manufacture agrochemical products;2011;0.0;0.0;;
678;202 Manufacture agrochemical products;2012;2.0;;;
679;202 Manufacture agrochemical products;2013;2.0;;;
680;202 Manufacture agrochemical products;2014;1.0;;;
681;202 Manufacture agrochemical products;2015;1.0;;;
682;202 Manufacture agrochemical products;2016;1.0;;;
683;202 Manufacture agrochemical products;2017;1.0;;;
684;202 Manufacture agrochemical products;2018;1.0;;;
685;202 Manufacture agrochemical products;2019;1.0;;;
686;202 Manufacture agrochemical products;2020;0.0;0.0;;
687;202 Manufacture agrochemical products;2021;0.0;0.0;0.0;0.0
688;202 Manufacture agrochemical products;2022;0.0;0.0;0.0;0.0
689;203 Manufacture of paints and ink;2010;2.0;;;
690;203 Manufacture of paints and ink;2011;2.0;;;
691;203 Manufacture of paints and ink;2012;2.0;;;
692;203 Manufacture of paints and ink;2013;2.0;;;
693;203 Manufacture of paints and ink;2014;2.0;;;
694;203 Manufacture of paints and ink;2015;0.0;0.0;;
695;203 Manufacture of paints and ink;2016;2.0;;;
696;203 Manufacture of paints and ink;2017;2.0;;;
697;203 Manufacture of paints and ink;2018;5.0;396.0;;
698;203 Manufacture of paints and ink;2019;5.0;221.0;;
699;203 Manufacture of paints and ink;2020;4.0;529.0;;
700;203 Manufacture of paints and ink;2021;7.0;874.0;0.0;0.0
701;203 Manufacture of paints and ink;2022;2.0;;1.0;
702;204 Manufacture detergents and cosmetics;2010;9.0;792.0;;
703;204 Manufacture detergents and cosmetics;2011;6.0;672.0;;
704;204 Manufacture detergents and cosmetics;2012;4.0;;;
705;204 Manufacture detergents and cosmetics;2013;5.0;;;
706;204 Manufacture detergents and cosmetics;2014;3.0;;;
707;204 Manufacture detergents and cosmetics;2015;4.0;;;
708;204 Manufacture detergents and cosmetics;2016;5.0;197.0;;
709;204 Manufacture detergents and cosmetics;2017;5.0;;;
710;204 Manufacture detergents and cosmetics;2018;5.0;;;
711;204 Manufacture detergents and cosmetics;2019;7.0;518.0;;
712;204 Manufacture detergents and cosmetics;2020;8.0;286.0;;
713;204 Manufacture detergents and cosmetics;2021;6.0;210.0;0.0;0.0
714;204 Manufacture detergents and cosmetics;2022;6.0;;0.0;0.0
715;205 Manufacture of other chemicals;2010;2.0;;;
716;205 Manufacture of other chemicals;2011;3.0;;;
717;205 Manufacture of other chemicals;2012;5.0;286.0;;
718;205 Manufacture of other chemicals;2013;6.0;334.0;;
719;205 Manufacture of other chemicals;2014;3.0;;;
720;205 Manufacture of other chemicals;2015;5.0;268.0;;
721;205 Manufacture of other chemicals;2016;7.0;446.0;;
722;205 Manufacture of other chemicals;2017;6.0;380.0;;
723;205 Manufacture of other chemicals;2018;10.0;494.0;;
724;205 Manufacture of other chemicals;2019;4.0;;;
725;205 Manufacture of other chemicals;2020;5.0;435.0;;
726;205 Manufacture of other chemicals;2021;7.0;534.0;0.0;0.0
727;205 Manufacture of other chemicals;2022;8.0;723.0;0.0;0.0
728;206 Manufacture of man-made fibres;2010;2.0;;;
729;206 Manufacture of man-made fibres;2011;2.0;;;
730;206 Manufacture of man-made fibres;2012;1.0;;;
731;206 Manufacture of man-made fibres;2013;0.0;0.0;;
732;206 Manufacture of man-made fibres;2014;1.0;;;
733;206 Manufacture of man-made fibres;2015;0.0;0.0;;
734;206 Manufacture of man-made fibres;2016;1.0;;;
735;206 Manufacture of man-made fibres;2017;1.0;;;
736;206 Manufacture of man-made fibres;2018;2.0;;;
737;206 Manufacture of man-made fibres;2019;2.0;;;
738;206 Manufacture of man-made fibres;2020;0.0;0.0;;
739;206 Manufacture of man-made fibres;2021;0.0;0.0;0.0;0.0
740;206 Manufacture of man-made fibres;2022;0.0;0.0;0.0;0.0
741;21 Manufacture of pharmaceuticals;2010;11.0;1305.0;;
742;21 Manufacture of pharmaceuticals;2011;10.0;857.0;;
743;21 Manufacture of pharmaceuticals;2012;12.0;4656.0;;
744;21 Manufacture of pharmaceuticals;2013;14.0;4014.0;;
745;21 Manufacture of pharmaceuticals;2014;7.0;533.0;;
746;21 Manufacture of pharmaceuticals;2015;14.0;1355.0;;
747;21 Manufacture of pharmaceuticals;2016;13.0;2187.0;;
748;21 Manufacture of pharmaceuticals;2017;10.0;1161.0;;
749;21 Manufacture of pharmaceuticals;2018;10.0;1211.0;;
750;21 Manufacture of pharmaceuticals;2019;16.0;1576.0;;
751;21 Manufacture of pharmaceuticals;2020;16.0;1979.0;;
752;21 Manufacture of pharmaceuticals;2021;15.0;;1.0;
753;21 Manufacture of pharmaceuticals;2022;14.0;;1.0;
754;211 Manufacture of basic pharmaceuticals;2010;1.0;;;
755;211 Manufacture of basic pharmaceuticals;2011;1.0;;;
756;211 Manufacture of basic pharmaceuticals;2012;2.0;;;
757;211 Manufacture of basic pharmaceuticals;2013;2.0;;;
758;211 Manufacture of basic pharmaceuticals;2014;1.0;;;
759;211 Manufacture of basic pharmaceuticals;2015;0.0;0.0;;
760;211 Manufacture of basic pharmaceuticals;2016;1.0;;;
761;211 Manufacture of basic pharmaceuticals;2017;0.0;0.0;;
762;211 Manufacture of basic pharmaceuticals;2018;0.0;0.0;;
763;211 Manufacture of basic pharmaceuticals;2019;1.0;;;
764;211 Manufacture of basic pharmaceuticals;2020;0.0;0.0;;
765;211 Manufacture of basic pharmaceuticals;2021;1.0;;1.0;
766;211 Manufacture of basic pharmaceuticals;2022;1.0;;1.0;
767;212 Manufacture of pharmaceuticals;2010;10.0;;;
768;212 Manufacture of pharmaceuticals;2011;9.0;;;
769;212 Manufacture of pharmaceuticals;2012;10.0;;;
770;212 Manufacture of pharmaceuticals;2013;12.0;;;
771;212 Manufacture of pharmaceuticals;2014;6.0;;;
772;212 Manufacture of pharmaceuticals;2015;14.0;1355.0;;
773;212 Manufacture of pharmaceuticals;2016;12.0;;;
774;212 Manufacture of pharmaceuticals;2017;10.0;1161.0;;
775;212 Manufacture of pharmaceuticals;2018;10.0;1211.0;;
776;212 Manufacture of pharmaceuticals;2019;15.0;;;
777;212 Manufacture of pharmaceuticals;2020;16.0;1979.0;;
778;212 Manufacture of pharmaceuticals;2021;14.0;;0.0;0.0
779;212 Manufacture of pharmaceuticals;2022;13.0;;0.0;0.0
780;22 Manufacture rubber, plastic products;2010;24.0;1737.0;;
781;22 Manufacture rubber, plastic products;2011;28.0;1982.0;;
782;22 Manufacture rubber, plastic products;2012;42.0;2960.0;;
783;22 Manufacture rubber, plastic products;2013;42.0;2792.0;;
784;22 Manufacture rubber, plastic products;2014;36.0;2777.0;;
785;22 Manufacture rubber, plastic products;2015;38.0;2059.0;;
786;22 Manufacture rubber, plastic products;2016;53.0;2998.0;;
787;22 Manufacture rubber, plastic products;2017;69.0;4366.0;;
788;22 Manufacture rubber, plastic products;2018;66.0;4337.0;;
789;22 Manufacture rubber, plastic products;2019;62.0;3740.0;;
790;22 Manufacture rubber, plastic products;2020;54.0;2681.0;;
791;22 Manufacture rubber, plastic products;2021;49.0;3075.0;3.0;
792;22 Manufacture rubber, plastic products;2022;47.0;3415.0;0.0;0.0
793;221 Manufacture of rubber products;2010;2.0;;;
794;221 Manufacture of rubber products;2011;0.0;0.0;;
795;221 Manufacture of rubber products;2012;2.0;;;
796;221 Manufacture of rubber products;2013;2.0;;;
797;221 Manufacture of rubber products;2014;3.0;;;
798;221 Manufacture of rubber products;2015;2.0;;;
799;221 Manufacture of rubber products;2016;4.0;;;
800;221 Manufacture of rubber products;2017;4.0;;;
801;221 Manufacture of rubber products;2018;2.0;;;
802;221 Manufacture of rubber products;2019;4.0;;;
803;221 Manufacture of rubber products;2020;3.0;;;
804;221 Manufacture of rubber products;2021;3.0;;0.0;0.0
805;221 Manufacture of rubber products;2022;4.0;279.0;0.0;0.0
806;222 Manufacture of plastic products;2010;22.0;;;
807;222 Manufacture of plastic products;2011;28.0;1982.0;;
808;222 Manufacture of plastic products;2012;40.0;;;
809;222 Manufacture of plastic products;2013;40.0;;;
810;222 Manufacture of plastic products;2014;33.0;;;
811;222 Manufacture of plastic products;2015;36.0;;;
812;222 Manufacture of plastic products;2016;49.0;;;
813;222 Manufacture of plastic products;2017;65.0;;;
814;222 Manufacture of plastic products;2018;64.0;;;
815;222 Manufacture of plastic products;2019;58.0;;;
816;222 Manufacture of plastic products;2020;51.0;;;
817;222 Manufacture of plastic products;2021;46.0;;3.0;
818;222 Manufacture of plastic products;2022;43.0;3135.0;0.0;0.0
819;23 Manufacture of building materials;2010;18.0;2064.0;;
820;23 Manufacture of building materials;2011;20.0;1434.0;;
821;23 Manufacture of building materials;2012;21.0;1544.0;;
822;23 Manufacture of building materials;2013;22.0;1236.0;;
823;23 Manufacture of building materials;2014;12.0;624.0;;
824;23 Manufacture of building materials;2015;13.0;477.0;;
825;23 Manufacture of building materials;2016;13.0;607.0;;
826;23 Manufacture of building materials;2017;32.0;1607.0;;
827;23 Manufacture of building materials;2018;42.0;2180.0;;
828;23 Manufacture of building materials;2019;37.0;2012.0;;
829;23 Manufacture of building materials;2020;31.0;2336.0;;
830;23 Manufacture of building materials;2021;24.0;1597.0;2.0;
831;23 Manufacture of building materials;2022;29.0;1879.0;3.0;
832;231 Manufacture of glass;2010;3.0;;;
833;231 Manufacture of glass;2011;3.0;;;
834;231 Manufacture of glass;2012;2.0;;;
