ID;SIC2008;Periods;HighGrowthEnterprisePopulation_1;EmployeesInHighGrowthEnterprises_2;YoungFastGrowingCompanies_3;EmployeesYoungFastGrowingCompanies_4
1055;253 Manufacture of steam generators;2012;2.0;;;
1056;253 Manufacture of steam generators;2013;2.0;;;
1057;253 Manufacture of steam generators;2014;2.0;;;
1058;253 Manufacture of steam generators;2015;1.0;;;
1059;253 Manufacture of steam generators;2016;0.0;0.0;;
1060;253 Manufacture of steam generators;2017;0.0;0.0;;
1061;253 Manufacture of steam generators;2018;0.0;0.0;;
1062;253 Manufacture of steam generators;2019;0.0;0.0;;
1063;253 Manufacture of steam generators;2020;0.0;0.0;;
1064;253 Manufacture of steam generators;2021;1.0;;0.0;0.0
1065;253 Manufacture of steam generators;2022;1.0;;0.0;0.0
1066;254 Manufacture of weapons;2010;0.0;0.0;;
1067;254 Manufacture of weapons;2011;1.0;;;
1068;254 Manufacture of weapons;2012;0.0;0.0;;
1069;254 Manufacture of weapons;2013;0.0;0.0;;
1070;254 Manufacture of weapons;2014;0.0;0.0;;
1071;254 Manufacture of weapons;2015;0.0;0.0;;
1072;254 Manufacture of weapons;2016;0.0;0.0;;
1073;254 Manufacture of weapons;2017;0.0;0.0;;
1074;254 Manufacture of weapons;2018;0.0;0.0;;
1075;254 Manufacture of weapons;2019;0.0;0.0;;
1076;254 Manufacture of weapons;2020;0.0;0.0;;
1077;254 Manufacture of weapons;2021;0.0;0.0;0.0;0.0
1078;254 Manufacture of weapons;2022;0.0;0.0;0.0;0.0
1079;255 Forging, pressing, stamping;2010;6.0;416.0;;
1080;255 Forging, pressing, stamping;2011;4.0;;;
1081;255 Forging, pressing, stamping;2012;12.0;412.0;;
1082;255 Forging, pressing, stamping;2013;19.0;1362.0;;
1083;255 Forging, pressing, stamping;2014;20.0;731.0;;
1084;255 Forging, pressing, stamping;2015;19.0;957.0;;
1085;255 Forging, pressing, stamping;2016;15.0;760.0;;
1086;255 Forging, pressing, stamping;2017;18.0;1018.0;;
1087;255 Forging, pressing, stamping;2018;27.0;1314.0;;
1088;255 Forging, pressing, stamping;2019;22.0;1257.0;;
1089;255 Forging, pressing, stamping;2020;17.0;1072.0;;
1090;255 Forging, pressing, stamping;2021;13.0;1281.0;0.0;0.0
1091;255 Forging, pressing, stamping;2022;10.0;;0.0;0.0
1092;256 Other treatment of metals, machining;2010;27.0;880.0;;
1093;256 Other treatment of metals, machining;2011;37.0;1265.0;;
1094;256 Other treatment of metals, machining;2012;49.0;1815.0;;
1095;256 Other treatment of metals, machining;2013;57.0;2037.0;;
1096;256 Other treatment of metals, machining;2014;49.0;1498.0;;
1097;256 Other treatment of metals, machining;2015;43.0;1411.0;;
1098;256 Other treatment of metals, machining;2016;53.0;1518.0;;
1099;256 Other treatment of metals, machining;2017;64.0;2078.0;;
1100;256 Other treatment of metals, machining;2018;95.0;3491.0;;
1101;256 Other treatment of metals, machining;2019;71.0;3282.0;;
1102;256 Other treatment of metals, machining;2020;52.0;2279.0;;
1103;256 Other treatment of metals, machining;2021;47.0;1973.0;2.0;
1104;256 Other treatment of metals, machining;2022;51.0;2440.0;2.0;
1105;257 Manufacture of hardware;2010;4.0;;;
1106;257 Manufacture of hardware;2011;6.0;182.0;;
1107;257 Manufacture of hardware;2012;11.0;501.0;;
1108;257 Manufacture of hardware;2013;12.0;706.0;;
1109;257 Manufacture of hardware;2014;12.0;762.0;;
1110;257 Manufacture of hardware;2015;11.0;358.0;;
1111;257 Manufacture of hardware;2016;11.0;752.0;;
1112;257 Manufacture of hardware;2017;11.0;550.0;;
1113;257 Manufacture of hardware;2018;11.0;653.0;;
1114;257 Manufacture of hardware;2019;9.0;933.0;;
1115;257 Manufacture of hardware;2020;7.0;334.0;;
1116;257 Manufacture of hardware;2021;6.0;;0.0;0.0
1117;257 Manufacture of hardware;2022;3.0;;0.0;0.0
1118;259 Manufacture of other metal products;2010;16.0;733.0;;
1119;259 Manufacture of other metal products;2011;16.0;829.0;;
1120;259 Manufacture of other metal products;2012;15.0;773.0;;
1121;259 Manufacture of other metal products;2013;16.0;708.0;;
1122;259 Manufacture of other metal products;2014;8.0;811.0;;
1123;259 Manufacture of other metal products;2015;10.0;694.0;;
1124;259 Manufacture of other metal products;2016;21.0;1014.0;;
1125;259 Manufacture of other metal products;2017;18.0;550.0;;
1126;259 Manufacture of other metal products;2018;24.0;1223.0;;
1127;259 Manufacture of other metal products;2019;23.0;1407.0;;
1128;259 Manufacture of other metal products;2020;20.0;2099.0;;
1129;259 Manufacture of other metal products;2021;21.0;2339.0;2.0;
1130;259 Manufacture of other metal products;2022;15.0;1409.0;0.0;0.0
1131;26 Manufacture of electronic products;2010;23.0;1551.0;;
1132;26 Manufacture of electronic products;2011;29.0;1390.0;;
1133;26 Manufacture of electronic products;2012;40.0;2157.0;;
1134;26 Manufacture of electronic products;2013;35.0;2060.0;;
1135;26 Manufacture of electronic products;2014;34.0;1595.0;;
1136;26 Manufacture of electronic products;2015;27.0;1094.0;;
1137;26 Manufacture of electronic products;2016;31.0;1485.0;;
1138;26 Manufacture of electronic products;2017;35.0;1809.0;;
1139;26 Manufacture of electronic products;2018;33.0;1614.0;;
1140;26 Manufacture of electronic products;2019;40.0;2551.0;;
1141;26 Manufacture of electronic products;2020;28.0;1557.0;;
1142;26 Manufacture of electronic products;2021;27.0;2213.0;1.0;
1143;26 Manufacture of electronic products;2022;25.0;1922.0;2.0;
1144;261 Manufacture of electronic components;2010;5.0;578.0;;
1145;261 Manufacture of electronic components;2011;7.0;237.0;;
1146;261 Manufacture of electronic components;2012;7.0;247.0;;
1147;261 Manufacture of electronic components;2013;9.0;618.0;;
1148;261 Manufacture of electronic components;2014;9.0;534.0;;
1149;261 Manufacture of electronic components;2015;8.0;412.0;;
1150;261 Manufacture of electronic components;2016;9.0;336.0;;
1151;261 Manufacture of electronic components;2017;10.0;486.0;;
1152;261 Manufacture of electronic components;2018;10.0;399.0;;
1153;261 Manufacture of electronic components;2019;17.0;722.0;;
1154;261 Manufacture of electronic components;2020;8.0;278.0;;
1155;261 Manufacture of electronic components;2021;9.0;610.0;1.0;
1156;261 Manufacture of electronic components;2022;6.0;533.0;2.0;
1157;262 Manufacture of computers;2010;2.0;;;
1158;262 Manufacture of computers;2011;4.0;144.0;;
1159;262 Manufacture of computers;2012;3.0;;;
1160;262 Manufacture of computers;2013;4.0;312.0;;
1161;262 Manufacture of computers;2014;0.0;0.0;;
1162;262 Manufacture of computers;2015;0.0;0.0;;
1163;262 Manufacture of computers;2016;2.0;;;
1164;262 Manufacture of computers;2017;4.0;;;
1165;262 Manufacture of computers;2018;1.0;;;
1166;262 Manufacture of computers;2019;1.0;;;
1167;262 Manufacture of computers;2020;3.0;;;
1168;262 Manufacture of computers;2021;3.0;;0.0;0.0
1169;262 Manufacture of computers;2022;6.0;638.0;0.0;0.0
1170;263 Manufacture communication equipment;2010;1.0;;;
1171;263 Manufacture communication equipment;2011;3.0;;;
1172;263 Manufacture communication equipment;2012;4.0;155.0;;
1173;263 Manufacture communication equipment;2013;2.0;;;
1174;263 Manufacture communication equipment;2014;2.0;;;
1175;263 Manufacture communication equipment;2015;4.0;116.0;;
1176;263 Manufacture communication equipment;2016;2.0;;;
1177;263 Manufacture communication equipment;2017;4.0;104.0;;
1178;263 Manufacture communication equipment;2018;3.0;;;
1179;263 Manufacture communication equipment;2019;1.0;;;
1180;263 Manufacture communication equipment;2020;2.0;;;
1181;263 Manufacture communication equipment;2021;2.0;;0.0;0.0
1182;263 Manufacture communication equipment;2022;3.0;;0.0;0.0
1183;264 Manufacture of consumer electronics;2010;1.0;;;
1184;264 Manufacture of consumer electronics;2011;1.0;;;
1185;264 Manufacture of consumer electronics;2012;2.0;;;
1186;264 Manufacture of consumer electronics;2013;0.0;0.0;;
1187;264 Manufacture of consumer electronics;2014;2.0;;;
1188;264 Manufacture of consumer electronics;2015;1.0;;;
1189;264 Manufacture of consumer electronics;2016;0.0;0.0;;
1190;264 Manufacture of consumer electronics;2017;1.0;;;
1191;264 Manufacture of consumer electronics;2018;1.0;;;
1192;264 Manufacture of consumer electronics;2019;3.0;;;
1193;264 Manufacture of consumer electronics;2020;3.0;;;
1194;264 Manufacture of consumer electronics;2021;1.0;;0.0;0.0
1195;264 Manufacture of consumer electronics;2022;1.0;;0.0;0.0
1196;265 Manufacture of measuring instruments;2010;8.0;424.0;;
1197;265 Manufacture of measuring instruments;2011;7.0;477.0;;
1198;265 Manufacture of measuring instruments;2012;19.0;1367.0;;
1199;265 Manufacture of measuring instruments;2013;13.0;825.0;;
1200;265 Manufacture of measuring instruments;2014;17.0;739.0;;
1201;265 Manufacture of measuring instruments;2015;10.0;379.0;;
1202;265 Manufacture of measuring instruments;2016;12.0;640.0;;
1203;265 Manufacture of measuring instruments;2017;13.0;907.0;;
1204;265 Manufacture of measuring instruments;2018;11.0;579.0;;
1205;265 Manufacture of measuring instruments;2019;12.0;1268.0;;
1206;265 Manufacture of measuring instruments;2020;9.0;680.0;;
1207;265 Manufacture of measuring instruments;2021;7.0;836.0;0.0;0.0
1208;265 Manufacture of measuring instruments;2022;5.0;254.0;0.0;0.0
1209;266 Manufacture electromedical equipment;2010;2.0;;;
1210;266 Manufacture electromedical equipment;2011;5.0;293.0;;
1211;266 Manufacture electromedical equipment;2012;3.0;;;
1212;266 Manufacture electromedical equipment;2013;4.0;187.0;;
1213;266 Manufacture electromedical equipment;2014;3.0;;;
1214;266 Manufacture electromedical equipment;2015;2.0;;;
1215;266 Manufacture electromedical equipment;2016;2.0;;;
1216;266 Manufacture electromedical equipment;2017;1.0;;;
1217;266 Manufacture electromedical equipment;2018;4.0;214.0;;
1218;266 Manufacture electromedical equipment;2019;2.0;;;
1219;266 Manufacture electromedical equipment;2020;0.0;0.0;;
1220;266 Manufacture electromedical equipment;2021;1.0;;0.0;0.0
1221;266 Manufacture electromedical equipment;2022;1.0;;0.0;0.0
1222;267 Manufacture of optical instruments;2010;4.0;157.0;;
1223;267 Manufacture of optical instruments;2011;2.0;;;
1224;267 Manufacture of optical instruments;2012;2.0;;;
1225;267 Manufacture of optical instruments;2013;3.0;;;
1226;267 Manufacture of optical instruments;2014;1.0;;;
1227;267 Manufacture of optical instruments;2015;2.0;;;
1228;267 Manufacture of optical instruments;2016;4.0;167.0;;
1229;267 Manufacture of optical instruments;2017;1.0;;;
1230;267 Manufacture of optical instruments;2018;2.0;;;
1231;267 Manufacture of optical instruments;2019;4.0;;;
1232;267 Manufacture of optical instruments;2020;3.0;;;
1233;267 Manufacture of optical instruments;2021;3.0;;0.0;0.0
1234;267 Manufacture of optical instruments;2022;3.0;;0.0;0.0
1235;268 Manufacture of media;2010;0.0;0.0;;
1236;268 Manufacture of media;2011;0.0;0.0;;
1237;268 Manufacture of media;2012;0.0;0.0;;
1238;268 Manufacture of media;2013;0.0;0.0;;
1239;268 Manufacture of media;2014;0.0;0.0;;
1240;268 Manufacture of media;2015;0.0;0.0;;
1241;268 Manufacture of media;2016;0.0;0.0;;
1242;268 Manufacture of media;2017;1.0;;;
1243;268 Manufacture of media;2018;1.0;;;
1244;268 Manufacture of media;2019;0.0;0.0;;
1245;268 Manufacture of media;2020;0.0;0.0;;
1246;268 Manufacture of media;2021;1.0;;0.0;0.0
1247;268 Manufacture of media;2022;0.0;0.0;0.0;0.0
1248;27 Manufacture of electric equipment;2010;17.0;1192.0;;
1249;27 Manufacture of electric equipment;2011;21.0;2307.0;;
1250;27 Manufacture of electric equipment;2012;25.0;2962.0;;
1251;27 Manufacture of electric equipment;2013;31.0;3737.0;;
1252;27 Manufacture of electric equipment;2014;22.0;2803.0;;
1253;27 Manufacture of electric equipment;2015;21.0;1819.0;;
1254;27 Manufacture of electric equipment;2016;33.0;2737.0;;
1255;27 Manufacture of electric equipment;2017;38.0;2997.0;;
1256;27 Manufacture of electric equipment;2018;38.0;3711.0;;
1257;27 Manufacture of electric equipment;2019;44.0;6303.0;;
1258;27 Manufacture of electric equipment;2020;40.0;4862.0;;
1259;27 Manufacture of electric equipment;2021;28.0;3927.0;0.0;0.0
1260;27 Manufacture of electric equipment;2022;34.0;;1.0;
1261;271 Manufacture of electric motors etc.;2010;8.0;795.0;;
1262;271 Manufacture of electric motors etc.;2011;11.0;1029.0;;
1263;271 Manufacture of electric motors etc.;2012;12.0;745.0;;
1264;271 Manufacture of electric motors etc.;2013;10.0;720.0;;
1265;271 Manufacture of electric motors etc.;2014;6.0;464.0;;
1266;271 Manufacture of electric motors etc.;2015;7.0;302.0;;
1267;271 Manufacture of electric motors etc.;2016;15.0;888.0;;
1268;271 Manufacture of electric motors etc.;2017;13.0;;;
1269;271 Manufacture of electric motors etc.;2018;18.0;1308.0;;
1270;271 Manufacture of electric motors etc.;2019;16.0;1430.0;;
1271;271 Manufacture of electric motors etc.;2020;16.0;1369.0;;
1272;271 Manufacture of electric motors etc.;2021;13.0;1166.0;0.0;0.0
1273;271 Manufacture of electric motors etc.;2022;12.0;1017.0;1.0;
1274;272 Manufacture of batteries;2010;0.0;0.0;;
1275;272 Manufacture of batteries;2011;0.0;0.0;;
1276;272 Manufacture of batteries;2012;0.0;0.0;;
1277;272 Manufacture of batteries;2013;1.0;;;
1278;272 Manufacture of batteries;2014;0.0;0.0;;
1279;272 Manufacture of batteries;2015;1.0;;;
1280;272 Manufacture of batteries;2016;1.0;;;
1281;272 Manufacture of batteries;2017;0.0;0.0;;
1282;272 Manufacture of batteries;2018;0.0;0.0;;
1283;272 Manufacture of batteries;2019;0.0;0.0;;
1284;272 Manufacture of batteries;2020;1.0;;;
1285;272 Manufacture of batteries;2021;0.0;0.0;0.0;0.0
1286;272 Manufacture of batteries;2022;2.0;;0.0;0.0
1287;273 Manufacture of wiring and -devices;2010;1.0;;;
1288;273 Manufacture of wiring and -devices;2011;1.0;;;
1289;273 Manufacture of wiring and -devices;2012;2.0;;;
1290;273 Manufacture of wiring and -devices;2013;4.0;;;
1291;273 Manufacture of wiring and -devices;2014;1.0;;;
1292;273 Manufacture of wiring and -devices;2015;1.0;;;
1293;273 Manufacture of wiring and -devices;2016;4.0;291.0;;
1294;273 Manufacture of wiring and -devices;2017;5.0;249.0;;
1295;273 Manufacture of wiring and -devices;2018;6.0;186.0;;
1296;273 Manufacture of wiring and -devices;2019;7.0;242.0;;
1297;273 Manufacture of wiring and -devices;2020;8.0;284.0;;
1298;273 Manufacture of wiring and -devices;2021;4.0;136.0;0.0;0.0
1299;273 Manufacture of wiring and -devices;2022;5.0;;0.0;0.0
1300;274 Manufacture of lighting equipment;2010;5.0;253.0;;
1301;274 Manufacture of lighting equipment;2011;4.0;;;
1302;274 Manufacture of lighting equipment;2012;6.0;174.0;;
1303;274 Manufacture of lighting equipment;2013;6.0;162.0;;
1304;274 Manufacture of lighting equipment;2014;6.0;;;
1305;274 Manufacture of lighting equipment;2015;4.0;128.0;;
1306;274 Manufacture of lighting equipment;2016;5.0;230.0;;
1307;274 Manufacture of lighting equipment;2017;8.0;359.0;;
1308;274 Manufacture of lighting equipment;2018;7.0;371.0;;
1309;274 Manufacture of lighting equipment;2019;9.0;386.0;;
1310;274 Manufacture of lighting equipment;2020;4.0;254.0;;
1311;274 Manufacture of lighting equipment;2021;1.0;;0.0;0.0
1312;274 Manufacture of lighting equipment;2022;2.0;;0.0;0.0
1313;275 Manufacture of domestic appliances;2010;1.0;;;
1314;275 Manufacture of domestic appliances;2011;3.0;;;
1315;275 Manufacture of domestic appliances;2012;3.0;;;
1316;275 Manufacture of domestic appliances;2013;3.0;;;
1317;275 Manufacture of domestic appliances;2014;3.0;;;
1318;275 Manufacture of domestic appliances;2015;2.0;;;
1319;275 Manufacture of domestic appliances;2016;5.0;;;
1320;275 Manufacture of domestic appliances;2017;7.0;529.0;;
1321;275 Manufacture of domestic appliances;2018;4.0;;;
1322;275 Manufacture of domestic appliances;2019;5.0;;;
1323;275 Manufacture of domestic appliances;2020;4.0;;;
1324;275 Manufacture of domestic appliances;2021;4.0;;0.0;0.0
1325;275 Manufacture of domestic appliances;2022;5.0;;0.0;0.0
1326;279 Manufacture other electric equipment;2010;2.0;;;
1327;279 Manufacture other electric equipment;2011;2.0;;;
1328;279 Manufacture other electric equipment;2012;2.0;;;
1329;279 Manufacture other electric equipment;2013;7.0;1012.0;;
1330;279 Manufacture other electric equipment;2014;6.0;435.0;;
1331;279 Manufacture other electric equipment;2015;6.0;;;
1332;279 Manufacture other electric equipment;2016;3.0;;;
1333;279 Manufacture other electric equipment;2017;5.0;;;
1334;279 Manufacture other electric equipment;2018;3.0;;;
1335;279 Manufacture other electric equipment;2019;7.0;;;
1336;279 Manufacture other electric equipment;2020;7.0;;;
1337;279 Manufacture other electric equipment;2021;6.0;;0.0;0.0
1338;279 Manufacture other electric equipment;2022;8.0;;0.0;0.0
1339;28 Manufacture of machinery n.e.c.;2010;91.0;8850.0;;
1340;28 Manufacture of machinery n.e.c.;2011;80.0;7311.0;;
1341;28 Manufacture of machinery n.e.c.;2012;96.0;7337.0;;
1342;28 Manufacture of machinery n.e.c.;2013;112.0;13571.0;;
1343;28 Manufacture of machinery n.e.c.;2014;115.0;7724.0;;
1344;28 Manufacture of machinery n.e.c.;2015;105.0;8276.0;;
1345;28 Manufacture of machinery n.e.c.;2016;121.0;8229.0;;
1346;28 Manufacture of machinery n.e.c.;2017;124.0;7954.0;;
1347;28 Manufacture of machinery n.e.c.;2018;158.0;19067.0;;
1348;28 Manufacture of machinery n.e.c.;2019;172.0;26876.0;;
1349;28 Manufacture of machinery n.e.c.;2020;130.0;24007.0;;
1350;28 Manufacture of machinery n.e.c.;2021;124.0;;1.0;
1351;28 Manufacture of machinery n.e.c.;2022;121.0;28586.0;1.0;
1352;281 Manufacture of engines, pumps etc.;2010;14.0;2506.0;;
1353;281 Manufacture of engines, pumps etc.;2011;14.0;1540.0;;
1354;281 Manufacture of engines, pumps etc.;2012;14.0;650.0;;
1355;281 Manufacture of engines, pumps etc.;2013;15.0;;;
1356;281 Manufacture of engines, pumps etc.;2014;10.0;635.0;;
1357;281 Manufacture of engines, pumps etc.;2015;6.0;439.0;;
1358;281 Manufacture of engines, pumps etc.;2016;11.0;844.0;;
1359;281 Manufacture of engines, pumps etc.;2017;10.0;;;
1360;281 Manufacture of engines, pumps etc.;2018;10.0;;;
1361;281 Manufacture of engines, pumps etc.;2019;13.0;1332.0;;
1362;281 Manufacture of engines, pumps etc.;2020;9.0;809.0;;
1363;281 Manufacture of engines, pumps etc.;2021;11.0;1035.0;0.0;0.0
1364;281 Manufacture of engines, pumps etc.;2022;15.0;2249.0;1.0;
1365;282 Manufacture of general machinery;2010;43.0;3466.0;;
1366;282 Manufacture of general machinery;2011;34.0;3193.0;;
1367;282 Manufacture of general machinery;2012;35.0;3174.0;;
1368;282 Manufacture of general machinery;2013;41.0;3586.0;;
1369;282 Manufacture of general machinery;2014;48.0;3974.0;;
1370;282 Manufacture of general machinery;2015;48.0;4485.0;;
1371;282 Manufacture of general machinery;2016;53.0;3603.0;;
1372;282 Manufacture of general machinery;2017;56.0;3443.0;;
1373;282 Manufacture of general machinery;2018;78.0;4619.0;;
1374;282 Manufacture of general machinery;2019;82.0;7262.0;;
1375;282 Manufacture of general machinery;2020;57.0;4776.0;;
1376;282 Manufacture of general machinery;2021;50.0;3583.0;1.0;
1377;282 Manufacture of general machinery;2022;40.0;3094.0;0.0;0.0
1378;283 Manufacture agricultural machinery;2010;11.0;;;
1379;283 Manufacture agricultural machinery;2011;10.0;;;
1380;283 Manufacture agricultural machinery;2012;15.0;1532.0;;
1381;283 Manufacture agricultural machinery;2013;16.0;1720.0;;
1382;283 Manufacture agricultural machinery;2014;13.0;858.0;;
1383;283 Manufacture agricultural machinery;2015;7.0;539.0;;
1384;283 Manufacture agricultural machinery;2016;8.0;;;
1385;283 Manufacture agricultural machinery;2017;9.0;474.0;;
1386;283 Manufacture agricultural machinery;2018;10.0;520.0;;
1387;283 Manufacture agricultural machinery;2019;11.0;618.0;;
1388;283 Manufacture agricultural machinery;2020;11.0;728.0;;
1389;283 Manufacture agricultural machinery;2021;15.0;;0.0;0.0
1390;283 Manufacture agricultural machinery;2022;16.0;1136.0;0.0;0.0
1391;284 Manufacture of machine tools;2010;1.0;;;
1392;284 Manufacture of machine tools;2011;2.0;;;
1393;284 Manufacture of machine tools;2012;5.0;739.0;;
1394;284 Manufacture of machine tools;2013;4.0;;;
1395;284 Manufacture of machine tools;2014;5.0;217.0;;
1396;284 Manufacture of machine tools;2015;5.0;130.0;;
1397;284 Manufacture of machine tools;2016;2.0;;;
1398;284 Manufacture of machine tools;2017;3.0;;;
1399;284 Manufacture of machine tools;2018;4.0;;;
1400;284 Manufacture of machine tools;2019;7.0;547.0;;
1401;284 Manufacture of machine tools;2020;5.0;185.0;;
1402;284 Manufacture of machine tools;2021;3.0;;0.0;0.0
1403;284 Manufacture of machine tools;2022;7.0;796.0;0.0;0.0
1404;289 Manufacture other special machinery;2010;22.0;2317.0;;
1405;289 Manufacture other special machinery;2011;20.0;1757.0;;
1406;289 Manufacture other special machinery;2012;27.0;1243.0;;
1407;289 Manufacture other special machinery;2013;36.0;6972.0;;
1408;289 Manufacture other special machinery;2014;39.0;2039.0;;
1409;289 Manufacture other special machinery;2015;39.0;2683.0;;
1410;289 Manufacture other special machinery;2016;47.0;3148.0;;
1411;289 Manufacture other special machinery;2017;46.0;3139.0;;
1412;289 Manufacture other special machinery;2018;56.0;12706.0;;
1413;289 Manufacture other special machinery;2019;59.0;17117.0;;
1414;289 Manufacture other special machinery;2020;48.0;17508.0;;
1415;289 Manufacture other special machinery;2021;45.0;18372.0;0.0;0.0
1416;289 Manufacture other special machinery;2022;43.0;21311.0;0.0;0.0
1417;29 Manufacture of cars and trailers;2010;12.0;678.0;;
1418;29 Manufacture of cars and trailers;2011;12.0;573.0;;
1419;29 Manufacture of cars and trailers;2012;9.0;418.0;;
1420;29 Manufacture of cars and trailers;2013;8.0;390.0;;
1421;29 Manufacture of cars and trailers;2014;7.0;411.0;;
1422;29 Manufacture of cars and trailers;2015;9.0;724.0;;
1423;29 Manufacture of cars and trailers;2016;17.0;3701.0;;
1424;29 Manufacture of cars and trailers;2017;31.0;4746.0;;
1425;29 Manufacture of cars and trailers;2018;42.0;7390.0;;
1426;29 Manufacture of cars and trailers;2019;27.0;7815.0;;
1427;29 Manufacture of cars and trailers;2020;19.0;6687.0;;
1428;29 Manufacture of cars and trailers;2021;14.0;614.0;2.0;
1429;29 Manufacture of cars and trailers;2022;17.0;1555.0;1.0;
1430;291 Manufacture of motor vehicles;2010;1.0;;;
1431;291 Manufacture of motor vehicles;2011;1.0;;;
1432;291 Manufacture of motor vehicles;2012;0.0;0.0;;
1433;291 Manufacture of motor vehicles;2013;0.0;0.0;;
1434;291 Manufacture of motor vehicles;2014;1.0;;;
1435;291 Manufacture of motor vehicles;2015;1.0;;;
1436;291 Manufacture of motor vehicles;2016;2.0;;;
1437;291 Manufacture of motor vehicles;2017;3.0;;;
1438;291 Manufacture of motor vehicles;2018;3.0;;;
1439;291 Manufacture of motor vehicles;2019;3.0;;;
1440;291 Manufacture of motor vehicles;2020;4.0;;;
1441;291 Manufacture of motor vehicles;2021;2.0;;1.0;
1442;291 Manufacture of motor vehicles;2022;3.0;;1.0;
1443;292 Manufacture of bodies and trailers;2010;7.0;;;
1444;292 Manufacture of bodies and trailers;2011;7.0;;;
1445;292 Manufacture of bodies and trailers;2012;5.0;;;
1446;292 Manufacture of bodies and trailers;2013;4.0;227.0;;
1447;292 Manufacture of bodies and trailers;2014;5.0;;;
1448;292 Manufacture of bodies and trailers;2015;7.0;;;
1449;292 Manufacture of bodies and trailers;2016;12.0;;;
1450;292 Manufacture of bodies and trailers;2017;22.0;;;
1451;292 Manufacture of bodies and trailers;2018;35.0;;;
1452;292 Manufacture of bodies and trailers;2019;23.0;;;
1453;292 Manufacture of bodies and trailers;2020;12.0;;;
1454;292 Manufacture of bodies and trailers;2021;10.0;348.0;1.0;
1455;292 Manufacture of bodies and trailers;2022;11.0;936.0;0.0;0.0
1456;293 Manufacture of car parts;2010;4.0;;;
1457;293 Manufacture of car parts;2011;4.0;;;
1458;293 Manufacture of car parts;2012;4.0;;;
1459;293 Manufacture of car parts;2013;4.0;163.0;;
1460;293 Manufacture of car parts;2014;1.0;;;
1461;293 Manufacture of car parts;2015;1.0;;;
1462;293 Manufacture of car parts;2016;3.0;;;
1463;293 Manufacture of car parts;2017;6.0;142.0;;
1464;293 Manufacture of car parts;2018;4.0;89.0;;
1465;293 Manufacture of car parts;2019;1.0;;;
1466;293 Manufacture of car parts;2020;3.0;;;
1467;293 Manufacture of car parts;2021;2.0;;0.0;0.0
1468;293 Manufacture of car parts;2022;3.0;;0.0;0.0
1469;30 Manufacture of other transport;2010;18.0;1902.0;;
1470;30 Manufacture of other transport;2011;16.0;3374.0;;
1471;30 Manufacture of other transport;2012;23.0;2514.0;;
1472;30 Manufacture of other transport;2013;19.0;2812.0;;
1473;30 Manufacture of other transport;2014;24.0;3049.0;;
1474;30 Manufacture of other transport;2015;25.0;4343.0;;
1475;30 Manufacture of other transport;2016;27.0;2919.0;;
1476;30 Manufacture of other transport;2017;25.0;2956.0;;
1477;30 Manufacture of other transport;2018;22.0;1151.0;;
1478;30 Manufacture of other transport;2019;24.0;2109.0;;
1479;30 Manufacture of other transport;2020;20.0;2447.0;;
1480;30 Manufacture of other transport;2021;18.0;1979.0;0.0;0.0
1481;30 Manufacture of other transport;2022;19.0;1609.0;0.0;0.0
1482;301 Building of ships and boats;2010;13.0;1677.0;;
1483;301 Building of ships and boats;2011;8.0;;;
1484;301 Building of ships and boats;2012;14.0;1845.0;;
1485;301 Building of ships and boats;2013;12.0;2229.0;;
1486;301 Building of ships and boats;2014;15.0;2204.0;;
1487;301 Building of ships and boats;2015;13.0;2784.0;;
1488;301 Building of ships and boats;2016;15.0;1998.0;;
1489;301 Building of ships and boats;2017;14.0;;;
1490;301 Building of ships and boats;2018;16.0;;;
1491;301 Building of ships and boats;2019;16.0;1579.0;;
1492;301 Building of ships and boats;2020;12.0;1524.0;;
1493;301 Building of ships and boats;2021;10.0;1017.0;0.0;0.0
1494;301 Building of ships and boats;2022;9.0;;0.0;0.0
1495;302 Manufacture of railway rolling stock;2010;0.0;0.0;;
1496;302 Manufacture of railway rolling stock;2011;0.0;0.0;;
1497;302 Manufacture of railway rolling stock;2012;1.0;;;
1498;302 Manufacture of railway rolling stock;2013;1.0;;;
1499;302 Manufacture of railway rolling stock;2014;0.0;0.0;;
1500;302 Manufacture of railway rolling stock;2015;0.0;0.0;;
1501;302 Manufacture of railway rolling stock;2016;0.0;0.0;;
1502;302 Manufacture of railway rolling stock;2017;0.0;0.0;;
1503;302 Manufacture of railway rolling stock;2018;0.0;0.0;;
1504;302 Manufacture of railway rolling stock;2019;0.0;0.0;;
1505;302 Manufacture of railway rolling stock;2020;0.0;0.0;;
1506;302 Manufacture of railway rolling stock;2021;1.0;;0.0;0.0
1507;302 Manufacture of railway rolling stock;2022;1.0;;0.0;0.0
1508;303 Manufacture of aircraft;2010;2.0;;;
1509;303 Manufacture of aircraft;2011;4.0;;;
1510;303 Manufacture of aircraft;2012;4.0;287.0;;
1511;303 Manufacture of aircraft;2013;3.0;;;
1512;303 Manufacture of aircraft;2014;4.0;;;
1513;303 Manufacture of aircraft;2015;4.0;;;
1514;303 Manufacture of aircraft;2016;3.0;;;
1515;303 Manufacture of aircraft;2017;3.0;;;
1516;303 Manufacture of aircraft;2018;1.0;;;
1517;303 Manufacture of aircraft;2019;2.0;;;
1518;303 Manufacture of aircraft;2020;2.0;;;
1519;303 Manufacture of aircraft;2021;0.0;0.0;0.0;0.0
