ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OprichtingenVanVestigingen_1;NieuweVestigingenBestaandeBedrijven_2;OpheffingenVanVestigingen_3;GestopteVestigingenBestaandeBedrijven_4
2702;D Energievoorziening;Zuidoost-Drenthe (CR);2007;5.0;0.0;0.0;0.0
2703;D Energievoorziening;Zuidoost-Drenthe (CR);2008;40.0;0.0;0.0;0.0
2704;D Energievoorziening;Zuidoost-Drenthe (CR);2009;0.0;0.0;40.0;0.0
2705;D Energievoorziening;Zuidoost-Drenthe (CR);2010;0.0;0.0;0.0;0.0
2706;D Energievoorziening;Zuidoost-Drenthe (CR);2011;5.0;0.0;0.0;0.0
2707;D Energievoorziening;Zuidoost-Drenthe (CR);2012;0.0;0.0;0.0;0.0
2708;D Energievoorziening;Zuidoost-Drenthe (CR);2013;0.0;0.0;0.0;0.0
2709;D Energievoorziening;Zuidwest-Drenthe (CR);2007;0.0;0.0;0.0;0.0
2710;D Energievoorziening;Zuidwest-Drenthe (CR);2008;5.0;0.0;0.0;0.0
2711;D Energievoorziening;Zuidwest-Drenthe (CR);2009;0.0;0.0;0.0;0.0
2712;D Energievoorziening;Zuidwest-Drenthe (CR);2010;0.0;0.0;0.0;0.0
2713;D Energievoorziening;Zuidwest-Drenthe (CR);2011;;;;
2714;D Energievoorziening;Zuidwest-Drenthe (CR);2012;0.0;0.0;0.0;0.0
2715;D Energievoorziening;Zuidwest-Drenthe (CR);2013;0.0;0.0;0.0;0.0
2716;D Energievoorziening;Noord-Overijssel (CR);2007;5.0;0.0;0.0;0.0
2717;D Energievoorziening;Noord-Overijssel (CR);2008;5.0;0.0;0.0;0.0
2718;D Energievoorziening;Noord-Overijssel (CR);2009;0.0;0.0;0.0;0.0
2719;D Energievoorziening;Noord-Overijssel (CR);2010;0.0;5.0;0.0;0.0
2720;D Energievoorziening;Noord-Overijssel (CR);2011;5.0;0.0;0.0;0.0
2721;D Energievoorziening;Noord-Overijssel (CR);2012;5.0;0.0;0.0;0.0
2722;D Energievoorziening;Noord-Overijssel (CR);2013;5.0;0.0;0.0;0.0
2723;D Energievoorziening;Zuidwest-Overijssel (CR);2007;0.0;0.0;0.0;0.0
2724;D Energievoorziening;Zuidwest-Overijssel (CR);2008;0.0;0.0;0.0;0.0
2725;D Energievoorziening;Zuidwest-Overijssel (CR);2009;0.0;0.0;0.0;0.0
2726;D Energievoorziening;Zuidwest-Overijssel (CR);2010;0.0;0.0;0.0;0.0
2727;D Energievoorziening;Zuidwest-Overijssel (CR);2011;0.0;0.0;0.0;0.0
2728;D Energievoorziening;Zuidwest-Overijssel (CR);2012;0.0;0.0;0.0;0.0
2729;D Energievoorziening;Zuidwest-Overijssel (CR);2013;0.0;0.0;0.0;0.0
2730;D Energievoorziening;Twente (CR);2007;5.0;0.0;5.0;0.0
2731;D Energievoorziening;Twente (CR);2008;5.0;5.0;5.0;0.0
2732;D Energievoorziening;Twente (CR);2009;5.0;5.0;0.0;0.0
2733;D Energievoorziening;Twente (CR);2010;0.0;0.0;5.0;0.0
2734;D Energievoorziening;Twente (CR);2011;5.0;0.0;0.0;0.0
2735;D Energievoorziening;Twente (CR);2012;0.0;0.0;5.0;0.0
2736;D Energievoorziening;Twente (CR);2013;5.0;0.0;0.0;0.0
2737;D Energievoorziening;Veluwe (CR);2007;5.0;0.0;5.0;0.0
2738;D Energievoorziening;Veluwe (CR);2008;5.0;5.0;0.0;0.0
2739;D Energievoorziening;Veluwe (CR);2009;0.0;0.0;0.0;0.0
2740;D Energievoorziening;Veluwe (CR);2010;0.0;0.0;5.0;0.0
2741;D Energievoorziening;Veluwe (CR);2011;10.0;0.0;0.0;0.0
2742;D Energievoorziening;Veluwe (CR);2012;5.0;0.0;0.0;0.0
2743;D Energievoorziening;Veluwe (CR);2013;5.0;0.0;0.0;0.0
2744;D Energievoorziening;Achterhoek (CR);2007;0.0;0.0;0.0;0.0
2745;D Energievoorziening;Achterhoek (CR);2008;5.0;0.0;0.0;0.0
2746;D Energievoorziening;Achterhoek (CR);2009;0.0;0.0;0.0;0.0
2747;D Energievoorziening;Achterhoek (CR);2010;5.0;0.0;0.0;0.0
2748;D Energievoorziening;Achterhoek (CR);2011;5.0;0.0;0.0;0.0
2749;D Energievoorziening;Achterhoek (CR);2012;0.0;0.0;0.0;0.0
2750;D Energievoorziening;Achterhoek (CR);2013;5.0;0.0;0.0;0.0
2751;D Energievoorziening;Arnhem/Nijmegen (CR);2007;5.0;0.0;5.0;0.0
2752;D Energievoorziening;Arnhem/Nijmegen (CR);2008;5.0;5.0;5.0;0.0
2753;D Energievoorziening;Arnhem/Nijmegen (CR);2009;5.0;0.0;0.0;0.0
2754;D Energievoorziening;Arnhem/Nijmegen (CR);2010;5.0;0.0;0.0;0.0
2755;D Energievoorziening;Arnhem/Nijmegen (CR);2011;5.0;5.0;5.0;0.0
2756;D Energievoorziening;Arnhem/Nijmegen (CR);2012;5.0;5.0;5.0;10.0
2757;D Energievoorziening;Arnhem/Nijmegen (CR);2013;0.0;0.0;0.0;0.0
2758;D Energievoorziening;Zuidwest-Gelderland (CR);2007;0.0;0.0;0.0;0.0
2759;D Energievoorziening;Zuidwest-Gelderland (CR);2008;5.0;0.0;0.0;0.0
2760;D Energievoorziening;Zuidwest-Gelderland (CR);2009;5.0;0.0;5.0;0.0
2761;D Energievoorziening;Zuidwest-Gelderland (CR);2010;5.0;0.0;0.0;0.0
2762;D Energievoorziening;Zuidwest-Gelderland (CR);2011;0.0;0.0;5.0;0.0
2763;D Energievoorziening;Zuidwest-Gelderland (CR);2012;0.0;0.0;0.0;0.0
2764;D Energievoorziening;Zuidwest-Gelderland (CR);2013;5.0;0.0;5.0;0.0
2765;D Energievoorziening;Utrecht (CR);2007;5.0;5.0;5.0;5.0
2766;D Energievoorziening;Utrecht (CR);2008;10.0;0.0;0.0;0.0
2767;D Energievoorziening;Utrecht (CR);2009;5.0;0.0;5.0;5.0
2768;D Energievoorziening;Utrecht (CR);2010;5.0;0.0;5.0;0.0
2769;D Energievoorziening;Utrecht (CR);2011;15.0;5.0;5.0;0.0
2770;D Energievoorziening;Utrecht (CR);2012;20.0;0.0;5.0;5.0
2771;D Energievoorziening;Utrecht (CR);2013;10.0;0.0;5.0;0.0
2772;D Energievoorziening;Kop van Noord-Holland (CR);2007;10.0;0.0;5.0;0.0
2773;D Energievoorziening;Kop van Noord-Holland (CR);2008;10.0;0.0;5.0;0.0
2774;D Energievoorziening;Kop van Noord-Holland (CR);2009;5.0;0.0;0.0;0.0
2775;D Energievoorziening;Kop van Noord-Holland (CR);2010;5.0;0.0;0.0;0.0
2776;D Energievoorziening;Kop van Noord-Holland (CR);2011;0.0;5.0;5.0;0.0
2777;D Energievoorziening;Kop van Noord-Holland (CR);2012;5.0;0.0;5.0;0.0
2778;D Energievoorziening;Kop van Noord-Holland (CR);2013;10.0;0.0;5.0;5.0
2779;D Energievoorziening;Alkmaar en omgeving (CR);2007;0.0;0.0;0.0;0.0
2780;D Energievoorziening;Alkmaar en omgeving (CR);2008;0.0;0.0;0.0;0.0
2781;D Energievoorziening;Alkmaar en omgeving (CR);2009;;;;
2782;D Energievoorziening;Alkmaar en omgeving (CR);2010;0.0;0.0;0.0;0.0
2783;D Energievoorziening;Alkmaar en omgeving (CR);2011;0.0;0.0;0.0;0.0
2784;D Energievoorziening;Alkmaar en omgeving (CR);2012;0.0;0.0;0.0;0.0
2785;D Energievoorziening;Alkmaar en omgeving (CR);2013;5.0;0.0;0.0;0.0
2786;D Energievoorziening;IJmond (CR);2007;0.0;0.0;0.0;0.0
2787;D Energievoorziening;IJmond (CR);2008;0.0;0.0;0.0;0.0
2788;D Energievoorziening;IJmond (CR);2009;0.0;0.0;0.0;0.0
2789;D Energievoorziening;IJmond (CR);2010;;;;
2790;D Energievoorziening;IJmond (CR);2011;0.0;0.0;0.0;0.0
2791;D Energievoorziening;IJmond (CR);2012;5.0;0.0;0.0;0.0
2792;D Energievoorziening;IJmond (CR);2013;0.0;0.0;0.0;0.0
2793;D Energievoorziening;Agglomeratie Haarlem (CR);2007;;;;
2794;D Energievoorziening;Agglomeratie Haarlem (CR);2008;0.0;0.0;0.0;0.0
2795;D Energievoorziening;Agglomeratie Haarlem (CR);2009;;;;
2796;D Energievoorziening;Agglomeratie Haarlem (CR);2010;0.0;0.0;0.0;0.0
2797;D Energievoorziening;Agglomeratie Haarlem (CR);2011;0.0;0.0;0.0;0.0
2798;D Energievoorziening;Agglomeratie Haarlem (CR);2012;0.0;0.0;0.0;0.0
2799;D Energievoorziening;Agglomeratie Haarlem (CR);2013;;;;
2800;D Energievoorziening;Zaanstreek (CR);2007;;;;
2801;D Energievoorziening;Zaanstreek (CR);2008;;;;
2802;D Energievoorziening;Zaanstreek (CR);2009;;;;
2803;D Energievoorziening;Zaanstreek (CR);2010;0.0;0.0;0.0;0.0
2804;D Energievoorziening;Zaanstreek (CR);2011;0.0;0.0;0.0;0.0
2805;D Energievoorziening;Zaanstreek (CR);2012;;;;
2806;D Energievoorziening;Zaanstreek (CR);2013;;;;
2807;D Energievoorziening;Groot-Amsterdam (CR);2007;5.0;0.0;0.0;0.0
2808;D Energievoorziening;Groot-Amsterdam (CR);2008;10.0;5.0;0.0;0.0
2809;D Energievoorziening;Groot-Amsterdam (CR);2009;10.0;0.0;5.0;0.0
2810;D Energievoorziening;Groot-Amsterdam (CR);2010;10.0;10.0;5.0;0.0
2811;D Energievoorziening;Groot-Amsterdam (CR);2011;10.0;0.0;5.0;0.0
2812;D Energievoorziening;Groot-Amsterdam (CR);2012;15.0;5.0;10.0;5.0
2813;D Energievoorziening;Groot-Amsterdam (CR);2013;15.0;5.0;10.0;0.0
2814;D Energievoorziening;Het Gooi en Vechtstreek (CR);2007;;;;
2815;D Energievoorziening;Het Gooi en Vechtstreek (CR);2008;;;;
2816;D Energievoorziening;Het Gooi en Vechtstreek (CR);2009;;;;
2817;D Energievoorziening;Het Gooi en Vechtstreek (CR);2010;;;;
2818;D Energievoorziening;Het Gooi en Vechtstreek (CR);2011;0.0;0.0;0.0;0.0
2819;D Energievoorziening;Het Gooi en Vechtstreek (CR);2012;5.0;0.0;0.0;0.0
2820;D Energievoorziening;Het Gooi en Vechtstreek (CR);2013;5.0;0.0;0.0;0.0
2821;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2007;0.0;0.0;0.0;0.0
2822;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2008;0.0;5.0;0.0;0.0
2823;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2009;0.0;0.0;0.0;0.0
2824;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2010;;;;
2825;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2011;0.0;0.0;0.0;0.0
2826;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2012;0.0;0.0;0.0;0.0
2827;D Energievoorziening;Agglomeratie Leiden en Bollenstreek (CR);2013;0.0;0.0;0.0;0.0
2828;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2007;5.0;0.0;5.0;0.0
2829;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2008;5.0;0.0;0.0;5.0
2830;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2009;5.0;0.0;5.0;0.0
2831;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2010;5.0;0.0;0.0;0.0
2832;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2011;0.0;0.0;5.0;0.0
2833;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2012;5.0;5.0;5.0;0.0
2834;D Energievoorziening;Agglomeratie 's-Gravenhage (CR);2013;5.0;0.0;5.0;0.0
2835;D Energievoorziening;Delft en Westland (CR);2007;0.0;0.0;0.0;0.0
2836;D Energievoorziening;Delft en Westland (CR);2008;10.0;0.0;5.0;0.0
2837;D Energievoorziening;Delft en Westland (CR);2009;5.0;0.0;0.0;0.0
2838;D Energievoorziening;Delft en Westland (CR);2010;0.0;0.0;5.0;0.0
2839;D Energievoorziening;Delft en Westland (CR);2011;5.0;0.0;0.0;0.0
2840;D Energievoorziening;Delft en Westland (CR);2012;0.0;0.0;0.0;0.0
2841;D Energievoorziening;Delft en Westland (CR);2013;5.0;0.0;0.0;0.0
2842;D Energievoorziening;Oost-Zuid-Holland (CR);2007;0.0;0.0;0.0;0.0
2843;D Energievoorziening;Oost-Zuid-Holland (CR);2008;0.0;0.0;0.0;0.0
2844;D Energievoorziening;Oost-Zuid-Holland (CR);2009;5.0;0.0;0.0;0.0
2845;D Energievoorziening;Oost-Zuid-Holland (CR);2010;0.0;0.0;0.0;0.0
2846;D Energievoorziening;Oost-Zuid-Holland (CR);2011;0.0;0.0;0.0;0.0
2847;D Energievoorziening;Oost-Zuid-Holland (CR);2012;5.0;0.0;0.0;0.0
2848;D Energievoorziening;Oost-Zuid-Holland (CR);2013;0.0;0.0;0.0;0.0
2849;D Energievoorziening;Groot-Rijnmond (CR);2007;10.0;5.0;5.0;0.0
2850;D Energievoorziening;Groot-Rijnmond (CR);2008;10.0;0.0;5.0;0.0
2851;D Energievoorziening;Groot-Rijnmond (CR);2009;10.0;5.0;5.0;0.0
2852;D Energievoorziening;Groot-Rijnmond (CR);2010;5.0;0.0;5.0;5.0
2853;D Energievoorziening;Groot-Rijnmond (CR);2011;10.0;5.0;5.0;5.0
2854;D Energievoorziening;Groot-Rijnmond (CR);2012;5.0;5.0;5.0;5.0
2855;D Energievoorziening;Groot-Rijnmond (CR);2013;10.0;0.0;10.0;0.0
2856;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2007;0.0;0.0;0.0;0.0
2857;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2008;;;;
2858;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2009;;;;
2859;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2010;0.0;0.0;0.0;0.0
2860;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2011;0.0;0.0;0.0;0.0
2861;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2012;;;;
2862;D Energievoorziening;Zuidoost-Zuid-Holland (CR);2013;0.0;0.0;0.0;0.0
2863;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2007;0.0;0.0;0.0;0.0
2864;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2008;0.0;0.0;0.0;0.0
2865;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2009;0.0;0.0;0.0;0.0
2866;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2010;;;;
2867;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2011;0.0;0.0;0.0;0.0
2868;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2012;;;;
2869;D Energievoorziening;Zeeuwsch-Vlaanderen (CR);2013;;;;
2870;D Energievoorziening;Overig Zeeland (CR);2007;5.0;0.0;0.0;0.0
2871;D Energievoorziening;Overig Zeeland (CR);2008;5.0;0.0;0.0;0.0
2872;D Energievoorziening;Overig Zeeland (CR);2009;5.0;0.0;5.0;0.0
2873;D Energievoorziening;Overig Zeeland (CR);2010;5.0;0.0;0.0;0.0
2874;D Energievoorziening;Overig Zeeland (CR);2011;5.0;0.0;5.0;0.0
2875;D Energievoorziening;Overig Zeeland (CR);2012;0.0;0.0;5.0;0.0
2876;D Energievoorziening;Overig Zeeland (CR);2013;0.0;0.0;0.0;0.0
2877;D Energievoorziening;West-Noord-Brabant (CR);2007;5.0;0.0;5.0;0.0
2878;D Energievoorziening;West-Noord-Brabant (CR);2008;5.0;0.0;0.0;0.0
2879;D Energievoorziening;West-Noord-Brabant (CR);2009;5.0;0.0;0.0;0.0
2880;D Energievoorziening;West-Noord-Brabant (CR);2010;5.0;0.0;0.0;0.0
2881;D Energievoorziening;West-Noord-Brabant (CR);2011;5.0;0.0;0.0;0.0
2882;D Energievoorziening;West-Noord-Brabant (CR);2012;5.0;0.0;0.0;0.0
2883;D Energievoorziening;West-Noord-Brabant (CR);2013;5.0;0.0;0.0;0.0
2884;D Energievoorziening;Midden-Noord-Brabant (CR);2007;;;;
2885;D Energievoorziening;Midden-Noord-Brabant (CR);2008;0.0;0.0;0.0;0.0
2886;D Energievoorziening;Midden-Noord-Brabant (CR);2009;0.0;0.0;5.0;0.0
2887;D Energievoorziening;Midden-Noord-Brabant (CR);2010;0.0;0.0;0.0;0.0
2888;D Energievoorziening;Midden-Noord-Brabant (CR);2011;5.0;0.0;0.0;0.0
2889;D Energievoorziening;Midden-Noord-Brabant (CR);2012;;;;
2890;D Energievoorziening;Midden-Noord-Brabant (CR);2013;10.0;0.0;0.0;0.0
2891;D Energievoorziening;Noordoost-Noord-Brabant (CR);2007;20.0;0.0;0.0;0.0
2892;D Energievoorziening;Noordoost-Noord-Brabant (CR);2008;0.0;0.0;5.0;0.0
2893;D Energievoorziening;Noordoost-Noord-Brabant (CR);2009;5.0;5.0;0.0;0.0
2894;D Energievoorziening;Noordoost-Noord-Brabant (CR);2010;0.0;0.0;5.0;0.0
2895;D Energievoorziening;Noordoost-Noord-Brabant (CR);2011;5.0;0.0;5.0;0.0
2896;D Energievoorziening;Noordoost-Noord-Brabant (CR);2012;5.0;0.0;5.0;0.0
2897;D Energievoorziening;Noordoost-Noord-Brabant (CR);2013;10.0;0.0;5.0;0.0
2898;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2007;5.0;0.0;0.0;0.0
2899;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2008;5.0;0.0;0.0;0.0
2900;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2009;0.0;0.0;0.0;0.0
2901;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2010;0.0;0.0;0.0;0.0
2902;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2011;5.0;0.0;0.0;0.0
2903;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2012;5.0;0.0;0.0;0.0
2904;D Energievoorziening;Zuidoost-Noord-Brabant (CR);2013;5.0;0.0;0.0;0.0
2905;D Energievoorziening;Noord-Limburg (CR);2007;5.0;0.0;0.0;0.0
2906;D Energievoorziening;Noord-Limburg (CR);2008;5.0;0.0;0.0;0.0
2907;D Energievoorziening;Noord-Limburg (CR);2009;0.0;0.0;0.0;0.0
2908;D Energievoorziening;Noord-Limburg (CR);2010;0.0;0.0;0.0;0.0
2909;D Energievoorziening;Noord-Limburg (CR);2011;0.0;0.0;0.0;0.0
2910;D Energievoorziening;Noord-Limburg (CR);2012;0.0;0.0;0.0;0.0
2911;D Energievoorziening;Noord-Limburg (CR);2013;0.0;0.0;0.0;0.0
2912;D Energievoorziening;Midden-Limburg (CR);2007;0.0;0.0;0.0;0.0
2913;D Energievoorziening;Midden-Limburg (CR);2008;;;;
2914;D Energievoorziening;Midden-Limburg (CR);2009;0.0;0.0;0.0;0.0
2915;D Energievoorziening;Midden-Limburg (CR);2010;0.0;0.0;0.0;0.0
2916;D Energievoorziening;Midden-Limburg (CR);2011;0.0;0.0;5.0;0.0
2917;D Energievoorziening;Midden-Limburg (CR);2012;0.0;0.0;0.0;0.0
2918;D Energievoorziening;Midden-Limburg (CR);2013;0.0;0.0;5.0;0.0
2919;D Energievoorziening;Zuid-Limburg (CR);2007;5.0;0.0;5.0;0.0
2920;D Energievoorziening;Zuid-Limburg (CR);2008;0.0;0.0;0.0;0.0
2921;D Energievoorziening;Zuid-Limburg (CR);2009;0.0;0.0;0.0;0.0
2922;D Energievoorziening;Zuid-Limburg (CR);2010;5.0;0.0;5.0;0.0
2923;D Energievoorziening;Zuid-Limburg (CR);2011;0.0;0.0;0.0;0.0
2924;D Energievoorziening;Zuid-Limburg (CR);2012;0.0;0.0;0.0;0.0
2925;D Energievoorziening;Zuid-Limburg (CR);2013;5.0;0.0;0.0;0.0
2926;D Energievoorziening;Flevoland (CR);2007;10.0;0.0;0.0;0.0
2927;D Energievoorziening;Flevoland (CR);2008;10.0;0.0;10.0;0.0
2928;D Energievoorziening;Flevoland (CR);2009;10.0;0.0;10.0;0.0
2929;D Energievoorziening;Flevoland (CR);2010;15.0;0.0;10.0;0.0
2930;D Energievoorziening;Flevoland (CR);2011;20.0;0.0;5.0;0.0
2931;D Energievoorziening;Flevoland (CR);2012;15.0;0.0;5.0;0.0
2932;D Energievoorziening;Flevoland (CR);2013;10.0;0.0;10.0;5.0
2933;D Energievoorziening;Niet in te delen (CR);2007;;;;
2934;D Energievoorziening;Niet in te delen (CR);2008;;;;
2935;D Energievoorziening;Niet in te delen (CR);2009;;;;
2936;D Energievoorziening;Niet in te delen (CR);2010;;;;
2937;D Energievoorziening;Niet in te delen (CR);2011;;;;
2938;D Energievoorziening;Niet in te delen (CR);2012;;;;
2939;D Energievoorziening;Niet in te delen (CR);2013;;;;
2940;E Waterbedrijven en afvalbeheer;Nederland;2007;270.0;65.0;400.0;55.0
2941;E Waterbedrijven en afvalbeheer;Nederland;2008;200.0;40.0;420.0;35.0
2942;E Waterbedrijven en afvalbeheer;Nederland;2009;110.0;115.0;110.0;20.0
2943;E Waterbedrijven en afvalbeheer;Nederland;2010;110.0;295.0;70.0;65.0
2944;E Waterbedrijven en afvalbeheer;Nederland;2011;140.0;110.0;90.0;35.0
2945;E Waterbedrijven en afvalbeheer;Nederland;2012;125.0;140.0;75.0;75.0
2946;E Waterbedrijven en afvalbeheer;Nederland;2013;200.0;90.0;125.0;45.0
2947;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2007;15.0;5.0;30.0;0.0
2948;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2008;25.0;5.0;30.0;0.0
2949;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2009;10.0;5.0;20.0;0.0
2950;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2010;15.0;75.0;5.0;5.0
2951;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2011;15.0;10.0;15.0;5.0
2952;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2012;15.0;5.0;10.0;5.0
2953;E Waterbedrijven en afvalbeheer;Noord-Nederland (LD);2013;15.0;10.0;10.0;10.0
2954;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2007;55.0;5.0;60.0;10.0
2955;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2008;45.0;5.0;70.0;5.0
2956;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2009;25.0;25.0;20.0;0.0
2957;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2010;20.0;85.0;15.0;5.0
2958;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2011;35.0;15.0;20.0;10.0
2959;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2012;40.0;10.0;15.0;15.0
2960;E Waterbedrijven en afvalbeheer;Oost-Nederland (LD);2013;55.0;25.0;30.0;10.0
2961;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2007;150.0;40.0;230.0;25.0
2962;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2008;100.0;20.0;255.0;25.0
2963;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2009;40.0;40.0;40.0;10.0
2964;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2010;45.0;105.0;35.0;40.0
2965;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2011;55.0;65.0;35.0;15.0
2966;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2012;50.0;110.0;30.0;25.0
2967;E Waterbedrijven en afvalbeheer;West-Nederland (LD);2013;95.0;40.0;60.0;20.0
2968;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2007;50.0;15.0;80.0;20.0
2969;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2008;30.0;10.0;70.0;5.0
2970;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2009;30.0;40.0;30.0;5.0
2971;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2010;25.0;35.0;15.0;15.0
2972;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2011;35.0;25.0;20.0;10.0
2973;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2012;25.0;15.0;20.0;30.0
2974;E Waterbedrijven en afvalbeheer;Zuid-Nederland (LD);2013;35.0;15.0;25.0;10.0
2975;E Waterbedrijven en afvalbeheer;Niet in te delen (LD);2007;;;;
2976;E Waterbedrijven en afvalbeheer;Niet in te delen (LD);2008;;;;
2977;E Waterbedrijven en afvalbeheer;Niet in te delen (LD);2009;;;;
2978;E Waterbedrijven en afvalbeheer;Niet in te delen (LD);2010;0.0;0.0;0.0;0.0
2979;E Waterbedrijven en afvalbeheer;Niet in te delen (LD);2011;;;;
2980;E Waterbedrijven en afvalbeheer;Niet in te delen (LD);2012;;;;
2981;E Waterbedrijven en afvalbeheer;Niet in te delen (LD);2013;;;;
2982;E Waterbedrijven en afvalbeheer;Groningen (PV);2007;5.0;5.0;10.0;0.0
2983;E Waterbedrijven en afvalbeheer;Groningen (PV);2008;5.0;0.0;10.0;0.0
2984;E Waterbedrijven en afvalbeheer;Groningen (PV);2009;0.0;5.0;5.0;0.0
2985;E Waterbedrijven en afvalbeheer;Groningen (PV);2010;5.0;10.0;0.0;5.0
2986;E Waterbedrijven en afvalbeheer;Groningen (PV);2011;5.0;5.0;5.0;0.0
2987;E Waterbedrijven en afvalbeheer;Groningen (PV);2012;5.0;0.0;0.0;0.0
2988;E Waterbedrijven en afvalbeheer;Groningen (PV);2013;5.0;5.0;5.0;0.0
2989;E Waterbedrijven en afvalbeheer;Friesland (PV);2007;5.0;0.0;5.0;0.0
2990;E Waterbedrijven en afvalbeheer;Friesland (PV);2008;5.0;0.0;10.0;0.0
2991;E Waterbedrijven en afvalbeheer;Friesland (PV);2009;5.0;5.0;5.0;0.0
2992;E Waterbedrijven en afvalbeheer;Friesland (PV);2010;10.0;55.0;5.0;0.0
2993;E Waterbedrijven en afvalbeheer;Friesland (PV);2011;5.0;5.0;5.0;0.0
2994;E Waterbedrijven en afvalbeheer;Friesland (PV);2012;5.0;0.0;5.0;0.0
2995;E Waterbedrijven en afvalbeheer;Friesland (PV);2013;5.0;5.0;0.0;5.0
2996;E Waterbedrijven en afvalbeheer;Drenthe (PV);2007;5.0;0.0;15.0;0.0
2997;E Waterbedrijven en afvalbeheer;Drenthe (PV);2008;15.0;0.0;15.0;0.0
2998;E Waterbedrijven en afvalbeheer;Drenthe (PV);2009;5.0;0.0;10.0;0.0
2999;E Waterbedrijven en afvalbeheer;Drenthe (PV);2010;5.0;5.0;5.0;0.0
3000;E Waterbedrijven en afvalbeheer;Drenthe (PV);2011;5.0;0.0;5.0;0.0
3001;E Waterbedrijven en afvalbeheer;Drenthe (PV);2012;5.0;5.0;5.0;0.0
3002;E Waterbedrijven en afvalbeheer;Drenthe (PV);2013;5.0;0.0;5.0;5.0
3003;E Waterbedrijven en afvalbeheer;Overijssel (PV);2007;10.0;0.0;15.0;0.0
3004;E Waterbedrijven en afvalbeheer;Overijssel (PV);2008;15.0;0.0;15.0;0.0
3005;E Waterbedrijven en afvalbeheer;Overijssel (PV);2009;10.0;10.0;10.0;0.0
3006;E Waterbedrijven en afvalbeheer;Overijssel (PV);2010;10.0;25.0;0.0;0.0
3007;E Waterbedrijven en afvalbeheer;Overijssel (PV);2011;10.0;5.0;5.0;5.0
3008;E Waterbedrijven en afvalbeheer;Overijssel (PV);2012;15.0;0.0;0.0;5.0
3009;E Waterbedrijven en afvalbeheer;Overijssel (PV);2013;15.0;5.0;10.0;5.0
3010;E Waterbedrijven en afvalbeheer;Flevoland (PV);2007;10.0;0.0;10.0;0.0
3011;E Waterbedrijven en afvalbeheer;Flevoland (PV);2008;5.0;0.0;10.0;0.0
