ID;Brandstofsoort;Bouwjaarklasse;Perioden;VoertuigenMetBromfietskenteken_1;Snorfiets_2;Bromfiets_3;Brommobiel_4;OverigeVoertuigenMetBromfietskenteken_5
1119;Elektriciteit;Bouwjaar 2007;2022;355.0;255.0;94.0;2.0;4.0
1120;Elektriciteit;Bouwjaar 2006;2007;389.0;342.0;11.0;0.0;36.0
1121;Elektriciteit;Bouwjaar 2006;2008;373.0;351.0;13.0;0.0;9.0
1122;Elektriciteit;Bouwjaar 2006;2009;369.0;349.0;13.0;0.0;7.0
1123;Elektriciteit;Bouwjaar 2006;2010;362.0;340.0;15.0;0.0;7.0
1124;Elektriciteit;Bouwjaar 2006;2011;352.0;330.0;13.0;0.0;9.0
1125;Elektriciteit;Bouwjaar 2006;2012;325.0;310.0;9.0;0.0;6.0
1126;Elektriciteit;Bouwjaar 2006;2013;308.0;296.0;7.0;0.0;5.0
1127;Elektriciteit;Bouwjaar 2006;2014;293.0;284.0;5.0;0.0;4.0
1128;Elektriciteit;Bouwjaar 2006;2015;261.0;252.0;5.0;0.0;4.0
1129;Elektriciteit;Bouwjaar 2006;2016;239.0;232.0;5.0;0.0;2.0
1130;Elektriciteit;Bouwjaar 2006;2017;218.0;211.0;5.0;0.0;2.0
1131;Elektriciteit;Bouwjaar 2006;2018;209.0;203.0;4.0;0.0;2.0
1132;Elektriciteit;Bouwjaar 2006;2019;179.0;173.0;4.0;0.0;2.0
1133;Elektriciteit;Bouwjaar 2006;2020;160.0;154.0;4.0;2.0;0.0
1134;Elektriciteit;Bouwjaar 2006;2021;144.0;138.0;5.0;0.0;1.0
1135;Elektriciteit;Bouwjaar 2006;2022;130.0;124.0;5.0;0.0;1.0
1136;Elektriciteit;Bouwjaren tot en met 2005;2007;2097.0;1900.0;165.0;0.0;32.0
1137;Elektriciteit;Bouwjaren tot en met 2005;2008;2164.0;1970.0;165.0;0.0;29.0
1138;Elektriciteit;Bouwjaren tot en met 2005;2009;2180.0;1982.0;166.0;0.0;32.0
1139;Elektriciteit;Bouwjaren tot en met 2005;2010;2142.0;1955.0;165.0;0.0;22.0
1140;Elektriciteit;Bouwjaren tot en met 2005;2011;2110.0;1924.0;159.0;0.0;27.0
1141;Elektriciteit;Bouwjaren tot en met 2005;2012;1887.0;1738.0;125.0;0.0;24.0
1142;Elektriciteit;Bouwjaren tot en met 2005;2013;1742.0;1606.0;114.0;0.0;22.0
1143;Elektriciteit;Bouwjaren tot en met 2005;2014;1617.0;1490.0;105.0;0.0;22.0
1144;Elektriciteit;Bouwjaren tot en met 2005;2015;1509.0;1390.0;101.0;0.0;18.0
1145;Elektriciteit;Bouwjaren tot en met 2005;2016;1389.0;1270.0;98.0;0.0;21.0
1146;Elektriciteit;Bouwjaren tot en met 2005;2017;1312.0;1197.0;94.0;0.0;21.0
1147;Elektriciteit;Bouwjaren tot en met 2005;2018;1216.0;1112.0;82.0;0.0;22.0
1148;Elektriciteit;Bouwjaren tot en met 2005;2019;1108.0;998.0;87.0;0.0;23.0
1149;Elektriciteit;Bouwjaren tot en met 2005;2020;1065.0;960.0;83.0;4.0;18.0
1150;Elektriciteit;Bouwjaren tot en met 2005;2021;950.0;849.0;81.0;3.0;17.0
1151;Elektriciteit;Bouwjaren tot en met 2005;2022;894.0;792.0;82.0;4.0;16.0
