ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6
9177;Totaal woningen;Wijk 03 Waarde;Wijk 03 Waarde                          ;Wijk      ;WK070303  ;2150.0;3700.0;
9178;Totaal woningen;Waarde;Waarde                                  ;Buurt     ;BU07030300;2000.0;3600.0;
9179;Totaal woningen;Verspreide huizen Waarde;Verspreide huizen Waarde                ;Buurt     ;BU07030309;2650.0;4050.0;
9180;Totaal woningen;Wijk 04 Rilland-Bath;Wijk 04 Rilland-Bath                    ;Wijk      ;WK070304  ;1800.0;3200.0;
9181;Totaal woningen;Rilland;Rilland                                 ;Buurt     ;BU07030400;1700.0;3100.0;
9182;Totaal woningen;Stationsbuurt;Stationsbuurt                           ;Buurt     ;BU07030401;2200.0;3650.0;
9183;Totaal woningen;Bath;Bath                                    ;Buurt     ;BU07030402;1900.0;2950.0;
9184;Totaal woningen;Verspr.h. ten W. van Schelde-Rijnkanaal;Verspreide huizen ten westen van Schelde;Buurt     ;BU07030408;2450.0;4150.0;
9185;Totaal woningen;Verspr.h. ten O. van Schelde-Rijnkanaal;Verspreide huizen ten oosten van Schelde;Buurt     ;BU07030409;3350.0;4350.0;
9186;Totaal woningen;Zederik;Zederik                                 ;Gemeente  ;GM0707    ;2200.0;3800.0;
9187;Totaal woningen;Wijk 01 Lexmond;Wijk 01 Lexmond                         ;Wijk      ;WK070701  ;2300.0;3850.0;
9188;Totaal woningen;Lexmond Kern;Lexmond Kern                            ;Buurt     ;BU07070100;2050.0;3500.0;
9189;Totaal woningen;Achthoven;Achthoven                               ;Buurt     ;BU07070101;2950.0;4450.0;
9190;Totaal woningen;Lakerveld;Lakerveld                               ;Buurt     ;BU07070102;3000.0;4800.0;
9191;Totaal woningen;Lexmond Polder;Lexmond Polder                          ;Buurt     ;BU07070103;3100.0;4950.0;
9192;Totaal woningen;Wijk 02 Ameide;Wijk 02 Ameide                          ;Wijk      ;WK070702  ;1950.0;3400.0;
9193;Totaal woningen;Ameide Kern;Ameide Kern                             ;Buurt     ;BU07070200;1950.0;3400.0;
9194;Totaal woningen;Sluis;Sluis                                   ;Buurt     ;BU07070201;2700.0;4400.0;
9195;Totaal woningen;Sluis Polder;                                        ;          ;          ;;;
9196;Totaal woningen;Ameide Polder;Ameide Polder                           ;Buurt     ;BU07070203;1900.0;2700.0;
9197;Totaal woningen;Wijk 03 Tienhoven;Wijk 03 Tienhoven                       ;Wijk      ;WK070703  ;2150.0;3950.0;
9198;Totaal woningen;Tienhoven Kern;Tienhoven Kern                          ;Buurt     ;BU07070300;2050.0;3300.0;
9199;Totaal woningen;Hogewaard;Hogewaard                               ;Buurt     ;BU07070301;2100.0;3950.0;
9200;Totaal woningen;Tienhoven Polder;Tienhoven Polder                        ;Buurt     ;BU07070302;2500.0;4350.0;
9201;Totaal woningen;Wijk 04 Meerkerk;Wijk 04 Meerkerk                        ;Wijk      ;WK070704  ;2150.0;3900.0;
9202;Totaal woningen;Meerkerk kern;Meerkerk kern                           ;Buurt     ;BU07070400;2050.0;3700.0;
9203;Totaal woningen;Meerkers Broek;Meerkers Broek                          ;Buurt     ;BU07070401;2800.0;4700.0;
9204;Totaal woningen;Meerkerk Polder;Meerkerk Polder                         ;Buurt     ;BU07070402;2600.0;4600.0;
9205;Totaal woningen;Wijk 05 Hei- en Boeicop;Wijk 05 Hei- en Boeicop                 ;Wijk      ;WK070705  ;2450.0;3800.0;
9206;Totaal woningen;Hei- en Boeicop Kern;Hei- en Boeicop Kern                    ;Buurt     ;BU07070500;2350.0;3550.0;
9207;Totaal woningen;Hei- en Boeicop Polder;Hei- en Boeicop Polder                  ;Buurt     ;BU07070501;2600.0;4250.0;
9208;Totaal woningen;Wijk 06 Leerbroek;Wijk 06 Leerbroek                       ;Wijk      ;WK070706  ;2450.0;3900.0;
9209;Totaal woningen;Leerbroek kern;Leerbroek kern                          ;Buurt     ;BU07070600;2150.0;3600.0;
9210;Totaal woningen;Middelkoop;Middelkoop                              ;Buurt     ;BU07070601;2950.0;4600.0;
9211;Totaal woningen;Weverwijk;Weverwijk                               ;Buurt     ;BU07070602;3000.0;4800.0;
9212;Totaal woningen;Leerbroek Polder;Leerbroek Polder                        ;Buurt     ;BU07070603;2900.0;3400.0;
9213;Totaal woningen;Wijk 07 Nieuwland;Wijk 07 Nieuwland                       ;Wijk      ;WK070707  ;2250.0;3900.0;
9214;Totaal woningen;Nieuwland Kern;Nieuwland Kern                          ;Buurt     ;BU07070700;2000.0;3400.0;
9215;Totaal woningen;Achterdijk;Achterdijk                              ;Buurt     ;BU07070701;2450.0;4450.0;
9216;Totaal woningen;Geer;Geer                                    ;Buurt     ;BU07070702;2600.0;4650.0;
9217;Totaal woningen;Nieuwland Polder;Nieuwland Polder                        ;Buurt     ;BU07070703;3100.0;4800.0;
9218;Totaal woningen;Wûnseradiel;WÃ»nseradiel                            ;Gemeente  ;GM0710    ;2300.0;3250.0;
9219;Totaal woningen;Wijk 00 Bouwhoek;Wijk 00 Bouwhoek                        ;Wijk      ;WK071000  ;2250.0;3100.0;
9220;Totaal woningen;Witmarsum;Witmarsum                               ;Buurt     ;BU07100000;2200.0;2850.0;
9221;Totaal woningen;Pingjum;Pingjum                                 ;Buurt     ;BU07100001;2250.0;3050.0;
9222;Totaal woningen;Kimswerd;Kimswerd                                ;Buurt     ;BU07100002;2100.0;3150.0;
9223;Totaal woningen;Arum;Arum                                    ;Buurt     ;BU07100003;2250.0;3200.0;
9224;Totaal woningen;Verspreide huizen Witmarsum;Verspreide huizen Witmarsum             ;Buurt     ;BU07100006;2800.0;4400.0;
9225;Totaal woningen;Verspreide huizen Pingjum;Verspreide huizen Pingjum               ;Buurt     ;BU07100007;2700.0;3750.0;
9226;Totaal woningen;Verspreide huizen Kimswerd;Verspreide huizen Kimswerd              ;Buurt     ;BU07100008;3050.0;5250.0;
9227;Totaal woningen;Verspreide huizen Arum;Verspreide huizen Arum                  ;Buurt     ;BU07100009;2650.0;3900.0;
9228;Totaal woningen;Wijk 01 Weidestreek Oost;Wijk 01 Weidestreek Oost                ;Wijk      ;WK071001  ;2550.0;3600.0;
9229;Totaal woningen;Lollum;Lollum                                  ;Buurt     ;BU07100100;2350.0;3250.0;
9230;Totaal woningen;Burgwerd;Burgwerd                                ;Buurt     ;BU07100101;2500.0;3650.0;
9231;Totaal woningen;Hartwerd;Hartwerd                                ;Buurt     ;BU07100102;2600.0;4450.0;
9232;Totaal woningen;Hichtum;Hichtum                                 ;Buurt     ;BU07100103;2900.0;3950.0;
9233;Totaal woningen;Schettens;Schettens                               ;Buurt     ;BU07100104;2350.0;3300.0;
9234;Totaal woningen;Longerhouw;Longerhouw                              ;Buurt     ;BU07100105;2800.0;4200.0;
9235;Totaal woningen;Schraard;Schraard                                ;Buurt     ;BU07100106;2700.0;3650.0;
9236;Totaal woningen;Verspreide huizen Lollum;Verspreide huizen Lollum                ;Buurt     ;BU07100107;3100.0;4300.0;
9237;Totaal woningen;Verspreide huizen Burgwerd;Verspreide huizen Burgwerd              ;Buurt     ;BU07100108;3200.0;3850.0;
9238;Totaal woningen;Verspreide huizen Schettens;Verspreide huizen Schettens             ;Buurt     ;BU07100109;2750.0;3300.0;
9239;Totaal woningen;Wijk 02 Weidestreek West;Wijk 02 Weidestreek West                ;Wijk      ;WK071002  ;2300.0;3250.0;
9240;Totaal woningen;Zurich;Zurich                                  ;Buurt     ;BU07100200;2050.0;3000.0;
9241;Totaal woningen;Wons;Wons                                    ;Buurt     ;BU07100201;2500.0;3400.0;
9242;Totaal woningen;Cornwerd;Cornwerd                                ;Buurt     ;BU07100202;2550.0;3650.0;
9243;Totaal woningen;Kornwerderzand;                                        ;          ;          ;;;
9244;Totaal woningen;Verspreide huizen Zurich;Verspreide huizen Zurich                ;Buurt     ;BU07100209;1800.0;2900.0;
9245;Totaal woningen;Wijk 03 Weidestreek Zuid;Wijk 03 Weidestreek Zuid                ;Wijk      ;WK071003  ;2450.0;3450.0;
9246;Totaal woningen;Parrega;Parrega                                 ;Buurt     ;BU07100300;2350.0;3200.0;
9247;Totaal woningen;Hieslum;Hieslum                                 ;Buurt     ;BU07100301;3200.0;4750.0;
9248;Totaal woningen;Dedgum;Dedgum                                  ;Buurt     ;BU07100302;2600.0;3400.0;
9249;Totaal woningen;Tjerkwerd;Tjerkwerd                               ;Buurt     ;BU07100303;2450.0;3500.0;
9250;Totaal woningen;Exmorra;Exmorra                                 ;Buurt     ;BU07100304;2250.0;3100.0;
9251;Totaal woningen;Verspreide huizen Parrega;Verspreide huizen Parrega               ;Buurt     ;BU07100306;2950.0;5000.0;
9252;Totaal woningen;Verspreide huizen Tjerkwerd;Verspreide huizen Tjerkwerd             ;Buurt     ;BU07100307;2650.0;3350.0;
9253;Totaal woningen;Verspreide huizen Exmorra;Verspreide huizen Exmorra               ;Buurt     ;BU07100308;;4400.0;
9254;Totaal woningen;Wijk 04 Makkum;Wijk 04 Makkum                          ;Wijk      ;WK071004  ;2100.0;3050.0;
9255;Totaal woningen;Makkum;Makkum                                  ;Buurt     ;BU07100400;2100.0;3050.0;
9256;Totaal woningen;Verspreide huizen Makkum;Verspreide huizen Makkum                ;Buurt     ;BU07100409;2200.0;3600.0;
9257;Totaal woningen;Wijk 05 Weidestreek Zuidwest;Wijk 05 Weidestreek Zuidwest            ;Wijk      ;WK071005  ;2500.0;3550.0;
9258;Totaal woningen;Idsegahuizum;Idsegahuizum                            ;Buurt     ;BU07100500;2450.0;4050.0;
9259;Totaal woningen;Allingawier;Allingawier                             ;Buurt     ;BU07100501;2650.0;3400.0;
9260;Totaal woningen;Piaam;Piaam                                   ;Buurt     ;BU07100502;2750.0;4550.0;
9261;Totaal woningen;Gaast;Gaast                                   ;Buurt     ;BU07100503;2450.0;3050.0;
9262;Totaal woningen;Ferwoude;Ferwoude                                ;Buurt     ;BU07100504;2350.0;3750.0;
9263;Totaal woningen;Verspreide huizen Ferwoude;Verspreide huizen Ferwoude              ;Buurt     ;BU07100508;2700.0;4000.0;
9264;Totaal woningen;Verspreide huizen Gaast;Verspreide huizen Gaast                 ;Buurt     ;BU07100509;;;
9265;Totaal woningen;Terneuzen;Terneuzen                               ;Gemeente  ;GM0715    ;1850.0;3050.0;
9266;Totaal woningen;Wijk 10 Binnenstad (Terneuzen);Wijk 10 Binnenstad (Terneuzen)          ;Wijk      ;WK071510  ;1600.0;2400.0;
9267;Totaal woningen;Binnenstad;Binnenstad                              ;Buurt     ;BU07151000;1600.0;2400.0;
9268;Totaal woningen;Wijk 11 Noorderdokken (Terneuzen);Wijk 11 Noorderdokken (Terneuzen)       ;Wijk      ;WK071511  ;;;
9269;Totaal woningen;Noorderdokken;Noorderdokken                           ;Buurt     ;BU07151100;;;
9270;Totaal woningen;Wijk 12 Haarmanweg (Terneuzen);Wijk 12 Haarmanweg (Terneuzen)          ;Wijk      ;WK071512  ;;;
9271;Totaal woningen;Haarmanweg;Haarmanweg                              ;Buurt     ;BU07151200;;;
9272;Totaal woningen;Wijk 13 Zevenaar (Kern Terneuzen);Wijk 13 Zevenaar (Kern Terneuzen)       ;Wijk      ;WK071513  ;;;
9273;Totaal woningen;Zevenaar;Zevenaar                                ;Buurt     ;BU07151300;;;
9274;Totaal woningen;Wijk 14 Handelspoort (Terneuzen);Wijk 14 Handelspoort (Terneuzen)        ;Wijk      ;WK071514  ;2450.0;;
9275;Totaal woningen;Handelspoort;Handelspoort                            ;Buurt     ;BU07151400;2450.0;;
9276;Totaal woningen;Wijk 15 Driewegen en Hugersluys (Terneuz;Wijk 15 Driewegen en Hugersluys (Terneuz;Wijk      ;WK071515  ;2150.0;3500.0;
9277;Totaal woningen;Driewegen en Hugersluys;Driewegen en Hugersluys                 ;Buurt     ;BU07151500;2150.0;3500.0;
9278;Totaal woningen;Wijk 16 Oude Vaart (Terneuzen);Wijk 16 Oude Vaart (Terneuzen)          ;Wijk      ;WK071516  ;1750.0;3400.0;
9279;Totaal woningen;Oude Vaart;Oude Vaart                              ;Buurt     ;BU07151600;1750.0;3400.0;
9280;Totaal woningen;Wijk 17 Triniteit (Terneuzen);Wijk 17 Triniteit (Terneuzen)           ;Wijk      ;WK071517  ;1450.0;2500.0;
9281;Totaal woningen;Triniteit;Triniteit                               ;Buurt     ;BU07151700;1450.0;2500.0;
9282;Totaal woningen;Wijk 18 Lievenspolder (Terneuzen);Wijk 18 Lievenspolder (Terneuzen)       ;Wijk      ;WK071518  ;1800.0;2800.0;
9283;Totaal woningen;Lievenspolder;Lievenspolder                           ;Buurt     ;BU07151800;1800.0;2800.0;
9284;Totaal woningen;Wijk 19 Noordpolder (Terneuzen);Wijk 19 Noordpolder (Terneuzen)         ;Wijk      ;WK071519  ;1600.0;2650.0;
9285;Totaal woningen;Noordpolder;Noordpolder                             ;Buurt     ;BU07151900;1600.0;2650.0;
9286;Totaal woningen;Wijk 20 Zuiderpark (Terneuzen);Wijk 20 Zuiderpark (Terneuzen)          ;Wijk      ;WK071520  ;1650.0;2550.0;
9287;Totaal woningen;Zuiderpark;Zuiderpark                              ;Buurt     ;BU07152000;1650.0;2550.0;
9288;Totaal woningen;Wijk 21 Zuidpolder (Terneuzen);Wijk 21 Zuidpolder (Terneuzen)          ;Wijk      ;WK071521  ;1800.0;3000.0;
9289;Totaal woningen;Zuidpolder;Zuidpolder                              ;Buurt     ;BU07152100;1800.0;3000.0;
9290;Totaal woningen;Wijk 22 Oudelandse Hoeve (Terneuzen);Wijk 22 Oudelandse Hoeve (Terneuzen)    ;Wijk      ;WK071522  ;1550.0;2850.0;
9291;Totaal woningen;Oudelandse Hoeve;Oudelandse Hoeve                        ;Buurt     ;BU07152200;1550.0;2850.0;
9292;Totaal woningen;Wijk 23 Zeldenrust (Terneuzen);Wijk 23 Zeldenrust (Terneuzen)          ;Wijk      ;WK071523  ;2050.0;3800.0;
9293;Totaal woningen;Zeldenrust;Zeldenrust                              ;Buurt     ;BU07152300;2050.0;3800.0;
9294;Totaal woningen;Wijk 24 Katspolder (Terneuzen);Wijk 24 Katspolder (Terneuzen)          ;Wijk      ;WK071524  ;1850.0;3200.0;
9295;Totaal woningen;Katspolder;Katspolder                              ;Buurt     ;BU07152400;1850.0;3200.0;
9296;Totaal woningen;Wijk 25 Serlippenspolder (Terneuzen);Wijk 25 Serlippenspolder (Terneuzen)    ;Wijk      ;WK071525  ;1850.0;3050.0;
9297;Totaal woningen;Serlippenspolder;Serlippenspolder                        ;Buurt     ;BU07152500;1850.0;3050.0;
9298;Totaal woningen;Wijk 26 Othenepolder (Terneuzen);Wijk 26 Othenepolder (Terneuzen)        ;Wijk      ;WK071526  ;1800.0;3750.0;
9299;Totaal woningen;Othenepolder;Othenepolder                            ;Buurt     ;BU07152600;1800.0;3750.0;
9300;Totaal woningen;Wijk 28 Buitengebied Zuid (Terneuzen);Wijk 28 Buitengebied Zuid (Terneuzen)   ;Wijk      ;WK071528  ;;;
9301;Totaal woningen;Terneuzen (buitengebied Zuid);Terneuzen (buitengebied Zuid)           ;Buurt     ;BU07152800;;;
9302;Totaal woningen;Wijk 29 Spui (Terneuzen);Wijk 29 Spui (Terneuzen)                ;Wijk      ;WK071529  ;2300.0;4050.0;
9303;Totaal woningen;Spui;Spui                                    ;Buurt     ;BU07152900;2300.0;4050.0;
9304;Totaal woningen;Wijk 30 Biervliet (Terneuzen);Wijk 30 Biervliet (Terneuzen)           ;Wijk      ;WK071530  ;2000.0;3100.0;
9305;Totaal woningen;Biervliet;Biervliet                               ;Buurt     ;BU07153000;2000.0;3100.0;
9306;Totaal woningen;Wijk 31 Driewegen (Terneuzen);Wijk 31 Driewegen (Terneuzen)           ;Wijk      ;WK071531  ;1750.0;2350.0;
9307;Totaal woningen;Driewegen;Driewegen                               ;Buurt     ;BU07153100;1750.0;2350.0;
9308;Totaal woningen;Wijk 34 Biervliet - Buitengeb. (Terneuze;Wijk 34 Biervliet - Buitengebied (Terneu;Wijk      ;WK071534  ;2850.0;4300.0;
9309;Totaal woningen;Biervliet (buitengebied);Biervliet (buitengebied)                ;Buurt     ;BU07153400;2850.0;4300.0;
9310;Totaal woningen;Wijk 35 Hoek (Terneuzen);Wijk 35 Hoek (Terneuzen)                ;Wijk      ;WK071535  ;1800.0;2950.0;
9311;Totaal woningen;Hoek;Hoek                                    ;Buurt     ;BU07153500;1800.0;2950.0;
9312;Totaal woningen;Wijk 36 Hoek-Braakman (Terneuzen);Wijk 36 Hoek-Braakman (Terneuzen)       ;Wijk      ;WK071536  ;;;
9313;Totaal woningen;Hoek (Braakman);Hoek (Braakman)                         ;Buurt     ;BU07153600;;;
9314;Totaal woningen;Wijk 37 Hoek-Dow-complex (Terneuzen);Wijk 37 Hoek-Dow-complex (Terneuzen)    ;Wijk      ;WK071537  ;;;
9315;Totaal woningen;Hoek (Dow-complex);Hoek (Dow-complex)                      ;Buurt     ;BU07153700;;;
9316;Totaal woningen;Wijk 38 Hoek - Buitengeb. Zuid (Terneuze;Wijk 38 Hoek - Buitengebied Zuid (Terneu;Wijk      ;WK071538  ;2050.0;3850.0;
9317;Totaal woningen;Hoek (buitengebied Zuid);Hoek (buitengebied Zuid)                ;Buurt     ;BU07153800;2050.0;3850.0;
9318;Totaal woningen;Wijk 39 Hoek - Buitengeb. Noord (Terneuz;Wijk 39 Hoek - Buitengebied Noord (Terne;Wijk      ;WK071539  ;2300.0;3650.0;
9319;Totaal woningen;Hoek (buitengebied Noord);Hoek (buitengebied Noord)               ;Buurt     ;BU07153900;2300.0;3650.0;
9320;Totaal woningen;Wijk 40 Sluiskil (Terneuzen);Wijk 40 Sluiskil (Terneuzen)            ;Wijk      ;WK071540  ;1900.0;3050.0;
9321;Totaal woningen;Sluiskil;Sluiskil                                ;Buurt     ;BU07154000;1900.0;3050.0;
9322;Totaal woningen;Wijk 41 Sluiskil-Buiten Oost (Terneuzen);Wijk 41 Sluiskil-Buiten Oost (Terneuzen);Wijk      ;WK071541  ;;;
9323;Totaal woningen;Sluiskil (buitengebied Oost);Sluiskil (buitengebied Oost)            ;Buurt     ;BU07154100;;;
9324;Totaal woningen;Wijk 45 Zaamslag (Terneuzen);Wijk 45 Zaamslag (Terneuzen)            ;Wijk      ;WK071545  ;1850.0;3000.0;
9325;Totaal woningen;Zaamslag;Zaamslag                                ;Buurt     ;BU07154500;1850.0;3000.0;
9326;Totaal woningen;Wijk 46 Reuzenhoek (Terneuzen);Wijk 46 Reuzenhoek (Terneuzen)          ;Wijk      ;WK071546  ;2250.0;3900.0;
9327;Totaal woningen;Reuzenhoek;Reuzenhoek                              ;Buurt     ;BU07154600;2250.0;3900.0;
9328;Totaal woningen;Wijk 47 Zaamslag - Buiten Noord (Terneuz;Wijk 47 Zaamslag - Buiten Noord (Terneuz;Wijk      ;WK071547  ;1950.0;4000.0;
9329;Totaal woningen;Zaamslag (buitengebied Noord);Zaamslag (buitengebied Noord)           ;Buurt     ;BU07154700;1950.0;4000.0;
9330;Totaal woningen;Wijk 48 Zaamslagveer (Terneuzen);Wijk 48 Zaamslagveer (Terneuzen)        ;Wijk      ;WK071548  ;1750.0;2950.0;
9331;Totaal woningen;Zaamslagveer;Zaamslagveer                            ;Buurt     ;BU07154800;1750.0;2950.0;
9332;Totaal woningen;Wijk 49 Zaamslag - Buiten Zuid (Terneuze;Wijk 49 Zaamslag - Buiten Zuid (Terneuze;Wijk      ;WK071549  ;2400.0;3750.0;
9333;Totaal woningen;Zaamslag (buitengebied Zuid);Zaamslag (buitengebied Zuid)            ;Buurt     ;BU07154900;2400.0;3750.0;
9334;Totaal woningen;Wijk 50 Kern Axel (Axel);Wijk 50 Kern Axel (Axel)                ;Wijk      ;WK071550  ;1850.0;2800.0;
9335;Totaal woningen;Axel;Axel                                    ;Buurt     ;BU07155000;1850.0;2800.0;
9336;Totaal woningen;Wijk 51 Spui (Axel);Wijk 51 Spui (Axel)                     ;Wijk      ;WK071551  ;2100.0;4400.0;
9337;Totaal woningen;Spui;Spui                                    ;Buurt     ;BU07155100;2100.0;4400.0;
9338;Totaal woningen;Wijk 53 Verspr.h. West Axel (Axel);Wijk 53 Verspreide huizen West Axel (Axe;Wijk      ;WK071553  ;2200.0;3650.0;
9339;Totaal woningen;Verspreide huizen West Axel;Verspreide huizen West Axel             ;Buurt     ;BU07155300;2200.0;3650.0;
9340;Totaal woningen;Wijk 54 Verspr.h. Oost Axel (Axel);Wijk 54 Verspreide huizen Oost Axel (Axe;Wijk      ;WK071554  ;2600.0;4050.0;
9341;Totaal woningen;Verspreide huizen Oost Axel;Verspreide huizen Oost Axel             ;Buurt     ;BU07155400;2600.0;4050.0;
9342;Totaal woningen;Wijk 55 Kern Koewacht (Koewacht);Wijk 55 Kern Koewacht (Koewacht)        ;Wijk      ;WK071555  ;2150.0;3400.0;
9343;Totaal woningen;Koewacht;Koewacht                                ;Buurt     ;BU07155500;2150.0;3400.0;
9344;Totaal woningen;Wijk 56 Emmabaan-West (Koewacht);Wijk 56 Emmabaan-West (Koewacht)        ;Wijk      ;WK071556  ;2450.0;3600.0;
9345;Totaal woningen;Emmabaan-West;Emmabaan-West                           ;Buurt     ;BU07155600;2450.0;3600.0;
9346;Totaal woningen;Wijk 57 Emmabaan-Oost (Koewacht);Wijk 57 Emmabaan-Oost (Koewacht)        ;Wijk      ;WK071557  ;2350.0;4450.0;
9347;Totaal woningen;Emmabaan-Oost;Emmabaan-Oost                           ;Buurt     ;BU07155700;2350.0;4450.0;
9348;Totaal woningen;Wijk 58 Hazelarenstraat e.o. (Koewacht);Wijk 58 Hazelarenstraat en omgeving (Koe;Wijk      ;WK071558  ;2500.0;3800.0;
9349;Totaal woningen;Hazelarenstraat en omgeving;Hazelarenstraat en omgeving             ;Buurt     ;BU07155800;2500.0;3800.0;
9350;Totaal woningen;Wijk 59 Koewacht-Buitengebied (Koewacht);Wijk 59 Koewacht-Buitengebied (Koewacht);Wijk      ;WK071559  ;2500.0;4700.0;
9351;Totaal woningen;Verspreide huizen Koewacht;Verspreide huizen Koewacht              ;Buurt     ;BU07155900;2500.0;4700.0;
9352;Totaal woningen;Wijk 60 Kern Zuiddorpe (Zuiddorpe);Wijk 60 Kern Zuiddorpe (Zuiddorpe)      ;Wijk      ;WK071560  ;2050.0;3400.0;
9353;Totaal woningen;Zuiddorpe;Zuiddorpe                               ;Buurt     ;BU07156000;2050.0;3400.0;
9354;Totaal woningen;Wijk 64 Zuiddorpe-Buitengeb. (Zuiddorpe);Wijk 64 Zuiddorpe-Buitengebied (Zuiddorp;Wijk      ;WK071564  ;2550.0;4250.0;
9355;Totaal woningen;Verspreide huizen Zuiddorpe;Verspreide huizen Zuiddorpe             ;Buurt     ;BU07156400;2550.0;4250.0;
9356;Totaal woningen;Wijk 65 Kern Overslag (Overslag);Wijk 65 Kern Overslag (Overslag)        ;Wijk      ;WK071565  ;2250.0;3750.0;
9357;Totaal woningen;Overslag;Overslag                                ;Buurt     ;BU07156500;2250.0;3750.0;
9358;Totaal woningen;Wijk 69 Overslag-Buitengebied (Overslag);Wijk 69 Overslag-Buitengebied (Overslag);Wijk      ;WK071569  ;2800.0;4400.0;
9359;Totaal woningen;Verspreide huizen Overslag;Verspreide huizen Overslag              ;Buurt     ;BU07156900;2800.0;4400.0;
9360;Totaal woningen;Wijk 70 Kern Sas van Gent (Sas van Gent);Wijk 70 Kern Sas van Gent (Sas van Gent);Wijk      ;WK071570  ;2050.0;2850.0;
9361;Totaal woningen;Sas van Gent;Sas van Gent                            ;Buurt     ;BU07157000;2050.0;2850.0;
9362;Totaal woningen;Wijk 71 Zandstraat (Sas van Gent);Wijk 71 Zandstraat (Sas van Gent)       ;Wijk      ;WK071571  ;2150.0;3500.0;
9363;Totaal woningen;Zandstraat;Zandstraat                              ;Buurt     ;BU07157100;2150.0;3500.0;
9364;Totaal woningen;Wijk 72 Buitengebied-Zuid (Sas van Gent);Wijk 72 Buitengebied-Zuid (Sas van Gent);Wijk      ;WK071572  ;;;
9365;Totaal woningen;Buitengebied Sas van Gent-Zuid;Buitengebied Sas van Gent-Zuid          ;Buurt     ;BU07157200;;;
9366;Totaal woningen;Wijk 73 Zandstraat-Buiten (Sas van Gent);Wijk 73 Zandstraat-Buiten (Sas van Gent);Wijk      ;WK071573  ;2500.0;4350.0;
9367;Totaal woningen;Buitengebied Zandstraat;Buitengebied Zandstraat                 ;Buurt     ;BU07157300;2500.0;4350.0;
9368;Totaal woningen;Wijk 74 Buitengeb.-Noord (Sas van Gent);Wijk 74 Buitengebied-Noord (Sas van Gent;Wijk      ;WK071574  ;;;
9369;Totaal woningen;Buitengebied Sas van Gent-Noord;Buitengebied Sas van Gent-Noord         ;Buurt     ;BU07157400;;;
9370;Totaal woningen;Wijk 75 Kern Westdorpe (Westdorpe);Wijk 75 Kern Westdorpe (Westdorpe)      ;Wijk      ;WK071575  ;2100.0;3200.0;
9371;Totaal woningen;Westdorpe;Westdorpe                               ;Buurt     ;BU07157500;2100.0;3200.0;
9372;Totaal woningen;Wijk 76 Stroodorpe (Westdorpe);Wijk 76 Stroodorpe (Westdorpe)          ;Wijk      ;WK071576  ;;;
9373;Totaal woningen;Stroodorpe;Stroodorpe                              ;Buurt     ;BU07157600;;;
9374;Totaal woningen;Wijk 79 Buitengebied (Westdorpe);Wijk 79 Buitengebied (Westdorpe)        ;Wijk      ;WK071579  ;;5700.0;
9375;Totaal woningen;Buitengebied Westdorpe;Buitengebied Westdorpe                  ;Buurt     ;BU07157900;;5700.0;
9376;Totaal woningen;Wijk 80 Philippine (Westdorpe);Wijk 80 Philippine (Westdorpe)          ;Wijk      ;WK071580  ;2100.0;3250.0;
9377;Totaal woningen;Philippine;Philippine                              ;Buurt     ;BU07158000;2100.0;3250.0;
9378;Totaal woningen;Wijk 84 Buitengeb. Philippine (Westdorpe;Wijk 84 Buitengebied Philippine (Westdor;Wijk      ;WK071584  ;2950.0;4150.0;
9379;Totaal woningen;Buitengebied Philippine;Buitengebied Philippine                 ;Buurt     ;BU07158400;2950.0;4150.0;
9380;Totaal woningen;Tholen;Tholen                                  ;Gemeente  ;GM0716    ;1900.0;3450.0;
9381;Totaal woningen;Wijk 00 Tholen;Wijk 00 Tholen                          ;Wijk      ;WK071600  ;1850.0;3350.0;
9382;Totaal woningen;Tholen;Tholen                                  ;Buurt     ;BU07160000;1800.0;3300.0;
9383;Totaal woningen;Verspreide huizen Tholen;Verspreide huizen Tholen                ;Buurt     ;BU07160009;2700.0;4900.0;
9384;Totaal woningen;Wijk 01 Poortvliet;Wijk 01 Poortvliet                      ;Wijk      ;WK071601  ;2100.0;3550.0;
9385;Totaal woningen;Poortvliet;Poortvliet                              ;Buurt     ;BU07160100;1900.0;3250.0;
9386;Totaal woningen;Verspreide huizen Poortvliet;Verspreide huizen Poortvliet            ;Buurt     ;BU07160109;2650.0;4750.0;
9387;Totaal woningen;Wijk 02 Scherpenisse;Wijk 02 Scherpenisse                    ;Wijk      ;WK071602  ;1900.0;3500.0;
9388;Totaal woningen;Scherpenisse;Scherpenisse                            ;Buurt     ;BU07160200;1850.0;3400.0;
9389;Totaal woningen;Verspreide huizen Scherpenisse;Verspreide huizen Scherpenisse          ;Buurt     ;BU07160209;2400.0;5100.0;
9390;Totaal woningen;Wijk 03 Sint Maartensdijk;Wijk 03 Sint Maartensdijk               ;Wijk      ;WK071603  ;1900.0;3250.0;
9391;Totaal woningen;Sint Maartensdijk;Sint Maartensdijk                       ;Buurt     ;BU07160300;1800.0;3100.0;
9392;Totaal woningen;Verspreide huizen Sint Maartensdijk;Verspreide huizen Sint Maartensdijk     ;Buurt     ;BU07160309;2600.0;4900.0;
