ID;Kenmerken;Perioden;GemiddeldAantalDagtochten_1;TotaalZonnenZwemmenEnDergelijke_2;OpStrandBijDeZee_3;InOpenluchtzwembad_4;OpStrandBijMeerPlas_5;NietAanHetWater_6;InBinnenbadOfZwemparadijs_7;TotaalSportEnSportieveRecreatie_8;Wandelen_9;Fietsen_10;Golfen_11;Watersport_12;Vissen_13;PaardrijdenManegeEnBuitenritten_14;BinnenOfBuitenTrimmenFitness_15;SchaatsenOpKunstijsbaanEnNatuurijs_16;OverigeBinnensport_17;OverigeBuitensport_18;ToeschouwerBegeleiderBijSport_19;Toeren_20;TotaalBezoekAttractiepuntED_21;TotaalBezoekAttractiepunt_22;BezoekSpeeltuinUitspanning_23;BezoekPretparkED_24;BezoekAanDierentuinVogelparkED_25;BezoekKinderboerderijHeemtuinED_26;TotaalBezoekBezienswaardigheid_27;BezoekOudeStadDorp_28;BezoekMuseum_29;BezoekMonumentenEnBezienswaardigheden_30;TotaalBezoekEvenement_31;BezoekJaarmarktBraderieCorsoED_32;BezoekBeursTentoonstellingShow_33;BezoekOverigeEvenementen_34;RecreatiefWinkelen_35;TotaalUitgaan_36;TotaalFilmToneelConcertBallet_37;NaarDeFilm_38;NaarToneelConcertBallet_39;TotaalOverigeUitgaan_40;TerrasjeZittenKoffieDrinkenED_41;UitEtenGaan_42;BarCafebezoek_43;KermisCircus_44;DiscoBowling_45;OverigUitgaan_46;TotaalOverigeDagtochten_47;BezoekDenksportActiviteit_48;VerenigingsactiviteitenHobbyclubs_49;BezoekKinderactiviteiten_50;BezoekVolkstuin_51;BezoekNatuurEnOverigeActiviteiten_52
55;Huishoudensinkomen: 3000 euro of meer;2001 december - 2002 november;65.0;2.0;1.0;0.0;0.0;0.0;1.0;23.0;6.0;4.0;1.0;1.0;0.0;0.0;3.0;0.0;4.0;4.0;3.0;1.0;7.0;2.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;7.0;15.0;5.0;2.0;3.0;10.0;0.0;6.0;2.0;0.0;0.0;1.0;6.0;1.0;5.0;0.0;0.0;1.0
56;Huishoudensinkomen: 3000 euro of meer;2006 oktober - 2007 september;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;1e 20% (laagste) inkomensgroep;1995 september - 1996 augustus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;1e 20% (laagste) inkomensgroep;2001 december - 2002 november;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;1e 20% (laagste) inkomensgroep;2006 oktober - 2007 september;48.0;2.0;0.0;0.0;0.0;0.0;1.0;12.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;1.0;7.0;3.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;12.0;3.0;1.0;2.0;9.0;1.0;3.0;3.0;0.0;1.0;1.0;6.0;1.0;4.0;0.0;0.0;1.0
60;2e 20% inkomensgroep;1995 september - 1996 augustus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;2e 20% inkomensgroep;2001 december - 2002 november;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;2e 20% inkomensgroep;2006 oktober - 2007 september;50.0;2.0;0.0;0.0;0.0;0.0;1.0;14.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;2.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;11.0;3.0;1.0;2.0;8.0;1.0;3.0;2.0;0.0;1.0;1.0;6.0;0.0;4.0;1.0;0.0;1.0
63;3e 20% inkomensgroep;1995 september - 1996 augustus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;3e 20% inkomensgroep;2001 december - 2002 november;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;3e 20% inkomensgroep;2006 oktober - 2007 september;56.0;3.0;0.0;0.0;0.0;0.0;2.0;14.0;3.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;3.0;1.0;8.0;4.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;9.0;13.0;3.0;2.0;2.0;10.0;0.0;4.0;3.0;1.0;1.0;1.0;6.0;1.0;4.0;1.0;0.0;1.0
66;4e 20% inkomensgroep;1995 september - 1996 augustus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;4e 20% inkomensgroep;2001 december - 2002 november;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;4e 20% inkomensgroep;2006 oktober - 2007 september;62.0;3.0;0.0;0.0;0.0;0.0;2.0;18.0;3.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;5.0;3.0;1.0;8.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;9.0;14.0;4.0;2.0;2.0;10.0;0.0;4.0;3.0;1.0;1.0;1.0;6.0;0.0;3.0;1.0;0.0;1.0
69;5e 20% (hoogste) inkomensgroep;1995 september - 1996 augustus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;5e 20% (hoogste) inkomensgroep;2001 december - 2002 november;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;5e 20% (hoogste) inkomensgroep;2006 oktober - 2007 september;65.0;3.0;0.0;0.0;0.0;0.0;2.0;19.0;3.0;2.0;1.0;0.0;0.0;1.0;2.0;0.0;4.0;5.0;3.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;9.0;17.0;4.0;2.0;3.0;13.0;1.0;6.0;3.0;0.0;1.0;2.0;7.0;1.0;4.0;1.0;0.0;1.0
72;Zeer sterk stedelijke woongemeente;1995 september - 1996 augustus;66.0;3.0;1.0;0.0;0.0;0.0;2.0;20.0;5.0;2.0;0.0;0.0;0.0;1.0;3.0;1.0;4.0;3.0;2.0;1.0;6.0;2.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;9.0;15.0;4.0;2.0;2.0;11.0;0.0;4.0;4.0;0.0;1.0;1.0;9.0;1.0;7.0;0.0;1.0;1.0
73;Zeer sterk stedelijke woongemeente;2001 december - 2002 november;70.0;4.0;1.0;0.0;0.0;0.0;2.0;21.0;5.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0;4.0;4.0;2.0;1.0;8.0;4.0;1.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;18.0;5.0;2.0;3.0;13.0;1.0;6.0;4.0;0.0;1.0;1.0;8.0;1.0;6.0;0.0;1.0;1.0
74;Zeer sterk stedelijke woongemeente;2006 oktober - 2007 september;62.0;3.0;1.0;0.0;0.0;1.0;1.0;18.0;4.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;4.0;2.0;1.0;8.0;3.0;1.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;16.0;4.0;2.0;2.0;12.0;1.0;6.0;3.0;0.0;1.0;1.0;7.0;1.0;5.0;0.0;0.0;1.0
75;Sterk stedelijke woongemeente;1995 september - 1996 augustus;60.0;3.0;1.0;0.0;0.0;0.0;2.0;19.0;4.0;3.0;0.0;0.0;0.0;1.0;2.0;1.0;4.0;4.0;2.0;1.0;6.0;2.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;9.0;12.0;3.0;1.0;1.0;9.0;0.0;3.0;3.0;0.0;1.0;1.0;8.0;1.0;6.0;1.0;0.0;1.0
76;Sterk stedelijke woongemeente;2001 december - 2002 november;60.0;3.0;1.0;0.0;0.0;0.0;2.0;18.0;4.0;3.0;0.0;0.0;0.0;1.0;2.0;0.0;4.0;4.0;2.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;7.0;14.0;4.0;2.0;2.0;10.0;1.0;4.0;3.0;1.0;1.0;1.0;7.0;0.0;5.0;0.0;0.0;1.0
77;Sterk stedelijke woongemeente;2006 oktober - 2007 september;56.0;3.0;0.0;0.0;0.0;0.0;2.0;16.0;3.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0;4.0;2.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;9.0;13.0;4.0;2.0;2.0;10.0;1.0;4.0;3.0;0.0;1.0;1.0;5.0;1.0;3.0;1.0;0.0;1.0
78;Matig stedelijke woongemeente;1995 september - 1996 augustus;61.0;4.0;0.0;0.0;0.0;0.0;2.0;20.0;4.0;3.0;0.0;0.0;0.0;1.0;2.0;1.0;5.0;4.0;2.0;1.0;6.0;2.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;8.0;11.0;2.0;1.0;1.0;9.0;0.0;3.0;3.0;1.0;1.0;1.0;9.0;1.0;6.0;1.0;0.0;1.0
79;Matig stedelijke woongemeente;2001 december - 2002 november;61.0;4.0;1.0;0.0;0.0;0.0;2.0;20.0;4.0;3.0;1.0;0.0;0.0;1.0;2.0;0.0;4.0;4.0;2.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;7.0;13.0;4.0;2.0;2.0;10.0;1.0;3.0;3.0;0.0;1.0;1.0;7.0;0.0;5.0;0.0;0.0;1.0
80;Matig stedelijke woongemeente;2006 oktober - 2007 september;56.0;2.0;0.0;0.0;0.0;0.0;2.0;14.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;4.0;3.0;1.0;8.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;14.0;3.0;1.0;2.0;10.0;1.0;4.0;3.0;0.0;1.0;1.0;6.0;1.0;4.0;0.0;0.0;1.0
81;Weinig stedelijke woongemeente;1995 september - 1996 augustus;58.0;3.0;0.0;0.0;0.0;0.0;2.0;19.0;3.0;3.0;0.0;0.0;0.0;1.0;2.0;1.0;4.0;4.0;2.0;1.0;6.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;8.0;11.0;2.0;1.0;1.0;9.0;0.0;2.0;3.0;1.0;2.0;1.0;8.0;1.0;6.0;1.0;0.0;1.0
82;Weinig stedelijke woongemeente;2001 december - 2002 november;58.0;3.0;0.0;0.0;1.0;0.0;2.0;18.0;4.0;3.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;4.0;2.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;6.0;13.0;3.0;1.0;2.0;10.0;0.0;3.0;4.0;1.0;1.0;1.0;7.0;0.0;5.0;1.0;0.0;1.0
83;Weinig stedelijke woongemeente;2006 oktober - 2007 september;54.0;2.0;0.0;0.0;0.0;0.0;1.0;15.0;3.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;4.0;2.0;1.0;7.0;2.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;8.0;13.0;3.0;1.0;2.0;9.0;0.0;3.0;3.0;1.0;1.0;1.0;6.0;0.0;4.0;0.0;0.0;1.0
84;Niet stedelijke woongemeente;1995 september - 1996 augustus;57.0;4.0;0.0;0.0;1.0;0.0;2.0;18.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;4.0;3.0;1.0;6.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;3.0;1.0;1.0;1.0;8.0;11.0;2.0;1.0;1.0;9.0;0.0;2.0;3.0;1.0;2.0;1.0;8.0;0.0;6.0;1.0;0.0;1.0
85;Niet stedelijke woongemeente;2001 december - 2002 november;61.0;4.0;1.0;0.0;1.0;0.0;2.0;19.0;3.0;3.0;0.0;0.0;0.0;1.0;2.0;1.0;4.0;4.0;3.0;2.0;7.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;3.0;1.0;1.0;1.0;7.0;13.0;3.0;1.0;2.0;10.0;1.0;2.0;3.0;1.0;2.0;1.0;8.0;0.0;6.0;1.0;0.0;1.0
86;Niet stedelijke woongemeente;2006 oktober - 2007 september;53.0;3.0;0.0;0.0;0.0;0.0;1.0;14.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;3.0;2.0;1.0;7.0;3.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;8.0;11.0;3.0;1.0;2.0;8.0;0.0;3.0;2.0;1.0;1.0;1.0;7.0;0.0;4.0;1.0;0.0;1.0
87;Woongebied dagrecreant: Noord-Nederland;1995 september - 1996 augustus;57.0;3.0;0.0;0.0;1.0;0.0;2.0;18.0;3.0;3.0;0.0;0.0;1.0;1.0;1.0;2.0;3.0;4.0;2.0;1.0;5.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;8.0;11.0;2.0;1.0;2.0;9.0;0.0;2.0;3.0;0.0;2.0;1.0;8.0;1.0;6.0;0.0;0.0;1.0
88;Woongebied dagrecreant: Noord-Nederland;2001 december - 2002 november;57.0;4.0;0.0;0.0;1.0;0.0;2.0;16.0;4.0;3.0;0.0;1.0;0.0;1.0;1.0;0.0;3.0;3.0;3.0;2.0;7.0;3.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;7.0;12.0;3.0;1.0;1.0;9.0;1.0;3.0;3.0;0.0;1.0;1.0;7.0;0.0;5.0;0.0;0.0;1.0
89;Woongebied dagrecreant: Noord-Nederland;2006 oktober - 2007 september;53.0;2.0;0.0;0.0;0.0;0.0;1.0;15.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;2.0;1.0;7.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;11.0;3.0;1.0;2.0;8.0;0.0;2.0;2.0;0.0;1.0;2.0;6.0;0.0;4.0;0.0;0.0;1.0
90;Woongebied dagrecreant: Oost-Nederland;1995 september - 1996 augustus;56.0;3.0;0.0;0.0;0.0;0.0;2.0;18.0;3.0;3.0;0.0;0.0;1.0;1.0;2.0;1.0;4.0;4.0;2.0;1.0;5.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;8.0;10.0;2.0;1.0;1.0;8.0;0.0;2.0;3.0;1.0;2.0;1.0;8.0;1.0;6.0;1.0;0.0;1.0
91;Woongebied dagrecreant: Oost-Nederland;2001 december - 2002 november;56.0;3.0;0.0;0.0;0.0;0.0;2.0;16.0;4.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;4.0;2.0;2.0;6.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;7.0;13.0;3.0;1.0;2.0;10.0;0.0;3.0;3.0;0.0;1.0;1.0;7.0;0.0;5.0;0.0;0.0;1.0
92;Woongebied dagrecreant: Oost-Nederland;2006 oktober - 2007 september;52.0;2.0;0.0;0.0;0.0;0.0;2.0;15.0;3.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;4.0;2.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;12.0;3.0;1.0;2.0;9.0;0.0;3.0;2.0;1.0;1.0;1.0;5.0;0.0;3.0;1.0;0.0;1.0
93;Woongebied dagrecreant: West-Nederland;1995 september - 1996 augustus;62.0;4.0;1.0;0.0;0.0;0.0;2.0;20.0;4.0;3.0;0.0;0.0;0.0;1.0;2.0;1.0;4.0;4.0;2.0;1.0;6.0;2.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;9.0;13.0;3.0;1.0;2.0;9.0;0.0;3.0;3.0;0.0;1.0;1.0;8.0;1.0;6.0;0.0;0.0;1.0
94;Woongebied dagrecreant: West-Nederland;2001 december - 2002 november;64.0;4.0;1.0;0.0;0.0;0.0;2.0;20.0;5.0;3.0;0.0;1.0;0.0;1.0;2.0;0.0;4.0;4.0;2.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;7.0;14.0;4.0;2.0;2.0;10.0;1.0;4.0;3.0;0.0;1.0;1.0;7.0;1.0;5.0;0.0;0.0;1.0
95;Woongebied dagrecreant: West-Nederland;2006 oktober - 2007 september;57.0;3.0;1.0;0.0;0.0;0.0;1.0;16.0;3.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;4.0;2.0;1.0;8.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;8.0;14.0;4.0;2.0;2.0;10.0;1.0;5.0;2.0;0.0;1.0;1.0;6.0;1.0;3.0;1.0;0.0;1.0
96;Woongebied dagrecreant: Zuid-Nederland;1995 september - 1996 augustus;62.0;3.0;0.0;0.0;0.0;0.0;2.0;19.0;4.0;3.0;0.0;0.0;0.0;1.0;2.0;1.0;4.0;4.0;2.0;1.0;6.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;9.0;13.0;2.0;1.0;1.0;11.0;0.0;2.0;4.0;1.0;1.0;1.0;9.0;1.0;7.0;1.0;0.0;1.0
97;Woongebied dagrecreant: Zuid-Nederland;2001 december - 2002 november;66.0;3.0;0.0;0.0;0.0;0.0;2.0;21.0;4.0;3.0;0.0;0.0;0.0;1.0;3.0;0.0;4.0;5.0;3.0;1.0;7.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;7.0;16.0;4.0;2.0;2.0;12.0;1.0;3.0;5.0;1.0;1.0;2.0;8.0;0.0;6.0;1.0;0.0;1.0
98;Woongebied dagrecreant: Zuid-Nederland;2006 oktober - 2007 september;60.0;2.0;0.0;0.0;0.0;0.0;1.0;16.0;3.0;2.0;1.0;0.0;0.0;1.0;2.0;0.0;3.0;4.0;3.0;1.0;8.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;9.0;15.0;4.0;2.0;2.0;11.0;1.0;4.0;4.0;1.0;1.0;2.0;7.0;1.0;5.0;1.0;0.0;1.0
