ID;LeeftijdReferentiepersoon;Perioden;TotaalHuishoudensMetKinderen_1;HuishoudensJongsteKind0Tot3Jaar_2;HuishoudensJongsteKind3Tot6Jaar_3;HuishoudensJongsteKind6Tot12Jaar_4;HuishoudensJongsteKind12Tot18Jaar_5;HuishoudensJongsteKind18Jaar_6
1163;14;2024;13123;0;0;0;0;13123
1164;14;2025;13518;0;0;0;0;13518
1165;14;2026;13790;0;0;0;0;13790
1166;14;2027;14698;0;0;0;0;14698
1167;14;2028;15453;0;0;0;0;15453
1168;14;2029;15972;0;0;0;0;15972
1169;14;2030;16345;0;0;0;0;16345
1170;14;2031;16727;0;0;0;0;16727
1171;14;2032;16579;0;0;0;0;16579
1172;14;2033;16559;0;0;0;0;16559
1173;14;2034;16637;0;0;0;0;16637
1174;14;2035;16805;0;0;0;0;16805
1175;14;2036;17020;0;0;0;0;17020
1176;14;2037;17262;0;0;0;0;17262
1177;14;2038;17480;0;0;0;0;17480
1178;14;2039;17708;0;0;0;0;17708
1179;14;2040;17955;0;0;0;0;17955
1180;14;2041;18165;0;0;0;0;18165
1181;14;2042;18383;0;0;0;0;18383
1182;14;2043;18569;0;0;0;0;18569
1183;14;2044;18725;0;0;0;0;18725
1184;14;2045;18839;0;0;0;0;18839
1185;14;2046;18879;0;0;0;0;18879
1186;14;2047;18788;0;0;0;0;18788
1187;14;2048;18664;0;0;0;0;18664
1188;14;2049;18516;0;0;0;0;18516
1189;14;2050;18414;0;0;0;0;18414
1190;14;2051;18267;0;0;0;0;18267
1191;14;2052;18046;0;0;0;0;18046
1192;14;2053;17720;0;0;0;0;17720
1193;14;2054;17238;0;0;0;0;17238
1194;14;2055;16646;0;0;0;0;16646
1195;14;2056;16078;0;0;0;0;16078
1196;14;2057;15617;0;0;0;0;15617
1197;14;2058;15263;0;0;0;0;15263
1198;14;2059;15084;0;0;0;0;15084
1199;14;2060;14975;0;0;0;0;14975
1200;15;2011;6162;0;0;0;0;6162
1201;15;2012;6260;0;0;0;0;6260
1202;15;2013;6258;0;0;0;0;6258
1203;15;2014;6353;0;0;0;0;6353
1204;15;2015;6442;0;0;0;0;6442
1205;15;2016;6682;0;0;0;0;6682
1206;15;2017;6779;0;0;0;0;6779
1207;15;2018;6970;0;0;0;0;6970
1208;15;2019;7010;0;0;0;0;7010
1209;15;2020;7112;0;0;0;0;7112
1210;15;2021;7144;0;0;0;0;7144
1211;15;2022;7222;0;0;0;0;7222
1212;15;2023;7245;0;0;0;0;7245
1213;15;2024;7413;0;0;0;0;7413
1214;15;2025;7565;0;0;0;0;7565
1215;15;2026;7772;0;0;0;0;7772
1216;15;2027;7908;0;0;0;0;7908
1217;15;2028;8132;0;0;0;0;8132
1218;15;2029;8389;0;0;0;0;8389
1219;15;2030;8682;0;0;0;0;8682
1220;15;2031;8890;0;0;0;0;8890
1221;15;2032;9584;0;0;0;0;9584
1222;15;2033;10142;0;0;0;0;10142
1223;15;2034;10503;0;0;0;0;10503
1224;15;2035;10740;0;0;0;0;10740
1225;15;2036;10958;0;0;0;0;10958
1226;15;2037;10848;0;0;0;0;10848
1227;15;2038;10845;0;0;0;0;10845
1228;15;2039;10920;0;0;0;0;10920
1229;15;2040;11040;0;0;0;0;11040
1230;15;2041;11193;0;0;0;0;11193
1231;15;2042;11370;0;0;0;0;11370
1232;15;2043;11519;0;0;0;0;11519
1233;15;2044;11692;0;0;0;0;11692
1234;15;2045;11874;0;0;0;0;11874
1235;15;2046;12022;0;0;0;0;12022
1236;15;2047;12189;0;0;0;0;12189
1237;15;2048;12330;0;0;0;0;12330
1238;15;2049;12448;0;0;0;0;12448
1239;15;2050;12544;0;0;0;0;12544
1240;15;2051;12581;0;0;0;0;12581
1241;15;2052;12526;0;0;0;0;12526
1242;15;2053;12453;0;0;0;0;12453
1243;15;2054;12358;0;0;0;0;12358
1244;15;2055;12317;0;0;0;0;12317
1245;15;2056;12234;0;0;0;0;12234
1246;15;2057;12084;0;0;0;0;12084
1247;15;2058;11859;0;0;0;0;11859
1248;15;2059;11520;0;0;0;0;11520
1249;15;2060;11105;0;0;0;0;11105
1250;16;2011;2124;0;0;0;0;2124
1251;16;2012;2225;0;0;0;0;2225
1252;16;2013;2328;0;0;0;0;2328
1253;16;2014;2423;0;0;0;0;2423
1254;16;2015;2455;0;0;0;0;2455
1255;16;2016;2450;0;0;0;0;2450
1256;16;2017;2525;0;0;0;0;2525
1257;16;2018;2550;0;0;0;0;2550
1258;16;2019;2618;0;0;0;0;2618
1259;16;2020;2681;0;0;0;0;2681
1260;16;2021;2805;0;0;0;0;2805
1261;16;2022;2873;0;0;0;0;2873
1262;16;2023;2974;0;0;0;0;2974
1263;16;2024;3001;0;0;0;0;3001
1264;16;2025;3054;0;0;0;0;3054
1265;16;2026;3078;0;0;0;0;3078
1266;16;2027;3123;0;0;0;0;3123
1267;16;2028;3149;0;0;0;0;3149
1268;16;2029;3234;0;0;0;0;3234
1269;16;2030;3314;0;0;0;0;3314
1270;16;2031;3422;0;0;0;0;3422
1271;16;2032;3484;0;0;0;0;3484
1272;16;2033;3590;0;0;0;0;3590
1273;16;2034;3719;0;0;0;0;3719
1274;16;2035;3873;0;0;0;0;3873
1275;16;2036;3972;0;0;0;0;3972
1276;16;2037;4347;0;0;0;0;4347
1277;16;2038;4637;0;0;0;0;4637
1278;16;2039;4808;0;0;0;0;4808
1279;16;2040;4911;0;0;0;0;4911
1280;16;2041;4993;0;0;0;0;4993
1281;16;2042;4958;0;0;0;0;4958
1282;16;2043;4982;0;0;0;0;4982
1283;16;2044;5029;0;0;0;0;5029
1284;16;2045;5103;0;0;0;0;5103
1285;16;2046;5188;0;0;0;0;5188
1286;16;2047;5284;0;0;0;0;5284
1287;16;2048;5370;0;0;0;0;5370
1288;16;2049;5472;0;0;0;0;5472
1289;16;2050;5579;0;0;0;0;5579
1290;16;2051;5663;0;0;0;0;5663
1291;16;2052;5771;0;0;0;0;5771
1292;16;2053;5858;0;0;0;0;5858
1293;16;2054;5933;0;0;0;0;5933
1294;16;2055;6009;0;0;0;0;6009
1295;16;2056;6034;0;0;0;0;6034
1296;16;2057;6023;0;0;0;0;6023
1297;16;2058;6001;0;0;0;0;6001
1298;16;2059;5973;0;0;0;0;5973
1299;16;2060;5979;0;0;0;0;5979
1300;17;2011;484;0;0;0;0;484
1301;17;2012;514;0;0;0;0;514
1302;17;2013;524;0;0;0;0;524
1303;17;2014;540;0;0;0;0;540
1304;17;2015;571;0;0;0;0;571
1305;17;2016;624;0;0;0;0;624
1306;17;2017;664;0;0;0;0;664
1307;17;2018;700;0;0;0;0;700
1308;17;2019;731;0;0;0;0;731
1309;17;2020;752;0;0;0;0;752
1310;17;2021;771;0;0;0;0;771
1311;17;2022;803;0;0;0;0;803
1312;17;2023;819;0;0;0;0;819
1313;17;2024;849;0;0;0;0;849
1314;17;2025;873;0;0;0;0;873
1315;17;2026;908;0;0;0;0;908
1316;17;2027;942;0;0;0;0;942
1317;17;2028;971;0;0;0;0;971
1318;17;2029;980;0;0;0;0;980
1319;17;2030;999;0;0;0;0;999
1320;17;2031;1019;0;0;0;0;1019
1321;17;2032;1041;0;0;0;0;1041
1322;17;2033;1056;0;0;0;0;1056
1323;17;2034;1086;0;0;0;0;1086
1324;17;2035;1116;0;0;0;0;1116
1325;17;2036;1151;0;0;0;0;1151
1326;17;2037;1172;0;0;0;0;1172
1327;17;2038;1205;0;0;0;0;1205
1328;17;2039;1257;0;0;0;0;1257
1329;17;2040;1317;0;0;0;0;1317
1330;17;2041;1352;0;0;0;0;1352
1331;17;2042;1491;0;0;0;0;1491
1332;17;2043;1596;0;0;0;0;1596
1333;17;2044;1661;0;0;0;0;1661
1334;17;2045;1693;0;0;0;0;1693
1335;17;2046;1712;0;0;0;0;1712
1336;17;2047;1735;0;0;0;0;1735
1337;17;2048;1764;0;0;0;0;1764
1338;17;2049;1799;0;0;0;0;1799
1339;17;2050;1830;0;0;0;0;1830
1340;17;2051;1861;0;0;0;0;1861
1341;17;2052;1899;0;0;0;0;1899
1342;17;2053;1936;0;0;0;0;1936
1343;17;2054;1972;0;0;0;0;1972
1344;17;2055;2019;0;0;0;0;2019
1345;17;2056;2059;0;0;0;0;2059
1346;17;2057;2104;0;0;0;0;2104
1347;17;2058;2146;0;0;0;0;2146
1348;17;2059;2184;0;0;0;0;2184
1349;17;2060;2219;0;0;0;0;2219
