ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Producentenvertrouwen_1;VerwachteBedrijvigheid_2;OordeelOrderpositie_3;OordeelVoorraden_4
8981;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2008 december;-21.5;-29.8;-30.6;-4.0
8982;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 januari;-20.8;-20.6;-34.4;-7.2
8983;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 februari;-26.5;-36.8;-39.2;-3.4
8984;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 maart;-23.3;-26.9;-44.2;1.2
8985;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 april;-23.9;-18.9;-46.8;-6.0
8986;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 mei;-24.7;-20.6;-50.1;-3.4
8987;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 juni;-24.3;-21.0;-53.2;1.5
8988;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 juli;-18.3;-7.3;-48.8;1.3
8989;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 augustus;-11.3;-1.2;-35.8;3.1
8990;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 september;-10.3;1.5;-33.6;1.3
8991;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 oktober;-12.1;-6.4;-29.6;-0.3
8992;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 november;-12.1;-7.0;-31.6;2.4
8993;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2009 december;-8.1;3.8;-33.2;5.2
8994;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 januari;-8.8;-1.4;-30.2;5.2
8995;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 februari;-10.8;-8.9;-27.2;3.8
8996;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 maart;-5.6;4.5;-22.3;1.0
8997;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 april;-5.2;6.3;-22.0;0.1
8998;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 mei;-3.0;3.4;-19.5;7.2
8999;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 juni;-3.3;4.8;-15.7;1.2
9000;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 juli;-2.0;8.5;-15.6;1.3
9001;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 augustus;-0.8;9.3;-13.6;1.9
9002;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 september;-4.0;8.4;-19.4;-0.9
9003;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 oktober;-0.7;16.9;-17.9;-1.1
9004;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 november;-3.1;9.0;-13.2;-5.0
9005;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2010 december;-6.0;2.7;-13.4;-7.3
9006;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 januari;7.9;24.5;-0.8;0.0
9007;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 februari;3.8;19.8;-6.0;-2.2
9008;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 maart;6.4;15.4;-5.5;9.3
9009;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 april;5.9;20.5;-1.3;-1.3
9010;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 mei;0.0;12.4;1.6;-14.0
9011;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 juni;-2.4;10.0;-3.6;-13.5
9012;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 juli;-2.6;2.1;-7.1;-2.6
9013;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 augustus;-8.2;-3.0;-10.9;-10.6
9014;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 september;-3.2;3.2;-8.8;-3.8
9015;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 oktober;-3.1;-5.4;-7.6;3.8
9016;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 november;-3.8;-6.8;-10.3;5.8
9017;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2011 december;1.4;2.3;-11.0;12.9
9018;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 januari;-5.0;-3.3;-20.3;8.7
9019;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 februari;-5.5;-2.1;-18.0;3.5
9020;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 maart;-5.7;-1.5;-16.2;0.5
9021;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 april;-11.1;-7.9;-19.1;-6.4
9022;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 mei;-11.0;-5.1;-23.3;-4.6
9023;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 juni;-9.4;-1.0;-25.2;-2.0
9024;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 juli;-10.9;-0.8;-21.1;-10.8
9025;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 augustus;-13.6;-5.7;-25.4;-9.7
9026;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 september;-13.7;-3.0;-28.4;-9.6
9027;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 oktober;-15.4;-9.8;-27.3;-9.2
9028;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 november;-17.1;-10.9;-30.0;-10.2
9029;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2012 december;-16.0;-8.4;-29.6;-9.8
9030;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 januari;-16.2;-11.7;-31.1;-5.8
9031;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 februari;-13.9;3.0;-41.8;-3.0
9032;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 maart;-15.6;-14.9;-31.9;0.2
9033;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 april;-13.4;-1.5;-36.3;-2.6
9034;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 mei;-12.0;-0.8;-31.1;-4.0
9035;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 juni;-10.5;0.3;-25.3;-6.5
9036;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 juli;-14.3;-0.5;-30.0;-12.5
9037;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 augustus;-1.7;9.4;-13.4;-1.2
9038;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 september;-4.5;0.8;-17.5;3.1
9039;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 oktober;-1.2;7.5;-16.9;5.7
9040;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 november;-1.5;10.5;-15.4;0.5
9041;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2013 december;-1.6;6.8;-16.1;4.4
9042;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 januari;-5.4;9.7;-13.7;-12.3
9043;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 februari;-2.6;5.7;-12.4;-1.3
9044;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 maart;-5.0;7.3;-18.4;-3.9
9045;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 april;-4.2;5.1;-13.1;-4.6
9046;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 mei;-4.2;6.8;-17.2;-2.2
9047;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 juni;-5.8;4.0;-20.1;-1.5
9048;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 juli;-5.8;6.0;-19.3;-4.0
9049;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 augustus;-4.0;7.2;-18.2;-1.0
9050;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 september;-6.8;-6.8;-13.5;0.0
9051;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 oktober;-3.9;6.3;-20.2;2.1
9052;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 november;-6.2;3.9;-25.5;3.0
9053;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2014 december;-0.4;9.0;-12.8;2.4
9054;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 januari;-2.7;5.8;-12.0;-1.9
9055;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 februari;-1.0;8.3;-14.6;3.4
9056;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 maart;-8.5;-0.3;-20.9;-4.3
9057;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 april;1.3;17.3;-11.5;-2.0
9058;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 mei;0.7;12.3;-9.1;-1.0
9059;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 juni;-0.2;12.6;-7.0;-6.2
9060;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 juli;-4.1;10.4;-10.3;-12.2
9061;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 augustus;-0.4;9.1;-11.1;0.8
9062;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 september;2.4;10.3;-3.1;0.2
9063;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 oktober;-3.2;9.4;-10.5;-8.4
9064;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 november;2.8;14.2;-7.3;1.5
9065;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2015 december;-3.7;4.7;-5.7;-10.1
9066;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 januari;-0.9;11.3;-6.5;-7.6
9067;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 februari;-0.8;8.8;-4.9;-6.4
9068;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 maart;-4.1;5.5;-4.1;-13.9
9069;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 april;0.6;8.3;-4.5;-2.0
9070;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 mei;2.0;9.4;-0.6;-2.9
9071;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 juni;6.0;18.5;0.3;-0.9
9072;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 juli;6.0;13.2;5.1;-0.2
9073;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 augustus;-1.4;3.9;-4.7;-3.3
9074;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 september;0.2;12.3;-1.9;-9.7
9075;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 oktober;0.6;13.9;-1.6;-10.5
9076;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 november;-0.6;10.8;-4.2;-8.3
9077;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2016 december;-1.4;11.0;-7.2;-8.1
9078;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 januari;1.5;15.6;-2.0;-9.1
9079;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 februari;2.9;11.8;6.4;-9.5
9080;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 maart;2.3;15.4;2.0;-10.5
9081;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 april;3.9;14.7;-2.2;-1.0
9082;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 mei;0.8;7.5;-3.5;-1.6
9083;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 juni;2.7;12.3;-2.5;-1.7
9084;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 juli;3.0;12.6;2.5;-6.0
9085;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 augustus;1.6;14.3;2.7;-12.2
9086;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 september;3.2;17.0;3.1;-10.4
9087;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 oktober;3.7;15.2;6.5;-10.7
9088;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 november;5.6;17.3;10.7;-11.2
9089;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2017 december;6.1;18.5;10.3;-10.5
9090;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 januari;3.3;14.0;10.2;-14.1
9091;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 februari;4.6;20.1;8.8;-15.0
9092;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 maart;4.7;23.0;6.1;-15.1
9093;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 april;1.3;13.5;6.7;-16.1
9094;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 mei;2.6;13.1;7.5;-12.7
9095;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 juni;2.7;13.3;10.2;-15.5
9096;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 juli;1.8;12.7;5.0;-12.2
9097;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 augustus;3.0;15.5;5.3;-11.9
9098;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 september;5.6;10.8;6.7;-0.5
9099;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 oktober;2.4;10.7;5.5;-8.9
9100;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 november;4.2;10.2;4.5;-2.1
9101;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2018 december;3.1;10.7;1.7;-3.0
9102;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 januari;-4.2;3.6;0.1;-16.2
9103;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 februari;0.9;3.0;1.4;-1.7
9104;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 maart;5.1;9.7;3.3;2.4
9105;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 april;3.9;8.0;2.3;1.5
9106;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 mei;4.6;9.0;3.5;1.2
9107;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 juni;-5.1;3.2;-6.2;-12.5
9108;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 juli;1.8;8.0;-3.3;0.7
9109;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 augustus;2.8;5.1;-1.8;4.9
9110;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 september;-2.7;5.4;-2.4;-11.3
9111;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 oktober;-1.8;7.6;-1.7;-11.2
9112;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 november;-3.7;0.9;-1.1;-10.9
9113;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2019 december;-1.7;1.7;4.5;-11.4
9114;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 januari;-1.1;7.1;-7.2;-3.2
9115;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 februari;0.2;6.6;-3.4;-2.6
9116;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 maart;-3.0;-1.9;-0.8;-6.3
9117;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 april;-36.9;-61.5;-31.5;-17.6
9118;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 mei;-33.8;-48.3;-39.7;-13.5
9119;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 juni;-31.8;-30.4;-52.7;-12.5
9120;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 juli;-22.9;-5.1;-48.8;-15.0
9121;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 augustus;-12.6;8.3;-35.7;-10.4
9122;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 september;-14.6;1.1;-37.7;-7.4
9123;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 oktober;-13.1;-4.2;-29.0;-6.0
9124;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 november;-11.0;1.8;-25.9;-9.1
9125;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2020 december;-5.8;3.6;-14.2;-6.8
9126;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 januari;-2.6;14.0;-13.1;-8.8
9127;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 februari;-2.6;10.9;-11.0;-7.7
9128;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 maart;-3.6;10.7;-9.8;-11.7
9129;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 april;1.2;12.7;2.8;-11.9
9130;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 mei;4.3;14.5;6.4;-8.0
9131;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 juni;4.8;17.2;7.1;-9.9
9132;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 juli;7.8;17.4;13.2;-7.2
9133;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 augustus;7.1;15.5;15.3;-9.6
9134;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 september;6.1;16.8;15.0;-13.3
9135;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 oktober;8.2;18.8;16.4;-10.6
9136;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 november;8.9;22.7;12.8;-8.9
9137;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2021 december;4.2;14.7;15.2;-17.5
9138;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 januari;3.2;8.9;14.3;-13.5
9139;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 februari;0.3;4.3;15.7;-19.2
9140;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 maart;-1.5;3.2;12.2;-19.9
9141;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 april;0.6;3.2;15.8;-17.4
9142;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 mei;-0.1;5.6;17.3;-23.2
9143;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 juni;0.0;6.3;14.3;-20.7
9144;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 juli;1.9;7.7;10.9;-13.0
9145;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 augustus;-3.6;0.9;8.6;-20.4
9146;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 september;-1.1;7.7;8.9;-19.8
9147;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 oktober;-0.5;8.9;8.4;-18.7
9148;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 november;1.7;16.7;9.0;-20.6
9149;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2022 december;-1.1;10.6;9.7;-23.8
9150;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 januari;-0.6;12.2;10.0;-24.0
9151;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 februari;0.1;9.7;7.3;-16.6
9152;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 maart;-1.3;11.3;3.5;-18.9
9153;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 april;0.4;10.2;0.6;-9.5
9154;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 mei;-5.0;7.3;-4.7;-17.7
9155;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 juni;-7.6;3.0;-7.0;-18.7
9156;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 juli;-9.0;2.8;-10.1;-19.6
9157;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 augustus;-8.4;1.9;-9.9;-17.0
9158;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 september;-9.4;-1.6;-10.4;-16.1
9159;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 oktober;-9.4;-3.0;-9.1;-16.2
9160;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 november;-8.7;0.0;-10.2;-16.0
9161;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2023 december;-10.0;-2.5;-13.1;-14.4
9162;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 januari;-12.1;-7.5;-10.8;-18.1
9163;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 februari;-5.5;10.4;-14.3;-12.5
9164;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 maart;-7.3;10.8;-13.1;-19.5
9165;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 april;-5.8;12.8;-13.1;-17.1
9166;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 mei;-3.5;16.7;-10.0;-17.3
9167;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 juni;-3.0;17.4;-15.1;-11.3
9168;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 juli;-5.7;14.0;-12.6;-18.5
9169;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 augustus;-2.8;13.8;-9.4;-12.9
9170;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 september;-7.7;4.7;-13.4;-14.4
9171;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 oktober;-11.1;-2.6;-12.1;-18.6
9172;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 november;-8.4;-3.6;-12.9;-8.8
9173;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2024 december;-5.5;7.2;-12.3;-11.5
9174;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2025 januari;-5.6;11.3;-11.2;-16.9
9175;24-25 Basismetaal, metaalprod.-industrie;Waarde;Seizoengecorrigeerde cijfers;2025 februari;-4.4;7.0;-11.8;-8.4
