ID;CategoryDrivingLicence;AgeDrivingLicenseHolder;Region;Periods;PeopleWithADrivingLicence_1
387;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2017;2192.0
388;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2018;2431.0
389;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2019;2370.0
390;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2020;2318.0
391;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2021;1596.0
392;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2022;1351.0
393;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2023;1839.0
394;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2024;1864.0
395;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2025;1881.0
396;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2014;2133.0
397;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2015;2468.0
398;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2016;2615.0
399;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2017;2779.0
400;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2018;3303.0
401;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2019;3073.0
402;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2020;3129.0
403;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2021;2001.0
404;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2022;1714.0
405;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2023;2136.0
406;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2024;2287.0
407;Passenger car driving licence total;16 to 17 years;Zuid-Holland (PV);2025;2545.0
408;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2014;468.0
409;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2015;554.0
410;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2016;570.0
411;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2017;583.0
412;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2018;699.0
413;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2019;635.0
414;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2020;613.0
415;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2021;412.0
416;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2022;307.0
417;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2023;463.0
418;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2024;430.0
419;Passenger car driving licence total;16 to 17 years;Zeeland (PV);2025;488.0
420;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2014;2199.0
421;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2015;2640.0
422;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2016;2877.0
423;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2017;2974.0
424;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2018;3345.0
425;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2019;3052.0
426;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2020;3040.0
427;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2021;1906.0
428;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2022;1511.0
429;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2023;2102.0
430;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2024;2312.0
431;Passenger car driving licence total;16 to 17 years;Noord-Brabant (PV);2025;2378.0
432;Passenger car driving licence total;16 to 17 years;Limburg (PV);2014;1031.0
433;Passenger car driving licence total;16 to 17 years;Limburg (PV);2015;1229.0
434;Passenger car driving licence total;16 to 17 years;Limburg (PV);2016;1375.0
435;Passenger car driving licence total;16 to 17 years;Limburg (PV);2017;1409.0
436;Passenger car driving licence total;16 to 17 years;Limburg (PV);2018;1391.0
437;Passenger car driving licence total;16 to 17 years;Limburg (PV);2019;1392.0
438;Passenger car driving licence total;16 to 17 years;Limburg (PV);2020;1318.0
439;Passenger car driving licence total;16 to 17 years;Limburg (PV);2021;838.0
440;Passenger car driving licence total;16 to 17 years;Limburg (PV);2022;709.0
441;Passenger car driving licence total;16 to 17 years;Limburg (PV);2023;948.0
442;Passenger car driving licence total;16 to 17 years;Limburg (PV);2024;1096.0
443;Passenger car driving licence total;16 to 17 years;Limburg (PV);2025;1044.0
444;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2014;1.0
445;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2015;0.0
446;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2016;1.0
447;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2017;0.0
448;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2018;0.0
449;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2019;0.0
450;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2020;0.0
451;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2021;0.0
452;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2022;0.0
453;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2023;0.0
454;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2024;1.0
455;Passenger car driving licence total;16 to 17 years;Unclassifiable (PV);2025;0.0
456;Passenger car driving licence total;18 to 19 years;Nederland;2014;170879.0
457;Passenger car driving licence total;18 to 19 years;Nederland;2015;174827.0
458;Passenger car driving licence total;18 to 19 years;Nederland;2016;181496.0
459;Passenger car driving licence total;18 to 19 years;Nederland;2017;188872.0
460;Passenger car driving licence total;18 to 19 years;Nederland;2018;199683.0
461;Passenger car driving licence total;18 to 19 years;Nederland;2019;204227.0
462;Passenger car driving licence total;18 to 19 years;Nederland;2020;208847.0
463;Passenger car driving licence total;18 to 19 years;Nederland;2021;186936.0
464;Passenger car driving licence total;18 to 19 years;Nederland;2022;171507.0
465;Passenger car driving licence total;18 to 19 years;Nederland;2023;178174.0
466;Passenger car driving licence total;18 to 19 years;Nederland;2024;182333.0
467;Passenger car driving licence total;18 to 19 years;Nederland;2025;186249.0
468;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2014;18683.0
469;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2015;18957.0
470;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2016;19277.0
471;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2017;20023.0
472;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2018;21675.0
473;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2019;22184.0
474;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2020;22388.0
475;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2021;20154.0
476;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2022;18789.0
477;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2023;19254.0
478;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2024;19805.0
479;Passenger car driving licence total;18 to 19 years;Noord-Nederland (LD);2025;20258.0
480;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2014;39872.0
481;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2015;40266.0
482;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2016;42107.0
483;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2017;44044.0
484;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2018;46661.0
485;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2019;48339.0
486;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2020;49724.0
487;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2021;44707.0
488;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2022;41205.0
489;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2023;42662.0
490;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2024;43301.0
491;Passenger car driving licence total;18 to 19 years;Oost-Nederland (LD);2025;44462.0
492;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2014;71101.0
493;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2015;73641.0
494;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2016;76532.0
495;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2017;79281.0
496;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2018;83174.0
497;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2019;85268.0
498;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2020;88065.0
499;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2021;78537.0
500;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2022;71814.0
501;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2023;75529.0
502;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2024;78081.0
503;Passenger car driving licence total;18 to 19 years;West-Nederland (LD);2025;80032.0
504;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2014;41200.0
505;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2015;41950.0
506;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2016;43565.0
507;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2017;45515.0
508;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2018;48160.0
509;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2019;48419.0
510;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2020;48665.0
511;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2021;43535.0
512;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2022;39693.0
513;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2023;40721.0
514;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2024;41133.0
515;Passenger car driving licence total;18 to 19 years;Zuid-Nederland (LD);2025;41473.0
516;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2014;23.0
517;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2015;13.0
518;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2016;15.0
519;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2017;9.0
520;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2018;13.0
521;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2019;17.0
522;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2020;5.0
523;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2021;3.0
524;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2022;6.0
525;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2023;8.0
526;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2024;13.0
527;Passenger car driving licence total;18 to 19 years;Unclassifiable (LD);2025;24.0
528;Passenger car driving licence total;18 to 19 years;Groningen (PV);2014;7331.0
529;Passenger car driving licence total;18 to 19 years;Groningen (PV);2015;7349.0
530;Passenger car driving licence total;18 to 19 years;Groningen (PV);2016;7186.0
531;Passenger car driving licence total;18 to 19 years;Groningen (PV);2017;7087.0
532;Passenger car driving licence total;18 to 19 years;Groningen (PV);2018;7307.0
533;Passenger car driving licence total;18 to 19 years;Groningen (PV);2019;7350.0
534;Passenger car driving licence total;18 to 19 years;Groningen (PV);2020;7290.0
535;Passenger car driving licence total;18 to 19 years;Groningen (PV);2021;6619.0
536;Passenger car driving licence total;18 to 19 years;Groningen (PV);2022;6077.0
537;Passenger car driving licence total;18 to 19 years;Groningen (PV);2023;6144.0
538;Passenger car driving licence total;18 to 19 years;Groningen (PV);2024;6856.0
539;Passenger car driving licence total;18 to 19 years;Groningen (PV);2025;7003.0
540;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2014;6446.0
541;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2015;6628.0
542;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2016;6922.0
543;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2017;7415.0
544;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2018;8291.0
545;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2019;8581.0
546;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2020;8634.0
547;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2021;7657.0
548;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2022;7141.0
549;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2023;7358.0
550;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2024;7250.0
551;Passenger car driving licence total;18 to 19 years;Fryslân (PV);2025;7469.0
552;Passenger car driving licence total;18 to 19 years;Drenthe (PV);2014;4906.0
553;Passenger car driving licence total;18 to 19 years;Drenthe (PV);2015;4980.0
554;Passenger car driving licence total;18 to 19 years;Drenthe (PV);2016;5169.0
555;Passenger car driving licence total;18 to 19 years;Drenthe (PV);2017;5521.0
556;Passenger car driving licence total;18 to 19 years;Drenthe (PV);2018;6077.0
