ID;CategoryDrivingLicence;AgeDrivingLicenseHolder;Region;Periods;PeopleWithADrivingLicence_1
945;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2023;183738.0
946;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2024;185681.0
947;Passenger car driving licence total;25 to 29 years;Oost-Nederland (LD);2025;188432.0
948;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2014;399331.0
949;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2015;406184.0
950;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2016;416045.0
951;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2017;423087.0
952;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2018;428054.0
953;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2019;432716.0
954;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2020;436608.0
955;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2021;431515.0
956;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2022;423675.0
957;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2023;420448.0
958;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2024;422721.0
959;Passenger car driving licence total;25 to 29 years;West-Nederland (LD);2025;426556.0
960;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2014;172310.0
961;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2015;174181.0
962;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2016;176780.0
963;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2017;178024.0
964;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2018;179409.0
965;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2019;180850.0
966;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2020;183135.0
967;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2021;182376.0
968;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2022;181413.0
969;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2023;181201.0
970;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2024;183699.0
971;Passenger car driving licence total;25 to 29 years;Zuid-Nederland (LD);2025;185594.0
972;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2014;644.0
973;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2015;737.0
974;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2016;881.0
975;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2017;1016.0
976;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2018;1197.0
977;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2019;1275.0
978;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2020;1358.0
979;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2021;1309.0
980;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2022;1249.0
981;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2023;1511.0
982;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2024;2196.0
983;Passenger car driving licence total;25 to 29 years;Unclassifiable (LD);2025;2678.0
984;Passenger car driving licence total;25 to 29 years;Groningen (PV);2014;29945.0
985;Passenger car driving licence total;25 to 29 years;Groningen (PV);2015;30174.0
986;Passenger car driving licence total;25 to 29 years;Groningen (PV);2016;30615.0
987;Passenger car driving licence total;25 to 29 years;Groningen (PV);2017;30998.0
988;Passenger car driving licence total;25 to 29 years;Groningen (PV);2018;31036.0
989;Passenger car driving licence total;25 to 29 years;Groningen (PV);2019;31347.0
990;Passenger car driving licence total;25 to 29 years;Groningen (PV);2020;31868.0
991;Passenger car driving licence total;25 to 29 years;Groningen (PV);2021;31981.0
992;Passenger car driving licence total;25 to 29 years;Groningen (PV);2022;31750.0
993;Passenger car driving licence total;25 to 29 years;Groningen (PV);2023;32111.0
994;Passenger car driving licence total;25 to 29 years;Groningen (PV);2024;32517.0
995;Passenger car driving licence total;25 to 29 years;Groningen (PV);2025;32900.0
996;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2014;28754.0
997;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2015;28956.0
998;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2016;29064.0
999;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2017;28997.0
1000;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2018;29038.0
1001;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2019;29379.0
1002;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2020;29637.0
1003;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2021;29634.0
1004;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2022;29444.0
1005;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2023;29699.0
1006;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2024;29979.0
1007;Passenger car driving licence total;25 to 29 years;Fryslân (PV);2025;30546.0
1008;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2014;20100.0
1009;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2015;19841.0
1010;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2016;19765.0
1011;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2017;19507.0
1012;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2018;19301.0
1013;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2019;19300.0
1014;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2020;19505.0
1015;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2021;19500.0
1016;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2022;19547.0
1017;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2023;19674.0
1018;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2024;20260.0
1019;Passenger car driving licence total;25 to 29 years;Drenthe (PV);2025;21201.0
1020;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2014;58585.0
1021;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2015;58976.0
1022;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2016;59034.0
1023;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2017;58732.0
1024;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2018;58481.0
1025;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2019;58841.0
1026;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2020;59389.0
1027;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2021;59280.0
1028;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2022;59103.0
1029;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2023;59469.0
1030;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2024;60136.0
1031;Passenger car driving licence total;25 to 29 years;Overijssel (PV);2025;61486.0
1032;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2014;19726.0
1033;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2015;19550.0
1034;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2016;19849.0
1035;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2017;20053.0
1036;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2018;20249.0
1037;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2019;20488.0
1038;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2020;20736.0
1039;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2021;20482.0
1040;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2022;20260.0
1041;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2023;20137.0
1042;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2024;20187.0
1043;Passenger car driving licence total;25 to 29 years;Flevoland (PV);2025;20203.0
1044;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2014;95247.0
1045;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2015;96409.0
1046;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2016;97837.0
1047;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2017;99175.0
1048;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2018;99955.0
1049;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2019;101817.0
1050;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2020;103916.0
1051;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2021;104467.0
1052;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2022;103937.0
1053;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2023;104132.0
1054;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2024;105358.0
1055;Passenger car driving licence total;25 to 29 years;Gelderland (PV);2025;106743.0
1056;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2014;68470.0
1057;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2015;69748.0
1058;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2016;71402.0
1059;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2017;72749.0
1060;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2018;73729.0
1061;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2019;75406.0
1062;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2020;78346.0
1063;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2021;77773.0
1064;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2022;76174.0
1065;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2023;75880.0
1066;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2024;76278.0
1067;Passenger car driving licence total;25 to 29 years;Utrecht (PV);2025;76834.0
1068;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2014;137647.0
1069;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2015;141008.0
1070;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2016;144987.0
1071;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2017;147807.0
1072;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2018;149344.0
1073;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2019;150083.0
1074;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2020;150724.0
1075;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2021;148253.0
1076;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2022;144996.0
1077;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2023;143508.0
1078;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2024;144505.0
1079;Passenger car driving licence total;25 to 29 years;Noord-Holland (PV);2025;146152.0
1080;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2014;176724.0
1081;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2015;178946.0
1082;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2016;182942.0
1083;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2017;185814.0
1084;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2018;188261.0
1085;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2019;190462.0
1086;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2020;190541.0
1087;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2021;188661.0
1088;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2022;185635.0
1089;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2023;184211.0
1090;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2024;184941.0
1091;Passenger car driving licence total;25 to 29 years;Zuid-Holland (PV);2025;186477.0
1092;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2014;16490.0
1093;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2015;16482.0
1094;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2016;16714.0
1095;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2017;16717.0
1096;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2018;16720.0
1097;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2019;16765.0
1098;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2020;16997.0
1099;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2021;16828.0
1100;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2022;16870.0
1101;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2023;16849.0
1102;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2024;16997.0
1103;Passenger car driving licence total;25 to 29 years;Zeeland (PV);2025;17093.0
1104;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2014;122086.0
1105;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2015;123361.0
1106;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2016;125336.0
1107;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2017;126280.0
1108;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2018;127939.0
1109;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2019;129664.0
1110;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2020;131840.0
1111;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2021;131971.0
1112;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2022;131796.0
1113;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2023;131930.0
1114;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2024;134200.0
1115;Passenger car driving licence total;25 to 29 years;Noord-Brabant (PV);2025;135767.0
1116;Passenger car driving licence total;25 to 29 years;Limburg (PV);2014;50224.0
