ID;NationaliteitVoertuig;RegioS;Perioden;TotaalGeladenGewicht_1;VervoerdBinnenDezelfdeProvincie_2;VervoerdNaarAndereProvincies_3;VervoerdNaarBuitenland_4;TotaalGelostGewicht_5;AfkomstigUitDezelfdeProvincie_6;AfkomstigUitAndereProvincies_7;AfkomstigUitBuitenland_8
288;Nederlandse voertuigen;Drenthe (PV);2008;19255;6584;11265;1406;18900;6584;10809;1507
289;Nederlandse voertuigen;Drenthe (PV);2009;25546;9014;15136;1395;20865;9014;10361;1489
290;Nederlandse voertuigen;Drenthe (PV);2010;22762;7477;14197;1088;18335;7477;9498;1360
291;Nederlandse voertuigen;Drenthe (PV);2011;16911;7048;8696;1167;18638;7048;10624;966
292;Nederlandse voertuigen;Drenthe (PV);2012;18382;7063;10277;1042;16815;7063;8823;929
293;Nederlandse voertuigen;Drenthe (PV);2013;21943;8394;11928;1621;21763;8394;12003;1366
294;Nederlandse voertuigen;Drenthe (PV);2014;19224;6140;11649;1435;18705;6140;11171;1394
295;Nederlandse voertuigen;Drenthe (PV);2015;19415;6800;11224;1391;19862;6800;11781;1281
296;Nederlandse voertuigen;Drenthe (PV);2016;17865;6663;10025;1177;19047;6663;11184;1200
297;Nederlandse voertuigen;Drenthe (PV);2017;21832;8274;11956;1602;20377;8274;10648;1455
298;Nederlandse voertuigen;Drenthe (PV);2018;20740;6339;12712;1689;18682;6339;10842;1501
299;Nederlandse voertuigen;Drenthe (PV);2019;21780;7035;13064;1681;21535;7035;13252;1248
300;Nederlandse voertuigen;Drenthe (PV);2020;24709;9450;13064;2195;23866;9450;12729;1687
301;Nederlandse voertuigen;Drenthe (PV);2021;19909;5753;12526;1630;20297;5753;12761;1783
302;Nederlandse voertuigen;Drenthe (PV);2022;19607;6648;11619;1340;19376;6648;11425;1303
303;Nederlandse voertuigen;Drenthe (PV);2023;18894;6896;10176;1822;20685;6896;12348;1441
304;Nederlandse voertuigen;Overijssel (PV);2005;37121;16657;16595;3869;34851;16657;14267;3928
305;Nederlandse voertuigen;Overijssel (PV);2006;45555;23564;17586;4405;43860;23564;14685;5611
306;Nederlandse voertuigen;Overijssel (PV);2007;42407;19318;18176;4913;38721;19318;14042;5361
307;Nederlandse voertuigen;Overijssel (PV);2008;47374;22030;20713;4631;41118;22030;14567;4520
308;Nederlandse voertuigen;Overijssel (PV);2009;43247;21516;18371;3360;38314;21516;13099;3699
309;Nederlandse voertuigen;Overijssel (PV);2010;41630;19581;18680;3369;38008;19581;14711;3716
310;Nederlandse voertuigen;Overijssel (PV);2011;45003;21331;20098;3574;39623;21331;14375;3917
311;Nederlandse voertuigen;Overijssel (PV);2012;36629;17916;15645;3068;32676;17916;11390;3370
312;Nederlandse voertuigen;Overijssel (PV);2013;38789;16255;19430;3104;34623;16255;14793;3575
313;Nederlandse voertuigen;Overijssel (PV);2014;37202;15162;18834;3206;33436;15162;14722;3552
314;Nederlandse voertuigen;Overijssel (PV);2015;41707;16008;22156;3543;36485;16008;16647;3830
315;Nederlandse voertuigen;Overijssel (PV);2016;37969;12692;21704;3573;32237;12692;15776;3769
316;Nederlandse voertuigen;Overijssel (PV);2017;37705;14902;19746;3057;35128;14902;16365;3861
317;Nederlandse voertuigen;Overijssel (PV);2018;41260;15723;21397;4140;37425;15723;17848;3854
318;Nederlandse voertuigen;Overijssel (PV);2019;44492;18497;22299;3696;39465;18497;17698;3270
319;Nederlandse voertuigen;Overijssel (PV);2020;45061;18008;23601;3452;40148;18008;18795;3345
320;Nederlandse voertuigen;Overijssel (PV);2021;45074;18067;23531;3476;40805;18067;18878;3860
321;Nederlandse voertuigen;Overijssel (PV);2022;46947;19001;24417;3529;41898;19001;19905;2992
322;Nederlandse voertuigen;Overijssel (PV);2023;40310;14818;22184;3308;35805;14818;17493;3494
323;Nederlandse voertuigen;Flevoland (PV);2005;11753;2786;7947;1019;9196;2786;5788;622
324;Nederlandse voertuigen;Flevoland (PV);2006;9677;1836;6876;965;8786;1836;6268;681
325;Nederlandse voertuigen;Flevoland (PV);2007;10472;2846;6518;1107;10980;2846;7404;729
326;Nederlandse voertuigen;Flevoland (PV);2008;12405;4939;6391;1076;13520;4939;7866;716
327;Nederlandse voertuigen;Flevoland (PV);2009;11111;4525;5592;994;12037;4525;6880;632
328;Nederlandse voertuigen;Flevoland (PV);2010;11842;5049;5665;1128;13082;5049;7367;666
329;Nederlandse voertuigen;Flevoland (PV);2011;10843;3370;6413;1060;10165;3370;6112;683
330;Nederlandse voertuigen;Flevoland (PV);2012;11517;5038;5747;732;11438;5038;5846;554
331;Nederlandse voertuigen;Flevoland (PV);2013;11372;3655;6779;938;10812;3655;6626;531
332;Nederlandse voertuigen;Flevoland (PV);2014;12276;4124;7336;816;13656;4124;8820;712
333;Nederlandse voertuigen;Flevoland (PV);2015;11623;3373;7541;709;12015;3373;8000;642
334;Nederlandse voertuigen;Flevoland (PV);2016;12926;3814;8241;871;13703;3814;9205;684
335;Nederlandse voertuigen;Flevoland (PV);2017;15337;5314;8933;1090;15357;5314;9051;992
336;Nederlandse voertuigen;Flevoland (PV);2018;16226;5653;9515;1058;16473;5653;9985;835
337;Nederlandse voertuigen;Flevoland (PV);2019;16466;6350;9159;957;17812;6350;10645;817
338;Nederlandse voertuigen;Flevoland (PV);2020;13783;4613;8237;933;16005;4613;10573;819
339;Nederlandse voertuigen;Flevoland (PV);2021;16398;7126;8487;785;18172;7126;10251;795
340;Nederlandse voertuigen;Flevoland (PV);2022;16411;4892;10462;1057;17904;4892;12115;897
341;Nederlandse voertuigen;Flevoland (PV);2023;14126;3928;9351;847;16260;3928;11502;830
342;Nederlandse voertuigen;Gelderland (PV);2005;72178;32608;30222;9348;69152;32608;28045;8499
343;Nederlandse voertuigen;Gelderland (PV);2006;75929;36657;30288;8984;73739;36657;29251;7830
344;Nederlandse voertuigen;Gelderland (PV);2007;73676;34925;31246;7505;74853;34925;31641;8287
345;Nederlandse voertuigen;Gelderland (PV);2008;71391;31153;32677;7561;69663;31153;30095;8416
346;Nederlandse voertuigen;Gelderland (PV);2009;71161;35057;28944;7161;71380;35057;29893;6429
347;Nederlandse voertuigen;Gelderland (PV);2010;72692;38867;27035;6790;72307;38867;26019;7421
348;Nederlandse voertuigen;Gelderland (PV);2011;74911;40293;27928;6690;75468;40293;28005;7170
349;Nederlandse voertuigen;Gelderland (PV);2012;71646;39816;25080;6750;72664;39816;25578;7270
350;Nederlandse voertuigen;Gelderland (PV);2013;66733;28129;31985;6619;65177;28129;30106;6942
351;Nederlandse voertuigen;Gelderland (PV);2014;71316;31509;32495;7312;70335;31509;31355;7471
352;Nederlandse voertuigen;Gelderland (PV);2015;71020;30991;33305;6724;72473;30991;34330;7152
353;Nederlandse voertuigen;Gelderland (PV);2016;71002;29047;35887;6068;69807;29047;34480;6280
354;Nederlandse voertuigen;Gelderland (PV);2017;71458;28721;35525;7212;69419;28721;33988;6710
355;Nederlandse voertuigen;Gelderland (PV);2018;75725;31168;37783;6774;70619;31168;32812;6639
356;Nederlandse voertuigen;Gelderland (PV);2019;83207;36740;39819;6648;77549;36740;34309;6500
357;Nederlandse voertuigen;Gelderland (PV);2020;80447;35140;39124;6183;76474;35140;34956;6378
358;Nederlandse voertuigen;Gelderland (PV);2021;76337;30396;39504;6437;73587;30396;36756;6435
359;Nederlandse voertuigen;Gelderland (PV);2022;81077;34051;40445;6581;76158;34051;35929;6178
360;Nederlandse voertuigen;Gelderland (PV);2023;82392;39303;36750;6339;78649;39303;33481;5865
361;Nederlandse voertuigen;Utrecht (PV);2005;30017;12380;16065;1572;31718;12380;17282;2056
362;Nederlandse voertuigen;Utrecht (PV);2006;27703;9635;16166;1903;27996;9635;16311;2050
363;Nederlandse voertuigen;Utrecht (PV);2007;29228;12363;14778;2087;31405;12363;16968;2074
364;Nederlandse voertuigen;Utrecht (PV);2008;31454;14113;15850;1491;31587;14113;15703;1771
365;Nederlandse voertuigen;Utrecht (PV);2009;30118;13878;14841;1398;31354;13878;15839;1637
366;Nederlandse voertuigen;Utrecht (PV);2010;28779;14649;12719;1411;32152;14649;15363;2140
367;Nederlandse voertuigen;Utrecht (PV);2011;30303;14836;14094;1373;34051;14836;17792;1423
368;Nederlandse voertuigen;Utrecht (PV);2012;28253;15199;11683;1371;28163;15199;11357;1607
369;Nederlandse voertuigen;Utrecht (PV);2013;30918;13714;15690;1514;33108;13714;17587;1807
370;Nederlandse voertuigen;Utrecht (PV);2014;27749;9833;16275;1641;28088;9833;16535;1720
371;Nederlandse voertuigen;Utrecht (PV);2015;24015;7847;14491;1677;25500;7847;15995;1658
372;Nederlandse voertuigen;Utrecht (PV);2016;26522;9400;15840;1282;28176;9400;17106;1670
373;Nederlandse voertuigen;Utrecht (PV);2017;29617;10655;17684;1278;31758;10655;19281;1822
374;Nederlandse voertuigen;Utrecht (PV);2018;27165;9989;15616;1560;30812;9989;19051;1772
375;Nederlandse voertuigen;Utrecht (PV);2019;27030;9405;16440;1185;29697;9405;18903;1389
376;Nederlandse voertuigen;Utrecht (PV);2020;28253;9414;17655;1184;30272;9414;19215;1643
377;Nederlandse voertuigen;Utrecht (PV);2021;32135;10052;20711;1372;32093;10052;20496;1545
378;Nederlandse voertuigen;Utrecht (PV);2022;29463;9396;18836;1231;30123;9396;19384;1343
379;Nederlandse voertuigen;Utrecht (PV);2023;28357;8700;18510;1147;28666;8700;18690;1276
380;Nederlandse voertuigen;Noord-Holland (PV);2005;58699;34008;20104;4587;61051;34008;23816;3227
381;Nederlandse voertuigen;Noord-Holland (PV);2006;57821;34698;18327;4796;62397;34698;24029;3671
382;Nederlandse voertuigen;Noord-Holland (PV);2007;60710;36093;19927;4689;63654;36093;24360;3201
383;Nederlandse voertuigen;Noord-Holland (PV);2008;56760;34806;16963;4990;61308;34806;23344;3157
384;Nederlandse voertuigen;Noord-Holland (PV);2009;60129;36544;19511;4075;61741;36544;22275;2923
385;Nederlandse voertuigen;Noord-Holland (PV);2010;63195;42476;16966;3753;66697;42476;21587;2634
386;Nederlandse voertuigen;Noord-Holland (PV);2011;60629;39043;18035;3551;64019;39043;22291;2685
387;Nederlandse voertuigen;Noord-Holland (PV);2012;57149;38654;14683;3812;59866;38654;18410;2802
388;Nederlandse voertuigen;Noord-Holland (PV);2013;63106;37631;21389;4086;64909;37631;24283;2995
389;Nederlandse voertuigen;Noord-Holland (PV);2014;64947;38444;22785;3718;66898;38444;25439;3015
390;Nederlandse voertuigen;Noord-Holland (PV);2015;65750;39645;22458;3647;67193;39645;24643;2905
391;Nederlandse voertuigen;Noord-Holland (PV);2016;62916;37512;22279;3125;67812;37512;27523;2777
392;Nederlandse voertuigen;Noord-Holland (PV);2017;65105;39674;22137;3294;70500;39674;28047;2779
393;Nederlandse voertuigen;Noord-Holland (PV);2018;65965;40178;22569;3218;68818;40178;26156;2484
394;Nederlandse voertuigen;Noord-Holland (PV);2019;67588;40614;23964;3010;70462;40614;27167;2681
395;Nederlandse voertuigen;Noord-Holland (PV);2020;62373;36121;23188;3064;66683;36121;27995;2567
396;Nederlandse voertuigen;Noord-Holland (PV);2021;62159;35811;23533;2815;67723;35811;29272;2640
397;Nederlandse voertuigen;Noord-Holland (PV);2022;68087;40671;25040;2376;71045;40671;28200;2174
398;Nederlandse voertuigen;Noord-Holland (PV);2023;61174;36452;22071;2651;65541;36452;26971;2118
399;Nederlandse voertuigen;Zuid-Holland (PV);2005;134380;76792;38978;18610;126785;76792;37570;12423
400;Nederlandse voertuigen;Zuid-Holland (PV);2006;133553;77360;37346;18847;125072;77360;35876;11836
401;Nederlandse voertuigen;Zuid-Holland (PV);2007;136492;78845;39329;18319;128820;78845;38276;11700
402;Nederlandse voertuigen;Zuid-Holland (PV);2008;128715;75793;36003;16919;124733;75793;37942;10999
403;Nederlandse voertuigen;Zuid-Holland (PV);2009;125974;74029;35312;16633;119113;74029;35116;9968
404;Nederlandse voertuigen;Zuid-Holland (PV);2010;126298;77971;34805;13522;120305;77971;32574;9760
405;Nederlandse voertuigen;Zuid-Holland (PV);2011;126665;77228;36284;13153;119631;77228;32862;9541
406;Nederlandse voertuigen;Zuid-Holland (PV);2012;122345;78949;31074;12322;117343;78949;29229;9165
407;Nederlandse voertuigen;Zuid-Holland (PV);2013;115389;65588;37354;12447;111699;65588;37333;8778
408;Nederlandse voertuigen;Zuid-Holland (PV);2014;114897;64804;37980;12113;111977;64804;38465;8708
409;Nederlandse voertuigen;Zuid-Holland (PV);2015;116061;67517;37811;10733;113879;67517;38221;8141
410;Nederlandse voertuigen;Zuid-Holland (PV);2016;122933;68612;42828;11493;118584;68612;42150;7822
411;Nederlandse voertuigen;Zuid-Holland (PV);2017;118201;67011;40296;10894;115234;67011;40603;7620
412;Nederlandse voertuigen;Zuid-Holland (PV);2018;119829;66791;41578;11460;115391;66791;40443;8157
413;Nederlandse voertuigen;Zuid-Holland (PV);2019;124250;72936;40551;10763;120817;72936;40380;7501
414;Nederlandse voertuigen;Zuid-Holland (PV);2020;128476;76214;42232;10030;125677;76214;41528;7935
415;Nederlandse voertuigen;Zuid-Holland (PV);2021;131200;74132;46355;10713;127733;74132;45815;7786
416;Nederlandse voertuigen;Zuid-Holland (PV);2022;132770;76826;45971;9973;128006;76826;44221;6959
417;Nederlandse voertuigen;Zuid-Holland (PV);2023;120018;66930;43380;9708;113312;66930;39566;6816
418;Nederlandse voertuigen;Zeeland (PV);2005;17270;7542;5596;4133;15833;7542;6451;1840
419;Nederlandse voertuigen;Zeeland (PV);2006;16966;7310;5666;3990;15859;7310;6456;2093
420;Nederlandse voertuigen;Zeeland (PV);2007;17986;8099;5463;4424;16763;8099;6797;1867
421;Nederlandse voertuigen;Zeeland (PV);2008;20211;10000;6365;3846;19642;10000;7404;2238
422;Nederlandse voertuigen;Zeeland (PV);2009;17807;8300;5870;3636;17316;8300;6948;2067
423;Nederlandse voertuigen;Zeeland (PV);2010;17971;9732;5236;3003;18186;9732;6084;2370
424;Nederlandse voertuigen;Zeeland (PV);2011;17604;9091;5528;2985;17009;9091;6193;1725
425;Nederlandse voertuigen;Zeeland (PV);2012;17310;8468;5969;2873;16727;8468;6312;1947
426;Nederlandse voertuigen;Zeeland (PV);2013;15849;7193;5976;2680;15895;7193;7270;1432
427;Nederlandse voertuigen;Zeeland (PV);2014;17645;8273;6599;2773;16128;8273;6249;1606
428;Nederlandse voertuigen;Zeeland (PV);2015;17856;9427;5530;2899;17242;9427;6018;1797
429;Nederlandse voertuigen;Zeeland (PV);2016;18617;9169;7027;2421;17319;9169;6849;1301
430;Nederlandse voertuigen;Zeeland (PV);2017;15657;7850;5290;2517;16087;7850;6887;1350
431;Nederlandse voertuigen;Zeeland (PV);2018;18628;10102;5913;2613;19050;10102;7165;1783
432;Nederlandse voertuigen;Zeeland (PV);2019;16860;8111;5927;2822;16921;8111;7091;1719
433;Nederlandse voertuigen;Zeeland (PV);2020;15787;7692;5601;2494;15480;7692;6387;1401
434;Nederlandse voertuigen;Zeeland (PV);2021;15903;7372;5679;2852;16309;7372;7344;1593
435;Nederlandse voertuigen;Zeeland (PV);2022;16771;7173;6581;3017;15633;7173;7123;1337
436;Nederlandse voertuigen;Zeeland (PV);2023;13636;5681;5706;2249;13729;5681;6664;1384
437;Nederlandse voertuigen;Noord-Brabant (PV);2005;109892;57969;37652;14271;104307;57969;34344;11993
438;Nederlandse voertuigen;Noord-Brabant (PV);2006;101417;50007;37578;13832;94937;50007;33203;11727
439;Nederlandse voertuigen;Noord-Brabant (PV);2007;114214;59560;40343;14310;106897;59560;35067;12270
440;Nederlandse voertuigen;Noord-Brabant (PV);2008;104789;53398;37994;13396;100110;53398;34924;11787
441;Nederlandse voertuigen;Noord-Brabant (PV);2009;105905;56950;37253;11702;100826;56950;33674;10203
442;Nederlandse voertuigen;Noord-Brabant (PV);2010;100668;57317;32687;10664;97950;57317;30990;9643
443;Nederlandse voertuigen;Noord-Brabant (PV);2011;98898;51910;35128;11860;96508;51910;33672;10926
444;Nederlandse voertuigen;Noord-Brabant (PV);2012;101407;56664;32436;12307;99236;56664;31372;11200
445;Nederlandse voertuigen;Noord-Brabant (PV);2013;102767;51169;39891;11707;99501;51169;37505;10827
446;Nederlandse voertuigen;Noord-Brabant (PV);2014;102524;50227;39535;12762;98634;50227;37093;11314
447;Nederlandse voertuigen;Noord-Brabant (PV);2015;100669;48767;39928;11974;97230;48767;38801;9662
448;Nederlandse voertuigen;Noord-Brabant (PV);2016;114808;59413;42872;12523;109633;59413;39732;10488
449;Nederlandse voertuigen;Noord-Brabant (PV);2017;115093;58211;43487;13395;109249;58211;40736;10302
450;Nederlandse voertuigen;Noord-Brabant (PV);2018;112230;57074;42359;12797;110169;57074;42130;10965
451;Nederlandse voertuigen;Noord-Brabant (PV);2019;112169;57529;42282;12358;110788;57529;42948;10311
452;Nederlandse voertuigen;Noord-Brabant (PV);2020;111259;54916;43681;12662;107376;54916;42500;9960
453;Nederlandse voertuigen;Noord-Brabant (PV);2021;125791;63466;48399;13926;120877;63466;46929;10482
454;Nederlandse voertuigen;Noord-Brabant (PV);2022;119274;61790;45189;12295;118427;61790;47183;9454
455;Nederlandse voertuigen;Noord-Brabant (PV);2023;106200;51084;43104;12012;104302;51084;44255;8963
456;Nederlandse voertuigen;Limburg (PV);2005;49991;25554;14988;9450;48532;25554;12977;10001
457;Nederlandse voertuigen;Limburg (PV);2006;54528;29284;15315;9929;51997;29284;13888;8825
458;Nederlandse voertuigen;Limburg (PV);2007;55482;30357;16088;9037;52952;30357;13626;8970
459;Nederlandse voertuigen;Limburg (PV);2008;55589;29492;16170;9927;53538;29492;13081;10965
460;Nederlandse voertuigen;Limburg (PV);2009;55486;30199;15324;9963;53771;30199;12780;10792
461;Nederlandse voertuigen;Limburg (PV);2010;47552;25541;14111;7900;45011;25541;11021;8449
462;Nederlandse voertuigen;Limburg (PV);2011;49690;25823;14166;9701;50528;25823;13176;11529
463;Nederlandse voertuigen;Limburg (PV);2012;48841;25604;13220;10017;47115;25604;11849;9662
464;Nederlandse voertuigen;Limburg (PV);2013;50537;27454;14694;8389;47841;27454;12857;7530
465;Nederlandse voertuigen;Limburg (PV);2014;45964;22406;15564;7994;44325;22406;14391;7528
466;Nederlandse voertuigen;Limburg (PV);2015;48276;22311;17062;8903;44167;22311;13962;7894
467;Nederlandse voertuigen;Limburg (PV);2016;51409;26307;16038;9064;50248;26307;15687;8254
468;Nederlandse voertuigen;Limburg (PV);2017;53753;26968;18136;8649;49445;26968;13656;8821
469;Nederlandse voertuigen;Limburg (PV);2018;56182;28837;17720;9625;51461;28837;14949;7675
470;Nederlandse voertuigen;Limburg (PV);2019;49599;24084;17249;8266;45845;24084;14358;7403
471;Nederlandse voertuigen;Limburg (PV);2020;51350;25612;17985;7753;49550;25612;15452;8486
472;Nederlandse voertuigen;Limburg (PV);2021;53600;26192;18744;8664;49787;26192;15807;7788
473;Nederlandse voertuigen;Limburg (PV);2022;49965;25595;17073;7297;48011;25595;15578;6838
474;Nederlandse voertuigen;Limburg (PV);2023;43079;19586;16114;7379;41331;19586;14557;7188
475;Nederlandse voertuigen;Provincie onbekend;2005;35;0;35;0;35;0;35;0
476;Nederlandse voertuigen;Provincie onbekend;2006;4;0;4;0;4;0;4;0
477;Nederlandse voertuigen;Provincie onbekend;2007;56;0;56;0;56;0;56;0
478;Nederlandse voertuigen;Provincie onbekend;2008;22;0;22;0;22;0;22;0
479;Nederlandse voertuigen;Provincie onbekend;2009;0;0;0;0;0;0;0;0
480;Nederlandse voertuigen;Provincie onbekend;2010;0;0;0;0;0;0;0;0
481;Nederlandse voertuigen;Provincie onbekend;2011;0;0;0;0;0;0;0;0
482;Nederlandse voertuigen;Provincie onbekend;2012;0;0;0;0;0;0;0;0
483;Nederlandse voertuigen;Provincie onbekend;2013;0;0;0;0;0;0;0;0
484;Nederlandse voertuigen;Provincie onbekend;2014;0;0;0;0;0;0;0;0
485;Nederlandse voertuigen;Provincie onbekend;2015;0;0;0;0;0;0;0;0
486;Nederlandse voertuigen;Provincie onbekend;2016;0;0;0;0;0;0;0;0
487;Nederlandse voertuigen;Provincie onbekend;2017;0;0;0;0;0;0;0;0
488;Nederlandse voertuigen;Provincie onbekend;2018;0;0;0;0;0;0;0;0
489;Nederlandse voertuigen;Provincie onbekend;2019;0;0;0;0;0;0;0;0
490;Nederlandse voertuigen;Provincie onbekend;2020;0;0;0;0;0;0;0;0
491;Nederlandse voertuigen;Provincie onbekend;2021;0;0;0;0;0;0;0;0
492;Nederlandse voertuigen;Provincie onbekend;2022;0;0;0;0;0;0;0;0
493;Nederlandse voertuigen;Provincie onbekend;2023;0;0;0;0;0;0;0;0
494;Buitenlandse voertuigen;Groningen (PV);2005;560;3;31;526;803;3;20;780
495;Buitenlandse voertuigen;Groningen (PV);2006;1139;1;23;1116;843;1;41;801
496;Buitenlandse voertuigen;Groningen (PV);2007;1197;4;73;1120;1201;4;36;1161
497;Buitenlandse voertuigen;Groningen (PV);2008;1337;178;114;1045;1643;178;83;1382
498;Buitenlandse voertuigen;Groningen (PV);2009;838;17;39;781;987;17;70;900
499;Buitenlandse voertuigen;Groningen (PV);2010;1157;13;57;1087;1212;13;27;1172
500;Buitenlandse voertuigen;Groningen (PV);2011;1142;45;45;1052;1105;45;47;1013
501;Buitenlandse voertuigen;Groningen (PV);2012;1395;20;87;1288;1229;20;81;1128
502;Buitenlandse voertuigen;Groningen (PV);2013;1101;4;54;1043;871;4;62;805
503;Buitenlandse voertuigen;Groningen (PV);2014;1081;5;138;938;1376;5;363;1008
504;Buitenlandse voertuigen;Groningen (PV);2015;1640;24;111;1505;1387;24;95;1268
505;Buitenlandse voertuigen;Groningen (PV);2016;1228;50;59;1119;1388;50;114;1224
506;Buitenlandse voertuigen;Groningen (PV);2017;1514;25;137;1352;1380;25;123;1232
507;Buitenlandse voertuigen;Groningen (PV);2018;1585;24;184;1377;1480;24;140;1316
508;Buitenlandse voertuigen;Groningen (PV);2019;1827;28;248;1551;1445;28;195;1222
509;Buitenlandse voertuigen;Groningen (PV);2020;1481;72;73;1336;1688;72;139;1477
510;Buitenlandse voertuigen;Groningen (PV);2021;1341;36;119;1186;1456;36;168;1252
511;Buitenlandse voertuigen;Groningen (PV);2022;1448;19;239;1190;1686;19;135;1532
512;Buitenlandse voertuigen;Groningen (PV);2023;1145;54;132;959;1259;54;135;1070
513;Buitenlandse voertuigen;Fryslân (PV);2005;295;2;27;266;613;2;32;579
514;Buitenlandse voertuigen;Fryslân (PV);2006;247;2;8;238;752;2;6;745
515;Buitenlandse voertuigen;Fryslân (PV);2007;373;14;25;334;593;14;39;541
516;Buitenlandse voertuigen;Fryslân (PV);2008;481;5;69;406;934;5;83;845
517;Buitenlandse voertuigen;Fryslân (PV);2009;379;25;41;314;985;25;70;890
518;Buitenlandse voertuigen;Fryslân (PV);2010;441;16;99;326;1094;16;172;906
519;Buitenlandse voertuigen;Fryslân (PV);2011;440;9;34;397;883;9;67;807
520;Buitenlandse voertuigen;Fryslân (PV);2012;439;5;32;402;894;5;112;777
521;Buitenlandse voertuigen;Fryslân (PV);2013;563;27;70;466;1075;27;67;981
522;Buitenlandse voertuigen;Fryslân (PV);2014;336;8;44;284;860;8;30;822
523;Buitenlandse voertuigen;Fryslân (PV);2015;476;16;56;404;1076;16;108;952
524;Buitenlandse voertuigen;Fryslân (PV);2016;876;32;142;702;1402;32;256;1114
525;Buitenlandse voertuigen;Fryslân (PV);2017;799;7;126;666;1316;7;198;1111
526;Buitenlandse voertuigen;Fryslân (PV);2018;834;15;164;655;1467;15;91;1361
527;Buitenlandse voertuigen;Fryslân (PV);2019;928;19;146;763;1327;19;183;1125
528;Buitenlandse voertuigen;Fryslân (PV);2020;884;22;151;711;1208;22;149;1037
529;Buitenlandse voertuigen;Fryslân (PV);2021;877;8;127;742;1706;8;144;1554
530;Buitenlandse voertuigen;Fryslân (PV);2022;658;10;68;580;913;10;111;792
531;Buitenlandse voertuigen;Fryslân (PV);2023;663;10;61;592;1119;10;82;1027
532;Buitenlandse voertuigen;Drenthe (PV);2005;373;3;47;323;743;3;37;702
533;Buitenlandse voertuigen;Drenthe (PV);2006;456;6;22;429;851;6;38;808
534;Buitenlandse voertuigen;Drenthe (PV);2007;788;4;55;729;955;4;22;928
535;Buitenlandse voertuigen;Drenthe (PV);2008;558;89;45;425;1031;89;86;857
536;Buitenlandse voertuigen;Drenthe (PV);2009;815;69;59;686;1045;69;67;908
537;Buitenlandse voertuigen;Drenthe (PV);2010;785;1;75;709;995;1;64;930
538;Buitenlandse voertuigen;Drenthe (PV);2011;695;0;69;626;995;0;77;918
539;Buitenlandse voertuigen;Drenthe (PV);2012;881;59;126;696;1336;59;110;1167
540;Buitenlandse voertuigen;Drenthe (PV);2013;1148;17;192;939;1266;17;71;1178
541;Buitenlandse voertuigen;Drenthe (PV);2014;942;65;173;704;1046;65;44;937
542;Buitenlandse voertuigen;Drenthe (PV);2015;773;71;70;632;1300;71;88;1141
543;Buitenlandse voertuigen;Drenthe (PV);2016;1219;16;237;966;1436;16;132;1288
544;Buitenlandse voertuigen;Drenthe (PV);2017;1185;89;240;856;1524;89;214;1221
545;Buitenlandse voertuigen;Drenthe (PV);2018;1035;117;84;834;1645;117;140;1388
546;Buitenlandse voertuigen;Drenthe (PV);2019;1229;156;189;884;1423;156;108;1159
547;Buitenlandse voertuigen;Drenthe (PV);2020;1018;53;79;886;1685;53;210;1422
548;Buitenlandse voertuigen;Drenthe (PV);2021;987;44;83;860;1658;44;227;1387
549;Buitenlandse voertuigen;Drenthe (PV);2022;1212;83;112;1017;1565;83;79;1403
550;Buitenlandse voertuigen;Drenthe (PV);2023;866;11;96;759;1554;11;165;1378
551;Buitenlandse voertuigen;Overijssel (PV);2005;979;12;76;891;1603;12;40;1551
552;Buitenlandse voertuigen;Overijssel (PV);2006;1220;20;66;1134;1860;20;47;1793
553;Buitenlandse voertuigen;Overijssel (PV);2007;1605;34;55;1516;2408;34;102;2272
554;Buitenlandse voertuigen;Overijssel (PV);2008;1741;38;103;1600;2937;38;102;2797
555;Buitenlandse voertuigen;Overijssel (PV);2009;2034;17;160;1857;2761;17;112;2631
556;Buitenlandse voertuigen;Overijssel (PV);2010;2007;121;152;1734;2646;121;186;2339
557;Buitenlandse voertuigen;Overijssel (PV);2011;2209;123;147;1939;2914;123;91;2700
558;Buitenlandse voertuigen;Overijssel (PV);2012;2189;72;216;1901;2794;72;284;2438
559;Buitenlandse voertuigen;Overijssel (PV);2013;2514;71;212;2231;3060;71;262;2727
560;Buitenlandse voertuigen;Overijssel (PV);2014;2699;90;287;2322;3161;90;404;2667
561;Buitenlandse voertuigen;Overijssel (PV);2015;2707;153;271;2283;3032;153;231;2648
562;Buitenlandse voertuigen;Overijssel (PV);2016;2812;128;263;2421;3642;128;402;3112
563;Buitenlandse voertuigen;Overijssel (PV);2017;2355;91;231;2033;3575;91;254;3230
564;Buitenlandse voertuigen;Overijssel (PV);2018;2761;80;189;2492;3758;80;272;3406
565;Buitenlandse voertuigen;Overijssel (PV);2019;3062;78;376;2608;3790;78;453;3259
566;Buitenlandse voertuigen;Overijssel (PV);2020;2262;67;288;1907;3547;67;369;3111
567;Buitenlandse voertuigen;Overijssel (PV);2021;3260;159;461;2640;4741;159;322;4260
568;Buitenlandse voertuigen;Overijssel (PV);2022;2897;102;427;2368;3961;102;439;3420
569;Buitenlandse voertuigen;Overijssel (PV);2023;2481;176;253;2052;3611;176;276;3159
570;Buitenlandse voertuigen;Flevoland (PV);2005;236;0;5;231;154;0;11;143
571;Buitenlandse voertuigen;Flevoland (PV);2006;290;1;10;280;362;1;11;351
572;Buitenlandse voertuigen;Flevoland (PV);2007;415;14;22;379;345;14;25;305
