ID;Toepassingsgroepen;SectorenEnGewassen;Perioden;BedrijvenMetGebruik_1;OppervlakteMetGebruik_2;GebruikPerJaar_3;GebruikPerHectare_4;GebruikInJanuari_5;GebruikInFebruari_6;GebruikInMaart_7;GebruikInApril_8;GebruikInMei_9;GebruikInJuni_10;GebruikInJuli_11;GebruikInAugustus_12;GebruikInSeptember_13;GebruikInOktober_14;GebruikInNovember_15;GebruikInDecember_16
150;Totaal gewasbeschermingsmiddelen;Asperges;1995;1789.0;2324.0;14099.0;6.1;1.7;0.0;0.0;3.4;4.4;17.9;17.2;33.0;20.3;2.1;0.0;0.0
151;Totaal gewasbeschermingsmiddelen;Asperges;1998;1591.0;2304.0;15230.0;6.6;1.6;0.0;0.0;1.5;5.3;16.5;17.5;38.6;18.4;0.6;0.0;0.0
152;Totaal gewasbeschermingsmiddelen;Asperges;2000;1370.0;2084.0;17347.0;8.3;1.1;0.0;0.0;1.2;6.8;20.1;17.2;39.1;14.4;0.0;0.0;0.0
153;Totaal gewasbeschermingsmiddelen;Asperges;2004;954.0;2275.0;9751.0;4.1;2.2;0.0;0.0;4.9;4.3;22.6;18.5;30.4;17.0;0.0;0.0;0.0
154;Totaal gewasbeschermingsmiddelen;Asperges;2008;525.0;1738.0;13931.0;5.6;0.2;0.0;0.0;0.3;5.5;16.7;25.5;34.4;17.4;0.0;0.0;0.0
155;Totaal gewasbeschermingsmiddelen;Bloemkool;1995;;;;;;;;;;;;;;;;
156;Totaal gewasbeschermingsmiddelen;Bloemkool;1998;;;;;;;;;;;;;;;;
157;Totaal gewasbeschermingsmiddelen;Bloemkool;2000;;;;;;;;;;;;;;;;
158;Totaal gewasbeschermingsmiddelen;Bloemkool;2004;395.0;2292.0;2760.0;1.2;11.9;0.0;0.0;10.9;10.2;17.1;26.0;11.0;5.7;7.3;0.0;0.0
159;Totaal gewasbeschermingsmiddelen;Bloemkool;2008;306.0;2480.0;2951.0;1.2;2.6;0.0;0.0;13.7;15.6;11.5;25.6;15.3;9.8;5.7;0.0;0.0
160;Totaal gewasbeschermingsmiddelen;Prei;1995;1663.0;3854.0;27099.0;7.0;1.2;0.0;0.0;2.2;4.3;6.2;21.3;21.2;22.7;20.9;0.0;0.0
161;Totaal gewasbeschermingsmiddelen;Prei;1998;1360.0;3641.0;30114.0;8.3;3.5;0.0;0.0;6.3;3.5;9.5;14.4;17.8;28.3;16.7;0.0;0.0
162;Totaal gewasbeschermingsmiddelen;Prei;2000;1035.0;3184.0;24133.0;7.6;2.4;0.0;0.0;1.8;2.2;6.8;13.7;26.3;27.2;19.6;0.0;0.0
163;Totaal gewasbeschermingsmiddelen;Prei;2004;721.0;3007.0;22741.0;7.5;0.5;0.0;0.0;1.8;1.4;3.9;15.1;22.0;30.4;24.7;0.0;0.0
164;Totaal gewasbeschermingsmiddelen;Prei;2008;473.0;2510.0;7047.0;2.3;2.0;0.0;0.0;3.8;12.4;12.4;20.5;25.2;18.9;4.8;0.0;0.0
165;Totaal gewasbeschermingsmiddelen;Schorseneren;1995;458.0;1480.0;20052.0;13.5;0.0;0.0;0.0;8.1;10.4;5.4;30.9;31.2;12.7;1.2;0.0;0.0
166;Totaal gewasbeschermingsmiddelen;Schorseneren;1998;477.0;1839.0;24441.0;13.3;0.0;0.0;0.0;4.5;8.8;14.9;40.8;25.5;5.5;0.0;0.0;0.0
167;Totaal gewasbeschermingsmiddelen;Schorseneren;2000;;;;;;;;;;;;;;;;
168;Totaal gewasbeschermingsmiddelen;Schorseneren;2004;233.0;1020.0;9705.0;9.5;0.0;0.0;0.0;9.9;7.9;8.9;40.2;26.8;6.3;0.0;0.0;0.0
169;Totaal gewasbeschermingsmiddelen;Schorseneren;2008;179.0;959.0;5488.0;5.7;0.3;0.0;0.0;4.0;25.5;11.9;20.9;26.1;11.3;0.0;0.0;0.0
170;Totaal gewasbeschermingsmiddelen;Schorseneren excl. zwavel en bact. prep.;1995;;;8255.0;5.5;;;;;;;;;;;;
171;Totaal gewasbeschermingsmiddelen;Schorseneren excl. zwavel en bact. prep.;1998;;;12062.0;6.6;;;;;;;;;;;;
172;Totaal gewasbeschermingsmiddelen;Schorseneren excl. zwavel en bact. prep.;2000;;;;;;;;;;;;;;;;
173;Totaal gewasbeschermingsmiddelen;Schorseneren excl. zwavel en bact. prep.;2004;233.0;1020.0;2705.0;2.7;;;;;;;;;;;;
174;Totaal gewasbeschermingsmiddelen;Schorseneren excl. zwavel en bact. prep.;2008;179.0;959.0;1973.0;2.1;;;;;;;;;;;;
175;Totaal gewasbeschermingsmiddelen;Sla;1995;586.0;1042.0;5159.0;5.0;3.6;0.0;0.0;4.4;11.2;21.0;22.5;22.6;14.2;0.4;0.0;0.0
176;Totaal gewasbeschermingsmiddelen;Sla;1998;;;;;;;;;;;;;;;;
177;Totaal gewasbeschermingsmiddelen;Sla;2000;;;;;;;;;;;;;;;;
178;Totaal gewasbeschermingsmiddelen;Sla;2004;;;;;;;;;;;;;;;;
179;Totaal gewasbeschermingsmiddelen;Sla;2008;;;;;;;;;;;;;;;;
180;Totaal gewasbeschermingsmiddelen;Sluitkool;1995;1602.0;2922.0;6661.0;2.3;0.0;0.0;0.0;2.0;17.5;16.6;14.6;26.8;17.5;4.9;0.0;0.0
181;Totaal gewasbeschermingsmiddelen;Sluitkool;1998;1135.0;2941.0;7038.0;2.4;1.1;0.0;0.0;2.5;28.4;15.0;13.3;22.9;14.4;2.4;0.0;0.0
182;Totaal gewasbeschermingsmiddelen;Sluitkool;2000;1108.0;2544.0;6124.0;2.4;0.0;0.0;0.0;6.1;26.6;12.0;9.7;29.7;14.0;1.9;0.0;0.0
183;Totaal gewasbeschermingsmiddelen;Sluitkool;2004;674.0;2537.0;4763.0;1.9;2.9;0.0;0.0;22.9;21.2;18.7;12.7;12.6;8.0;0.9;0.0;0.0
184;Totaal gewasbeschermingsmiddelen;Sluitkool;2008;538.0;2870.0;5905.0;1.9;4.9;0.0;0.0;5.9;24.8;14.9;13.8;17.7;17.2;1.0;0.0;0.0
185;Totaal gewasbeschermingsmiddelen;Sluitkool excl. zwavel en bact. prep.;1995;;;6661.0;2.3;;;;;;;;;;;;
186;Totaal gewasbeschermingsmiddelen;Sluitkool excl. zwavel en bact. prep.;1998;;;6984.0;2.4;;;;;;;;;;;;
187;Totaal gewasbeschermingsmiddelen;Sluitkool excl. zwavel en bact. prep.;2000;;;5970.0;2.3;;;;;;;;;;;;
188;Totaal gewasbeschermingsmiddelen;Sluitkool excl. zwavel en bact. prep.;2004;674.0;2537.0;4763.0;1.9;;;;;;;;;;;;
189;Totaal gewasbeschermingsmiddelen;Sluitkool excl. zwavel en bact. prep.;2008;538.0;2870.0;5780.0;1.9;;;;;;;;;;;;
190;Totaal gewasbeschermingsmiddelen;Spruitkool;1995;872.0;4388.0;15741.0;3.6;0.0;0.0;0.0;2.1;5.7;18.1;19.7;18.4;24.2;11.8;0.0;0.0
191;Totaal gewasbeschermingsmiddelen;Spruitkool;1998;778.0;4622.0;23230.0;5.0;0.0;0.0;0.0;8.6;9.6;6.3;17.7;27.3;27.0;3.5;0.0;0.0
192;Totaal gewasbeschermingsmiddelen;Spruitkool;2000;656.0;4834.0;35406.0;7.3;0.0;0.0;0.0;2.2;3.6;8.4;16.4;29.3;26.6;13.6;0.0;0.0
193;Totaal gewasbeschermingsmiddelen;Spruitkool;2004;383.0;3465.0;25612.0;7.4;0.0;0.0;0.0;5.7;5.7;12.5;29.5;18.5;16.5;11.7;0.0;0.0
194;Totaal gewasbeschermingsmiddelen;Spruitkool;2008;281.0;2611.0;14033.0;4.3;0.5;0.0;0.0;3.0;11.2;16.5;20.1;25.2;12.8;10.7;0.0;0.0
195;Totaal gewasbeschermingsmiddelen;Stamslabonen;1995;1153.0;4678.0;11135.0;2.4;0.4;0.0;0.0;4.5;13.6;37.3;25.7;17.3;1.2;0.0;0.0;0.0
196;Totaal gewasbeschermingsmiddelen;Stamslabonen;1998;989.0;4852.0;14793.0;3.0;0.0;0.0;0.0;3.2;18.0;21.6;25.3;28.4;3.5;0.0;0.0;0.0
197;Totaal gewasbeschermingsmiddelen;Stamslabonen;2000;712.0;3627.0;9217.0;2.5;0.4;0.0;0.0;0.2;9.7;26.0;35.7;22.6;5.1;0.2;0.0;0.0
198;Totaal gewasbeschermingsmiddelen;Stamslabonen;2004;612.0;4404.0;12004.0;2.7;0.5;0.0;0.0;3.6;16.1;27.6;26.2;23.0;3.1;0.0;0.0;0.0
199;Totaal gewasbeschermingsmiddelen;Stamslabonen;2008;478.0;3288.0;8233.0;2.4;0.0;0.0;0.0;2.0;12.9;28.8;32.3;23.5;0.6;0.0;0.0;0.0
200;Totaal gewasbeschermingsmiddelen;Waspeen en bospeen;1995;953.0;3274.0;15413.0;4.7;0.7;0.0;0.0;3.8;26.5;35.0;23.5;6.3;4.0;0.3;0.0;0.0
201;Totaal gewasbeschermingsmiddelen;Waspeen en bospeen;1998;765.0;2934.0;10004.0;3.4;0.9;0.0;0.0;7.3;18.8;22.7;30.3;15.5;4.5;0.0;0.0;0.0
202;Totaal gewasbeschermingsmiddelen;Waspeen en bospeen;2000;695.0;2985.0;12537.0;4.2;0.2;0.0;0.0;4.1;38.0;34.2;10.6;11.2;1.7;0.0;0.0;0.0
203;Totaal gewasbeschermingsmiddelen;Waspeen en bospeen;2004;495.0;2435.0;7315.0;3.0;0.1;0.0;0.0;4.6;43.5;30.3;11.8;6.2;1.9;1.7;0.0;0.0
204;Totaal gewasbeschermingsmiddelen;Waspeen en bospeen;2008;472.0;2517.0;7150.0;2.7;4.7;0.0;0.0;15.0;33.9;23.1;11.9;10.5;0.9;0.0;0.0;0.0
205;Totaal gewasbeschermingsmiddelen;Was- en bospeen excl. zwavel en bact.pr.;1995;;;15413.0;4.7;;;;;;;;;;;;
206;Totaal gewasbeschermingsmiddelen;Was- en bospeen excl. zwavel en bact.pr.;1998;;;10004.0;3.4;;;;;;;;;;;;
207;Totaal gewasbeschermingsmiddelen;Was- en bospeen excl. zwavel en bact.pr.;2000;;;12044.0;4.0;;;;;;;;;;;;
208;Totaal gewasbeschermingsmiddelen;Was- en bospeen excl. zwavel en bact.pr.;2004;495.0;2435.0;7315.0;3.0;;;;;;;;;;;;
209;Totaal gewasbeschermingsmiddelen;Was- en bospeen excl. zwavel en bact.pr.;2008;472.0;2517.0;7150.0;2.7;;;;;;;;;;;;
210;Totaal gewasbeschermingsmiddelen;Winterpeen;1995;1689.0;4675.0;20425.0;4.4;0.0;0.0;0.0;2.9;25.5;21.7;17.7;13.9;14.4;3.9;0.0;0.0
211;Totaal gewasbeschermingsmiddelen;Winterpeen;1998;1397.0;4822.0;27920.0;5.8;0.0;0.0;0.0;1.8;12.9;17.1;23.0;32.2;11.5;1.4;0.0;0.0
212;Totaal gewasbeschermingsmiddelen;Winterpeen;2000;1237.0;4729.0;23550.0;5.0;0.6;0.0;0.0;6.1;15.2;29.4;14.4;18.2;15.2;0.9;0.0;0.0
213;Totaal gewasbeschermingsmiddelen;Winterpeen;2004;1067.0;5394.0;23671.0;4.3;0.1;0.0;0.0;3.3;19.5;35.6;16.3;17.3;7.5;0.3;0.0;0.0
214;Totaal gewasbeschermingsmiddelen;Winterpeen;2008;813.0;4024.0;16565.0;3.1;0.3;0.0;0.0;13.5;24.7;15.5;22.1;13.4;9.9;0.5;0.0;0.0
215;Totaal gewasbeschermingsmiddelen;Winterpeen excl. zwavel en bact. prep.;1995;;;20425.0;4.4;;;;;;;;;;;;
216;Totaal gewasbeschermingsmiddelen;Winterpeen excl. zwavel en bact. prep.;1998;;;27920.0;5.8;;;;;;;;;;;;
217;Totaal gewasbeschermingsmiddelen;Winterpeen excl. zwavel en bact. prep.;2000;;;23456.0;5.0;;;;;;;;;;;;
218;Totaal gewasbeschermingsmiddelen;Winterpeen excl. zwavel en bact. prep.;2004;1067.0;5394.0;23650.0;4.3;;;;;;;;;;;;
219;Totaal gewasbeschermingsmiddelen;Winterpeen excl. zwavel en bact. prep.;2008;813.0;4024.0;16565.0;3.1;;;;;;;;;;;;
220;Totaal gewasbeschermingsmiddelen;Witlofwortel;1995;949.0;3889.0;11357.0;2.9;0.0;0.0;0.0;6.2;58.8;9.6;3.2;12.4;4.6;5.2;0.0;0.0
221;Totaal gewasbeschermingsmiddelen;Witlofwortel;1998;904.0;4242.0;12162.0;2.9;0.0;0.0;0.0;6.8;47.2;15.4;6.3;11.8;9.5;3.0;0.0;0.0
222;Totaal gewasbeschermingsmiddelen;Witlofwortel;2000;811.0;4199.0;14096.0;3.4;0.5;0.0;0.0;2.6;41.6;33.3;5.7;9.0;4.6;2.8;0.0;0.0
223;Totaal gewasbeschermingsmiddelen;Witlofwortel;2004;516.0;2937.0;10638.0;3.6;0.0;0.0;0.0;1.2;64.5;20.4;3.6;1.6;5.8;2.9;0.0;0.0
224;Totaal gewasbeschermingsmiddelen;Witlofwortel;2008;426.0;2901.0;11286.0;3.6;0.0;0.0;0.0;0.0;53.5;29.6;4.6;6.2;4.3;1.8;0.0;0.0
225;Totaal gewasbeschermingsmiddelen;Witlofwortel excl. zwavel en bact. prep;1995;;;11357.0;2.9;;;;;;;;;;;;
226;Totaal gewasbeschermingsmiddelen;Witlofwortel excl. zwavel en bact. prep;1998;;;12162.0;2.9;;;;;;;;;;;;
227;Totaal gewasbeschermingsmiddelen;Witlofwortel excl. zwavel en bact. prep;2000;;;14096.0;3.4;;;;;;;;;;;;
228;Totaal gewasbeschermingsmiddelen;Witlofwortel excl. zwavel en bact. prep;2004;516.0;2937.0;10638.0;3.6;;;;;;;;;;;;
229;Totaal gewasbeschermingsmiddelen;Witlofwortel excl. zwavel en bact. prep;2008;426.0;2901.0;11283.0;3.6;;;;;;;;;;;;
230;Totaal gewasbeschermingsmiddelen;Appels;1995;2951.0;15298.0;470619.0;30.8;8.7;0.0;0.0;21.2;25.2;12.3;8.6;7.5;5.1;4.8;5.6;0.8
231;Totaal gewasbeschermingsmiddelen;Appels;1998;2414.0;12828.0;371941.0;29.0;11.0;0.0;0.0;17.6;17.0;15.5;12.4;9.9;6.1;3.4;5.9;1.2
232;Totaal gewasbeschermingsmiddelen;Appels;2000;2293.0;12839.0;231976.0;18.1;5.7;0.0;0.0;11.7;18.5;15.5;12.8;15.9;9.1;4.5;4.8;1.5
233;Totaal gewasbeschermingsmiddelen;Appels;2004;1811.0;10217.0;264363.0;25.9;5.7;0.0;0.0;12.5;21.8;14.8;14.2;13.0;5.5;12.6;0.0;0.0
234;Totaal gewasbeschermingsmiddelen;Appels;2008;1514.0;9213.0;261114.0;28.1;8.4;0.0;0.0;17.8;17.0;17.9;12.6;8.3;3.0;15.0;0.0;0.0
235;Totaal gewasbeschermingsmiddelen;Appels excl. zwavel en bact. prep.;1995;;;469597.0;30.8;;;;;;;;;;;;
236;Totaal gewasbeschermingsmiddelen;Appels excl. zwavel en bact. prep.;1998;;;335899.0;26.2;;;;;;;;;;;;
237;Totaal gewasbeschermingsmiddelen;Appels excl. zwavel en bact. prep.;2000;;;208962.0;16.3;;;;;;;;;;;;
238;Totaal gewasbeschermingsmiddelen;Appels excl. zwavel en bact. prep.;2004;1811.0;10217.0;257855.0;25.2;;;;;;;;;;;;
239;Totaal gewasbeschermingsmiddelen;Appels excl. zwavel en bact. prep.;2008;1514.0;9213.0;252395.0;27.1;;;;;;;;;;;;
240;Totaal gewasbeschermingsmiddelen;Peren;1995;2724.0;5885.0;158553.0;26.9;12.2;0.0;0.0;19.3;22.0;13.9;8.6;8.1;5.2;5.1;5.0;0.6
241;Totaal gewasbeschermingsmiddelen;Peren;1998;2223.0;5322.0;133828.0;25.1;13.6;0.0;0.0;18.6;20.3;15.8;8.7;9.3;4.4;3.8;5.0;0.4
242;Totaal gewasbeschermingsmiddelen;Peren;2000;2240.0;6019.0;104177.0;17.3;11.2;0.0;0.0;15.9;21.5;17.2;9.4;12.8;4.6;4.0;2.4;0.8
243;Totaal gewasbeschermingsmiddelen;Peren;2004;1854.0;6493.0;225292.0;34.7;27.9;0.0;0.0;13.7;11.5;14.0;12.5;11.1;3.2;6.1;0.0;0.0
244;Totaal gewasbeschermingsmiddelen;Peren;2008;1713.0;7476.0;209511.0;28.0;12.1;0.0;0.0;13.0;20.6;19.5;14.1;6.2;7.0;7.5;0.0;0.0
245;Totaal gewasbeschermingsmiddelen;Peren excl. zwavel en bact.prep.;1995;;;158553.0;26.9;;;;;;;;;;;;
246;Totaal gewasbeschermingsmiddelen;Peren excl. zwavel en bact.prep.;1998;;;131999.0;24.8;;;;;;;;;;;;
247;Totaal gewasbeschermingsmiddelen;Peren excl. zwavel en bact.prep.;2000;;;103016.0;17.1;;;;;;;;;;;;
248;Totaal gewasbeschermingsmiddelen;Peren excl. zwavel en bact.prep.;2004;1854.0;6493.0;223147.0;34.4;;;;;;;;;;;;
249;Totaal gewasbeschermingsmiddelen;Peren excl. zwavel en bact.prep.;2008;1713.0;7476.0;191309.0;25.6;;;;;;;;;;;;
250;Totaal gewasbeschermingsmiddelen;Bloemkwekerijgewassen open grond;1995;;;;;;;;;;;;;;;;
251;Totaal gewasbeschermingsmiddelen;Bloemkwekerijgewassen open grond;1998;2477.0;2080.0;9960.0;4.8;1.5;3.9;3.1;10.8;15.2;13.3;16.8;14.6;11.5;2.9;5.1;1.3
252;Totaal gewasbeschermingsmiddelen;Bloemkwekerijgewassen open grond;2000;2169.0;2369.0;15978.0;6.7;1.4;1.0;7.3;11.1;17.5;14.5;16.4;16.0;8.4;1.8;1.9;2.8
253;Totaal gewasbeschermingsmiddelen;Bloemkwekerijgewassen open grond;2004;1697.0;2388.0;14207.0;5.9;0.6;2.7;3.4;18.8;13.8;12.9;12.3;10.8;13.3;8.1;1.6;1.7
254;Totaal gewasbeschermingsmiddelen;Bloemkwekerijgewassen open grond;2008;1303.0;2484.0;19931.0;7.7;7.7;0.0;0.0;10.3;12.9;10.8;15.6;9.8;24.2;8.8;0.0;0.0
255;Totaal gewasbeschermingsmiddelen;Bloemkw. gew. og. excl. zwav. en bac.pr.;1995;;;;;;;;;;;;;;;;
256;Totaal gewasbeschermingsmiddelen;Bloemkw. gew. og. excl. zwav. en bac.pr.;1998;;;9726.0;4.7;;;;;;;;;;;;
257;Totaal gewasbeschermingsmiddelen;Bloemkw. gew. og. excl. zwav. en bac.pr.;2000;;;15624.0;6.6;;;;;;;;;;;;
258;Totaal gewasbeschermingsmiddelen;Bloemkw. gew. og. excl. zwav. en bac.pr.;2004;1697.0;2388.0;13040.0;5.4;;;;;;;;;;;;
259;Totaal gewasbeschermingsmiddelen;Bloemkw. gew. og. excl. zwav. en bac.pr.;2008;1303.0;2484.0;19727.0;7.6;;;;;;;;;;;;
260;Totaal gewasbeschermingsmiddelen;Bos- en haagplantsoen;1995;1123.0;2218.0;6289.0;2.8;5.8;13.6;5.6;9.0;17.5;12.9;13.3;11.9;6.7;2.0;1.7;0.0
261;Totaal gewasbeschermingsmiddelen;Bos- en haagplantsoen;1998;1050.0;2277.0;5574.0;2.4;7.0;5.4;6.3;17.9;14.0;19.2;13.7;10.7;2.7;0.7;1.6;0.6
262;Totaal gewasbeschermingsmiddelen;Bos- en haagplantsoen;2000;1026.0;2287.0;19745.0;8.6;1.8;2.1;2.6;19.6;12.4;26.0;24.4;6.7;3.4;0.8;0.1;0.1
263;Totaal gewasbeschermingsmiddelen;Bos- en haagplantsoen;2004;792.0;2259.0;30857.0;13.4;0.8;1.5;54.8;1.6;3.8;22.8;5.0;3.8;3.9;1.4;0.2;0.3
264;Totaal gewasbeschermingsmiddelen;Bos- en haagplantsoen;2008;621.0;2740.0;38641.0;13.4;1.1;0.0;0.0;12.9;17.9;10.1;26.2;20.1;9.7;2.0;0.0;0.0
265;Totaal gewasbeschermingsmiddelen;Bos+haagplant. excl. zwav en bact. prep.;1995;;;6289.0;2.8;;;;;;;;;;;;
266;Totaal gewasbeschermingsmiddelen;Bos+haagplant. excl. zwav en bact. prep.;1998;;;5499.0;2.4;;;;;;;;;;;;
267;Totaal gewasbeschermingsmiddelen;Bos+haagplant. excl. zwav en bact. prep.;2000;;;14700.0;6.4;;;;;;;;;;;;
268;Totaal gewasbeschermingsmiddelen;Bos+haagplant. excl. zwav en bact. prep.;2004;792.0;2259.0;29303.0;12.7;;;;;;;;;;;;
269;Totaal gewasbeschermingsmiddelen;Bos+haagplant. excl. zwav en bact. prep.;2008;621.0;2740.0;36585.0;12.7;;;;;;;;;;;;
270;Totaal gewasbeschermingsmiddelen;Laan- en parkbomen;1995;747.0;2408.0;8232.0;3.4;1.1;6.8;5.1;8.6;18.4;13.3;16.2;18.0;7.9;3.8;0.3;0.4
271;Totaal gewasbeschermingsmiddelen;Laan- en parkbomen;1998;744.0;2955.0;8177.0;2.8;0.4;0.9;0.6;1.7;7.9;13.0;16.2;3.3;16.7;39.3;0.0;0.0
272;Totaal gewasbeschermingsmiddelen;Laan- en parkbomen;2000;739.0;3158.0;6482.0;2.1;7.1;3.7;2.9;3.9;17.8;19.2;13.1;12.9;10.9;8.6;0.0;0.0
273;Totaal gewasbeschermingsmiddelen;Laan- en parkbomen;2004;635.0;3527.0;12004.0;3.4;0.7;1.1;4.9;3.4;12.4;25.5;19.6;15.4;13.4;2.5;0.2;0.7
274;Totaal gewasbeschermingsmiddelen;Laan- en parkbomen;2008;439.0;4254.0;9094.0;2.0;2.1;0.0;0.0;3.2;28.7;14.7;17.6;14.7;10.0;8.9;0.0;0.0
275;Totaal gewasbeschermingsmiddelen;Laan- en parkb. excl. zwav. en bact.prep;1995;;;5899.0;2.4;;;;;;;;;;;;
276;Totaal gewasbeschermingsmiddelen;Laan- en parkb. excl. zwav. en bact.prep;1998;;;6649.0;2.3;;;;;;;;;;;;
277;Totaal gewasbeschermingsmiddelen;Laan- en parkb. excl. zwav. en bact.prep;2000;;;5828.0;1.8;;;;;;;;;;;;
278;Totaal gewasbeschermingsmiddelen;Laan- en parkb. excl. zwav. en bact.prep;2004;635.0;3527.0;11368.0;3.2;;;;;;;;;;;;
279;Totaal gewasbeschermingsmiddelen;Laan- en parkb. excl. zwav. en bact.prep;2008;439.0;4254.0;8843.0;2.0;;;;;;;;;;;;
280;Totaal gewasbeschermingsmiddelen;Rozenstruiken open grond;1995;399.0;637.0;10588.0;16.6;0.3;1.1;2.6;2.4;6.4;21.8;28.3;23.8;9.1;2.8;0.7;0.7
281;Totaal gewasbeschermingsmiddelen;Rozenstruiken open grond;1998;;;;;;;;;;;;;;;;
282;Totaal gewasbeschermingsmiddelen;Rozenstruiken open grond;2000;347.0;612.0;17205.0;28.1;3.7;1.0;4.9;3.8;41.9;13.5;15.6;9.5;3.8;2.0;0.3;0.1
283;Totaal gewasbeschermingsmiddelen;Rozenstruiken open grond;2004;215.0;463.0;5131.0;11.1;1.1;0.8;1.6;5.5;10.1;27.9;27.8;16.5;7.1;0.9;0.6;0.1
284;Totaal gewasbeschermingsmiddelen;Rozenstruiken open grond;2008;152.0;530.0;5450.0;10.0;2.3;0.0;0.0;1.3;7.7;20.8;28.7;22.2;13.3;3.6;0.0;0.0
285;Totaal gewasbeschermingsmiddelen;Rozenstruiken excl. zwavel en bact.prep.;1995;;;10588.0;16.6;;;;;;;;;;;;
286;Totaal gewasbeschermingsmiddelen;Rozenstruiken excl. zwavel en bact.prep.;1998;;;;;;;;;;;;;;;;
287;Totaal gewasbeschermingsmiddelen;Rozenstruiken excl. zwavel en bact.prep.;2000;;;12235.0;20.0;;;;;;;;;;;;
288;Totaal gewasbeschermingsmiddelen;Rozenstruiken excl. zwavel en bact.prep.;2004;215.0;463.0;2981.0;6.4;;;;;;;;;;;;
289;Totaal gewasbeschermingsmiddelen;Rozenstruiken excl. zwavel en bact.prep.;2008;152.0;530.0;4462.0;8.1;;;;;;;;;;;;
290;Totaal gewasbeschermingsmiddelen;Sierconiferen;1995;2041.0;1454.0;12169.0;8.4;5.1;1.0;2.5;3.1;8.8;8.8;25.4;19.2;17.5;4.4;0.8;3.5
291;Totaal gewasbeschermingsmiddelen;Sierconiferen;1998;1828.0;1822.0;10613.0;5.8;4.1;1.7;3.2;5.6;8.0;15.0;21.6;19.7;9.3;2.4;1.8;7.5
292;Totaal gewasbeschermingsmiddelen;Sierconiferen;2000;1830.0;2340.0;8762.0;3.7;10.8;5.4;1.7;14.4;14.1;10.4;15.6;10.2;7.3;5.8;3.1;1.1
293;Totaal gewasbeschermingsmiddelen;Sierconiferen;2004;1389.0;2703.0;12707.0;4.7;1.3;4.8;4.4;8.1;14.9;17.8;15.6;15.0;8.8;6.8;1.7;0.8
294;Totaal gewasbeschermingsmiddelen;Sierconiferen;2008;918.0;2844.0;13704.0;4.5;5.9;0.0;0.0;7.2;16.9;20.5;15.5;21.5;8.5;3.9;0.0;0.0
295;Totaal gewasbeschermingsmiddelen;Sierconiferen excl. zwavel en bact.prep.;1995;;;12169.0;8.4;;;;;;;;;;;;
296;Totaal gewasbeschermingsmiddelen;Sierconiferen excl. zwavel en bact.prep.;1998;;;10541.0;5.8;;;;;;;;;;;;
297;Totaal gewasbeschermingsmiddelen;Sierconiferen excl. zwavel en bact.prep.;2000;;;8685.0;3.7;;;;;;;;;;;;
298;Totaal gewasbeschermingsmiddelen;Sierconiferen excl. zwavel en bact.prep.;2004;1389.0;2703.0;12113.0;4.4;;;;;;;;;;;;
299;Totaal gewasbeschermingsmiddelen;Sierconiferen excl. zwavel en bact.prep.;2008;918.0;2844.0;13573.0;4.5;;;;;;;;;;;;
300;Totaal gewasbeschermingsmiddelen;Vaste planten open grond;1995;1131.0;705.0;2307.0;3.3;7.5;4.1;3.2;8.2;12.6;15.0;6.7;14.3;11.5;11.1;5.6;0.1
301;Totaal gewasbeschermingsmiddelen;Vaste planten open grond;1998;1238.0;948.0;5082.0;5.4;3.0;4.3;4.1;11.3;10.5;35.9;6.6;13.5;6.0;1.6;1.0;2.2
302;Totaal gewasbeschermingsmiddelen;Vaste planten open grond;2000;1278.0;1207.0;8995.0;7.5;0.7;0.9;1.0;15.8;29.8;9.8;10.3;4.8;19.6;2.2;3.8;1.1
303;Totaal gewasbeschermingsmiddelen;Vaste planten open grond;2004;990.0;1351.0;11679.0;8.4;0.8;3.1;5.3;21.8;13.5;9.4;11.6;4.7;24.1;3.3;1.4;1.1
304;Totaal gewasbeschermingsmiddelen;Vaste planten open grond;2008;543.0;1152.0;15282.0;12.4;19.5;0.0;0.0;16.0;5.2;27.5;6.8;6.7;14.0;4.3;0.0;0.0
305;Totaal gewasbeschermingsmiddelen;Vaste planten excl. zwavel en bact.prep.;1995;;;2294.0;3.3;;;;;;;;;;;;
306;Totaal gewasbeschermingsmiddelen;Vaste planten excl. zwavel en bact.prep.;1998;;;4957.0;5.3;;;;;;;;;;;;
307;Totaal gewasbeschermingsmiddelen;Vaste planten excl. zwavel en bact.prep.;2000;;;8946.0;7.4;;;;;;;;;;;;
308;Totaal gewasbeschermingsmiddelen;Vaste planten excl. zwavel en bact.prep.;2004;990.0;1351.0;11579.0;8.4;;;;;;;;;;;;
309;Totaal gewasbeschermingsmiddelen;Vaste planten excl. zwavel en bact.prep.;2008;543.0;1152.0;15132.0;12.3;;;;;;;;;;;;
310;Totaal gewasbeschermingsmiddelen;Vruchtbomen;1995;316.0;1088.0;19382.0;17.8;0.0;0.2;2.4;7.0;20.6;21.2;14.6;13.5;9.3;9.4;0.8;0.9
311;Totaal gewasbeschermingsmiddelen;Vruchtbomen;1998;;;;;;;;;;;;;;;;
312;Totaal gewasbeschermingsmiddelen;Vruchtbomen;2000;;;;;;;;;;;;;;;;
313;Totaal gewasbeschermingsmiddelen;Vruchtbomen;2004;252.0;1144.0;23453.0;20.5;0.1;1.0;1.1;4.9;15.2;28.4;14.0;9.8;17.1;7.7;0.6;0.2
