ID;SBI2008;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
339;B Delfstoffenwinning;2008 jaargem. /jaartotaal;0.3;1.0;1.0
340;B Delfstoffenwinning;2009 1e kwartaal;0.3;0.3;0.2
341;B Delfstoffenwinning;2009 2e kwartaal;0.4;0.2;0.1
342;B Delfstoffenwinning;2009 3e kwartaal;0.2;0.1;0.2
343;B Delfstoffenwinning;2009 4e kwartaal;0.3;0.2;0.2
344;B Delfstoffenwinning;2009 jaargem. /jaartotaal;0.3;1.0;1.0
345;B Delfstoffenwinning;2010 1e kwartaal;0.3;0.2;0.2
346;B Delfstoffenwinning;2010 2e kwartaal;0.3;0.2;0.2
347;B Delfstoffenwinning;2010 3e kwartaal;0.3;0.2;0.2
348;B Delfstoffenwinning;2010 4e kwartaal;0.3;0.2;0.1
349;B Delfstoffenwinning;2010 jaargem. /jaartotaal;0.3;1.0;1.0
350;B Delfstoffenwinning;2011 1e kwartaal;0.4;0.0;0.0
351;B Delfstoffenwinning;2011 2e kwartaal;0.4;0.0;0.0
352;B Delfstoffenwinning;2011 3e kwartaal;0.4;0.0;0.0
353;B Delfstoffenwinning;2011 4e kwartaal;0.3;0.0;0.0
354;B Delfstoffenwinning;2011 jaargem. /jaartotaal;0.4;1.0;1.0
355;B Delfstoffenwinning;2012 1e kwartaal;0.4;0.0;0.0
356;B Delfstoffenwinning;2012 2e kwartaal;0.3;0.0;0.0
357;B Delfstoffenwinning;2012 3e kwartaal;0.4;0.0;0.0
358;B Delfstoffenwinning;2012 4e kwartaal;0.4;0.0;0.0
359;B Delfstoffenwinning;2012 jaargem. /jaartotaal;0.4;1.0;1.0
360;B Delfstoffenwinning;2013 1e kwartaal;0.4;0.0;0.0
361;B Delfstoffenwinning;2013 2e kwartaal;0.3;0.0;0.0
362;B Delfstoffenwinning;2013 3e kwartaal;0.4;0.0;0.0
363;B Delfstoffenwinning;2013 4e kwartaal;0.5;0.0;0.0
364;B Delfstoffenwinning;2013 jaargem. /jaartotaal;0.4;1.0;1.0
365;B Delfstoffenwinning;2014 1e kwartaal;0.5;0.0;0.0
366;B Delfstoffenwinning;2014 2e kwartaal;0.5;0.0;0.0
367;B Delfstoffenwinning;2014 3e kwartaal;0.3;0.0;0.0
368;B Delfstoffenwinning;2014 4e kwartaal;0.4;0.0;0.0
369;B Delfstoffenwinning;2014 jaargem. /jaartotaal;0.4;1.0;1.0
370;B Delfstoffenwinning;2015 1e kwartaal;0.2;0.0;0.0
371;B Delfstoffenwinning;2015 2e kwartaal;0.2;0.0;0.0
372;B Delfstoffenwinning;2015 3e kwartaal;0.2;0.0;0.0
373;B Delfstoffenwinning;2015 4e kwartaal;0.2;0.0;0.0
374;B Delfstoffenwinning;2015 jaargem. /jaartotaal;0.2;1.0;1.0
375;B Delfstoffenwinning;2016 1e kwartaal;0.2;0.0;0.0
376;B Delfstoffenwinning;2016 2e kwartaal;0.1;0.0;0.0
377;B Delfstoffenwinning;2016 3e kwartaal;0.1;0.0;0.0
378;B Delfstoffenwinning;2016 4e kwartaal;0.1;0.0;0.0
379;B Delfstoffenwinning;2016 jaargem. /jaartotaal;0.1;1.0;1.0
380;B Delfstoffenwinning;2017 1e kwartaal;0.2;0.0;0.0
381;B Delfstoffenwinning;2017 2e kwartaal;0.2;0.0;0.0
382;B Delfstoffenwinning;2017 3e kwartaal;0.2;0.0;0.0
383;B Delfstoffenwinning;2017 4e kwartaal;0.2;0.0;0.0
384;B Delfstoffenwinning;2017 jaargem. /jaartotaal;0.2;1.0;1.0
385;B Delfstoffenwinning;2018 1e kwartaal;0.2;0.0;0.0
386;B Delfstoffenwinning;2018 2e kwartaal;0.2;0.0;0.0
387;B Delfstoffenwinning;2018 3e kwartaal;0.2;0.0;0.0
388;B Delfstoffenwinning;2018 4e kwartaal;0.2;0.0;0.0
389;B Delfstoffenwinning;2018 jaargem. /jaartotaal;0.2;1.0;1.0
390;B Delfstoffenwinning;2019 1e kwartaal;0.2;0.0;0.0
391;B Delfstoffenwinning;2019 2e kwartaal;0.4;0.0;0.0
392;B Delfstoffenwinning;2019 3e kwartaal;0.3;0.0;0.0
393;B Delfstoffenwinning;2019 4e kwartaal;0.2;0.0;0.0
394;B Delfstoffenwinning;2019 jaargem. /jaartotaal;0.3;1.0;1.0
395;B Delfstoffenwinning;2020 1e kwartaal;0.2;0.0;0.0
396;B Delfstoffenwinning;2020 2e kwartaal;0.1;0.0;0.0
397;B Delfstoffenwinning;2020 3e kwartaal;0.1;0.0;0.0
398;B Delfstoffenwinning;2020 4e kwartaal;0.1;0.0;0.0
399;B Delfstoffenwinning;2020 jaargem. /jaartotaal;0.2;1.0;1.0
400;B Delfstoffenwinning;2021 1e kwartaal;0.2;0.0;0.0
401;B Delfstoffenwinning;2021 2e kwartaal;0.3;0.0;0.0
402;B Delfstoffenwinning;2021 3e kwartaal;0.3;0.0;0.0
403;B Delfstoffenwinning;2021 4e kwartaal;0.3;0.0;0.0
404;B Delfstoffenwinning;2021 jaargem. /jaartotaal;0.3;1.0;1.0
405;B Delfstoffenwinning;2022 1e kwartaal;0.5;0.0;0.0
406;B Delfstoffenwinning;2022 2e kwartaal;0.6;0.0;0.0
407;B Delfstoffenwinning;2022 3e kwartaal;0.6;0.0;0.0
408;B Delfstoffenwinning;2022 4e kwaraal;0.5;0.0;0.0
409;B Delfstoffenwinning;2022 jaargem. /jaartotaal;0.5;1.0;1.0
410;B Delfstoffenwinning;2023 1e kwartaal;0.4;0.0;0.0
411;B Delfstoffenwinning;2023 2e kwartaal;0.4;0.0;0.0
412;B Delfstoffenwinning;2023 3e kwartaal;0.4;0.0;0.0
413;B Delfstoffenwinning;2023 4e kwartaal;0.3;0.0;0.0
414;B Delfstoffenwinning;2023 jaargem. /jaartotaal;0.4;1.0;1.0
415;B Delfstoffenwinning;2024 1e kwartaal;0.3;0.0;0.0
416;B Delfstoffenwinning;2024 2e kwartaal;0.3;0.0;0.0
417;B Delfstoffenwinning;2024 3e kwartaal;0.3;0.0;0.0
418;B Delfstoffenwinning;2024 4e kwartaal;0.3;0.0;0.0
419;B Delfstoffenwinning;2024 jaargem. /jaartotaal;0.3;1.0;1.0
420;C Industrie;1997 1e kwartaal;13.4;17.6;15.4
421;C Industrie;1997 2e kwartaal;15.3;22.0;20.1
422;C Industrie;1997 3e kwartaal;14.6;20.4;21.1
423;C Industrie;1997 4e kwartaal;16.7;20.2;18.1
424;C Industrie;1997 jaargem. /jaartotaal;;80.0;75.0
425;C Industrie;1998 1e kwartaal;17.3;21.6;21.0
426;C Industrie;1998 2e kwartaal;20.3;24.4;21.4
427;C Industrie;1998 3e kwartaal;17.3;19.1;22.1
428;C Industrie;1998 4e kwartaal;18.3;21.6;20.7
429;C Industrie;1998 jaargem. /jaartotaal;18.1;87.0;85.0
430;C Industrie;1999 1e kwartaal;19.5;23.3;22.1
431;C Industrie;1999 2e kwartaal;23.2;26.2;22.5
432;C Industrie;1999 3e kwartaal;22.5;24.2;24.9
433;C Industrie;1999 4e kwartaal;24.6;24.1;22.0
434;C Industrie;1999 jaargem. /jaartotaal;21.6;98.0;92.0
435;C Industrie;2000 1e kwartaal;27.9;30.5;27.1
436;C Industrie;2000 2e kwartaal;31.3;31.1;27.7
437;C Industrie;2000 3e kwartaal;24.3;22.1;29.2
438;C Industrie;2000 4e kwartaal;25.3;25.7;24.7
439;C Industrie;2000 jaargem. /jaartotaal;27.1;109.0;109.0
440;C Industrie;2001 1e kwartaal;23.3;25.0;27.0
441;C Industrie;2001 2e kwartaal;23.8;25.4;25.0
442;C Industrie;2001 3e kwartaal;19.3;19.1;23.6
443;C Industrie;2001 4e kwartaal;17.8;16.8;18.4
444;C Industrie;2001 jaargem. /jaartotaal;22.0;86.0;94.0
445;C Industrie;2002 1e kwartaal;17.8;18.6;18.4
446;C Industrie;2002 2e kwartaal;15.9;16.1;18.0
447;C Industrie;2002 3e kwartaal;10.6;12.1;17.4
448;C Industrie;2002 4e kwartaal;11.8;12.7;11.4
449;C Industrie;2002 jaargem. /jaartotaal;14.8;59.0;65.0
450;C Industrie;2003 1e kwartaal;10.8;14.6;15.6
451;C Industrie;2003 2e kwartaal;9.5;13.3;14.6
452;C Industrie;2003 3e kwartaal;7.6;11.8;13.6
453;C Industrie;2003 4e kwartaal;9.1;11.7;10.2
454;C Industrie;2003 jaargem. /jaartotaal;9.6;51.0;54.0
455;C Industrie;2004 1e kwartaal;10.3;14.4;13.2
456;C Industrie;2004 2e kwartaal;10.1;14.0;14.1
457;C Industrie;2004 3e kwartaal;8.5;12.4;14.0
458;C Industrie;2004 4e kwartaal;9.3;12.9;12.0
459;C Industrie;2004 jaargem. /jaartotaal;9.5;54.0;53.0
460;C Industrie;2005 1e kwartaal;10.8;14.6;13.1
461;C Industrie;2005 2e kwartaal;12.2;17.0;15.6
462;C Industrie;2005 3e kwartaal;13.2;17.1;16.2
463;C Industrie;2005 4e kwartaal;13.2;16.4;16.3
464;C Industrie;2005 jaargem. /jaartotaal;11.9;65.0;61.0
465;C Industrie;2006 1e kwartaal;15.7;19.0;16.6
466;C Industrie;2006 2e kwartaal;18.9;21.8;18.6
467;C Industrie;2006 3e kwartaal;19.4;20.7;20.2
468;C Industrie;2006 4e kwartaal;21.2;21.8;20.0
469;C Industrie;2006 jaargem. /jaartotaal;17.8;83.0;75.0
470;C Industrie;2007 1e kwartaal;21.9;23.1;22.4
471;C Industrie;2007 2e kwartaal;23.3;24.5;23.1
472;C Industrie;2007 3e kwartaal;23.8;21.9;21.4
473;C Industrie;2007 4e kwartaal;23.7;21.8;21.8
474;C Industrie;2007 jaargem. /jaartotaal;22.9;91.0;89.0
475;C Industrie;2008 1e kwartaal;25.6;23.5;21.6
476;C Industrie;2008 2e kwartaal;24.9;21.1;21.9
477;C Industrie;2008 3e kwartaal;22.5;18.4;20.8
478;C Industrie;2008 4e kwartaal;14.3;11.9;20.0
479;C Industrie;2008 jaargem. /jaartotaal;23.0;75.0;84.0
480;C Industrie;2009 1e kwartaal;9.5;10.1;14.9
481;C Industrie;2009 2e kwartaal;7.9;9.8;11.4
482;C Industrie;2009 3e kwartaal;7.4;10.0;10.5
483;C Industrie;2009 4e kwartaal;6.9;9.5;10.0
484;C Industrie;2009 jaargem. /jaartotaal;8.9;39.0;47.0
485;C Industrie;2010 1e kwartaal;8.5;12.3;10.9
486;C Industrie;2010 2e kwartaal;9.9;13.5;12.1
487;C Industrie;2010 3e kwartaal;11.4;13.4;11.9
488;C Industrie;2010 4e kwartaal;12.4;12.5;11.5
489;C Industrie;2010 jaargem. /jaartotaal;9.9;52.0;46.0
490;C Industrie;2011 1e kwartaal;14.2;16.0;15.0
491;C Industrie;2011 2e kwartaal;15.3;17.0;16.0
492;C Industrie;2011 3e kwartaal;13.7;14.0;16.0
493;C Industrie;2011 4e kwartaal;11.1;12.0;15.0
494;C Industrie;2011 jaargem. /jaartotaal;13.7;60.0;61.0
495;C Industrie;2012 1e kwartaal;10.7;12.0;12.0
496;C Industrie;2012 2e kwartaal;10.7;13.0;13.0
497;C Industrie;2012 3e kwartaal;9.8;11.0;12.0
498;C Industrie;2012 4e kwartaal;8.7;10.0;11.0
499;C Industrie;2012 jaargem. /jaartotaal;10.3;45.0;47.0
500;C Industrie;2013 1e kwartaal;8.2;10.0;11.0
501;C Industrie;2013 2e kwartaal;8.3;11.0;11.0
502;C Industrie;2013 3e kwartaal;8.2;11.0;11.0
503;C Industrie;2013 4e kwartaal;8.4;11.0;10.0
504;C Industrie;2013 jaargem. /jaartotaal;8.3;42.0;42.0
505;C Industrie;2014 1e kwartaal;9.3;12.0;11.0
506;C Industrie;2014 2e kwartaal;9.8;13.0;12.0
507;C Industrie;2014 3e kwartaal;10.2;12.0;12.0
508;C Industrie;2014 4e kwartaal;9.0;10.0;11.0
509;C Industrie;2014 jaargem. /jaartotaal;9.5;47.0;46.0
510;C Industrie;2015 1e kwartaal;10.8;14.0;13.0
511;C Industrie;2015 2e kwartaal;11.6;15.0;14.0
512;C Industrie;2015 3e kwartaal;11.2;15.0;15.0
513;C Industrie;2015 4e kwartaal;10.9;13.0;13.0
514;C Industrie;2015 jaargem. /jaartotaal;10.9;57.0;55.0
515;C Industrie;2016 1e kwartaal;12.7;15.0;14.0
516;C Industrie;2016 2e kwartaal;13.2;15.0;14.0
517;C Industrie;2016 3e kwartaal;13.2;15.0;15.0
518;C Industrie;2016 4e kwartaal;13.5;15.0;15.0
519;C Industrie;2016 jaargem. /jaartotaal;12.8;60.0;57.0
520;C Industrie;2017 1e kwartaal;15.5;17.0;15.0
521;C Industrie;2017 2e kwartaal;16.9;19.0;17.0
522;C Industrie;2017 3e kwartaal;17.3;18.0;18.0
523;C Industrie;2017 4e kwartaal;18.7;19.0;18.0
524;C Industrie;2017 jaargem. /jaartotaal;16.4;73.0;68.0
525;C Industrie;2018 1e kwartaal;20.5;21.0;19.0
526;C Industrie;2018 2e kwartaal;23.1;23.0;21.0
527;C Industrie;2018 3e kwartaal;22.3;20.0;21.0
528;C Industrie;2018 4e kwartaal;21.5;20.0;21.0
529;C Industrie;2018 jaargem. /jaartotaal;21.5;85.0;82.0
530;C Industrie;2019 1e kwartaal;23.6;24.0;22.0
531;C Industrie;2019 2e kwartaal;24.5;24.0;23.0
532;C Industrie;2019 3e kwartaal;23.0;21.0;22.0
533;C Industrie;2019 4e kwartaal;22.6;21.0;22.0
534;C Industrie;2019 jaargem. /jaartotaal;23.3;89.0;88.0
535;C Industrie;2020 1e kwartaal;18.7;19.0;23.0
536;C Industrie;2020 2e kwartaal;15.7;15.0;18.0
537;C Industrie;2020 3e kwartaal;16.9;18.0;16.0
538;C Industrie;2020 4e kwartaal;18.0;18.0;17.0
539;C Industrie;2020 jaargem. /jaartotaal;17.9;69.0;74.0
540;C Industrie;2021 1e kwartaal;20.7;20.0;17.0
541;C Industrie;2021 2e kwartaal;28.0;27.0;20.0
542;C Industrie;2021 3e kwartaal;33.3;30.0;24.0
543;C Industrie;2021 4e kwartaal;32.7;24.0;25.0
544;C Industrie;2021 jaargem. /jaartotaal;26.8;101.0;86.0
545;C Industrie;2022 1e kwartaal;35.7;28.0;25.0
546;C Industrie;2022 2e kwartaal;38.1;28.0;25.0
547;C Industrie;2022 3e kwartaal;35.2;24.0;27.0
548;C Industrie;2022 4e kwaraal;34.0;24.0;25.0
549;C Industrie;2022 jaargem. /jaartotaal;35.6;104.0;103.0
550;C Industrie;2023 1e kwartaal;34.8;25.0;24.0
551;C Industrie;2023 2e kwartaal;36.6;26.0;24.0
552;C Industrie;2023 3e kwartaal;33.4;23.0;27.0
553;C Industrie;2023 4e kwartaal;30.9;21.0;24.0
554;C Industrie;2023 jaargem. /jaartotaal;34.3;95.0;99.0
555;C Industrie;2024 1e kwartaal;33.6;25.0;23.0
556;C Industrie;2024 2e kwartaal;34.8;25.0;24.0
557;C Industrie;2024 3e kwartaal;33.2;23.0;24.0
558;C Industrie;2024 4e kwartaal;31.6;22.0;24.0
559;C Industrie;2024 jaargem. /jaartotaal;33.2;95.0;95.0
560;D Energievoorziening;1997 1e kwartaal;0.4;0.2;0.2
561;D Energievoorziening;1997 2e kwartaal;0.5;0.3;0.2
562;D Energievoorziening;1997 3e kwartaal;0.4;0.1;0.2
563;D Energievoorziening;1997 4e kwartaal;0.4;0.2;0.2
564;D Energievoorziening;1997 jaargem. /jaartotaal;;1.0;1.0
565;D Energievoorziening;1998 1e kwartaal;0.4;0.2;0.3
566;D Energievoorziening;1998 2e kwartaal;0.5;0.4;0.2
567;D Energievoorziening;1998 3e kwartaal;0.4;0.2;0.3
568;D Energievoorziening;1998 4e kwartaal;0.4;0.3;0.3
569;D Energievoorziening;1998 jaargem. /jaartotaal;0.4;1.0;1.0
570;D Energievoorziening;1999 1e kwartaal;0.5;0.4;0.2
571;D Energievoorziening;1999 2e kwartaal;0.5;0.3;0.4
572;D Energievoorziening;1999 3e kwartaal;0.3;0.2;0.4
573;D Energievoorziening;1999 4e kwartaal;0.4;0.3;0.3
574;D Energievoorziening;1999 jaargem. /jaartotaal;0.4;1.0;1.0
575;D Energievoorziening;2000 1e kwartaal;0.5;0.4;0.4
576;D Energievoorziening;2000 2e kwartaal;0.5;0.5;0.4
577;D Energievoorziening;2000 3e kwartaal;0.3;0.2;0.4
578;D Energievoorziening;2000 4e kwartaal;0.4;0.5;0.3
579;D Energievoorziening;2000 jaargem. /jaartotaal;0.4;2.0;2.0
580;D Energievoorziening;2001 1e kwartaal;0.6;0.7;0.5
581;D Energievoorziening;2001 2e kwartaal;0.4;0.3;0.5
582;D Energievoorziening;2001 3e kwartaal;0.4;0.4;0.4
583;D Energievoorziening;2001 4e kwartaal;0.5;0.5;0.4
584;D Energievoorziening;2001 jaargem. /jaartotaal;0.5;2.0;2.0
585;D Energievoorziening;2002 1e kwartaal;0.4;0.3;0.3
586;D Energievoorziening;2002 2e kwartaal;0.4;0.2;0.3
587;D Energievoorziening;2002 3e kwartaal;0.3;0.2;0.2
588;D Energievoorziening;2002 4e kwartaal;0.2;0.2;0.2
589;D Energievoorziening;2002 jaargem. /jaartotaal;0.4;1.0;1.0
590;D Energievoorziening;2003 1e kwartaal;0.3;0.2;0.2
591;D Energievoorziening;2003 2e kwartaal;0.2;0.1;0.2
592;D Energievoorziening;2003 3e kwartaal;0.3;0.3;0.2
593;D Energievoorziening;2003 4e kwartaal;0.3;0.2;0.3
594;D Energievoorziening;2003 jaargem. /jaartotaal;0.3;1.0;1.0
595;D Energievoorziening;2004 1e kwartaal;0.3;0.2;0.3
596;D Energievoorziening;2004 2e kwartaal;0.3;0.4;0.3
597;D Energievoorziening;2004 3e kwartaal;0.2;0.2;0.3
598;D Energievoorziening;2004 4e kwartaal;0.4;0.7;0.6
599;D Energievoorziening;2004 jaargem. /jaartotaal;0.3;2.0;1.0
600;D Energievoorziening;2005 1e kwartaal;0.3;0.4;0.5
601;D Energievoorziening;2005 2e kwartaal;0.4;0.3;0.2
602;D Energievoorziening;2005 3e kwartaal;0.3;0.2;0.3
603;D Energievoorziening;2005 4e kwartaal;0.4;1.0;1.0
604;D Energievoorziening;2005 jaargem. /jaartotaal;0.3;2.0;2.0
605;D Energievoorziening;2006 1e kwartaal;0.6;0.9;0.7
606;D Energievoorziening;2006 2e kwartaal;0.6;0.7;0.6
607;D Energievoorziening;2006 3e kwartaal;0.6;0.6;0.6
608;D Energievoorziening;2006 4e kwartaal;0.6;0.6;0.6
609;D Energievoorziening;2006 jaargem. /jaartotaal;0.6;3.0;3.0
610;D Energievoorziening;2007 1e kwartaal;0.6;0.5;0.6
611;D Energievoorziening;2007 2e kwartaal;0.8;0.9;0.7
612;D Energievoorziening;2007 3e kwartaal;0.9;0.9;0.9
613;D Energievoorziening;2007 4e kwartaal;0.9;0.9;0.8
614;D Energievoorziening;2007 jaargem. /jaartotaal;0.8;3.0;3.0
615;D Energievoorziening;2008 1e kwartaal;0.8;0.6;0.7
616;D Energievoorziening;2008 2e kwartaal;0.9;0.8;0.7
617;D Energievoorziening;2008 3e kwartaal;0.9;0.7;0.6
618;D Energievoorziening;2008 4e kwartaal;0.7;0.6;0.9
619;D Energievoorziening;2008 jaargem. /jaartotaal;0.8;3.0;3.0
620;D Energievoorziening;2009 1e kwartaal;0.6;0.6;0.7
621;D Energievoorziening;2009 2e kwartaal;0.7;0.6;0.6
622;D Energievoorziening;2009 3e kwartaal;0.6;0.7;0.7
623;D Energievoorziening;2009 4e kwartaal;0.6;0.5;0.5
624;D Energievoorziening;2009 jaargem. /jaartotaal;0.7;2.0;2.0
625;D Energievoorziening;2010 1e kwartaal;0.8;0.6;0.4
626;D Energievoorziening;2010 2e kwartaal;0.8;0.5;0.5
627;D Energievoorziening;2010 3e kwartaal;0.7;0.3;0.4
628;D Energievoorziening;2010 4e kwartaal;0.9;0.5;0.4
629;D Energievoorziening;2010 jaargem. /jaartotaal;0.8;2.0;2.0
630;D Energievoorziening;2011 1e kwartaal;0.8;0.0;1.0
631;D Energievoorziening;2011 2e kwartaal;0.7;1.0;1.0
632;D Energievoorziening;2011 3e kwartaal;0.6;1.0;1.0
633;D Energievoorziening;2011 4e kwartaal;0.6;1.0;1.0
634;D Energievoorziening;2011 jaargem. /jaartotaal;0.7;2.0;2.0
635;D Energievoorziening;2012 1e kwartaal;0.5;1.0;1.0
636;D Energievoorziening;2012 2e kwartaal;0.6;0.0;0.0
637;D Energievoorziening;2012 3e kwartaal;0.5;0.0;0.0
638;D Energievoorziening;2012 4e kwartaal;0.3;0.0;0.0
639;D Energievoorziening;2012 jaargem. /jaartotaal;0.5;2.0;2.0
640;D Energievoorziening;2013 1e kwartaal;0.5;1.0;0.0
641;D Energievoorziening;2013 2e kwartaal;0.6;1.0;1.0
642;D Energievoorziening;2013 3e kwartaal;0.5;0.0;1.0
643;D Energievoorziening;2013 4e kwartaal;0.3;0.0;0.0
644;D Energievoorziening;2013 jaargem. /jaartotaal;0.5;2.0;2.0
645;D Energievoorziening;2014 1e kwartaal;0.3;0.0;0.0
646;D Energievoorziening;2014 2e kwartaal;0.5;1.0;1.0
647;D Energievoorziening;2014 3e kwartaal;0.6;1.0;0.0
648;D Energievoorziening;2014 4e kwartaal;0.4;0.0;1.0
649;D Energievoorziening;2014 jaargem. /jaartotaal;0.5;2.0;2.0
650;D Energievoorziening;2015 1e kwartaal;0.6;1.0;0.0
651;D Energievoorziening;2015 2e kwartaal;0.6;1.0;1.0
652;D Energievoorziening;2015 3e kwartaal;0.4;1.0;1.0
653;D Energievoorziening;2015 4e kwartaal;0.8;1.0;1.0
654;D Energievoorziening;2015 jaargem. /jaartotaal;0.5;3.0;2.0
655;D Energievoorziening;2016 1e kwartaal;0.7;1.0;1.0
656;D Energievoorziening;2016 2e kwartaal;0.7;1.0;1.0
657;D Energievoorziening;2016 3e kwartaal;0.8;1.0;1.0
658;D Energievoorziening;2016 4e kwartaal;0.9;1.0;1.0
659;D Energievoorziening;2016 jaargem. /jaartotaal;0.7;2.0;2.0
660;D Energievoorziening;2017 1e kwartaal;0.7;1.0;1.0
661;D Energievoorziening;2017 2e kwartaal;0.6;1.0;1.0
662;D Energievoorziening;2017 3e kwartaal;0.5;1.0;1.0
663;D Energievoorziening;2017 4e kwartaal;0.6;1.0;1.0
664;D Energievoorziening;2017 jaargem. /jaartotaal;0.6;2.0;3.0
665;D Energievoorziening;2018 1e kwartaal;0.7;1.0;1.0
666;D Energievoorziening;2018 2e kwartaal;0.7;1.0;1.0
667;D Energievoorziening;2018 3e kwartaal;0.8;1.0;1.0
668;D Energievoorziening;2018 4e kwartaal;0.8;1.0;1.0
669;D Energievoorziening;2018 jaargem. /jaartotaal;0.7;3.0;3.0
670;D Energievoorziening;2019 1e kwartaal;0.9;1.0;1.0
671;D Energievoorziening;2019 2e kwartaal;0.9;1.0;1.0
672;D Energievoorziening;2019 3e kwartaal;1.0;1.0;1.0
673;D Energievoorziening;2019 4e kwartaal;1.2;1.0;1.0
674;D Energievoorziening;2019 jaargem. /jaartotaal;0.9;3.0;3.0
675;D Energievoorziening;2020 1e kwartaal;1.2;1.0;1.0
676;D Energievoorziening;2020 2e kwartaal;1.1;1.0;1.0
677;D Energievoorziening;2020 3e kwartaal;1.0;1.0;1.0
678;D Energievoorziening;2020 4e kwartaal;1.1;1.0;1.0
679;D Energievoorziening;2020 jaargem. /jaartotaal;1.1;4.0;4.0
680;D Energievoorziening;2021 1e kwartaal;1.0;1.0;1.0
681;D Energievoorziening;2021 2e kwartaal;1.3;2.0;1.0
682;D Energievoorziening;2021 3e kwartaal;1.6;1.0;1.0
683;D Energievoorziening;2021 4e kwartaal;1.7;2.0;2.0
684;D Energievoorziening;2021 jaargem. /jaartotaal;1.3;6.0;5.0
685;D Energievoorziening;2022 1e kwartaal;2.2;2.0;1.0
686;D Energievoorziening;2022 2e kwartaal;2.6;2.0;2.0
687;D Energievoorziening;2022 3e kwartaal;1.8;1.0;2.0
688;D Energievoorziening;2022 4e kwaraal;2.0;2.0;2.0
689;D Energievoorziening;2022 jaargem. /jaartotaal;2.1;7.0;7.0
690;D Energievoorziening;2023 1e kwartaal;2.3;3.0;2.0
691;D Energievoorziening;2023 2e kwartaal;2.3;3.0;3.0
692;D Energievoorziening;2023 3e kwartaal;2.4;3.0;3.0
693;D Energievoorziening;2023 4e kwartaal;2.4;3.0;3.0
694;D Energievoorziening;2023 jaargem. /jaartotaal;2.3;12.0;11.0
695;D Energievoorziening;2024 1e kwartaal;2.3;3.0;3.0
696;D Energievoorziening;2024 2e kwartaal;2.2;3.0;3.0
697;D Energievoorziening;2024 3e kwartaal;2.1;3.0;3.0
698;D Energievoorziening;2024 4e kwartaal;2.4;3.0;3.0
699;D Energievoorziening;2024 jaargem. /jaartotaal;2.2;11.0;11.0
700;E Waterbedrijven en afvalbeheer;1997 1e kwartaal;0.3;0.5;0.5
701;E Waterbedrijven en afvalbeheer;1997 2e kwartaal;0.5;0.8;0.6
702;E Waterbedrijven en afvalbeheer;1997 3e kwartaal;0.4;0.7;0.8
703;E Waterbedrijven en afvalbeheer;1997 4e kwartaal;0.6;0.8;0.6
704;E Waterbedrijven en afvalbeheer;1997 jaargem. /jaartotaal;;3.0;2.0
705;E Waterbedrijven en afvalbeheer;1998 1e kwartaal;0.6;0.8;0.8
706;E Waterbedrijven en afvalbeheer;1998 2e kwartaal;1.0;1.4;0.9
707;E Waterbedrijven en afvalbeheer;1998 3e kwartaal;0.5;0.6;1.1
708;E Waterbedrijven en afvalbeheer;1998 4e kwartaal;0.6;1.0;0.8
709;E Waterbedrijven en afvalbeheer;1998 jaargem. /jaartotaal;0.7;4.0;4.0
710;E Waterbedrijven en afvalbeheer;1999 1e kwartaal;0.8;1.1;1.0
711;E Waterbedrijven en afvalbeheer;1999 2e kwartaal;0.8;1.1;1.0
712;E Waterbedrijven en afvalbeheer;1999 3e kwartaal;0.7;0.7;0.9
713;E Waterbedrijven en afvalbeheer;1999 4e kwartaal;0.8;1.0;0.9
714;E Waterbedrijven en afvalbeheer;1999 jaargem. /jaartotaal;0.7;4.0;4.0
715;E Waterbedrijven en afvalbeheer;2000 1e kwartaal;0.9;1.2;1.1
716;E Waterbedrijven en afvalbeheer;2000 2e kwartaal;1.0;1.1;1.0
717;E Waterbedrijven en afvalbeheer;2000 3e kwartaal;0.7;1.1;1.4
718;E Waterbedrijven en afvalbeheer;2000 4e kwartaal;0.9;1.2;1.1
719;E Waterbedrijven en afvalbeheer;2000 jaargem. /jaartotaal;0.9;5.0;5.0
720;E Waterbedrijven en afvalbeheer;2001 1e kwartaal;1.0;1.0;1.0
721;E Waterbedrijven en afvalbeheer;2001 2e kwartaal;1.1;1.3;1.2
722;E Waterbedrijven en afvalbeheer;2001 3e kwartaal;0.8;0.9;1.1
723;E Waterbedrijven en afvalbeheer;2001 4e kwartaal;0.8;1.0;1.0
724;E Waterbedrijven en afvalbeheer;2001 jaargem. /jaartotaal;0.9;4.0;4.0
725;E Waterbedrijven en afvalbeheer;2002 1e kwartaal;0.8;1.0;1.0
726;E Waterbedrijven en afvalbeheer;2002 2e kwartaal;0.7;1.1;1.2
727;E Waterbedrijven en afvalbeheer;2002 3e kwartaal;0.5;0.7;0.9
728;E Waterbedrijven en afvalbeheer;2002 4e kwartaal;0.6;0.8;0.7
729;E Waterbedrijven en afvalbeheer;2002 jaargem. /jaartotaal;0.7;4.0;4.0
730;E Waterbedrijven en afvalbeheer;2003 1e kwartaal;0.7;0.9;0.8
731;E Waterbedrijven en afvalbeheer;2003 2e kwartaal;0.6;0.7;0.8
732;E Waterbedrijven en afvalbeheer;2003 3e kwartaal;0.6;0.9;0.9
733;E Waterbedrijven en afvalbeheer;2003 4e kwartaal;0.6;0.7;0.7
