ID;Bedrijfskenmerken;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3;OpenstaandeVacatures_4;OntstaneVacatures_5;VervuldeVacatures_6
924;4510c Bouw, geen installatie of afwerken;1999 jaarcijfer;;;;7.0;37.0;34.0
925;4510c Bouw, geen installatie of afwerken;2000 1e kwartaal;;;;10.5;13.0;10.0
926;4510c Bouw, geen installatie of afwerken;2000 2e kwartaal;;;;10.3;9.0;9.0
927;4510c Bouw, geen installatie of afwerken;2000 3e kwartaal;;;;7.7;7.0;9.0
928;4510c Bouw, geen installatie of afwerken;2000 4e kwartaal;;;;7.4;7.0;7.0
929;4510c Bouw, geen installatie of afwerken;2000 jaarcijfer;;;;8.8;36.0;35.0
930;4510c Bouw, geen installatie of afwerken;2001 1e kwartaal;;;;9.0;11.0;10.0
931;4510c Bouw, geen installatie of afwerken;2001 2e kwartaal;;;;8.8;7.0;7.0
932;4510c Bouw, geen installatie of afwerken;2001 3e kwartaal;;;;6.6;7.0;9.0
933;4510c Bouw, geen installatie of afwerken;2001 4e kwartaal;;;;6.1;5.0;6.0
934;4510c Bouw, geen installatie of afwerken;2001 jaarcijfer;;;;7.8;31.0;32.0
935;4510c Bouw, geen installatie of afwerken;2002 1e kwartaal;;;;7.3;8.0;7.0
936;4510c Bouw, geen installatie of afwerken;2002 2e kwartaal;;;;6.1;7.0;8.0
937;4510c Bouw, geen installatie of afwerken;2002 3e kwartaal;;;;2.9;3.0;7.0
938;4510c Bouw, geen installatie of afwerken;2002 4e kwartaal;;;;3.1;4.0;4.0
939;4510c Bouw, geen installatie of afwerken;2002 jaarcijfer;;;;5.2;22.0;25.0
940;4510c Bouw, geen installatie of afwerken;2003 1e kwartaal;;;;3.1;5.0;5.0
941;4510c Bouw, geen installatie of afwerken;2003 2e kwartaal;;;;4.0;6.0;5.0
942;4510c Bouw, geen installatie of afwerken;2003 3e kwartaal;;;;1.5;2.0;5.0
943;4510c Bouw, geen installatie of afwerken;2003 4e kwartaal;;;;1.7;2.0;2.0
944;4510c Bouw, geen installatie of afwerken;2003 jaarcijfer;;;;2.8;16.0;18.0
945;4510c Bouw, geen installatie of afwerken;2004 1e kwartaal;;;;2.7;5.0;4.0
946;4510c Bouw, geen installatie of afwerken;2004 2e kwartaal;;;;3.3;6.0;6.0
947;4510c Bouw, geen installatie of afwerken;2004 3e kwartaal;;;;3.1;5.0;5.0
948;4510c Bouw, geen installatie of afwerken;2004 4e kwartaal;;;;2.8;4.0;4.0
949;4510c Bouw, geen installatie of afwerken;2004 jaarcijfer;;;;2.8;21.0;20.0
950;4510c Bouw, geen installatie of afwerken;2005 1e kwartaal;;;;4.5;8.0;6.0
951;4510c Bouw, geen installatie of afwerken;2005 2e kwartaal;;;;4.8;7.0;7.0
952;4510c Bouw, geen installatie of afwerken;2005 3e kwartaal;;;;5.5;7.0;6.0
953;4510c Bouw, geen installatie of afwerken;2005 4e kwartaal;;;;5.0;6.0;7.0
954;4510c Bouw, geen installatie of afwerken;2005 jaarcijfer;;;;4.7;28.0;26.0
955;4510c Bouw, geen installatie of afwerken;2006 1e kwartaal;;;;6.6;9.0;8.0
956;4510c Bouw, geen installatie of afwerken;2006 2e kwartaal;;;;7.8;10.0;9.0
957;4510c Bouw, geen installatie of afwerken;2006 3e kwartaal;;;;8.4;10.0;10.0
958;4510c Bouw, geen installatie of afwerken;2006 4e kwartaal;7.4;6.0;8.0;6.5;6.0;8.0
959;4510c Bouw, geen installatie of afwerken;2006 jaarcijfer;;;;7.1;35.0;34.0
960;4510c Bouw, geen installatie of afwerken;2007 1e kwartaal;7.5;8.0;8.0;;;
961;4510c Bouw, geen installatie of afwerken;2007 2e kwartaal;9.0;9.0;8.0;;;
962;4510c Bouw, geen installatie of afwerken;2007 3e kwartaal;8.7;7.0;8.0;;;
963;4510c Bouw, geen installatie of afwerken;2007 4e kwartaal;8.1;7.0;7.0;;;
964;4510c Bouw, geen installatie of afwerken;2007 jaarcijfer;8.3;31.0;30.0;;;
965;4510c Bouw, geen installatie of afwerken;2008 1e kwartaal;10.1;8.0;6.0;;;
966;4510c Bouw, geen installatie of afwerken;2008 2e kwartaal;9.2;7.0;8.0;;;
967;4510c Bouw, geen installatie of afwerken;2008 3e kwartaal;7.3;6.0;8.0;;;
968;4510c Bouw, geen installatie of afwerken;2008 4e kwartaal;5.1;4.0;6.0;;;
969;4510c Bouw, geen installatie of afwerken;2008 jaarcijfer;8.3;25.0;28.0;;;
970;4510c Bouw, geen installatie of afwerken;2009 1e kwartaal;3.4;4.0;5.0;;;
971;4510c Bouw, geen installatie of afwerken;2009 2e kwartaal;2.9;3.0;4.0;;;
972;4510c Bouw, geen installatie of afwerken;2009 3e kwartaal;2.4;3.0;3.0;;;
973;4510c Bouw, geen installatie of afwerken;2009 4e kwartaal;2.1;3.0;3.0;;;
974;4510c Bouw, geen installatie of afwerken;2009 jaarcijfer;3.1;12.0;15.0;;;
975;4530A Bouwinstallatie en -afwerking;1997 1e kwartaal;;;;3.1;6.0;5.0
976;4530A Bouwinstallatie en -afwerking;1997 2e kwartaal;;;;4.5;12.0;11.0
977;4530A Bouwinstallatie en -afwerking;1997 3e kwartaal;;;;3.2;6.0;7.0
978;4530A Bouwinstallatie en -afwerking;1997 4e kwartaal;;;;4.2;6.0;5.0
979;4530A Bouwinstallatie en -afwerking;1997 jaarcijfer;;;;;;
980;4530A Bouwinstallatie en -afwerking;1998 1e kwartaal;;;;5.2;9.0;8.0
981;4530A Bouwinstallatie en -afwerking;1998 2e kwartaal;;;;6.0;10.0;9.0
982;4530A Bouwinstallatie en -afwerking;1998 3e kwartaal;;;;4.7;6.0;7.0
983;4530A Bouwinstallatie en -afwerking;1998 4e kwartaal;;;;5.0;6.0;5.0
984;4530A Bouwinstallatie en -afwerking;1998 jaarcijfer;;;;5.1;30.0;29.0
985;4530A Bouwinstallatie en -afwerking;1999 1e kwartaal;;;;6.2;11.0;9.0
986;4530A Bouwinstallatie en -afwerking;1999 2e kwartaal;;;;9.1;12.0;9.0
987;4530A Bouwinstallatie en -afwerking;1999 3e kwartaal;;;;7.6;6.0;8.0
988;4530A Bouwinstallatie en -afwerking;1999 4e kwartaal;;;;7.4;7.0;7.0
989;4530A Bouwinstallatie en -afwerking;1999 jaarcijfer;;;;7.3;35.0;33.0
990;4530A Bouwinstallatie en -afwerking;2000 1e kwartaal;;;;10.9;13.0;9.0
991;4530A Bouwinstallatie en -afwerking;2000 2e kwartaal;;;;10.5;10.0;11.0
992;4530A Bouwinstallatie en -afwerking;2000 3e kwartaal;;;;9.2;7.0;9.0
993;4530A Bouwinstallatie en -afwerking;2000 4e kwartaal;;;;9.3;8.0;7.0
994;4530A Bouwinstallatie en -afwerking;2000 jaarcijfer;;;;9.7;38.0;36.0
995;4530A Bouwinstallatie en -afwerking;2001 1e kwartaal;;;;10.9;10.0;9.0
996;4530A Bouwinstallatie en -afwerking;2001 2e kwartaal;;;;11.3;8.0;8.0
997;4530A Bouwinstallatie en -afwerking;2001 3e kwartaal;;;;7.9;5.0;9.0
998;4530A Bouwinstallatie en -afwerking;2001 4e kwartaal;;;;8.4;6.0;5.0
999;4530A Bouwinstallatie en -afwerking;2001 jaarcijfer;;;;9.7;30.0;30.0
1000;4530A Bouwinstallatie en -afwerking;2002 1e kwartaal;;;;8.5;7.0;7.0
1001;4530A Bouwinstallatie en -afwerking;2002 2e kwartaal;;;;8.1;6.0;7.0
1002;4530A Bouwinstallatie en -afwerking;2002 3e kwartaal;;;;4.0;3.0;8.0
1003;4530A Bouwinstallatie en -afwerking;2002 4e kwartaal;;;;3.7;3.0;4.0
1004;4530A Bouwinstallatie en -afwerking;2002 jaarcijfer;;;;6.7;20.0;25.0
1005;4530A Bouwinstallatie en -afwerking;2003 1e kwartaal;;;;5.1;7.0;5.0
1006;4530A Bouwinstallatie en -afwerking;2003 2e kwartaal;;;;4.0;4.0;5.0
1007;4530A Bouwinstallatie en -afwerking;2003 3e kwartaal;;;;2.3;3.0;5.0
1008;4530A Bouwinstallatie en -afwerking;2003 4e kwartaal;;;;2.6;3.0;3.0
1009;4530A Bouwinstallatie en -afwerking;2003 jaarcijfer;;;;3.6;17.0;18.0
1010;4530A Bouwinstallatie en -afwerking;2004 1e kwartaal;;;;3.8;4.0;3.0
1011;4530A Bouwinstallatie en -afwerking;2004 2e kwartaal;;;;5.0;6.0;5.0
1012;4530A Bouwinstallatie en -afwerking;2004 3e kwartaal;;;;3.2;3.0;5.0
1013;4530A Bouwinstallatie en -afwerking;2004 4e kwartaal;;;;4.3;6.0;4.0
1014;4530A Bouwinstallatie en -afwerking;2004 jaarcijfer;;;;3.9;20.0;18.0
1015;4530A Bouwinstallatie en -afwerking;2005 1e kwartaal;;;;4.9;6.0;6.0
1016;4530A Bouwinstallatie en -afwerking;2005 2e kwartaal;;;;5.0;7.0;7.0
1017;4530A Bouwinstallatie en -afwerking;2005 3e kwartaal;;;;4.8;6.0;6.0
1018;4530A Bouwinstallatie en -afwerking;2005 4e kwartaal;;;;6.2;7.0;5.0
1019;4530A Bouwinstallatie en -afwerking;2005 jaarcijfer;;;;5.0;26.0;24.0
1020;4530A Bouwinstallatie en -afwerking;2006 1e kwartaal;;;;7.3;8.0;7.0
1021;4530A Bouwinstallatie en -afwerking;2006 2e kwartaal;;;;7.7;8.0;8.0
1022;4530A Bouwinstallatie en -afwerking;2006 3e kwartaal;;;;8.7;8.0;7.0
1023;4530A Bouwinstallatie en -afwerking;2006 4e kwartaal;7.8;6.0;7.0;8.0;6.0;7.0
1024;4530A Bouwinstallatie en -afwerking;2006 jaarcijfer;;;;7.7;31.0;29.0
1025;4530A Bouwinstallatie en -afwerking;2007 1e kwartaal;11.0;11.0;8.0;;;
1026;4530A Bouwinstallatie en -afwerking;2007 2e kwartaal;10.7;9.0;9.0;;;
1027;4530A Bouwinstallatie en -afwerking;2007 3e kwartaal;10.8;8.0;8.0;;;
1028;4530A Bouwinstallatie en -afwerking;2007 4e kwartaal;10.5;7.0;7.0;;;
1029;4530A Bouwinstallatie en -afwerking;2007 jaarcijfer;10.4;35.0;32.0;;;
1030;4530A Bouwinstallatie en -afwerking;2008 1e kwartaal;11.1;8.0;8.0;;;
1031;4530A Bouwinstallatie en -afwerking;2008 2e kwartaal;10.3;7.0;8.0;;;
1032;4530A Bouwinstallatie en -afwerking;2008 3e kwartaal;9.5;7.0;8.0;;;
1033;4530A Bouwinstallatie en -afwerking;2008 4e kwartaal;7.0;4.0;6.0;;;
1034;4530A Bouwinstallatie en -afwerking;2008 jaarcijfer;9.9;26.0;30.0;;;
1035;4530A Bouwinstallatie en -afwerking;2009 1e kwartaal;5.0;3.0;5.0;;;
1036;4530A Bouwinstallatie en -afwerking;2009 2e kwartaal;3.9;3.0;4.0;;;
1037;4530A Bouwinstallatie en -afwerking;2009 3e kwartaal;3.6;3.0;4.0;;;
1038;4530A Bouwinstallatie en -afwerking;2009 4e kwartaal;3.2;3.0;4.0;;;
1039;4530A Bouwinstallatie en -afwerking;2009 jaarcijfer;4.4;14.0;17.0;;;
1040;G-K Commerciële dienstverlening;1997 1e kwartaal;;;;46.3;81.0;76.0
1041;G-K Commerciële dienstverlening;1997 2e kwartaal;;;;50.4;99.0;95.0
1042;G-K Commerciële dienstverlening;1997 3e kwartaal;;;;46.3;101.0;105.0
1043;G-K Commerciële dienstverlening;1997 4e kwartaal;;;;63.7;115.0;97.0
1044;G-K Commerciële dienstverlening;1997 jaarcijfer;;;;;;
1045;G-K Commerciële dienstverlening;1998 1e kwartaal;;;;73.4;124.0;114.0
1046;G-K Commerciële dienstverlening;1998 2e kwartaal;;;;83.1;130.0;121.0
1047;G-K Commerciële dienstverlening;1998 3e kwartaal;;;;70.2;116.0;129.0
1048;G-K Commerciële dienstverlening;1998 4e kwartaal;;;;73.4;112.0;109.0
1049;G-K Commerciële dienstverlening;1998 jaarcijfer;;;;73.8;482.0;473.0
1050;G-K Commerciële dienstverlening;1999 1e kwartaal;;;;86.3;134.0;122.0
1051;G-K Commerciële dienstverlening;1999 2e kwartaal;;;;110.7;151.0;127.0
1052;G-K Commerciële dienstverlening;1999 3e kwartaal;;;;93.3;118.0;135.0
1053;G-K Commerciële dienstverlening;1999 4e kwartaal;;;;99.9;132.0;125.0
1054;G-K Commerciële dienstverlening;1999 jaarcijfer;;;;94.2;535.0;509.0
1055;G-K Commerciële dienstverlening;2000 1e kwartaal;;;;118.0;161.0;143.0
1056;G-K Commerciële dienstverlening;2000 2e kwartaal;;;;116.1;137.0;139.0
1057;G-K Commerciële dienstverlening;2000 3e kwartaal;;;;98.6;126.0;143.0
1058;G-K Commerciële dienstverlening;2000 4e kwartaal;;;;112.0;149.0;136.0
1059;G-K Commerciële dienstverlening;2000 jaarcijfer;;;;109.7;573.0;561.0
1060;G-K Commerciële dienstverlening;2001 1e kwartaal;;;;118.7;152.0;145.0
1061;G-K Commerciële dienstverlening;2001 2e kwartaal;;;;118.6;160.0;160.0
1062;G-K Commerciële dienstverlening;2001 3e kwartaal;;;;88.1;114.0;145.0
1063;G-K Commerciële dienstverlening;2001 4e kwartaal;;;;82.0;107.0;113.0
1064;G-K Commerciële dienstverlening;2001 jaarcijfer;;;;105.6;533.0;563.0
1065;G-K Commerciële dienstverlening;2002 1e kwartaal;;;;90.0;115.0;107.0
1066;G-K Commerciële dienstverlening;2002 2e kwartaal;;;;82.3;111.0;119.0
1067;G-K Commerciële dienstverlening;2002 3e kwartaal;;;;59.2;86.0;109.0
1068;G-K Commerciële dienstverlening;2002 4e kwartaal;;;;62.0;92.0;89.0
1069;G-K Commerciële dienstverlening;2002 jaarcijfer;;;;75.9;404.0;423.0
1070;G-K Commerciële dienstverlening;2003 1e kwartaal;;;;66.4;100.0;95.0
1071;G-K Commerciële dienstverlening;2003 2e kwartaal;;;;69.1;100.0;97.0
1072;G-K Commerciële dienstverlening;2003 3e kwartaal;;;;41.3;79.0;106.0
1073;G-K Commerciële dienstverlening;2003 4e kwartaal;;;;52.5;93.0;82.0
1074;G-K Commerciële dienstverlening;2003 jaarcijfer;;;;58.5;372.0;381.0
1075;G-K Commerciële dienstverlening;2004 1e kwartaal;;;;67.8;103.0;88.0
1076;G-K Commerciële dienstverlening;2004 2e kwartaal;;;;74.9;117.0;110.0
1077;G-K Commerciële dienstverlening;2004 3e kwartaal;;;;62.5;98.0;111.0
1078;G-K Commerciële dienstverlening;2004 4e kwartaal;;;;70.2;105.0;97.0
1079;G-K Commerciële dienstverlening;2004 jaarcijfer;;;;66.7;423.0;405.0
1080;G-K Commerciële dienstverlening;2005 1e kwartaal;;;;92.8;129.0;106.0
1081;G-K Commerciële dienstverlening;2005 2e kwartaal;;;;89.4;122.0;126.0
1082;G-K Commerciële dienstverlening;2005 3e kwartaal;;;;91.7;136.0;134.0
1083;G-K Commerciële dienstverlening;2005 4e kwartaal;;;;91.2;125.0;126.0
1084;G-K Commerciële dienstverlening;2005 jaarcijfer;;;;88.7;513.0;492.0
1085;G-K Commerciële dienstverlening;2006 1e kwartaal;;;;109.8;152.0;134.0
1086;G-K Commerciële dienstverlening;2006 2e kwartaal;;;;122.3;170.0;157.0
1087;G-K Commerciële dienstverlening;2006 3e kwartaal;;;;118.5;155.0;159.0
1088;G-K Commerciële dienstverlening;2006 4e kwartaal;131.7;153.0;157.0;119.3;142.0;141.0
1089;G-K Commerciële dienstverlening;2006 jaarcijfer;;;;114.0;620.0;592.0
1090;G-K Commerciële dienstverlening;2007 1e kwartaal;141.7;176.0;166.0;;;
1091;G-K Commerciële dienstverlening;2007 2e kwartaal;144.0;177.0;175.0;;;
1092;G-K Commerciële dienstverlening;2007 3e kwartaal;136.7;158.0;165.0;;;
1093;G-K Commerciële dienstverlening;2007 4e kwartaal;140.5;161.0;157.0;;;
1094;G-K Commerciële dienstverlening;2007 jaarcijfer;139.6;672.0;663.0;;;
1095;G-K Commerciële dienstverlening;2008 1e kwartaal;139.9;159.0;160.0;;;
1096;G-K Commerciële dienstverlening;2008 2e kwartaal;144.2;170.0;165.0;;;
1097;G-K Commerciële dienstverlening;2008 3e kwartaal;130.6;156.0;170.0;;;
1098;G-K Commerciële dienstverlening;2008 4e kwartaal;100.0;123.0;154.0;;;
1099;G-K Commerciële dienstverlening;2008 jaarcijfer;133.8;609.0;649.0;;;
1100;G-K Commerciële dienstverlening;2009 1e kwartaal;80.4;109.0;129.0;;;
1101;G-K Commerciële dienstverlening;2009 2e kwartaal;68.2;106.0;119.0;;;
1102;G-K Commerciële dienstverlening;2009 3e kwartaal;64.0;109.0;113.0;;;
1103;G-K Commerciële dienstverlening;2009 4e kwartaal;60.2;103.0;106.0;;;
1104;G-K Commerciële dienstverlening;2009 jaarcijfer;73.2;427.0;467.0;;;
1105;"G Reparatie consumentenartikelen; handel";1997 1e kwartaal;;;;14.7;30.0;28.0
1106;"G Reparatie consumentenartikelen; handel";1997 2e kwartaal;;;;16.6;39.0;37.0
1107;"G Reparatie consumentenartikelen; handel";1997 3e kwartaal;;;;15.5;39.0;41.0
1108;"G Reparatie consumentenartikelen; handel";1997 4e kwartaal;;;;21.4;45.0;39.0
1109;"G Reparatie consumentenartikelen; handel";1997 jaarcijfer;;;;;;
1110;"G Reparatie consumentenartikelen; handel";1998 1e kwartaal;;;;20.7;45.0;46.0
1111;"G Reparatie consumentenartikelen; handel";1998 2e kwartaal;;;;26.8;54.0;48.0
1112;"G Reparatie consumentenartikelen; handel";1998 3e kwartaal;;;;24.0;51.0;54.0
1113;"G Reparatie consumentenartikelen; handel";1998 4e kwartaal;;;;23.5;48.0;48.0
1114;"G Reparatie consumentenartikelen; handel";1998 jaarcijfer;;;;23.5;198.0;196.0
1115;"G Reparatie consumentenartikelen; handel";1999 1e kwartaal;;;;28.8;50.0;45.0
1116;"G Reparatie consumentenartikelen; handel";1999 2e kwartaal;;;;36.9;59.0;50.0
1117;"G Reparatie consumentenartikelen; handel";1999 3e kwartaal;;;;30.0;46.0;53.0
1118;"G Reparatie consumentenartikelen; handel";1999 4e kwartaal;;;;31.5;53.0;52.0
1119;"G Reparatie consumentenartikelen; handel";1999 jaarcijfer;;;;30.8;207.0;199.0
1120;"G Reparatie consumentenartikelen; handel";2000 1e kwartaal;;;;36.1;57.0;52.0
1121;"G Reparatie consumentenartikelen; handel";2000 2e kwartaal;;;;37.7;54.0;52.0
1122;"G Reparatie consumentenartikelen; handel";2000 3e kwartaal;;;;31.3;51.0;58.0
1123;"G Reparatie consumentenartikelen; handel";2000 4e kwartaal;;;;35.3;61.0;57.0
1124;"G Reparatie consumentenartikelen; handel";2000 jaarcijfer;;;;34.6;222.0;219.0
1125;"G Reparatie consumentenartikelen; handel";2001 1e kwartaal;;;;35.3;55.0;55.0
1126;"G Reparatie consumentenartikelen; handel";2001 2e kwartaal;;;;35.9;52.0;51.0
1127;"G Reparatie consumentenartikelen; handel";2001 3e kwartaal;;;;26.6;45.0;54.0
1128;"G Reparatie consumentenartikelen; handel";2001 4e kwartaal;;;;25.9;44.0;44.0
1129;"G Reparatie consumentenartikelen; handel";2001 jaarcijfer;;;;32.1;195.0;205.0
1130;"G Reparatie consumentenartikelen; handel";2002 1e kwartaal;;;;29.9;43.0;39.0
1131;"G Reparatie consumentenartikelen; handel";2002 2e kwartaal;;;;27.7;40.0;42.0
1132;"G Reparatie consumentenartikelen; handel";2002 3e kwartaal;;;;20.7;35.0;42.0
1133;"G Reparatie consumentenartikelen; handel";2002 4e kwartaal;;;;23.7;38.0;35.0
1134;"G Reparatie consumentenartikelen; handel";2002 jaarcijfer;;;;25.7;157.0;159.0
1135;"G Reparatie consumentenartikelen; handel";2003 1e kwartaal;;;;23.2;38.0;38.0
1136;"G Reparatie consumentenartikelen; handel";2003 2e kwartaal;;;;26.9;38.0;34.0
1137;"G Reparatie consumentenartikelen; handel";2003 3e kwartaal;;;;14.1;31.0;43.0
1138;"G Reparatie consumentenartikelen; handel";2003 4e kwartaal;;;;19.0;38.0;33.0
1139;"G Reparatie consumentenartikelen; handel";2003 jaarcijfer;;;;21.4;144.0;149.0
1140;"G Reparatie consumentenartikelen; handel";2004 1e kwartaal;;;;20.7;34.0;32.0
1141;"G Reparatie consumentenartikelen; handel";2004 2e kwartaal;;;;23.2;40.0;38.0
1142;"G Reparatie consumentenartikelen; handel";2004 3e kwartaal;;;;18.7;35.0;40.0
1143;"G Reparatie consumentenartikelen; handel";2004 4e kwartaal;;;;22.3;39.0;36.0
1144;"G Reparatie consumentenartikelen; handel";2004 jaarcijfer;;;;20.8;148.0;145.0
1145;"G Reparatie consumentenartikelen; handel";2005 1e kwartaal;;;;23.9;37.0;36.0
1146;"G Reparatie consumentenartikelen; handel";2005 2e kwartaal;;;;23.8;39.0;39.0
1147;"G Reparatie consumentenartikelen; handel";2005 3e kwartaal;;;;26.7;52.0;49.0
1148;"G Reparatie consumentenartikelen; handel";2005 4e kwartaal;;;;28.5;48.0;47.0
1149;"G Reparatie consumentenartikelen; handel";2005 jaarcijfer;;;;25.0;177.0;170.0
1150;"G Reparatie consumentenartikelen; handel";2006 1e kwartaal;;;;30.8;50.0;47.0
1151;"G Reparatie consumentenartikelen; handel";2006 2e kwartaal;;;;35.1;61.0;57.0
1152;"G Reparatie consumentenartikelen; handel";2006 3e kwartaal;;;;35.3;57.0;57.0
1153;"G Reparatie consumentenartikelen; handel";2006 4e kwartaal;34.6;53.0;53.0;34.7;54.0;54.0
1154;"G Reparatie consumentenartikelen; handel";2006 jaarcijfer;;;;33.2;221.0;215.0
1155;"G Reparatie consumentenartikelen; handel";2007 1e kwartaal;36.3;59.0;57.0;;;
1156;"G Reparatie consumentenartikelen; handel";2007 2e kwartaal;39.4;62.0;59.0;;;
1157;"G Reparatie consumentenartikelen; handel";2007 3e kwartaal;40.2;58.0;58.0;;;
1158;"G Reparatie consumentenartikelen; handel";2007 4e kwartaal;41.3;60.0;59.0;;;
1159;"G Reparatie consumentenartikelen; handel";2007 jaarcijfer;38.5;240.0;233.0;;;
1160;"G Reparatie consumentenartikelen; handel";2008 1e kwartaal;40.8;55.0;56.0;;;
1161;"G Reparatie consumentenartikelen; handel";2008 2e kwartaal;42.7;63.0;61.0;;;
1162;"G Reparatie consumentenartikelen; handel";2008 3e kwartaal;40.0;64.0;66.0;;;
1163;"G Reparatie consumentenartikelen; handel";2008 4e kwartaal;28.0;49.0;61.0;;;
1164;"G Reparatie consumentenartikelen; handel";2008 jaarcijfer;39.6;231.0;244.0;;;
1165;"G Reparatie consumentenartikelen; handel";2009 1e kwartaal;22.6;43.0;48.0;;;
1166;"G Reparatie consumentenartikelen; handel";2009 2e kwartaal;20.4;44.0;47.0;;;
1167;"G Reparatie consumentenartikelen; handel";2009 3e kwartaal;19.9;48.0;48.0;;;
1168;"G Reparatie consumentenartikelen; handel";2009 4e kwartaal;19.7;45.0;45.0;;;
1169;"G Reparatie consumentenartikelen; handel";2009 jaarcijfer;21.7;180.0;188.0;;;
1170;50 Handel,reparatie auto's, motorfietsen;1997 1e kwartaal;;;;1.4;3.0;3.0
1171;50 Handel,reparatie auto's, motorfietsen;1997 2e kwartaal;;;;2.1;4.0;4.0
1172;50 Handel,reparatie auto's, motorfietsen;1997 3e kwartaal;;;;1.4;3.0;4.0
1173;50 Handel,reparatie auto's, motorfietsen;1997 4e kwartaal;;;;2.2;4.0;3.0
1174;50 Handel,reparatie auto's, motorfietsen;1997 jaarcijfer;;;;;;
1175;50 Handel,reparatie auto's, motorfietsen;1998 1e kwartaal;;;;1.7;3.0;4.0
1176;50 Handel,reparatie auto's, motorfietsen;1998 2e kwartaal;;;;2.7;5.0;4.0
1177;50 Handel,reparatie auto's, motorfietsen;1998 3e kwartaal;;;;2.4;4.0;4.0
1178;50 Handel,reparatie auto's, motorfietsen;1998 4e kwartaal;;;;3.0;4.0;4.0
1179;50 Handel,reparatie auto's, motorfietsen;1998 jaarcijfer;;;;2.3;16.0;15.0
1180;50 Handel,reparatie auto's, motorfietsen;1999 1e kwartaal;;;;3.5;5.0;4.0
1181;50 Handel,reparatie auto's, motorfietsen;1999 2e kwartaal;;;;4.8;6.0;5.0
1182;50 Handel,reparatie auto's, motorfietsen;1999 3e kwartaal;;;;3.5;4.0;5.0
1183;50 Handel,reparatie auto's, motorfietsen;1999 4e kwartaal;;;;4.1;5.0;4.0
1184;50 Handel,reparatie auto's, motorfietsen;1999 jaarcijfer;;;;3.8;20.0;19.0
1185;50 Handel,reparatie auto's, motorfietsen;2000 1e kwartaal;;;;5.0;6.0;5.0
1186;50 Handel,reparatie auto's, motorfietsen;2000 2e kwartaal;;;;5.0;5.0;5.0
1187;50 Handel,reparatie auto's, motorfietsen;2000 3e kwartaal;;;;3.8;4.0;5.0
1188;50 Handel,reparatie auto's, motorfietsen;2000 4e kwartaal;;;;4.6;5.0;5.0
1189;50 Handel,reparatie auto's, motorfietsen;2000 jaarcijfer;;;;4.5;21.0;21.0
1190;50 Handel,reparatie auto's, motorfietsen;2001 1e kwartaal;;;;4.5;6.0;6.0
1191;50 Handel,reparatie auto's, motorfietsen;2001 2e kwartaal;;;;4.7;5.0;5.0
1192;50 Handel,reparatie auto's, motorfietsen;2001 3e kwartaal;;;;3.1;4.0;5.0
1193;50 Handel,reparatie auto's, motorfietsen;2001 4e kwartaal;;;;3.3;5.0;4.0
1194;50 Handel,reparatie auto's, motorfietsen;2001 jaarcijfer;;;;4.0;19.0;20.0
1195;50 Handel,reparatie auto's, motorfietsen;2002 1e kwartaal;;;;3.7;4.0;4.0
1196;50 Handel,reparatie auto's, motorfietsen;2002 2e kwartaal;;;;4.0;5.0;5.0
1197;50 Handel,reparatie auto's, motorfietsen;2002 3e kwartaal;;;;2.5;3.0;5.0
1198;50 Handel,reparatie auto's, motorfietsen;2002 4e kwartaal;;;;2.5;3.0;3.0
1199;50 Handel,reparatie auto's, motorfietsen;2002 jaarcijfer;;;;3.3;16.0;17.0
1200;50 Handel,reparatie auto's, motorfietsen;2003 1e kwartaal;;;;2.8;3.0;3.0
1201;50 Handel,reparatie auto's, motorfietsen;2003 2e kwartaal;;;;2.3;3.0;3.0
1202;50 Handel,reparatie auto's, motorfietsen;2003 3e kwartaal;;;;1.8;3.0;3.0
1203;50 Handel,reparatie auto's, motorfietsen;2003 4e kwartaal;;;;2.0;3.0;3.0
1204;50 Handel,reparatie auto's, motorfietsen;2003 jaarcijfer;;;;2.3;12.0;12.0
1205;50 Handel,reparatie auto's, motorfietsen;2004 1e kwartaal;;;;2.3;3.0;3.0
1206;50 Handel,reparatie auto's, motorfietsen;2004 2e kwartaal;;;;2.6;4.0;4.0
1207;50 Handel,reparatie auto's, motorfietsen;2004 3e kwartaal;;;;2.1;3.0;3.0
1208;50 Handel,reparatie auto's, motorfietsen;2004 4e kwartaal;;;;2.0;3.0;4.0
1209;50 Handel,reparatie auto's, motorfietsen;2004 jaarcijfer;;;;2.2;13.0;13.0
1210;50 Handel,reparatie auto's, motorfietsen;2005 1e kwartaal;;;;2.8;4.0;3.0
1211;50 Handel,reparatie auto's, motorfietsen;2005 2e kwartaal;;;;2.7;4.0;4.0
1212;50 Handel,reparatie auto's, motorfietsen;2005 3e kwartaal;;;;3.0;5.0;5.0
1213;50 Handel,reparatie auto's, motorfietsen;2005 4e kwartaal;;;;2.9;4.0;4.0
1214;50 Handel,reparatie auto's, motorfietsen;2005 jaarcijfer;;;;2.8;17.0;16.0
1215;50 Handel,reparatie auto's, motorfietsen;2006 1e kwartaal;;;;2.7;4.0;4.0
1216;50 Handel,reparatie auto's, motorfietsen;2006 2e kwartaal;;;;3.8;6.0;5.0
1217;50 Handel,reparatie auto's, motorfietsen;2006 3e kwartaal;;;;4.2;6.0;6.0
