ID;Arbeidspositie;ArbeidspositieDrieMaandenEerder;Perioden;Seizoengecorrigeerd_1;NietSeizoengecorrigeerd_2
261;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 augustus;13029;13029
262;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 september;13038;13038
263;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 3e kwartaal;13029;13029
264;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 oktober;13047;13047
265;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 november;13055;13055
266;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 december;13064;13064
267;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2019 4e kwartaal;13055;13055
268;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 januari;13071;13071
269;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 februari;13075;13075
270;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 maart;13079;13079
271;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 1e kwartaal;13075;13075
272;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 april;13084;13084
273;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 mei;13088;13088
274;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 juni;13092;13092
275;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 2e kwartaal;13088;13088
276;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 juli;13096;13096
277;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 augustus;13101;13101
278;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 september;13105;13105
279;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 3e kwartaal;13101;13101
280;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 oktober;13109;13109
281;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 november;13113;13113
282;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 december;13118;13118
283;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2020 4e kwartaal;13113;13113
284;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 januari;13144;13144
285;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 februari;13148;13148
286;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 maart;13149;13149
287;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 1e kwartaal;13148;13148
288;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 april;13142;13142
289;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 mei;13139;13139
290;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 juni;13135;13135
291;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 2e kwartaal;13139;13139
292;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 juli;13131;13131
293;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 augustus;13128;13128
294;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 september;13140;13140
295;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 3e kwartaal;13128;13128
296;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 oktober;13135;13135
297;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 november;13170;13170
298;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 december;13177;13177
299;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2021 4e kwartaal;13170;13170
300;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 januari;13175;13175
301;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 februari;13175;13175
302;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 maart;13181;13181
303;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 1e kwartaal;13175;13175
304;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 april;13191;13191
305;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 mei;13212;13212
306;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 juni;13224;13224
307;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 2e kwartaal;13212;13212
308;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 juli ;13230;13230
309;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 augustus;13232;13232
310;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 september;13254;13254
311;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 3e kwartaal;13232;13232
312;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 oktober;13277;13277
313;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 november;13291;13291
314;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 december;13302;13302
315;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2022 4e kwartaal;13291;13291
316;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 januari;13303;13303
317;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 februari;13307;13307
318;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 maart;13315;13315
319;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 1e kwartaal;13307;13307
320;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 april;13307;13307
321;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 mei;13310;13310
322;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 juni;13316;13316
323;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 2e kwartaal;13310;13310
324;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 juli;13317;13317
325;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 augustus;13317;13317
326;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 september;13337;13337
327;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 oktober;13357;13357
328;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 3e kwartaal;13317;13317
329;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 november;13368;13368
330;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 december;13376;13376
331;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2023 4e kwartaal;13368;13368
332;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 januari;13371;13371
333;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 februari;13375;13375
334;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 maart;13381;13381
335;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 1e kwartaal;13375;13375
336;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 april;13373;13373
337;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 mei;13377;13377
338;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 juni;13381;13381
339;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 2e kwartaal;13377;13377
340;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 juli;13380;13380
341;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 augustus;13379;13379
342;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 september;13395;13395
343;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 3e kwartaal;13379;13379
344;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 oktober;13414;13414
345;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 november;13418;13418
346;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 december;13424;13424
347;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2024 4e kwartaal;13418;13418
348;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 januari;13418;13418
349;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 februari;13424;13424
350;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 maart;13432;13432
351;Beroeps- en niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2025 1e kwartaal;13424;13424
352;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 april;7993;7916
353;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 mei;7991;7958
354;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 juni;7971;7947
355;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 2e kwartaal;7985;7940
356;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 juli;7963;7904
357;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 augustus;7964;7976
358;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 september;7950;7969
359;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 3e kwartaal;7959;7949
360;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 oktober;7957;7991
361;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 november;7958;8009
362;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 december;7937;7931
363;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2003 4e kwartaal;7951;7977
364;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 januari;7940;7939
365;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 februari;7930;7955
366;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 maart;7912;7919
367;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 1e kwartaal;7927;7938
368;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 april;7921;7867
369;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 mei;7923;7906
370;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 juni;7914;7882
371;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 2e kwartaal;7919;7885
372;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 juli;7918;7872
373;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 augustus;7921;7948
374;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 september;7918;7929
375;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 3e kwartaal;7919;7917
376;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 oktober;7940;7996
377;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 november;7925;7973
378;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 december;7923;7910
379;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2004 4e kwartaal;7929;7960
380;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 januari;7931;7937
381;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 februari;7934;7955
382;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 maart;7935;7934
383;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 1e kwartaal;7933;7942
384;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 april;7932;7877
385;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 mei;7931;7911
386;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 juni;7945;7920
387;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 2e kwartaal;7936;7903
388;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 juli;7968;7932
389;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 augustus;7970;7994
390;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 september;7985;7997
391;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 3e kwartaal;7975;7974
392;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 oktober;7973;8028
393;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 november;7986;8034
394;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 december;8009;8003
395;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2005 4e kwartaal;7989;8021
396;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 januari;8018;8021
397;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 februari;8023;8039
398;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 maart;8035;8034
399;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 1e kwartaal;8025;8031
400;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 april;8050;7994
401;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 mei;8045;8011
402;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 juni;8061;8039
403;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 2e kwartaal;8052;8015
404;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 juli;8074;8038
405;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 augustus;8059;8069
406;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 september;8095;8120
407;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 3e kwartaal;8076;8076
408;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 oktober;8095;8147
409;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 november;8113;8154
410;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 december;8132;8134
411;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2006 4e kwartaal;8113;8145
412;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 januari;8151;8159
413;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 februari;8175;8195
414;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 maart;8204;8212
415;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 1e kwartaal;8177;8188
416;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 april;8222;8167
417;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 mei;8239;8204
418;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 juni;8278;8266
419;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 2e kwartaal;8246;8212
420;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 juli;8306;8270
421;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 augustus;8302;8300
422;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 september;8346;8383
423;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 3e kwartaal;8318;8318
424;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 oktober;8337;8378
425;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 november;8371;8409
426;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 december;8383;8384
427;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2007 4e kwartaal;8364;8390
428;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 januari;8398;8397
429;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 februari;8397;8406
430;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 maart;8407;8414
431;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 1e kwartaal;8401;8406
432;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 april;8441;8388
433;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 mei;8476;8444
434;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 juni;8485;8470
435;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 2e kwartaal;8468;8434
436;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 juli;8513;8484
437;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 augustus;8517;8514
438;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 september;8526;8563
439;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 3e kwartaal;8519;8521
440;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 oktober;8534;8575
441;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 november;8543;8581
442;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 december;8541;8535
443;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2008 4e kwartaal;8539;8564
444;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 januari;8560;8562
445;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 februari;8574;8580
446;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 maart;8574;8573
447;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 1e kwartaal;8570;8571
448;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 april;8594;8543
449;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 mei;8603;8574
450;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 juni;8600;8578
451;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 2e kwartaal;8599;8565
452;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 juli;8569;8536
453;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 augustus;8558;8558
454;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 september;8542;8575
455;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 3e kwartaal;8556;8557
456;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 oktober;8519;8556
457;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 november;8502;8539
458;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 december;8492;8486
459;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2009 4e kwartaal;8504;8527
460;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 januari;8476;8474
461;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 februari;8454;8459
462;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 maart;8449;8455
463;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 1e kwartaal;8460;8463
464;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 april;8436;8389
465;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 mei;8425;8399
466;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 juni;8407;8389
467;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 2e kwartaal;8423;8392
468;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 juli;8432;8409
469;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 augustus;8443;8449
470;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 september;8430;8461
471;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 3e kwartaal;8435;8440
472;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 oktober;8441;8487
473;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 november;8439;8476
474;Beroeps- en niet-beroepsbevolking;Werkzame beroepsbevolking;2010 december;8443;8436
