ID;Arbeidspositie;ArbeidspositieDrieMaandenEerder;Perioden;Seizoengecorrigeerd_1;NietSeizoengecorrigeerd_2
1229;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 februari;3460;3450
1230;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 maart;3495;3518
1231;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 1e kwartaal;3466;3470
1232;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 april;3499;3535
1233;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 mei;3499;3501
1234;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 juni;3538;3546
1235;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 2e kwartaal;3512;3527
1236;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 juli;3536;3552
1237;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 augustus;3528;3514
1238;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 september;3547;3537
1239;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 3e kwartaal;3537;3534
1240;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 oktober;3542;3517
1241;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 november;3536;3523
1242;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 december;3536;3530
1243;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2014 4e kwartaal;3538;3523
1244;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 januari;3502;3489
1245;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 februari;3498;3482
1246;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 maart;3499;3523
1247;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 1e kwartaal;3499;3498
1248;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 april;3482;3508
1249;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 mei;3496;3501
1250;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 juni;3505;3514
1251;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 2e kwartaal;3494;3508
1252;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 juli;3502;3519
1253;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 augustus;3503;3491
1254;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 september;3508;3502
1255;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 3e kwartaal;3504;3504
1256;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 oktober;3523;3504
1257;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 november;3519;3508
1258;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 december;3524;3520
1259;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2015 4e kwartaal;3522;3511
1260;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 januari;3521;3508
1261;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 februari;3550;3539
1262;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 maart;3558;3586
1263;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 1e kwartaal;3543;3544
1264;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 april;3575;3600
1265;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 mei;3573;3572
1266;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 juni;3577;3586
1267;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 2e kwartaal;3575;3586
1268;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 juli;3555;3564
1269;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 augustus;3574;3565
1270;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 september;3578;3573
1271;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 3e kwartaal;3569;3567
1272;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 oktober;3576;3558
1273;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 november;3587;3575
1274;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 december;3593;3588
1275;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2016 4e kwartaal;3585;3574
1276;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 januari;3594;3578
1277;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 februari;3600;3594
1278;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 maart;3603;3628
1279;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 1e kwartaal;3599;3600
1280;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 april;3589;3616
1281;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 mei;3609;3613
1282;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 juni;3599;3604
1283;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 2e kwartaal;3599;3611
1284;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 juli;3606;3616
1285;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 augustus;3605;3596
1286;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 september;3604;3597
1287;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 3e kwartaal;3605;3603
1288;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 oktober;3592;3571
1289;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 november;3594;3584
1290;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 december;3588;3584
1291;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2017 4e kwartaal;3591;3580
1292;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 januari;3604;3594
1293;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 februari;3596;3589
1294;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 maart;3602;3629
1295;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 1e kwartaal;3601;3604
1296;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 april;3594;3618
1297;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 mei;3602;3610
1298;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 juni;3591;3594
1299;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 2e kwartaal;3596;3607
1300;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 juli;3586;3598
1301;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 augustus;3571;3561
1302;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 september;3556;3545
1303;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 3e kwartaal;3571;3568
1304;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 oktober;3553;3532
1305;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 november;3522;3505
1306;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 december;3517;3514
1307;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2018 4e kwartaal;3531;3517
1308;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 januari;3522;3513
1309;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 februari;3512;3503
1310;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 maart;3514;3540
1311;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 1e kwartaal;3516;3519
1312;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 april;3500;3523
1313;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 mei;3512;3523
1314;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 juni;3513;3520
1315;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 2e kwartaal;3509;3522
1316;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 juli;3522;3538
1317;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 augustus;3517;3507
1318;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 september;3498;3484
1319;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 3e kwartaal;3512;3509
1320;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 oktober;3506;3488
1321;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 november;3503;3484
1322;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 december;3493;3491
1323;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2019 4e kwartaal;3501;3488
1324;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 januari;3479;3470
1325;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 februari;3482;3472
1326;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 maart;3476;3503
1327;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 1e kwartaal;3479;3482
1328;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 april;3469;3492
1329;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 mei;3481;3497
1330;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 juni;3511;3521
1331;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 2e kwartaal;3487;3503
1332;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 juli;3622;3639
1333;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 augustus;3627;3619
1334;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 september;3530;3510
1335;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 3e kwartaal;3593;3589
1336;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 oktober;3513;3495
1337;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 november;3506;3493
1338;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 december;3527;3527
1339;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2020 4e kwartaal;3515;3505
1340;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 januari;3524;3508
1341;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 februari;3524;3518
1342;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 maart;3530;3558
1343;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 1e kwartaal;3527;3529
1344;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 april;3529;3553
1345;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 mei;3501;3512
1346;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 juni;3532;3551
1347;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 2e kwartaal;3522;3540
1348;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 juli;3533;3555
1349;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 augustus;3532;3529
1350;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 september;3490;3461
1351;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 3e kwartaal;3511;3506
1352;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 oktober;3478;3457
1353;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 november;3487;3464
1354;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 december;3473;3471
1355;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2021 4e kwartaal;3487;3473
1356;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 januari;3456;3436
1357;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 februari;3440;3434
1358;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 maart;3432;3457
1359;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 1e kwartaal;3440;3442
1360;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 april;3423;3450
1361;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 mei;3446;3459
1362;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 juni;3407;3423
1363;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 2e kwartaal;3426;3444
1364;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 juli ;3385;3407
1365;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 augustus;3359;3355
1366;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 september;3372;3343
1367;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 3e kwartaal;3365;3359
1368;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 oktober;3378;3356
1369;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 november;3371;3347
1370;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 december;3358;3352
1371;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2022 4e kwartaal;3368;3352
1372;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 januari;3333;3315
1373;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 februari;3293;3286
1374;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 maart;3266;3289
1375;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 1e kwartaal;3293;3294
1376;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 april;3248;3280
1377;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 mei;3254;3268
1378;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 juni;3250;3268
1379;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 2e kwartaal;3250;3271
1380;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 juli;3249;3277
1381;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 augustus;3238;3233
1382;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 september;3256;3230
1383;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 oktober;3268;3245
1384;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 3e kwartaal;3241;3238
1385;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 november;3262;3236
1386;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 december;3273;3269
1387;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2023 4e kwartaal;3268;3250
1388;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 januari;3251;3235
1389;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 februari;3232;3224
1390;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 maart;3214;3235
1391;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 1e kwartaal;3232;3230
1392;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 april;3191;3220
1393;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 mei;3207;3223
1394;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 juni;3211;3230
1395;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 2e kwartaal;3203;3224
1396;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 juli;3195;3222
1397;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 augustus;3191;3188
1398;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 september;3209;3185
1399;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 3e kwartaal;3193;3192
1400;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 oktober;3241;3224
1401;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 november;3276;3258
1402;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 december;3270;3265
1403;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2024 4e kwartaal;3263;3249
1404;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2025 januari;3271;3254
1405;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2025 februari;3259;3245
1406;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2025 maart;3244;3259
1407;Beroeps- en niet-beroepsbevolking;Niet-beroepsbevolking;2025 1e kwartaal;3259;3253
1408;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 april;7963;7904
1409;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 mei;7964;7976
1410;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 juni;7950;7969
1411;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 2e kwartaal;7959;7949
1412;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 juli;7957;7991
1413;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 augustus;7958;8009
1414;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 september;7937;7931
1415;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 3e kwartaal;7951;7977
1416;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 oktober;7940;7939
1417;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 november;7930;7955
1418;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 december;7912;7919
1419;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 4e kwartaal;7927;7938
1420;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 januari;7921;7867
1421;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 februari;7923;7906
1422;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 maart;7914;7882
1423;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 1e kwartaal;7919;7885
1424;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 april;7918;7872
1425;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 mei;7921;7948
1426;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 juni;7918;7929
1427;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 2e kwartaal;7919;7917
1428;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 juli;7940;7996
1429;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 augustus;7925;7973
1430;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 september;7923;7910
1431;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 3e kwartaal;7929;7960
1432;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 oktober;7931;7937
1433;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 november;7934;7955
1434;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 december;7935;7934
1435;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 4e kwartaal;7933;7942
1436;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 januari;7932;7877
1437;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 februari;7931;7911
1438;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 maart;7945;7920
1439;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 1e kwartaal;7936;7903
1440;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 april;7968;7932
1441;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 mei;7970;7994
1442;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 juni;7985;7997
1443;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 2e kwartaal;7975;7974
1444;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 juli;7973;8028
1445;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 augustus;7986;8034
1446;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 september;8009;8003
1447;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 3e kwartaal;7989;8021
1448;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 oktober;8018;8021
1449;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 november;8023;8039
1450;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 december;8035;8034
1451;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 4e kwartaal;8025;8031
1452;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 januari;8050;7994
1453;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 februari;8045;8011
1454;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 maart;8061;8039
1455;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 1e kwartaal;8052;8015
1456;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 april;8074;8038
1457;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 mei;8059;8069
1458;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 juni;8095;8120
1459;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 2e kwartaal;8076;8076
1460;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 juli;8095;8147
1461;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 augustus;8113;8154
1462;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 september;8132;8134
1463;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 3e kwartaal;8113;8145
1464;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 oktober;8151;8159
1465;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 november;8175;8195
1466;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 december;8204;8212
1467;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 4e kwartaal;8177;8188
1468;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 januari;8222;8167
1469;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 februari;8239;8204
1470;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 maart;8278;8266
1471;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 1e kwartaal;8246;8212
1472;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 april;8306;8270
1473;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 mei;8302;8300
1474;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 juni;8346;8383
1475;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 2e kwartaal;8318;8318
1476;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 juli;8337;8378
1477;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 augustus;8371;8409
1478;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 september;8383;8384
1479;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 3e kwartaal;8364;8390
1480;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 oktober;8398;8397
1481;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 november;8397;8406
1482;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 december;8407;8414
1483;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 4e kwartaal;8401;8406
1484;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 januari;8441;8388
1485;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 februari;8476;8444
1486;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 maart;8485;8470
1487;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 1e kwartaal;8468;8434
1488;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 april;8513;8484
1489;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 mei;8517;8514
1490;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 juni;8526;8563
1491;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 2e kwartaal;8519;8521
1492;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 juli;8534;8575
1493;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 augustus;8543;8581
1494;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 september;8541;8535
1495;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 3e kwartaal;8539;8564
1496;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 oktober;8560;8562
1497;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 november;8574;8580
1498;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 december;8574;8573
1499;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 4e kwartaal;8570;8571
1500;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 januari;8594;8543
1501;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 februari;8603;8574
1502;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 maart;8600;8578
1503;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 1e kwartaal;8599;8565
1504;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 april;8569;8536
1505;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 mei;8558;8558
1506;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 juni;8542;8575
1507;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 2e kwartaal;8556;8557
1508;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 juli;8519;8556
1509;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 augustus;8502;8539
1510;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 september;8492;8486
1511;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 3e kwartaal;8504;8527
1512;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 oktober;8476;8474
1513;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 november;8454;8459
1514;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 december;8449;8455
1515;Werkzame beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 4e kwartaal;8460;8463
