ID;Bedrijfsactiviteiten;Perioden;TotaleVerkopen_1;BinnenlandseVerkopen_2;BuitenlandseVerkopen_3
379;23*** Aardolie-, steenkoolproductenind.;1996 2e kwartaal;78;10.0;68.0
380;23*** Aardolie-, steenkoolproductenind.;1996 juli;26;4.0;22.0
381;23*** Aardolie-, steenkoolproductenind.;1996 augustus;35;3.0;33.0
382;23*** Aardolie-, steenkoolproductenind.;1996 september;25;3.0;21.0
383;23*** Aardolie-, steenkoolproductenind.;1996 3e kwartaal;86;10.0;76.0
384;23*** Aardolie-, steenkoolproductenind.;1996 oktober;31;5.0;26.0
385;23*** Aardolie-, steenkoolproductenind.;1996 november;22;4.0;18.0
386;23*** Aardolie-, steenkoolproductenind.;1996 december;51;3.0;48.0
387;23*** Aardolie-, steenkoolproductenind.;1996 4e kwartaal;103;11.0;92.0
388;23*** Aardolie-, steenkoolproductenind.;1996;347;42.0;306.0
389;23*** Aardolie-, steenkoolproductenind.;1997 januari;25;6.0;19.0
390;23*** Aardolie-, steenkoolproductenind.;1997 februari;24;5.0;19.0
391;23*** Aardolie-, steenkoolproductenind.;1997 maart;27;6.0;22.0
392;23*** Aardolie-, steenkoolproductenind.;1997 1e kwartaal;76;17.0;59.0
393;23*** Aardolie-, steenkoolproductenind.;1997 april;27;6.0;20.0
394;23*** Aardolie-, steenkoolproductenind.;1997 mei;25;6.0;19.0
395;23*** Aardolie-, steenkoolproductenind.;1997 juni;35;7.0;28.0
396;23*** Aardolie-, steenkoolproductenind.;1997 2e kwartaal;87;20.0;67.0
397;23*** Aardolie-, steenkoolproductenind.;1997 juli;35;5.0;30.0
398;23*** Aardolie-, steenkoolproductenind.;1997 augustus;28;4.0;25.0
399;23*** Aardolie-, steenkoolproductenind.;1997 september;32;5.0;27.0
400;23*** Aardolie-, steenkoolproductenind.;1997 3e kwartaal;95;14.0;82.0
401;23*** Aardolie-, steenkoolproductenind.;1997 oktober;48;5.0;43.0
402;23*** Aardolie-, steenkoolproductenind.;1997 november;32;5.0;28.0
403;23*** Aardolie-, steenkoolproductenind.;1997 december;71;6.0;65.0
404;23*** Aardolie-, steenkoolproductenind.;1997 4e kwartaal;152;15.0;136.0
405;23*** Aardolie-, steenkoolproductenind.;1997;410;66.0;344.0
406;23*** Aardolie-, steenkoolproductenind.;1998 januari;26;5.0;21.0
407;23*** Aardolie-, steenkoolproductenind.;1998 februari;31;4.0;27.0
408;23*** Aardolie-, steenkoolproductenind.;1998 maart;33;5.0;28.0
409;23*** Aardolie-, steenkoolproductenind.;1998 1e kwartaal;89;13.0;76.0
410;23*** Aardolie-, steenkoolproductenind.;1998 april;29;5.0;25.0
411;23*** Aardolie-, steenkoolproductenind.;1998 mei;30;5.0;25.0
412;23*** Aardolie-, steenkoolproductenind.;1998 juni;29;4.0;25.0
413;23*** Aardolie-, steenkoolproductenind.;1998 2e kwartaal;89;14.0;75.0
414;23*** Aardolie-, steenkoolproductenind.;1998 juli;36;4.0;32.0
415;23*** Aardolie-, steenkoolproductenind.;1998 augustus;32;3.0;29.0
416;23*** Aardolie-, steenkoolproductenind.;1998 september;44;4.0;40.0
417;23*** Aardolie-, steenkoolproductenind.;1998 3e kwartaal;112;11.0;101.0
418;23*** Aardolie-, steenkoolproductenind.;1998 oktober;59;5.0;55.0
419;23*** Aardolie-, steenkoolproductenind.;1998 november;40;4.0;36.0
420;23*** Aardolie-, steenkoolproductenind.;1998 december;50;4.0;46.0
421;23*** Aardolie-, steenkoolproductenind.;1998 4e kwartaal;150;12.0;137.0
422;23*** Aardolie-, steenkoolproductenind.;1998;440;50.0;390.0
423;23*** Aardolie-, steenkoolproductenind.;1999 januari;25;4.0;21.0
424;23*** Aardolie-, steenkoolproductenind.;1999 februari;28;5.0;23.0
425;23*** Aardolie-, steenkoolproductenind.;1999 maart;38;5.0;33.0
426;23*** Aardolie-, steenkoolproductenind.;1999 1e kwartaal;91;14.0;77.0
427;23*** Aardolie-, steenkoolproductenind.;1999 april;40;4.0;36.0
428;23*** Aardolie-, steenkoolproductenind.;1999 mei;37;5.0;33.0
429;23*** Aardolie-, steenkoolproductenind.;1999 juni;35;5.0;29.0
430;23*** Aardolie-, steenkoolproductenind.;1999 2e kwartaal;113;15.0;98.0
431;23*** Aardolie-, steenkoolproductenind.;1999 juli;33;5.0;28.0
432;23*** Aardolie-, steenkoolproductenind.;1999 augustus;26;4.0;22.0
433;23*** Aardolie-, steenkoolproductenind.;1999 september;32;5.0;28.0
434;23*** Aardolie-, steenkoolproductenind.;1999 3e kwartaal;91;13.0;76.0
435;23*** Aardolie-, steenkoolproductenind.;1999 oktober;31;4.0;27.0
436;23*** Aardolie-, steenkoolproductenind.;1999 november;39;5.0;34.0
437;23*** Aardolie-, steenkoolproductenind.;1999 december;73;5.0;68.0
438;23*** Aardolie-, steenkoolproductenind.;1999 4e kwartaal;142;15.0;128.0
439;23*** Aardolie-, steenkoolproductenind.;1999;437;54.0;348.0
440;23*** Aardolie-, steenkoolproductenind.;2000 januari;31;10.0;22.0
441;23*** Aardolie-, steenkoolproductenind.;2000 februari;51;10.0;41.0
442;23*** Aardolie-, steenkoolproductenind.;2000 maart;47;11.0;35.0
443;23*** Aardolie-, steenkoolproductenind.;2000 1e kwartaal;129;31.0;98.0
444;23*** Aardolie-, steenkoolproductenind.;2000 april;46;10.0;35.0
445;23*** Aardolie-, steenkoolproductenind.;2000 mei;50;13.0;37.0
446;23*** Aardolie-, steenkoolproductenind.;2000 juni;56;11.0;44.0
447;23*** Aardolie-, steenkoolproductenind.;2000 2e kwartaal;152;34.0;117.0
448;23*** Aardolie-, steenkoolproductenind.;2000 juli;49;12.0;38.0
449;23*** Aardolie-, steenkoolproductenind.;2000 augustus;48;10.0;38.0
450;23*** Aardolie-, steenkoolproductenind.;2000 september;63;6.0;56.0
451;23*** Aardolie-, steenkoolproductenind.;2000 3e kwartaal;160;28.0;133.0
452;23*** Aardolie-, steenkoolproductenind.;2000 oktober;65;15.0;51.0
453;23*** Aardolie-, steenkoolproductenind.;2000 november;42;10.0;32.0
454;23*** Aardolie-, steenkoolproductenind.;2000 december;78;10.0;68.0
455;23*** Aardolie-, steenkoolproductenind.;2000 4e kwartaal;185;35.0;150.0
456;23*** Aardolie-, steenkoolproductenind.;2000;626;128.0;498.0
457;23*** Aardolie-, steenkoolproductenind.;2001 januari;45;10.0;35.0
458;23*** Aardolie-, steenkoolproductenind.;2001 februari;36;10.0;26.0
459;23*** Aardolie-, steenkoolproductenind.;2001 maart;42;7.0;35.0
460;23*** Aardolie-, steenkoolproductenind.;2001 1e kwartaal;122;26.0;96.0
461;23*** Aardolie-, steenkoolproductenind.;2001 april;39;10.0;30.0
462;23*** Aardolie-, steenkoolproductenind.;2001 mei;41;7.0;34.0
463;23*** Aardolie-, steenkoolproductenind.;2001 juni;49;16.0;33.0
464;23*** Aardolie-, steenkoolproductenind.;2001 2e kwartaal;129;33.0;97.0
465;23*** Aardolie-, steenkoolproductenind.;2001 juli;70;28.0;42.0
466;23*** Aardolie-, steenkoolproductenind.;2001 augustus;68;28.0;40.0
467;23*** Aardolie-, steenkoolproductenind.;2001 september;97;31.0;65.0
468;23*** Aardolie-, steenkoolproductenind.;2001 3e kwartaal;235;88.0;147.0
469;23*** Aardolie-, steenkoolproductenind.;2001 oktober;66;32.0;34.0
470;23*** Aardolie-, steenkoolproductenind.;2001 november;76;34.0;41.0
471;23*** Aardolie-, steenkoolproductenind.;2001 december;90;33.0;56.0
472;23*** Aardolie-, steenkoolproductenind.;2001 4e kwartaal;231;100.0;131.0
473;23*** Aardolie-, steenkoolproductenind.;2001;718;247.0;471.0
474;23*** Aardolie-, steenkoolproductenind.;2002 januari;72;23.0;49.0
475;23*** Aardolie-, steenkoolproductenind.;2002 februari;51;22.0;29.0
476;23*** Aardolie-, steenkoolproductenind.;2002 maart;63;21.0;42.0
477;23*** Aardolie-, steenkoolproductenind.;2002 1e kwartaal;186;66.0;120.0
478;23*** Aardolie-, steenkoolproductenind.;2002 april;60;26.0;34.0
479;23*** Aardolie-, steenkoolproductenind.;2002 mei;67;23.0;44.0
480;23*** Aardolie-, steenkoolproductenind.;2002 juni;70;22.0;48.0
481;23*** Aardolie-, steenkoolproductenind.;2002 2e kwartaal;197;71.0;126.0
482;23*** Aardolie-, steenkoolproductenind.;2002 juli;58;23.0;35.0
483;23*** Aardolie-, steenkoolproductenind.;2002 augustus;63;22.0;41.0
484;23*** Aardolie-, steenkoolproductenind.;2002 september;53;21.0;32.0
485;23*** Aardolie-, steenkoolproductenind.;2002 3e kwartaal;174;66.0;108.0
486;23*** Aardolie-, steenkoolproductenind.;2002 oktober;70;23.0;47.0
487;23*** Aardolie-, steenkoolproductenind.;2002 november;70;24.0;46.0
488;23*** Aardolie-, steenkoolproductenind.;2002 december;70;19.0;50.0
489;23*** Aardolie-, steenkoolproductenind.;2002 4e kwartaal;210;66.0;144.0
490;23*** Aardolie-, steenkoolproductenind.;2002;767;269.0;498.0
491;23*** Aardolie-, steenkoolproductenind.;2003 januari;70;23.0;47.0
492;23*** Aardolie-, steenkoolproductenind.;2003 februari;72;20.0;51.0
493;23*** Aardolie-, steenkoolproductenind.;2003 maart;72;23.0;49.0
494;23*** Aardolie-, steenkoolproductenind.;2003 1e kwartaal;214;66.0;147.0
