ID;Regelgeving;Perioden;AanHetBeginVanDePeriodeAanhangig_1;IngediendeZaken_2;TotaalUitspraken_3;KennelijkOngegrond_4;KennelijkGegrond_5;OverigeUitspraken_6;Ingesteld_7;IngetrokkenNietOntvankelijkOngegrond_8;Gegrond_9;TotaalUitspraken_10;Ongegrond_11;Gegrond_12;OverigeUitspraken_13;TotaalUitspraken_14;Afgewezen_15;GeheelOfDeelsToegewezen_16;OverigeUitspraken_17;IngetrokkenVerwezenZaken_18;AanHetEindVanDePeriodeAanhangig_19
229;Ziekenfondswet;2008;238;124;12;1;0;11;1;2;0;153;73;67;13;2;1;0;1;41;154
230;Ziekenfondswet;2009;154;91;26;0;2;24;4;4;0;99;72;12;15;4;1;0;3;38;78
231;Ziekenfondswet;2010;78;7;4;0;0;4;1;1;0;19;14;3;2;0;0;0;0;9;53
232;Ziekenfondswet;2011;53;11;1;0;0;1;1;2;0;8;4;4;0;0;0;0;0;6;48
233;Ziekenfondswet;2012;48;8;3;1;0;2;0;0;0;1;1;0;0;0;0;0;0;2;50
234;Ziekenfondswet;2013;50;5;2;1;0;1;0;0;0;3;2;0;1;0;0;0;0;1;49
235;Ziekenfondswet;2014;49;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;48
236;Ziekenfondswet;2015;48;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;46
237;Ziekenfondswet;2016;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46
238;Wet sociale werkvoorziening;2000;69;44;4;1;0;3;1;1;0;53;18;32;3;1;0;1;0;12;43
239;Wet sociale werkvoorziening;2001;43;19;1;0;1;0;1;0;1;21;14;6;1;1;1;0;0;12;28
240;Wet sociale werkvoorziening;2002;28;26;5;0;0;5;2;2;0;15;11;4;0;0;0;0;0;6;28
241;Wet sociale werkvoorziening;2003;28;21;1;0;0;1;0;0;0;19;7;11;1;0;0;0;0;6;23
242;Wet sociale werkvoorziening;2004;23;37;5;0;2;3;0;0;0;14;10;3;1;3;3;0;0;10;28
243;Wet sociale werkvoorziening;2005;28;43;4;1;0;3;0;0;0;15;9;6;0;0;0;0;0;17;35
244;Wet sociale werkvoorziening;2006;35;63;9;1;3;5;1;1;0;15;8;4;3;2;0;1;1;6;66
245;Wet sociale werkvoorziening;2007;66;126;4;1;3;0;0;0;0;71;31;35;5;1;1;0;0;58;58
246;Wet sociale werkvoorziening;2008;58;35;5;1;2;2;0;0;0;37;18;17;2;0;0;0;0;16;35
247;Wet sociale werkvoorziening;2009;35;37;0;0;0;0;0;0;0;23;18;4;1;1;1;0;0;9;39
248;Wet sociale werkvoorziening;2010;39;54;6;0;0;6;2;2;0;22;15;3;4;1;0;0;1;17;47
249;Wet sociale werkvoorziening;2011;47;52;4;2;0;2;2;1;0;39;23;13;3;0;0;0;0;15;42
250;Wet sociale werkvoorziening;2012;42;58;3;2;0;1;0;1;0;40;37;3;0;1;0;0;1;16;39
251;Wet sociale werkvoorziening;2013;39;59;3;0;0;3;0;0;0;32;24;7;1;0;0;0;0;7;56
252;Wet sociale werkvoorziening;2014;56;60;6;2;0;4;1;1;0;46;38;6;2;0;0;0;0;19;45
253;Wet sociale werkvoorziening;2015;45;25;2;1;0;1;1;0;1;37;31;6;0;0;0;0;0;9;23
254;Wet sociale werkvoorziening;2016;23;4;1;0;0;1;0;0;0;9;6;3;0;0;0;0;0;3;14
255;Algemene Wet Bijzondere Ziektekosten;2000;152;188;27;2;6;19;9;10;5;95;58;35;2;8;6;2;0;74;135
256;Algemene Wet Bijzondere Ziektekosten;2001;135;132;20;1;7;12;3;1;2;90;55;32;3;5;2;0;3;47;107
257;Algemene Wet Bijzondere Ziektekosten;2002;107;147;13;3;4;6;6;5;0;62;40;17;5;2;2;0;0;31;147
258;Algemene Wet Bijzondere Ziektekosten;2003;147;189;26;1;4;21;9;7;3;101;64;25;12;15;11;3;1;47;149
259;Algemene Wet Bijzondere Ziektekosten;2004;149;286;17;1;5;11;6;1;2;106;66;32;8;44;28;12;4;75;198
260;Algemene Wet Bijzondere Ziektekosten;2005;198;408;28;6;6;16;5;7;1;146;78;56;12;49;28;18;3;126;255
261;Algemene Wet Bijzondere Ziektekosten;2006;255;562;57;13;14;30;14;6;2;187;98;76;13;63;41;20;2;173;345
262;Algemene Wet Bijzondere Ziektekosten;2007;345;531;54;16;7;31;18;14;8;265;147;99;19;66;36;18;12;162;333
263;Algemene Wet Bijzondere Ziektekosten;2008;333;573;34;8;5;21;6;8;0;272;148;96;28;52;37;10;5;226;320
264;Algemene Wet Bijzondere Ziektekosten;2009;320;844;48;6;8;34;10;5;2;268;147;102;19;65;39;23;3;275;513
265;Algemene Wet Bijzondere Ziektekosten;2010;513;1122;82;25;11;46;17;8;5;372;195;124;53;79;50;22;7;370;741
266;Algemene Wet Bijzondere Ziektekosten;2011;741;1321;99;20;9;70;26;15;10;597;313;200;84;85;62;13;10;486;807
267;Algemene Wet Bijzondere Ziektekosten;2012;807;1285;108;25;3;80;32;30;7;749;476;163;110;47;28;11;8;418;772
268;Algemene Wet Bijzondere Ziektekosten;2013;770;1283;85;23;5;57;15;13;3;666;483;121;62;81;66;13;2;437;786
269;Algemene Wet Bijzondere Ziektekosten;2014;786;1484;89;25;10;54;27;17;2;750;551;115;84;144;116;22;6;426;871
270;Algemene Wet Bijzondere Ziektekosten;2015;870;1746;143;49;5;89;36;29;6;744;549;129;66;33;21;5;7;512;1191
271;Algemene Wet Bijzondere Ziektekosten;2016;1185;876;152;49;4;99;49;35;8;801;567;141;93;31;23;2;6;460;631
272;Toeslagenwet;2000;114;102;9;1;1;7;1;1;0;84;49;30;5;1;1;0;0;12;110
273;Toeslagenwet;2001;110;326;42;1;0;41;9;2;1;83;56;22;5;2;2;0;0;114;202
274;Toeslagenwet;2002;202;328;30;8;3;19;15;16;2;158;45;110;3;4;2;2;0;40;298
275;Toeslagenwet;2003;298;448;24;8;4;12;4;5;1;256;183;39;34;5;4;1;0;40;420
276;Toeslagenwet;2004;420;301;13;2;1;10;1;0;0;539;71;430;38;0;0;0;0;31;139
277;Toeslagenwet;2005;139;133;22;7;1;14;7;2;1;71;46;20;5;2;2;0;0;31;151
278;Toeslagenwet;2006;151;113;22;2;1;19;5;6;2;81;48;26;7;1;1;0;0;29;130
279;Toeslagenwet;2007;130;150;13;2;4;7;2;3;0;105;44;52;9;2;1;1;0;40;119
280;Toeslagenwet;2008;119;137;14;0;5;9;2;2;0;88;58;22;8;0;0;0;0;30;124
281;Toeslagenwet;2009;124;161;13;2;1;10;2;2;0;86;55;28;3;6;5;0;1;29;151
282;Toeslagenwet;2010;151;191;15;0;0;15;4;2;1;123;78;35;10;2;2;0;0;49;155
283;Toeslagenwet;2011;155;138;14;1;2;11;2;2;1;144;102;35;7;3;2;0;1;29;103
284;Toeslagenwet;2012;103;98;4;0;0;4;2;3;0;84;54;22;8;0;0;0;0;33;79
285;Toeslagenwet;2013;79;131;14;3;0;11;1;1;0;64;47;11;6;1;1;0;0;30;101
286;Toeslagenwet;2014;101;138;10;1;0;9;3;2;0;85;54;28;3;1;1;0;0;32;112
287;Toeslagenwet;2015;112;97;5;4;0;1;1;1;1;96;62;19;15;1;1;0;0;32;75
288;Toeslagenwet;2016;75;72;4;1;0;3;0;0;0;52;31;14;7;0;0;0;0;17;74
289;Wet voorzieningen gehandicapten;2000;896;1147;90;13;17;60;17;12;4;732;456;258;18;88;75;9;4;222;916
290;Wet voorzieningen gehandicapten;2001;916;916;111;14;21;76;31;19;13;688;431;244;13;77;60;8;9;194;774
291;Wet voorzieningen gehandicapten;2002;774;860;92;13;13;66;23;17;3;607;369;202;36;75;57;8;10;164;702
292;Wet voorzieningen gehandicapten;2003;702;740;63;9;6;48;15;19;3;601;370;199;32;68;47;9;12;186;520
293;Wet voorzieningen gehandicapten;2004;520;783;74;8;14;52;14;12;1;470;308;139;23;78;53;14;11;184;499
294;Wet voorzieningen gehandicapten;2005;499;791;63;11;13;39;13;11;2;421;261;141;19;68;50;7;11;172;568
295;Wet voorzieningen gehandicapten;2006;568;797;50;11;10;29;9;9;3;469;266;184;19;79;59;8;12;146;621
296;Wet voorzieningen gehandicapten;2007;621;488;50;7;14;29;10;5;3;439;252;151;36;48;32;11;5;146;431
297;Wet voorzieningen gehandicapten;2008;431;105;11;2;0;9;1;2;1;247;134;91;22;8;6;1;1;62;207
298;Wet voorzieningen gehandicapten;2009;207;42;5;1;1;3;2;2;0;46;25;17;4;4;3;1;0;23;171
299;Wet voorzieningen gehandicapten;2010;171;22;2;0;0;2;0;0;0;27;20;7;0;2;2;0;0;14;148
300;Wet voorzieningen gehandicapten;2011;148;7;1;0;0;1;0;0;0;12;6;4;2;1;1;0;0;4;137
301;Wet voorzieningen gehandicapten;2012;137;9;0;0;0;0;0;0;0;3;2;0;1;1;1;0;0;4;138
302;Wet voorzieningen gehandicapten;2013;138;1;0;0;0;0;0;0;0;3;3;0;0;1;1;0;0;1;134
303;Wet voorzieningen gehandicapten;2014;134;3;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;1;134
304;Wet voorzieningen gehandicapten;2015;134;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;134
305;Wet voorzieningen gehandicapten;2016;134;11;0;0;0;0;0;0;0;4;1;2;1;0;0;0;0;3;138
306;Wet werk en inkomen naar arbeidsvermogen;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;Wet werk en inkomen naar arbeidsvermogen;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
308;Wet werk en inkomen naar arbeidsvermogen;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
309;Wet werk en inkomen naar arbeidsvermogen;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
310;Wet werk en inkomen naar arbeidsvermogen;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311;Wet werk en inkomen naar arbeidsvermogen;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312;Wet werk en inkomen naar arbeidsvermogen;2006;0;488;12;2;2;8;2;1;0;13;6;6;1;3;1;1;1;54;407
313;Wet werk en inkomen naar arbeidsvermogen;2007;407;1547;81;6;13;62;17;8;1;486;256;212;18;12;8;1;3;278;1106
314;Wet werk en inkomen naar arbeidsvermogen;2008;1106;1830;84;14;5;65;20;18;5;962;593;337;32;17;14;3;0;355;1520
315;Wet werk en inkomen naar arbeidsvermogen;2009;1520;1991;81;4;6;71;16;14;4;1173;758;380;35;11;9;1;1;477;1771
316;Wet werk en inkomen naar arbeidsvermogen;2010;1771;2217;102;11;7;84;26;17;5;1605;1122;413;70;20;18;0;2;557;1713
317;Wet werk en inkomen naar arbeidsvermogen;2011;1713;2870;134;20;8;106;20;16;4;1859;1359;427;73;28;23;3;2;675;1891
318;Wet werk en inkomen naar arbeidsvermogen;2012;1891;3476;141;18;5;118;30;25;5;2146;1550;479;117;36;26;4;6;823;2226
319;Wet werk en inkomen naar arbeidsvermogen;2013;2232;3733;141;17;5;119;26;25;3;2395;1851;404;140;36;29;2;5;925;2469
320;Wet werk en inkomen naar arbeidsvermogen;2014;2469;3715;136;13;2;121;21;17;3;2660;2144;408;108;40;33;4;3;991;2361
321;Wet werk en inkomen naar arbeidsvermogen;2015;2362;3996;155;15;3;137;26;18;8;2734;2148;472;114;48;41;0;7;974;2455
322;Wet werk en inkomen naar arbeidsvermogen;2016;2454;3909;139;14;7;118;27;18;3;2441;1914;417;110;39;25;2;12;1146;2607
323;Wet maatschappelijke ondersteuning;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;Wet maatschappelijke ondersteuning;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
325;Wet maatschappelijke ondersteuning;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
326;Wet maatschappelijke ondersteuning;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
327;Wet maatschappelijke ondersteuning;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;Wet maatschappelijke ondersteuning;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;Wet maatschappelijke ondersteuning;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;Wet maatschappelijke ondersteuning;2007;0;329;3;2;1;0;0;0;0;13;6;6;1;62;53;7;2;45;206
331;Wet maatschappelijke ondersteuning;2008;206;968;73;15;13;45;13;9;1;251;126;113;12;118;71;36;11;201;535
332;Wet maatschappelijke ondersteuning;2009;535;983;71;13;21;37;9;5;3;453;231;202;20;87;52;25;10;239;672
333;Wet maatschappelijke ondersteuning;2010;672;985;56;15;6;35;5;4;2;605;307;257;41;101;78;12;11;267;629
334;Wet maatschappelijke ondersteuning;2011;629;1037;77;11;3;63;12;9;3;565;324;204;37;106;73;15;18;296;625
335;Wet maatschappelijke ondersteuning;2012;625;1202;65;13;9;43;11;9;1;615;380;188;47;100;83;10;7;335;714
336;Wet maatschappelijke ondersteuning;2013;712;1127;93;20;6;67;20;13;3;585;370;170;45;120;83;28;9;395;653
337;Wet maatschappelijke ondersteuning;2014;653;1169;52;10;1;41;16;16;8;579;353;167;59;214;183;21;10;334;643
338;Wet maatschappelijke ondersteuning;2015;652;2102;162;21;33;108;76;64;5;674;309;320;45;197;123;62;12;435;1298
339;Wet maatschappelijke ondersteuning;2016;1297;1841;116;23;17;76;38;31;9;967;500;394;73;173;133;22;18;1047;843
340;Zorgverzekeringswet;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;Zorgverzekeringswet;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;Zorgverzekeringswet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;Zorgverzekeringswet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;Zorgverzekeringswet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;Zorgverzekeringswet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
346;Zorgverzekeringswet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;Zorgverzekeringswet;2007;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3
348;Zorgverzekeringswet;2008;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
349;Zorgverzekeringswet;2009;31;241;15;1;1;13;0;0;1;20;8;12;0;1;1;0;0;47;189
350;Zorgverzekeringswet;2010;189;655;13;0;0;13;4;2;2;153;88;54;11;5;4;0;1;103;572
351;Zorgverzekeringswet;2011;572;602;72;2;0;70;7;3;0;435;324;55;56;12;12;0;0;269;390
352;Zorgverzekeringswet;2012;390;460;89;11;1;77;22;15;1;346;273;25;48;6;6;0;0;120;296
353;Zorgverzekeringswet;2013;298;371;54;6;1;47;13;16;3;287;226;34;27;11;11;0;0;87;227
354;Zorgverzekeringswet;2014;227;250;48;6;0;42;10;8;1;205;164;17;24;7;6;0;1;65;154
355;Zorgverzekeringswet;2015;153;288;43;12;0;31;16;13;3;155;123;16;16;7;3;0;4;100;139
356;Zorgverzekeringswet;2016;140;146;49;11;0;38;17;10;2;106;74;9;23;5;2;0;3;38;95
357;Wet langdurige zorg;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;Wet langdurige zorg;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;Wet langdurige zorg;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;Wet langdurige zorg;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361;Wet langdurige zorg;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;Wet langdurige zorg;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;Wet langdurige zorg;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;Wet langdurige zorg;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;Wet langdurige zorg;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;Wet langdurige zorg;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;Wet langdurige zorg;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;Wet langdurige zorg;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;Wet langdurige zorg;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;Wet langdurige zorg;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;Wet langdurige zorg;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;Wet langdurige zorg;2015;0;73;1;1;0;0;0;0;0;3;3;0;0;3;1;1;1;16;50
373;Wet langdurige zorg;2016;53;283;17;1;0;16;4;4;0;50;41;8;1;31;23;4;4;74;164
374;Overige sociale verzekeringszaken;2000;29;81;2;1;0;1;0;0;0;15;11;3;1;0;0;0;0;11;82
375;Overige sociale verzekeringszaken;2001;82;31;3;1;1;1;2;2;0;12;8;4;0;0;0;0;0;3;95
376;Overige sociale verzekeringszaken;2002;95;36;4;0;1;3;2;2;0;18;15;3;0;0;0;0;0;76;33
377;Overige sociale verzekeringszaken;2003;33;45;3;1;0;2;1;0;0;24;17;6;1;10;6;0;4;9;33
378;Overige sociale verzekeringszaken;2004;33;40;6;1;0;5;0;0;0;20;15;3;2;3;1;0;2;12;32
379;Overige sociale verzekeringszaken;2005;32;52;7;2;0;5;1;0;0;26;11;4;11;2;2;0;0;12;38
380;Overige sociale verzekeringszaken;2006;38;89;11;1;1;9;2;1;2;25;13;10;2;3;0;3;0;35;54
381;Overige sociale verzekeringszaken;2007;54;107;9;4;3;2;2;1;0;56;36;16;4;0;0;0;0;22;75
382;Overige sociale verzekeringszaken;2008;75;297;24;5;2;17;4;3;0;108;70;31;7;2;2;0;0;68;171
383;Overige sociale verzekeringszaken;2009;171;248;26;4;4;18;2;1;2;149;103;35;11;4;3;0;1;69;172
384;Overige sociale verzekeringszaken;2010;172;285;25;5;6;14;4;3;1;165;118;37;10;6;4;1;1;69;193
385;Overige sociale verzekeringszaken;2011;193;347;22;4;1;17;2;1;1;200;144;43;13;6;5;0;1;108;205
386;Overige sociale verzekeringszaken;2012;205;519;31;9;0;22;9;8;2;221;154;54;13;10;7;0;3;140;323
387;Overige sociale verzekeringszaken;2013;314;426;27;6;1;20;3;3;0;279;214;50;15;5;1;3;1;175;254
388;Overige sociale verzekeringszaken;2014;254;494;41;11;2;28;10;6;3;249;203;29;17;8;6;1;1;158;296
389;Overige sociale verzekeringszaken;2015;296;452;67;11;2;54;44;7;36;271;206;48;17;6;4;1;1;135;306
390;Overige sociale verzekeringszaken;2016;308;644;36;7;3;26;4;4;1;338;184;101;53;21;11;5;5;173;384
391;Totaal bijstandszaken;2000;3569;4706;502;56;71;375;116;102;22;2517;1386;1022;109;793;557;159;77;1036;3441
392;Totaal bijstandszaken;2001;3441;4354;491;61;59;371;136;96;24;2825;1652;1049;124;629;423;124;82;974;2916
393;Totaal bijstandszaken;2002;2916;4265;509;95;67;347;129;102;46;2386;1527;757;102;705;490;110;105;941;2669
394;Totaal bijstandszaken;2003;2669;4779;478;92;43;343;113;84;22;2348;1506;696;146;922;625;158;139;1089;2641
395;Totaal bijstandszaken;2004;2641;6299;442;94;56;292;95;83;15;2339;1525;681;133;1239;867;219;153;1180;3753
396;Totaal bijstandszaken;2005;3753;8390;597;79;57;461;164;120;23;2994;1761;1087;146;1825;1189;406;230;1958;4813
397;Totaal bijstandszaken;2006;4813;9703;750;162;102;486;175;131;19;4153;2474;1456;223;1890;1345;378;167;2309;5457
398;Totaal bijstandszaken;2007;5457;8608;671;137;86;448;150;152;40;4873;2925;1654;294;1423;983;274;166;2138;4961
399;Totaal bijstandszaken;2008;4961;7608;507;77;112;318;91;78;18;4776;2827;1603;346;1194;830;244;120;1970;4135
400;Totaal bijstandszaken;2009;4135;7614;482;87;87;308;84;72;17;4076;2501;1258;317;1200;819;263;118;1870;4133
401;Totaal bijstandszaken;2010;4133;7950;496;84;45;367;147;107;22;4618;2956;1366;296;1229;832;261;136;1870;3910
402;Totaal bijstandszaken;2011;3909;7852;418;59;38;321;99;83;15;4442;3046;1155;241;1460;1021;304;135;1832;3626
403;Totaal bijstandszaken;2012;3627;9057;458;69;37;352;96;84;24;4012;2817;997;198;1834;1212;448;174;2264;4131
404;Totaal bijstandszaken;2013;4133;10681;425;84;26;315;109;86;18;4685;3344;1064;277;2318;1651;484;183;2798;4613
405;Totaal bijstandszaken;2014;4611;11014;488;57;30;401;99;77;14;5363;3749;1340;274;2294;1678;442;174;2850;4652
406;Totaal bijstandszaken;2015;4652;10488;602;126;41;435;118;96;19;4996;3497;1222;277;2120;1597;357;166;2623;4821
407;Totaal bijstandszaken;2016;4827;9807;621;149;31;441;136;78;22;5075;3622;1162;291;1873;1416;259;198;2555;4568
408;Algemene bijstandswet;2000;3410;4550;482;54;68;360;112;100;21;2413;1329;983;101;770;541;157;72;988;3319
409;Algemene bijstandswet;2001;3319;4197;474;61;59;354;133;93;24;2723;1583;1024;116;620;416;123;81;928;2811
410;Algemene bijstandswet;2002;2811;4095;481;92;64;325;128;101;46;2308;1476;731;101;681;469;109;103;908;2557
411;Algemene bijstandswet;2003;2557;4618;456;90;43;323;109;79;22;2281;1475;672;134;907;613;156;138;1035;2527
412;Algemene bijstandswet;2004;2527;2716;311;69;36;206;74;71;14;2127;1405;610;112;434;302;61;71;608;1766
413;Algemene bijstandswet;2005;1766;341;149;14;12;123;71;70;12;1164;671;414;79;62;38;4;20;211;522
414;Algemene bijstandswet;2006;522;77;34;3;2;29;7;17;0;237;115;97;25;4;3;0;1;51;263
415;Algemene bijstandswet;2007;263;37;9;0;1;8;1;2;2;56;24;18;14;2;2;0;0;17;215
416;Algemene bijstandswet;2008;215;24;3;0;1;2;0;1;0;18;8;8;2;2;2;0;0;11;204
417;Algemene bijstandswet;2009;204;16;1;0;0;1;0;0;0;11;8;2;1;1;1;0;0;7;200
418;Algemene bijstandswet;2010;200;16;3;1;1;1;0;0;0;9;5;2;2;0;0;0;0;4;200
419;Algemene bijstandswet;2011;200;22;1;1;0;0;1;0;0;13;8;5;0;2;2;0;0;6;201
420;Algemene bijstandswet;2012;201;22;4;0;1;3;2;3;0;10;5;5;0;0;0;0;0;4;204
421;Algemene bijstandswet;2013;204;14;2;0;0;2;2;1;0;15;9;5;1;4;2;0;2;2;196
422;Algemene bijstandswet;2014;196;17;0;0;0;0;0;1;0;4;4;0;0;2;1;1;0;3;203
423;Algemene bijstandswet;2015;203;19;0;0;0;0;0;0;0;16;13;2;1;0;0;0;0;8;198
424;Algemene bijstandswet;2016;198;10;0;0;0;0;0;0;0;7;5;2;0;2;2;0;0;5;194
425;Wet werk en bijstand;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;Wet werk en bijstand;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
427;Wet werk en bijstand;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;Wet werk en bijstand;2003;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
429;Wet werk en bijstand;2004;6;3381;94;22;12;60;16;8;1;140;78;48;14;786;549;156;81;522;1854
430;Wet werk en bijstand;2005;1854;7862;425;61;39;325;89;47;11;1744;1043;638;63;1749;1144;399;206;1681;4159
431;Wet werk en bijstand;2006;4159;9450;688;159;96;433;161;108;18;3825;2307;1325;193;1866;1329;375;162;2205;5077
432;Wet werk en bijstand;2007;5077;8390;641;134;82;425;147;147;37;4728;2837;1615;276;1411;973;273;165;2076;4614
433;Wet werk en bijstand;2008;4614;7411;482;72;108;302;85;72;18;4653;2753;1566;334;1170;814;241;115;1912;3821
434;Wet werk en bijstand;2009;3821;7457;465;84;82;299;79;70;17;3994;2448;1234;312;1173;805;259;109;1822;3833
435;Wet werk en bijstand;2010;3833;7635;478;80;41;357;147;106;20;4526;2892;1349;285;1182;805;254;123;1791;3532
436;Wet werk en bijstand;2011;3531;7156;380;53;35;292;91;81;14;4213;2900;1090;223;1281;891;282;108;1668;3156
437;Wet werk en bijstand;2012;3157;8650;425;63;34;328;89;75;23;3739;2623;928;188;1755;1167;427;161;2151;3754
438;Wet werk en bijstand;2013;3760;10413;411;84;24;303;103;82;17;4501;3215;1015;271;2265;1613;477;175;2735;4284
439;Wet werk en bijstand;2014;4282;10777;479;57;30;392;98;74;13;5232;3653;1311;268;2259;1654;435;170;2794;4319
440;Wet werk en bijstand;2015;4319;4674;498;103;34;361;103;92;19;4289;2968;1092;229;934;694;143;97;1529;1754
441;Wet werk en bijstand;2016;1756;277;85;43;4;38;37;22;6;1083;737;283;63;43;30;0;13;205;632
442;Participatiewet;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443;Participatiewet;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
444;Participatiewet;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
445;Participatiewet;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446;Participatiewet;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447;Participatiewet;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
448;Participatiewet;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
449;Participatiewet;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450;Participatiewet;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
451;Participatiewet;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452;Participatiewet;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;Participatiewet;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;Participatiewet;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
455;Participatiewet;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456;Participatiewet;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
457;Participatiewet;2015;0;5563;93;17;7;69;14;4;0;568;430;97;41;1133;861;206;66;1029;2750
458;Participatiewet;2016;2754;9325;520;102;27;391;98;55;16;3870;2789;856;225;1787;1348;256;183;2304;3641
459;Overige bijstandszaken;2000;159;156;20;2;3;15;4;2;1;104;57;39;8;23;16;2;5;48;122
460;Overige bijstandszaken;2001;122;157;17;0;0;17;3;3;0;102;69;25;8;9;7;1;1;46;105
461;Overige bijstandszaken;2002;105;170;28;3;3;22;1;1;0;78;51;26;1;24;21;1;2;33;112
462;Overige bijstandszaken;2003;112;155;22;2;0;20;4;5;0;67;31;24;12;15;12;2;1;54;108
463;Overige bijstandszaken;2004;108;202;37;3;8;26;5;4;0;72;42;23;7;19;16;2;1;50;133
464;Overige bijstandszaken;2005;133;187;23;4;6;13;4;3;0;86;47;35;4;14;7;3;4;66;132
465;Overige bijstandszaken;2006;132;176;28;0;4;24;7;6;1;91;52;34;5;20;13;3;4;53;117
