ID;Margins;SectorBranches;Periods;TurnoverLastThreeMonths_1;TurnoverNextThreeMonths_2;TurnoverNextYear_3;ForeignTurnoverLastThreeMonths_4;ForeignTurnoverNextThreeMonths_5;ForeignTurnoverNextYear_6;SellingPricesRatesNextThreeMonths_7;OrderIntakeLastThreeMonths_8;ExpectedOrderIntakeNextThreeMonths_9;ExportOrdersNextThreeMonths_10;PurchaseOrdersNextThreeMonths_11;AssessmentOrderPosition_12;AssessmentOfFinishedProductsStocks_13;WorkforceNextYear_14;WorkforceLastThreeMonths_15;WorkforceNextThreeMonths_16;InvestmentsCurrentYear_17;InvestmentsNextYear_18;CompetitivePositionDomesticMarket_19;CompetitivePositionWithinEU_20;CompetitivePositionOutsideEU_21;EconomicClimateLast3Months_22;EconomicClimateNext3Months_23;ProfitabilityLast3Months_24
1888;Value;80 Security and investigation;2023 1st quarter;38.6;21.2;;-2.5;0.0;;90.1;23.7;21.6;-2.1;15.1;8.0;;;5.9;42.3;9.2;;9.4;0.0;0.0;-8.7;0.0;22.0
1889;Value;80 Security and investigation;2023 2nd quarter;18.9;19.4;;0.0;4.9;;0.4;6.8;15.5;5.3;0.8;11.8;;;15.0;44.8;11.0;;5.5;0.0;0.0;3.5;5.2;34.0
1890;Value;81 Cleaning activities, gardening etc.;2016 1st quarter;6.8;-4.5;;1.0;-2.5;;43.7;11.4;6.1;-1.9;6.4;-15.4;;;-14.7;-1.4;8.6;;-8.5;1.0;0.1;1.2;5.0;-2.4
1891;Value;81 Cleaning activities, gardening etc.;2016 2nd quarter;1.4;22.7;;1.0;4.0;;5.5;3.0;14.5;2.8;7.7;-7.7;;;0.6;11.2;8.8;;6.9;-0.2;0.0;1.2;8.3;-3.9
1892;Value;81 Cleaning activities, gardening etc.;2016 3rd quarter;15.9;0.1;;1.6;-0.5;;6.4;16.3;5.5;-1.4;-1.2;-4.9;;;10.7;-3.0;9.0;;-1.0;0.4;-0.1;7.4;4.8;6.8
1893;Value;81 Cleaning activities, gardening etc.;2016 4th quarter;6.9;9.3;24.9;2.7;-2.2;1.4;0.5;23.8;1.1;0.9;-4.9;-2.2;;16.9;4.0;3.3;19.3;11.3;8.8;0.4;-0.9;8.8;8.3;-1.4
1894;Value;81 Cleaning activities, gardening etc.;2017 1st quarter;16.5;12.8;;1.9;-1.7;;35.9;18.9;2.8;-1.7;0.2;6.0;;;13.3;10.5;2.0;;10.3;0.2;0.0;12.0;5.0;5.4
1895;Value;81 Cleaning activities, gardening etc.;2017 2nd quarter;14.8;23.3;;-0.3;1.4;;14.6;12.8;20.6;2.3;8.7;3.9;;;11.4;18.3;7.4;;10.2;0.2;0.0;11.2;12.8;8.2
1896;Value;81 Cleaning activities, gardening etc.;2017 3rd quarter;21.6;12.0;;0.1;-0.8;;10.9;17.6;11.9;0.7;0.0;6.3;;;18.0;20.7;6.6;;14.7;0.2;0.0;11.4;10.7;10.6
1897;Value;81 Cleaning activities, gardening etc.;2017 4th quarter;10.5;15.4;18.1;0.1;0.1;0.1;5.5;9.8;16.9;0.1;7.8;8.9;;15.6;9.4;9.8;6.9;5.5;2.3;0.1;0.0;9.0;9.3;8.1
1898;Value;81 Cleaning activities, gardening etc.;2018 1st quarter;29.0;6.6;;3.6;-0.1;;41.4;14.8;5.2;4.1;4.1;4.7;;;7.7;7.1;1.7;;8.9;1.2;0.9;13.6;8.2;13.1
1899;Value;81 Cleaning activities, gardening etc.;2018 2nd quarter;4.0;17.1;;1.2;1.8;;4.9;7.9;12.2;1.8;8.6;-2.2;;;-2.4;10.3;5.4;;3.0;0.3;0.0;8.9;11.5;-3.0
1900;Value;81 Cleaning activities, gardening etc.;2018 3rd quarter;16.5;2.7;;1.9;-0.7;;10.6;16.9;-1.2;-0.7;1.4;6.0;;;7.2;-1.2;5.4;;9.4;0.3;0.0;9.0;5.5;11.7
1901;Value;81 Cleaning activities, gardening etc.;2018 4th quarter;17.6;13.3;12.4;1.6;-3.1;-3.1;12.7;13.0;5.2;-3.1;0.7;4.7;;12.6;9.1;13.8;10.0;-7.5;18.3;1.1;0.0;8.6;7.2;12.7
1902;Value;81 Cleaning activities, gardening etc.;2019 1st quarter;17.9;13.2;;0.6;0.0;;52.5;3.5;12.8;0.0;3.2;-5.3;;;17.5;14.2;0.2;;18.7;0.1;0.0;10.2;5.5;10.0
1903;Value;81 Cleaning activities, gardening etc.;2019 2nd quarter;19.5;28.3;;0.1;0.4;;10.2;13.9;21.6;0.1;10.1;-0.2;;;10.2;23.1;9.4;;3.7;1.5;1.2;6.8;10.1;-4.9
1904;Value;81 Cleaning activities, gardening etc.;2019 3rd quarter;29.0;12.8;;1.5;-0.3;;18.3;17.4;8.4;0.1;5.6;2.5;;;19.4;14.3;7.3;;7.2;0.2;0.0;10.2;5.9;3.9
1905;Value;81 Cleaning activities, gardening etc.;2019 4th quarter;12.1;6.9;26.4;0.2;-0.9;0.2;9.1;8.6;3.5;0.4;0.9;-3.4;;16.8;4.5;4.0;8.9;-1.1;1.2;1.2;1.2;1.8;0.4;14.3
1906;Value;81 Cleaning activities, gardening etc.;2020 1st quarter;22.4;19.3;;1.4;0.8;;55.8;12.2;25.0;0.3;16.0;2.3;;;8.2;24.2;10.7;;11.0;-0.1;0.0;9.6;14.0;-7.3
1907;Value;81 Cleaning activities, gardening etc.;2020 2nd quarter;6.9;-76.3;;-1.5;-4.0;;-12.8;-11.3;-58.8;-4.7;-38.4;-28.2;;;6.0;-35.9;-45.8;;9.3;-0.5;-0.4;-20.0;-79.6;-11.2
1908;Value;81 Cleaning activities, gardening etc.;2020 3rd quarter;-38.6;13.2;;-1.7;-1.0;;1.5;-27.4;-8.2;-1.4;8.4;-23.3;;;-32.4;14.4;-15.1;;2.8;0.8;0.0;-33.7;7.6;-37.3
1909;Value;81 Cleaning activities, gardening etc.;2020 4th quarter;13.1;-26.5;24.8;-1.5;-2.4;-1.6;17.6;-12.0;-5.4;-1.1;-7.8;-16.7;;14.0;-18.8;-18.0;-2.8;10.3;16.3;-1.1;0.0;-11.0;-38.4;-22.3
1910;Value;81 Cleaning activities, gardening etc.;2021 1st quarter;-15.8;-5.7;;-0.8;0.1;;54.1;1.5;-4.7;-0.8;-4.9;-20.8;;;-5.2;-2.3;-8.8;;1.8;-0.5;-0.5;-29.7;-24.6;-22.0
1911;Value;81 Cleaning activities, gardening etc.;2021 2nd quarter;-12.0;27.1;;0.8;1.4;;7.5;-7.1;6.9;1.4;10.8;-12.9;;;-5.0;14.4;3.8;;0.5;-0.2;-0.1;-9.6;1.7;-11.5
1912;Value;81 Cleaning activities, gardening etc.;2021 3rd quarter;35.7;10.5;;0.6;-0.1;;4.9;11.5;6.1;1.2;7.4;-15.8;;;24.1;27.6;3.8;;3.4;0.1;0.7;9.9;23.6;24.0
1913;Value;81 Cleaning activities, gardening etc.;2021 4th quarter;12.9;31.5;38.6;1.2;1.4;1.6;38.9;12.1;11.6;0.6;5.7;3.1;;34.0;24.5;27.2;6.8;17.3;9.2;-0.1;0.0;11.4;27.4;15.5
1914;Value;81 Cleaning activities, gardening etc.;2022 1st quarter;16.0;2.5;;0.4;-0.4;;67.7;11.8;-5.4;0.0;1.4;-1.6;;;16.3;3.6;2.2;;5.8;0.0;0.0;-1.2;-9.2;7.5
1915;Value;81 Cleaning activities, gardening etc.;2022 2nd quarter;23.5;29.9;;-0.4;0.1;;36.8;12.4;15.6;0.7;13.2;-6.5;;;13.6;26.4;0.4;;2.0;0.0;-1.2;-1.2;1.6;-19.5
1916;Value;81 Cleaning activities, gardening etc.;2022 3rd quarter;27.8;8.9;;0.1;-0.3;;11.2;24.1;5.8;0.1;9.0;6.3;;;4.8;13.7;3.4;;8.0;0.5;0.0;2.5;-0.5;-6.5
1917;Value;81 Cleaning activities, gardening etc.;2022 4th quarter;18.3;19.0;31.8;0.1;1.0;-0.6;42.2;9.2;7.5;2.0;17.6;-0.7;;12.2;12.5;16.3;5.0;2.3;0.5;0.0;0.0;-9.2;-21.7;-16.7
1918;Value;81 Cleaning activities, gardening etc.;2023 1st quarter;38.8;21.2;;1.9;-0.7;;79.9;19.6;5.2;-1.4;-3.9;-1.0;;;13.5;25.5;6.2;;2.9;0.2;0.9;-4.6;-6.6;-20.5
1919;Value;81 Cleaning activities, gardening etc.;2023 2nd quarter;29.8;24.3;;1.1;-0.8;;18.5;19.0;16.4;0.8;7.7;4.9;;;20.8;26.5;12.8;;6.9;0.0;0.0;7.5;6.9;-5.0
1920;Value;82 Other business services;2016 1st quarter;23.3;23.9;;11.5;12.7;;9.7;8.4;-7.6;8.4;-1.6;0.8;;;1.5;-7.7;-12.0;;3.5;1.4;0.3;1.7;-1.0;14.2
1921;Value;82 Other business services;2016 2nd quarter;10.1;22.1;;0.9;3.3;;10.9;0.6;9.1;-0.5;8.6;-9.5;;;-4.1;2.8;-10.3;;1.5;-4.1;-2.8;-3.1;3.2;4.0
1922;Value;82 Other business services;2016 3rd quarter;0.8;-14.9;;2.7;0.2;;14.9;-11.3;-18.5;-2.9;-3.2;-7.3;;;-3.2;-2.5;5.0;;1.8;5.3;-0.4;-13.8;-22.7;-14.7
1923;Value;82 Other business services;2016 4th quarter;2.6;15.4;-3.0;-3.1;2.6;4.1;13.3;-7.7;7.3;-0.8;2.1;-10.6;;4.6;-4.8;-2.5;12.1;-5.7;2.2;-0.9;-2.3;-6.2;0.1;-17.6
1924;Value;82 Other business services;2017 1st quarter;29.4;-0.2;;20.4;-5.5;;26.5;13.9;10.0;-3.0;-2.8;-0.8;;;14.1;-2.9;-17.6;;13.8;0.7;3.6;10.9;10.5;16.5
1925;Value;82 Other business services;2017 2nd quarter;1.5;11.7;;8.6;8.2;;-13.3;-3.6;-8.8;1.1;4.5;-3.7;;;-6.8;-14.9;-10.0;;1.3;1.1;2.6;1.3;5.6;-16.9
1926;Value;82 Other business services;2017 3rd quarter;0.2;-5.4;;-1.8;-0.4;;-1.5;-1.5;-12.2;-9.8;-12.0;-4.3;;;-20.3;-10.2;-14.7;;-0.3;2.8;-1.7;2.5;-2.9;0.7
1927;Value;82 Other business services;2017 4th quarter;2.9;17.8;6.7;10.4;8.9;9.4;11.1;3.2;16.4;5.0;10.4;-10.6;;5.6;-2.3;27.8;-2.2;-2.6;6.5;6.6;4.9;-6.6;-5.1;-3.4
1928;Value;82 Other business services;2018 1st quarter;27.7;-4.3;;15.6;9.5;;21.5;18.2;-2.6;0.7;-9.4;-7.5;;;17.8;9.2;-18.0;;4.1;1.2;0.1;-0.6;2.8;9.0
1929;Value;82 Other business services;2018 2nd quarter;29.4;8.2;;0.5;4.0;;0.1;21.7;0.8;-7.9;-6.9;-1.4;;;14.4;15.6;7.8;;3.9;-9.3;-0.4;4.2;9.7;3.6
1930;Value;82 Other business services;2018 3rd quarter;17.4;3.1;;-5.2;-22.4;;1.3;22.6;0.7;0.4;-0.1;1.7;;;3.4;17.3;21.5;;11.7;4.7;0.4;4.4;-2.9;-14.0
1931;Value;82 Other business services;2018 4th quarter;-11.4;33.9;21.5;3.5;1.2;4.9;5.0;3.1;21.5;1.3;7.7;2.7;;8.3;2.5;18.5;23.0;4.4;6.1;1.9;3.0;-1.9;2.5;-21.4
1932;Value;82 Other business services;2019 1st quarter;14.9;16.8;;2.4;11.7;;38.8;12.5;3.5;0.5;-15.4;7.0;;;-2.2;8.0;-15.6;;4.9;0.6;1.5;0.3;-1.7;-0.4
1933;Value;82 Other business services;2019 2nd quarter;22.7;13.3;;14.8;-5.1;;3.2;3.9;10.9;4.0;5.3;0.1;;;-4.7;-4.5;-9.7;;4.4;-0.8;0.0;3.2;1.0;5.6
1934;Value;82 Other business services;2019 3rd quarter;17.0;-10.1;;10.8;1.3;;3.9;17.3;-1.6;2.5;0.2;0.3;;;5.7;-1.8;4.3;;6.0;0.6;3.3;-5.3;-3.1;-5.6
1935;Value;82 Other business services;2019 4th quarter;-1.4;22.2;23.2;4.3;14.6;14.9;18.1;-4.8;17.1;7.1;5.4;-1.1;;12.6;2.7;16.0;6.6;16.0;0.1;0.9;5.8;-10.2;3.9;-11.3
1936;Value;82 Other business services;2020 1st quarter;24.2;9.3;;11.8;7.6;;38.2;9.8;7.3;0.8;1.2;-3.9;;;16.5;9.6;8.4;;8.1;4.4;4.1;-2.5;-1.7;17.5
1937;Value;82 Other business services;2020 2nd quarter;-5.4;-47.5;;-17.3;-23.5;;-20.3;-20.4;-47.2;-24.8;-58.9;-42.2;;;-9.3;-34.5;-30.6;;8.7;-2.6;-5.3;-31.4;-63.8;-41.8
1938;Value;82 Other business services;2020 3rd quarter;-24.9;4.8;;-12.8;2.2;;-3.4;-19.4;-6.5;-6.4;1.8;-22.2;;;4.8;12.3;-30.0;;15.8;-0.8;1.3;-43.5;-13.1;-28.9
1939;Value;82 Other business services;2020 4th quarter;14.5;18.8;17.7;-11.2;-1.3;13.9;1.7;15.2;20.5;5.0;-1.4;-9.6;;3.3;2.3;23.5;-14.5;-9.8;11.3;-0.9;2.4;2.6;-1.9;-3.2
1940;Value;82 Other business services;2021 1st quarter;33.5;-2.2;;5.5;5.7;;27.9;22.0;-1.1;-3.3;-7.4;-8.2;;;16.5;-3.1;-15.6;;15.0;6.9;6.6;-10.6;-2.4;4.5
1941;Value;82 Other business services;2021 2nd quarter;3.8;9.3;;8.2;1.8;;10.2;-12.9;7.1;2.7;11.2;-2.5;;;9.9;14.0;-3.9;;2.0;3.3;2.8;-2.1;13.1;8.2
1942;Value;82 Other business services;2021 3rd quarter;-3.0;-6.3;;9.4;-8.2;;-0.3;2.6;-2.4;-0.6;8.2;-18.4;;;9.1;20.2;-5.0;;12.1;1.6;-0.2;12.5;-5.5;14.2
1943;Value;82 Other business services;2021 4th quarter;-12.1;34.4;6.7;3.1;16.9;13.4;10.4;11.8;16.8;9.8;14.9;-1.3;;24.1;-3.9;28.5;3.2;4.9;6.6;1.9;5.4;5.4;5.5;11.3
1944;Value;82 Other business services;2022 1st quarter;36.7;-8.7;;18.1;-0.2;;28.1;11.6;-13.4;-4.7;-11.1;-2.2;;;13.2;-2.6;7.2;;3.6;4.4;1.1;1.9;-7.0;7.7
1945;Value;82 Other business services;2022 2nd quarter;9.6;-18.7;;8.3;0.1;;18.2;5.9;8.7;0.3;2.6;-3.7;;;-3.2;14.1;-1.0;;0.3;2.1;1.3;-4.0;3.6;-24.9
1946;Value;82 Other business services;2022 3rd quarter;-29.4;7.8;;-6.0;2.5;;18.9;-5.2;7.0;1.3;-7.1;-12.4;;;-27.1;18.6;-8.0;;-0.6;-0.5;0.2;-6.2;7.9;-11.2
1947;Value;82 Other business services;2022 4th quarter;-28.7;16.1;1.9;-7.8;9.7;1.4;39.9;-10.4;-0.2;12.2;7.5;-17.3;;18.8;-15.5;4.8;-19.7;-20.1;-0.5;-0.4;0.9;-25.6;-4.5;-40.2
1948;Value;82 Other business services;2023 1st quarter;16.4;1.6;;10.6;5.9;;50.2;6.4;-3.0;-1.7;0.7;-16.0;;;-4.9;-10.1;7.3;;0.5;-0.8;-1.8;-13.6;-7.4;-24.5
1949;Value;82 Other business services;2023 2nd quarter;-7.3;13.4;;12.1;16.9;;6.1;5.5;13.3;13.9;14.4;-5.6;;;-24.2;-2.7;-16.4;;-0.3;-1.3;4.9;-1.7;2.5;-11.2
1950;Value;R Culture, sports and recreation;2016 1st quarter;10.4;-10.3;;;;;17.4;-2.7;-2.9;;-6.7;-4.3;;;-3.4;-1.2;5.5;;3.0;;;3.0;0.8;7.3
1951;Value;R Culture, sports and recreation;2016 2nd quarter;-4.3;23.2;;;;;3.3;6.1;6.4;;8.9;-3.5;;;2.7;20.7;14.0;;2.7;;;5.0;7.8;2.2
1952;Value;R Culture, sports and recreation;2016 3rd quarter;10.4;2.7;;;;;2.5;5.5;0.5;;5.5;-4.7;;;16.6;6.6;16.2;;3.6;;;8.8;1.7;-2.5
1953;Value;R Culture, sports and recreation;2016 4th quarter;0.6;4.2;9.4;;;;-1.1;2.0;-5.7;;-6.4;-4.6;;2.5;15.0;-3.2;11.1;12.3;-2.6;;;6.4;3.6;3.2
1954;Value;R Culture, sports and recreation;2017 1st quarter;11.6;-8.4;;;;;7.5;-2.5;-0.8;;-3.6;-3.1;;;5.3;2.4;8.9;;2.8;;;9.3;7.1;17.3
1955;Value;R Culture, sports and recreation;2017 2nd quarter;0.6;24.0;;;;;6.5;0.0;14.2;;11.2;-2.2;;;2.8;20.0;1.4;;3.4;;;6.3;6.4;12.3
1956;Value;R Culture, sports and recreation;2017 3rd quarter;18.7;9.5;;;;;6.1;8.1;-0.2;;6.5;-1.0;;;14.7;21.1;13.5;;4.6;;;5.7;1.3;-5.2
1957;Value;R Culture, sports and recreation;2017 4th quarter;15.6;3.1;23.2;;;;8.2;6.0;-3.7;;-3.0;3.4;;16.0;10.8;2.8;13.9;0.8;4.1;;;12.1;6.8;11.6
1958;Value;R Culture, sports and recreation;2018 1st quarter;11.8;0.2;;;;;13.1;0.1;0.9;;6.4;-1.0;;;11.1;15.5;14.3;;8.1;;;17.9;8.7;5.4
1959;Value;R Culture, sports and recreation;2018 2nd quarter;-6.7;19.4;;;;;0.4;1.0;7.7;;9.2;0.2;;;5.6;18.1;7.4;;0.2;;;3.8;5.6;12.7
1960;Value;R Culture, sports and recreation;2018 3rd quarter;15.9;5.9;;;;;5.6;10.3;-0.1;;4.4;-1.9;;;24.1;11.9;13.2;;-3.7;;;1.7;0.8;-4.2
1961;Value;R Culture, sports and recreation;2018 4th quarter;13.6;6.2;14.9;;;;6.2;6.1;-1.0;;-4.3;3.3;;7.2;11.0;6.0;0.1;13.0;-2.3;;;3.5;6.2;8.0
1962;Value;R Culture, sports and recreation;2019 1st quarter;15.4;-11.0;;;;;35.1;0.5;-3.3;;0.3;1.8;;;5.4;9.7;13.7;;-0.4;;;6.5;-2.9;6.5
1963;Value;R Culture, sports and recreation;2019 2nd quarter;7.7;11.3;;;;;5.4;-2.2;11.2;;12.1;0.8;;;16.4;19.2;13.4;;-0.2;;;-3.4;2.1;-0.1
1964;Value;R Culture, sports and recreation;2019 3rd quarter;17.7;-11.7;;;;;3.1;7.6;-3.0;;-1.4;0.5;;;7.9;12.1;8.4;;-0.1;;;-0.3;-0.5;9.5
1965;Value;R Culture, sports and recreation;2019 4th quarter;12.4;2.2;7.6;;;;6.9;5.0;-4.1;;-2.8;-1.0;;4.4;-1.8;7.1;13.5;11.5;-2.0;;;-6.2;-9.3;6.3
1966;Value;R Culture, sports and recreation;2020 1st quarter;16.9;-11.3;;;;;11.8;-0.5;-8.1;;-3.0;-3.4;;;7.4;14.1;4.2;;2.2;;;-1.6;-0.8;-0.9
1967;Value;R Culture, sports and recreation;2020 2nd quarter;-60.6;-82.4;;;;;-10.2;-45.7;-61.0;;-72.2;-50.3;;;-0.9;-38.4;-53.1;;-13.6;;;-52.7;-88.6;-48.3
1968;Value;R Culture, sports and recreation;2020 3rd quarter;-65.2;18.8;;;;;-2.6;-51.8;3.3;;-1.9;-54.2;;;-33.5;0.8;-40.1;;-7.3;;;-70.4;3.7;-77.1
1969;Value;R Culture, sports and recreation;2020 4th quarter;19.5;-52.2;32.2;;;;2.0;-9.6;-27.3;;-27.2;-41.8;;-1.7;-31.3;-31.7;-37.8;-10.7;-3.9;;;-23.3;-50.4;-27.7
1970;Value;R Culture, sports and recreation;2021 1st quarter;-67.8;-46.2;;;;;1.1;-33.6;-20.3;;-31.5;-50.8;;;-45.0;-23.5;-31.8;;-13.1;;;-62.9;-32.8;-67.1
1971;Value;R Culture, sports and recreation;2021 2nd quarter;-55.9;17.6;;;;;0.0;-21.8;-0.5;;6.5;-43.5;;;-32.7;14.6;-30.5;;-9.3;;;-41.9;7.8;-53.5
1972;Value;R Culture, sports and recreation;2021 3rd quarter;44.9;54.1;;;;;9.8;19.5;30.2;;33.4;-29.5;;;2.6;34.0;9.1;;3.6;;;29.0;46.9;8.3
1973;Value;R Culture, sports and recreation;2021 4th quarter;56.4;28.1;65.7;;;;16.9;22.8;10.8;;11.1;-12.2;;34.7;31.7;23.2;9.0;31.9;4.5;;;52.1;39.1;37.5
1974;Value;R Culture, sports and recreation;2022 1st quarter;-51.7;-38.3;;;;;24.0;-22.7;-18.4;;-16.1;-34.8;;;-5.3;3.8;-7.4;;-7.6;;;-52.2;-18.5;-49.1
1975;Value;R Culture, sports and recreation;2022 2nd quarter;29.1;44.3;;;;;13.0;10.3;20.4;;29.4;-1.6;;;11.4;30.7;14.3;;-0.9;;;24.5;29.8;17.9
1976;Value;R Culture, sports and recreation;2022 3rd quarter;42.1;14.0;;;;;18.4;18.9;13.7;;13.0;-1.0;;;16.6;25.2;9.9;;-3.9;;;22.1;2.3;25.1
1977;Value;R Culture, sports and recreation;2022 4th quarter;4.5;-0.9;22.5;;;;27.0;4.0;-2.9;;1.2;-2.5;;22.8;15.8;5.8;10.5;20.6;-1.1;;;-24.2;-27.7;-11.6
1978;Value;R Culture, sports and recreation;2023 1st quarter;-3.5;-2.4;;;;;43.5;3.8;2.6;;1.6;-3.2;;;1.5;17.3;14.8;;3.8;;;-17.9;-9.5;-8.8
1979;Value;R Culture, sports and recreation;2023 2nd quarter;4.9;31.4;;;;;16.5;5.8;9.8;;12.3;0.5;;;9.8;25.3;18.9;;4.5;;;-5.4;7.4;4.4
1980;Value;90 Arts;2016 1st quarter;30.6;-14.1;;;;;3.7;11.2;-2.3;;-2.8;-0.1;;;11.5;2.8;-11.4;;3.5;;;13.5;9.6;15.7
1981;Value;90 Arts;2016 2nd quarter;-5.3;6.8;;;;;1.0;2.0;1.1;;2.0;-3.1;;;-1.0;10.8;9.7;;5.0;;;6.0;7.1;6.1
1982;Value;90 Arts;2016 3rd quarter;17.9;-25.9;;;;;3.1;5.2;-7.7;;-5.2;-1.2;;;-0.5;1.9;10.6;;3.8;;;8.3;7.3;10.2
1983;Value;90 Arts;2016 4th quarter;-16.3;29.0;4.4;;;;0.0;-5.2;10.0;;2.6;-9.4;;-0.1;-5.4;3.0;11.6;7.0;-6.3;;;3.7;5.2;1.0
1984;Value;90 Arts;2017 1st quarter;27.6;-14.4;;;;;0.7;8.2;0.0;;-2.7;-1.6;;;8.3;0.7;13.2;;-1.3;;;8.9;8.0;6.9
1985;Value;90 Arts;2017 2nd quarter;7.9;9.6;;;;;5.3;10.6;12.7;;7.9;-2.0;;;-2.0;10.6;2.7;;8.6;;;13.8;9.3;9.9
1986;Value;90 Arts;2017 3rd quarter;3.9;-25.6;;;;;10.4;8.5;-14.3;;-3.5;2.9;;;1.5;1.1;13.3;;3.7;;;6.1;3.7;7.3
1987;Value;90 Arts;2017 4th quarter;7.6;20.3;21.7;;;;5.6;-1.9;16.6;;10.9;-1.2;;4.3;11.4;11.6;4.9;-5.5;4.0;;;6.7;8.8;4.3
1988;Value;90 Arts;2018 1st quarter;27.5;0.3;;;;;-2.6;16.8;3.5;;4.8;2.4;;;9.7;7.5;7.1;;5.2;;;18.4;13.1;13.5
1989;Value;90 Arts;2018 2nd quarter;13.8;5.8;;;;;4.0;9.3;9.3;;12.0;4.2;;;9.7;6.3;5.4;;6.6;;;6.6;4.0;1.2
1990;Value;90 Arts;2018 3rd quarter;10.1;-22.5;;;;;6.6;10.5;-9.9;;0.5;3.0;;;3.9;-5.5;14.0;;6.5;;;11.8;7.8;-4.7
1991;Value;90 Arts;2018 4th quarter;-0.9;36.2;12.2;;;;5.7;4.6;31.0;;21.4;5.3;;12.3;-1.1;15.9;8.2;4.8;6.8;;;7.9;7.9;2.4
1992;Value;90 Arts;2019 1st quarter;24.8;-8.5;;;;;33.9;10.1;-1.3;;1.2;10.3;;;11.1;5.8;-1.9;;7.6;;;9.9;0.0;4.8
1993;Value;90 Arts;2019 2nd quarter;-5.1;15.3;;;;;7.2;-2.1;16.2;;20.2;1.8;;;15.7;9.4;15.4;;7.1;;;1.2;3.5;-5.2
1994;Value;90 Arts;2019 3rd quarter;24.2;-34.0;;;;;8.5;15.9;-25.4;;-15.3;2.1;;;5.8;0.3;0.2;;2.4;;;6.1;1.2;2.7
1995;Value;90 Arts;2019 4th quarter;-15.3;23.5;5.9;;;;6.7;-4.4;21.1;;16.1;5.5;;-2.6;4.6;12.9;20.0;0.5;-1.0;;;0.0;-0.3;-2.6
1996;Value;90 Arts;2020 1st quarter;25.8;-4.5;;;;;14.5;13.3;-7.1;;-9.3;0.8;;;12.5;7.1;8.5;;2.6;;;0.6;-2.5;7.4
1997;Value;90 Arts;2020 2nd quarter;-57.6;-81.5;;;;;-25.0;-56.6;-73.4;;-74.4;-62.0;;;-18.6;-40.2;-60.6;;-12.4;;;-67.9;-84.4;-62.1
1998;Value;90 Arts;2020 3rd quarter;-71.6;-2.6;;;;;-13.4;-56.0;-11.8;;-18.4;-59.4;;;-50.1;-32.5;-55.2;;-10.5;;;-82.7;-28.3;-81.4
1999;Value;90 Arts;2020 4th quarter;11.2;-24.1;10.4;;;;-10.7;0.0;-12.8;;-18.5;-57.1;;3.4;-47.4;-31.2;-44.7;-21.2;-4.0;;;-41.1;-54.8;-41.3
2000;Value;90 Arts;2021 1st quarter;-45.6;-24.3;;;;;-7.7;-36.9;-19.9;;-13.7;-61.1;;;-49.8;-18.4;-30.8;;-9.6;;;-68.8;-32.5;-62.1
2001;Value;90 Arts;2021 2nd quarter;-35.0;23.6;;;;;2.3;-21.6;13.2;;10.0;-57.3;;;-34.2;4.7;-19.9;;-5.8;;;-31.9;6.0;-34.0
2002;Value;90 Arts;2021 3rd quarter;38.9;22.6;;;;;12.1;32.1;22.5;;27.1;-47.3;;;7.1;50.1;6.4;;2.8;;;16.2;32.8;-4.2
2003;Value;90 Arts;2021 4th quarter;39.5;55.8;69.4;;;;18.1;37.3;37.3;;37.0;-35.9;;48.5;44.0;36.5;17.7;20.3;7.0;;;51.7;49.4;10.4
2004;Value;90 Arts;2022 1st quarter;-7.9;-43.9;;;;;11.3;-17.9;-28.8;;-27.3;-52.8;;;13.2;11.8;-1.6;;-8.3;;;-37.3;-30.1;-43.3
2005;Value;90 Arts;2022 2nd quarter;11.0;59.6;;;;;25.3;11.7;51.1;;46.9;-13.6;;;20.3;51.9;16.0;;7.1;;;34.8;44.4;6.1
2006;Value;90 Arts;2022 3rd quarter;54.1;-26.1;;;;;26.9;38.6;-8.4;;-7.9;-8.7;;;33.3;20.4;13.1;;6.3;;;23.2;-5.6;21.7
2007;Value;90 Arts;2022 4th quarter;-17.4;25.3;16.5;;;;34.7;-4.3;13.4;;17.9;-8.3;;26.9;12.3;20.0;7.9;20.6;-1.4;;;-18.2;-32.6;-4.8
2008;Value;90 Arts;2023 1st quarter;37.6;-13.6;;;;;34.6;20.5;4.3;;4.2;-3.3;;;19.3;13.6;11.4;;11.6;;;1.2;-12.3;3.5
2009;Value;90 Arts;2023 2nd quarter;-8.1;14.2;;;;;14.4;2.6;11.5;;12.7;-2.8;;;4.5;26.7;14.3;;4.4;;;-10.5;3.0;9.7
2010;Value;91 Libraries, museums, zoos etc;2016 1st quarter;15.3;-6.1;;;;;21.5;9.2;12.3;;6.1;-2.5;;;-6.1;3.1;12.3;;3.1;;;0.0;0.0;3.1
2011;Value;91 Libraries, museums, zoos etc;2016 2nd quarter;3.0;28.6;;;;;0.0;11.9;11.9;;17.9;-5.3;;;11.9;11.9;13.4;;1.5;;;3.0;3.0;-3.0
2012;Value;91 Libraries, museums, zoos etc;2016 3rd quarter;10.1;3.4;;;;;0.0;0.0;1.7;;-3.4;-3.1;;;13.5;0.0;6.8;;3.4;;;3.4;6.8;10.1
2013;Value;91 Libraries, museums, zoos etc;2016 4th quarter;6.3;-6.3;4.7;;;;0.0;-1.6;0.0;;-7.9;-3.0;;7.6;6.3;3.2;0.0;-6.3;3.2;;;3.2;6.3;0.0
