ID;Migratiemotieven;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
516;Gezinshereniging;Mannen;Vestigingsjaar 1995;2000;100.0;56.0;10.0;2.0;33.0
517;Gezinshereniging;Mannen;Vestigingsjaar 1995;2001;100.0;55.0;9.0;2.0;33.0
518;Gezinshereniging;Mannen;Vestigingsjaar 1995;2002;100.0;56.0;9.0;3.0;32.0
519;Gezinshereniging;Mannen;Vestigingsjaar 1995;2003;100.0;53.0;10.0;3.0;34.0
520;Gezinshereniging;Mannen;Vestigingsjaar 1996;1999;100.0;48.0;12.0;2.0;39.0
521;Gezinshereniging;Mannen;Vestigingsjaar 1996;2000;100.0;54.0;9.0;2.0;35.0
522;Gezinshereniging;Mannen;Vestigingsjaar 1996;2001;100.0;54.0;9.0;2.0;35.0
523;Gezinshereniging;Mannen;Vestigingsjaar 1996;2002;100.0;55.0;8.0;3.0;34.0
524;Gezinshereniging;Mannen;Vestigingsjaar 1996;2003;100.0;53.0;10.0;3.0;33.0
525;Gezinshereniging;Mannen;Vestigingsjaar 1997;1999;100.0;42.0;14.0;1.0;43.0
526;Gezinshereniging;Mannen;Vestigingsjaar 1997;2000;100.0;47.0;12.0;2.0;40.0
527;Gezinshereniging;Mannen;Vestigingsjaar 1997;2001;100.0;50.0;10.0;2.0;38.0
528;Gezinshereniging;Mannen;Vestigingsjaar 1997;2002;100.0;51.0;9.0;2.0;38.0
529;Gezinshereniging;Mannen;Vestigingsjaar 1997;2003;100.0;49.0;10.0;2.0;39.0
530;Gezinshereniging;Mannen;Vestigingsjaar 1998;1999;100.0;37.0;12.0;1.0;49.0
531;Gezinshereniging;Mannen;Vestigingsjaar 1998;2000;100.0;43.0;10.0;1.0;46.0
532;Gezinshereniging;Mannen;Vestigingsjaar 1998;2001;100.0;46.0;9.0;2.0;44.0
533;Gezinshereniging;Mannen;Vestigingsjaar 1998;2002;100.0;45.0;9.0;2.0;44.0
534;Gezinshereniging;Mannen;Vestigingsjaar 1998;2003;100.0;46.0;10.0;2.0;43.0
535;Gezinshereniging;Mannen;Vestigingsjaar 1999;1999;100.0;28.0;11.0;1.0;60.0
536;Gezinshereniging;Mannen;Vestigingsjaar 1999;2000;100.0;42.0;11.0;1.0;46.0
537;Gezinshereniging;Mannen;Vestigingsjaar 1999;2001;100.0;44.0;11.0;2.0;43.0
538;Gezinshereniging;Mannen;Vestigingsjaar 1999;2002;100.0;44.0;11.0;2.0;43.0
539;Gezinshereniging;Mannen;Vestigingsjaar 1999;2003;100.0;45.0;11.0;2.0;42.0
540;Gezinshereniging;Mannen;Vestigingsjaar 2000;1999;;;;;
541;Gezinshereniging;Mannen;Vestigingsjaar 2000;2000;100.0;33.0;10.0;2.0;56.0
542;Gezinshereniging;Mannen;Vestigingsjaar 2000;2001;100.0;39.0;12.0;2.0;46.0
543;Gezinshereniging;Mannen;Vestigingsjaar 2000;2002;100.0;39.0;12.0;2.0;47.0
544;Gezinshereniging;Mannen;Vestigingsjaar 2000;2003;100.0;38.0;13.0;2.0;47.0
545;Gezinshereniging;Mannen;Vestigingsjaar 2001;1999;;;;;
546;Gezinshereniging;Mannen;Vestigingsjaar 2001;2000;;;;;
547;Gezinshereniging;Mannen;Vestigingsjaar 2001;2001;100.0;31.0;9.0;1.0;58.0
548;Gezinshereniging;Mannen;Vestigingsjaar 2001;2002;100.0;35.0;12.0;2.0;51.0
549;Gezinshereniging;Mannen;Vestigingsjaar 2001;2003;100.0;33.0;13.0;2.0;52.0
550;Gezinshereniging;Mannen;Vestigingsjaar 2002;1999;;;;;
551;Gezinshereniging;Mannen;Vestigingsjaar 2002;2000;;;;;
552;Gezinshereniging;Mannen;Vestigingsjaar 2002;2001;;;;;
553;Gezinshereniging;Mannen;Vestigingsjaar 2002;2002;100.0;31.0;11.0;2.0;57.0
554;Gezinshereniging;Mannen;Vestigingsjaar 2002;2003;100.0;35.0;14.0;2.0;49.0
555;Gezinshereniging;Mannen;Vestigingsjaar 2003;1999;;;;;
556;Gezinshereniging;Mannen;Vestigingsjaar 2003;2000;;;;;
557;Gezinshereniging;Mannen;Vestigingsjaar 2003;2001;;;;;
558;Gezinshereniging;Mannen;Vestigingsjaar 2003;2002;;;;;
559;Gezinshereniging;Mannen;Vestigingsjaar 2003;2003;100.0;34.0;16.0;2.0;48.0
560;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;1999;100.0;33.0;18.0;5.0;45.0
561;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;2000;100.0;36.0;17.0;6.0;41.0
562;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;2001;100.0;37.0;17.0;7.0;40.0
563;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;2002;100.0;38.0;17.0;8.0;37.0
564;Gezinshereniging;Vrouwen;Vestigingsjaar 1990;2003;100.0;37.0;18.0;8.0;37.0
565;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;1999;100.0;34.0;17.0;4.0;45.0
566;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;2000;100.0;36.0;16.0;5.0;42.0
567;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;2001;100.0;38.0;16.0;6.0;40.0
568;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;2002;100.0;39.0;17.0;7.0;37.0
569;Gezinshereniging;Vrouwen;Vestigingsjaar 1991;2003;100.0;38.0;18.0;7.0;37.0
570;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;1999;100.0;35.0;15.0;4.0;46.0
571;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;2000;100.0;38.0;15.0;5.0;43.0
572;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;2001;100.0;40.0;15.0;6.0;40.0
573;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;2002;100.0;39.0;16.0;6.0;39.0
574;Gezinshereniging;Vrouwen;Vestigingsjaar 1992;2003;100.0;39.0;17.0;6.0;37.0
575;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;1999;100.0;36.0;14.0;3.0;47.0
576;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;2000;100.0;38.0;13.0;3.0;45.0
577;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;2001;100.0;40.0;14.0;4.0;42.0
578;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;2002;100.0;41.0;14.0;5.0;40.0
579;Gezinshereniging;Vrouwen;Vestigingsjaar 1993;2003;100.0;40.0;16.0;6.0;39.0
580;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;1999;100.0;32.0;14.0;2.0;52.0
581;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;2000;100.0;35.0;13.0;3.0;49.0
582;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;2001;100.0;38.0;13.0;4.0;45.0
583;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;2002;100.0;39.0;13.0;4.0;44.0
584;Gezinshereniging;Vrouwen;Vestigingsjaar 1994;2003;100.0;38.0;15.0;4.0;42.0
585;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;1999;100.0;33.0;14.0;2.0;51.0
586;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;2000;100.0;38.0;14.0;2.0;46.0
587;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;2001;100.0;40.0;14.0;3.0;43.0
588;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;2002;100.0;40.0;15.0;4.0;41.0
589;Gezinshereniging;Vrouwen;Vestigingsjaar 1995;2003;100.0;39.0;16.0;5.0;41.0
590;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;1999;100.0;30.0;14.0;2.0;54.0
591;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;2000;100.0;35.0;14.0;2.0;49.0
592;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;2001;100.0;37.0;14.0;3.0;46.0
593;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;2002;100.0;37.0;15.0;4.0;44.0
594;Gezinshereniging;Vrouwen;Vestigingsjaar 1996;2003;100.0;36.0;16.0;4.0;44.0
595;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;1999;100.0;24.0;14.0;1.0;60.0
596;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;2000;100.0;30.0;15.0;2.0;54.0
597;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;2001;100.0;33.0;15.0;2.0;50.0
598;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;2002;100.0;34.0;15.0;2.0;48.0
599;Gezinshereniging;Vrouwen;Vestigingsjaar 1997;2003;100.0;33.0;17.0;3.0;47.0
600;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;1999;100.0;20.0;13.0;1.0;66.0
601;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;2000;100.0;26.0;13.0;1.0;59.0
602;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;2001;100.0;29.0;14.0;1.0;56.0
603;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;2002;100.0;32.0;14.0;2.0;52.0
604;Gezinshereniging;Vrouwen;Vestigingsjaar 1998;2003;100.0;32.0;15.0;2.0;50.0
605;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;1999;100.0;12.0;7.0;0.0;80.0
606;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;2000;100.0;22.0;11.0;1.0;66.0
607;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;2001;100.0;26.0;11.0;1.0;62.0
608;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;2002;100.0;29.0;12.0;1.0;58.0
609;Gezinshereniging;Vrouwen;Vestigingsjaar 1999;2003;100.0;29.0;14.0;2.0;55.0
610;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;1999;;;;;
611;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;2000;100.0;15.0;6.0;1.0;78.0
612;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;2001;100.0;24.0;9.0;1.0;66.0
613;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;2002;100.0;26.0;11.0;1.0;62.0
614;Gezinshereniging;Vrouwen;Vestigingsjaar 2000;2003;100.0;27.0;13.0;1.0;59.0
615;Gezinshereniging;Vrouwen;Vestigingsjaar 2001;1999;;;;;
616;Gezinshereniging;Vrouwen;Vestigingsjaar 2001;2000;;;;;
617;Gezinshereniging;Vrouwen;Vestigingsjaar 2001;2001;100.0;15.0;8.0;1.0;76.0
618;Gezinshereniging;Vrouwen;Vestigingsjaar 2001;2002;100.0;22.0;11.0;1.0;66.0
619;Gezinshereniging;Vrouwen;Vestigingsjaar 2001;2003;100.0;23.0;13.0;1.0;63.0
620;Gezinshereniging;Vrouwen;Vestigingsjaar 2002;1999;;;;;
621;Gezinshereniging;Vrouwen;Vestigingsjaar 2002;2000;;;;;
622;Gezinshereniging;Vrouwen;Vestigingsjaar 2002;2001;;;;;
623;Gezinshereniging;Vrouwen;Vestigingsjaar 2002;2002;100.0;16.0;7.0;1.0;77.0
624;Gezinshereniging;Vrouwen;Vestigingsjaar 2002;2003;100.0;22.0;11.0;0.0;67.0
625;Gezinshereniging;Vrouwen;Vestigingsjaar 2003;1999;;;;;
626;Gezinshereniging;Vrouwen;Vestigingsjaar 2003;2000;;;;;
627;Gezinshereniging;Vrouwen;Vestigingsjaar 2003;2001;;;;;
628;Gezinshereniging;Vrouwen;Vestigingsjaar 2003;2002;;;;;
629;Gezinshereniging;Vrouwen;Vestigingsjaar 2003;2003;100.0;18.0;9.0;1.0;72.0
630;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;51.0;18.0;5.0;26.0
631;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;53.0;17.0;5.0;24.0
632;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;54.0;16.0;7.0;24.0
633;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;54.0;16.0;7.0;23.0
634;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;53.0;17.0;8.0;22.0
635;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;53.0;17.0;3.0;27.0
636;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;55.0;16.0;4.0;25.0
637;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;56.0;15.0;5.0;23.0
638;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;56.0;16.0;6.0;23.0
639;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;55.0;16.0;7.0;21.0
640;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;54.0;16.0;3.0;27.0
641;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;57.0;15.0;4.0;25.0
642;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;57.0;14.0;5.0;23.0
643;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;57.0;15.0;6.0;22.0
644;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;55.0;16.0;6.0;22.0
645;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;56.0;14.0;3.0;27.0
646;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;58.0;14.0;4.0;24.0
647;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;58.0;14.0;5.0;23.0
648;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;58.0;15.0;5.0;22.0
649;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;56.0;17.0;6.0;21.0
650;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;56.0;13.0;2.0;29.0
651;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;58.0;12.0;3.0;26.0
652;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;58.0;13.0;4.0;25.0
653;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;58.0;14.0;5.0;23.0
654;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;56.0;16.0;5.0;23.0
655;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;58.0;11.0;2.0;29.0
656;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;60.0;11.0;3.0;25.0
657;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;61.0;12.0;4.0;24.0
658;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;60.0;13.0;5.0;23.0
659;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;57.0;15.0;6.0;22.0
660;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;57.0;10.0;2.0;32.0
661;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;60.0;10.0;3.0;27.0
662;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;61.0;11.0;3.0;25.0
663;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;60.0;12.0;4.0;23.0
664;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;58.0;15.0;4.0;23.0
665;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;55.0;9.0;1.0;36.0
666;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;60.0;9.0;2.0;29.0
667;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;61.0;10.0;3.0;26.0
668;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;61.0;11.0;4.0;25.0
669;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;58.0;14.0;4.0;24.0
670;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;48.0;7.0;1.0;44.0
671;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;57.0;8.0;1.0;34.0
672;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;60.0;8.0;2.0;30.0
673;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;61.0;9.0;3.0;27.0
674;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;59.0;12.0;3.0;25.0
675;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;30.0;4.0;1.0;65.0
676;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;53.0;6.0;1.0;40.0
677;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;57.0;7.0;1.0;35.0
678;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;58.0;8.0;2.0;31.0
679;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;57.0;11.0;2.0;30.0
680;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
681;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;33.0;3.0;0.0;63.0
682;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;54.0;5.0;1.0;39.0
683;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;58.0;7.0;1.0;34.0
684;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;58.0;9.0;2.0;31.0
685;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
686;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
687;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;28.0;3.0;1.0;68.0
688;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;48.0;6.0;1.0;45.0
689;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;51.0;8.0;1.0;40.0
690;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
691;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
692;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
693;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;28.0;4.0;0.0;68.0
694;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;44.0;7.0;1.0;48.0
695;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
696;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
697;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
698;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
699;Gezinsvorming;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;27.0;5.0;1.0;67.0
700;Gezinsvorming;Mannen;Vestigingsjaar 1990;1999;100.0;71.0;14.0;5.0;10.0
701;Gezinsvorming;Mannen;Vestigingsjaar 1990;2000;100.0;73.0;14.0;5.0;8.0
702;Gezinsvorming;Mannen;Vestigingsjaar 1990;2001;100.0;76.0;12.0;6.0;6.0
703;Gezinsvorming;Mannen;Vestigingsjaar 1990;2002;100.0;73.0;12.0;8.0;7.0
704;Gezinsvorming;Mannen;Vestigingsjaar 1990;2003;100.0;71.0;13.0;8.0;7.0
705;Gezinsvorming;Mannen;Vestigingsjaar 1991;1999;100.0;72.0;15.0;3.0;10.0
706;Gezinsvorming;Mannen;Vestigingsjaar 1991;2000;100.0;74.0;13.0;4.0;9.0
707;Gezinsvorming;Mannen;Vestigingsjaar 1991;2001;100.0;74.0;12.0;6.0;8.0
708;Gezinsvorming;Mannen;Vestigingsjaar 1991;2002;100.0;74.0;12.0;6.0;8.0
709;Gezinsvorming;Mannen;Vestigingsjaar 1991;2003;100.0;71.0;15.0;7.0;7.0
710;Gezinsvorming;Mannen;Vestigingsjaar 1992;1999;100.0;72.0;15.0;3.0;10.0
711;Gezinsvorming;Mannen;Vestigingsjaar 1992;2000;100.0;74.0;13.0;4.0;9.0
712;Gezinsvorming;Mannen;Vestigingsjaar 1992;2001;100.0;76.0;11.0;5.0;8.0
713;Gezinsvorming;Mannen;Vestigingsjaar 1992;2002;100.0;75.0;12.0;6.0;8.0
714;Gezinsvorming;Mannen;Vestigingsjaar 1992;2003;100.0;73.0;14.0;6.0;7.0
715;Gezinsvorming;Mannen;Vestigingsjaar 1993;1999;100.0;74.0;13.0;3.0;10.0
716;Gezinsvorming;Mannen;Vestigingsjaar 1993;2000;100.0;76.0;12.0;3.0;9.0
717;Gezinsvorming;Mannen;Vestigingsjaar 1993;2001;100.0;77.0;12.0;4.0;8.0
718;Gezinsvorming;Mannen;Vestigingsjaar 1993;2002;100.0;76.0;13.0;4.0;8.0
719;Gezinsvorming;Mannen;Vestigingsjaar 1993;2003;100.0;73.0;15.0;5.0;7.0
720;Gezinsvorming;Mannen;Vestigingsjaar 1994;1999;100.0;75.0;12.0;3.0;10.0
721;Gezinsvorming;Mannen;Vestigingsjaar 1994;2000;100.0;77.0;11.0;4.0;9.0
722;Gezinsvorming;Mannen;Vestigingsjaar 1994;2001;100.0;78.0;11.0;4.0;8.0
723;Gezinsvorming;Mannen;Vestigingsjaar 1994;2002;100.0;76.0;11.0;5.0;8.0
724;Gezinsvorming;Mannen;Vestigingsjaar 1994;2003;100.0;74.0;14.0;5.0;7.0
725;Gezinsvorming;Mannen;Vestigingsjaar 1995;1999;100.0;76.0;11.0;3.0;10.0
726;Gezinsvorming;Mannen;Vestigingsjaar 1995;2000;100.0;78.0;11.0;3.0;9.0
727;Gezinsvorming;Mannen;Vestigingsjaar 1995;2001;100.0;78.0;11.0;4.0;8.0
728;Gezinsvorming;Mannen;Vestigingsjaar 1995;2002;100.0;75.0;12.0;5.0;8.0
729;Gezinsvorming;Mannen;Vestigingsjaar 1995;2003;100.0;71.0;15.0;6.0;8.0
730;Gezinsvorming;Mannen;Vestigingsjaar 1996;1999;100.0;74.0;10.0;2.0;14.0
731;Gezinsvorming;Mannen;Vestigingsjaar 1996;2000;100.0;77.0;10.0;3.0;10.0
732;Gezinsvorming;Mannen;Vestigingsjaar 1996;2001;100.0;79.0;9.0;3.0;8.0
733;Gezinsvorming;Mannen;Vestigingsjaar 1996;2002;100.0;77.0;11.0;4.0;8.0
734;Gezinsvorming;Mannen;Vestigingsjaar 1996;2003;100.0;74.0;14.0;4.0;7.0
735;Gezinsvorming;Mannen;Vestigingsjaar 1997;1999;100.0;70.0;10.0;1.0;19.0
736;Gezinsvorming;Mannen;Vestigingsjaar 1997;2000;100.0;75.0;9.0;2.0;14.0
737;Gezinsvorming;Mannen;Vestigingsjaar 1997;2001;100.0;77.0;9.0;3.0;11.0
738;Gezinsvorming;Mannen;Vestigingsjaar 1997;2002;100.0;76.0;10.0;3.0;10.0
739;Gezinsvorming;Mannen;Vestigingsjaar 1997;2003;100.0;73.0;13.0;4.0;9.0
740;Gezinsvorming;Mannen;Vestigingsjaar 1998;1999;100.0;64.0;8.0;1.0;27.0
741;Gezinsvorming;Mannen;Vestigingsjaar 1998;2000;100.0;72.0;9.0;1.0;18.0
742;Gezinsvorming;Mannen;Vestigingsjaar 1998;2001;100.0;75.0;9.0;2.0;14.0
743;Gezinsvorming;Mannen;Vestigingsjaar 1998;2002;100.0;76.0;9.0;3.0;12.0
744;Gezinsvorming;Mannen;Vestigingsjaar 1998;2003;100.0;73.0;12.0;3.0;11.0
745;Gezinsvorming;Mannen;Vestigingsjaar 1999;1999;100.0;50.0;7.0;1.0;42.0
746;Gezinsvorming;Mannen;Vestigingsjaar 1999;2000;100.0;76.0;8.0;1.0;15.0
747;Gezinsvorming;Mannen;Vestigingsjaar 1999;2001;100.0;78.0;8.0;2.0;13.0
748;Gezinsvorming;Mannen;Vestigingsjaar 1999;2002;100.0;79.0;9.0;2.0;10.0
749;Gezinsvorming;Mannen;Vestigingsjaar 1999;2003;100.0;77.0;11.0;3.0;9.0
750;Gezinsvorming;Mannen;Vestigingsjaar 2000;1999;;;;;
751;Gezinsvorming;Mannen;Vestigingsjaar 2000;2000;100.0;55.0;4.0;1.0;39.0
752;Gezinsvorming;Mannen;Vestigingsjaar 2000;2001;100.0;79.0;6.0;1.0;13.0
753;Gezinsvorming;Mannen;Vestigingsjaar 2000;2002;100.0;80.0;7.0;1.0;12.0
754;Gezinsvorming;Mannen;Vestigingsjaar 2000;2003;100.0;77.0;10.0;2.0;11.0
755;Gezinsvorming;Mannen;Vestigingsjaar 2001;1999;;;;;
756;Gezinsvorming;Mannen;Vestigingsjaar 2001;2000;;;;;
757;Gezinsvorming;Mannen;Vestigingsjaar 2001;2001;100.0;49.0;5.0;1.0;45.0
758;Gezinsvorming;Mannen;Vestigingsjaar 2001;2002;100.0;74.0;7.0;1.0;17.0
759;Gezinsvorming;Mannen;Vestigingsjaar 2001;2003;100.0;75.0;9.0;1.0;14.0
760;Gezinsvorming;Mannen;Vestigingsjaar 2002;1999;;;;;
761;Gezinsvorming;Mannen;Vestigingsjaar 2002;2000;;;;;
762;Gezinsvorming;Mannen;Vestigingsjaar 2002;2001;;;;;
763;Gezinsvorming;Mannen;Vestigingsjaar 2002;2002;100.0;48.0;6.0;1.0;46.0
764;Gezinsvorming;Mannen;Vestigingsjaar 2002;2003;100.0;70.0;9.0;1.0;20.0
765;Gezinsvorming;Mannen;Vestigingsjaar 2003;1999;;;;;
766;Gezinsvorming;Mannen;Vestigingsjaar 2003;2000;;;;;
767;Gezinsvorming;Mannen;Vestigingsjaar 2003;2001;;;;;
768;Gezinsvorming;Mannen;Vestigingsjaar 2003;2002;;;;;
769;Gezinsvorming;Mannen;Vestigingsjaar 2003;2003;100.0;48.0;8.0;1.0;43.0
770;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;1999;100.0;40.0;20.0;4.0;36.0
771;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;2000;100.0;41.0;19.0;5.0;34.0
772;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;2001;100.0;41.0;18.0;7.0;34.0
773;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;2002;100.0;42.0;18.0;7.0;33.0
774;Gezinsvorming;Vrouwen;Vestigingsjaar 1990;2003;100.0;42.0;19.0;7.0;31.0
775;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;1999;100.0;42.0;18.0;4.0;37.0
776;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;2000;100.0;43.0;17.0;4.0;35.0
777;Gezinsvorming;Vrouwen;Vestigingsjaar 1991;2001;100.0;45.0;17.0;5.0;33.0
