ID;RegioS;BevolkingUltimo2002_1;PersonenMet52WekenInkomen_2;PersonenMet52WkInkomenBevolking_3;PerInwoner_4;RangnummerInkomenPerInwoner_5;PerPersoonMet52WekenInkomen_6;RangnummerInkomenPersMet52WkInk_7
427;Middelburg (Z.);46.2;30.8;67;12.1;259;17.4;270
428;Giessenlanden;14.3;9.1;63;12.5;168;19.1;87
429;Graafstroom;9.7;5.8;60;11.9;295;19.1;85
430;Liesveld;9.7;5.8;60;11.5;372;18.6;122
431;Reimerswaal;20.8;12.9;62;11.0;444;17.1;331
432;Zederik;13.6;8.5;63;11.7;329;17.9;182
433;Wûnseradiel;11.9;7.5;63;10.7;470;16.4;416
434;Terneuzen;55.5;36.5;66;12.3;207;17.5;251
435;Tholen;24.0;14.6;61;10.6;473;16.6;384
436;Veere;22.1;14.2;65;12.0;283;17.8;200
437;Vlissingen;45.2;30.5;67;11.9;289;16.9;356
438;Lingewaal;10.7;6.7;63;11.9;286;18.2;151
439;De Ronde Venen;34.5;22.7;66;13.6;60;20.2;40
440;Tytsjerksteradiel;31.7;20.6;65;11.6;361;17.2;304
441;Aalburg;12.1;7.3;60;11.0;454;17.6;237
442;Asten;16.1;10.7;66;11.8;313;17.2;309
443;Baarle-Nassau;6.5;4.6;70;12.1;258;16.2;430
444;Bergen op Zoom;66.0;44.3;67;12.2;235;17.3;287
445;Best;28.2;18.7;66;12.6;148;18.4;133
446;Boekel;9.4;6.2;67;11.0;453;16.0;460
447;Boxmeer;29.4;19.7;67;12.0;266;17.3;293
448;Boxtel;29.5;20.0;68;12.2;233;17.3;277
449;Breda;164.4;112.4;68;12.9;104;18.1;158
450;Deurne;32.1;21.4;67;11.6;364;16.8;367
451;Pekela;13.6;8.9;65;10.5;480;15.3;487
452;Dongen;25.1;17.1;68;12.3;211;17.5;247
453;Eersel;18.4;12.2;66;12.6;134;18.5;127
454;Eindhoven;206.1;142.4;69;12.5;155;17.3;286
455;Etten-Leur;39.4;26.3;67;12.2;221;17.6;228
456;Geertruidenberg;20.9;14.5;70;12.4;189;17.3;292
457;Geldrop;27.9;18.8;67;12.5;159;17.9;191
458;Gilze en Rijen;24.9;16.8;68;11.9;303;17.0;339
459;Goirle;22.5;15.6;69;12.9;115;18.0;172
460;Grave;12.7;8.5;67;11.6;357;16.7;371
461;Haaren;14.0;9.4;67;12.3;203;17.9;190
462;Helmond;84.2;56.4;67;11.6;350;16.7;380
463;'s-Hertogenbosch;132.5;91.8;69;12.9;113;17.9;196
464;Heusden;43.2;28.3;66;12.1;248;17.8;202
465;Hilvarenbeek;14.9;9.9;67;12.2;228;17.7;219
466;Lith;6.8;4.4;65;11.1;438;16.5;399
467;Loon op Zand;23.0;15.7;69;12.3;196;17.4;265
468;Mierlo;10.2;6.6;65;12.3;191;18.4;139
469;Mill en Sint Hubert;11.1;7.5;67;11.2;428;16.0;457
470;Nuenen, Gerwen en Nederwetten;23.5;15.3;65;13.8;46;20.7;27
471;Oirschot;17.8;12.0;67;12.3;202;17.8;198
472;Oisterwijk;25.6;17.4;68;13.3;76;18.9;98
473;Oosterhout;53.1;36.1;68;12.6;147;17.9;187
474;Oss;76.2;51.1;67;12.0;276;17.2;301
475;Rucphen;22.6;15.6;69;11.9;298;16.6;396
476;Schijndel;23.4;15.9;68;12.0;272;17.0;332
477;Sint-Michielsgestel;28.0;18.6;67;12.4;181;18.1;169
478;Sint-Oedenrode;17.0;11.4;67;12.1;251;17.4;271
479;Someren;18.4;11.9;65;11.3;406;16.8;364
480;Son en Breugel;15.0;10.0;66;13.9;43;20.3;38
481;Steenbergen;23.4;15.6;67;12.2;226;17.6;235
482;Waterland;17.2;11.8;69;14.2;34;20.1;41
483;Tilburg;197.9;136.1;69;11.9;300;16.6;389
484;Uden;40.1;26.8;67;12.3;206;17.7;227
485;Valkenswaard;31.1;21.0;68;12.5;175;17.7;218
486;Veghel;36.5;24.2;66;11.9;297;17.3;278
487;Veldhoven;42.8;28.8;67;12.6;145;18.1;160
488;Vught;25.3;17.1;68;13.9;45;19.9;48
489;Waalre;16.3;10.7;65;14.4;26;21.3;21
490;Waalwijk;45.6;30.9;68;12.1;246;17.2;303
491;Werkendam;26.4;16.9;64;11.8;307;17.9;197
492;Woensdrecht;21.6;14.0;65;12.2;232;17.1;327
493;Woudrichem;14.4;9.3;65;12.0;274;17.9;184
494;Zundert;20.4;13.8;68;12.1;256;17.3;289
495;Wormerland;15.5;10.6;68;12.9;107;18.4;134
496;Onderbanken;8.4;5.5;65;11.4;391;16.6;394
497;Landgraaf;40.1;27.1;68;11.8;324;16.1;447
498;Arcen en Velden;8.9;6.0;68;12.1;243;16.7;379
499;Beek (L.);17.1;11.4;67;12.6;152;18.0;178
500;Beesel;13.5;9.0;67;11.5;375;16.5;407
501;Bergen (L.);13.5;8.8;65;11.5;377;16.3;423
502;Brunssum;29.9;20.5;69;11.5;388;15.8;468
503;Eijsden;11.9;8.0;67;12.3;193;17.8;212
504;Gennep;16.9;11.6;69;11.8;312;16.4;414
505;Haelen;10.1;6.8;68;12.7;124;18.0;175
506;Heerlen;94.0;64.7;69;11.8;326;16.0;458
507;Helden;19.5;13.2;68;11.5;386;16.3;425
508;Heythuysen;12.1;8.2;68;12.1;250;17.2;313
509;Hunsel;6.2;4.0;65;11.6;366;17.1;325
510;Kerkrade;50.3;32.6;65;11.7;333;15.5;484
511;Kessel;4.2;2.9;69;11.7;328;16.2;438
512;Maasbracht;13.7;9.3;68;12.0;269;17.1;328
513;Maasbree;12.9;8.6;67;11.8;319;17.0;338
514;Maastricht;122.0;84.5;69;12.0;284;16.4;412
515;Margraten;13.6;8.9;66;12.5;176;18.1;162
516;Meerssen;20.0;13.7;68;12.9;102;18.3;147
517;Meijel;5.8;4.0;69;11.7;335;16.5;405
518;Mook en Middelaar;8.0;5.5;68;13.5;65;19.3;78
519;Nederweert;16.1;10.8;67;11.6;358;16.7;375
520;Nuth;16.4;11.3;69;12.6;139;17.6;240
521;Roermond;45.3;30.3;67;12.1;245;17.0;341
522;Schinnen;13.6;9.1;67;12.5;170;17.8;206
523;Sevenum;7.3;5.0;69;12.1;257;16.9;355
524;Simpelveld;11.4;7.5;65;12.0;264;16.5;404
525;Stein (L.);26.6;18.1;68;12.2;223;17.1;329
526;Swalmen;8.7;5.8;67;11.6;359;16.1;442
527;Thorn;2.5;1.8;71;12.6;143;17.0;345
528;Vaals;10.6;5.5;52;12.2;222;15.7;475
529;Venlo;91.8;62.0;68;11.7;332;16.2;437
530;Venray;39.1;26.4;68;11.6;360;16.5;402
531;Voerendaal;13.1;8.8;67;12.9;114;18.4;138
532;Weert;48.8;33.0;68;12.3;210;17.4;275
533;Meerlo-Wanssum;7.7;5.2;67;11.7;338;16.7;376
534;Valkenburg a/d Geul;17.9;12.4;69;12.5;153;17.3;280
535;Lelystad;68.6;44.9;66;11.7;341;17.0;336
536;Horst aan de Maas;28.7;19.1;67;11.8;308;16.9;351
537;Eemsmond;17.2;10.8;63;10.7;471;16.2;440
538;Gemert-Bakel;27.8;18.6;67;11.3;402;16.4;419
539;Halderberge;29.7;20.0;67;12.2;231;17.4;266
540;Heeze-Leende;15.4;10.2;67;12.9;110;18.6;120
541;Laarbeek;21.6;14.3;66;11.9;285;17.4;264
542;Reiderland;7.1;4.9;69;10.3;484;14.5;489
543;De Marne;11.2;7.3;65;11.3;403;16.6;395
544;Zevenhuizen-Moerkapelle;10.2;6.5;64;12.3;197;18.5;124
545;Reusel-De Mierden;12.4;8.4;68;11.6;354;16.4;411
546;Roerdalen;10.6;7.0;66;12.4;188;17.2;307
547;Roggel en Neer;8.4;5.6;66;11.8;317;17.3;291
548;Maasdonk;11.4;7.4;65;11.8;315;17.6;238
549;Rijnwoude;19.0;12.4;65;12.8;123;18.8;101
550;Liemeer;6.7;4.5;68;12.2;230;17.5;250
551;Roosendaal;78.1;51.8;66;12.0;263;17.4;272
552;Schouwen-Duiveland;34.5;23.4;68;12.3;194;17.5;255
553;Ambt Montfort;11.0;7.3;67;11.9;293;16.6;387
554;Aa en Hunze;25.3;17.0;67;12.3;204;17.7;221
555;Borger-Odoorn;26.4;17.4;66;11.2;427;16.2;433
556;Cuijk;24.3;16.3;67;11.5;384;16.5;401
557;Landerd;14.7;9.8;67;11.6;367;16.7;373
558;De Wolden;24.0;15.8;66;11.6;343;17.2;316
559;Noord-Beveland;7.1;5.0;70;12.6;136;17.3;284
560;Wijdemeren;23.2;15.9;68;14.1;37;20.1;42
561;Noordenveld;31.9;21.4;67;12.5;165;18.1;161
562;Twenterand;33.4;20.9;63;10.3;485;15.9;466
563;Westerveld;19.1;12.8;67;12.0;273;17.4;274
564;Sint Anthonis;11.8;7.9;67;11.2;414;16.3;424
565;Lingewaard;42.5;28.7;68;12.1;253;17.3;295
566;Cranendonck;20.3;13.5;66;12.5;171;18.1;166
567;Steenwijkerland;42.4;27.5;65;11.0;451;16.3;427
568;Moerdijk;36.6;24.3;67;12.2;216;17.8;210
569;Echt-Susteren;32.1;22.1;69;12.1;254;16.8;363
570;Sluis;24.8;17.2;69;12.3;205;16.8;361
571;Drimmelen;26.7;17.9;67;12.4;187;17.9;193
572;Bernheze;28.8;18.9;65;11.9;306;17.5;243
573;Ferwerderadiel;9.0;5.8;64;10.4;483;15.4;485
574;Alphen-Chaam;9.4;6.3;67;12.6;151;18.2;155
575;Bergeijk;18.1;12.0;66;12.2;237;17.7;216
576;Bladel;19.1;12.9;67;11.9;304;17.0;343
577;Gulpen-Wittem;15.3;10.1;66;12.1;249;17.1;330
578;Tynaarlo;32.0;21.5;67;13.1;87;19.0;93
579;Midden-Drenthe;32.8;22.2;68;11.3;409;16.1;443
580;Overbetuwe;40.6;26.4;65;11.9;296;17.7;215
581;Hof van Twente;35.0;23.8;68;12.2;229;17.4;269
582;Olst-Wijhe;17.0;11.5;68;11.3;408;16.2;432
583;Dinkelland;26.0;16.9;65;11.3;410;16.5;398
584;Sittard-Geleen;97.8;66.3;68;12.2;227;17.2;299
585;Zwartewaterland;22.2;13.3;60;10.6;478;17.0;340
586;Leidschendam-Voorburg;73.7;51.6;70;14.7;23;20.5;30
587;Pijnacker-Nootdorp;35.9;22.9;64;12.9;103;19.7;58
588;Heel;8.4;5.9;71;12.2;219;16.8;366
589;Menterwolde;12.7;8.3;66;10.6;474;15.6;481
