ID;RegioS;Perioden;TotaalUitgesprokenSchuldsaneringen_1;DirectDefinitief_2;NaVoorafgaandeVoorlopigeToepassing_3;NatuurlijkePersonenTotaal_4;NatuurlijkePersonenMetBedrijf_5;NatuurlijkePersonenZonderBedrijf_6;TotaalUitgesprokenSchuldsaneringen_7;TotaalBeeindigd_8;BeeindigdDoorSchoneLei_9;BeeindigdDoorAkkoord_10;BeeindigdDoorFaillissement_11;OverigeBeeindigingen_12;NogNietBeeindigd_13;TotaalUitgesprokenSchuldsaneringen_14;JongerDan25Jaar_15;k_25Tot35Jaar_16;k_35Tot45Jaar_17;k_45Tot55Jaar_18;k_55Tot65Jaar_19;k_65JaarEnOuder_20;Onbekend_21
605;Friesland (PV);2006 1e kwartaal;71;67;4.0;71;24;47;71;71;53;9;3;6;0;71;4;27;25;7;8;0;0
606;Friesland (PV);2006 2e kwartaal;97;91;6.0;97;35;62;97;97;61;21;7;8;0;97;3;35;27;17;14;1;0
607;Friesland (PV);2006 3e kwartaal;61;56;5.0;61;25;36;61;61;41;8;6;6;0;61;1;13;17;15;14;1;0
608;Friesland (PV);2006 4e kwartaal;70;61;9.0;70;28;42;70;70;48;11;4;7;0;70;7;21;28;6;8;0;0
609;Friesland (PV);2006;299;275;24.0;299;112;187;299;299;203;49;20;27;0;299;15;96;97;45;44;2;0
610;Friesland (PV);2007 1e kwartaal;65;59;6.0;65;31;34;65;65;39;16;1;9;0;65;4;17;19;21;2;2;0
611;Friesland (PV);2007 2e kwartaal;63;61;2.0;63;31;32;63;63;45;11;2;5;0;63;3;16;13;19;7;5;0
612;Friesland (PV);2007 3e kwartaal;70;66;4.0;70;26;44;70;70;54;6;4;6;0;70;1;20;25;19;5;0;0
613;Friesland (PV);2007 4e kwartaal;71;67;4.0;71;23;48;71;71;53;12;6;0;0;71;0;20;25;23;3;0;0
614;Friesland (PV);2007;269;253;16.0;269;111;158;269;269;191;45;13;20;0;269;8;73;82;82;17;7;0
615;Friesland (PV);2008 1e kwartaal;58;58;;58;27;31;58;58;34;16;4;4;0;58;4;18;18;12;4;2;0
616;Friesland (PV);2008 2e kwartaal;69;69;;69;30;39;69;69;46;18;0;5;0;69;2;13;26;16;8;4;0
617;Friesland (PV);2008 3e kwartaal;72;72;;72;35;37;72;72;47;24;0;1;0;72;3;20;26;15;8;0;0
618;Friesland (PV);2008 4e kwartaal;82;82;;82;39;43;82;82;56;15;3;8;0;82;1;18;35;18;9;1;0
619;Friesland (PV);2008;281;281;;281;131;150;281;281;183;73;7;18;0;281;10;69;105;61;29;7;0
620;Friesland (PV);2009 1e kwartaal;108;108;;108;40;68;108;108;74;20;5;9;0;108;5;26;37;25;12;3;0
621;Friesland (PV);2009 2e kwartaal;113;113;;113;62;51;113;113;70;37;0;6;0;113;2;25;48;28;7;3;0
622;Friesland (PV);2009 3e kwartaal;102;102;;102;39;63;102;102;71;23;0;8;0;102;6;25;43;21;7;0;0
623;Friesland (PV);2009 4e kwartaal;110;110;;110;61;49;110;110;76;20;5;9;0;110;2;25;33;34;12;4;0
624;Friesland (PV);2009;433;433;;433;202;231;433;433;291;100;10;32;0;433;15;101;161;108;38;10;0
625;Friesland (PV);2010 1e kwartaal;118;118;;118;57;61;118;118;94;14;1;9;0;118;3;32;39;31;12;1;0
626;Friesland (PV);2010 2e kwartaal;86;86;;86;45;41;86;86;60;14;2;10;0;86;1;19;33;25;5;3;0
627;Friesland (PV);2010 3e kwartaal;94;94;;94;46;48;94;94;67;13;1;13;0;94;4;28;34;21;6;1;0
628;Friesland (PV);2010 4e kwartaal;127;127;;127;61;66;127;127;95;24;2;6;0;127;7;29;43;30;17;1;0
629;Friesland (PV);2010;425;425;;425;209;216;425;425;316;65;6;38;0;425;15;108;149;107;40;6;0
630;Friesland (PV);2011 1e kwartaal;181;181;;181;64;117;181;181;150;16;2;13;0;181;5;53;59;50;11;3;0
631;Friesland (PV);2011 2e kwartaal;217;217;;217;55;162;217;217;178;18;4;17;0;217;9;58;77;43;26;4;0
632;Friesland (PV);2011 3e kwartaal;170;170;;170;41;129;170;170;145;8;1;16;0;170;6;38;65;42;16;3;0
633;Friesland (PV);2011 4e kwartaal;178;178;;178;44;134;178;178;152;7;3;16;0;178;11;35;61;54;14;3;0
634;Friesland (PV);2011;746;746;;746;204;542;746;746;625;49;10;62;0;746;31;184;262;189;67;13;0
635;Friesland (PV);2012 1e kwartaal;231;231;;231;58;173;231;231;189;13;5;24;0;231;7;53;78;62;28;3;0
636;Friesland (PV);2012 2e kwartaal;173;173;;173;44;129;173;173;135;17;2;19;0;173;5;44;50;54;17;3;0
637;Friesland (PV);2012 3e kwartaal;185;185;;185;61;124;185;185;155;11;1;18;0;185;5;42;57;56;21;4;0
638;Friesland (PV);2012 4e kwartaal;192;192;;192;47;145;192;192;149;28;2;13;0;192;6;45;63;48;22;8;0
639;Friesland (PV);2012;781;781;;781;210;571;781;781;628;69;10;74;0;781;23;184;248;220;88;18;0
640;Friesland (PV);2013 1e kwartaal;254;254;;254;75;179;254;253;209;18;6;20;1;254;9;61;93;58;27;6;0
641;Friesland (PV);2013 2e kwartaal;201;201;;201;49;152;201;198;172;3;3;20;3;201;9;55;54;42;36;5;0
642;Friesland (PV);2013 3e kwartaal;211;211;;211;62;149;211;208;158;22;5;23;3;211;2;53;68;56;23;9;0
643;Friesland (PV);2013 4e kwartaal;172;172;;172;51;121;172;169;145;11;3;10;3;172;7;25;62;54;21;3;0
644;Friesland (PV);2013;838;838;;838;237;601;838;828;684;54;17;73;10;838;27;194;277;210;107;23;0
645;Friesland (PV);2014 1e kwartaal;314;314;;314;63;251;314;306;248;19;7;32;8;314;4;66;100;86;47;11;0
646;Friesland (PV);2014 2e kwartaal;289;289;;289;79;210;289;268;214;33;2;19;21;289;8;69;90;85;35;2;0
647;Friesland (PV);2014 3e kwartaal;238;238;;238;51;187;238;213;174;18;3;18;25;238;12;45;64;76;31;10;0
648;Friesland (PV);2014 4e kwartaal;219;219;;219;52;167;219;118;89;15;2;12;101;219;7;53;60;58;36;5;0
649;Friesland (PV);2014;1060;1060;;1060;245;815;1060;905;725;85;14;81;155;1060;31;233;314;305;149;28;0
650;Friesland (PV);2015 1e kwartaal;245;245;;245;61;184;245;74;28;17;3;26;171;245;8;54;80;69;32;2;0
651;Friesland (PV);2015 2e kwartaal;188;188;;188;47;141;188;51;19;15;1;16;137;188;7;42;59;50;25;5;0
652;Friesland (PV);2015 3e kwartaal;173;173;;173;42;131;173;48;14;18;2;14;125;173;7;33;59;43;25;6;0
653;Friesland (PV);2015 4e kwartaal;176;176;;176;48;128;176;35;15;8;2;10;141;176;2;46;45;54;22;7;0
654;Friesland (PV);2015;782;782;;782;198;584;782;208;76;58;8;66;574;782;24;175;243;216;104;20;0
655;Friesland (PV);2016 1e kwartaal;144;144;;144;53;91;144;22;8;7;0;7;122;144;3;21;36;58;21;5;0
656;Friesland (PV);2016 2e kwartaal;120;120;;120;33;87;120;18;8;6;0;4;102;120;3;38;33;29;14;3;0
657;Friesland (PV);2016 3e kwartaal;104;104;;104;31;73;104;8;4;3;0;1;96;104;2;14;29;45;11;3;0
658;Friesland (PV);2016 4e kwartaal;104;104;;104;25;79;104;7;2;1;0;4;97;104;3;21;25;32;17;6;0
659;Friesland (PV);2016;472;472;;472;142;330;472;55;22;17;0;16;417;472;11;94;123;164;63;17;0
660;Friesland (PV);2017 1e kwartaal;86;86;;86;23;63;86;3;0;1;0;2;83;86;1;17;25;29;13;1;0
661;Friesland (PV);2017 2e kwartaal;111;111;;111;23;88;111;2;0;2;0;0;109;111;1;30;35;24;18;3;0
662;Friesland (PV);2017 3e kwartaal;93;93;;93;21;72;93;3;0;0;0;3;90;93;4;13;30;31;14;1;0
663;Friesland (PV);2017 4e kwartaal;90;90;;90;20;70;90;0;0;0;0;0;90;90;3;25;24;27;7;4;0
664;Friesland (PV);2017;380;380;;380;87;293;380;8;0;3;0;5;372;380;9;85;114;111;52;9;0
665;Drenthe (PV);1999 1e kwartaal;14;14;0.0;14;4;10;14;14;9;0;3;2;0;14;0;0;9;4;1;0;0
666;Drenthe (PV);1999 2e kwartaal;28;19;9.0;28;8;20;28;28;19;1;5;3;0;28;0;15;8;5;0;0;0
667;Drenthe (PV);1999 3e kwartaal;35;33;2.0;35;4;31;35;35;28;2;3;2;0;35;0;16;13;5;1;0;0
668;Drenthe (PV);1999 4e kwartaal;79;74;5.0;79;11;68;79;79;49;2;17;11;0;79;5;32;27;10;5;0;0
669;Drenthe (PV);1999;156;140;16.0;156;27;129;156;156;105;5;28;18;0;156;5;63;57;24;7;0;0
670;Drenthe (PV);2000 1e kwartaal;87;80;7.0;87;18;69;87;87;57;2;20;8;0;87;8;18;34;18;8;1;0
671;Drenthe (PV);2000 2e kwartaal;79;69;10.0;79;21;58;79;79;60;2;10;7;0;79;6;29;30;9;2;3;0
672;Drenthe (PV);2000 3e kwartaal;63;49;14.0;63;17;46;63;63;42;1;15;5;0;63;8;16;25;10;3;1;0
673;Drenthe (PV);2000 4e kwartaal;58;56;2.0;58;9;49;58;58;34;2;9;13;0;58;6;12;22;11;6;1;0
674;Drenthe (PV);2000;287;254;33.0;287;65;222;287;287;193;7;54;33;0;287;28;75;111;48;19;6;0
675;Drenthe (PV);2001 1e kwartaal;66;53;13.0;66;18;48;66;66;38;3;11;14;0;66;4;21;18;16;4;3;0
676;Drenthe (PV);2001 2e kwartaal;95;90;5.0;95;9;86;95;95;60;2;10;23;0;95;6;21;41;16;10;1;0
677;Drenthe (PV);2001 3e kwartaal;113;103;10.0;113;26;87;113;113;56;2;17;38;0;113;6;41;43;14;8;1;0
678;Drenthe (PV);2001 4e kwartaal;86;78;8.0;86;27;59;86;86;46;3;15;22;0;86;6;27;30;18;5;0;0
679;Drenthe (PV);2001;360;324;36.0;360;80;280;360;360;200;10;53;97;0;360;22;110;132;64;27;5;0
680;Drenthe (PV);2002 1e kwartaal;75;73;2.0;75;17;58;75;75;50;1;13;11;0;75;5;26;26;9;8;1;0
681;Drenthe (PV);2002 2e kwartaal;94;85;9.0;94;23;71;94;94;57;3;26;8;0;94;16;25;32;15;6;0;0
682;Drenthe (PV);2002 3e kwartaal;75;73;2.0;75;15;60;75;75;48;5;17;5;0;75;4;27;26;10;8;0;0
683;Drenthe (PV);2002 4e kwartaal;83;80;3.0;83;12;71;83;83;64;0;17;2;0;83;10;24;26;14;9;0;0
684;Drenthe (PV);2002;327;311;16.0;327;67;260;327;327;219;9;73;26;0;327;35;102;110;48;31;1;0
685;Drenthe (PV);2003 1e kwartaal;89;75;14.0;89;16;73;89;89;67;0;14;8;0;89;9;25;34;18;3;0;0
686;Drenthe (PV);2003 2e kwartaal;104;89;15.0;104;20;84;104;104;77;0;20;7;0;104;10;44;22;24;3;1;0
687;Drenthe (PV);2003 3e kwartaal;80;72;8.0;80;14;66;80;80;54;1;21;4;0;80;8;25;25;15;6;1;0
688;Drenthe (PV);2003 4e kwartaal;112;103;9.0;112;19;93;112;112;84;0;17;11;0;112;15;21;37;26;11;2;0
689;Drenthe (PV);2003;385;339;46.0;385;69;316;385;385;282;1;72;30;0;385;42;115;118;83;23;4;0
690;Drenthe (PV);2004 1e kwartaal;173;159;14.0;173;44;129;173;173;123;3;26;21;0;173;17;63;50;33;9;1;0
691;Drenthe (PV);2004 2e kwartaal;136;114;22.0;136;30;106;136;136;108;3;19;6;0;136;12;35;54;25;10;0;0
692;Drenthe (PV);2004 3e kwartaal;134;129;5.0;134;31;103;134;134;93;2;30;9;0;134;10;34;45;32;10;3;0
693;Drenthe (PV);2004 4e kwartaal;130;118;12.0;130;29;101;130;130;88;3;25;14;0;130;12;51;37;23;6;1;0
694;Drenthe (PV);2004;573;520;53.0;573;134;439;573;573;412;11;100;50;0;573;51;183;186;113;35;5;0
695;Drenthe (PV);2005 1e kwartaal;123;120;3.0;123;14;109;123;123;97;0;14;12;0;123;9;35;47;26;5;1;0
696;Drenthe (PV);2005 2e kwartaal;132;122;10.0;132;30;102;132;132;96;3;17;16;0;132;6;34;52;22;12;6;0
697;Drenthe (PV);2005 3e kwartaal;151;139;12.0;151;36;115;151;151;114;5;12;20;0;151;13;45;48;28;16;1;0
698;Drenthe (PV);2005 4e kwartaal;112;106;6.0;112;20;92;112;112;82;6;9;15;0;112;5;34;32;20;17;4;0
699;Drenthe (PV);2005;518;487;31.0;518;100;418;518;518;389;14;52;63;0;518;33;148;179;96;50;12;0
700;Drenthe (PV);2006 1e kwartaal;105;96;9.0;105;16;89;105;105;81;2;9;13;0;105;3;30;38;23;11;0;0
701;Drenthe (PV);2006 2e kwartaal;117;108;9.0;117;19;98;117;117;92;7;5;13;0;117;10;39;35;20;11;2;0
702;Drenthe (PV);2006 3e kwartaal;144;137;7.0;144;23;121;144;144;106;4;14;20;0;144;5;36;41;33;22;7;0
703;Drenthe (PV);2006 4e kwartaal;108;100;8.0;108;18;90;108;108;85;2;6;15;0;108;9;32;39;18;8;2;0
704;Drenthe (PV);2006;474;441;33.0;474;76;398;474;474;364;15;34;61;0;474;27;137;153;94;52;11;0
705;Drenthe (PV);2007 1e kwartaal;158;147;11.0;158;35;123;158;158;126;0;8;24;0;158;6;41;57;32;18;4;0
706;Drenthe (PV);2007 2e kwartaal;111;102;9.0;111;25;86;111;111;69;5;6;31;0;111;10;26;41;24;9;1;0
707;Drenthe (PV);2007 3e kwartaal;107;102;5.0;107;14;93;107;107;77;0;6;24;0;107;7;28;33;21;18;0;0
708;Drenthe (PV);2007 4e kwartaal;96;88;8.0;96;16;80;96;96;70;4;3;19;0;96;9;27;23;28;6;3;0
709;Drenthe (PV);2007;472;439;33.0;472;90;382;472;472;342;9;23;98;0;472;32;122;154;105;51;8;0
710;Drenthe (PV);2008 1e kwartaal;101;101;;101;18;83;101;101;69;5;6;21;0;101;3;24;25;34;13;2;0
711;Drenthe (PV);2008 2e kwartaal;52;52;;52;11;41;52;52;42;2;0;8;0;52;2;16;11;15;8;0;0
712;Drenthe (PV);2008 3e kwartaal;62;62;;62;19;43;62;62;51;1;7;3;0;62;1;11;21;23;5;1;0
713;Drenthe (PV);2008 4e kwartaal;83;83;;83;26;57;83;83;76;2;0;5;0;83;3;20;30;24;6;0;0
714;Drenthe (PV);2008;298;298;;298;74;224;298;298;238;10;13;37;0;298;9;71;87;96;32;3;0
715;Drenthe (PV);2009 1e kwartaal;63;63;;63;17;46;63;63;56;2;0;5;0;63;0;19;20;16;8;0;0
716;Drenthe (PV);2009 2e kwartaal;61;61;;61;14;47;61;61;52;2;4;3;0;61;1;16;13;17;10;4;0
717;Drenthe (PV);2009 3e kwartaal;80;80;;80;15;65;80;80;56;2;4;18;0;80;4;23;26;18;9;0;0
718;Drenthe (PV);2009 4e kwartaal;100;100;;100;33;67;100;100;77;2;3;18;0;100;5;26;34;19;15;1;0
719;Drenthe (PV);2009;304;304;;304;79;225;304;304;241;8;11;44;0;304;10;84;93;70;42;5;0
720;Drenthe (PV);2010 1e kwartaal;78;78;;78;19;59;78;78;55;6;5;12;0;78;3;18;30;23;3;1;0
721;Drenthe (PV);2010 2e kwartaal;78;78;;78;21;57;78;78;55;3;1;19;0;78;5;26;27;15;5;0;0
722;Drenthe (PV);2010 3e kwartaal;66;66;;66;15;51;66;66;47;2;6;11;0;66;4;17;21;15;8;1;0
723;Drenthe (PV);2010 4e kwartaal;101;101;;101;28;73;101;101;90;0;2;9;0;101;4;19;40;27;9;2;0
724;Drenthe (PV);2010;323;323;;323;83;240;323;323;247;11;14;51;0;323;16;80;118;80;25;4;0
725;Drenthe (PV);2011 1e kwartaal;99;99;;99;30;69;99;99;78;2;4;15;0;99;2;27;41;22;5;2;0
726;Drenthe (PV);2011 2e kwartaal;124;124;;124;32;92;124;124;105;4;5;10;0;124;1;30;37;42;13;1;0
727;Drenthe (PV);2011 3e kwartaal;115;115;;115;26;89;115;115;92;1;3;19;0;115;7;31;34;33;9;1;0
728;Drenthe (PV);2011 4e kwartaal;124;124;;124;30;94;124;124;112;0;3;9;0;124;5;35;33;37;13;1;0
729;Drenthe (PV);2011;462;462;;462;118;344;462;462;387;7;15;53;0;462;15;123;145;134;40;5;0
730;Drenthe (PV);2012 1e kwartaal;109;109;;109;26;83;109;109;93;0;4;12;0;109;1;30;35;34;8;1;0
731;Drenthe (PV);2012 2e kwartaal;144;144;;144;42;102;144;144;120;2;3;19;0;144;5;32;36;51;17;3;0
732;Drenthe (PV);2012 3e kwartaal;164;164;;164;35;129;164;164;128;2;5;29;0;164;3;35;54;52;18;2;0
733;Drenthe (PV);2012 4e kwartaal;160;160;;160;35;125;160;160;140;1;1;18;0;160;3;42;44;48;17;6;0
734;Drenthe (PV);2012;577;577;;577;138;439;577;577;481;5;13;78;0;577;12;139;169;185;60;12;0
735;Drenthe (PV);2013 1e kwartaal;144;144;;144;37;107;144;143;114;4;9;16;1;144;3;38;49;42;12;0;0
736;Drenthe (PV);2013 2e kwartaal;132;132;;132;44;88;132;130;103;2;5;20;2;132;5;43;31;25;22;6;0
737;Drenthe (PV);2013 3e kwartaal;145;145;;145;40;105;145;145;118;3;0;24;0;145;2;38;43;37;19;6;0
738;Drenthe (PV);2013 4e kwartaal;97;97;;97;33;64;97;90;78;4;0;8;7;97;3;20;23;37;11;3;0
739;Drenthe (PV);2013;518;518;;518;154;364;518;508;413;13;14;68;10;518;13;139;146;141;64;15;0
740;Drenthe (PV);2014 1e kwartaal;149;149;;149;39;110;149;143;128;2;1;12;6;149;0;26;51;46;22;4;0
741;Drenthe (PV);2014 2e kwartaal;113;113;;113;38;75;113;101;86;3;0;12;12;113;2;27;38;32;14;0;0
742;Drenthe (PV);2014 3e kwartaal;110;110;;110;22;88;110;100;91;1;1;7;10;110;3;23;44;28;10;2;0
743;Drenthe (PV);2014 4e kwartaal;102;102;;102;27;75;102;78;69;3;3;3;24;102;1;16;36;31;16;2;0
744;Drenthe (PV);2014;474;474;;474;126;348;474;422;374;9;5;34;52;474;6;92;169;137;62;8;0
745;Drenthe (PV);2015 1e kwartaal;137;137;;137;23;114;137;27;15;2;1;9;110;137;0;36;45;37;14;5;0
746;Drenthe (PV);2015 2e kwartaal;120;120;;120;36;84;120;32;22;4;1;5;88;120;4;18;20;46;28;4;0
747;Drenthe (PV);2015 3e kwartaal;112;112;;112;35;77;112;31;10;10;0;11;81;112;4;19;33;24;29;3;0
748;Drenthe (PV);2015 4e kwartaal;123;123;;123;42;81;123;25;15;2;1;7;98;123;2;24;35;35;22;5;0
749;Drenthe (PV);2015;492;492;;492;136;356;492;115;62;18;3;32;377;492;10;97;133;142;93;17;0
750;Drenthe (PV);2016 1e kwartaal;127;127;;127;35;92;127;21;15;1;1;4;106;127;3;23;41;32;24;4;0
751;Drenthe (PV);2016 2e kwartaal;107;107;;107;24;83;107;16;8;3;0;5;91;107;1;18;30;38;20;0;0
752;Drenthe (PV);2016 3e kwartaal;105;105;;105;20;85;105;8;3;1;2;2;97;105;2;19;24;35;19;6;0
753;Drenthe (PV);2016 4e kwartaal;131;131;;131;26;105;131;10;2;4;0;4;121;131;0;29;28;49;18;7;0
754;Drenthe (PV);2016;470;470;;470;105;365;470;55;28;9;3;15;415;470;6;89;123;154;81;17;0
755;Drenthe (PV);2017 1e kwartaal;122;122;;122;25;97;122;0;0;0;0;0;122;122;4;27;39;35;12;5;0
756;Drenthe (PV);2017 2e kwartaal;78;78;;78;11;67;78;0;0;0;0;0;78;78;2;14;25;23;9;5;0
757;Drenthe (PV);2017 3e kwartaal;104;104;;104;20;84;104;0;0;0;0;0;104;104;1;15;23;40;23;2;0
758;Drenthe (PV);2017 4e kwartaal;78;78;;78;16;62;78;0;0;0;0;0;78;78;2;14;21;25;13;3;0
759;Drenthe (PV);2017;382;382;;382;72;310;382;0;0;0;0;0;382;382;9;70;108;123;57;15;0
760;Overijssel (PV);1999 1e kwartaal;88;71;17.0;88;39;49;88;88;53;5;20;10;0;88;1;33;19;33;2;0;0
761;Overijssel (PV);1999 2e kwartaal;118;107;11.0;118;29;89;118;118;86;10;18;4;0;118;7;32;38;31;8;1;1
762;Overijssel (PV);1999 3e kwartaal;195;190;5.0;195;40;155;195;195;141;4;39;11;0;195;13;76;70;27;6;2;1
763;Overijssel (PV);1999 4e kwartaal;252;244;8.0;252;44;208;252;252;182;7;43;20;0;252;26;88;74;47;15;2;0
764;Overijssel (PV);1999;653;612;41.0;653;152;501;653;653;462;26;120;45;0;653;47;229;201;138;31;5;2
765;Overijssel (PV);2000 1e kwartaal;182;172;10.0;182;21;161;182;182;128;3;38;13;0;182;11;63;61;32;13;2;0
766;Overijssel (PV);2000 2e kwartaal;214;199;15.0;214;21;193;214;214;174;5;18;17;0;214;12;77;61;49;14;1;0
767;Overijssel (PV);2000 3e kwartaal;208;204;4.0;208;13;195;208;208;163;4;31;10;0;208;19;65;66;32;24;2;0
768;Overijssel (PV);2000 4e kwartaal;174;166;8.0;174;17;157;174;174;134;3;30;7;0;174;11;68;54;33;5;3;0
769;Overijssel (PV);2000;778;741;37.0;778;72;706;778;778;599;15;117;47;0;778;53;273;242;146;56;8;0
770;Overijssel (PV);2001 1e kwartaal;153;144;9.0;153;46;107;153;153;117;3;25;8;0;153;17;58;50;20;7;1;0
771;Overijssel (PV);2001 2e kwartaal;182;167;15.0;182;35;147;182;182;147;7;23;5;0;182;11;72;64;26;7;2;0
772;Overijssel (PV);2001 3e kwartaal;157;147;10.0;157;20;137;157;157;131;2;10;14;0;157;13;58;52;20;10;4;0
773;Overijssel (PV);2001 4e kwartaal;149;129;20.0;149;31;118;149;149;117;4;22;6;0;149;19;43;50;31;6;0;0
774;Overijssel (PV);2001;641;587;54.0;641;132;509;641;641;512;16;80;33;0;641;60;231;216;97;30;7;0
775;Overijssel (PV);2002 1e kwartaal;209;193;16.0;209;36;173;209;209;157;3;34;15;0;209;19;69;78;28;11;4;0
776;Overijssel (PV);2002 2e kwartaal;186;161;25.0;186;39;147;186;186;137;1;33;15;0;186;19;58;64;25;20;0;0
777;Overijssel (PV);2002 3e kwartaal;180;169;11.0;180;39;141;180;180;144;1;27;8;0;180;12;64;70;25;7;2;0
778;Overijssel (PV);2002 4e kwartaal;188;173;15.0;188;40;148;188;188;140;3;23;22;0;188;20;66;62;32;7;1;0
779;Overijssel (PV);2002;763;696;67.0;763;154;609;763;763;578;8;117;60;0;763;70;257;274;110;45;7;0
780;Overijssel (PV);2003 1e kwartaal;194;188;6.0;194;37;157;194;194;145;4;21;24;0;194;19;75;57;30;9;4;0
781;Overijssel (PV);2003 2e kwartaal;182;176;6.0;182;26;156;182;182;134;0;33;15;0;182;17;70;56;30;8;1;0
782;Overijssel (PV);2003 3e kwartaal;195;187;8.0;195;36;159;195;195;167;0;18;10;0;195;22;60;72;24;16;1;0
783;Overijssel (PV);2003 4e kwartaal;240;236;4.0;240;36;204;240;240;189;3;24;24;0;240;31;84;71;33;18;3;0
784;Overijssel (PV);2003;811;787;24.0;811;135;676;811;811;635;7;96;73;0;811;89;289;256;117;51;9;0
785;Overijssel (PV);2004 1e kwartaal;248;248;0.0;248;44;204;248;248;200;3;27;18;0;248;18;79;73;59;18;1;0
786;Overijssel (PV);2004 2e kwartaal;259;246;13.0;259;51;208;259;259;202;2;37;18;0;259;19;72;89;49;25;5;0
787;Overijssel (PV);2004 3e kwartaal;228;224;4.0;228;40;188;228;228;184;6;28;10;0;228;20;62;75;45;20;6;0
788;Overijssel (PV);2004 4e kwartaal;229;224;5.0;229;24;205;229;229;171;4;48;6;0;229;23;78;69;36;17;6;0
789;Overijssel (PV);2004;964;942;22.0;964;159;805;964;964;757;15;140;52;0;964;80;291;306;189;80;18;0
790;Overijssel (PV);2005 1e kwartaal;256;252;4.0;256;39;217;256;256;216;4;20;16;0;256;15;84;74;58;20;5;0
791;Overijssel (PV);2005 2e kwartaal;268;266;2.0;268;28;240;268;268;222;6;26;14;0;268;24;80;88;62;12;2;0
792;Overijssel (PV);2005 3e kwartaal;274;272;2.0;274;28;246;274;274;201;9;48;16;0;274;17;90;68;66;28;5;0
793;Overijssel (PV);2005 4e kwartaal;344;341;3.0;344;35;309;344;344;263;8;46;27;0;344;29;98;108;67;34;8;0
794;Overijssel (PV);2005;1142;1131;11.0;1142;130;1012;1142;1142;902;27;140;73;0;1142;85;352;338;253;94;20;0
795;Overijssel (PV);2006 1e kwartaal;315;311;4.0;315;38;277;315;315;257;4;36;18;0;315;28;94;100;65;24;4;0
796;Overijssel (PV);2006 2e kwartaal;313;301;12.0;313;58;255;313;313;244;14;36;19;0;313;16;114;90;57;30;6;0
797;Overijssel (PV);2006 3e kwartaal;263;256;7.0;263;52;211;263;263;221;8;17;17;0;263;16;74;88;55;22;8;0
798;Overijssel (PV);2006 4e kwartaal;399;392;7.0;399;59;340;399;399;312;8;25;54;0;399;25;109;130;96;30;9;0
799;Overijssel (PV);2006;1290;1260;30.0;1290;207;1083;1290;1290;1034;34;114;108;0;1290;85;391;408;273;106;27;0
800;Overijssel (PV);2007 1e kwartaal;311;299;12.0;311;33;278;311;311;256;1;19;35;0;311;15;70;118;72;35;1;0
801;Overijssel (PV);2007 2e kwartaal;315;306;9.0;315;37;278;315;315;260;2;16;37;0;315;18;89;107;75;19;7;0
802;Overijssel (PV);2007 3e kwartaal;242;230;12.0;242;42;200;242;242;198;2;15;27;0;242;19;54;85;62;17;5;0
803;Overijssel (PV);2007 4e kwartaal;302;293;9.0;302;30;272;302;302;246;0;34;22;0;302;12;78;102;72;32;6;0
804;Overijssel (PV);2007;1170;1128;42.0;1170;142;1028;1170;1170;960;5;84;121;0;1170;64;291;412;281;103;19;0
805;Overijssel (PV);2008 1e kwartaal;194;194;;194;32;162;194;194;160;1;11;22;0;194;8;48;80;42;13;3;0
806;Overijssel (PV);2008 2e kwartaal;198;198;;198;30;168;198;198;167;2;7;22;0;198;11;49;80;32;22;4;0
807;Overijssel (PV);2008 3e kwartaal;219;219;;219;32;187;219;219;183;7;9;20;0;219;8;57;64;59;29;2;0
808;Overijssel (PV);2008 4e kwartaal;160;160;;160;28;132;160;160;131;0;11;18;0;160;12;41;52;36;14;5;0
809;Overijssel (PV);2008;771;771;;771;122;649;771;771;641;10;38;82;0;771;39;195;276;169;78;14;0
810;Overijssel (PV);2009 1e kwartaal;191;191;;191;37;154;191;191;159;2;8;22;0;191;8;61;56;41;21;4;0
811;Overijssel (PV);2009 2e kwartaal;180;180;;180;40;140;180;180;161;1;6;12;0;180;9;47;56;40;25;3;0
812;Overijssel (PV);2009 3e kwartaal;198;198;;198;38;160;198;198;173;0;9;16;0;198;12;59;52;44;30;1;0
813;Overijssel (PV);2009 4e kwartaal;239;239;;239;37;202;239;239;191;2;15;31;0;239;13;71;88;49;15;3;0
814;Overijssel (PV);2009;808;808;;808;152;656;808;808;684;5;38;81;0;808;42;238;252;174;91;11;0
815;Overijssel (PV);2010 1e kwartaal;261;261;;261;43;218;261;261;196;2;28;35;0;261;19;68;99;50;18;7;0
816;Overijssel (PV);2010 2e kwartaal;232;232;;232;54;178;232;232;181;3;21;27;0;232;14;67;74;55;21;1;0
817;Overijssel (PV);2010 3e kwartaal;225;225;;225;40;185;225;225;178;6;13;28;0;225;4;54;78;61;24;4;0
818;Overijssel (PV);2010 4e kwartaal;295;295;;295;55;240;295;295;239;7;11;38;0;295;10;83;92;74;34;2;0
819;Overijssel (PV);2010;1013;1013;;1013;192;821;1013;1013;794;18;73;128;0;1013;47;272;343;240;97;14;0
820;Overijssel (PV);2011 1e kwartaal;357;357;;357;54;303;357;357;258;2;30;67;0;357;12;102;110;95;37;1;0
821;Overijssel (PV);2011 2e kwartaal;396;396;;396;71;325;396;396;294;9;31;62;0;396;16;97;128;101;47;7;0
