ID;Geslacht;LeeftijdOp31December;Perioden;VanEchtScheidendePersonen_1;VanEchtScheidendenPer1000Gehuwden_2;VanEchtScheidendenPer1000Inwoners_3;VerweduwendePersonen_4;VerweduwendePersonenPer1000Gehuwden_5;VerweduwendePersonenPer1000Inwoners_6
1822;Totaal mannen en vrouwen;41 jaar;1952;315;2.9;2.4;252;2.3;2.0
1823;Totaal mannen en vrouwen;41 jaar;1953;346;3.0;2.5;290;2.5;2.1
1824;Totaal mannen en vrouwen;41 jaar;1954;326;2.8;2.4;227;1.9;1.7
1825;Totaal mannen en vrouwen;41 jaar;1955;332;2.8;2.4;242;2.0;1.7
1826;Totaal mannen en vrouwen;41 jaar;1956;331;2.9;2.5;260;2.3;2.0
1827;Totaal mannen en vrouwen;41 jaar;1957;289;2.5;2.2;220;1.9;1.6
1828;Totaal mannen en vrouwen;41 jaar;1958;302;2.6;2.3;214;1.8;1.6
1829;Totaal mannen en vrouwen;41 jaar;1959;275;2.4;2.1;238;2.1;1.8
1830;Totaal mannen en vrouwen;41 jaar;1960;294;2.5;2.2;241;2.1;1.8
1831;Totaal mannen en vrouwen;41 jaar;1961;328;2.4;2.1;297;2.1;1.9
1832;Totaal mannen en vrouwen;41 jaar;1962;344;2.5;2.2;276;2.0;1.8
1833;Totaal mannen en vrouwen;41 jaar;1963;291;2.2;1.9;297;2.2;2.0
1834;Totaal mannen en vrouwen;41 jaar;1964;350;2.5;2.3;274;2.0;1.8
1835;Totaal mannen en vrouwen;41 jaar;1965;332;2.5;2.2;287;2.1;1.9
1836;Totaal mannen en vrouwen;41 jaar;1966;353;2.7;2.4;274;2.1;1.8
1837;Totaal mannen en vrouwen;41 jaar;1967;383;2.9;2.6;276;2.1;1.9
1838;Totaal mannen en vrouwen;41 jaar;1968;392;3.0;2.6;295;2.2;2.0
1839;Totaal mannen en vrouwen;41 jaar;1969;438;3.2;2.9;292;2.1;1.9
1840;Totaal mannen en vrouwen;41 jaar;1970;482;3.6;3.2;279;2.1;1.8
1841;Totaal mannen en vrouwen;41 jaar;1971;565;4.0;3.6;287;2.0;1.8
1842;Totaal mannen en vrouwen;41 jaar;1972;594;4.3;3.9;296;2.2;1.9
1843;Totaal mannen en vrouwen;41 jaar;1973;851;6.1;5.4;259;1.9;1.6
1844;Totaal mannen en vrouwen;41 jaar;1974;880;6.6;5.8;279;2.1;1.8
1845;Totaal mannen en vrouwen;41 jaar;1975;927;6.8;6.0;249;1.8;1.6
1846;Totaal mannen en vrouwen;41 jaar;1976;956;7.0;6.2;234;1.7;1.5
1847;Totaal mannen en vrouwen;41 jaar;1977;1049;7.6;6.7;252;1.8;1.6
1848;Totaal mannen en vrouwen;41 jaar;1978;1029;7.5;6.5;267;1.9;1.7
1849;Totaal mannen en vrouwen;41 jaar;1979;1153;7.9;6.9;253;1.7;1.5
1850;Totaal mannen en vrouwen;41 jaar;1980;1345;9.2;7.9;225;1.5;1.3
1851;Totaal mannen en vrouwen;41 jaar;1981;1578;10.5;9.0;243;1.6;1.4
1852;Totaal mannen en vrouwen;41 jaar;1982;1671;11.5;9.8;236;1.6;1.4
1853;Totaal mannen en vrouwen;41 jaar;1983;1798;11.9;10.2;235;1.6;1.3
1854;Totaal mannen en vrouwen;41 jaar;1984;1898;11.8;10.0;208;1.3;1.1
1855;Totaal mannen en vrouwen;41 jaar;1985;2033;12.1;10.2;246;1.5;1.2
1856;Totaal mannen en vrouwen;41 jaar;1986;1737;11.0;9.1;234;1.5;1.2
1857;Totaal mannen en vrouwen;41 jaar;1987;2193;10.1;8.3;280;1.3;1.1
1858;Totaal mannen en vrouwen;41 jaar;1988;2122;10.3;8.4;278;1.3;1.1
1859;Totaal mannen en vrouwen;41 jaar;1989;1995;10.3;8.3;246;1.3;1.0
1860;Totaal mannen en vrouwen;41 jaar;1990;1851;10.1;8.0;238;1.3;1.0
1861;Totaal mannen en vrouwen;41 jaar;1991;1812;10.1;8.0;218;1.2;1.0
1862;Totaal mannen en vrouwen;41 jaar;1992;1910;10.9;8.5;228;1.3;1.0
1863;Totaal mannen en vrouwen;41 jaar;1993;1974;11.0;8.5;225;1.3;1.0
1864;Totaal mannen en vrouwen;41 jaar;1994;2260;12.8;9.8;206;1.2;0.9
1865;Totaal mannen en vrouwen;41 jaar;1995;2098;11.9;9.0;223;1.3;1.0
1866;Totaal mannen en vrouwen;41 jaar;1996;2247;12.8;9.6;247;1.4;1.1
1867;Totaal mannen en vrouwen;41 jaar;1997;2235;12.7;9.3;205;1.2;0.9
1868;Totaal mannen en vrouwen;41 jaar;1998;2199;12.4;9.1;207;1.2;0.9
1869;Totaal mannen en vrouwen;41 jaar;1999;2386;13.5;9.7;200;1.1;0.8
1870;Totaal mannen en vrouwen;41 jaar;2000;2574;14.3;10.2;191;1.1;0.8
1871;Totaal mannen en vrouwen;41 jaar;2001;2817;15.8;11.1;211;1.2;0.8
1872;Totaal mannen en vrouwen;41 jaar;2002;2635;14.6;10.1;201;1.1;0.8
1873;Totaal mannen en vrouwen;41 jaar;2003;2615;14.7;10.0;203;1.1;0.8
1874;Totaal mannen en vrouwen;41 jaar;2004;2605;14.7;9.8;196;1.1;0.7
1875;Totaal mannen en vrouwen;41 jaar;2005;2727;15.4;10.1;196;1.1;0.7
1876;Totaal mannen en vrouwen;41 jaar;2006;2717;16.0;10.3;172;1.0;0.7
1877;Totaal mannen en vrouwen;41 jaar;2007;2531;15.5;9.8;141;0.9;0.5
1878;Totaal mannen en vrouwen;41 jaar;2008;2613;16.5;10.2;153;1.0;0.6
1879;Totaal mannen en vrouwen;41 jaar;2009;2524;16.1;9.8;142;0.9;0.6
1880;Totaal mannen en vrouwen;41 jaar;2010;2616;16.4;9.8;149;0.9;0.6
1881;Totaal mannen en vrouwen;41 jaar;2011;2558;16.7;9.8;126;0.8;0.5
1882;Totaal mannen en vrouwen;41 jaar;2012;2427;16.9;9.7;137;1.0;0.5
1883;Totaal mannen en vrouwen;41 jaar;2013;2502;18.7;10.5;92;0.7;0.4
1884;Totaal mannen en vrouwen;41 jaar;2014;2214;18.2;10.1;83;0.7;0.4
1885;Totaal mannen en vrouwen;41 jaar;2015;2187;18.9;10.3;63;0.5;0.3
1886;Totaal mannen en vrouwen;41 jaar;2016;1941;17.8;9.6;89;0.8;0.4
1887;Totaal mannen en vrouwen;41 jaar;2017;1875;17.5;9.3;75;0.7;0.4
1888;Totaal mannen en vrouwen;41 jaar;2018;1727;16.3;8.6;73;0.7;0.4
1889;Totaal mannen en vrouwen;41 jaar;2019;1723;16.2;8.4;84;0.8;0.4
1890;Totaal mannen en vrouwen;42 jaar;1950;353;3.2;2.7;285;2.6;2.2
1891;Totaal mannen en vrouwen;42 jaar;1951;365;3.2;2.7;299;2.6;2.2
1892;Totaal mannen en vrouwen;42 jaar;1952;312;2.8;2.4;258;2.3;2.0
1893;Totaal mannen en vrouwen;42 jaar;1953;294;2.7;2.3;266;2.4;2.1
1894;Totaal mannen en vrouwen;42 jaar;1954;312;2.7;2.3;265;2.3;1.9
1895;Totaal mannen en vrouwen;42 jaar;1955;297;2.5;2.2;314;2.7;2.3
1896;Totaal mannen en vrouwen;42 jaar;1956;339;2.8;2.4;283;2.3;2.0
1897;Totaal mannen en vrouwen;42 jaar;1957;298;2.6;2.3;251;2.2;1.9
1898;Totaal mannen en vrouwen;42 jaar;1958;299;2.6;2.2;290;2.5;2.2
1899;Totaal mannen en vrouwen;42 jaar;1959;306;2.6;2.3;259;2.2;2.0
1900;Totaal mannen en vrouwen;42 jaar;1960;287;2.5;2.2;271;2.4;2.1
1901;Totaal mannen en vrouwen;42 jaar;1961;247;2.1;1.9;257;2.2;1.9
1902;Totaal mannen en vrouwen;42 jaar;1962;370;2.7;2.4;296;2.1;1.9
1903;Totaal mannen en vrouwen;42 jaar;1963;340;2.5;2.2;274;2.0;1.8
1904;Totaal mannen en vrouwen;42 jaar;1964;313;2.3;2.1;299;2.2;2.0
1905;Totaal mannen en vrouwen;42 jaar;1965;316;2.3;2.0;311;2.3;2.0
1906;Totaal mannen en vrouwen;42 jaar;1966;332;2.5;2.2;328;2.4;2.2
1907;Totaal mannen en vrouwen;42 jaar;1967;347;2.6;2.3;321;2.4;2.1
1908;Totaal mannen en vrouwen;42 jaar;1968;376;2.8;2.5;327;2.5;2.2
1909;Totaal mannen en vrouwen;42 jaar;1969;397;3.0;2.7;305;2.3;2.1
1910;Totaal mannen en vrouwen;42 jaar;1970;469;3.5;3.1;294;2.2;1.9
1911;Totaal mannen en vrouwen;42 jaar;1971;476;3.5;3.1;296;2.2;1.9
1912;Totaal mannen en vrouwen;42 jaar;1972;633;4.5;4.0;344;2.4;2.2
1913;Totaal mannen en vrouwen;42 jaar;1973;737;5.4;4.8;267;2.0;1.7
1914;Totaal mannen en vrouwen;42 jaar;1974;740;5.3;4.7;294;2.1;1.9
1915;Totaal mannen en vrouwen;42 jaar;1975;798;6.0;5.3;280;2.1;1.8
1916;Totaal mannen en vrouwen;42 jaar;1976;853;6.3;5.5;276;2.0;1.8
1917;Totaal mannen en vrouwen;42 jaar;1977;906;6.7;5.9;289;2.1;1.9
1918;Totaal mannen en vrouwen;42 jaar;1978;877;6.4;5.6;259;1.9;1.6
1919;Totaal mannen en vrouwen;42 jaar;1979;1007;7.3;6.4;264;1.9;1.7
1920;Totaal mannen en vrouwen;42 jaar;1980;1144;7.9;6.9;270;1.9;1.6
1921;Totaal mannen en vrouwen;42 jaar;1981;1325;9.1;7.8;242;1.7;1.4
1922;Totaal mannen en vrouwen;42 jaar;1982;1546;10.4;8.9;276;1.9;1.6
1923;Totaal mannen en vrouwen;42 jaar;1983;1626;11.3;9.6;207;1.4;1.2
1924;Totaal mannen en vrouwen;42 jaar;1984;1707;11.4;9.7;210;1.4;1.2
1925;Totaal mannen en vrouwen;42 jaar;1985;1914;12.0;10.1;239;1.5;1.3
1926;Totaal mannen en vrouwen;42 jaar;1986;1816;10.9;9.1;286;1.7;1.4
1927;Totaal mannen en vrouwen;42 jaar;1987;1593;10.1;8.4;262;1.7;1.4
1928;Totaal mannen en vrouwen;42 jaar;1988;2090;9.7;8.0;336;1.6;1.3
1929;Totaal mannen en vrouwen;42 jaar;1989;1996;9.7;7.9;275;1.3;1.1
1930;Totaal mannen en vrouwen;42 jaar;1990;1923;10.0;8.0;281;1.5;1.2
1931;Totaal mannen en vrouwen;42 jaar;1991;1845;10.0;8.0;259;1.4;1.1
1932;Totaal mannen en vrouwen;42 jaar;1992;1956;10.9;8.6;248;1.4;1.1
1933;Totaal mannen en vrouwen;42 jaar;1993;1843;10.5;8.2;246;1.4;1.1
1934;Totaal mannen en vrouwen;42 jaar;1994;2243;12.5;9.7;257;1.4;1.1
1935;Totaal mannen en vrouwen;42 jaar;1995;2040;11.6;8.8;226;1.3;1.0
1936;Totaal mannen en vrouwen;42 jaar;1996;2201;12.6;9.5;265;1.5;1.1
1937;Totaal mannen en vrouwen;42 jaar;1997;2102;12.0;9.0;209;1.2;0.9
1938;Totaal mannen en vrouwen;42 jaar;1998;2157;12.2;9.0;252;1.4;1.1
1939;Totaal mannen en vrouwen;42 jaar;1999;2235;12.7;9.2;238;1.3;1.0
1940;Totaal mannen en vrouwen;42 jaar;2000;2419;13.7;9.8;244;1.4;1.0
1941;Totaal mannen en vrouwen;42 jaar;2001;2758;15.4;10.9;219;1.2;0.9
1942;Totaal mannen en vrouwen;42 jaar;2002;2573;14.5;10.1;214;1.2;0.8
1943;Totaal mannen en vrouwen;42 jaar;2003;2592;14.5;10.0;206;1.1;0.8
1944;Totaal mannen en vrouwen;42 jaar;2004;2552;14.4;9.8;222;1.3;0.8
1945;Totaal mannen en vrouwen;42 jaar;2005;2709;15.3;10.2;188;1.1;0.7
1946;Totaal mannen en vrouwen;42 jaar;2006;2721;15.5;10.2;188;1.1;0.7
1947;Totaal mannen en vrouwen;42 jaar;2007;2593;15.3;9.9;162;1.0;0.6
1948;Totaal mannen en vrouwen;42 jaar;2008;2648;16.3;10.3;153;0.9;0.6
1949;Totaal mannen en vrouwen;42 jaar;2009;2388;15.1;9.4;156;1.0;0.6
1950;Totaal mannen en vrouwen;42 jaar;2010;2564;16.3;10.0;142;0.9;0.6
1951;Totaal mannen en vrouwen;42 jaar;2011;2605;16.3;9.7;150;0.9;0.6
1952;Totaal mannen en vrouwen;42 jaar;2012;2588;16.9;9.9;125;0.8;0.5
1953;Totaal mannen en vrouwen;42 jaar;2013;2556;17.8;10.3;143;1.0;0.6
1954;Totaal mannen en vrouwen;42 jaar;2014;2443;18.2;10.3;108;0.8;0.5
1955;Totaal mannen en vrouwen;42 jaar;2015;2212;18.2;10.1;110;0.9;0.5
1956;Totaal mannen en vrouwen;42 jaar;2016;2105;18.1;9.9;98;0.8;0.5
1957;Totaal mannen en vrouwen;42 jaar;2017;1953;17.8;9.6;81;0.7;0.4
1958;Totaal mannen en vrouwen;42 jaar;2018;1768;16.4;8.7;79;0.7;0.4
1959;Totaal mannen en vrouwen;42 jaar;2019;1806;16.9;9.0;67;0.6;0.3
1960;Totaal mannen en vrouwen;43 jaar;1950;346;3.2;2.7;303;2.8;2.3
1961;Totaal mannen en vrouwen;43 jaar;1951;318;2.8;2.4;333;3.0;2.5
1962;Totaal mannen en vrouwen;43 jaar;1952;298;2.6;2.2;318;2.8;2.4
1963;Totaal mannen en vrouwen;43 jaar;1953;264;2.4;2.0;296;2.7;2.3
1964;Totaal mannen en vrouwen;43 jaar;1954;294;2.7;2.3;288;2.6;2.3
1965;Totaal mannen en vrouwen;43 jaar;1955;308;2.6;2.3;323;2.8;2.4
1966;Totaal mannen en vrouwen;43 jaar;1956;308;2.6;2.3;314;2.7;2.3
1967;Totaal mannen en vrouwen;43 jaar;1957;280;2.3;2.0;300;2.5;2.2
1968;Totaal mannen en vrouwen;43 jaar;1958;306;2.7;2.3;256;2.2;2.0
1969;Totaal mannen en vrouwen;43 jaar;1959;281;2.4;2.1;278;2.4;2.1
1970;Totaal mannen en vrouwen;43 jaar;1960;284;2.4;2.1;259;2.2;2.0
1971;Totaal mannen en vrouwen;43 jaar;1961;266;2.3;2.1;307;2.7;2.4
1972;Totaal mannen en vrouwen;43 jaar;1962;296;2.5;2.2;302;2.6;2.3
1973;Totaal mannen en vrouwen;43 jaar;1963;279;2.0;1.8;331;2.4;2.1
1974;Totaal mannen en vrouwen;43 jaar;1964;337;2.5;2.2;370;2.7;2.4
1975;Totaal mannen en vrouwen;43 jaar;1965;281;2.1;1.9;350;2.6;2.3
1976;Totaal mannen en vrouwen;43 jaar;1966;363;2.6;2.3;378;2.7;2.4
1977;Totaal mannen en vrouwen;43 jaar;1967;366;2.7;2.4;346;2.6;2.3
1978;Totaal mannen en vrouwen;43 jaar;1968;370;2.8;2.5;312;2.4;2.1
1979;Totaal mannen en vrouwen;43 jaar;1969;434;3.3;2.9;349;2.6;2.4
1980;Totaal mannen en vrouwen;43 jaar;1970;438;3.3;3.0;366;2.8;2.5
1981;Totaal mannen en vrouwen;43 jaar;1971;468;3.5;3.1;341;2.5;2.2
1982;Totaal mannen en vrouwen;43 jaar;1972;656;4.9;4.3;332;2.5;2.2
1983;Totaal mannen en vrouwen;43 jaar;1973;728;5.2;4.6;340;2.4;2.1
1984;Totaal mannen en vrouwen;43 jaar;1974;753;5.5;4.9;299;2.2;1.9
1985;Totaal mannen en vrouwen;43 jaar;1975;791;5.7;5.0;323;2.3;2.1
1986;Totaal mannen en vrouwen;43 jaar;1976;795;5.9;5.2;304;2.3;2.0
1987;Totaal mannen en vrouwen;43 jaar;1977;820;6.0;5.3;303;2.2;2.0
1988;Totaal mannen en vrouwen;43 jaar;1978;897;6.7;5.8;275;2.0;1.8
1989;Totaal mannen en vrouwen;43 jaar;1979;916;6.7;5.8;293;2.1;1.9
1990;Totaal mannen en vrouwen;43 jaar;1980;1010;7.4;6.4;261;1.9;1.7
1991;Totaal mannen en vrouwen;43 jaar;1981;1145;8.0;6.9;281;2.0;1.7
1992;Totaal mannen en vrouwen;43 jaar;1982;1426;9.9;8.5;244;1.7;1.4
1993;Totaal mannen en vrouwen;43 jaar;1983;1610;10.9;9.3;268;1.8;1.5
1994;Totaal mannen en vrouwen;43 jaar;1984;1600;11.2;9.5;256;1.8;1.5
1995;Totaal mannen en vrouwen;43 jaar;1985;1732;11.7;9.8;259;1.8;1.5
1996;Totaal mannen en vrouwen;43 jaar;1986;1601;10.1;8.4;283;1.8;1.5
1997;Totaal mannen en vrouwen;43 jaar;1987;1543;9.3;7.7;271;1.6;1.4
1998;Totaal mannen en vrouwen;43 jaar;1988;1510;9.6;8.0;281;1.8;1.5
1999;Totaal mannen en vrouwen;43 jaar;1989;2056;9.6;7.8;359;1.7;1.4
2000;Totaal mannen en vrouwen;43 jaar;1990;1937;9.5;7.7;317;1.5;1.3
2001;Totaal mannen en vrouwen;43 jaar;1991;1806;9.4;7.5;309;1.6;1.3
2002;Totaal mannen en vrouwen;43 jaar;1992;1885;10.3;8.2;284;1.6;1.2
2003;Totaal mannen en vrouwen;43 jaar;1993;1792;10.0;7.9;244;1.4;1.1
2004;Totaal mannen en vrouwen;43 jaar;1994;2076;11.9;9.2;268;1.5;1.2
2005;Totaal mannen en vrouwen;43 jaar;1995;1971;11.1;8.5;280;1.6;1.2
2006;Totaal mannen en vrouwen;43 jaar;1996;2046;11.7;8.9;289;1.7;1.3
2007;Totaal mannen en vrouwen;43 jaar;1997;2038;11.7;8.8;281;1.6;1.2
2008;Totaal mannen en vrouwen;43 jaar;1998;2062;11.8;8.8;227;1.3;1.0
2009;Totaal mannen en vrouwen;43 jaar;1999;2134;12.2;8.9;285;1.6;1.2
2010;Totaal mannen en vrouwen;43 jaar;2000;2246;12.8;9.3;238;1.4;1.0
2011;Totaal mannen en vrouwen;43 jaar;2001;2496;14.2;10.1;235;1.3;1.0
2012;Totaal mannen en vrouwen;43 jaar;2002;2554;14.3;10.1;237;1.3;0.9
2013;Totaal mannen en vrouwen;43 jaar;2003;2431;13.8;9.6;222;1.3;0.9
2014;Totaal mannen en vrouwen;43 jaar;2004;2565;14.4;9.9;205;1.2;0.8
2015;Totaal mannen en vrouwen;43 jaar;2005;2619;14.9;10.1;193;1.1;0.7
2016;Totaal mannen en vrouwen;43 jaar;2006;2681;15.3;10.2;179;1.0;0.7
2017;Totaal mannen en vrouwen;43 jaar;2007;2626;15.1;9.8;198;1.1;0.7
2018;Totaal mannen en vrouwen;43 jaar;2008;2670;15.9;10.2;187;1.1;0.7
2019;Totaal mannen en vrouwen;43 jaar;2009;2449;15.1;9.5;176;1.1;0.7
2020;Totaal mannen en vrouwen;43 jaar;2010;2506;15.8;9.8;178;1.1;0.7
2021;Totaal mannen en vrouwen;43 jaar;2011;2593;16.5;10.1;159;1.0;0.6
2022;Totaal mannen en vrouwen;43 jaar;2012;2826;17.7;10.6;165;1.0;0.6
2023;Totaal mannen en vrouwen;43 jaar;2013;2748;18.0;10.5;150;1.0;0.6
2024;Totaal mannen en vrouwen;43 jaar;2014;2789;19.5;11.2;125;0.9;0.5
2025;Totaal mannen en vrouwen;43 jaar;2015;2458;18.4;10.4;119;0.9;0.5
2026;Totaal mannen en vrouwen;43 jaar;2016;2158;17.7;9.8;112;0.9;0.5
2027;Totaal mannen en vrouwen;43 jaar;2017;2084;17.9;9.8;107;0.9;0.5
2028;Totaal mannen en vrouwen;43 jaar;2018;1769;16.0;8.7;110;1.0;0.5
2029;Totaal mannen en vrouwen;43 jaar;2019;1741;16.0;8.6;94;0.9;0.5
2030;Totaal mannen en vrouwen;44 jaar;1950;321;3.0;2.5;325;3.1;2.6
2031;Totaal mannen en vrouwen;44 jaar;1951;335;3.1;2.6;368;3.4;2.8
2032;Totaal mannen en vrouwen;44 jaar;1952;318;2.9;2.4;318;2.9;2.4
2033;Totaal mannen en vrouwen;44 jaar;1953;249;2.2;1.9;332;2.9;2.5
2034;Totaal mannen en vrouwen;44 jaar;1954;277;2.5;2.1;309;2.8;2.4
2035;Totaal mannen en vrouwen;44 jaar;1955;266;2.4;2.1;322;2.9;2.5
2036;Totaal mannen en vrouwen;44 jaar;1956;286;2.5;2.1;315;2.7;2.3
2037;Totaal mannen en vrouwen;44 jaar;1957;290;2.5;2.1;334;2.8;2.5
2038;Totaal mannen en vrouwen;44 jaar;1958;296;2.5;2.1;308;2.6;2.2
2039;Totaal mannen en vrouwen;44 jaar;1959;263;2.3;2.0;341;3.0;2.6
2040;Totaal mannen en vrouwen;44 jaar;1960;296;2.5;2.2;339;2.9;2.5
2041;Totaal mannen en vrouwen;44 jaar;1961;263;2.3;2.0;332;2.9;2.5
2042;Totaal mannen en vrouwen;44 jaar;1962;253;2.2;2.0;325;2.9;2.5
2043;Totaal mannen en vrouwen;44 jaar;1963;217;1.9;1.6;339;2.9;2.6
2044;Totaal mannen en vrouwen;44 jaar;1964;352;2.5;2.3;408;3.0;2.6
2045;Totaal mannen en vrouwen;44 jaar;1965;292;2.2;1.9;394;2.9;2.6
2046;Totaal mannen en vrouwen;44 jaar;1966;330;2.5;2.2;392;2.9;2.6
2047;Totaal mannen en vrouwen;44 jaar;1967;356;2.6;2.3;390;2.8;2.5
2048;Totaal mannen en vrouwen;44 jaar;1968;408;3.0;2.7;408;3.0;2.7
2049;Totaal mannen en vrouwen;44 jaar;1969;375;2.8;2.5;384;2.9;2.6
2050;Totaal mannen en vrouwen;44 jaar;1970;362;2.7;2.4;377;2.9;2.5
2051;Totaal mannen en vrouwen;44 jaar;1971;415;3.2;2.8;369;2.8;2.5
2052;Totaal mannen en vrouwen;44 jaar;1972;614;4.6;4.0;399;3.0;2.6
2053;Totaal mannen en vrouwen;44 jaar;1973;700;5.2;4.6;359;2.7;2.4
2054;Totaal mannen en vrouwen;44 jaar;1974;794;5.7;5.0;371;2.7;2.3
2055;Totaal mannen en vrouwen;44 jaar;1975;801;5.9;5.2;376;2.8;2.4
2056;Totaal mannen en vrouwen;44 jaar;1976;812;5.9;5.2;336;2.4;2.1
2057;Totaal mannen en vrouwen;44 jaar;1977;753;5.7;5.0;334;2.5;2.2
2058;Totaal mannen en vrouwen;44 jaar;1978;801;5.9;5.2;330;2.4;2.1
2059;Totaal mannen en vrouwen;44 jaar;1979;858;6.4;5.6;314;2.3;2.0
2060;Totaal mannen en vrouwen;44 jaar;1980;962;7.1;6.1;299;2.2;1.9
2061;Totaal mannen en vrouwen;44 jaar;1981;1001;7.4;6.4;313;2.3;2.0
2062;Totaal mannen en vrouwen;44 jaar;1982;1317;9.3;7.9;319;2.2;1.9
2063;Totaal mannen en vrouwen;44 jaar;1983;1376;9.6;8.2;298;2.1;1.8
2064;Totaal mannen en vrouwen;44 jaar;1984;1541;10.5;8.9;295;2.0;1.7
2065;Totaal mannen en vrouwen;44 jaar;1985;1588;11.2;9.4;260;1.8;1.5
2066;Totaal mannen en vrouwen;44 jaar;1986;1421;9.7;8.1;354;2.4;2.0
2067;Totaal mannen en vrouwen;44 jaar;1987;1467;9.3;7.7;295;1.9;1.6
2068;Totaal mannen en vrouwen;44 jaar;1988;1465;8.9;7.4;295;1.8;1.5
2069;Totaal mannen en vrouwen;44 jaar;1989;1458;9.4;7.7;261;1.7;1.4
2070;Totaal mannen en vrouwen;44 jaar;1990;1957;9.2;7.5;372;1.7;1.4
2071;Totaal mannen en vrouwen;44 jaar;1991;1878;9.2;7.4;385;1.9;1.5
2072;Totaal mannen en vrouwen;44 jaar;1992;1867;9.7;7.8;330;1.7;1.4
2073;Totaal mannen en vrouwen;44 jaar;1993;1823;10.0;7.9;291;1.6;1.3
2074;Totaal mannen en vrouwen;44 jaar;1994;2009;11.3;8.9;312;1.8;1.4
2075;Totaal mannen en vrouwen;44 jaar;1995;1821;10.5;8.1;307;1.8;1.4
2076;Totaal mannen en vrouwen;44 jaar;1996;2014;11.4;8.7;316;1.8;1.4
2077;Totaal mannen en vrouwen;44 jaar;1997;1970;11.4;8.6;293;1.7;1.3
2078;Totaal mannen en vrouwen;44 jaar;1998;1884;10.9;8.1;272;1.6;1.2
2079;Totaal mannen en vrouwen;44 jaar;1999;2029;11.7;8.7;284;1.6;1.2
2080;Totaal mannen en vrouwen;44 jaar;2000;2149;12.3;9.0;268;1.5;1.1
2081;Totaal mannen en vrouwen;44 jaar;2001;2430;13.9;10.0;267;1.5;1.1
2082;Totaal mannen en vrouwen;44 jaar;2002;2349;13.4;9.5;280;1.6;1.1
2083;Totaal mannen en vrouwen;44 jaar;2003;2409;13.6;9.6;252;1.4;1.0
2084;Totaal mannen en vrouwen;44 jaar;2004;2299;13.1;9.1;234;1.3;0.9
2085;Totaal mannen en vrouwen;44 jaar;2005;2496;14.1;9.7;237;1.3;0.9
2086;Totaal mannen en vrouwen;44 jaar;2006;2607;14.9;10.0;224;1.3;0.9
2087;Totaal mannen en vrouwen;44 jaar;2007;2648;15.2;10.1;232;1.3;0.9
2088;Totaal mannen en vrouwen;44 jaar;2008;2662;15.4;10.0;225;1.3;0.8
2089;Totaal mannen en vrouwen;44 jaar;2009;2588;15.5;9.9;176;1.1;0.7
2090;Totaal mannen en vrouwen;44 jaar;2010;2480;15.3;9.7;199;1.2;0.8
2091;Totaal mannen en vrouwen;44 jaar;2011;2645;16.8;10.4;165;1.0;0.6
2092;Totaal mannen en vrouwen;44 jaar;2012;2555;16.3;10.0;159;1.0;0.6
2093;Totaal mannen en vrouwen;44 jaar;2013;2715;17.1;10.2;164;1.0;0.6
2094;Totaal mannen en vrouwen;44 jaar;2014;2778;18.3;10.7;159;1.0;0.6
2095;Totaal mannen en vrouwen;44 jaar;2015;2546;17.8;10.2;150;1.1;0.6
2096;Totaal mannen en vrouwen;44 jaar;2016;2284;17.1;9.6;106;0.8;0.4
2097;Totaal mannen en vrouwen;44 jaar;2017;2146;17.5;9.8;125;1.0;0.6
2098;Totaal mannen en vrouwen;44 jaar;2018;1857;15.9;8.7;120;1.0;0.6
2099;Totaal mannen en vrouwen;44 jaar;2019;1750;15.7;8.5;128;1.2;0.6
2100;Totaal mannen en vrouwen;45 jaar;1950;277;2.6;2.2;358;3.4;2.9
2101;Totaal mannen en vrouwen;45 jaar;1951;307;2.9;2.4;349;3.3;2.8
2102;Totaal mannen en vrouwen;45 jaar;1952;277;2.5;2.1;377;3.5;2.9
2103;Totaal mannen en vrouwen;45 jaar;1953;269;2.4;2.1;362;3.3;2.8
2104;Totaal mannen en vrouwen;45 jaar;1954;287;2.6;2.2;361;3.2;2.7
2105;Totaal mannen en vrouwen;45 jaar;1955;258;2.3;2.0;362;3.3;2.8
2106;Totaal mannen en vrouwen;45 jaar;1956;269;2.5;2.1;344;3.2;2.7
2107;Totaal mannen en vrouwen;45 jaar;1957;264;2.3;2.0;339;2.9;2.5
2108;Totaal mannen en vrouwen;45 jaar;1958;251;2.1;1.8;384;3.3;2.8
2109;Totaal mannen en vrouwen;45 jaar;1959;267;2.2;1.9;351;2.9;2.5
2110;Totaal mannen en vrouwen;45 jaar;1960;240;2.1;1.8;352;3.1;2.7
2111;Totaal mannen en vrouwen;45 jaar;1961;298;2.6;2.2;344;2.9;2.6
2112;Totaal mannen en vrouwen;45 jaar;1962;237;2.0;1.8;384;3.3;2.9
2113;Totaal mannen en vrouwen;45 jaar;1963;239;2.1;1.9;369;3.3;2.9
2114;Totaal mannen en vrouwen;45 jaar;1964;247;2.1;1.9;380;3.3;2.9
2115;Totaal mannen en vrouwen;45 jaar;1965;298;2.2;1.9;460;3.3;3.0
2116;Totaal mannen en vrouwen;45 jaar;1966;294;2.2;1.9;429;3.2;2.8
2117;Totaal mannen en vrouwen;45 jaar;1967;344;2.6;2.3;423;3.2;2.8
2118;Totaal mannen en vrouwen;45 jaar;1968;388;2.8;2.5;455;3.3;2.9
