ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;Provinciecode_3;Provincienaam_4;PlaatsnaamPTTWoonplaatsnaam_5;PlaatsnaamGemeentenaam_6;Plaatsnaam_7
1724;Geestdorp;632;Woerden                                         ;26;Utrecht      ;nee;nee;Geestdorp                                        
1725;Geesteren;183;Tubbergen                                       ;23;Overijssel   ;ja ;nee;Geesteren                                        
1726;Geesteren;1859;Berkelland                                      ;25;Gelderland   ;ja ;nee;Geesteren                                        
1727;Geeuwenbrug;1701;Westerveld                                      ;22;Drenthe      ;ja ;nee;Geeuwenbrug                                      
1728;Geffen;1671;Maasdonk                                        ;30;Noord-Brabant;ja ;nee;Geffen                                           
1729;Gein;305;Abcoude                                         ;26;Utrecht      ;nee;nee;Gein                                             
1730;Gein;457;Weesp                                           ;27;Noord-Holland;nee;nee;Gein                                             
1731;Gein, Het;356;Nieuwegein                                      ;26;Utrecht      ;nee;nee;Gein, Het                                        
1732;Geitenkamp;202;Arnhem                                          ;25;Gelderland   ;nee;nee;Geitenkamp                                       
1733;Geitenwaard;196;Rijnwaarden                                     ;25;Gelderland   ;nee;nee;Geitenwaard                                      
1734;Gelderingen;1708;Steenwijkerland                                 ;23;Overijssel   ;nee;nee;Gelderingen                                      
1735;Geldermalsen;236;Geldermalsen                                    ;25;Gelderland   ;ja ;ja ;Geldermalsen                                     
1736;Gelderse Buurt;366;Anna Paulowna                                   ;27;Noord-Holland;nee;nee;Gelderse Buurt                                   
1737;Gelderse Dijk;269;Oldebroek                                       ;25;Gelderland   ;nee;nee;Gelderse Dijk                                    
1738;Gelders-Veenendaal;228;Ede                                             ;25;Gelderland   ;nee;nee;Gelders-Veenendaal                               
1739;Gelderswoude;638;Zoeterwoude                                     ;28;Zuid-Holland ;ja ;nee;Gelderswoude                                     
1740;Geldrop;1771;Geldrop-Mierlo                                  ;30;Noord-Brabant;ja ;nee;Geldrop                                          
1741;Geldrop-Mierlo;1771;Geldrop-Mierlo                                  ;30;Noord-Brabant;nee;ja ;Geldrop-Mierlo                                   
1742;Geleen;1883;Sittard-Geleen                                  ;31;Limburg      ;ja ;nee;Geleen                                           
1743;Gelkenes;694;Liesveld                                        ;28;Zuid-Holland ;nee;nee;Gelkenes                                         
1744;Gellicum;236;Geldermalsen                                    ;25;Gelderland   ;ja ;nee;Gellicum                                         
1745;Geloo;983;Venlo                                           ;31;Limburg      ;nee;nee;Geloo                                            
1746;Gelselaar;1859;Berkelland                                      ;25;Gelderland   ;ja ;nee;Gelselaar                                        
1747;Gement;828;Oss                                             ;30;Noord-Brabant;nee;nee;Gement                                           
1748;Gement;865;Vught                                           ;30;Noord-Brabant;nee;nee;Gement                                           
1749;Gemert;1652;Gemert-Bakel                                    ;30;Noord-Brabant;ja ;nee;Gemert                                           
1750;Gemert-Bakel;1652;Gemert-Bakel                                    ;30;Noord-Brabant;nee;ja ;Gemert-Bakel                                     
1751;Gemonde;845;Sint-Michielsgestel                             ;30;Noord-Brabant;ja ;nee;Gemonde                                          
1752;Gemullehoeken;824;Oisterwijk                                      ;30;Noord-Brabant;nee;nee;Gemullehoeken                                    
1753;Genderen;738;Aalburg                                         ;30;Noord-Brabant;ja ;nee;Genderen                                         
1754;Gendringen;1509;Oude IJsselstreek                               ;25;Gelderland   ;ja ;nee;Gendringen                                       
1755;Gendt;1705;Lingewaard                                      ;25;Gelderland   ;ja ;nee;Gendt                                            
1756;Genemuiden;1896;Zwartewaterland                                 ;23;Overijssel   ;ja ;nee;Genemuiden                                       
1757;Genenberg;1507;Horst aan de Maas                               ;31;Limburg      ;nee;nee;Genenberg                                        
1758;Geneneind;1652;Gemert-Bakel                                    ;30;Noord-Brabant;nee;nee;Geneneind                                        
1759;Gening;893;Bergen (L.)                                     ;31;Limburg      ;nee;nee;Gening                                           
1760;Genne;193;Zwolle                                          ;23;Overijssel   ;nee;nee;Genne                                            
1761;Gennep;772;Eindhoven                                       ;30;Noord-Brabant;nee;nee;Gennep                                           
1762;Gennep;907;Gennep                                          ;31;Limburg      ;ja ;ja ;Gennep                                           
1763;Genoenhuis;1771;Geldrop-Mierlo                                  ;30;Noord-Brabant;nee;nee;Genoenhuis                                       
1764;Genooi;983;Venlo                                           ;31;Limburg      ;nee;nee;Genooi                                           
1765;Genooierbergen;983;Venlo                                           ;31;Limburg      ;nee;nee;Genooierbergen                                   
1766;Gerendal;994;Valkenburg aan de Geul                          ;31;Limburg      ;nee;nee;Gerendal                                         
1767;Gerheggen;1640;Leudal                                          ;31;Limburg      ;nee;nee;Gerheggen                                        
1768;Gerkesklooster;59;Achtkarspelen                                   ;21;Friesland    ;ja ;nee;Gerkesklooster                                   
1769;Gerner;148;Dalfsen                                         ;23;Overijssel   ;nee;nee;Gerner                                           
1770;Gerns;710;Wûnseradiel                                     ;21;Friesland    ;nee;nee;Gerns                                            
1771;Gersloot;74;Heerenveen                                      ;21;Friesland    ;ja ;nee;Gersloot                                         
1772;Gerven;273;Putten                                          ;25;Gelderland   ;nee;nee;Gerven                                           
1773;Gerverscop;632;Woerden                                         ;26;Utrecht      ;nee;nee;Gerverscop                                       
1774;Gerwen;820;Nuenen, Gerwen en Nederwetten                   ;30;Noord-Brabant;nee;nee;Gerwen                                           
1775;Gest, De;462;Wieringen                                       ;27;Noord-Holland;nee;nee;Gest, De                                         
1776;Gestel;772;Eindhoven                                       ;30;Noord-Brabant;nee;nee;Gestel                                           
1777;Getfert;153;Enschede                                        ;23;Overijssel   ;nee;nee;Getfert                                          
1778;Geulhem;994;Valkenburg aan de Geul                          ;31;Limburg      ;nee;nee;Geulhem                                          
1779;Geulle;938;Meerssen                                        ;31;Limburg      ;ja ;nee;Geulle                                           
1780;Geverik;888;Beek                                            ;31;Limburg      ;nee;nee;Geverik                                          
1781;Gewande;796;'s-Hertogenbosch                                ;30;Noord-Brabant;nee;nee;Gewande                                          
1782;Geysteren;984;Venray                                          ;31;Limburg      ;ja ;nee;Geysteren                                        
1783;Gieltjesdorp;311;Breukelen                                       ;26;Utrecht      ;nee;nee;Gieltjesdorp                                     
1784;Giersbergen;809;Loon op Zand                                    ;30;Noord-Brabant;nee;nee;Giersbergen                                      
1785;Giesbeek;299;Zevenaar                                        ;25;Gelderland   ;ja ;nee;Giesbeek                                         
1786;Giessen;874;Woudrichem                                      ;30;Noord-Brabant;ja ;nee;Giessen                                          
1787;Giessenburg;689;Giessenlanden                                   ;28;Zuid-Holland ;ja ;nee;Giessenburg                                      
1788;Giessendam;523;Hardinxveld-Giessendam                          ;28;Zuid-Holland ;nee;nee;Giessendam                                       
1789;Giessenlanden;689;Giessenlanden                                   ;28;Zuid-Holland ;nee;ja ;Giessenlanden                                    
1790;Giessen-Oudekerk;689;Giessenlanden                                   ;28;Zuid-Holland ;nee;nee;Giessen-Oudekerk                                 
1791;Gietelo;285;Voorst                                          ;25;Gelderland   ;nee;nee;Gietelo                                          
1792;Gieten;1680;Aa en Hunze                                     ;22;Drenthe      ;ja ;nee;Gieten                                           
1793;Gieterveen;1680;Aa en Hunze                                     ;22;Drenthe      ;ja ;nee;Gieterveen                                       
1794;Giethmen;175;Ommen                                           ;23;Overijssel   ;ja ;nee;Giethmen                                         
1795;Giethoorn;1708;Steenwijkerland                                 ;23;Overijssel   ;ja ;nee;Giethoorn                                        
1796;Gijbeland;693;Graafstroom                                     ;28;Zuid-Holland ;nee;nee;Gijbeland                                        
1797;Gijzel;788;Haaren                                          ;30;Noord-Brabant;nee;nee;Gijzel                                           
1798;Gijzenrooi;1771;Geldrop-Mierlo                                  ;30;Noord-Brabant;nee;nee;Gijzenrooi                                       
1799;Gilden;453;Velsen                                          ;27;Noord-Holland;nee;nee;Gilden                                           
1800;Gilze;784;Gilze en Rijen                                  ;30;Noord-Brabant;ja ;nee;Gilze                                            
1801;Gilze en Rijen;784;Gilze en Rijen                                  ;30;Noord-Brabant;nee;ja ;Gilze en Rijen                                   
1802;Ginderdoor;1659;Laarbeek                                        ;30;Noord-Brabant;nee;nee;Ginderdoor                                       
1803;Ginderdoor;1723;Alphen-Chaam                                    ;30;Noord-Brabant;nee;nee;Ginderdoor                                       
1804;Ginderover;1658;Heeze-Leende                                    ;30;Noord-Brabant;nee;nee;Ginderover                                       
1805;Ginkel, De;228;Ede                                             ;25;Gelderland   ;nee;nee;Ginkel, De                                       
1806;Ginneken;758;Breda                                           ;30;Noord-Brabant;nee;nee;Ginneken                                         
1807;Ginnum;1722;Ferwerderadiel                                  ;21;Friesland    ;ja ;nee;Ginnum                                           
1808;Glane;168;Losser                                          ;23;Overijssel   ;ja ;nee;Glane                                            
1809;Glanerbrug;153;Enschede                                        ;23;Overijssel   ;nee;nee;Glanerbrug                                       
1810;Glanerveld;153;Enschede                                        ;23;Overijssel   ;nee;nee;Glanerveld                                       
1811;Glimmen;17;Haren                                           ;20;Groningen    ;ja ;nee;Glimmen                                          
1812;Glind, De;203;Barneveld                                       ;25;Gelderland   ;ja ;nee;Glind, De                                        
1813;Glindhorst;203;Barneveld                                       ;25;Gelderland   ;nee;nee;Glindhorst                                       
1814;Glip, De;397;Heemstede                                       ;27;Noord-Holland;nee;nee;Glip, De                                         
1815;Gnephoek;484;Alphen aan den Rijn                             ;28;Zuid-Holland ;nee;nee;Gnephoek                                         
1816;Godlinze;10;Delfzijl                                        ;20;Groningen    ;ja ;nee;Godlinze                                         
1817;Goedereede;511;Goedereede                                      ;28;Zuid-Holland ;ja ;ja ;Goedereede                                       
1818;Goënga;683;Wymbritseradiel                                 ;21;Friesland    ;ja ;nee;Goënga                                           
1819;Goëngahuizen;90;Smallingerland                                  ;21;Friesland    ;ja ;nee;Goëngahuizen                                     
1820;Goes;664;Goes                                            ;29;Zeeland      ;ja ;ja ;Goes                                             
1821;Goffert;268;Nijmegen                                        ;25;Gelderland   ;nee;nee;Goffert                                          
1822;Goidschalxoord;585;Binnenmaas                                      ;28;Zuid-Holland ;nee;nee;Goidschalxoord                                   
1823;Goilberdingen;216;Culemborg                                       ;25;Gelderland   ;nee;nee;Goilberdingen                                    
1824;Goingarijp;51;Skarsterlân                                     ;21;Friesland    ;ja ;nee;Goingarijp                                       
1825;Goirke, Het;855;Tilburg                                         ;30;Noord-Brabant;nee;nee;Goirke, Het                                      
1826;Goirle;785;Goirle                                          ;30;Noord-Brabant;ja ;ja ;Goirle                                           
1827;Goldhoorn;1895;Oldambt                                         ;20;Groningen    ;nee;nee;Goldhoorn                                        
1828;Gooi;1876;Bronckhorst                                     ;25;Gelderland   ;nee;nee;Gooi                                             
1829;Gooium;710;Wûnseradiel                                     ;21;Friesland    ;nee;nee;Gooium                                           
1830;Goor;1735;Hof van Twente                                  ;23;Overijssel   ;ja ;nee;Goor                                             
1831;Goor, Het;1771;Geldrop-Mierlo                                  ;30;Noord-Brabant;nee;nee;Goor, Het                                        
1832;Goorn, De;1598;Koggenland                                      ;27;Noord-Holland;ja ;nee;Goorn, De                                        
1833;Gorinchem;512;Gorinchem                                       ;28;Zuid-Holland ;ja ;ja ;Gorinchem                                        
1834;Gorp;798;Hilvarenbeek                                    ;30;Noord-Brabant;nee;nee;Gorp                                             
1835;Gorredijk;86;Opsterland                                      ;21;Friesland    ;ja ;nee;Gorredijk                                        
1836;Gorssel;262;Lochem                                          ;25;Gelderland   ;ja ;nee;Gorssel                                          
1837;Gortel;232;Epe                                             ;25;Gelderland   ;nee;nee;Gortel                                           
1838;Gouda;513;Gouda                                           ;28;Zuid-Holland ;ja ;ja ;Gouda                                            
1839;Gouderak;644;Ouderkerk                                       ;28;Zuid-Holland ;ja ;nee;Gouderak                                         
1840;Goudriaan;693;Graafstroom                                     ;28;Zuid-Holland ;ja ;nee;Goudriaan                                        
1841;Goudseweg;623;Vlist                                           ;28;Zuid-Holland ;nee;nee;Goudseweg                                        
1842;Goudswaard;588;Korendijk                                       ;28;Zuid-Holland ;ja ;nee;Goudswaard                                       
1843;Goutum;80;Leeuwarden                                      ;21;Friesland    ;ja ;nee;Goutum                                           
1844;Gouwe;432;Opmeer                                          ;27;Noord-Holland;nee;nee;Gouwe                                            
1845;Goy, 't;321;Houten                                          ;26;Utrecht      ;ja ;nee;Goy, 't                                          
1846;Graaf;331;Lopik                                           ;26;Utrecht      ;nee;nee;Graaf                                            
1847;Graafland;694;Liesveld                                        ;28;Zuid-Holland ;nee;nee;Graafland                                        
1848;Graafstroom;693;Graafstroom                                     ;28;Zuid-Holland ;nee;ja ;Graafstroom                                      
1849;Graauw;677;Hulst                                           ;29;Zeeland      ;ja ;nee;Graauw                                           
1850;Gracht (ged.);882;Landgraaf                                       ;31;Limburg      ;nee;nee;Gracht (ged.)                                    
1851;Gracht (ged.);928;Kerkrade                                        ;31;Limburg      ;nee;nee;Gracht (ged.)                                    
1852;Graetheide;1883;Sittard-Geleen                                  ;31;Limburg      ;nee;nee;Graetheide                                       
1853;Grafhorst;166;Kampen                                          ;23;Overijssel   ;ja ;nee;Grafhorst                                        
1854;Graft;365;Graft-De Rijp                                   ;27;Noord-Holland;ja ;nee;Graft                                            
1855;Graft-De Rijp;365;Graft-De Rijp                                   ;27;Noord-Holland;nee;ja ;Graft-De Rijp                                    
1856;Graftdijk;365;Graft-De Rijp                                   ;27;Noord-Holland;nee;nee;Graftdijk                                        
1857;Gramsbergen;160;Hardenberg                                      ;23;Overijssel   ;ja ;nee;Gramsbergen                                      
1858;Grashoek;1894;Peel en Maas                                    ;31;Limburg      ;ja ;nee;Grashoek                                         
1859;Graspeel;1685;Landerd                                         ;30;Noord-Brabant;nee;nee;Graspeel                                         
1860;Grathem;1640;Leudal                                          ;31;Limburg      ;ja ;nee;Grathem                                          
1861;Grauwe Kat;710;Wûnseradiel                                     ;21;Friesland    ;nee;nee;Grauwe Kat                                       
1862;Grauwe Polder;777;Etten-Leur                                      ;30;Noord-Brabant;nee;nee;Grauwe Polder                                    
1863;Grave;786;Grave                                           ;30;Noord-Brabant;ja ;ja ;Grave                                            
1864;Gravekoop;595;Reeuwijk                                        ;28;Zuid-Holland ;nee;nee;Gravekoop                                        
1865;Graveland, 's-;599;Rotterdam                                       ;28;Zuid-Holland ;nee;nee;Graveland, 's-                                   
1866;Graveland, 's-;1696;Wijdemeren                                      ;27;Noord-Holland;ja ;nee;Graveland, 's-                                   
1867;Gravendeel, 's-;585;Binnenmaas                                      ;28;Zuid-Holland ;ja ;nee;Gravendeel, 's-                                  
1868;Gravenhage, 's-;518;'s-Gravenhage                                   ;28;Zuid-Holland ;ja ;ja ;Gravenhage, 's-                                  
1869;Gravenmoer, 's-;766;Dongen                                          ;30;Noord-Brabant;ja ;nee;Gravenmoer, 's-                                  
1870;Gravenmoerse Vaart, 's-;766;Dongen                                          ;30;Noord-Brabant;nee;nee;Gravenmoerse Vaart, 's-                          
1871;Gravenpolder, 's-;654;Borsele                                         ;29;Zeeland      ;ja ;nee;Gravenpolder, 's-                                
1872;Gravenschans, 's-;40;Slochteren                                      ;20;Groningen    ;nee;nee;Gravenschans, 's-                                
1873;Gravensloot 's-;632;Woerden                                         ;26;Utrecht      ;nee;nee;Gravensloot 's-                                  
1874;Gravenwaard, 's-;196;Rijnwaarden                                     ;25;Gelderland   ;nee;nee;Gravenwaard, 's-                                 
1875;Gravenweg, 's- (ged.);502;Capelle aan den IJssel                          ;28;Zuid-Holland ;nee;nee;Gravenweg, 's- (ged.)                            
1876;Gravenweg, 's-;1892;Zuidplas                                        ;28;Zuid-Holland ;nee;nee;Gravenweg, 's-                                   
1877;Gravenzande, 's-;1783;Westland                                        ;28;Zuid-Holland ;ja ;nee;Gravenzande, 's-                                 
1878;Grazen;1723;Alphen-Chaam                                    ;30;Noord-Brabant;nee;nee;Grazen                                           
1879;Grebbe;340;Rhenen                                          ;26;Utrecht      ;nee;nee;Grebbe                                           
1880;Greffeling;668;West Maas en Waal                               ;25;Gelderland   ;nee;nee;Greffeling                                       
1881;Greffelkamp;1955;Montferland                                     ;25;Gelderland   ;nee;nee;Greffelkamp                                      
1882;Greidhoek;83;Menaldumadeel                                   ;21;Friesland    ;nee;nee;Greidhoek                                        
1883;Greonterp;683;Wymbritseradiel                                 ;21;Friesland    ;ja ;nee;Greonterp                                        
1884;Greup;585;Binnenmaas                                      ;28;Zuid-Holland ;nee;nee;Greup                                            
1885;Grevenbicht;1883;Sittard-Geleen                                  ;31;Limburg      ;ja ;nee;Grevenbicht                                      
1886;Griendtsveen;1507;Horst aan de Maas                               ;31;Limburg      ;ja ;nee;Griendtsveen                                     
1887;Grientsveen;114;Emmen                                           ;22;Drenthe      ;nee;nee;Grientsveen                                      
1888;Griete;715;Terneuzen                                       ;29;Zeeland      ;nee;nee;Griete                                           
1889;Grieth;299;Zevenaar                                        ;25;Gelderland   ;nee;nee;Grieth                                           
1890;Griffenstein;355;Zeist                                           ;26;Utrecht      ;nee;nee;Griffenstein                                     
1891;Grijpskerk;56;Zuidhorn                                        ;20;Groningen    ;ja ;nee;Grijpskerk                                       
1892;Grijpskerke;717;Veere                                           ;29;Zeeland      ;ja ;nee;Grijpskerke                                      
1893;Grijssloot;1663;De Marne                                        ;20;Groningen    ;nee;nee;Grijssloot                                       
1894;Grijzegrubben;951;Nuth                                            ;31;Limburg      ;nee;nee;Grijzegrubben                                    
1895;Grobbendonck;785;Goirle                                          ;30;Noord-Brabant;nee;nee;Grobbendonck                                     
1896;Groede;1714;Sluis                                           ;29;Zeeland      ;ja ;nee;Groede                                           
1897;Groenekan;310;De Bilt                                         ;26;Utrecht      ;ja ;nee;Groenekan                                        
1898;Groeneweg;1892;Zuidplas                                        ;28;Zuid-Holland ;nee;nee;Groeneweg                                        
1899;Groenewoud;855;Tilburg                                         ;30;Noord-Brabant;nee;nee;Groenewoud                                       
1900;Groeningen;756;Boxmeer                                         ;30;Noord-Brabant;ja ;nee;Groeningen                                       
1901;Groenlanden;282;Ubbergen                                        ;25;Gelderland   ;nee;nee;Groenlanden                                      
1902;Groenlo;1586;Oost Gelre                                      ;25;Gelderland   ;ja ;nee;Groenlo                                          
1903;Groenstraat;798;Hilvarenbeek                                    ;30;Noord-Brabant;nee;nee;Groenstraat                                      
1904;Groenveld;395;Harenkarspel                                    ;27;Noord-Holland;nee;nee;Groenveld                                        
1905;Groes;1721;Bernheze                                        ;30;Noord-Brabant;nee;nee;Groes                                            
1906;Groesbeek;241;Groesbeek                                       ;25;Gelderland   ;ja ;ja ;Groesbeek                                        
1907;Groeskuilen;1652;Gemert-Bakel                                    ;30;Noord-Brabant;nee;nee;Groeskuilen                                      
1908;Groessen;226;Duiven                                          ;25;Gelderland   ;ja ;nee;Groessen                                         
1909;Groet;373;Bergen (NH.)                                    ;27;Noord-Holland;ja ;nee;Groet                                            
1910;Groeve, De;1730;Tynaarlo                                        ;22;Drenthe      ;ja ;nee;Groeve, De                                       
1911;Groeze;1894;Peel en Maas                                    ;31;Limburg      ;nee;nee;Groeze                                           
1912;Grolloo;1680;Aa en Hunze                                     ;22;Drenthe      ;ja ;nee;Grolloo                                          
1913;Groningen;14;Groningen                                       ;20;Groningen    ;ja ;ja ;Groningen                                        
1914;Gronsveld;905;Eijsden                                         ;31;Limburg      ;ja ;nee;Gronsveld                                        
1915;Groot Dochteren;262;Lochem                                          ;25;Gelderland   ;nee;nee;Groot Dochteren                                  
1916;Groot- en Klein-Welsden;936;Margraten                                       ;31;Limburg      ;nee;nee;Groot- en Klein-Welsden                          
1917;Groot Loo;798;Hilvarenbeek                                    ;30;Noord-Brabant;nee;nee;Groot Loo                                        
1918;Groot-Abeele;718;Vlissingen                                      ;29;Zeeland      ;nee;nee;Groot-Abeele                                     
1919;Groot-Ammers;694;Liesveld                                        ;28;Zuid-Holland ;ja ;nee;Groot-Ammers                                     
1920;Groot-Doenrade;962;Schinnen                                        ;31;Limburg      ;nee;nee;Groot-Doenrade                                   
1921;Groote Aard;861;Veldhoven                                       ;30;Noord-Brabant;nee;nee;Groote Aard                                      
1922;Groote Haar;512;Gorinchem                                       ;28;Zuid-Holland ;nee;nee;Groote Haar                                      
1923;Groote Heide, Op de;1658;Heeze-Leende                                    ;30;Noord-Brabant;nee;nee;Groote Heide, Op de                              
1924;Groote Hoeven;847;Someren                                         ;30;Noord-Brabant;nee;nee;Groote Hoeven                                    
1925;Groote Horst;893;Bergen (L.)                                     ;31;Limburg      ;nee;nee;Groote Horst                                     
1926;Groote Keeten;476;Zijpe                                           ;27;Noord-Holland;nee;nee;Groote Keeten                                    
1927;Groote Lindt;642;Zwijndrecht                                     ;28;Zuid-Holland ;nee;nee;Groote Lindt                                     
1928;Groote Peel;1652;Gemert-Bakel                                    ;30;Noord-Brabant;nee;nee;Groote Peel                                      
1929;Groote Polder;1709;Moerdijk                                        ;30;Noord-Brabant;nee;nee;Groote Polder                                    
1930;Grootebroek;532;Stede Broec                                     ;27;Noord-Holland;ja ;nee;Grootebroek                                      
1931;Grootegast;15;Grootegast                                      ;20;Groningen    ;ja ;ja ;Grootegast                                       
1932;Grootgenhout;888;Beek                                            ;31;Limburg      ;nee;nee;Grootgenhout                                     
1933;Grootschermer;458;Schermer                                        ;27;Noord-Holland;ja ;nee;Grootschermer                                    
1934;Groot-Wetsinge;53;Winsum                                          ;20;Groningen    ;nee;nee;Groot-Wetsinge                                   
1935;Grosthuizen;1598;Koggenland                                      ;27;Noord-Holland;nee;nee;Grosthuizen                                      
1936;Grote en Kleine Heide;983;Venlo                                           ;31;Limburg      ;nee;nee;Grote en Kleine Heide                            
1937;Grote Koolwijk;828;Oss                                             ;30;Noord-Brabant;nee;nee;Grote Koolwijk                                   
1938;Grote Zilk;576;Noordwijkerhout                                 ;28;Zuid-Holland ;nee;nee;Grote Zilk                                       
1939;Grou;55;Boarnsterhim                                    ;21;Friesland    ;ja ;nee;Grou                                             
1940;Grubbenvorst;1507;Horst aan de Maas                               ;31;Limburg      ;ja ;nee;Grubbenvorst                                     
1941;Gulpen;1729;Gulpen-Wittem                                   ;31;Limburg      ;ja ;nee;Gulpen                                           
1942;Gulpen-Wittem;1729;Gulpen-Wittem                                   ;31;Limburg      ;nee;ja ;Gulpen-Wittem                                    
1943;Gun;1507;Horst aan de Maas                               ;31;Limburg      ;nee;nee;Gun                                              
1944;Guttecoven;1883;Sittard-Geleen                                  ;31;Limburg      ;ja ;nee;Guttecoven                                       
1945;Gytsjerk;737;Tytsjerksteradiel                               ;21;Friesland    ;ja ;nee;Gytsjerk                                         
1946;Haaften;304;Neerijnen                                       ;25;Gelderland   ;ja ;nee;Haaften                                          
1947;Haagje;1581;Utrechtse Heuvelrug                             ;26;Utrecht      ;nee;nee;Haagje                                           
1948;Haagje, 't;1708;Steenwijkerland                                 ;23;Overijssel   ;nee;nee;Haagje, 't                                       
1949;Haagoord;738;Aalburg                                         ;30;Noord-Brabant;nee;nee;Haagoord                                         
1950;Haagse-Beemden;758;Breda                                           ;30;Noord-Brabant;nee;nee;Haagse-Beemden                                   
1951;Haaksbergen;158;Haaksbergen                                     ;23;Overijssel   ;ja ;ja ;Haaksbergen                                      
1952;Haakswold;1690;De Wolden                                       ;22;Drenthe      ;nee;nee;Haakswold                                        
1953;Haal, De;431;Oostzaan                                        ;27;Noord-Holland;nee;nee;Haal, De                                         
1954;Haalderen;1705;Lingewaard                                      ;25;Gelderland   ;ja ;nee;Haalderen                                        
1955;Haaldersbroek;479;Zaanstad                                        ;27;Noord-Holland;nee;nee;Haaldersbroek                                    
1956;Haamstede;1676;Schouwen-Duiveland                              ;29;Zeeland      ;nee;nee;Haamstede                                        
1957;Haanrade;928;Kerkrade                                        ;31;Limburg      ;nee;nee;Haanrade                                         
1958;Haansberg;777;Etten-Leur                                      ;30;Noord-Brabant;nee;nee;Haansberg                                        
1959;Haantje, 't;81;Leeuwarderadeel                                 ;21;Friesland    ;nee;nee;Haantje, 't                                      
1960;Haantje, 't;109;Coevorden                                       ;22;Drenthe      ;ja ;nee;Haantje, 't                                      
1961;Haantje, 't;603;Rijswijk                                        ;28;Zuid-Holland ;nee;nee;Haantje, 't                                      
1962;Haanwijk;632;Woerden                                         ;26;Utrecht      ;nee;nee;Haanwijk                                         
1963;Haanwijk;845;Sint-Michielsgestel                             ;30;Noord-Brabant;nee;nee;Haanwijk                                         
1964;Haar;289;Wageningen                                      ;25;Gelderland   ;nee;nee;Haar                                             
1965;Haar;1581;Utrechtse Heuvelrug                             ;26;Utrecht      ;nee;nee;Haar                                             
1966;Haar, De;25;Marum                                           ;20;Groningen    ;nee;nee;Haar, De                                         
1967;Haar, De;109;Coevorden                                       ;22;Drenthe      ;nee;nee;Haar, De                                         
1968;Haar, De;160;Hardenberg                                      ;23;Overijssel   ;nee;nee;Haar, De                                         
1969;Haar, De;1859;Berkelland                                      ;25;Gelderland   ;nee;nee;Haar, De                                         
1970;Haar, De;313;Bunschoten                                      ;26;Utrecht      ;nee;nee;Haar, De                                         
1971;Haar, Ter;48;Vlagtwedde                                      ;20;Groningen    ;nee;nee;Haar, Ter                                        
1972;Haaren;788;Haaren                                          ;30;Noord-Brabant;ja ;ja ;Haaren                                           
1973;Haarle;163;Hellendoorn                                     ;23;Overijssel   ;ja ;nee;Haarle                                           
1974;Haarle;183;Tubbergen                                       ;23;Overijssel   ;ja ;nee;Haarle                                           
1975;Haarlem;392;Haarlem                                         ;27;Noord-Holland;ja ;ja ;Haarlem                                          
1976;Haarlemmerliede;393;Haarlemmerliede en Spaarnwoude                  ;27;Noord-Holland;ja ;nee;Haarlemmerliede                                  
1977;Haarlemmerliede en Spaarnwoude;393;Haarlemmerliede en Spaarnwoude                  ;27;Noord-Holland;nee;ja ;Haarlemmerliede en Spaarnwoude                   
1978;Haarlemmermeer;394;Haarlemmermeer                                  ;27;Noord-Holland;nee;ja ;Haarlemmermeer                                   
1979;Haarlo;1859;Berkelland                                      ;25;Gelderland   ;ja ;nee;Haarlo                                           
1980;Haarsteeg;797;Heusden                                         ;30;Noord-Brabant;ja ;nee;Haarsteeg                                        
1981;Haart;197;Aalten                                          ;25;Gelderland   ;nee;nee;Haart                                            
1982;Haarzuilens;344;Utrecht                                         ;26;Utrecht      ;ja ;nee;Haarzuilens                                      
1983;Haasdal;951;Nuth                                            ;31;Limburg      ;nee;nee;Haasdal                                          
1984;Haastrecht;623;Vlist                                           ;28;Zuid-Holland ;ja ;nee;Haastrecht                                       
1985;Haelen;1640;Leudal                                          ;31;Limburg      ;ja ;nee;Haelen                                           
1986;Haelensche Broek;1640;Leudal                                          ;31;Limburg      ;nee;nee;Haelensche Broek                                 
1987;Haerst;193;Zwolle                                          ;23;Overijssel   ;nee;nee;Haerst                                           
1988;Hagenkamp;772;Eindhoven                                       ;30;Noord-Brabant;nee;nee;Hagenkamp                                        
1989;Hagestein;620;Vianen                                          ;26;Utrecht      ;ja ;nee;Hagestein                                        
1990;Haghorst;798;Hilvarenbeek                                    ;30;Noord-Brabant;ja ;nee;Haghorst                                         
1991;Haiink;1674;Roosendaal                                      ;30;Noord-Brabant;nee;nee;Haiink                                           
1992;Hal;788;Haaren                                          ;30;Noord-Brabant;nee;nee;Hal                                              
1993;Halder;845;Sint-Michielsgestel                             ;30;Noord-Brabant;nee;nee;Halder                                           
1994;Halderberge;1655;Halderberge                                     ;30;Noord-Brabant;nee;ja ;Halderberge                                      
1995;Haler;1640;Leudal                                          ;31;Limburg      ;ja ;nee;Haler                                            
1996;Halerbrug;1731;Midden-Drenthe                                  ;22;Drenthe      ;nee;nee;Halerbrug                                        
1997;Halfweg;180;Staphorst                                       ;23;Overijssel   ;nee;nee;Halfweg                                          
1998;Halfweg;393;Haarlemmerliede en Spaarnwoude                  ;27;Noord-Holland;ja ;nee;Halfweg                                          
1999;Halfweg;553;Lisse                                           ;28;Zuid-Holland ;nee;nee;Halfweg                                          
