ID;Milieudomein;BedrijfstakkenBranchesSBI2008;Perioden;ArbeidsvolumeWerkzamePersonen_1;ProductieBasisprijzen_2;BrutoToegevoegdeWaardeBasisprijzen_3;UitvoerBasisprijzen_4
632;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2003;35.4;6911.0;2519.0;
633;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2004;33.3;7098.0;2675.0;
634;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2005;31.9;7476.0;2972.0;
635;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2006;34.7;8298.0;3329.0;
636;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2007;37.1;9100.0;3514.0;
637;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2008;38.7;10479.0;4048.0;
638;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2009;38.9;9963.0;3882.0;
639;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2010;41.2;10763.0;4011.0;
640;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2011;48.5;14237.0;4712.0;
641;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2012;47.1;15511.0;4609.0;
642;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2013;50.8;16099.0;4931.0;
643;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2014;53.9;16763.0;5887.0;6221.0
644;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2015;56.1;16782.0;6335.0;6621.0
645;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2016;59.7;16601.0;6683.0;6320.0
646;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2017;62.8;18625.0;7440.0;5922.0
647;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2018;68.6;19392.0;7777.0;5952.0
648;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2019;76.0;20919.0;8681.0;6506.0
649;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2020;87.4;22484.0;9600.0;6218.0
650;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2021;90.0;26645.0;10134.0;7770.0
651;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2001;0.2;5.0;5.0;
652;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2002;0.2;6.0;6.0;
653;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2003;0.2;13.0;13.0;
654;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2004;0.2;34.0;34.0;
655;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2005;0.2;52.0;52.0;
656;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2006;0.3;65.0;65.0;
657;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2007;0.3;83.0;83.0;
658;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2008;0.3;116.0;116.0;
659;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2009;0.4;135.0;135.0;
660;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2010;0.4;135.0;130.0;
661;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2011;0.5;145.0;139.0;
662;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2012;0.5;146.0;139.0;
663;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2013;0.5;158.0;151.0;
664;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2014;0.5;170.0;163.0;0.0
665;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2015;0.5;182.0;174.0;0.0
666;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2016;0.4;181.0;181.0;0.0
667;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2017;0.4;198.0;198.0;0.0
668;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2018;0.4;234.0;233.0;0.0
669;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2019;0.3;316.0;316.0;0.0
670;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2020;0.3;376.0;376.0;0.0
671;2. Totaal management natuurlijke bronnen;A Landbouw, bosbouw en visserij;2021;0.3;429.0;429.0;0.0
672;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2001;;;;
673;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2002;;;;
674;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2003;;;;
675;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2004;;;;
676;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2005;;;;
677;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2006;;;;
678;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2007;;;;
679;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2008;;;;
680;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2009;;;;
681;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2010;;;;
682;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2011;;;;
683;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2012;;;;
684;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2013;;;;
685;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2014;;;;
686;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2015;;;;
687;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2016;;;;
688;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2017;;;;
689;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2018;;;;
690;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2019;;;;
691;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2020;;;;
692;2. Totaal management natuurlijke bronnen;B-E Nijverheid (geen bouw) en energie;2021;;;;
693;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2001;;;;
694;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2002;;;;
695;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2003;;;;
696;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2004;;;;
697;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2005;;;;
698;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2006;;;;
699;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2007;;;;
700;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2008;;;;
701;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2009;;;;
702;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2010;;;;
703;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2011;;;;
704;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2012;;;;
705;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2013;;;;
706;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2014;;;;
707;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2015;;;;
708;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2016;;;;
709;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2017;;;;
710;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2018;;;;
711;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2019;;;;
712;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2020;;;;
713;2. Totaal management natuurlijke bronnen;B Delfstoffenwinning;2021;;;;
714;2. Totaal management natuurlijke bronnen;C Industrie;2001;5.3;1859.0;463.0;
715;2. Totaal management natuurlijke bronnen;C Industrie;2002;5.9;2164.0;512.0;
716;2. Totaal management natuurlijke bronnen;C Industrie;2003;6.1;2305.0;538.0;
717;2. Totaal management natuurlijke bronnen;C Industrie;2004;5.8;2173.0;523.0;
718;2. Totaal management natuurlijke bronnen;C Industrie;2005;5.4;2140.0;505.0;
719;2. Totaal management natuurlijke bronnen;C Industrie;2006;5.8;2213.0;548.0;
720;2. Totaal management natuurlijke bronnen;C Industrie;2007;6.6;2618.0;624.0;
721;2. Totaal management natuurlijke bronnen;C Industrie;2008;7.3;3008.0;693.0;
722;2. Totaal management natuurlijke bronnen;C Industrie;2009;7.2;2622.0;612.0;
723;2. Totaal management natuurlijke bronnen;C Industrie;2010;7.4;2817.0;633.0;
724;2. Totaal management natuurlijke bronnen;C Industrie;2011;8.2;4235.0;786.0;
725;2. Totaal management natuurlijke bronnen;C Industrie;2012;7.4;5579.0;633.0;
726;2. Totaal management natuurlijke bronnen;C Industrie;2013;7.3;6263.0;732.0;
727;2. Totaal management natuurlijke bronnen;C Industrie;2014;7.1;5770.0;1135.0;3350.0
728;2. Totaal management natuurlijke bronnen;C Industrie;2015;6.9;5675.0;1205.0;3552.0
729;2. Totaal management natuurlijke bronnen;C Industrie;2016;6.9;4827.0;1328.0;3440.0
730;2. Totaal management natuurlijke bronnen;C Industrie;2017;6.9;5544.0;1450.0;3634.0
731;2. Totaal management natuurlijke bronnen;C Industrie;2018;7.4;5770.0;1433.0;3617.0
732;2. Totaal management natuurlijke bronnen;C Industrie;2019;7.6;5869.0;1463.0;3770.0
733;2. Totaal management natuurlijke bronnen;C Industrie;2020;7.6;5803.0;1515.0;3664.0
734;2. Totaal management natuurlijke bronnen;C Industrie;2021;7.7;8197.0;1929.0;4780.0
735;2. Totaal management natuurlijke bronnen;D Energievoorziening;2001;0.2;82.0;33.0;
736;2. Totaal management natuurlijke bronnen;D Energievoorziening;2002;0.2;113.0;55.0;
737;2. Totaal management natuurlijke bronnen;D Energievoorziening;2003;0.3;139.0;65.0;
738;2. Totaal management natuurlijke bronnen;D Energievoorziening;2004;0.3;308.0;205.0;
739;2. Totaal management natuurlijke bronnen;D Energievoorziening;2005;0.4;657.0;507.0;
740;2. Totaal management natuurlijke bronnen;D Energievoorziening;2006;0.5;732.0;563.0;
741;2. Totaal management natuurlijke bronnen;D Energievoorziening;2007;0.5;678.0;500.0;
742;2. Totaal management natuurlijke bronnen;D Energievoorziening;2008;0.6;938.0;699.0;
743;2. Totaal management natuurlijke bronnen;D Energievoorziening;2009;0.7;1108.0;772.0;
744;2. Totaal management natuurlijke bronnen;D Energievoorziening;2010;0.8;1056.0;711.0;
745;2. Totaal management natuurlijke bronnen;D Energievoorziening;2011;1.0;1642.0;799.0;
746;2. Totaal management natuurlijke bronnen;D Energievoorziening;2012;0.9;1155.0;801.0;
747;2. Totaal management natuurlijke bronnen;D Energievoorziening;2013;1.0;1124.0;842.0;
748;2. Totaal management natuurlijke bronnen;D Energievoorziening;2014;1.0;1053.0;825.0;1.0
749;2. Totaal management natuurlijke bronnen;D Energievoorziening;2015;1.2;1165.0;901.0;1.0
750;2. Totaal management natuurlijke bronnen;D Energievoorziening;2016;1.4;1255.0;910.0;2.0
751;2. Totaal management natuurlijke bronnen;D Energievoorziening;2017;1.5;1564.0;1141.0;2.0
752;2. Totaal management natuurlijke bronnen;D Energievoorziening;2018;1.8;1708.0;1256.0;3.0
753;2. Totaal management natuurlijke bronnen;D Energievoorziening;2019;2.3;2292.0;1875.0;7.0
754;2. Totaal management natuurlijke bronnen;D Energievoorziening;2020;3.5;2811.0;2130.0;24.0
755;2. Totaal management natuurlijke bronnen;D Energievoorziening;2021;4.2;2773.0;2000.0;9.0
756;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2001;2.8;872.0;175.0;
757;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2002;3.0;946.0;193.0;
758;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2003;3.1;1033.0;230.0;
759;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2004;3.0;1202.0;269.0;
760;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2005;3.0;1305.0;283.0;
761;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2006;2.9;1511.0;357.0;
762;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2007;2.9;1586.0;342.0;
763;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2008;3.0;1753.0;342.0;
764;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2009;3.2;1570.0;296.0;
765;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2010;3.2;1942.0;343.0;
766;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2011;3.7;2474.0;454.0;
767;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2012;4.0;2600.0;493.0;
768;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2013;4.1;2457.0;456.0;
769;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2014;4.8;2812.0;543.0;515.0
770;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2015;4.0;2656.0;554.0;496.0
771;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2016;4.1;2824.0;653.0;535.0
772;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2017;4.1;3063.0;730.0;580.0
773;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2018;4.7;3364.0;823.0;674.0
774;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2019;4.8;3592.0;829.0;701.0
775;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2020;4.9;3475.0;819.0;694.0
776;2. Totaal management natuurlijke bronnen;E Waterbedrijven en afvalbeheer;2021;5.3;4224.0;855.0;867.0
777;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2001;23.2;2271.0;1076.0;
778;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2002;21.5;2142.0;1027.0;
779;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2003;17.9;1856.0;895.0;
780;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2004;15.5;1651.0;787.0;
781;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2005;14.6;1596.0;758.0;
782;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2006;16.9;2067.0;896.0;
783;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2007;18.1;2305.0;1004.0;
784;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2008;18.1;2514.0;1112.0;
785;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2009;18.5;2562.0;1110.0;
786;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2010;19.5;2543.0;1069.0;
787;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2011;25.2;3404.0;1365.0;
788;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2012;24.1;2997.0;1225.0;
789;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2013;26.0;3150.0;1281.0;
790;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2014;26.5;3606.0;1496.0;283.0
791;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2015;28.9;3645.0;1603.0;363.0
792;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2016;32.9;4079.0;1764.0;253.0
793;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2017;35.8;4714.0;2074.0;247.0
794;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2018;38.0;4139.0;1822.0;204.0
795;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2019;43.3;4141.0;1689.0;175.0
796;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2020;52.5;4874.0;2120.0;169.0
797;2. Totaal management natuurlijke bronnen;F Bouwnijverheid;2021;54.2;5254.0;2233.0;161.0
798;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2001;1.5;370.0;147.0;
799;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2002;1.5;389.0;153.0;
800;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2003;1.8;436.0;178.0;
801;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2004;1.6;397.0;167.0;
802;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2005;1.7;414.0;177.0;
803;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2006;1.9;418.0;197.0;
804;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2007;2.1;467.0;233.0;
805;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2008;2.4;535.0;268.0;
806;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2009;2.3;437.0;202.0;
807;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2010;2.5;543.0;276.0;
808;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2011;2.3;516.0;247.0;
809;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2012;2.3;1028.0;301.0;
810;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2013;2.3;456.0;254.0;
811;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2014;2.1;457.0;239.0;1263.0
812;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2015;2.0;482.0;272.0;1470.0
813;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2016;2.2;496.0;275.0;1440.0
814;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2017;2.2;528.0;261.0;923.0
815;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2018;2.4;568.0;316.0;678.0
816;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2019;2.3;655.0;377.0;773.0
817;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2020;2.5;790.0;447.0;743.0
818;2. Totaal management natuurlijke bronnen;G-I Handel, vervoer en horeca;2021;2.6;883.0;475.0;1020.0
819;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2001;0.0;29.0;11.0;
820;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2002;0.1;33.0;12.0;
821;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2003;0.0;33.0;11.0;
822;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2004;0.0;35.0;12.0;
823;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2005;0.1;32.0;12.0;
824;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2006;0.1;31.0;12.0;
825;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2007;0.0;34.0;13.0;
826;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2008;0.1;43.0;16.0;
827;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2009;0.1;47.0;7.0;
828;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2010;0.1;41.0;15.0;
829;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2011;0.1;43.0;17.0;
830;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2012;0.1;30.0;12.0;
831;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2013;0.1;26.0;9.0;
832;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2014;0.1;29.0;11.0;2.0
833;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2015;0.1;23.0;7.0;2.0
834;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2016;0.1;18.0;5.0;3.0
835;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2017;0.1;19.0;10.0;2.0
836;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2018;0.1;22.0;10.0;13.0
837;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2019;0.1;26.0;11.0;17.0
838;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2020;0.1;34.0;12.0;11.0
839;2. Totaal management natuurlijke bronnen;J Informatie en communicatie;2021;0.1;28.0;13.0;11.0
840;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2001;0.1;24.0;9.0;
841;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2002;0.1;27.0;10.0;
842;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2003;0.1;26.0;9.0;
843;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2004;0.1;28.0;10.0;
844;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2005;0.1;26.0;9.0;
845;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2006;0.1;25.0;9.0;
846;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2007;0.1;28.0;10.0;
847;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2008;0.3;90.0;43.0;
848;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2009;0.3;81.0;28.0;
849;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2010;0.3;81.0;39.0;
850;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2011;0.3;95.0;49.0;
851;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2012;0.6;164.0;87.0;
852;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2013;0.4;103.0;53.0;
853;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2014;1.1;309.0;167.0;16.0
854;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2015;1.7;481.0;263.0;13.0
855;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2016;0.9;255.0;136.0;19.0
856;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2017;1.1;328.0;175.0;1.0
857;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2018;2.0;576.0;311.0;0.0
858;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2019;3.0;844.0;460.0;0.0
859;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2020;3.0;853.0;466.0;2.0
860;2. Totaal management natuurlijke bronnen;K Financiële dienstverlening;2021;3.1;871.0;474.0;0.0
861;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2001;;;;
862;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2002;;;;
863;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2003;;;;
864;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2004;;;;
865;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2005;;;;
866;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2006;;;;
867;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2007;;;;
868;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2008;;;;
869;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2009;;;;
870;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2010;;;;
871;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2011;;;;
872;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2012;;;;
873;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2013;;;;
874;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2014;;;;
875;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2015;;;;
876;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2016;;;;
877;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2017;;;;
878;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2018;;;;
879;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2019;;;;
880;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2020;;;;
881;2. Totaal management natuurlijke bronnen;L Verhuur en handel van onroerend goed;2021;;;;
882;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2001;2.0;269.0;120.0;
883;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2002;2.3;316.0;142.0;
884;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2003;1.9;268.0;117.0;
885;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2004;2.5;354.0;155.0;
886;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2005;2.3;339.0;149.0;
887;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2006;2.2;329.0;153.0;
888;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2007;2.4;368.0;171.0;
889;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2008;2.9;482.0;214.0;
890;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2009;2.5;374.0;172.0;
891;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2010;2.8;445.0;194.0;
892;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2011;2.7;431.0;205.0;
893;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2012;2.8;461.0;219.0;
894;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2013;2.9;623.0;236.0;
895;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2014;2.8;601.0;231.0;386.0
896;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2015;2.8;526.0;228.0;397.0
897;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2016;3.1;642.0;284.0;420.0
898;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2017;3.0;659.0;267.0;448.0
899;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2018;3.2;941.0;291.0;676.0
900;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2019;3.3;1100.0;367.0;825.0
901;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2020;3.5;1212.0;384.0;742.0
902;2. Totaal management natuurlijke bronnen;M-N Zakelijke dienstverlening;2021;3.4;1748.0;477.0;757.0
903;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2001;3.5;592.0;340.0;
904;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2002;3.5;607.0;362.0;
905;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2003;4.0;686.0;410.0;
906;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2004;4.2;793.0;453.0;
907;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2005;3.9;799.0;464.0;
908;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2006;3.9;797.0;473.0;
909;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2007;3.8;811.0;471.0;
910;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2008;3.6;847.0;469.0;
911;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2009;3.6;899.0;487.0;
912;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2010;3.7;948.0;508.0;
913;2. Totaal management natuurlijke bronnen;O-Q Overheid en zorg;2011;4.0;1028.0;566.0;
