ID;Countries;Periods;GDPPerCapita_1;GDPVolumeChange_2;GDPPerHourWorked_3;GDPPerPersonEmployed_4;EmploymentRate_5;Men_6;Women_7;k_15To25Years_8;k_25To55Years_9;k_55To65Years_10;AnnualHoursWorkedPerPersonEmployed_11;TotalMenAndWomen_12;Men_13;Women_14;IncomeQuintileShareRatio_15;EnergyConsumptionPerUnitOfGDP_16;EmissionCarbonDioxideCO2PerCapita_17;ElectricityRenewableEnergySources_18
185;France;1990;15.5;2.6;37.6;61.8;60.8;71.0;50.9;35.7;77.3;30.7;1644.0;76.9;72.8;80.9;;174.0;6.1;14.9
186;France;1991;16.3;1.1;38.3;62.5;60.5;69.9;51.4;32.2;77.8;30.6;1635.0;77.0;72.9;81.1;;182.0;6.5;14.9
187;France;1992;17.0;1.3;38.8;63.4;60.1;69.3;51.3;31.0;77.4;29.9;1637.0;77.3;73.2;81.4;;177.0;6.3;17.4
188;France;1993;16.9;-0.6;39.2;63.7;59.6;67.8;51.6;28.4;77.0;29.7;1623.0;77.4;73.3;81.4;;181.0;5.9;16.3
189;France;1994;17.6;2.2;40.4;65.2;58.9;66.6;51.3;26.1;76.3;29.4;1614.0;77.7;73.6;81.9;;171.0;5.8;19.6
190;France;1995;17.0;2.2;41.4;65.8;59.5;67.3;52.0;26.1;77.1;29.4;1590.0;77.9;73.8;81.9;4.5;174.0;6.0;17.8
191;France;1996;17.6;1.1;41.6;66.2;59.7;67.3;52.3;25.5;77.1;29.1;1592.0;78.1;74.1;82.0;4.3;182.0;6.2;15.4
192;France;1997;18.6;2.2;42.8;67.8;59.4;66.8;52.1;24.3;76.6;28.9;1583.0;78.4;74.5;82.3;4.4;173.0;6.0;15.1
193;France;1998;19.5;3.4;44.2;69.4;59.9;67.2;52.9;25.2;77.0;28.3;1570.0;78.7;74.8;82.6;4.2;172.0;6.4;14.3
194;France;1999;20.4;3.2;45.4;70.8;60.4;67.5;53.5;26.5;77.2;28.3;1560.0;78.9;75.0;82.7;4.4;167.0;6.3;16.3
195;France;2000;21.9;3.8;47.0;71.6;61.7;68.8;54.8;28.3;78.4;29.3;1523.0;79.2;75.3;83.0;4.2;163.0;6.2;14.9
196;France;2001;22.8;1.8;47.4;71.8;62.7;69.8;55.7;29.3;79.4;30.7;1514.0;79.3;75.5;83.0;3.9;165.0;6.3;16.2
197;France;2002;23.6;0.9;48.6;71.7;62.9;69.6;56.4;29.9;79.4;33.8;1476.0;79.4;75.7;83.0;3.9;164.0;6.1;13.4
198;France;2003;23.1;0.9;49.0;72.2;64.0;69.9;58.2;31.4;80.4;37.0;1473.0;79.2;75.7;82.7;3.8;165.0;6.2;12.7
199;France;2004;23.7;2.3;49.1;73.7;63.7;69.4;58.2;30.8;80.5;37.6;1501.0;80.3;76.7;83.8;4.2;163.0;6.2;12.6
200;France;2005;24.7;1.9;49.8;74.5;63.7;69.2;58.4;30.2;80.7;38.5;1495.0;80.3;76.7;83.8;4.0;161.0;6.2;11.0
201;France;2006;25.6;2.6;51.6;76.0;63.6;68.9;58.6;29.8;81.2;38.1;1473.0;80.9;77.3;84.5;4.0;155.0;6.0;12.2
202;France;2007;26.9;2.2;51.4;76.3;64.3;69.1;59.6;31.0;82.0;38.2;1485.0;81.2;77.6;84.8;3.9;150.0;5.8;13.0
203;France;2008;26.7;-0.2;50.4;75.2;64.8;69.5;60.2;31.3;83.0;38.2;1492.0;81.3;77.8;84.8;4.4;151.0;5.8;14.1
204;France;2009;25.6;-3.1;50.0;73.6;64.0;68.3;59.8;30.4;82.0;39.0;1472.0;81.5;78.0;85.0;4.4;149.0;5.4;13.6
205;France;2010;26.5;1.6;50.5;74.6;63.9;68.2;59.7;30.2;81.8;39.8;1478.0;81.8;78.2;85.3;4.5;152.0;5.5;14.5
206;France;2011;27.2;1.7;51.2;75.6;63.9;68.2;59.7;29.9;81.4;41.5;1477.0;82.2;78.7;85.7;4.6;143.0;;12.8
207;France;2012;27.7;0.0;51.2;75.6;63.9;68.0;60.0;28.8;80.8;44.5;1476.0;;;;;;;
208;Germany;1960;;;;;;;;;;;;69.1;66.5;71.7;;;;
209;Germany;1970;;;;;66.9;89.2;46.3;70.0;71.4;49.6;;70.5;67.5;73.6;;;;
210;Germany;1980;;;;;65.2;81.1;49.6;56.7;74.0;42.2;;72.9;69.6;76.2;;;;
211;Germany;1990;;5.5;;;64.1;75.7;52.2;56.4;73.6;36.8;1584.0;75.3;72.0;78.5;;;12.0;3.5
212;Germany;1991;18.2;5.2;36.1;56.0;67.1;77.6;56.3;57.5;78.8;35.9;1552.0;75.5;72.2;78.8;;186.0;11.6;3.2
213;Germany;1992;19.0;1.5;36.8;57.6;66.2;76.4;55.7;55.2;77.7;35.9;1564.0;76.0;72.7;79.3;;179.0;11.0;3.7
214;Germany;1993;18.8;-1.0;37.3;57.8;65.1;74.9;55.1;52.7;76.8;35.9;1547.0;76.1;72.8;79.4;;180.0;10.8;3.9
215;Germany;1994;19.6;2.5;38.4;59.3;64.5;74.0;54.7;51.4;76.2;35.9;1545.0;76.4;73.1;79.7;;175.0;10.7;4.4
216;Germany;1995;18.9;1.8;39.3;60.1;64.6;73.7;55.3;49.1;76.8;37.4;1529.0;76.6;73.3;79.9;4.6;174.0;10.6;4.8
217;Germany;1996;19.5;0.8;40.1;60.7;64.3;72.8;55.5;47.0;76.8;38.0;1511.0;76.8;73.6;80.1;4.0;178.0;10.9;4.8
218;Germany;1997;20.1;1.8;41.1;61.8;63.8;72.1;55.3;45.8;76.7;38.3;1505.0;77.3;74.1;80.5;3.7;174.0;10.6;4.2
219;Germany;1998;20.7;1.7;41.5;62.2;64.7;72.9;56.3;46.7;78.0;38.4;1499.0;77.6;74.5;80.8;3.6;170.0;10.5;4.5
220;Germany;1999;21.6;1.7;41.8;62.3;65.2;72.8;57.4;47.1;78.7;37.8;1491.0;77.9;74.8;81.0;3.6;163.0;10.1;5.2
221;Germany;2000;22.4;3.3;43.0;63.3;65.6;72.9;58.1;47.2;79.3;37.6;1471.0;78.2;75.1;81.2;3.5;159.0;10.0;6.1
222;Germany;2001;22.9;1.6;44.1;64.1;65.8;72.8;58.7;47.0;79.3;37.9;1453.0;78.5;75.6;81.4;3.6;161.0;10.2;6.4
223;Germany;2002;23.4;0.0;44.8;64.5;65.3;71.7;58.8;44.8;78.8;38.6;1441.0;78.5;75.7;81.3;;158.0;10.1;7.5
224;Germany;2003;24.0;-0.4;45.2;64.8;64.6;70.4;58.7;42.4;78.2;39.0;1436.0;78.6;75.8;81.3;;160.0;10.2;7.7
225;Germany;2004;25.0;0.7;45.3;65.1;65.0;70.8;59.2;41.9;78.1;41.8;1436.0;79.2;76.5;81.9;;158.0;10.2;9.2
226;Germany;2005;26.1;0.8;45.9;65.7;65.5;71.4;59.6;42.6;77.4;45.5;1431.0;79.4;76.7;82.0;3.8;156.0;9.8;10.0
227;Germany;2006;27.3;3.9;47.7;67.9;67.2;72.8;61.4;44.0;78.8;48.1;1424.0;79.8;77.2;82.4;4.1;151.0;10.0;11.4
228;Germany;2007;28.9;3.4;48.6;69.1;69.0;74.7;63.2;45.9;80.3;51.3;1422.0;80.0;77.4;82.7;4.9;143.0;9.7;14.1
229;Germany;2008;29.0;0.8;48.4;68.8;70.2;75.9;64.3;47.2;81.0;53.8;1422.0;80.1;77.6;82.7;4.8;142.0;9.7;14.6
230;Germany;2009;27.0;-5.1;47.2;65.2;70.4;75.5;65.2;46.6;80.8;56.1;1383.0;80.3;77.8;82.8;4.5;143.0;9.1;16.2
231;Germany;2010;29.0;4.0;48.0;67.5;71.2;76.1;66.1;46.8;81.5;57.7;1407.0;80.5;78.0;83.0;4.5;142.0;9.3;16.9
232;Germany;2011;30.3;3.1;48.8;68.6;72.6;77.4;67.7;48.2;82.8;59.9;1406.0;80.8;78.4;83.2;4.5;129.0;;20.4
233;Germany;2012;31.2;0.9;49.0;68.5;72.8;77.6;68.0;46.6;83.2;61.5;1397.0;;;;;;;
234;Hungary;1960;;;;;;;;;;;;68.0;65.9;70.1;;;;
235;Hungary;1970;;;;;;;;;;;;69.2;66.3;72.1;;;;
236;Hungary;1980;;;;;;;;;;;2194.0;69.1;65.5;72.7;;;;
237;Hungary;1990;;;;;;;;;;;1943.0;69.5;65.2;73.8;;;6.4;0.5
238;Hungary;1991;7.3;;;;;;;;;;1911.0;69.5;65.1;74.0;;;6.2;0.6
239;Hungary;1992;7.4;;;;58.0;64.0;52.3;35.4;75.7;22.9;1868.0;69.3;64.7;74.0;;;5.6;0.6
240;Hungary;1993;7.4;;;;54.5;60.0;49.3;31.5;72.5;19.1;1868.0;69.3;64.7;74.0;;;5.6;0.6
241;Hungary;1994;7.8;;;;53.5;59.6;47.8;30.8;71.7;17.0;1999.0;69.8;65.0;74.5;;;5.6;0.6
242;Hungary;1995;7.5;;16.7;33.4;52.9;60.2;45.9;31.3;70.7;17.1;2006.0;70.1;65.4;74.8;;420.0;5.5;0.6
243;Hungary;1996;7.9;0.0;16.8;33.6;52.7;60.2;45.5;30.4;70.4;17.4;2000.0;70.7;66.3;75.0;;429.0;5.6;0.7
244;Hungary;1997;8.5;3.3;17.1;34.6;52.7;60.3;45.5;31.3;70.2;17.3;2023.0;71.1;66.7;75.5;;409.0;5.5;0.7
245;Hungary;1998;9.1;4.1;17.5;35.3;53.6;60.3;47.3;34.1;70.4;16.7;2023.0;71.1;66.5;75.6;;388.0;5.5;0.6
246;Hungary;1999;9.6;3.2;17.3;35.4;55.4;62.2;48.9;34.1;72.3;19.3;2040.0;71.2;66.7;75.6;;373.0;5.6;0.6
247;Hungary;2000;10.3;4.2;17.9;36.5;56.0;62.7;49.6;32.5;73.0;21.9;2033.0;71.9;67.5;76.2;3.3;350.0;5.3;0.6
248;Hungary;2001;11.5;3.8;18.8;37.5;56.2;63.0;49.8;30.7;73.1;23.5;1993.0;72.5;68.2;76.7;3.1;345.0;5.5;0.7
249;Hungary;2002;12.5;4.5;19.5;39.2;56.2;62.9;49.8;28.5;73.0;25.6;2005.0;72.5;68.3;76.7;3.0;331.0;5.4;0.6
250;Hungary;2003;13.0;3.8;20.3;40.1;57.0;63.4;50.9;26.7;73.7;29.0;1978.0;72.6;68.4;76.7;3.3;325.0;5.7;0.8
251;Hungary;2004;13.6;4.6;21.2;42.2;56.8;63.1;50.7;23.6;73.6;31.1;1986.0;73.0;68.7;77.2;;307.0;5.6;2.3
252;Hungary;2005;14.2;4.1;22.1;43.9;56.9;63.1;51.0;21.8;73.7;33.0;1987.0;73.0;68.7;77.2;4.0;312.0;5.6;4.5
253;Hungary;2006;14.9;3.9;22.9;45.3;57.3;63.8;51.2;21.7;74.2;33.6;1983.0;73.5;69.2;77.8;5.5;298.0;5.5;3.5
254;Hungary;2007;15.4;0.1;23.0;45.4;57.3;64.0;50.9;21.0;74.6;33.1;1978.0;73.6;69.4;77.8;3.7;292.0;5.4;4.3
255;Hungary;2008;16.0;0.7;23.4;46.3;56.7;63.0;50.6;20.0;74.4;31.4;1982.0;74.2;70.0;78.3;3.6;288.0;5.3;5.4
256;Hungary;2009;15.3;-6.7;22.6;44.3;55.4;61.1;49.9;18.1;72.9;32.8;1965.0;74.4;70.3;78.4;3.5;292.0;4.8;7.0
257;Hungary;2010;15.9;1.3;22.9;44.9;55.4;60.4;50.6;18.3;72.5;34.4;1959.0;74.7;70.7;78.6;3.4;295.0;4.9;7.1
258;Hungary;2011;16.5;1.6;22.9;45.3;55.8;61.2;50.6;18.3;73.1;35.8;1976.0;75.0;71.2;78.7;3.9;283.0;;6.4
259;Hungary;2012;16.6;-1.8;23.1;43.7;57.2;62.5;52.1;18.6;74.6;36.9;1888.0;;;;4.0;;;
260;Ireland;1960;0.7;;;;;;;;;;;70.0;68.1;71.9;;;;
261;Ireland;1970;1.5;;;;;;;;;;;71.2;68.8;73.5;;;;
262;Ireland;1980;5.1;;;;;;;;;;;72.8;70.1;75.6;;;;
263;Ireland;1990;11.8;8.5;26.2;52.1;52.1;67.5;36.6;41.4;60.0;38.6;1988.0;74.9;72.1;77.7;;;8.5;4.8
264;Ireland;1991;12.5;1.9;27.2;53.2;51.2;65.9;36.3;38.1;59.8;38.9;1954.0;75.1;72.3;77.9;;;8.7;4.9
265;Ireland;1992;13.3;3.3;28.7;54.7;50.7;64.2;37.1;35.9;60.1;38.3;1908.0;75.5;72.7;78.3;;;8.6;5.1
266;Ireland;1993;13.6;2.7;29.4;55.3;50.9;63.5;38.2;34.4;60.9;38.9;1883.0;75.3;72.5;78.1;;;8.6;4.8
267;Ireland;1994;14.7;5.8;30.1;56.7;51.9;64.8;38.9;33.5;62.7;39.5;1883.0;75.8;73.1;78.6;;;8.9;5.5
268;Ireland;1995;15.2;9.6;31.6;59.2;54.1;66.7;41.5;37.3;64.7;39.4;1875.0;75.5;72.8;78.3;5.1;137.0;9.0;4.1
269;Ireland;1996;16.6;9.5;33.1;62.4;55.0;66.6;43.3;36.4;66.3;40.3;1882.0;75.9;73.1;78.7;5.1;131.0;9.3;4.0
270;Ireland;1997;18.6;11.6;36.5;66.8;56.3;67.8;44.7;38.3;67.4;40.2;1832.0;76.1;73.4;78.7;5.0;124.0;9.6;4.1
271;Ireland;1998;20.6;8.8;38.5;67.5;60.0;71.7;48.3;43.9;70.7;41.4;1754.0;76.3;73.4;79.1;5.2;123.0;10.1;5.5
272;Ireland;1999;22.5;11.0;41.0;70.6;63.1;74.5;51.6;48.2;73.3;43.8;1725.0;76.2;73.4;78.9;4.9;117.0;10.4;5.1
273;Ireland;2000;25.1;10.7;43.4;74.6;65.1;76.3;53.7;49.3;75.5;45.3;1719.0;76.6;74.0;79.2;4.7;111.0;10.7;4.9
274;Ireland;2001;26.3;5.3;44.5;76.2;65.7;76.7;54.6;48.2;76.6;46.9;1713.0;77.2;74.5;79.9;4.5;112.0;11.1;4.2
275;Ireland;2002;28.3;5.7;46.6;79.1;65.2;75.1;55.2;45.9;76.3;48.1;1698.0;77.9;75.2;80.5;;107.0;10.7;5.4
276;Ireland;2003;29.3;3.9;48.2;80.6;65.2;75.0;55.4;46.2;75.8;49.4;1671.0;78.3;75.8;80.8;4.9;101.0;10.4;4.3
277;Ireland;2004;30.9;4.4;49.0;81.7;65.9;75.7;56.1;46.2;76.7;49.6;1668.0;78.9;76.4;81.3;4.9;98.0;10.3;5.1
278;Ireland;2005;32.5;5.9;50.0;82.7;67.5;76.6;58.2;47.8;77.8;51.7;1654.0;79.4;77.2;81.6;5.0;93.0;10.5;6.7
279;Ireland;2006;34.4;5.4;50.6;83.2;68.5;77.7;59.0;49.3;78.3;53.2;1645.0;79.7;77.3;82.1;4.9;90.0;10.5;8.5
280;Ireland;2007;36.3;5.4;51.9;84.8;69.2;77.5;60.6;50.4;78.8;54.2;1634.0;79.7;77.3;82.1;4.8;88.0;10.1;9.5
281;Ireland;2008;32.7;-2.1;52.2;83.5;67.9;75.4;60.4;47.3;77.9;54.1;1601.0;80.1;77.8;82.4;4.4;91.0;9.8;11.7
282;Ireland;2009;30.0;-5.5;55.8;86.0;62.2;66.8;57.6;37.5;72.5;51.9;1541.0;80.2;77.7;82.7;4.2;91.0;8.7;14.1
283;Ireland;2010;31.0;-0.8;56.6;87.4;60.0;63.9;56.0;31.9;70.6;50.8;1545.0;81.0;78.7;83.2;4.7;93.0;8.6;12.8
284;Ireland;2011;31.9;1.4;58.5;90.3;59.2;62.8;55.6;29.4;69.6;50.8;1543.0;80.6;78.3;82.8;4.6;83.0;;19.4
285;Ireland;2012;32.8;0.9;59.1;91.7;58.8;62.4;55.2;27.9;69.4;49.5;1552.0;;;;;;;
286;Italy;1960;0.9;;;;;;;;;;;;;;;;;
287;Italy;1970;2.2;;;;52.0;77.8;27.4;39.3;59.2;28.6;;;;;;;;
288;Italy;1980;7.5;;;;53.9;75.2;33.4;33.9;63.6;23.9;1859.0;74.0;70.6;77.4;;;;
289;Italy;1990;15.9;2.0;32.8;61.2;52.6;69.2;36.2;29.8;68.2;32.6;1867.0;77.1;73.8;80.3;;132.0;7.0;13.9
290;Italy;1991;16.9;1.5;33.2;61.7;52.6;68.9;36.5;29.2;68.4;32.1;1860.0;77.1;73.8;80.4;;133.0;7.0;17.7
291;Italy;1992;17.5;0.7;33.7;62.8;52.3;68.3;36.5;27.8;68.3;31.4;1863.0;77.5;74.2;80.8;;132.0;7.0;17.5
292;Italy;1993;17.5;-0.9;34.4;64.1;52.5;69.3;35.8;30.0;66.7;30.4;1863.0;77.8;74.6;81.0;;132.0;6.9;17.3
293;Italy;1994;18.2;2.3;36.0;66.8;51.5;67.8;35.4;28.3;65.8;29.4;1857.0;78.0;74.8;81.2;;128.0;6.8;17.9
294;Italy;1995;17.8;3.0;37.3;69.2;51.2;67.0;35.4;27.3;65.5;28.4;1859.0;78.3;75.0;81.5;5.9;131.0;7.2;14.9
295;Italy;1996;18.6;1.0;37.2;69.7;51.4;66.9;36.0;26.9;65.7;28.7;1873.0;78.6;75.4;81.8;5.6;130.0;7.2;16.4
296;Italy;1997;19.4;1.9;38.1;70.9;51.6;66.8;36.4;27.0;65.8;28.0;1863.0;78.9;75.8;82.0;5.3;129.0;7.2;15.9
297;Italy;1998;20.4;1.3;37.9;71.3;52.2;67.1;37.3;27.2;66.3;27.9;1880.0;79.1;76.0;82.1;5.1;131.0;7.4;15.5
298;Italy;1999;21.1;1.4;38.1;71.5;52.9;67.6;38.3;27.3;67.1;27.6;1876.0;79.5;76.4;82.6;4.9;131.0;7.5;16.7
299;Italy;2000;22.4;3.9;39.3;73.1;53.9;68.2;39.6;27.8;68.0;27.7;1861.0;79.9;76.9;82.8;4.8;129.0;7.5;15.9
300;Italy;2001;23.4;1.8;39.7;73.1;54.9;68.7;41.1;27.4;69.2;28.0;1843.0;80.1;77.1;83.1;4.8;127.0;7.5;16.6
301;Italy;2002;23.0;0.4;39.7;72.7;55.6;69.2;42.0;26.7;70.1;28.9;1831.0;80.3;77.4;83.2;;126.0;7.6;14.4
302;Italy;2003;23.0;0.0;39.7;72.5;56.2;69.7;42.7;26.0;70.8;30.3;1826.0;80.0;77.1;82.8;;132.0;7.8;13.6
303;Italy;2004;23.2;1.6;40.0;73.1;57.4;69.7;45.2;27.2;72.1;30.5;1826.0;80.9;77.9;83.8;5.7;131.0;7.9;15.4
304;Italy;2005;23.7;1.1;40.4;73.4;57.5;69.7;45.3;25.5;72.2;31.4;1819.0;80.8;78.0;83.6;5.6;131.0;7.9;13.7
305;Italy;2006;24.7;2.3;40.7;73.8;58.4;70.5;46.3;25.5;73.3;32.5;1815.0;81.4;78.5;84.2;5.5;127.0;7.9;14.1
306;Italy;2007;26.0;1.5;40.8;74.1;58.7;70.7;46.6;24.7;73.5;33.8;1816.0;81.5;78.7;84.2;5.5;124.0;7.5;13.3
307;Italy;2008;26.1;-1.2;40.4;72.8;58.7;70.3;47.2;24.4;73.5;34.4;1803.0;81.8;79.1;84.5;5.1;123.0;7.3;16.2
308;Italy;2009;24.4;-5.5;39.4;69.8;58.3;69.7;47.0;23.9;71.9;35.7;1771.0;82.0;79.4;84.6;5.2;122.0;6.5;20.5
309;Italy;2010;24.7;1.7;40.3;71.4;57.7;68.7;46.8;22.6;71.1;36.6;1772.0;82.4;79.8;85.0;5.2;124.0;6.6;22.2
310;Italy;2011;25.1;0.5;40.4;71.6;57.8;68.5;47.2;21.4;71.1;37.9;1772.0;82.7;80.1;85.3;5.6;121.0;;23.6
311;Italy;2012;25.0;-2.4;39.9;70.0;57.6;67.5;47.8;20.5;70.3;40.4;1752.0;;;;;;;
312;Japan;1960;0.6;;;;;;;;;;;67.8;65.3;70.2;;;;
313;Japan;1970;2.1;;;;67.9;83.7;52.8;54.5;75.0;63.3;2243.0;72.0;69.3;74.7;;;;
314;Japan;1980;6.9;;;;66.8;82.6;51.4;41.8;75.5;61.3;2121.0;76.1;73.3;78.8;;;;
315;Japan;1990;17.2;5.6;25.8;52.4;68.6;81.3;55.8;42.2;79.6;62.9;2031.0;78.9;75.9;81.9;;;8.6;
316;Japan;1991;18.6;3.3;26.6;53.2;69.2;81.6;56.6;43.4;79.9;64.4;1998.0;79.1;76.1;82.1;;;8.6;
317;Japan;1992;19.2;0.8;27.0;53.0;69.6;82.2;56.9;44.6;80.2;64.6;1965.0;79.2;76.1;82.2;;;8.7;
318;Japan;1993;19.3;0.2;27.8;53.0;69.5;82.3;56.6;44.8;79.8;64.5;1905.0;79.4;76.3;82.5;;;8.6;
319;Japan;1994;19.8;0.9;28.2;53.4;69.3;81.9;56.5;45.0;79.5;63.7;1898.0;79.8;76.6;83.0;;;9.0;
320;Japan;1995;19.1;1.9;28.9;54.4;69.2;81.9;56.4;44.7;79.3;63.7;1884.0;79.6;76.4;82.9;;;9.1;
321;Japan;1996;20.2;2.6;29.4;55.6;69.5;82.1;56.8;45.0;79.6;63.6;1892.0;80.3;77.0;83.6;;;9.2;
322;Japan;1997;21.0;1.6;30.0;55.9;70.0;82.4;57.6;45.3;79.9;64.2;1865.0;80.5;77.2;83.8;;;9.2;
323;Japan;1998;20.8;-2.0;29.9;55.1;69.5;81.7;57.2;44.6;79.2;63.8;1842.0;80.6;77.2;84.0;;;8.9;
324;Japan;1999;21.3;-0.2;30.6;55.5;68.9;81.0;56.7;42.9;78.7;63.4;1810.0;80.5;77.1;84.0;;;9.2;
325;Japan;2000;22.6;2.3;31.2;56.9;68.9;80.9;56.7;42.7;78.6;62.8;1821.0;81.2;77.7;84.6;;;9.3;
326;Japan;2001;22.8;0.4;31.7;57.4;68.8;80.5;57.0;42.0;78.6;62.0;1809.0;81.5;78.1;84.9;;;9.2;
327;Japan;2002;23.3;0.3;32.4;58.3;68.2;79.9;56.5;41.0;78.0;61.6;1798.0;81.8;78.3;85.2;;;9.5;
328;Japan;2003;23.6;1.7;33.0;59.4;68.4;79.8;56.8;40.3;78.3;62.1;1799.0;81.8;78.4;85.3;;;9.5;
329;Japan;2004;24.7;2.4;33.9;60.7;68.7;80.0;57.4;40.0;78.6;63.0;1787.0;82.1;78.6;85.6;;;9.5;
330;Japan;2005;25.5;1.3;34.5;61.2;69.3;80.4;58.1;40.9;79.0;63.9;1775.0;82.0;78.6;85.5;;;9.6;
331;Japan;2006;25.9;1.7;34.7;61.9;70.0;81.0;58.8;41.4;79.6;64.7;1784.0;82.4;79.0;85.8;;;9.4;
332;Japan;2007;27.1;2.2;35.2;62.9;70.7;81.7;59.5;41.4;80.2;66.1;1785.0;82.6;79.2;86.0;;;9.7;
333;Japan;2008;26.3;-1.0;35.2;62.4;70.7;81.6;59.7;41.4;80.2;66.3;1771.0;82.7;79.3;86.1;;;9.0;
334;Japan;2009;24.3;-5.5;34.9;59.8;70.0;80.2;59.8;39.9;79.6;65.5;1714.0;83.0;79.6;86.4;;;8.6;
335;Japan;2010;26.3;4.7;36.2;62.8;70.1;80.0;60.1;39.2;79.9;65.2;1733.0;82.9;79.6;86.3;;;9.0;
336;Japan;2011;26.5;-0.6;36.2;62.5;70.3;80.2;60.3;39.1;80.2;65.1;1728.0;82.7;79.4;85.9;;;;
337;Japan;2012;27.7;2.0;37.0;64.0;70.6;80.3;60.7;38.5;80.5;65.4;1727.0;;;;;;;
338;The Netherlands;1960;1.2;;;;;;;;;;;73.5;71.5;75.4;;;;
339;The Netherlands;1970;2.6;;;;;;;;;;1806.0;73.7;70.8;76.5;;;;
340;The Netherlands;1980;7.9;;;;54.5;74.2;34.2;43.9;63.4;36.3;1553.0;75.8;72.5;79.2;;;;
341;The Netherlands;1990;15.8;4.2;37.3;58.7;61.8;75.7;47.5;54.5;71.2;29.7;1574.0;77.0;73.8;80.3;;190.0;10.4;1.0
342;The Netherlands;1991;16.9;2.4;38.4;59.0;62.9;76.0;49.3;55.6;72.7;28.0;1540.0;77.2;74.1;80.3;;196.0;10.9;1.1
343;The Netherlands;1992;17.5;1.6;39.1;59.1;63.8;76.3;51.0;56.9;73.3;28.7;1514.0;77.4;74.3;80.4;;191.0;10.8;1.2
344;The Netherlands;1993;17.7;1.3;40.1;59.6;63.8;75.2;52.0;55.5;73.8;28.2;1485.0;77.0;74.0;80.1;;191.0;11.0;1.3
345;The Netherlands;1994;18.5;3.0;41.3;61.0;63.9;74.9;52.6;55.4;73.7;29.0;1477.0;77.5;74.6;80.4;;187.0;11.0;1.4
346;The Netherlands;1995;18.1;3.3;42.3;61.6;65.1;76.0;53.9;56.3;75.0;29.4;1456.0;77.6;74.6;80.5;4.2;186.0;11.1;1.5
347;The Netherlands;1996;19.2;3.3;42.7;62.3;66.0;76.8;54.9;58.1;75.5;30.3;1460.0;77.6;74.7;80.5;4.4;187.0;11.5;1.9
348;The Netherlands;1997;20.6;4.3;43.5;63.0;67.9;78.1;57.4;60.9;77.3;31.3;1451.0;78.0;75.2;80.7;3.6;175.0;11.1;2.0
349;The Netherlands;1998;21.8;3.9;44.3;63.8;69.5;79.6;59.1;62.1;79.0;32.8;1440.0;78.0;75.2;80.8;3.6;170.0;11.1;2.3
350;The Netherlands;1999;23.3;4.6;45.3;65.1;70.8;80.3;61.1;65.4;79.9;34.9;1437.0;77.9;75.3;80.5;3.7;162.0;10.7;2.4
351;The Netherlands;2000;25.6;4.0;46.2;66.3;72.1;81.2;62.7;66.5;81.0;37.6;1435.0;78.2;75.6;80.7;4.1;159.0;10.8;2.7
352;The Netherlands;2001;26.4;2.0;46.6;66.4;72.6;81.6;63.4;70.0;81.3;37.3;1424.0;78.3;75.8;80.8;4.0;161.0;11.1;3.0
353;The Netherlands;2002;27.3;0.1;47.0;66.2;73.0;81.4;64.5;69.5;81.6;41.6;1408.0;78.4;76.0;80.7;4.0;161.0;11.1;3.5
354;The Netherlands;2003;26.8;0.3;47.7;66.8;71.6;79.5;63.5;64.7;80.9;42.5;1401.0;78.7;76.3;81.0;4.0;165.0;11.3;3.5
355;The Netherlands;2004;28.0;2.0;49.2;68.8;71.1;78.6;63.5;62.1;80.9;43.7;1399.0;79.2;76.9;81.5;;164.0;11.4;4.5
356;The Netherlands;2005;29.4;2.2;50.2;70.0;71.5;78.7;64.1;61.7;81.5;44.8;1393.0;79.5;77.2;81.7;4.0;161.0;11.2;6.3
357;The Netherlands;2006;31.0;3.5;51.2;71.3;72.5;79.5;65.4;62.8;82.8;45.7;1392.0;79.9;77.7;82.0;3.8;151.0;10.9;6.7
358;The Netherlands;2007;33.1;3.9;52.3;72.6;74.4;81.1;67.5;65.5;84.4;48.8;1389.0;80.3;78.1;82.5;4.0;156.0;11.0;6.2
359;The Netherlands;2008;33.6;1.8;52.4;73.0;75.9;82.4;69.3;66.8;85.8;51.7;1392.0;80.5;78.4;82.5;4.0;149.0;11.1;7.7
360;The Netherlands;2009;31.0;-3.7;51.1;70.7;75.6;81.5;69.6;65.3;85.4;53.3;1384.0;80.8;78.7;82.9;4.0;151.0;10.7;9.2
361;The Netherlands;2010;32.1;1.6;52.2;72.1;74.7;80.0;69.4;63.0;84.6;54.1;1381.0;81.0;78.9;83.0;3.7;158.0;11.3;9.3
362;The Netherlands;2011;32.9;1.1;52.4;72.4;74.9;79.8;69.9;63.6;84.2;56.1;1382.0;81.3;79.4;83.1;3.8;147.0;;10.1
363;The Netherlands;2012;33.2;-1.0;52.0;71.8;75.1;79.7;70.4;63.3;83.8;58.6;1381.0;;;;;;;
364;Poland;1960;;;;;;;;;;;;67.8;64.9;70.6;;;;
365;Poland;1970;;;;;;;;;;;;70.0;66.6;73.3;;;;
366;Poland;1980;;;;;;;;;;;;70.2;66.0;74.4;;;;
367;Poland;1990;5.4;;;;;;;;;;;70.8;66.3;75.3;;;9.0;1.1
368;Poland;1991;5.3;-7.0;;;;;;;;;;70.5;65.9;75.1;;;9.0;1.1
