ID;LandVanHerkomst;Geslacht;Perioden;TotaalAdopties_1;TotaalGewoneAdopties_2;GewoneAdoptiesViaDeRechtbank_3;GewoneAdoptiesViaHaagsAdoptieverdrag_4;Stiefouderadopties_5
548;Zuid-Afrika;Totaal kinderen;2003;34;34;34;0;0
549;Zuid-Afrika;Totaal kinderen;2004;85;83;34;49;2
550;Zuid-Afrika;Totaal kinderen;2005;73;72;14;58;1
551;Zuid-Afrika;Totaal kinderen;2006;51;51;1;50;0
552;Zuid-Afrika;Meisjes;1995;0;0;0;0;0
553;Zuid-Afrika;Meisjes;1996;2;2;2;0;0
554;Zuid-Afrika;Meisjes;1997;0;0;0;0;0
555;Zuid-Afrika;Meisjes;1998;1;1;1;0;0
556;Zuid-Afrika;Meisjes;1999;1;0;0;0;1
557;Zuid-Afrika;Meisjes;2000;0;0;0;0;0
558;Zuid-Afrika;Meisjes;2001;1;1;1;0;0
559;Zuid-Afrika;Meisjes;2002;5;5;5;0;0
560;Zuid-Afrika;Meisjes;2003;14;14;14;0;0
561;Zuid-Afrika;Meisjes;2004;31;31;12;19;0
562;Zuid-Afrika;Meisjes;2005;33;33;6;27;0
563;Zuid-Afrika;Meisjes;2006;22;22;0;22;0
564;Zuid-Afrika;Jongens;1995;0;0;0;0;0
565;Zuid-Afrika;Jongens;1996;0;0;0;0;0
566;Zuid-Afrika;Jongens;1997;0;0;0;0;1
567;Zuid-Afrika;Jongens;1998;0;0;0;0;0
568;Zuid-Afrika;Jongens;1999;0;0;0;0;0
569;Zuid-Afrika;Jongens;2000;0;0;0;0;0
570;Zuid-Afrika;Jongens;2001;1;1;1;0;0
571;Zuid-Afrika;Jongens;2002;4;4;4;0;0
572;Zuid-Afrika;Jongens;2003;20;20;20;0;0
573;Zuid-Afrika;Jongens;2004;54;52;22;30;2
574;Zuid-Afrika;Jongens;2005;40;39;8;31;1
575;Zuid-Afrika;Jongens;2006;29;29;1;28;0
576;Ethiopië;Totaal kinderen;1995;36;36;36;0;0
577;Ethiopië;Totaal kinderen;1996;31;31;31;0;0
578;Ethiopië;Totaal kinderen;1997;53;52;52;0;1
579;Ethiopië;Totaal kinderen;1998;56;56;56;0;0
580;Ethiopië;Totaal kinderen;1999;39;39;39;0;0
581;Ethiopië;Totaal kinderen;2000;44;44;44;0;0
582;Ethiopië;Totaal kinderen;2001;47;47;47;0;0
583;Ethiopië;Totaal kinderen;2002;47;47;47;0;0
584;Ethiopië;Totaal kinderen;2003;32;32;32;0;0
585;Ethiopië;Totaal kinderen;2004;52;52;52;0;0
586;Ethiopië;Totaal kinderen;2005;77;77;77;0;0
587;Ethiopië;Totaal kinderen;2006;54;54;54;0;0
588;Ethiopië;Meisjes;1995;13;13;13;0;0
589;Ethiopië;Meisjes;1996;17;17;17;0;0
590;Ethiopië;Meisjes;1997;29;29;29;0;0
591;Ethiopië;Meisjes;1998;25;25;25;0;0
592;Ethiopië;Meisjes;1999;20;20;20;0;0
593;Ethiopië;Meisjes;2000;11;11;11;0;0
594;Ethiopië;Meisjes;2001;11;11;11;0;0
595;Ethiopië;Meisjes;2002;17;17;17;0;0
596;Ethiopië;Meisjes;2003;19;19;19;0;0
597;Ethiopië;Meisjes;2004;13;13;13;0;0
598;Ethiopië;Meisjes;2005;27;27;27;0;0
599;Ethiopië;Meisjes;2006;20;20;20;0;0
600;Ethiopië;Jongens;1995;23;23;23;0;0
601;Ethiopië;Jongens;1996;14;14;14;0;0
602;Ethiopië;Jongens;1997;24;23;23;0;1
603;Ethiopië;Jongens;1998;31;31;31;0;0
604;Ethiopië;Jongens;1999;19;19;19;0;0
605;Ethiopië;Jongens;2000;33;33;33;0;0
606;Ethiopië;Jongens;2001;36;36;36;0;0
607;Ethiopië;Jongens;2002;30;30;30;0;0
608;Ethiopië;Jongens;2003;13;13;13;0;0
609;Ethiopië;Jongens;2004;39;39;39;0;0
610;Ethiopië;Jongens;2005;50;50;50;0;0
611;Ethiopië;Jongens;2006;34;34;34;0;0
612;Overige landen;Totaal kinderen;1995;153;104;104;0;49
613;Overige landen;Totaal kinderen;1996;155;107;107;0;48
614;Overige landen;Totaal kinderen;1997;143;102;102;0;41
615;Overige landen;Totaal kinderen;1998;150;105;105;0;45
616;Overige landen;Totaal kinderen;1999;147;112;109;3;35
617;Overige landen;Totaal kinderen;2000;188;162;155;7;26
618;Overige landen;Totaal kinderen;2001;179;157;155;2;22
619;Overige landen;Totaal kinderen;2002;218;191;188;3;27
620;Overige landen;Totaal kinderen;2003;223;208;207;1;15
621;Overige landen;Totaal kinderen;2004;204;188;180;8;16
622;Overige landen;Totaal kinderen;2005;190;175;165;10;15
623;Overige landen;Totaal kinderen;2006;146;134;128;6;12
624;Overige landen;Meisjes;1995;71;49;49;0;22
625;Overige landen;Meisjes;1996;75;54;54;0;21
626;Overige landen;Meisjes;1997;73;59;59;0;14
627;Overige landen;Meisjes;1998;81;61;61;0;20
628;Overige landen;Meisjes;1999;72;56;55;1;16
629;Overige landen;Meisjes;2000;99;88;86;2;11
630;Overige landen;Meisjes;2001;75;63;62;1;12
631;Overige landen;Meisjes;2002;90;76;75;1;14
632;Overige landen;Meisjes;2003;123;117;116;1;6
633;Overige landen;Meisjes;2004;108;100;96;4;8
634;Overige landen;Meisjes;2005;103;93;89;4;10
635;Overige landen;Meisjes;2006;62;57;54;3;5
636;Overige landen;Jongens;1995;82;55;55;0;27
637;Overige landen;Jongens;1996;80;53;53;0;27
638;Overige landen;Jongens;1997;70;43;43;0;27
639;Overige landen;Jongens;1998;69;44;44;0;25
640;Overige landen;Jongens;1999;75;56;54;2;19
641;Overige landen;Jongens;2000;89;74;69;5;15
642;Overige landen;Jongens;2001;104;94;93;1;10
643;Overige landen;Jongens;2002;128;115;113;2;13
644;Overige landen;Jongens;2003;100;91;91;0;9
645;Overige landen;Jongens;2004;96;88;84;4;8
646;Overige landen;Jongens;2005;87;82;76;6;5
647;Overige landen;Jongens;2006;84;77;74;3;7
