ID;Geslacht;Leeftijd;IndicatieZZVEnOfZMV;GebruikZZVEnOfZMV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3
727;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Oost-Nederland (LD);2010;;;
728;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Oost-Nederland (LD);2011;;;
729;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Oost-Nederland (LD);2012;;;
730;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Oost-Nederland (LD);2013;;;
731;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Oost-Nederland (LD);2014;;;
732;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;West-Nederland (LD);2009;;;
733;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;West-Nederland (LD);2010;;;
734;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;West-Nederland (LD);2011;;;
735;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;West-Nederland (LD);2012;;;
736;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;West-Nederland (LD);2013;;;
737;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;West-Nederland (LD);2014;;;
738;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2009;;;
739;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2010;;;
740;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2011;;;
741;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2012;;;
742;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2013;;;
743;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2014;;;
744;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Groningen (PV);2009;;;
745;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Groningen (PV);2010;;;
746;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Groningen (PV);2011;;;
747;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Groningen (PV);2012;;;
748;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Groningen (PV);2013;;;
749;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Groningen (PV);2014;;;
750;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Friesland (PV);2009;;;
751;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Friesland (PV);2010;;;
752;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Friesland (PV);2011;;;
753;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Friesland (PV);2012;;;
754;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Friesland (PV);2013;;;
755;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Friesland (PV);2014;;;
756;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Drenthe (PV);2009;;;
757;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Drenthe (PV);2010;;;
758;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Drenthe (PV);2011;;;
759;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Drenthe (PV);2012;;;
760;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Drenthe (PV);2013;;;
761;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Drenthe (PV);2014;;;
762;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Overijssel (PV);2009;;;
763;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Overijssel (PV);2010;;;
764;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Overijssel (PV);2011;;;
765;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Overijssel (PV);2012;;;
766;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Overijssel (PV);2013;;;
767;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Overijssel (PV);2014;;;
768;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Flevoland (PV);2009;;;
769;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Flevoland (PV);2010;;;
770;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Flevoland (PV);2011;;;
771;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Flevoland (PV);2012;;;
772;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Flevoland (PV);2013;;;
773;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Flevoland (PV);2014;;;
774;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Gelderland (PV);2009;;;
775;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Gelderland (PV);2010;;;
776;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Gelderland (PV);2011;;;
777;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Gelderland (PV);2012;;;
778;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Gelderland (PV);2013;;;
779;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Gelderland (PV);2014;;;
780;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Utrecht (PV);2009;;;
781;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Utrecht (PV);2010;;;
782;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Utrecht (PV);2011;;;
783;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Utrecht (PV);2012;;;
784;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Utrecht (PV);2013;;;
785;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Utrecht (PV);2014;;;
786;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Holland (PV);2009;;;
787;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Holland (PV);2010;;;
788;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Holland (PV);2011;;;
789;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Holland (PV);2012;;;
790;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Holland (PV);2013;;;
791;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Holland (PV);2014;;;
792;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Holland (PV);2009;;;
793;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Holland (PV);2010;;;
794;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Holland (PV);2011;;;
795;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Holland (PV);2012;;;
796;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Holland (PV);2013;;;
797;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zuid-Holland (PV);2014;;;
798;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zeeland (PV);2009;;;
799;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zeeland (PV);2010;;;
800;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zeeland (PV);2011;;;
801;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zeeland (PV);2012;;;
802;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zeeland (PV);2013;;;
803;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Zeeland (PV);2014;;;
804;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Brabant (PV);2009;;;
805;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Brabant (PV);2010;;;
806;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Brabant (PV);2011;;;
807;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Brabant (PV);2012;;;
808;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Brabant (PV);2013;;;
809;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Noord-Brabant (PV);2014;;;
810;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Limburg (PV);2009;;;
811;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Limburg (PV);2010;;;
812;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Limburg (PV);2011;;;
813;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Limburg (PV);2012;;;
814;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Limburg (PV);2013;;;
815;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;Totaal ZMV-AWBZ;Limburg (PV);2014;;;
816;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Nederland;2009;;;
817;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Nederland;2010;;;
818;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Nederland;2011;;;
819;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Nederland;2012;;;
820;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Nederland;2013;;;
821;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Nederland;2014;;;
822;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Nederland (LD);2009;;;
823;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Nederland (LD);2010;;;
824;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Nederland (LD);2011;;;
825;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Nederland (LD);2012;;;
826;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Nederland (LD);2013;;;
827;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Nederland (LD);2014;;;
828;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Oost-Nederland (LD);2009;;;
829;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Oost-Nederland (LD);2010;;;
830;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Oost-Nederland (LD);2011;;;
831;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Oost-Nederland (LD);2012;;;
832;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Oost-Nederland (LD);2013;;;
833;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Oost-Nederland (LD);2014;;;
834;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;West-Nederland (LD);2009;;;
835;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;West-Nederland (LD);2010;;;
836;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;West-Nederland (LD);2011;;;
837;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;West-Nederland (LD);2012;;;
838;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;West-Nederland (LD);2013;;;
839;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;West-Nederland (LD);2014;;;
840;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Nederland (LD);2009;;;
841;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Nederland (LD);2010;;;
842;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Nederland (LD);2011;;;
843;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Nederland (LD);2012;;;
844;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Nederland (LD);2013;;;
845;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Nederland (LD);2014;;;
846;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Groningen (PV);2009;;;
847;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Groningen (PV);2010;;;
848;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Groningen (PV);2011;;;
849;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Groningen (PV);2012;;;
850;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Groningen (PV);2013;;;
851;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Groningen (PV);2014;;;
852;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Friesland (PV);2009;;;
853;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Friesland (PV);2010;;;
854;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Friesland (PV);2011;;;
855;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Friesland (PV);2012;;;
856;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Friesland (PV);2013;;;
857;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Friesland (PV);2014;;;
858;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Drenthe (PV);2009;;;
859;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Drenthe (PV);2010;;;
860;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Drenthe (PV);2011;;;
861;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Drenthe (PV);2012;;;
862;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Drenthe (PV);2013;;;
863;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Drenthe (PV);2014;;;
864;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Overijssel (PV);2009;;;
865;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Overijssel (PV);2010;;;
866;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Overijssel (PV);2011;;;
867;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Overijssel (PV);2012;;;
868;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Overijssel (PV);2013;;;
869;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Overijssel (PV);2014;;;
870;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Flevoland (PV);2009;;;
871;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Flevoland (PV);2010;;;
872;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Flevoland (PV);2011;;;
873;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Flevoland (PV);2012;;;
874;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Flevoland (PV);2013;;;
875;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Flevoland (PV);2014;;;
876;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Gelderland (PV);2009;;;
877;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Gelderland (PV);2010;;;
878;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Gelderland (PV);2011;;;
879;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Gelderland (PV);2012;;;
880;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Gelderland (PV);2013;;;
881;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Gelderland (PV);2014;;;
882;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Utrecht (PV);2009;;;
883;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Utrecht (PV);2010;;;
884;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Utrecht (PV);2011;;;
885;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Utrecht (PV);2012;;;
886;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Utrecht (PV);2013;;;
887;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Utrecht (PV);2014;;;
888;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Holland (PV);2009;;;
889;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Holland (PV);2010;;;
890;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Holland (PV);2011;;;
891;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Holland (PV);2012;;;
892;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Holland (PV);2013;;;
893;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Noord-Holland (PV);2014;;;
894;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Holland (PV);2009;;;
895;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Holland (PV);2010;;;
896;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Holland (PV);2011;;;
897;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik;ZZV-Wmo en ZZV-AWBZ en ZMV-AWBZ;Zuid-Holland (PV);2012;;;
