ID;Geslacht;Leeftijd;IndicatieZZVEnOfZMV;GebruikZZVEnOfZMV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3
6746;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2011;;;
6747;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2012;;;
6748;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2013;;;
6749;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Oost-Nederland (LD);2014;;;
6750;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2009;;;
6751;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2010;;;
6752;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2011;;;
6753;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2012;;;
6754;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2013;;;
6755;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;West-Nederland (LD);2014;;;
6756;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2009;;;
6757;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2010;;;
6758;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2011;;;
6759;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2012;;;
6760;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2013;;;
6761;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Nederland (LD);2014;;;
6762;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2009;;;
6763;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2010;;;
6764;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2011;;;
6765;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2012;;;
6766;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2013;;;
6767;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Groningen (PV);2014;;;
6768;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2009;;;
6769;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2010;;;
6770;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2011;;;
6771;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2012;;;
6772;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2013;;;
6773;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Friesland (PV);2014;;;
6774;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2009;;;
6775;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2010;;;
6776;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2011;;;
6777;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2012;;;
6778;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2013;;;
6779;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Drenthe (PV);2014;;;
6780;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2009;;;
6781;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2010;;;
6782;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2011;;;
6783;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2012;;;
6784;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2013;;;
6785;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Overijssel (PV);2014;;;
6786;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2009;;;
6787;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2010;;;
6788;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2011;;;
6789;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2012;;;
6790;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2013;;;
6791;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Flevoland (PV);2014;;;
6792;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2009;;;
6793;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2010;;;
6794;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2011;;;
6795;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2012;;;
6796;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2013;;;
6797;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Gelderland (PV);2014;;;
6798;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2009;;;
6799;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2010;;;
6800;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2011;;;
6801;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2012;;;
6802;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2013;;;
6803;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Utrecht (PV);2014;;;
6804;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2009;;;
6805;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2010;;;
6806;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2011;;;
6807;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2012;;;
6808;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2013;;;
6809;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Holland (PV);2014;;;
6810;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2009;;;
6811;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2010;;;
6812;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2011;;;
6813;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2012;;;
6814;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2013;;;
6815;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zuid-Holland (PV);2014;;;
6816;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2009;;;
6817;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2010;;;
6818;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2011;;;
6819;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2012;;;
6820;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2013;;;
6821;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Zeeland (PV);2014;;;
6822;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2009;;;
6823;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2010;;;
6824;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2011;;;
6825;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2012;;;
6826;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2013;;;
6827;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Noord-Brabant (PV);2014;;;
6828;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2009;;;
6829;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2010;;;
6830;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2011;;;
6831;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2012;;;
6832;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2013;;;
6833;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZZV-AWBZ;Limburg (PV);2014;;;
6834;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2009;;;
6835;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2010;;;
6836;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2011;;;
6837;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2012;;;
6838;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2013;;;
6839;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Nederland;2014;;;
6840;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2009;;;
6841;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2010;;;
6842;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2011;;;
6843;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2012;;;
6844;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2013;;;
6845;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Noord-Nederland (LD);2014;;;
6846;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2009;;;
6847;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2010;;;
6848;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2011;;;
6849;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2012;;;
6850;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2013;;;
6851;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Oost-Nederland (LD);2014;;;
6852;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2009;;;
6853;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2010;;;
6854;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2011;;;
6855;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2012;;;
6856;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2013;;;
6857;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;West-Nederland (LD);2014;;;
6858;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2009;;;
6859;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2010;;;
6860;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2011;;;
6861;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2012;;;
6862;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2013;;;
6863;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Zuid-Nederland (LD);2014;;;
6864;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Groningen (PV);2009;;;
6865;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Groningen (PV);2010;;;
6866;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Groningen (PV);2011;;;
6867;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Groningen (PV);2012;;;
6868;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Groningen (PV);2013;;;
6869;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Groningen (PV);2014;;;
6870;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Friesland (PV);2009;;;
6871;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Friesland (PV);2010;;;
6872;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Friesland (PV);2011;;;
6873;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Friesland (PV);2012;;;
6874;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Friesland (PV);2013;;;
6875;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Friesland (PV);2014;;;
6876;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Drenthe (PV);2009;;;
6877;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Drenthe (PV);2010;;;
6878;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Drenthe (PV);2011;;;
6879;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Drenthe (PV);2012;;;
6880;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Drenthe (PV);2013;;;
6881;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Drenthe (PV);2014;;;
6882;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Overijssel (PV);2009;;;
6883;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Overijssel (PV);2010;;;
6884;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Overijssel (PV);2011;;;
6885;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Overijssel (PV);2012;;;
6886;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Overijssel (PV);2013;;;
6887;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Overijssel (PV);2014;;;
6888;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Flevoland (PV);2009;;;
6889;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Flevoland (PV);2010;;;
6890;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Flevoland (PV);2011;;;
6891;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Flevoland (PV);2012;;;
6892;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Flevoland (PV);2013;;;
6893;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Flevoland (PV);2014;;;
6894;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Gelderland (PV);2009;;;
6895;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Gelderland (PV);2010;;;
6896;Totaal mannen en vrouwen;Totaal leeftijd;ZZV-AWBZ en ZMV-AWBZ;Totaal ZZV-Wmo en/of ZMV-AWBZ;Gelderland (PV);2011;;;
