ID;Marges;Geslacht;Leeftijd;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;EmotioneelMoeilijkeWerksituatie_9;EmotioneelVeeleisendWerk_10;EmotioneelBetrokkenBijWerk_11;OngewensteSeksueleAandacht_12;Intimidatie_13;LichamelijkGeweld_14;Pesten_15;PsychischeVermoeidheidDoorHetWerk_16;EmotioneelUitgeput_17;LeegVoelen_18;SOchtendsMoeVoelen_19;VergtVeelOmMetMensenTeWerken_20;UitgeputDoorWerk_21
276;Bovengrens 95%-interval;Mannen;80200;2017;15.0;21.6;11.0;97.4;95.4;95.4;93.4;80.6;;;;1.9;8.6;3.1;4.0;4.4;4.4;12.9;6.4;4.3;4.9
277;Bovengrens 95%-interval;Mannen;80200;2019;16.2;22.4;13.1;97.9;94.9;94.1;93.8;80.0;;;;2.8;11.6;4.2;5.0;5.1;5.4;14.1;7.2;6.5;5.8
278;Bovengrens 95%-interval;Mannen;80200;2021;17.2;24.5;16.1;95.8;94.3;93.9;91.4;80.4;;;;3.2;11.1;3.3;4.5;7.3;6.3;15.6;8.0;7.1;5.8
279;Bovengrens 95%-interval;Mannen;80200;2023;15.8;22.4;13.7;95.8;93.3;94.4;92.0;79.9;;;;2.7;10.7;2.8;3.7;5.8;6.3;14.0;6.5;6.8;5.9
280;Bovengrens 95%-interval;Vrouwen;10000;2015;25.0;36.1;26.4;92.2;90.4;84.9;88.6;61.1;5.8;12.7;19.2;8.9;13.0;2.4;4.9;9.1;7.9;18.4;11.5;9.8;6.9
281;Bovengrens 95%-interval;Vrouwen;10000;2017;22.7;34.4;23.4;92.3;90.8;84.3;88.5;62.3;;;;8.7;13.5;2.6;5.4;10.1;10.3;19.7;12.9;12.4;7.6
282;Bovengrens 95%-interval;Vrouwen;10000;2019;22.7;35.9;25.9;92.1;90.6;84.0;88.1;66.0;;;;9.5;11.6;2.2;5.2;10.0;10.1;20.0;12.3;11.1;7.0
283;Bovengrens 95%-interval;Vrouwen;10000;2021;24.1;36.7;26.3;91.1;89.7;85.5;88.1;64.9;;;;8.8;12.8;2.3;4.3;10.4;11.0;19.8;12.5;12.8;7.6
284;Bovengrens 95%-interval;Vrouwen;10000;2023;22.4;35.6;26.3;88.9;87.5;83.1;86.7;65.1;;;;11.6;14.5;2.7;6.5;14.2;15.5;23.9;15.4;15.6;9.7
285;Bovengrens 95%-interval;Vrouwen;53050;2015;;;;;;;;;;;;;;;;;;;;;
286;Bovengrens 95%-interval;Vrouwen;53050;2017;;;;;;;;;;;;;;;;;;;;;
287;Bovengrens 95%-interval;Vrouwen;53050;2019;;;;;;;;;;;;;;;;;;;;;
288;Bovengrens 95%-interval;Vrouwen;53050;2021;;;;;;;;;;;;;;;;;;;;;
289;Bovengrens 95%-interval;Vrouwen;53050;2023;;;;;;;;;;;;;;;;;;;;;
290;Bovengrens 95%-interval;Vrouwen;53500;2015;36.8;45.7;38.4;90.0;89.7;82.5;91.7;55.1;5.9;19.0;29.9;16.1;18.9;;8.8;13.8;13.9;17.2;18.3;13.2;12.9
291;Bovengrens 95%-interval;Vrouwen;53500;2017;26.4;40.8;31.0;90.3;88.4;78.9;88.5;62.5;;;;16.3;17.6;5.0;11.9;16.5;15.1;21.8;21.0;18.5;12.2
292;Bovengrens 95%-interval;Vrouwen;53500;2019;37.1;51.5;38.7;91.8;87.6;79.2;91.6;64.0;;;;20.0;18.4;4.8;8.5;19.2;19.7;29.6;20.5;18.0;12.5
293;Bovengrens 95%-interval;Vrouwen;53500;2021;31.6;47.7;34.5;87.3;82.0;79.9;86.7;59.9;;;;21.5;25.3;5.6;9.0;20.9;22.7;29.6;24.9;21.0;13.3
294;Bovengrens 95%-interval;Vrouwen;53500;2023;29.2;46.6;35.3;83.8;81.5;76.1;86.0;64.6;;;;24.3;22.4;5.1;12.7;27.2;27.9;37.7;29.8;25.5;18.6
295;Bovengrens 95%-interval;Vrouwen;53700;2015;33.7;42.8;29.7;94.4;92.2;86.4;91.4;62.4;6.2;12.8;20.8;10.0;15.7;3.3;6.9;10.6;7.8;20.6;14.8;9.5;7.5
296;Bovengrens 95%-interval;Vrouwen;53700;2017;28.5;38.9;26.7;94.4;93.6;86.4;92.2;63.2;;;;15.1;17.5;3.5;5.5;13.4;13.3;24.5;16.1;15.7;10.3
297;Bovengrens 95%-interval;Vrouwen;53700;2019;26.4;38.2;32.7;91.7;89.9;83.2;91.3;69.2;;;;14.2;12.9;4.4;9.5;13.3;14.2;20.0;14.6;15.5;10.1
298;Bovengrens 95%-interval;Vrouwen;53700;2021;27.0;37.2;27.9;92.3;91.4;86.3;88.7;68.1;;;;12.2;12.7;3.4;4.5;9.2;10.9;18.5;12.4;12.1;7.2
299;Bovengrens 95%-interval;Vrouwen;53700;2023;28.5;42.0;33.9;87.3;87.9;81.3;87.6;67.3;;;;15.6;18.7;5.1;9.4;17.9;19.3;27.3;17.5;20.6;10.8
300;Bovengrens 95%-interval;Vrouwen;53800;2015;23.6;36.6;29.3;93.6;93.3;87.9;90.1;65.8;7.9;13.5;18.4;11.3;14.0;4.3;5.3;12.1;11.2;24.3;13.5;12.7;8.6
301;Bovengrens 95%-interval;Vrouwen;53800;2017;23.6;35.8;25.0;93.1;92.9;86.6;90.5;65.3;;;;7.8;14.1;3.2;5.2;10.5;11.4;21.4;13.9;14.1;8.2
302;Bovengrens 95%-interval;Vrouwen;53800;2019;23.9;36.8;25.2;94.5;92.5;86.4;88.8;67.7;;;;9.1;13.1;2.6;5.4;9.9;9.2;22.2;13.7;11.2;7.4
303;Bovengrens 95%-interval;Vrouwen;53800;2021;28.0;41.5;31.2;93.6;92.6;88.2;92.1;67.4;;;;8.2;12.1;2.4;5.0;12.9;12.3;24.0;14.8;16.0;9.0
304;Bovengrens 95%-interval;Vrouwen;53800;2023;24.8;38.7;28.5;94.3;90.2;87.4;89.4;68.7;;;;11.6;16.4;2.6;7.4;14.5;16.3;24.2;16.5;16.8;10.6
305;Bovengrens 95%-interval;Vrouwen;53900;2015;21.2;37.0;23.1;94.8;91.5;87.6;87.9;63.7;8.3;15.3;22.0;8.9;13.8;3.8;6.6;10.0;8.5;20.1;10.9;12.8;8.7
306;Bovengrens 95%-interval;Vrouwen;53900;2017;24.9;38.5;25.1;93.9;92.5;88.5;90.2;62.1;;;;7.1;15.6;4.6;6.9;10.8;11.3;22.1;11.8;12.7;8.6
307;Bovengrens 95%-interval;Vrouwen;53900;2019;20.7;35.8;23.2;95.2;95.2;91.2;88.8;67.4;;;;6.5;13.8;2.3;4.6;9.0;9.3;21.4;11.9;11.4;7.2
308;Bovengrens 95%-interval;Vrouwen;53900;2021;23.1;36.7;25.6;93.4;93.4;89.0;89.2;66.5;;;;6.2;13.5;2.6;5.4;9.6;10.1;20.1;10.7;12.3;8.5
309;Bovengrens 95%-interval;Vrouwen;53900;2023;20.8;33.9;24.6;92.1;91.8;88.7;88.4;65.6;;;;8.7;13.1;3.1;4.5;10.7;12.5;23.2;12.2;13.1;9.1
310;Bovengrens 95%-interval;Vrouwen;80200;2015;;;;;;;;;;;;;;;;;;;;;
311;Bovengrens 95%-interval;Vrouwen;80200;2017;20.3;27.2;19.5;98.4;92.3;92.1;85.2;79.4;;;;3.4;12.1;;7.2;9.0;10.0;17.4;11.4;7.3;7.8
312;Bovengrens 95%-interval;Vrouwen;80200;2019;13.3;27.4;19.9;95.4;95.8;90.9;88.0;82.2;;;;7.7;8.5;4.2;6.9;9.3;9.3;16.6;10.8;9.8;8.5
313;Bovengrens 95%-interval;Vrouwen;80200;2021;16.0;25.1;15.7;95.7;95.1;94.1;91.2;78.7;;;;3.7;9.5;2.0;2.6;6.0;7.0;12.1;6.8;10.5;7.1
314;Bovengrens 95%-interval;Vrouwen;80200;2023;18.9;23.9;16.2;93.6;93.5;91.4;90.4;73.7;;;;4.2;11.1;2.6;7.2;8.0;8.2;13.0;8.1;8.2;7.5
