ID;ApparatenVervoerMaterieelEnOverig;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
1511;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2021 juni;242.0;1722.0;0.0;202.0;gi f/s                   
1512;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2021 juli;;;0.0;67.0;gi f/s                   
1513;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2021 augustus;;;0.0;6.0;gi f/s                   
1514;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2021 september;;;;;                         
1515;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2021 oktober;;;0.0;130.0;gi f/s                   
1516;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2021 november;;;0.0;30.0;gi f/s                   
1517;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2021 december;;;0.0;10.0;gi f/s                   
1518;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2021;242.0;1722.0;1.0;773.0;gi f/s                   
1519;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 januari;;;0.0;20.0;gi f/s                   
1520;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 februari;;;;;                         
1521;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 maart;;;0.0;29.0;gi f/s                   
1522;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 april;;;0.0;42.0;gi f/s                   
1523;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 mei;;;;;                         
1524;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 juni;;;;;                         
1525;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 juli;;;;;                         
1526;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 augustus;;;0.0;6.0;gi f/s                   
1527;8401300000 Niet-bestraalde splijtstof...;EU (exclusief Nederland);2022 januari-augustus;;;0.0;97.0;gi f/s                   
1528;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 januari;;;;;                         
1529;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 februari;;;;;                         
1530;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 maart;;;;;                         
1531;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 april;;;;;                         
1532;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 mei;;;;;                         
1533;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 juni;;;;;                         
1534;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 juli;;;;;                         
1535;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 augustus;;;;;                         
1536;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 september;;;;;                         
1537;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 oktober;;;;;                         
1538;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 november;;;;;                         
1539;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008 december;;;;;                         
1540;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2008;;;;;                         
1541;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 januari;;;;;                         
1542;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 februari;;;;;                         
1543;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 maart;;;;;                         
1544;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 april;;;;;                         
1545;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 mei;;;;;                         
1546;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 juni;;;;;                         
1547;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 juli;;;;;                         
1548;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 augustus;;;;;                         
1549;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 september;;;;;                         
1550;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 oktober;;;;;                         
1551;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 november;;;;;                         
1552;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009 december;;;;;                         
1553;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2009;;;;;                         
1554;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 januari;;;;;                         
1555;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 februari;;;;;                         
1556;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 maart;;;;;                         
1557;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 april;;;;;                         
1558;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 mei;;;;;                         
1559;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 juni;;;;;                         
1560;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 juli;;;;;                         
1561;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 augustus;;;47.0;1.0;gi f/s                   
1562;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 september;;;;;                         
1563;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 oktober;;;;;                         
1564;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 november;;;;;                         
1565;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010 december;;;;;                         
1566;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2010;;;47.0;1.0;gi f/s                   
1567;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 januari;;;;;                         
1568;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 februari;;;;;                         
1569;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 maart;;;1.0;1.0;gi f/s                   
1570;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 april;104.0;1105.0;;;gi f/s                   
1571;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 mei;;;14.0;1.0;gi f/s                   
1572;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 juni;;;;;                         
1573;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 juli;;;;;                         
1574;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 augustus;;;;;                         
1575;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 september;;;;;                         
1576;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 oktober;;;2.0;7.0;gi f/s                   
1577;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 november;;;;;                         
1578;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011 december;19136.0;10254.0;9.0;1.0;gi f/s                   
1579;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2011;19239.0;11359.0;28.0;10.0;gi f/s                   
1580;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 januari;;;;;                         
1581;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 februari;;;1.0;1.0;gi f/s                   
1582;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 maart;;;;;                         
1583;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 april;;;;;                         
1584;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 mei;;;;;                         
1585;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 juni;;;1.0;2.0;gi f/s                   
1586;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 juli;;;;;                         
1587;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 augustus;;;;;                         
1588;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 september;;;;;                         
1589;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 oktober;;;;;                         
1590;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 november;;;;;                         
1591;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012 december;;;;;                         
1592;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2012;;;2.0;3.0;gi f/s                   
1593;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 januari;;;;;                         
1594;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 februari;;;;;                         
1595;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 maart;;;;;                         
1596;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 april;;;;;                         
1597;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 mei;;;;;                         
1598;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 juni;;;;;                         
1599;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 juli;;;2.0;1.0;gi f/s                   
1600;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 augustus;;;;;                         
1601;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 september;;;9.0;5002.0;gi f/s                   
1602;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 oktober;;;;;                         
1603;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 november;;;;;                         
1604;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 december;;;;;                         
1605;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2013 ;;;11.0;5003.0;gi f/s                   
1606;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 januari;;;;;                         
1607;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 februari;;;;;                         
1608;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 maart;;;2.0;2.0;gi f/s                   
1609;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 april;;;;;                         
1610;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 mei;;;;;                         
1611;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 juni;;;;;                         
1612;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 juli;;;;;                         
1613;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 augustus;;;;;                         
1614;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 september;;;;;                         
1615;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 oktober;;;;;                         
1616;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 november;;;;;                         
1617;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014 december;;;;;                         
1618;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2014;;;2.0;2.0;gi f/s                   
1619;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 januari;;;;;                         
1620;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 februari;;;;;                         
1621;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 maart;;;;;                         
1622;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 april;;;;;                         
1623;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 mei;;;;;                         
1624;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 juni;;;;;                         
1625;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 juli;;;;;                         
1626;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 augustus;;;13.0;1613.0;gi f/s                   
1627;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 september;;;;;                         
1628;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 oktober;;;11.0;260.0;gi f/s                   
1629;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 november;;;;;                         
1630;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015 december;;;;;                         
1631;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2015;;;23.0;1873.0;gi f/s                   
1632;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 januari;;;;;                         
1633;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 februari;;;;;                         
1634;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 maart;;;;;                         
1635;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 april;;;;;                         
1636;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 mei;;;;;                         
1637;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 juni;;;;;                         
1638;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 juli;488.0;13949.0;;;gi f/s                   
1639;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 augustus;;;;;                         
1640;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 september;;;;;                         
1641;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 oktober;;;;;                         
1642;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 november;;;;;                         
1643;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016 december;;;;;                         
1644;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2016;488.0;13949.0;;;gi f/s                   
1645;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 januari;;;;;                         
1646;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 februari;;;;;                         
1647;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 maart;911.0;27900.0;;;gi f/s                   
1648;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 april;;;;;                         
1649;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 mei;;;;;                         
1650;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 juni;;;;;                         
1651;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 juli;;;22.0;7.0;gi f/s                   
1652;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 augustus;;;;;                         
1653;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 september;;;;;                         
1654;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 oktober;;;;;                         
1655;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 november;;;;;                         
1656;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017 december;;;;;                         
1657;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2017;911.0;27900.0;22.0;7.0;gi f/s                   
1658;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 januari;;;;;                         
1659;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 februari;;;;;                         
1660;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 maart;;;;;                         
1661;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 april;15574.0;445191.0;;;gi f/s                   
1662;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 mei;;;;;                         
1663;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 juni;;;;;                         
1664;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 juli;;;;;                         
1665;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 augustus;;;;;                         
1666;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 september;;;;;                         
1667;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 oktober;;;;;                         
1668;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 november;1482.0;8260.0;;;gi f/s                   
1669;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018 december;1482.0;8260.0;;;gi f/s                   
1670;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2018;18538.0;461711.0;;;gi f/s                   
1671;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 januari;;;;;                         
1672;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 februari;;;;;                         
1673;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 maart;;;;;                         
1674;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 april;;;;;                         
1675;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 mei;;;;;                         
1676;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 juni;1786.0;63721.0;;;gi f/s                   
1677;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 juli;;;;;                         
1678;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 augustus;;;;;                         
1679;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 september;;;;;                         
1680;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 oktober;;;;;                         
1681;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 november;;;;;                         
1682;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019 december;995.0;10.0;;;gi f/s                   
1683;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2019;2781.0;63731.0;;;gi f/s                   
1684;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 januari;;;;;                         
1685;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 februari;;;2.0;2.0;gi f/s                   
1686;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 maart;;;;;                         
1687;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 april;;;0.0;18.0;gi f/s                   
1688;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 mei;;;1.0;2.0;gi f/s                   
1689;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 juni;;;;;                         
1690;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 juli;;;;;                         
1691;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 augustus;;;2.0;4.0;gi f/s                   
1692;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 september;;;1.0;1.0;gi f/s                   
1693;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 oktober;;;;;                         
1694;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 november;40.0;1080.0;;;gi f/s                   
1695;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020 december;1839.0;9883.0;903.0;298089.0;gi f/s                   
1696;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2020;1879.0;10963.0;909.0;298116.0;gi f/s                   
1697;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 januari;;;;;                         
1698;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 februari;;;;;                         
1699;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 maart;;;1.0;1.0;gi f/s                   
1700;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 april;;;1.0;1.0;gi f/s                   
1701;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 mei;;;1.0;1.0;gi f/s                   
1702;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 juni;;;;;                         
1703;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 juli;;;;;                         
1704;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 augustus;;;;;                         
1705;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 september;;;3.0;1716.0;gi f/s                   
1706;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 oktober;;;;;                         
1707;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 november;;;;;                         
1708;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021 december;;;;;                         
1709;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2021;;;7.0;1719.0;gi f/s                   
1710;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 januari;;;;;                         
1711;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 februari;;;;;                         
1712;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 maart;;;;;                         
1713;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 april;;;;;                         
1714;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 mei;;;4.0;1.0;gi f/s                   
1715;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 juni;;;;;                         
1716;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 juli;;;;;                         
1717;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 augustus;;;5.0;1.0;gi f/s                   
1718;8401300000 Niet-bestraalde splijtstof...;Niet-EU;2022 januari-augustus;;;9.0;2.0;gi f/s                   
1719;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 januari;324.0;0.0;;;kg                       
1720;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 februari;226.0;1.0;394.0;3.0;kg                       
1721;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 maart;423.0;2.0;;;kg                       
1722;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 april;387.0;3.0;;;kg                       
1723;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 mei;688.0;35.0;;;kg                       
1724;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 juni;96.0;14.0;;;kg                       
1725;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 juli;;;;;                         
1726;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 augustus;1774.0;15411.0;;;kg                       
1727;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 september;;;;;                         
1728;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 oktober;448.0;1.0;;;kg                       
1729;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 november;241.0;1.0;;;kg                       
1730;8401400000 Delen van kernreactoren, n...;Totaal landen;2008 december;41.0;2.0;162.0;992.0;kg                       
1731;8401400000 Delen van kernreactoren, n...;Totaal landen;2008;4648.0;15470.0;555.0;995.0;kg                       
1732;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 januari;;;;;                         
1733;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 februari;214.0;1.0;;;kg                       
1734;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 maart;914.0;41.0;21.0;233.0;kg                       
1735;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 april;311.0;1.0;;;kg                       
1736;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 mei;365.0;1.0;;;kg                       
1737;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 juni;529.0;1.0;17.0;251.0;kg                       
1738;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 juli;400.0;16.0;23.0;9.0;kg                       
1739;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 augustus;;;91.0;4887.0;kg                       
1740;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 september;161.0;5134.0;;;kg                       
1741;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 oktober;83.0;1.0;;;kg                       
1742;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 november;421.0;1.0;;;kg                       
1743;8401400000 Delen van kernreactoren, n...;Totaal landen;2009 december;293.0;2.0;;;kg                       
1744;8401400000 Delen van kernreactoren, n...;Totaal landen;2009;3692.0;5199.0;153.0;5380.0;kg                       
1745;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 januari;79.0;4.0;;;kg                       
1746;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 februari;579.0;42.0;189.0;80.0;kg                       
1747;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 maart;593.0;25.0;;;kg                       
1748;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 april;591.0;23.0;;;kg                       
1749;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 mei;595.0;24.0;;;kg                       
1750;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 juni;157.0;6.0;;;kg                       
1751;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 juli;379.0;16.0;;;kg                       
1752;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 augustus;180.0;1.0;;;kg                       
1753;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 september;490.0;1.0;;;kg                       
1754;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 oktober;253.0;49.0;35.0;67.0;kg                       
1755;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 november;719.0;45.0;17.0;54.0;kg                       
1756;8401400000 Delen van kernreactoren, n...;Totaal landen;2010 december;470.0;184.0;35.0;113.0;kg                       
1757;8401400000 Delen van kernreactoren, n...;Totaal landen;2010;5085.0;420.0;276.0;314.0;kg                       
1758;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 januari;102.0;2.0;;;kg                       
1759;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 februari;535.0;19.0;;;kg                       
1760;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 maart;591.0;27.0;;;kg                       
1761;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 april;479.0;26.0;;;kg                       
1762;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 mei;322.0;15.0;50.0;10.0;kg                       
1763;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 juni;354.0;19.0;;;kg                       
1764;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 juli;706.0;31.0;4.0;1.0;kg                       
1765;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 augustus;240.0;11.0;;;kg                       
1766;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 september;359.0;17.0;3.0;726.0;kg                       
1767;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 oktober;78.0;12.0;11.0;8.0;kg                       
1768;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 november;456.0;22.0;43.0;167.0;kg                       
1769;8401400000 Delen van kernreactoren, n...;Totaal landen;2011 december;333.0;15.0;;;kg                       
1770;8401400000 Delen van kernreactoren, n...;Totaal landen;2011;4554.0;216.0;112.0;912.0;kg                       
1771;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 januari;815.0;32.0;90.0;36.0;kg                       
1772;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 februari;430.0;21.0;;;kg                       
1773;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 maart;129.0;31.0;;;kg                       
1774;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 april;347.0;15.0;889.0;40.0;kg                       
1775;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 mei;997.0;43.0;;;kg                       
1776;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 juni;234.0;22956.0;170.0;36512.0;kg                       
1777;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 juli;0.0;5.0;;;kg                       
1778;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 augustus;834.0;7052.0;101.0;13710.0;kg                       
1779;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 september;550.0;24.0;;;kg                       
1780;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 oktober;0.0;8.0;;;kg                       
1781;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 november;0.0;4.0;;;kg                       
1782;8401400000 Delen van kernreactoren, n...;Totaal landen;2012 december;0.0;3.0;;;kg                       
1783;8401400000 Delen van kernreactoren, n...;Totaal landen;2012;4336.0;30194.0;1250.0;50298.0;kg                       
1784;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 januari;0.0;3.0;;;kg                       
1785;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 februari;0.0;1.0;;;kg                       
1786;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 maart;0.0;1.0;;;kg                       
1787;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 april;0.0;7.0;;;kg                       
1788;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 mei;0.0;6.0;36.0;29.0;kg                       
1789;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 juni;0.0;6.0;28.0;78.0;kg                       
1790;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 juli;0.0;6.0;37.0;46.0;kg                       
1791;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 augustus;0.0;2.0;10.0;6.0;kg                       
1792;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 september;;;70.0;141.0;kg                       
1793;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 oktober;0.0;3.0;48.0;166.0;kg                       
1794;8401400000 Delen van kernreactoren, n...;Totaal landen;2013 november;0.0;4.0;36.0;148.0;kg                       
