ID;ApparatenVervoerMaterieelEnOverig;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
9349;8404900000 Delen van hulptoestellen v...;Totaal landen;2021;26006.0;3032553.0;25763.0;553791.0;kg                       
9350;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 januari;2434.0;87272.0;1396.0;106078.0;kg                       
9351;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 februari;1651.0;78278.0;1372.0;419147.0;kg                       
9352;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 maart;1350.0;70518.0;1554.0;484806.0;kg                       
9353;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 april;1386.0;96990.0;1065.0;324755.0;kg                       
9354;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 mei;1238.0;62356.0;1729.0;508741.0;kg                       
9355;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 juni;1220.0;41980.0;1572.0;467684.0;kg                       
9356;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 juli;2159.0;173587.0;1390.0;456490.0;kg                       
9357;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 augustus;2022.0;214506.0;1385.0;324340.0;kg                       
9358;8404900000 Delen van hulptoestellen v...;Totaal landen;2022 januari-augustus;13459.0;825487.0;11462.0;3092041.0;kg                       
9359;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 januari;97.0;1693.0;464.0;112044.0;kg                       
9360;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 februari;259.0;49411.0;493.0;114714.0;kg                       
9361;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 maart;108.0;8063.0;368.0;88287.0;kg                       
9362;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 april;192.0;3830.0;563.0;142140.0;kg                       
9363;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 mei;78.0;2887.0;398.0;90341.0;kg                       
9364;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 juni;252.0;36415.0;452.0;112837.0;kg                       
9365;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 juli;195.0;2630.0;506.0;135309.0;kg                       
9366;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 augustus;391.0;12082.0;443.0;97954.0;kg                       
9367;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 september;100.0;15886.0;666.0;169453.0;kg                       
9368;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 oktober;132.0;41263.0;768.0;191987.0;kg                       
9369;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 november;64.0;1241.0;513.0;126517.0;kg                       
9370;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008 december;140.0;6152.0;350.0;91599.0;kg                       
9371;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2008;2006.0;181553.0;5984.0;1473182.0;kg                       
9372;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 januari;344.0;49381.0;2.0;324.0;kg                       
9373;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 februari;339.0;83107.0;4.0;731.0;kg                       
9374;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 maart;178.0;4842.0;401.0;85628.0;kg                       
9375;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 april;236.0;5977.0;356.0;81399.0;kg                       
9376;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 mei;187.0;9072.0;388.0;81268.0;kg                       
9377;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 juni;190.0;3132.0;304.0;74458.0;kg                       
9378;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 juli;291.0;3617.0;379.0;91546.0;kg                       
9379;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 augustus;430.0;12760.0;318.0;67802.0;kg                       
9380;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 september;350.0;5114.0;469.0;125843.0;kg                       
9381;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 oktober;230.0;8783.0;501.0;124458.0;kg                       
9382;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 november;231.0;66764.0;671.0;203845.0;kg                       
9383;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009 december;230.0;3947.0;324.0;78409.0;kg                       
9384;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2009;3236.0;256496.0;4117.0;1015711.0;kg                       
9385;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 januari;222.0;5402.0;412.0;98621.0;kg                       
9386;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 februari;182.0;3635.0;461.0;99780.0;kg                       
9387;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 maart;406.0;9721.0;338.0;110387.0;kg                       
9388;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 april;2436.0;549858.0;258.0;76841.0;kg                       
9389;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 mei;3296.0;293154.0;306.0;88631.0;kg                       
9390;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 juni;202.0;4534.0;93.0;103619.0;kg                       
9391;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 juli;316.0;8759.0;448.0;150911.0;kg                       
9392;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 augustus;970.0;84401.0;327.0;86469.0;kg                       
9393;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 september;466.0;27915.0;428.0;119817.0;kg                       
9394;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 oktober;1063.0;173614.0;392.0;133243.0;kg                       
9395;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 november;2183.0;600344.0;408.0;156988.0;kg                       
9396;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010 december;1669.0;28260.0;225.0;81580.0;kg                       
9397;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2010;13411.0;1789597.0;4096.0;1306887.0;kg                       
9398;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 januari;436.0;185203.0;433.0;141611.0;kg                       
9399;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 februari;829.0;207098.0;325.0;100293.0;kg                       
9400;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 maart;620.0;14944.0;282.0;82002.0;kg                       
9401;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 april;683.0;18237.0;348.0;117774.0;kg                       
9402;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 mei;174.0;4037.0;575.0;163696.0;kg                       
9403;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 juni;745.0;50693.0;382.0;106424.0;kg                       
9404;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 juli;1828.0;141096.0;434.0;150096.0;kg                       
9405;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 augustus;367.0;7217.0;421.0;152552.0;kg                       
9406;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 september;6636.0;614079.0;628.0;173359.0;kg                       
9407;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 oktober;1082.0;5925.0;777.0;281540.0;kg                       
9408;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 november;696.0;12016.0;413.0;143093.0;kg                       
9409;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011 december;457.0;13049.0;309.0;133998.0;kg                       
9410;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2011;14552.0;1273594.0;5326.0;1746438.0;kg                       
9411;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 januari;503.0;19643.0;409.0;189100.0;kg                       
9412;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 februari;1403.0;26500.0;312.0;125222.0;kg                       
9413;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 maart;1438.0;74295.0;327.0;103348.0;kg                       
9414;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 april;328.0;6769.0;509.0;137725.0;kg                       
9415;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 mei;1083.0;48584.0;705.0;159613.0;kg                       
9416;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 juni;357.0;3172.0;695.0;218485.0;kg                       
9417;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 juli;850.0;5517.0;623.0;162782.0;kg                       
9418;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 augustus;425.0;7623.0;539.0;151199.0;kg                       
9419;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 september;466.0;9714.0;897.0;223217.0;kg                       
9420;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 oktober;687.0;12795.0;1074.0;280687.0;kg                       
9421;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 november;344.0;7393.0;1450.0;444297.0;kg                       
9422;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012 december;736.0;8808.0;1030.0;352763.0;kg                       
9423;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2012;8621.0;230813.0;8569.0;2548438.0;kg                       
9424;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 januari;805.0;10630.0;806.0;255405.0;kg                       
9425;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 februari;757.0;54723.0;492.0;159307.0;kg                       
9426;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 maart;437.0;12098.0;454.0;162544.0;kg                       
9427;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 april;413.0;48037.0;895.0;279572.0;kg                       
9428;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 mei;1367.0;183976.0;1161.0;336756.0;kg                       
9429;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 juni;602.0;71981.0;1002.0;265913.0;kg                       
9430;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 juli;1039.0;132972.0;1079.0;315359.0;kg                       
9431;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 augustus;795.0;96568.0;1052.0;364187.0;kg                       
9432;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 september;1015.0;147419.0;1203.0;405058.0;kg                       
9433;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 oktober;2286.0;508090.0;1242.0;403937.0;kg                       
9434;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 november;2512.0;620754.0;1196.0;382421.0;kg                       
9435;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 december;4402.0;471285.0;810.0;261337.0;kg                       
9436;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2013 ;16431.0;2358533.0;11392.0;3591796.0;kg                       
9437;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 januari;3050.0;332769.0;810.0;266280.0;kg                       
9438;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 februari;2456.0;348085.0;784.0;243283.0;kg                       
9439;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 maart;2372.0;399590.0;775.0;220709.0;kg                       
9440;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 april;3677.0;295945.0;720.0;222538.0;kg                       
9441;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 mei;1951.0;303761.0;730.0;220472.0;kg                       
9442;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 juni;1753.0;303245.0;853.0;263334.0;kg                       
9443;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 juli;1499.0;285416.0;773.0;235555.0;kg                       
9444;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 augustus;1304.0;226221.0;573.0;171731.0;kg                       
9445;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 september;1627.0;223372.0;1058.0;312532.0;kg                       
9446;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 oktober;1905.0;297303.0;1629.0;364512.0;kg                       
9447;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 november;1500.0;327105.0;808.0;262895.0;kg                       
9448;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014 december;1511.0;212471.0;706.0;220775.0;kg                       
9449;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2014;24606.0;3555283.0;10218.0;3004616.0;kg                       
9450;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 januari;1872.0;269116.0;612.0;12164.0;kg                       
9451;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 februari;1602.0;220658.0;619.0;1964.0;kg                       
9452;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 maart;2096.0;376177.0;674.0;2227.0;kg                       
9453;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 april;1618.0;277114.0;576.0;1849.0;kg                       
9454;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 mei;1357.0;183721.0;585.0;1871.0;kg                       
9455;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 juni;1520.0;279673.0;630.0;1963.0;kg                       
9456;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 juli;2147.0;462875.0;785.0;71654.0;kg                       
9457;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 augustus;1955.0;490680.0;685.0;2240.0;kg                       
9458;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 september;2022.0;289688.0;771.0;61591.0;kg                       
9459;8404900000 Delen van hulptoestellen v...;EU (exclusief Nederland);2015 oktober;1479.0;216239.0;866.0;2932.0;kg                       
