ID;RegioS;BevolkingUltimo2002_1;PersonenMet52WekenInkomen_2;PersonenMet52WkInkomenBevolking_3;PerInwoner_4;RangnummerInkomenPerInwoner_5;PerPersoonMet52WekenInkomen_6;RangnummerInkomenPersMet52WkInk_7
402;Strijen;9.3;6.0;65.1;13.4;105;20.0;87
403;Valkenburg (ZH.);3.8;2.4;62.9;12.0;370;18.6;206
404;Vianen;19.7;13.4;67.9;13.3;125;19.0;156
405;Vlaardingen;74.3;50.8;68.4;13.1;154;18.4;238
406;Vlist;9.8;6.5;65.9;12.6;255;18.7;198
407;Voorhout;14.4;9.2;63.6;13.9;70;21.4;32
408;Voorschoten;22.5;14.9;66.4;15.7;18;23.2;13
409;Waddinxveen;26.8;17.4;65.1;13.5;97;20.1;76
410;Warmond;5.0;3.4;68.3;15.4;20;22.1;23
411;Wassenaar;25.7;15.8;61.5;18.0;2;28.8;2
412;Wateringen;16.3;11.1;67.8;13.3;121;19.2;143
413;Woerden;47.8;31.6;66.2;13.9;69;20.4;63
414;Zoetermeer;112.6;75.6;67.1;13.7;80;19.9;91
415;Zoeterwoude;8.6;5.8;67.0;13.5;93;19.6;104
416;Zwijndrecht;45.1;30.4;67.6;13.2;134;19.0;155
417;Nederlek;14.9;9.7;65.5;13.1;142;19.5;114
418;Ouderkerk;8.1;5.1;62.7;12.9;178;20.0;88
419;Jacobswoude;10.7;7.1;66.9;13.3;119;19.4;121
420;GaasterlÔn-Sleat;10.3;6.6;64.2;11.5;443;17.4;395
421;Borsele;22.4;14.4;64.6;12.1;359;18.1;285
422;Goes;36.3;24.9;69.0;13.0;172;18.2;270
423;West Maas en Waal;18.2;12.2;67.2;12.7;233;18.4;249
424;Hulst;27.9;18.2;65.5;13.1;140;18.1;282
425;Kapelle;11.6;7.7;65.7;12.9;197;19.1;154
426;Wymbritseradiel;16.2;10.0;62.0;11.3;466;17.6;361
427;Middelburg (Z.);46.2;30.9;66.9;12.6;258;18.2;267
428;Giessenlanden;14.3;9.1;63.5;12.9;177;19.9;90
429;Graafstroom;9.7;5.9;60.7;12.4;299;19.9;89
430;Liesveld;9.7;5.8;60.0;12.0;376;19.5;116
431;Reimerswaal;20.8;12.9;61.9;11.5;442;18.0;316
432;Zederik;13.6;8.5;62.8;12.2;331;18.8;173
433;Wûnseradiel;11.9;7.5;62.7;11.1;474;17.1;426
434;Terneuzen;55.5;36.6;66.0;12.9;191;18.4;241
435;Tholen;24.0;14.6;61.1;11.2;469;17.6;362
436;Veere;22.1;14.2;64.3;12.5;281;18.7;187
437;Vlissingen;45.2;30.4;67.3;12.4;290;17.7;350
438;Lingewaal;10.7;6.8;63.2;12.5;274;19.2;141
439;De Ronde Venen;34.5;22.7;65.8;14.1;58;21.0;41
440;Tytsjerksteradiel;31.7;20.6;65.0;12.0;372;18.0;319
441;Aalburg;12.1;7.2;59.9;11.4;454;18.5;234
442;Asten;16.1;10.6;66.2;12.3;328;17.9;320
443;Baarle-Nassau;6.5;4.6;70.2;12.5;266;17.0;435
444;Bergen op Zoom;66.0;44.3;67.1;12.6;244;18.0;302
445;Best;28.2;18.6;66.1;13.0;157;19.1;146
446;Boekel;9.4;6.3;66.5;11.4;451;16.7;455
447;Boxmeer;29.4;19.7;67.4;12.5;264;18.0;309
448;Boxtel;29.5;19.9;67.8;12.7;231;18.1;288
449;Breda;164.4;112.6;68.4;13.4;109;18.8;172
450;Deurne;32.1;21.4;66.8;12.1;362;17.6;369
451;Pekela;13.6;8.9;65.3;10.8;483;16.0;487
452;Dongen;25.1;17.1;67.9;12.7;238;18.2;276
453;Eersel;18.4;12.2;66.2;13.1;148;19.2;139
454;Eindhoven;206.1;142.4;69.1;13.1;149;18.1;292
455;Etten-Leur;39.4;26.3;66.9;12.7;234;18.4;245
456;Geertruidenberg;20.9;14.5;69.5;12.9;189;18.1;290
457;Geldrop;27.9;18.8;67.4;13.0;161;18.7;192
458;Gilze en Rijen;24.9;16.8;67.5;12.4;304;17.8;334
459;Goirle;22.5;15.7;69.6;13.4;114;18.8;183
460;Grave;12.7;8.5;67.1;12.3;329;17.8;344
461;Haaren;14.0;9.4;66.9;12.7;223;18.6;216
462;Helmond;84.2;56.4;67.0;12.1;351;17.5;382
463;'s-Hertogenbosch;132.5;91.8;69.3;13.4;110;18.6;210
464;Heusden;43.2;28.4;65.7;12.6;262;18.6;213
465;Hilvarenbeek;14.9;10.0;67.1;12.7;236;18.4;240
466;Lith;6.8;4.4;65.3;11.5;447;17.2;419
467;Loon op Zand;23.0;15.8;68.6;12.8;208;18.2;274
468;Mierlo;10.2;6.6;65.0;12.8;209;19.2;142
469;Mill en Sint Hubert;11.1;7.5;67.4;11.6;427;16.7;454
470;Nuenen, Gerwen en Nederwetten;23.5;15.3;65.2;14.3;51;21.4;27
471;Oirschot;17.8;12.0;67.2;12.7;221;18.6;217
472;Oisterwijk;25.6;17.4;68.0;13.8;79;19.6;106
473;Oosterhout;53.1;36.1;68.0;13.1;150;18.7;199
474;Oss;76.2;51.2;67.1;12.5;275;18.0;310
475;Rucphen;22.6;15.7;69.2;12.4;298;17.3;404
476;Schijndel;23.4;15.9;68.1;12.5;278;17.8;336
477;Sint-Michielsgestel;28.0;18.6;66.7;12.9;179;18.9;170
478;Sint-Oedenrode;17.0;11.4;66.8;12.5;268;18.1;287
479;Someren;18.4;11.9;64.7;11.7;418;17.5;380
480;Son en Breugel;15.0;10.0;66.5;14.4;44;21.0;39
481;Steenbergen;23.4;15.6;66.9;12.7;237;18.4;248
482;Waterland;17.2;11.8;68.6;14.7;33;20.9;42
483;Tilburg;197.9;135.9;68.7;12.4;301;17.3;400
484;Uden;40.1;26.9;67.0;12.8;214;18.4;242
485;Valkenswaard;31.1;21.0;67.7;12.9;174;18.5;225
486;Veghel;36.5;24.2;66.3;12.4;300;18.1;289
487;Veldhoven;42.8;28.8;67.5;13.1;145;18.9;167
488;Vught;25.3;17.2;68.1;14.4;45;20.7;53
489;Waalre;16.3;10.7;65.4;14.8;31;21.9;24
490;Waalwijk;45.6;30.9;67.9;12.7;239;18.1;301
491;Werkendam;26.4;16.9;64.2;12.3;311;18.7;191
492;Woensdrecht;21.6;14.0;64.8;12.6;261;17.8;340
493;Woudrichem;14.4;9.3;64.8;12.5;270;18.8;176
494;Zundert;20.4;13.8;67.6;12.6;252;18.1;300
495;Wormerland;15.5;10.5;68.0;13.4;107;19.3;136
496;Onderbanken;8.4;5.5;65.3;11.9;390;17.4;393
497;Landgraaf;40.1;27.0;67.6;12.2;334;16.8;451
498;Arcen en Velden;8.9;6.1;67.7;12.6;259;17.4;397
499;Beek (L.);17.1;11.4;66.8;13.0;160;18.8;182
500;Beesel;13.5;9.0;66.6;12.0;377;17.3;406
501;Bergen (L.);13.5;8.8;65.0;12.0;385;17.1;431
502;Brunssum;29.9;20.6;68.7;12.0;389;16.6;469
503;Eijsden;11.9;8.0;67.0;12.8;212;18.5;222
504;Gennep;16.9;11.7;69.1;12.3;315;17.1;429
505;Haelen;10.1;6.8;68.2;13.3;120;18.8;178
506;Heerlen;94.0;64.7;68.9;12.3;324;16.8;452
507;Helden;19.5;13.1;67.5;12.0;386;17.1;430
508;Heythuysen;12.1;8.1;67.6;12.7;218;18.2;269
509;Hunsel;6.2;4.0;64.5;12.0;375;17.9;322
510;Kerkrade;50.3;32.6;64.8;12.2;333;16.2;483
511;Kessel;4.2;2.9;69.1;12.3;319;17.0;434
512;Maasbracht;13.7;9.2;67.6;12.5;271;17.9;328
513;Maasbree;12.9;8.6;66.9;12.3;321;17.8;343
514;Maastricht;122.0;84.2;69.2;12.5;282;17.2;418
515;Margraten;13.6;9.0;65.9;12.9;180;18.8;174
516;Meerssen;20.0;13.6;68.1;13.4;104;19.1;152
517;Meijel;5.8;4.0;68.6;12.2;349;17.3;408
518;Mook en Middelaar;8.0;5.4;68.0;14.0;65;20.0;84
519;Nederweert;16.1;10.8;67.0;12.1;363;17.5;383
520;Nuth;16.4;11.3;69.0;13.1;143;18.4;243
521;Roermond;45.3;30.3;67.0;12.6;241;17.8;339
522;Schinnen;13.6;9.1;67.0;13.0;167;18.7;201
523;Sevenum;7.3;5.0;68.6;12.6;256;17.7;352
524;Simpelveld;11.4;7.5;65.6;12.6;263;17.2;413
525;Stein (L.);26.6;18.2;68.3;12.7;228;17.9;326
526;Swalmen;8.7;5.8;67.4;12.1;361;16.9;440
527;Thorn;2.5;1.8;71.2;12.9;185;17.5;375
528;Vaals;10.6;5.4;51.3;12.7;232;16.4;479
529;Venlo;91.8;62.1;67.6;12.2;337;16.9;437
530;Venray;39.1;26.4;67.6;12.1;354;17.3;399
531;Voerendaal;13.1;8.8;67.2;13.3;122;19.1;148
532;Weert;48.8;33.0;67.7;12.7;222;18.1;281
533;Meerlo-Wanssum;7.7;5.2;67.2;12.3;326;17.5;372
534;Valkenburg a/d Geul;17.9;12.4;69.4;13.0;156;18.1;296
535;Lelystad;68.6;45.1;65.5;12.2;343;17.8;331
536;Horst aan de Maas;28.7;19.1;66.6;12.3;307;17.7;349
537;Eemsmond;17.2;10.7;62.9;11.0;477;16.9;444
538;Gemert-Bakel;27.8;18.6;67.0;11.9;398;17.1;423
539;Halderberge;29.7;20.1;67.6;12.7;227;18.2;262
540;Heeze-Leende;15.4;10.3;66.8;13.3;124;19.3;135
541;Laarbeek;21.6;14.4;66.4;12.4;289;18.2;271
542;Reiderland;7.1;4.9;68.6;10.7;485;15.1;489
543;De Marne;11.2;7.3;65.6;11.8;406;17.3;398
544;Zevenhuizen-Moerkapelle;10.2;6.5;64.2;12.9;193;19.5;112
545;Reusel-De Mierden;12.4;8.4;68.1;12.1;357;17.2;416
546;Roerdalen;10.6;7.0;66.8;12.9;176;18.0;315
547;Roggel en Neer;8.4;5.6;67.2;12.4;285;17.9;321
548;Maasdonk;11.4;7.3;64.7;12.3;317;18.4;239
549;Rijnwoude;19.0;12.4;65.3;13.3;127;19.7;100
550;Liemeer;6.7;4.6;67.9;12.7;219;18.3;254
551;Roosendaal;78.1;51.8;66.3;12.5;272;18.2;273
552;Schouwen-Duiveland;34.5;23.4;68.0;12.9;198;18.3;255
553;Ambt Montfort;11.0;7.4;67.1;12.4;288;17.4;389
554;Aa en Hunze;25.3;17.0;67.2;12.7;224;18.5;228
555;Borger-Odoorn;26.4;17.4;66.0;11.6;430;17.0;436
556;Cuijk;24.3;16.3;66.9;12.0;384;17.3;402
557;Landerd;14.7;9.8;67.0;12.1;365;17.5;374
558;De Wolden;24.0;15.8;65.8;12.0;369;17.8;330
559;Noord-Beveland;7.1;5.0;70.4;13.2;135;18.1;286
560;Wijdemeren;23.2;16.0;68.5;14.6;36;20.9;43
561;Noordenveld;31.9;21.4;67.2;12.9;184;18.8;180
562;Twenterand;33.4;20.9;62.6;10.9;481;16.8;453
563;Westerveld;19.1;12.7;66.9;12.4;295;18.1;295
564;Sint Anthonis;11.8;7.9;66.6;11.7;414;17.1;422
565;Lingewaard;42.5;28.7;67.6;12.7;235;18.1;278
566;Cranendonck;20.3;13.5;66.2;13.0;171;18.9;168
567;Steenwijkerland;42.4;27.5;64.9;11.5;441;17.2;417
568;Moerdijk;36.6;24.3;66.6;12.7;220;18.6;211
569;Echt-Susteren;32.1;22.2;69.0;12.6;254;17.6;368
570;Sluis;24.8;17.2;69.3;12.8;207;17.6;359
571;Drimmelen;26.7;18.0;67.2;12.9;195;18.7;202
572;Bernheze;28.8;18.8;65.3;12.3;316;18.3;253
573;Ferwerderadiel;9.0;5.7;64.3;10.9;480;16.2;484
574;Alphen-Chaam;9.4;6.3;67.1;13.0;158;18.9;165
575;Bergeijk;18.1;12.0;66.5;12.6;246;18.5;224
576;Bladel;19.1;12.9;67.5;12.3;320;17.7;356
577;Gulpen-Wittem;15.3;10.1;66.1;12.6;250;17.9;325
578;Tynaarlo;32.0;21.7;67.5;13.6;92;19.6;105
579;Midden-Drenthe;32.8;22.3;67.8;11.8;409;16.9;442
580;Overbetuwe;40.6;26.3;64.9;12.5;280;18.7;190
581;Hof van Twente;35.0;23.8;67.9;12.7;230;18.2;266
582;Olst-Wijhe;17.0;11.6;67.9;12.0;380;17.3;405
583;Dinkelland;26.0;17.0;65.2;11.8;400;17.4;392
584;Sittard-Geleen;97.8;66.2;67.9;12.7;226;18.0;308
585;Zwartewaterland;22.2;13.3;59.9;11.1;476;17.9;323
586;Leidschendam-Voorburg;73.7;51.6;70.1;15.3;21;21.4;30
587;Pijnacker-Nootdorp;35.9;22.8;63.7;13.4;101;20.5;56
588;Heel;8.4;5.9;70.9;12.8;200;17.7;354
589;Menterwolde;12.7;8.3;65.6;11.1;473;16.4;476
