ID;RegioS;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;ZonderKinderen_4;MetKinderen_5;TotaalNietGehuwdeParen_6;ZonderKinderen_7;MetKinderen_8;TotaalGehuwdeParen_9;ZonderKinderen_10;MetKinderen_11;Eenouderhuishouden_12;OverigHuishouden_13;TotaalPersonenInHuishoudens_14;TotaalPersonenInParticuliereHuish_15;ThuiswonendKind_16;Alleenstaand_17;TotaalSamenwonend_18;PartnerInNietGehuwdPaarZonderKi_19;PartnerInGehuwdPaarZonderKinderen_20;PartnerInNietGehuwdPaarMetKinderen_21;PartnerInGehuwdPaarMetKinderen_22;OuderInEenouderhuishouden_23;OverigLidHuishouden_24;PersoonInInstitutioneelHuishouden_25
201;Noord-Holland (PV);1980;889;253;637;235;402;45;38;7;536;188;348;46;9;2308;2257;775;253;1122;49;373;12;689;46;61;51
202;Noord-Holland (PV);1981;907;266;641;238;404;49;42;7;535;187;348;49;9;2316;2265;768;266;1124;57;371;13;683;49;58;51
203;Noord-Holland (PV);1982;923;279;643;239;404;52;45;7;530;186;344;52;9;2312;2262;753;279;1122;68;367;13;674;52;55;50
204;Noord-Holland (PV);1983;937;294;642;240;402;55;48;8;523;184;339;56;9;2308;2258;737;294;1119;79;363;14;663;56;52;50
205;Noord-Holland (PV);1984;950;311;639;242;397;59;51;8;513;182;330;59;9;2307;2258;724;311;1115;89;361;15;650;59;50;49
206;Noord-Holland (PV);1985;964;328;636;244;392;62;53;8;503;181;322;62;9;2312;2263;712;328;1112;99;361;16;637;62;48;49
207;Noord-Holland (PV);1986;980;344;636;247;388;65;56;9;497;182;315;64;9;2323;2275;705;344;1115;108;363;18;626;64;47;48
208;Noord-Holland (PV);1987;996;358;638;252;386;69;59;10;494;183;310;66;9;2334;2288;698;358;1119;115;367;20;618;66;46;46
209;Noord-Holland (PV);1988;1014;372;642;257;384;73;62;11;492;186;306;67;9;2353;2307;693;372;1130;122;373;22;612;67;45;46
210;Noord-Holland (PV);1989;1031;385;647;264;382;77;65;12;493;190;302;68;9;2365;2321;685;385;1139;129;381;25;604;68;44;44
211;Noord-Holland (PV);1990;1050;398;652;272;380;81;68;13;494;195;299;68;9;2376;2333;677;398;1147;134;391;27;595;68;43;43
212;Noord-Holland (PV);1991;1071;412;659;280;379;85;71;14;496;200;296;69;8;2397;2356;675;412;1160;140;400;29;590;69;41;41
213;Noord-Holland (PV);1992;1089;424;665;286;380;90;74;16;499;204;295;69;8;2422;2383;676;424;1176;146;409;32;589;69;39;39
214;Noord-Holland (PV);1993;1103;432;671;292;379;95;77;18;500;208;291;69;7;2440;2402;677;432;1186;152;416;36;582;69;38;38
215;Noord-Holland (PV);1994;1115;439;676;297;379;100;80;20;497;210;287;71;7;2457;2419;680;439;1193;159;420;41;574;71;36;38
216;Zuid-Holland (PV);1971;987;197;791;261;530;17;13;4;708;232;476;50;15;2992;2939;1154;197;1453;27;465;8;953;50;86;53
217;Zuid-Holland (PV);1972;1006;209;797;266;531;19;14;5;714;238;477;49;14;3013;2960;1144;209;1473;32;477;9;955;49;85;53
218;Zuid-Holland (PV);1973;1022;220;802;271;531;21;15;5;720;242;478;48;14;3019;2965;1128;220;1485;36;486;11;953;48;84;54
219;Zuid-Holland (PV);1974;1036;228;808;276;532;23;17;6;724;246;478;47;13;3019;2964;1112;228;1494;40;493;12;949;47;83;55
220;Zuid-Holland (PV);1975;1047;233;814;281;533;25;18;7;729;250;479;47;13;3025;2970;1101;233;1507;45;499;14;948;47;82;55
221;Zuid-Holland (PV);1976;1058;236;823;286;537;27;20;7;735;253;481;48;13;3049;2993;1101;236;1528;52;506;14;956;48;81;56
222;Zuid-Holland (PV);1977;1066;237;829;290;539;30;23;8;737;256;482;49;12;3050;2993;1092;237;1535;57;508;15;955;49;80;57
223;Zuid-Holland (PV);1978;1080;245;835;295;539;33;25;8;739;258;481;50;12;3053;2996;1080;245;1542;63;513;15;952;50;79;57
224;Zuid-Holland (PV);1979;1099;259;840;300;540;36;28;8;740;260;479;52;12;3064;3006;1069;259;1549;68;518;16;947;52;77;58
225;Zuid-Holland (PV);1980;1124;277;847;306;540;40;32;9;740;263;477;55;12;3084;3026;1060;277;1558;74;525;16;943;55;76;58
226;Zuid-Holland (PV);1981;1152;298;854;312;542;44;35;9;740;265;475;58;12;3107;3048;1054;298;1565;80;531;17;937;58;74;59
227;Zuid-Holland (PV);1982;1178;319;859;317;542;49;40;9;736;266;471;62;12;3121;3063;1042;319;1569;86;534;17;932;62;72;58
228;Zuid-Holland (PV);1983;1202;338;863;322;541;53;44;9;731;266;466;66;12;3130;3072;1029;338;1568;92;534;17;925;66;70;58
229;Zuid-Holland (PV);1984;1223;356;867;326;541;58;49;9;726;265;461;71;12;3139;3081;1018;356;1568;98;532;18;920;71;68;58
230;Zuid-Holland (PV);1985;1243;372;871;329;541;63;53;10;721;264;457;74;13;3151;3093;1009;372;1571;105;531;19;916;74;68;58
231;Zuid-Holland (PV);1986;1265;391;874;334;540;67;56;11;717;265;453;77;13;3165;3107;999;391;1574;112;533;21;907;77;66;58
232;Zuid-Holland (PV);1987;1288;410;878;339;539;72;60;12;714;267;448;79;13;3186;3130;993;410;1583;120;538;23;901;79;65;56
233;Zuid-Holland (PV);1988;1311;428;883;345;537;77;64;13;712;269;443;81;12;3208;3152;987;428;1593;129;545;26;893;81;63;56
234;Zuid-Holland (PV);1989;1329;442;887;352;535;82;68;14;710;272;438;82;12;3200;3145;973;442;1588;136;547;28;877;82;60;55
235;Zuid-Holland (PV);1990;1348;454;893;361;532;87;72;15;711;278;434;83;12;3220;3166;967;454;1603;144;558;31;871;83;58;54
236;Zuid-Holland (PV);1991;1367;464;903;373;530;93;77;16;714;285;430;84;11;3245;3194;966;464;1623;154;573;33;863;84;56;51
237;Zuid-Holland (PV);1992;1387;477;910;384;526;99;81;18;716;292;424;84;11;3272;3223;964;477;1644;162;590;36;855;84;53;49
238;Zuid-Holland (PV);1993;1408;491;917;394;523;106;86;20;718;298;419;84;10;3296;3246;958;491;1662;172;602;41;847;84;52;50
239;Zuid-Holland (PV);1994;1424;502;922;401;521;112;90;22;715;302;414;84;9;3313;3263;953;502;1673;181;610;46;837;84;50;50
240;Zeeland (PV);1971;98;14;84;28;56;1;1;0;76;25;51;5;2;310;303;120;14;154;2;50;1;101;5;10;7
241;Zeeland (PV);1972;100;15;86;29;56;1;1;0;77;26;51;5;2;316;309;122;15;157;2;52;1;103;5;10;7
242;Zeeland (PV);1973;103;16;87;30;57;2;1;0;78;27;52;5;2;319;312;122;16;159;2;53;1;103;5;10;7
243;Zeeland (PV);1974;105;17;88;30;58;2;1;1;79;27;52;5;2;323;316;122;17;161;2;54;1;104;5;10;7
244;Zeeland (PV);1975;107;18;89;31;58;2;1;1;80;28;52;5;2;327;319;122;18;164;2;56;1;105;5;10;8
245;Zeeland (PV);1976;110;19;91;32;59;2;1;1;82;29;53;5;2;332;325;122;19;167;2;57;1;107;5;10;7
246;Zeeland (PV);1977;112;21;92;32;59;2;2;1;82;29;53;5;2;336;328;122;21;170;3;59;1;108;5;10;8
247;Zeeland (PV);1978;115;22;93;33;59;2;2;1;83;30;53;6;2;340;333;122;22;173;3;60;1;109;6;10;7
248;Zeeland (PV);1979;117;23;93;34;60;3;2;1;83;30;53;6;2;344;337;122;23;176;3;62;1;110;6;10;7
249;Zeeland (PV);1980;119;25;94;34;60;3;2;1;84;31;53;6;2;348;341;122;25;178;4;63;2;110;6;10;7
250;Zeeland (PV);1981;121;26;95;35;60;3;2;1;84;31;53;6;2;352;344;122;26;180;4;64;2;110;6;10;8
251;Zeeland (PV);1982;123;27;96;35;60;3;3;1;85;31;53;6;2;354;346;121;27;181;5;65;2;110;6;9;8
252;Zeeland (PV);1983;125;29;96;36;60;4;3;1;84;32;53;7;2;355;347;120;29;183;5;66;2;110;7;9;8
253;Zeeland (PV);1984;127;30;97;37;60;4;3;1;84;32;53;7;2;356;348;119;30;183;6;66;2;109;7;9;8
254;Zeeland (PV);1985;129;32;97;37;60;5;3;1;85;32;52;7;2;355;348;117;32;183;7;66;2;108;7;9;7
255;Zeeland (PV);1986;131;33;98;38;60;5;4;1;85;33;52;7;2;356;348;116;33;184;8;67;2;107;7;8;8
256;Zeeland (PV);1987;133;34;99;39;60;5;4;1;85;33;52;7;1;355;348;115;34;184;9;68;2;106;7;8;7
257;Zeeland (PV);1988;135;35;100;40;60;6;5;1;86;34;52;7;1;356;348;114;35;185;9;69;3;104;7;8;8
258;Zeeland (PV);1989;137;36;101;41;60;7;5;2;86;35;51;7;1;356;348;112;36;186;10;70;3;103;7;7;8
259;Zeeland (PV);1990;139;37;102;42;60;7;6;2;86;35;51;7;1;356;349;111;37;187;11;71;3;102;7;7;7
260;Zeeland (PV);1991;141;38;103;43;59;8;6;2;87;36;51;7;1;357;351;110;38;189;12;72;3;101;7;6;6
261;Zeeland (PV);1992;143;39;104;45;59;9;7;2;87;37;50;7;1;359;353;110;39;191;13;73;3;101;7;6;6
262;Zeeland (PV);1993;145;40;105;46;59;9;7;2;88;37;50;7;1;361;355;109;40;193;14;75;4;100;7;5;6
263;Zeeland (PV);1994;147;41;106;47;59;10;8;2;88;38;50;7;1;364;357;109;41;195;15;76;4;99;7;5;7
264;Noord-Brabant (PV);1971;491;56;436;106;329;5;4;2;398;95;303;25;8;1819;1770;820;56;805;7;190;3;605;25;64;49
265;Noord-Brabant (PV);1972;511;62;449;111;338;6;3;2;410;101;309;26;7;1850;1801;821;62;830;7;201;4;617;26;63;49
266;Noord-Brabant (PV);1973;530;68;462;117;345;6;3;3;421;106;315;27;7;1880;1831;821;68;854;7;212;5;629;27;62;49
267;Noord-Brabant (PV);1974;549;74;474;122;352;7;3;4;432;112;321;28;7;1910;1862;819;74;879;8;224;5;642;28;61;48
268;Noord-Brabant (PV);1975;568;81;486;127;359;8;3;4;443;117;326;29;7;1941;1892;817;81;905;8;236;6;655;29;60;49
269;Noord-Brabant (PV);1976;588;89;499;133;366;8;4;4;455;123;332;30;7;1967;1919;811;89;929;9;247;6;667;30;60;48
270;Noord-Brabant (PV);1977;606;96;510;139;371;9;4;4;464;128;336;30;7;1991;1943;804;96;953;11;257;6;679;30;59;48
271;Noord-Brabant (PV);1978;624;104;521;144;377;10;5;5;473;132;340;32;6;2012;1964;797;104;974;12;267;6;688;32;58;48
272;Noord-Brabant (PV);1979;642;111;531;149;382;11;6;5;481;137;344;33;6;2031;1983;791;111;992;15;276;7;694;33;57;48
273;Noord-Brabant (PV);1980;661;118;542;154;388;13;7;5;489;140;348;35;6;2051;2003;787;118;1008;17;283;8;700;35;55;48
274;Noord-Brabant (PV);1981;679;126;553;159;394;15;9;6;496;144;352;36;6;2072;2024;785;126;1023;21;290;8;704;36;54;48
275;Noord-Brabant (PV);1982;695;133;562;163;398;17;11;6;500;146;354;39;6;2085;2038;779;133;1035;25;293;9;708;39;53;47
276;Noord-Brabant (PV);1983;709;141;568;167;401;19;13;6;502;148;355;40;6;2094;2048;771;141;1044;29;296;10;710;40;51;46
277;Noord-Brabant (PV);1984;723;149;574;172;402;22;16;6;503;149;354;42;7;2103;2057;763;149;1053;34;298;11;710;42;50;46
278;Noord-Brabant (PV);1985;737;157;580;177;403;25;19;6;504;151;353;44;7;2113;2068;755;157;1063;40;303;11;709;44;49;45
279;Noord-Brabant (PV);1986;753;165;588;185;403;29;23;6;507;155;352;45;7;2125;2080;748;165;1074;47;311;12;704;45;49;45
280;Noord-Brabant (PV);1987;770;173;597;195;402;34;27;7;511;161;350;46;7;2140;2096;741;173;1089;54;323;14;699;46;48;44
281;Noord-Brabant (PV);1988;788;180;607;206;401;39;31;8;516;168;347;46;7;2156;2114;734;180;1107;62;337;15;692;46;46;42
282;Noord-Brabant (PV);1989;805;188;618;219;399;44;35;8;520;177;344;47;7;2173;2131;725;188;1127;71;354;17;685;47;45;42
283;Noord-Brabant (PV);1990;823;196;627;232;396;49;40;9;525;185;340;47;7;2189;2149;716;196;1147;79;372;18;678;47;44;40
284;Noord-Brabant (PV);1991;842;204;637;244;393;54;44;9;531;193;337;47;7;2209;2171;710;204;1168;88;387;19;673;47;43;38
285;Noord-Brabant (PV);1992;857;212;646;255;390;58;48;11;534;201;333;47;6;2225;2190;705;212;1186;96;403;21;666;47;42;35
286;Noord-Brabant (PV);1993;873;219;654;265;389;63;51;12;537;207;330;47;6;2244;2208;702;219;1200;103;414;24;660;47;40;36
287;Noord-Brabant (PV);1994;885;226;659;272;387;68;55;13;538;211;327;47;6;2260;2225;702;226;1211;109;422;26;653;47;39;35
288;Limburg (PV);1971;276;29;247;61;186;3;2;1;224;55;169;15;5;1012;982;441;29;454;5;109;2;339;15;43;30
289;Limburg (PV);1972;285;31;253;64;189;3;2;1;229;57;172;16;4;1022;992;440;31;464;5;114;2;343;16;42;30
290;Limburg (PV);1973;293;34;259;66;192;4;2;2;234;60;174;17;4;1030;1000;437;34;472;5;118;3;346;17;40;30
291;Limburg (PV);1974;302;37;264;69;195;4;2;2;239;63;176;17;4;1038;1008;434;37;481;5;123;3;350;17;39;30
292;Limburg (PV);1975;311;41;270;71;198;4;2;2;243;65;178;18;4;1044;1014;429;41;489;5;128;3;352;18;38;30
293;Limburg (PV);1976;320;45;276;74;201;5;2;2;248;68;180;19;4;1052;1022;424;45;498;6;133;3;356;19;36;30
294;Limburg (PV);1977;329;49;280;77;203;5;3;3;251;71;181;20;4;1056;1026;417;49;505;6;138;4;358;20;35;30
295;Limburg (PV);1978;337;53;285;80;205;6;3;3;255;73;182;21;4;1061;1031;411;53;513;7;143;4;359;21;34;30
296;Limburg (PV);1979;346;57;289;82;207;6;3;3;258;75;182;22;4;1065;1036;405;57;520;8;148;4;360;22;33;29
297;Limburg (PV);1980;354;61;294;85;208;7;4;3;261;78;183;23;4;1069;1040;399;61;527;9;153;4;360;23;31;29
298;Limburg (PV);1981;363;65;298;89;210;8;5;3;263;80;183;23;4;1073;1044;393;65;533;11;157;5;360;23;30;29
299;Limburg (PV);1982;371;69;301;92;210;9;6;3;265;82;182;24;4;1077;1048;386;69;539;13;162;5;360;24;29;29
300;Limburg (PV);1983;378;74;304;95;209;10;7;3;265;84;181;25;4;1081;1052;379;74;546;15;167;5;359;25;28;29
301;Limburg (PV);1984;385;79;306;98;208;11;8;3;266;86;179;25;4;1084;1055;372;79;551;17;171;5;358;25;28;29
302;Limburg (PV);1985;392;84;308;101;207;13;9;3;266;88;178;26;4;1086;1058;365;84;556;19;175;6;356;26;27;28
303;Limburg (PV);1986;399;88;311;105;206;14;11;3;267;91;176;26;4;1088;1061;359;88;561;22;180;6;353;26;27;27
304;Limburg (PV);1987;406;93;314;109;205;16;12;3;268;93;175;26;4;1092;1065;354;93;566;24;185;7;350;26;26;27
305;Limburg (PV);1988;413;97;317;113;204;17;14;4;269;95;174;26;4;1095;1069;349;97;572;27;190;7;347;26;25;26
306;Limburg (PV);1989;420;100;320;117;203;19;15;4;270;98;172;26;4;1100;1074;345;100;578;30;196;8;344;26;24;26
307;Limburg (PV);1990;427;104;323;121;202;21;17;4;272;101;171;26;4;1104;1079;341;104;584;33;201;8;341;26;23;25
308;Limburg (PV);1991;434;108;326;125;201;23;19;4;273;103;170;27;4;1110;1086;339;108;591;37;206;9;339;27;22;24
309;Limburg (PV);1992;440;111;329;129;200;25;20;5;274;105;168;27;3;1115;1093;337;111;597;40;211;10;336;27;21;22
310;Limburg (PV);1993;446;114;332;133;199;27;22;5;275;108;166;27;3;1120;1097;335;114;602;44;216;11;332;27;20;23
311;Limburg (PV);1994;452;118;334;138;196;30;24;6;274;111;163;26;3;1125;1103;332;118;607;48;221;12;326;26;20;22
