ID;Sectoren;Perioden;InvesteringenUitProductieEnInvoer_1;Woningen_2;Bedrijfsgebouwen_3;GrondWegEnWaterbouwkundigeWerken_4;TotaalVervoermiddelen_5;PersonenautoS_6;OverigeWegvervoermiddelen_7;TreinenEnTrams_8;Schepen_9;Vliegtuigen_10;MachinesEnInstallaties_11;Computers_12;OverigeMaterieleVasteActiva_13;Software_14;OverigeImmaterieleVasteActiva_15;InCultuurGebrachteActiva_16;OverdrachtskostenOpGrond_17;TotaalVerkoopGebruikteVasteActiva_18;UitvoerVanGebruikteVasteActiva_19;VerkoopAanConsumenten_20;InvesteringenInVasteActiva_21;InvesteringenUitProductieEnInvoer_22;Woningen_23;Bedrijfsgebouwen_24;GrondWegEnWaterbouwkundigeWerken_25;TotaalVervoermiddelen_26;PersonenautoS_27;OverigeWegvervoermiddelen_28;TreinenEnTrams_29;Schepen_30;Vliegtuigen_31;MachinesEnInstallaties_32;Computers_33;OverigeMaterieleVasteActiva_34;Software_35;OverigeImmaterieleVasteActiva_36;InCultuurGebrachteActiva_37;OverdrachtskostenOpGrond_38;TotaalVerkoopGebruikteVasteActiva_39;UitvoerVanGebruikteVasteActiva_40;VerkoopAanConsumenten_41;InvesteringenInVasteActiva_42;InvesteringenUitProductieEnInvoer_43;Woningen_44;Bedrijfsgebouwen_45;GrondWegEnWaterbouwkundigeWerken_46;TotaalVervoermiddelen_47;PersonenautoS_48;OverigeWegvervoermiddelen_49;TreinenEnTrams_50;Schepen_51;Vliegtuigen_52;MachinesEnInstallaties_53;Computers_54;OverigeMaterieleVasteActiva_55;Software_56;OverigeImmaterieleVasteActiva_57;InCultuurGebrachteActiva_58;OverdrachtskostenOpGrond_59;TotaalVerkoopGebruikteVasteActiva_60;UitvoerVanGebruikteVasteActiva_61;VerkoopAanConsumenten_62;InvesteringenInVasteActiva_63;InvesteringenUitProductieEnInvoer_64;Woningen_65;Bedrijfsgebouwen_66;GrondWegEnWaterbouwkundigeWerken_67;TotaalVervoermiddelen_68;PersonenautoS_69;OverigeWegvervoermiddelen_70;TreinenEnTrams_71;Schepen_72;Vliegtuigen_73;MachinesEnInstallaties_74;Computers_75;OverigeMaterieleVasteActiva_76;Software_77;OverigeImmaterieleVasteActiva_78;InCultuurGebrachteActiva_79;OverdrachtskostenOpGrond_80;TotaalVerkoopGebruikteVasteActiva_81;UitvoerVanGebruikteVasteActiva_82;VerkoopAanConsumenten_83;InvesteringenInVasteActiva_84
33;Totaal alle sectoren;2002;94507;26950;15903;10634;9101;6169.0;1848.0;202.0;523.0;359.0;13458;4027;5369;6291;1222;360.0;1192;1645;626.0;1019.0;92862;98234.0;29607.0;16842.0;11375.0;9369.0;6336.0;1882.0;226.0;551.0;370.0;13528.0;2938.0;5511.0;6578.0;1280.0;385.0;1250.0;1695.0;662.0;1037.0;96543;-4.3;-6.5;-3.8;-2.7;-9.2;-7.7;-14.1;39.9;14.6;-38.4;-5.7;7.3;-7.2;-5.5;162.4;-8.1;-6.2;8.3;-10.5;24.1;-4.5;96.2;91.0;94.4;93.5;97.1;97.4;98.2;89.3;95.0;97.0;99.5;137.1;97.4;95.6;95.5;93.5;95.3;97.1;94.6;98.3;96.2
34;Totaal alle sectoren;2003;94759;27020;15636;10675;10325;6174.0;1964.0;464.0;577.0;1146.0;12749;4277;5397;6148;1196;331.0;1005;1911;728.0;1183.0;92848;96986.0;28508.0;16217.0;10867.0;10579.0;6310.0;1996.0;505.0;586.0;1201.0;12917.0;3541.0;5530.0;6333.0;1229.0;328.0;1028.0;1938.0;772.0;1171.0;95049;-1.3;-3.7;-3.7;-4.5;12.9;-0.4;6.1;123.3;6.5;224.5;-4.5;20.5;0.4;-3.7;-4.0;-14.7;-17.8;14.3;16.6;13.0;-1.5;97.7;94.8;96.4;98.2;97.6;97.8;98.4;91.9;98.4;95.4;98.7;120.8;97.6;97.1;97.3;100.8;97.8;98.6;94.3;101.0;97.7
35;Totaal alle sectoren;2004;94336;28886;14646;9908;10143;6723.0;2024.0;485.0;487.0;424.0;12025;4292;5460;6444;926;369.0;1237;1910;611.0;1299.0;92426;95475.0;29665.0;14949.0;10006.0;10304.0;6827.0;2048.0;492.0;496.0;442.0;12138.0;3830.0;5510.0;6565.0;935.0;378.0;1247.0;1922.0;633.0;1286.0;93553;-1.6;4.1;-7.8;-7.9;-2.6;8.2;2.6;-2.6;-15.4;-63.2;-6.0;8.2;-0.4;3.7;-23.9;15.1;21.3;-0.8;-18.0;9.8;-1.6;98.8;97.4;98.0;99.0;98.4;98.5;98.8;98.6;98.2;95.9;99.1;112.1;99.1;98.2;99.1;97.6;99.2;99.4;96.5;101.0;98.8
36;Totaal alle sectoren;2005;99170;31145;14683;10829;10116;6899.0;1898.0;432.0;497.0;390.0;12614;4334;5656;7004;948;340.0;1501;2154;805.0;1349.0;97016;99170.0;31145.0;14683.0;10829.0;10116.0;6899.0;1898.0;432.0;497.0;390.0;12614.0;4334.0;5656.0;7004.0;948.0;340.0;1501.0;2154.0;805.0;1349.0;97016;3.9;5.0;-1.8;8.2;-1.8;1.1;-7.3;-12.2;0.2;-11.8;3.9;13.2;2.7;6.7;1.4;-10.0;20.4;12.0;27.2;4.9;3.7;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
37;Totaal alle sectoren;2006;108568;34233;15448;11420;11388;7412.0;2179.0;392.0;849.0;556.0;14328;4545;5985;7710;1623;312.0;1576;2195;871.0;1324.0;106373;106444.0;32949.0;14985.0;11117.0;11263.0;7316.0;2176.0;391.0;832.0;548.0;14223.0;5045.0;5904.0;7530.0;1597.0;302.0;1529.0;2169.0;843.0;1326.0;104275;7.3;5.8;2.1;2.7;11.3;6.0;14.6;-9.5;67.4;40.5;12.8;16.4;4.4;7.5;68.5;-11.2;1.9;0.7;4.7;-1.7;7.5;102.0;103.9;103.1;102.7;101.1;101.3;100.1;100.3;102.0;101.5;100.7;90.1;101.4;102.4;101.6;103.3;103.1;101.2;103.3;99.8;102.0
38;Totaal alle sectoren;2007;116712;36637;17877;11853;11828;8158.0;2322.0;307.0;1001.0;40.0;15751;4896;6904;8343;478;425.0;1720;2372;955.0;1417.0;114340;112371.0;34513.0;16957.0;11145.0;11547.0;7978.0;2264.0;305.0;960.0;38.0;15441.0;5792.0;6690.0;7841.0;462.0;398.0;1636.0;2336.0;905.0;1431.0;110035;5.6;4.7;13.2;0.3;2.5;9.1;4.0;-21.9;15.4;-93.0;8.6;14.8;13.3;4.1;-71.0;31.7;7.0;7.7;7.3;7.9;5.5;103.9;106.2;105.4;106.4;102.4;102.3;102.6;100.6;104.2;104.1;102.0;84.5;103.2;106.4;103.4;106.8;105.2;101.5;105.5;99.0;103.9
39;Totaal alle sectoren;2008;124191;37539;19641;13138;12670;7675.0;2887.0;420.0;1335.0;353.0;17170;4557;7463;9120;1265;363.0;1265;2342;801.0;1541.0;121849;117233.0;34459.0;17976.0;11811.0;12448.0;7701.0;2748.0;405.0;1261.0;324.0;16475.0;6022.0;7057.0;8391.0;1177.0;342.0;1169.0;2267.0;732.0;1545.0;114962;4.3;-0.2;6.0;6.0;7.8;-3.5;21.4;32.6;31.3;742.5;6.7;4.0;5.5;7.0;154.6;-14.1;-28.5;-3.0;-19.2;8.0;4.5;105.9;108.9;109.3;111.2;101.8;99.7;105.0;103.8;105.9;109.0;104.2;75.7;105.7;108.7;107.4;106.2;108.2;103.3;109.5;99.7;106.0
40;Totaal alle sectoren;2009;111123;32851;19007;13153;9718;5415.0;1845.0;576.0;994.0;888.0;15387;4131;6163;8240;711;371.0;1391;2349;685.0;1664.0;108774;103460.0;29364.0;16762.0;11842.0;9526.0;5449.0;1760.0;534.0;943.0;792.0;14644.0;5829.0;5695.0;7604.0;651.0;346.0;1296.0;2317.0;662.0;1674.0;101148;-11.7;-14.8;-6.8;0.3;-23.5;-29.2;-36.0;31.9;-25.2;144.5;-11.1;-3.2;-19.3;-9.4;-44.7;1.4;10.9;2.2;-9.5;8.3;-12.0;107.4;111.9;113.4;111.1;102.0;99.4;104.8;107.9;105.4;112.2;105.1;70.9;108.2;108.4;109.3;107.1;107.3;101.4;103.5;99.4;107.5
41;Totaal alle sectoren;2010;104492;28506;16218;13553;9952;5851.0;1748.0;906.0;1113.0;334.0;14563;4224;5966;7949;1379;378.0;1804;2607;780.0;1827.0;101885;96101.0;25231.0;14031.0;11854.0;9731.0;5905.0;1617.0;841.0;1072.0;292.0;13718.0;6140.0;5449.0;7206.0;1250.0;347.0;1657.0;2506.0;756.0;1768.0;93620;-7.1;-14.1;-16.3;0.1;2.2;8.4;-8.1;57.6;13.6;-63.2;-6.3;5.3;-4.3;-5.2;92.1;0.3;27.8;8.1;14.2;5.6;-7.4;108.7;113.0;115.6;114.3;102.3;99.1;108.1;107.7;103.9;114.6;106.2;68.8;109.5;110.3;110.3;108.8;108.9;104.0;103.2;103.3;108.8
42;Totaal alle sectoren;2011;109531;28371;17075;14679;11548;6947.0;2222.0;465.0;1311.0;603.0;15794;4086;6290;8028;2086;343.0;1231;2665;836.0;1829.0;106866;101815.0;26356.0;14777.0;12493.0;11362.0;7155.0;2020.0;421.0;1248.0;522.0;14813.0;6236.0;5633.0;7346.0;1858.0;320.0;1158.0;2547.0;790.0;1776.0;99290;5.9;4.5;5.3;5.4;16.8;21.2;24.9;-50.0;16.4;79.0;8.0;1.6;3.4;1.9;48.7;-7.9;-30.1;1.6;4.5;0.4;6.1;107.6;107.6;115.6;117.5;101.6;97.1;110.0;110.5;105.1;115.5;106.6;65.5;111.7;109.3;112.3;107.3;106.3;104.6;105.8;103.0;107.6
43;Totaal alle sectoren;2012;104493;24984;15986;13879;11511;6755.0;2072.0;442.0;1218.0;1024.0;15903;4422;6430;7977;2106;364.0;931;2486;1169.0;1317.0;102007;97659.0;24187.0;13832.0;11519.0;11241.0;7026.0;1864.0;394.0;1158.0;780.0;14770.0;6981.0;5634.0;7393.0;1853.0;341.0;886.0;2366.0;1090.0;1283.0;95312;-4.1;-8.2;-6.4;-7.8;-1.1;-1.8;-7.7;-6.5;-7.2;49.4;-0.3;11.9;0.0;0.6;-0.3;6.7;-23.5;-7.1;38.0;-27.8;-4.0;107.0;103.3;115.6;120.5;102.4;96.1;111.1;112.3;105.2;131.3;107.7;63.3;114.1;107.9;113.7;106.7;105.0;105.1;107.2;102.7;107.0
44;Vennootschappen, huishoudens, IZWh;1969;10749;3353;1963;833;835;;;;;;2657;106;477;23;106;288.0;108;83;;;10666;;;;;;;;;;;;;;;;;;;;;34863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.6
45;Vennootschappen, huishoudens, IZWh;1970;13228;3857;2686;1021;1048;;;;;;3355;138;618;32;113;244.0;116;143;;;13085;;;;;;;;;;;;;;;;;;;;;39423;;;;;;;;;;;;;;;;;;;;;13.1;;;;;;;;;;;;;;;;;;;;;33.2
46;Vennootschappen, huishoudens, IZWh;1971;15048;4586;2730;1345;1408;;;;;;3625;161;644;44;134;232.0;139;144;;;14904;;;;;;;;;;;;;;;;;;;;;40508;;;;;;;;;;;;;;;;;;;;;2.8;;;;;;;;;;;;;;;;;;;;;36.8
47;Vennootschappen, huishoudens, IZWh;1972;15764;5553;2463;1446;1292;;;;;;3506;195;667;54;135;275.0;178;121;;;15643;;;;;;;;;;;;;;;;;;;;;39624;;;;;;;;;;;;;;;;;;;;;-2.2;;;;;;;;;;;;;;;;;;;;;39.5
48;Vennootschappen, huishoudens, IZWh;1973;17413;6289;2881;1443;1431;;;;;;3595;236;738;75;125;411.0;189;151;;;17262;;;;;;;;;;;;;;;;;;;;;41025;;;;;;;;;;;;;;;;;;;;;3.5;;;;;;;;;;;;;;;;;;;;;42.1
49;Vennootschappen, huishoudens, IZWh;1974;17989;6242;3054;1464;1360;;;;;;3991;260;875;110;132;325.0;176;80;;;17909;;;;;;;;;;;;;;;;;;;;;38425;;;;;;;;;;;;;;;;;;;;;-6.3;;;;;;;;;;;;;;;;;;;;;46.6
50;Vennootschappen, huishoudens, IZWh;1975;18955;6388;3117;1619;1603;;;;;;4268;293;909;140;179;241.0;198;156;;;18799;;;;;;;;;;;;;;;;;;;;;36410;;;;;;;;;;;;;;;;;;;;;-5.2;;;;;;;;;;;;;;;;;;;;;51.6
51;Vennootschappen, huishoudens, IZWh;1976;20480;6987;3693;1659;1567;;;;;;4421;341;946;180;219;237.0;230;72;;;20408;;;;;;;;;;;;;;;;;;;;;36333;;;;;;;;;;;;;;;;;;;;;-0.2;;;;;;;;;;;;;;;;;;;;;56.2
52;Vennootschappen, huishoudens, IZWh;1977;24334;9017;3834;1611;2090;;;;;;5150;418;1110;217;276;353.0;258;90;;;24244;;;;;;;;;;;;;;;;;;;;;40878;;;;;;;;;;;;;;;;;;;;;12.5;;;;;;;;;;;;;;;;;;;;;59.3
53;Vennootschappen, huishoudens, IZWh;1978;26283;9943;4335;1632;2346;;;;;;5176;481;1141;246;302;402.0;279;47;;;26236;;;;;;;;;;;;;;;;;;;;;41768;;;;;;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;;;;;;;62.8
54;Vennootschappen, huishoudens, IZWh;1979;27309;10148;4476;1503;2787;;;;;;5381;509;1240;275;276;427.0;287;141;;;27168;;;;;;;;;;;;;;;;;;;;;40754;;;;;;;;;;;;;;;;;;;;;-2.4;;;;;;;;;;;;;;;;;;;;;66.7
55;Vennootschappen, huishoudens, IZWh;1980;30098;11338;5216;1723;2411;;;;;;6084;621;1331;328;412;326.0;308;145;;;29953;;;;;;;;;;;;;;;;;;;;;42001;;;;;;;;;;;;;;;;;;;;;3.1;;;;;;;;;;;;;;;;;;;;;71.3
56;Vennootschappen, huishoudens, IZWh;1981;28822;10847;4403;1743;2272;;;;;;5892;734;1360;379;503;396.0;293;176;;;28646;;;;;;;;;;;;;;;;;;;;;37519;;;;;;;;;;;;;;;;;;;;;-10.7;;;;;;;;;;;;;;;;;;;;;76.4
57;Vennootschappen, huishoudens, IZWh;1982;29039;10513;4054;1660;2835;;;;;;5945;872;1416;467;604;383.0;290;199;;;28840;;;;;;;;;;;;;;;;;;;;;36619;;;;;;;;;;;;;;;;;;;;;-2.4;;;;;;;;;;;;;;;;;;;;;78.8
58;Vennootschappen, huishoudens, IZWh;1983;30377;10384;3931;1587;3826;;;;;;6301;979;1509;568;614;385.0;293;128;;;30249;;;;;;;;;;;;;;;;;;;;;38089;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;79.4
59;Vennootschappen, huishoudens, IZWh;1984;32768;10797;4232;1427;3861;;;;;;7633;1228;1766;712;566;254.0;292;276;;;32492;;;;;;;;;;;;;;;;;;;;;40633;;;;;;;;;;;;;;;;;;;;;6.7;;;;;;;;;;;;;;;;;;;;;80.0
60;Vennootschappen, huishoudens, IZWh;1985;35892;10720;4604;1538;4192;;;;;;9205;1463;2042;875;778;181.0;294;388;;;35504;;;;;;;;;;;;;;;;;;;;;44670;;;;;;;;;;;;;;;;;;;;;9.9;;;;;;;;;;;;;;;;;;;;;79.5
61;Vennootschappen, huishoudens, IZWh;1986;38527;11284;5325;1706;4583;;;;;;9820;1522;2243;976;513;238.0;317;210;;;38317;;;;;;;;;;;;;;;;;;;;;48652;;;;;;;;;;;;;;;;;;;;;8.9;;;;;;;;;;;;;;;;;;;;;78.8
62;Vennootschappen, huishoudens, IZWh;1987;39469;11529;5839;1564;4625;2306.0;1481.0;68.0;450.0;320.0;9703;1551;2266;1136;644;229.0;383;398;;;39071;;;;;;;;;;;;;;;;;;;;;49139;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;79.5
63;Vennootschappen, huishoudens, IZWh;1988;44191;13108;6698;1781;4480;2150.0;1474.0;92.0;451.0;313.0;9620;1780;2452;1129;2316;364.0;463;365;;;43826;54720.0;23489.0;10545.0;2662.0;5444.0;2703.0;1698.0;133.0;605.0;341.0;11238.0;111.0;3008.0;1120.0;2847.0;303.0;736.0;349.0;;;54403;;;;;;;;;;;;;;;;;;;;;10.7;80.8;55.8;63.5;66.9;82.3;79.6;86.8;69.2;74.6;91.9;85.6;1610.8;81.5;100.8;81.3;120.0;62.9;104.5;;;80.6
64;Vennootschappen, huishoudens, IZWh;1989;46273;13329;7365;2075;5583;2461.0;1492.0;168.0;426.0;1036.0;9987;1852;2778;1490;989;397.0;428;435;;;45838;56763.0;23741.0;11441.0;3002.0;6594.0;3004.0;1684.0;241.0;547.0;1088.0;11458.0;123.0;3382.0;1550.0;1196.0;312.0;675.0;391.0;;;56397;3.7;1.1;8.5;12.7;21.1;11.2;-0.8;81.5;-9.5;219.5;2.0;11.7;12.4;38.4;-58.0;2.7;-8.2;12.1;;;3.7;81.5;56.1;64.4;69.1;84.7;81.9;88.6;69.6;77.8;95.2;87.2;1499.9;82.1;96.1;82.7;127.4;63.4;111.1;;;81.3
65;Vennootschappen, huishoudens, IZWh;1990;48096;13340;7784;2098;6058;2709.0;1826.0;269.0;519.0;735.0;10150;2054;2908;1732;1115;368.0;489;596;;;47500;58274.0;23138.0;11803.0;2941.0;7099.0;3250.0;2031.0;372.0;647.0;826.0;11483.0;151.0;3457.0;1852.0;1323.0;323.0;756.0;528.0;;;57726;2.7;-2.5;3.2;-2.0;7.6;8.2;20.6;54.2;18.3;-24.1;0.2;22.2;2.2;19.5;10.6;3.5;11.9;34.9;;;2.4;82.5;57.7;66.0;71.3;85.3;83.4;89.9;72.3;80.2;89.0;88.4;1361.3;84.1;93.5;84.3;114.0;64.7;112.8;;;82.3
66;Vennootschappen, huishoudens, IZWh;1991;49148;13059;8347;2263;6607;2933.0;1997.0;264.0;480.0;933.0;10145;2085;2871;1833;1099;398.0;441;411;;;48737;58652.0;22184.0;12345.0;3053.0;7499.0;3347.0;2183.0;351.0;580.0;1042.0;11321.0;170.0;3353.0;1956.0;1273.0;367.0;664.0;362.0;;;58332;0.6;-4.1;4.6;3.8;5.6;3.0;7.5;-5.6;-10.4;26.3;-1.4;12.9;-3.0;5.6;-3.8;13.9;-12.1;-31.4;;;1.1;83.8;58.9;67.6;74.1;88.1;87.6;91.5;75.1;82.7;89.5;89.6;1224.0;85.6;93.7;86.3;108.3;66.4;113.4;;;83.6
67;Vennootschappen, huishoudens, IZWh;1992;50637;14514;7851;2800;6278;3111.0;1819.0;280.0;547.0;521.0;10197;1997;2810;2062;1282;315.0;531;692;;;49945;59591.0;23818.0;11244.0;3707.0;6943.0;3427.0;1922.0;374.0;654.0;597.0;11232.0;191.0;3252.0;2303.0;1474.0;284.0;783.0;625.0;;;58917;1.6;7.4;-8.9;21.4;-7.4;2.4;-12.0;6.4;12.7;-42.8;-0.8;12.2;-3.0;17.7;15.7;-22.6;17.9;72.5;;;1.0;85.0;60.9;69.8;75.5;90.4;90.8;94.6;74.8;83.7;87.3;90.8;1044.6;86.4;89.5;87.0;110.8;67.8;110.7;;;84.8
68;Vennootschappen, huishoudens, IZWh;1993;50253;15060;7236;2863;5829;2816.0;1513.0;503.0;331.0;666.0;10817;1970;2932;2020;703;309.0;514;824;;;49429;58695.0;24131.0;10124.0;3686.0;6384.0;3072.0;1573.0;672.0;398.0;754.0;11824.0;222.0;3378.0;2253.0;808.0;300.0;760.0;772.0;;;57827;-1.5;1.3;-10.0;-0.6;-8.1;-10.4;-18.1;79.6;-39.1;26.3;5.3;16.4;3.9;-2.2;-45.2;5.4;-3.0;23.4;;;-1.9;85.6;62.4;71.5;77.7;91.3;91.7;96.2;74.8;83.2;88.4;91.5;885.5;86.8;89.7;87.0;103.1;67.6;106.8;;;85.5
69;Vennootschappen, huishoudens, IZWh;1994;51169;16458;7019;2707;6015;2868.0;1342.0;266.0;328.0;1211.0;10562;2190;2905;1950;440;367.0;556;751;;;50418;59619.0;25849.0;9656.0;3435.0;6613.0;3153.0;1401.0;354.0;388.0;1372.0;11511.0;281.0;3315.0;2221.0;559.0;366.0;810.0;700.0;;;58843;1.6;7.1;-4.6;-6.8;3.6;2.6;-11.0;-47.3;-2.4;82.1;-2.6;26.5;-1.8;-1.4;-30.9;22.0;6.6;-9.3;;;1.8;85.8;63.7;72.7;78.8;91.0;91.0;95.8;75.1;84.5;88.2;91.8;778.1;87.6;87.8;78.8;100.4;68.6;107.4;;;85.7
70;Vennootschappen, huishoudens, IZWh;1995;54329;16886;7341;2813;6917;3548.0;1571.0;306.0;560.0;932.0;11414;2150;2976;2005;699;414.0;714;461;;;53868;62957.0;25902.0;9846.0;3496.0;7578.0;3905.0;1625.0;405.0;650.0;1055.0;12372.0;331.0;3378.0;2308.0;863.0;430.0;1037.0;424.0;;;62532;5.6;0.2;2.0;1.8;14.6;23.8;16.0;14.3;67.4;-23.1;7.5;17.6;1.9;3.9;54.5;17.7;28.1;-39.4;;;6.3;86.3;65.2;74.6;80.5;91.3;90.9;96.7;75.6;86.1;88.3;92.3;649.7;88.1;86.9;81.0;96.2;68.8;108.8;;;86.1
71;Vennootschappen, huishoudens, IZWh;1996;59046;18282;7392;2629;6984;4010.0;1703.0;262.0;652.0;357.0;12802;2632;3236;2286;1607;388.0;808;552;;;58494;68272.0;26958.0;9609.0;3235.0;7594.0;4375.0;1753.0;337.0;763.0;396.0;13940.0;533.0;3639.0;2659.0;1945.0;465.0;1133.0;519.0;;;67737;8.4;4.1;-2.4;-7.5;0.2;12.0;7.9;-16.7;17.3;-62.4;12.7;61.2;7.7;15.2;125.3;8.0;9.2;22.3;;;8.3;86.5;67.8;76.9;81.3;92.0;91.7;97.1;77.7;85.5;90.1;91.8;493.5;88.9;86.0;82.6;83.5;71.3;106.5;;;86.4
72;Vennootschappen, huishoudens, IZWh;1997;65452;19914;8332;2501;7108;4501.0;1658.0;186.0;487.0;276.0;14419;2895;3854;2970;1835;811.0;813;364;;;65088;75545.0;28521.0;10621.0;3034.0;7764.0;4940.0;1712.0;238.0;577.0;301.0;15565.0;761.0;4282.0;3468.0;2188.0;919.0;1131.0;352.0;;;75226;10.7;5.8;10.5;-6.2;2.2;12.9;-2.3;-29.4;-24.4;-24.1;11.7;42.6;17.6;30.4;12.4;97.7;-0.2;-32.1;;;11.1;86.6;69.8;78.4;82.4;91.6;91.1;96.8;78.1;84.4;91.8;92.6;380.6;90.0;85.6;83.9;88.3;71.9;103.3;;;86.5
73;Vennootschappen, huishoudens, IZWh;1998;70043;21116;9278;2435;8260;5114.0;2052.0;158.0;657.0;279.0;13837;3118;4304;4109;2401;337.0;848;316;;;69727;80530.0;29331.0;11551.0;2889.0;8938.0;5564.0;2144.0;196.0;720.0;301.0;14716.0;1103.0;4708.0;4844.0;2785.0;386.0;1075.0;314.0;;;80264;6.6;2.8;8.7;-4.8;15.1;12.6;25.2;-17.7;24.8;0.0;-5.5;45.0;10.0;39.7;27.3;-58.0;-4.9;-11.0;;;6.7;87.0;72.0;80.3;84.3;92.4;91.9;95.7;80.7;91.3;92.8;94.0;282.7;91.4;84.8;86.2;87.2;78.9;100.8;;;86.9
74;Vennootschappen, huishoudens, IZWh;1999;77195;22862;10616;2697;9207;6014.0;2146.0;58.0;610.0;379.0;15046;3543;4639;4760;2466;463.0;896;463;;;76732;87714.0;30152.0;12863.0;3130.0;9936.0;6542.0;2244.0;69.0;648.0;403.0;15830.0;1611.0;5047.0;5440.0;2800.0;543.0;1113.0;462.0;;;87285;8.9;2.8;11.4;8.3;11.2;17.6;4.7;-64.6;-10.0;34.1;7.6;46.1;7.2;12.3;0.5;40.7;3.5;47.5;;;8.7;88.0;75.8;82.5;86.2;92.7;91.9;95.6;83.6;94.2;94.0;95.0;219.9;91.9;87.5;88.1;85.2;80.5;100.1;;;87.9
75;Vennootschappen, huishoudens, IZWh;2000;79065;24645;11502;3211;9639;6208.0;1843.0;152.0;527.0;909.0;14181;3401;4595;5469;1055;384.0;983;525;;;78540;87040.0;30663.0;13299.0;3588.0;10152.0;6550.0;1891.0;181.0;560.0;957.0;14673.0;1771.0;4918.0;5956.0;1169.0;418.0;1138.0;560.0;;;86497;-0.8;1.7;3.4;14.6;2.2;0.1;-15.8;160.3;-13.6;137.5;-7.3;10.0;-2.6;9.5;-58.2;-23.1;2.2;21.2;;;-0.9;90.8;80.4;86.5;89.5;95.0;94.8;97.5;84.1;94.2;94.9;96.6;192.0;93.4;91.8;90.2;91.9;86.4;93.7;;;90.8
76;Vennootschappen, huishoudens, IZWh;2001;81051;27123;12186;2840;9612;6436.0;2092.0;138.0;419.0;527.0;13390;3490;4822;5840;458;396.0;894;941;;;80110;86607.0;31597.0;13345.0;3047.0;10034.0;6688.0;2140.0;162.0;469.0;552.0;13680.0;2203.0;5045.0;6177.0;488.0;419.0;948.0;1022.0;;;85588;-0.5;3.0;0.3;-15.1;-1.2;2.1;13.2;-10.5;-16.1;-42.4;-6.8;24.3;2.6;3.7;-58.3;0.3;-16.7;82.5;;;-1.1;93.6;85.8;91.3;93.2;95.8;96.2;97.8;85.3;89.3;95.5;97.9;158.4;95.6;94.5;93.9;94.6;94.3;92.0;;;93.6
77;Vennootschappen, huishoudens, IZWh;2002;77634;26871;11689;2280;8822;5978.0;1808.0;202.0;503.0;331.0;12678;3090;4291;5496;1222;360.0;835;1197;;;76437;80716.0;29522.0;12261.0;2353.0;9113.0;6167.0;1841.0;226.0;533.0;342.0;12747.0;2270.0;4386.0;5735.0;1280.0;385.0;873.0;1321.0;;;79404;-6.8;-6.6;-8.1;-22.8;-9.2;-7.8;-14.0;39.9;13.6;-38.0;-6.8;3.1;-13.1;-7.2;162.4;-8.1;-7.9;29.2;;;-7.2;96.2;91.0;95.3;96.9;96.8;96.9;98.2;89.3;94.3;96.7;99.5;136.1;97.8;95.8;95.5;93.5;95.7;90.6;;;96.3
78;Vennootschappen, huishoudens, IZWh;2003;77335;26965;11107;2322;10054;5991.0;1910.0;464.0;550.0;1139.0;11937;3179;4223;5379;1196;331.0;642;1419;;;75916;79360.0;28451.0;11424.0;2358.0;10336.0;6149.0;1941.0;505.0;562.0;1198.0;12092.0;2650.0;4308.0;5528.0;1229.0;328.0;654.0;1546.0;;;77837;-1.7;-3.6;-6.8;0.2;13.4;-0.3;5.4;123.3;5.4;249.8;-5.1;16.7;-1.8;-3.6;-4.0;-14.7;-25.0;17.0;;;-2.0;97.4;94.8;97.2;98.5;97.3;97.4;98.4;91.9;97.9;95.1;98.7;120.0;98.0;97.3;97.3;100.8;98.1;91.8;;;97.5
79;Vennootschappen, huishoudens, IZWh;2004;77781;28825;10959;1763;9803;6519.0;1966.0;485.0;420.0;413.0;11152;2990;4361;5684;926;369.0;949;1171;;;76610;78800.0;29603.0;11098.0;1784.0;9988.0;6648.0;1989.0;492.0;428.0;432.0;11250.0;2686.0;4379.0;5778.0;935.0;378.0;954.0;1178.0;;;77624;-0.7;4.0;-2.9;-24.3;-3.4;8.1;2.5;-2.6;-23.8;-63.9;-7.0;1.4;1.6;4.5;-23.9;15.1;45.8;-23.8;;;-0.3;98.7;97.4;98.7;98.8;98.1;98.1;98.8;98.6;98.1;95.5;99.1;111.3;99.6;98.4;99.1;97.6;99.5;99.4;;;98.7
