ID;RegioS;Perioden;TotaalGemeentelijkAfval_1;TotaalAfvalVanHuishoudens_2;HuishoudelijkRestafval_3;GrofHuishoudelijkRestafval_4;Verbouwingsrestafval_5;GFTAfval_6;OudPapierEnKarton_7;Verpakkingsglas_8;Textiel_9;KleinChemischAfvalKCA_10;MetalenVerpakkingenBlik_11;Drankenkartons_12;KunststofVerpakkingen_13;OverigeKunststoffen_14;Vloerbedekking_15;WitEnBruingoed_16;GrofTuinafval_17;BruikbaarHuisraad_18;Vlakglas_19;Metalen_20;Houtafval_21;SchoonPuin_22;AsbesthoudendAfval_23;Autobanden_24;SchoneGrond_25;BitumenhoudendeDakbedekking_26;OverigeAfvalcomponenten_27;TotaalAfvalVanHuishoudens_28;HuishoudelijkRestafval_29;GrofHuishoudelijkRestafval_30;Verbouwingsrestafval_31;GFTAfval_32;OudPapierEnKarton_33;Verpakkingsglas_34;Textiel_35;KleinChemischAfvalKCA_36;MetalenVerpakkingenBlik_37;Drankenkartons_38;KunststofVerpakkingen_39;OverigeKunststoffen_40;Vloerbedekking_41;WitEnBruingoed_42;GrofTuinafval_43;BruikbaarHuisraad_44;Vlakglas_45;Metalen_46;Houtafval_47;SchoonPuin_48;AsbesthoudendAfval_49;Autobanden_50;SchoneGrond_51;BitumenhoudendeDakbedekking_52;OverigeAfvalcomponenten_53;TotaalAfvalVanHuishoudens_54;HuishoudelijkRestafval_55;GrofHuishoudelijkRestafval_56;Verbouwingsrestafval_57;GFTAfval_58;OudPapierEnKarton_59;Verpakkingsglas_60;Textiel_61;KleinChemischAfvalKCA_62;MetalenVerpakkingenBlik_63;Drankenkartons_64;KunststofVerpakkingen_65;OverigeKunststoffen_66;Vloerbedekking_67;WitEnBruingoed_68;GrofTuinafval_69;BruikbaarHuisraad_70;Vlakglas_71;Metalen_72;Houtafval_73;SchoonPuin_74;AsbesthoudendAfval_75;Autobanden_76;SchoneGrond_77;BitumenhoudendeDakbedekking_78;OverigeAfvalcomponenten_79;TotaalReinigingsdienstenEnOverigAfv_80;Veegafval_81;RioolKolkenEnGemalenafval_82;Drijfafval_83;Groenafval_84;GemengdEvenementenafval_85;GemengdMarktafval_86;OverigReinigingsdienstenafval_87;KantoorWinkelEnDienstenafval_88;BouwEnSloopafval_89;KleinGevaarlijkAfval_90;TotaalGemeentelijkAfval_91;TotaalAfvalVanHuishoudens_92;HuishoudelijkRestafval_93;GrofHuishoudelijkRestafval_94;Verbouwingsrestafval_95;GFTAfval_96;OudPapierEnKarton_97;Verpakkingsglas_98;Textiel_99;KleinChemischAfvalKCA_100;MetalenVerpakkingenBlik_101;Drankenkartons_102;KunststofVerpakkingen_103;OverigeKunststoffen_104;Vloerbedekking_105;WitEnBruingoed_106;GrofTuinafval_107;BruikbaarHuisraad_108;Vlakglas_109;Metalen_110;Houtafval_111;SchoonPuin_112;AsbesthoudendAfval_113;Autobanden_114;SchoneGrond_115;BitumenhoudendeDakbedekking_116;OverigeAfvalcomponenten_117;TotaalReinigingsdienstenEnOverigAfv_118;Veegafval_119;RioolKolkenEnGemalenafval_120;Drijfafval_121;Groenafval_122;GemengdEvenementenafval_123;GemengdMarktafval_124;OverigReinigingsdienstenafval_125;KantoorWinkelEnDienstenafval_126;BouwEnSloopafval_127;KleinGevaarlijkAfval_128;FijnHuishoudelijkAfval_129;GrofHuishoudelijkAfval_130;DienstEigenGemeente_131;GemeenschappelijkeRegeling_132;Kringloopbedrijf_133;ParticuliereInzamelaar_134;OverigeInzamelaars_135;DienstEigenGemeente_136;GemeenschappelijkeRegeling_137;Kringloopbedrijf_138;ParticuliereInzamelaar_139;OverigeInzamelaars_140;TotaalHuishoudelijkAfval_141;FijnHuishoudelijkAfval_142;GrofHuishoudelijkAfval_143;Hergebruik_144;Composteren_145;ScheidenAchteraf_146;Verbranden_147;Storten_148;Hergebruik_149;Composteren_150;ScheidenAchteraf_151;Verbranden_152;Storten_153;Hergebruik_154;Composteren_155;ScheidenAchteraf_156;Verbranden_157;Storten_158;Hergebruik_159;Composteren_160;ScheidenAchteraf_161;Verbranden_162;Storten_163;Hergebruik_164;Composteren_165;ScheidenAchteraf_166;Verbranden_167;Storten_168;GemeentenInPopulatie_169;GemeentenInTelling_170;InwonersInPopulatie_171;InwonersInTelling_172
503;50 000 tot 100 000 inwoners;2013;1800;1593;697;75;13;241;180;64;12;4;0;0.0;21;3.0;1.0;17;70;9.0;2.0;13;64.0;70;1.0;1.0;18.0;2.0;14;1106;689;18;0.0;238;128;3;1;0;0;0.0;13;0.0;0.0;2;6.0;4.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0;487;7.0;57;13;3.0;52;62;11;4;0;0.0;8;3.0;1.0;15;64;5.0;2.0;13;63.0;70;1.0;1.0;18.0;2.0;13;207;46;14;1;114;0.0;0;8.0;23;1;0;557;493;215;23;4;74;56;20;3.9;1.2;0.1;0.1;6.5;1.0;0.5;5.2;22;2.7;0.5;4;20.0;22;0.4;0.2;5.0;0.7;4;64;14;4;0;35;0.0;0;2.0;7;0;0.0;77;23;;;;;;;;;;;51;43;76;27.0;23.0;14.0;34.0;1.0;31.0;20.0;13.0;36.0;0.0;0.0;0.0;22.0;78.0;0.0;0.0;0.0;53.0;47.0;0.0;4.0;51.0;24.0;16.0;6.0;46;98;3233;98
504;50 000 tot 100 000 inwoners;2014;1694;1512;631;69;13;249;165;59;12;4;1;0.0;23;4.0;2.0;15;76;9.0;2.0;13;63.0;68;1.0;1.0;16.0;2.0;15;1033;623;15;0.0;246;114;3;2;0;0;0.0;15;0.0;0.0;2;6.0;3.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;0;479;8.0;54;13;3.0;51;57;11;4;0;0.0;8;4.0;1.0;14;70;6.0;2.0;12;62.0;68;1.0;1.0;16.0;2.0;14;183;41;14;0;102;0.0;0;7.0;17;0;0;560;500;209;23;4;82;55;20;4.1;1.2;0.2;0.2;7.6;1.2;0.5;5.1;25;2.9;0.6;4;21.0;22;0.4;0.2;5.0;0.7;5;60;14;5;0;34;0.0;0;2.0;6;0;0.0;76;24;;;;;;;;;;;53;45;78;28.0;25.0;14.0;33.0;1.0;31.0;22.0;12.0;35.0;0.0;0.0;0.0;22.0;78.0;0.0;0.0;0.0;54.0;46.0;0.0;5.0;52.0;25.0;13.0;6.0;44;93;3023;93
505;50 000 tot 100 000 inwoners;2015;1726;1529;609;70;14;256;170;60;13;4;1;1.0;17;4.0;2.0;16;80;9.0;2.0;14;69.0;70;2.0;1.0;19.0;2.0;27;1028;601;15;0.0;253;123;3;2;0;0;0.0;11;0.0;0.0;1;6.0;3.0;0.0;1;1.0;0.0;0.0;0.0;0.0;0.0;9;501;8.0;55;14;3.0;47;58;11;4;0;0.0;6;4.0;2.0;15;74;6.0;2.0;13;68.0;70;2.0;1.0;19.0;2.0;18;197;41;15;0;118;0.0;0;6.0;15;0;0;564;500;199;23;5;84;56;20;4.2;1.3;0.2;0.2;5.7;1.3;0.5;5.2;26;3.0;0.6;4;22.0;23;0.5;0.2;6.0;0.8;6;64;13;5;0;39;0.0;0;2.0;5;0;0.1;75;25;;;;;;;;;;;55;47;78;;;;;;;;;;;;;;;;;;;;;;;;;;45;60;3059;61
506;Meer dan 100 000 inwoners;1993;2242;1791;1148;193;28;133;151;70;6;4;1;;0;;;2;7;;;8;1.0;33;;;;;8;1584;1148;189;0.0;133;95;5;2;1;0;;0;;;1;0.0;;;3;0.0;0.0;;;;;8;207;0.0;4;28;0.0;57;65;4;3;1;;0;;;0;7;;;5;1.0;33;;;;;0;452;116;27;15;107;;18;;159;7;2;540;432;277;46;7;32;36;17;1.4;1.0;0.3;;0.0;;;0.4;2;;;2;0.0;8;;;;;2;109;28;7;4;26;;4;;38;2;0.5;84;16;;;;;;;;;;;24;24;21;;;;;;;;;;;;;;;;;;;;;;;;;;20;100;4149;100
507;Meer dan 100 000 inwoners;1994;2321;1840;1102;210;42;185;133;73;5;4;0;;0;;;7;16;;;11;;38;;;;;12;1583;1102;210;0.0;185;63;0;2;1;0;;0;;;4;0.0;;;4;;0.0;;;;;12;257;0.0;0;42;0.0;70;73;3;3;0;;0;;;3;16;;;7;;38;;;;;0;481;125;28;12;106;;18;;178;11;2;554;440;263;50;10;44;32;18;1.3;1.0;0.0;;0.0;;;1.7;4;;;3;;9;;;;;3;115;30;7;3;25;;4;;43;3;0.5;82;18;;;;;;;;;;;26;27;25;;;;;;;;;;;;;;;;;;;;;;;;;;20;100;4185;100
508;Meer dan 100 000 inwoners;1995;2348;1890;1082;236;29;215;139;77;7;5;0;0.0;0;;;3;27;0.0;0.0;12;7.0;42;1.0;;;;8;1629;1082;233;0.0;215;72;4;4;2;0;0.0;0;;;2;2.0;0.0;0.0;4;1.0;0.0;0.0;;;;8;261;0.0;2;29;0.0;67;73;4;3;0;0.0;0;;;1;25;0.0;0.0;8;6.0;42;1.0;;;;0;458;123;36;5;90;;16;;181;7;1;545;439;251;55;7;50;32;18;1.7;1.1;0.0;0.0;0.0;;;0.7;6;0.1;0.0;3;2.0;10;0.3;;;;2;106;29;8;1;21;;4;;42;2;0.1;81;19;;;;;;;;;;;29;29;27;;;;;;;;;;;0.0;0.0;11.0;70.0;20.0;0.0;0.0;22.0;36.0;42.0;;;;;;21;100;4305;100
509;Meer dan 100 000 inwoners;1996;2532;2053;1132;220;33;244;176;86;9;5;0;0.0;0;;;3;41;1.0;0.0;14;15.0;62;2.0;;;;10;1727;1132;218;0.0;244;98;6;5;2;0;0.0;0;;;2;5.0;0.0;0.0;5;1.0;0.0;0.0;;;;10;326;0.0;2;33;0.0;78;80;5;4;0;0.0;0;;;1;36;0.0;0.0;9;14.0;62;2.0;;;;0;479;125;30;4;104;;14;;196;5;2;559;453;250;49;7;54;39;19;2.0;1.2;0.1;0.0;0.1;;;0.6;9;0.2;0.1;3;3.0;14;0.4;;;;2;106;28;7;1;23;;3;;43;1;0.4;81;19;89.0;1.0;;9.0;;84.0;1.0;;15.0;;33;32;37;;;;;;;;;;;0.0;0.0;8.0;75.0;17.0;0.0;0.0;17.0;54.0;29.0;;;;;;23;83;4529;89
510;Meer dan 100 000 inwoners;1997;2595;2112;1192;246;23;277;164;45;7;4;0;0.0;0;;;4;42;3.0;0.0;12;22.0;48;2.0;;;;19;1858;1192;246;0.0;277;111;4;3;2;0;0.0;0;;;3;6.0;3.0;0.0;3;2.0;0.0;0.0;;;;6;254;0.0;0;23;0.0;53;41;4;2;0;0.0;0;;;1;36;0.0;0.0;9;20.0;48;2.0;;;;13;483;125;22;6;120;;14;;190;6;0;554;451;254;53;5;59;35;10;1.6;0.9;0.1;0.0;0.0;;;0.8;9;0.7;0.1;3;5.0;10;0.4;;;;4;103;27;5;1;26;;3;;41;1;0.1;80;20;87.0;1.0;;12.0;;86.0;1.0;;12.0;;34;33;38;;;;;;;;;;;0.0;0.0;7.0;83.0;10.0;0.0;0.0;23.0;61.0;15.0;;;;;;24;88;4686;91
511;Meer dan 100 000 inwoners;1998;2749;2321;1257;247;24;272;229;91;9;6;0;0.0;0;;;7;38;2.0;1.0;19;33.0;69;2.0;1.0;;;12;1917;1257;226;0.0;272;132;4;4;2;0;0.0;0;;;4;6.0;0.0;0.0;5;3.0;0.0;0.0;1.0;;;1;404;0.0;22;24;0.0;97;87;5;4;0;0.0;0;;;3;32;2.0;1.0;14;30.0;69;2.0;0.0;;;11;428;133;25;2;114;;11;;134;6;1;570;482;261;51;5;56;48;19;1.8;1.2;0.0;0.0;0.1;;;1.5;8;0.5;0.2;4;7.0;14;0.5;0.2;;;2;89;28;5;0;24;;2;;28;1;0.3;80;20;84.0;3.0;;13.0;;79.0;1.0;;19.0;;34;33;40;;;;;;;;;;;0.0;0.0;9.0;84.0;7.0;0.0;0.0;40.0;43.0;17.0;;;;;;25;96;4820;98
512;Meer dan 100 000 inwoners;1999;2838;2450;1341;245;42;260;234;90;9;6;0;0.0;0;;1.0;10;39;0.0;0.0;19;49.0;74;2.0;1.0;24.0;1.0;2;1919;1337;156;3.0;259;141;3;4;1;0;0.0;0;;0.0;6;5.0;0.0;0.0;4;1.0;1.0;0.0;0.0;0.0;0.0;0;531;5.0;90;39;1.0;93;88;6;4;0;0.0;0;;1.0;5;34;0.0;0.0;16;48.0;73;2.0;1.0;24.0;1.0;2;388;134;26;3;108;1.0;6;;100;8;2;583;504;276;50;9;53;48;19;1.9;1.2;0.0;0.0;0.0;;0.1;2.2;8;0.1;0.1;4;10.0;15;0.5;0.1;5.0;0.1;0;80;27;5;1;22;0.0;1;;21;2;0.4;79;21;72.0;4.0;0.0;23.0;0.0;75.0;2.0;3.0;19.0;0.0;34;31;44;18.0;14.0;16.0;47.0;5.0;21.0;12.0;14.0;48.0;4.0;0.0;0.0;13.0;81.0;7.0;0.0;0.0;57.0;39.0;3.0;2.0;25.0;29.0;36.0;9.0;25;96;4864;98
513;Meer dan 100 000 inwoners;2000;2957;2543;1400;280;39;262;230;92;10;5;0;0.0;0;;1.0;12;40;2.0;1.0;19;50.0;70;3.0;1.0;24.0;1.0;2;1978;1396;153;2.0;261;142;2;4;1;0;0.0;0;;0.0;4;5.0;2.0;0.0;4;1.0;1.0;0.0;0.0;0.0;0.0;0;565;5.0;126;37;0.0;87;89;7;4;0;0.0;0;;1.0;8;35;1.0;1.0;15;50.0;69;3.0;1.0;24.0;1.0;2;414;138;28;3;132;0.0;6;7.0;95;4;2;604;519;286;57;8;53;47;19;2.1;1.0;0.0;0.0;0.1;;0.1;2.5;8;0.5;0.2;4;10.0;14;0.5;0.1;5.0;0.1;0;85;28;6;1;27;0.0;1;1.0;19;1;0.3;79;21;68.0;5.0;0.0;26.0;0.0;74.0;2.0;1.0;22.0;0.0;32;30;41;18.0;14.0;19.0;42.0;7.0;20.0;12.0;16.0;45.0;7.0;0.0;0.0;14.0;75.0;11.0;0.0;0.0;59.0;33.0;8.0;4.0;29.0;38.0;24.0;4.0;25;100;4896;100
514;Meer dan 100 000 inwoners;2001;2982;2560;1408;275;41;256;224;94;11;5;0;0.0;0;;1.0;17;44;2.0;1.0;20;53.0;72;3.0;1.0;29.0;1.0;3;1969;1404;155;2.0;256;129;2;4;1;0;0.0;0;;0.0;6;4.0;2.0;0.0;4;0.0;0.0;0.0;0.0;0.0;0.0;0;591;3.0;120;39;0.0;95;92;7;5;0;0.0;0;;1.0;11;39;0.0;1.0;16;53.0;72;3.0;1.0;29.0;1.0;3;422;136;32;4;124;1.0;5;10.0;103;4;2;602;517;284;56;8;52;45;19;2.2;1.1;0.0;0.0;0.0;;0.2;3.4;9;0.4;0.2;4;11.0;14;0.5;0.2;6.0;0.1;1;85;27;7;1;25;0.0;1;2.0;21;1;0.4;78;22;66.0;5.0;0.0;29.0;0.0;73.0;2.0;2.0;23.0;0.0;33;30;44;18.0;14.0;20.0;43.0;5.0;20.0;12.0;16.0;46.0;6.0;0.0;0.0;14.0;77.0;9.0;0.0;0.0;60.0;33.0;8.0;2.0;30.0;39.0;27.0;2.0;25;100;4955;100
515;Meer dan 100 000 inwoners;2002;3009;2602;1414;261;46;262;229;95;11;5;0;0.0;0;;2.0;18;53;4.0;1.0;20;62.0;77;3.0;1.0;32.0;1.0;4;1969;1406;140;3.0;262;133;1;4;0;0;0.0;0;;0.0;6;6.0;2.0;0.0;4;1.0;0.0;0.0;0.0;0.0;0.0;0;633;8.0;121;43;0.0;96;94;7;5;0;0.0;0;;2.0;12;47;1.0;1.0;16;61.0;77;3.0;1.0;32.0;1.0;4;407;142;28;4;140;1.0;4;10.0;73;5;2;601;519;282;52;9;52;46;19;2.2;1.1;0.0;0.0;0.1;;0.3;3.6;11;0.8;0.2;4;12.0;15;0.5;0.2;6.0;0.2;1;81;28;6;1;28;0.0;1;2.0;15;1;0.4;78;22;79.0;5.0;0.0;16.0;0.0;83.0;3.0;2.0;12.0;0.0;34;30;47;19.0;15.0;18.0;43.0;6.0;21.0;12.0;14.0;47.0;6.0;0.0;0.0;12.0;80.0;9.0;0.0;0.0;57.0;34.0;8.0;2.0;33.0;42.0;19.0;3.0;25;100;5011;100
516;Meer dan 100 000 inwoners;2003;2971;2592;1413;263;50;250;220;94;12;5;0;0.0;2;;2.0;20;49;5.0;1.0;21;66.0;82;2.0;1.0;33.0;2.0;1;1937;1404;137;2.0;250;120;0;4;0;0;0.0;0;;0.0;6;6.0;3.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0;655;9.0;126;48;0.0;99;94;8;5;0;0.0;2;;2.0;13;43;2.0;1.0;18;66.0;82;2.0;1.0;33.0;2.0;1;379;128;26;3;127;1.0;5;9.0;75;4;2;588;513;280;52;10;49;43;19;2.3;1.1;0.1;0.1;0.3;;0.5;3.9;10;0.9;0.2;4;13.0;16;0.5;0.1;6.0;0.4;0;75;25;5;1;25;0.0;1;2.0;15;1;0.3;77;23;79.0;7.0;0.0;12.0;2.0;83.0;4.0;2.0;9.0;2.0;33;29;48;19.0;14.0;21.0;44.0;2.0;21.0;11.0;19.0;46.0;2.0;0.0;0.0;16.0;82.0;1.0;0.0;0.0;83.0;9.0;8.0;2.0;34.0;30.0;28.0;6.0;25;96;5050;96
517;Meer dan 100 000 inwoners;2004;3013;2637;1403;267;51;258;238;95;13;5;0;0.0;2;;3.0;21;54;12.0;1.0;21;70.0;82;2.0;1.0;34.0;3.0;1;1944;1397;141;2.0;258;121;0;4;0;0;0.0;0;;0.0;7;6.0;5.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0;694;6.0;126;49;0.0;117;95;8;5;0;0.0;2;;3.0;14;48;8.0;1.0;18;70.0;82;2.0;1.0;34.0;3.0;1;376;131;23;3;128;2.0;5;10.0;69;4;2;592;518;276;52;10;51;47;19;2.5;1.0;0.1;0.1;0.4;;0.5;4.1;11;2.4;0.2;4;14.0;16;0.5;0.1;7.0;0.5;0;74;26;5;1;25;0.0;1;2.0;14;1;0.3;76;24;71.0;7.0;0.0;22.0;0.0;71.0;4.0;0.0;25.0;0.0;35;30;49;20.0;14.0;20.0;44.0;2.0;23.0;12.0;19.0;46.0;1.0;0.0;0.0;15.0;84.0;1.0;0.0;0.0;85.0;10.0;4.0;3.0;33.0;32.0;27.0;4.0;25;92;5089;93
518;Meer dan 100 000 inwoners;2005;3071;2697;1437;293;51;253;243;95;15;6;0;0.0;2;;3.0;21;56;8.0;1.0;20;70.0;78;2.0;1.0;35.0;3.0;4;1983;1431;139;2.0;253;128;0;4;0;0;0.0;0;;0.0;6;7.0;7.0;0.0;3;1.0;0.0;0.0;0.0;0.0;0.0;1;714;7.0;154;49;0.0;114;95;11;5;0;0.0;2;;3.0;14;49;1.0;1.0;17;69.0;78;2.0;1.0;35.0;3.0;3;373;129;24;3;127;2.0;5;11.0;67;5;1;600;527;281;57;10;49;47;19;2.9;1.1;0.1;0.1;0.3;;0.6;4.0;11;1.6;0.3;4;14.0;15;0.4;0.1;7.0;0.6;1;73;25;5;1;25;0.0;1;2.0;13;1;0.1;76;24;72.0;5.0;0.0;23.0;0.0;70.0;2.0;2.0;26.0;0.0;34;30;47;19.0;14.0;23.0;42.0;1.0;22.0;11.0;20.0;45.0;1.0;0.0;0.0;16.0;82.0;1.0;0.0;0.0;85.0;14.0;1.0;0.0;35.0;45.0;17.0;2.0;25;100;5116;100
519;Meer dan 100 000 inwoners;2006;3072;2717;1451;292;55;231;253;96;16;5;0;0.0;2;;3.0;21;60;9.0;1.0;21;76.0;80;2.0;1.0;34.0;3.0;3;1993;1445;135;5.0;231;146;0;5;0;0;0.0;0;;0.0;6;8.0;8.0;0.0;3;1.0;0.0;0.0;0.0;0.0;0.0;0;724;6.0;158;51;0.0;107;96;11;5;0;0.0;2;;3.0;15;52;2.0;1.0;18;75.0;80;2.0;1.0;34.0;3.0;3;355;126;28;3;118;1.0;5;8.0;61;4;1;598;529;282;57;11;45;49;19;3.0;1.1;0.1;0.1;0.4;;0.6;4.1;12;1.8;0.2;4;15.0;16;0.4;0.1;7.0;0.6;1;69;25;6;1;23;0.0;1;2.0;12;1;0.1;76;24;65.0;6.0;0.0;29.0;0.0;65.0;3.0;2.0;30.0;0.0;34;29;47;20.0;13.0;21.0;44.0;2.0;23.0;11.0;17.0;47.0;2.0;0.0;0.0;12.0;86.0;2.0;0.0;0.0;85.0;13.0;2.0;1.0;34.0;45.0;19.0;2.0;25;100;5136;100
520;Meer dan 100 000 inwoners;2007;3067;2714;1438;267;52;236;261;98;16;5;0;1.0;2;1.0;3.0;21;62;9.0;2.0;22;83.0;88;2.0;1.0;36.0;3.0;7;1991;1431;139;2.0;236;152;0;5;0;0;0.0;0;0.0;0.0;6;8.0;7.0;0.0;3;1.0;0.0;0.0;0.0;0.0;0.0;1;723;7.0;128;50;0.0;108;98;11;5;0;1.0;2;1.0;3.0;15;54;2.0;2.0;19;82.0;87;2.0;1.0;36.0;3.0;7;354;120;30;2;115;1.0;5;9.0;63;5;4;595;527;279;52;10;46;51;19;3.0;1.0;0.1;0.1;0.3;0.2;0.5;4.0;12;1.8;0.3;4;16.0;17;0.4;0.1;7.0;0.6;1;69;23;6;0;22;0.0;1;2.0;12;1;0.7;76;24;67.0;7.0;0.0;22.0;5.0;70.0;2.0;1.0;23.0;4.0;35;30;51;21.0;13.0;20.0;43.0;2.0;24.0;11.0;18.0;46.0;1.0;0.0;0.0;14.0;84.0;2.0;0.0;0.0;87.0;11.0;2.0;1.0;33.0;40.0;22.0;4.0;25;100;5152;100
521;Meer dan 100 000 inwoners;2008;3067;2705;1439;274;49;228;266;99;17;6;0;1.0;2;1.0;4.0;23;60;10.0;2.0;21;82.0;75;2.0;1.0;31.0;3.0;9;1980;1431;127;3.0;228;159;0;5;0;0;0.0;0;0.0;0.0;7;8.0;8.0;0.0;2;2.0;0.0;0.0;0.0;0.0;0.0;0;725;8.0;147;46;0.0;107;99;13;5;0;1.0;2;1.0;4.0;17;53;2.0;2.0;19;79.0;74;2.0;1.0;31.0;3.0;8;362;118;28;2;118;2.0;5;13.0;68;4;4;592;522;278;53;9;44;51;19;3.4;1.1;0.1;0.2;0.4;0.3;0.9;4.5;12;2.0;0.3;4;16.0;14;0.3;0.1;6.0;0.5;2;70;23;5;0;23;0.0;1;2.0;13;1;0.9;76;24;67.0;9.0;0.0;24.0;0.0;66.0;4.0;1.0;29.0;0.0;35;30;50;21.0;13.0;21.0;43.0;1.0;24.0;11.0;19.0;46.0;1.0;0.0;0.0;14.0;84.0;1.0;1.0;0.0;90.0;8.0;1.0;2.0;33.0;40.0;24.0;1.0;25;100;5179;100
522;Meer dan 100 000 inwoners;2009;3030;2672;1420;266;45;235;252;98;17;6;0;1.0;4;2.0;3.0;22;64;11.0;2.0;22;81.0;77;2.0;1.0;32.0;3.0;8;1945;1410;121;1.0;235;148;0;4;0;0;0.0;0;0.0;0.0;7;6.0;8.0;0.0;3;2.0;0.0;0.0;0.0;0.0;0.0;0;726;9.0;145;44;0.0;104;98;13;6;0;1.0;4;2.0;3.0;16;58;3.0;2.0;19;79.0;77;2.0;1.0;32.0;3.0;8;359;121;28;2;120;1.0;5;12.0;61;4;4;580;511;272;51;9;45;48;19;3.2;1.1;0.0;0.2;0.8;0.3;0.6;4.2;12;2.1;0.3;4;15.0;15;0.3;0.1;6.0;0.5;2;69;23;5;0;23;0.0;1;2.0;12;1;0.8;76;24;65.0;10.0;0.0;24.0;0.0;71.0;4.0;1.0;25.0;0.0;35;30;51;21.0;14.0;21.0;43.0;1.0;24.0;11.0;19.0;46.0;0.0;0.0;0.0;15.0;85.0;0.0;0.0;0.0;91.0;9.0;0.0;3.0;31.0;41.0;23.0;3.0;25;100;5225;100
523;Meer dan 100 000 inwoners;2010;3006;2668;1399;262;33;230;258;103;18;5;0;1.0;14;2.0;3.0;23;70;12.0;2.0;20;86.0;78;2.0;1.0;32.0;3.0;11;1941;1389;122;1.0;230;154;0;4;0;0;0.0;4;0.0;0.0;7;14.0;10.0;0.0;2;3.0;0.0;0.0;0.0;0.0;0.0;0;727;10.0;140;32;0.0;104;103;14;5;0;1.0;9;2.0;3.0;17;56;2.0;2.0;18;82.0;78;2.0;1.0;32.0;3.0;10;338;112;28;3;107;1.0;6;15.0;60;3;5;557;495;259;49;6;43;48;19;3.4;1.0;0.0;0.2;2.6;0.4;0.6;4.3;13;2.2;0.3;4;16.0;15;0.3;0.1;6.0;0.5;2;63;21;5;1;20;0.0;1;3.0;11;1;0.8;76;24;60.0;8.0;0.0;32.0;0.0;67.0;2.0;1.0;31.0;0.0;37;31;54;23.0;13.0;21.0;43.0;0.0;25.0;11.0;18.0;46.0;0.0;0.0;0.0;15.0;85.0;0.0;0.0;0.0;86.0;14.0;0.0;3.0;29.0;49.0;18.0;1.0;26;100;5393;100
524;Meer dan 100 000 inwoners;2011;3009;2618;1370;250;36;230;247;100;17;5;0;1.0;17;2.0;3.0;23;67;12.0;2.0;18;84.0;85;2.0;1.0;33.0;3.0;9;1897;1361;119;1.0;230;145;0;2;0;0;0.0;7;0.0;0.0;5;15.0;8.0;0.0;1;3.0;0.0;0.0;0.0;0.0;0.0;0;721;9.0;131;35;0.0;101;100;15;5;0;1.0;11;2.0;3.0;18;53;4.0;2.0;17;81.0;85;2.0;1.0;33.0;3.0;9;391;117;29;2;124;1.0;6;14.0;88;3;5;563;490;256;47;7;43;46;19;3.2;1.0;0.1;0.2;3.2;0.5;0.5;4.3;13;2.3;0.3;3;16.0;16;0.3;0.1;6.0;0.6;2;73;22;5;0;23;0.0;1;3.0;16;1;0.9;76;24;60.0;9.0;0.0;30.0;0.0;66.0;4.0;1.0;28.0;0.0;37;31;55;22.0;14.0;20.0;44.0;1.0;25.0;11.0;16.0;47.0;0.0;0.0;0.0;14.0;86.0;0.0;0.0;0.0;82.0;18.0;0.0;3.0;31.0;44.0;20.0;3.0;25;100;5345;100
525;Meer dan 100 000 inwoners;2012;3006;2648;1400;234;26;253;243;104;18;5;0;1.0;21;3.0;3.0;23;67;13.0;2.0;17;85.0;82;2.0;1.0;30.0;2.0;11;1942;1389;111;0.0;253;147;0;2;0;0;0.0;9;0.0;0.0;4;15.0;9.0;0.0;1;2.0;0.0;0.0;0.0;0.0;0.0;0;706;11.0;123;25;0.0;96;104;16;5;0;1.0;12;3.0;3.0;19;52;4.0;2.0;16;83.0;82;2.0;1.0;30.0;2.0;11;358;103;29;4;120;1.0;6;10.0;77;3;5;537;473;250;42;5;45;43;19;3.2;1.0;0.1;0.2;3.8;0.6;0.6;4.1;12;2.3;0.3;3;15.0;15;0.3;0.1;5.0;0.4;2;64;18;5;1;21;0.0;1;2.0;14;1;1.0;77;23;57.0;9.0;0.0;34.0;0.0;67.0;3.0;2.0;29.0;0.0;37;32;57;22.0;15.0;16.0;47.0;0.0;25.0;12.0;13.0;50.0;0.0;0.0;0.0;13.0;87.0;0.0;0.0;0.0;51.0;49.0;0.0;1.0;35.0;39.0;23.0;2.0;27;100;5598;100
