ID;Countries;Periods;TertiaryEducationAttainment_1;GraduatesInScienceAndEngineering_2;LifeLongLearning_3;PrimaryEducation_4;SecondaryEducation_5;TertiaryEducation_6;PrimaryEducation_7;SecondaryEducation_8;TertiaryEducation_9;TotalMenAndWomen_10;Men_11;Women_12;TotalMenAndWomen_13;Men_14;Women_15;TotalMenAndWomen_16;Men_17;Women_18;UnitLabourCosts_19;Total_20;Manufacturing_21;ServicesSector_22;RecentImmigrants_23;NativeBorn2534Years_24;NativeBorn2565Years_25;PrimaryEducation_26;SecondaryEducation_27;TertiaryEducation_28;PrimaryEducation_29;SecondaryEducation_30;TertiaryEducation_31
185;Germany;1999;22.9;25.7;5.5;48.7;69.9;83.0;15.6;8.6;4.9;;;;;;;;;;100.1;24.0;26.3;22.6;;;;;;;;;
186;Germany;2000;23.5;23.7;5.2;50.6;70.4;83.4;13.7;7.8;4.0;490.0;498.0;483.0;487.0;489.0;487.0;484.0;468.0;502.0;100.5;25.0;27.6;23.2;;;;;;;;;
187;Germany;2001;23.2;22.7;5.2;51.8;70.5;83.4;13.5;8.2;4.2;;;;;;;;;;100.8;25.6;28.5;23.7;;;;;;;;;
188;Germany;2002;23.4;22.4;5.8;50.9;70.3;83.6;15.3;9.0;4.5;;;;;;;;;;101.3;26.2;29.2;24.2;;;;;;;;;
189;Germany;2003;24.0;22.5;6.0;50.2;69.7;83.0;18.0;10.2;5.2;503.0;508.0;499.0;502.0;506.0;500.0;491.0;471.0;513.0;102.0;26.8;29.8;24.9;;;;;;;;;
190;Germany;2004;24.9;23.5;7.4;48.6;69.5;82.7;20.4;11.2;5.6;;;;;;;;;;101.5;26.9;30.0;24.9;;;;;;;;;
191;Germany;2005;24.6;24.8;7.7;51.6;70.6;82.9;20.2;11.0;5.5;;;;;;;;;;100.0;27.1;30.3;25.2;26.3;25.3;28.2;;;;;;
192;Germany;2006;23.9;22.9;7.5;53.8;72.5;84.3;19.9;9.9;4.8;504.0;513.0;494.0;516.0;519.0;512.0;495.0;475.0;517.0;97.7;27.6;31.6;25.3;;;;43.0;72.4;87.8;47.0;64.3;71.3
193;Germany;2007;24.3;23.6;7.8;54.6;74.4;85.5;18.0;8.3;3.8;;;;;;;;;;97.0;27.8;;;;;;43.2;74.2;87.9;49.4;67.7;72.3
194;Germany;2008;25.4;24.7;7.9;55.3;75.3;85.8;16.5;7.2;3.3;;;;;;;;;;99.6;;;;;;;;;;;;
195;Germany;2009;26.4;24.5;7.8;54.9;75.5;86.4;16.7;7.5;3.4;513.0;520.0;505.0;520.0;523.0;518.0;497.0;478.0;518.0;105.1;;;;;;;43.3;75.4;88.7;49.6;70.0;78.3
196;Germany;2010;26.6;25.6;7.7;55.3;76.3;86.9;15.9;6.9;3.1;;;;;;;;;;104.0;;;;;;;;;;;;
197;Germany;2011;;;7.8;;;;;;;;;;;;;;;;105.4;;;;;;;;;;;;
198;Hungary;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Hungary;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Hungary;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;Hungary;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Hungary;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Hungary;1995;;;;;;;;;;;;;;;;;;;36.6;;;;;;;;;;;;
204;Hungary;1996;13.4;;;;;;;;;;;;;;;;;;43.9;;2.7;;;;;;;;;;
205;Hungary;1997;12.2;;2.9;36.2;70.7;81.4;12.6;6.9;1.7;;;;;;;;;;52.1;3.2;2.9;;;;;;;;;;
206;Hungary;1998;13.2;13.3;3.3;36.2;70.9;81.0;11.4;6.2;1.7;;;;;;;;;;58.9;3.0;2.9;;;;;;;;;;
207;Hungary;1999;13.5;12.8;2.9;35.8;72.1;82.1;11.1;5.8;1.4;;;;;;;;;;62.2;3.1;3.1;;;;;;;;;;
208;Hungary;2000;14.0;9.0;2.9;35.8;72.1;82.4;9.9;5.3;1.3;488.0;492.0;485.0;496.0;496.0;497.0;480.0;465.0;496.0;70.4;3.6;3.6;;;;;;;;;;
209;Hungary;2001;14.0;7.0;2.7;36.6;71.9;82.6;10.0;4.6;1.2;;;;;;;;;;78.9;4.0;4.0;;;;;;;;;;
210;Hungary;2002;14.2;8.4;2.9;36.7;71.7;82.0;10.5;4.4;1.5;;;;;;;;;;86.0;4.9;4.7;;;;;;;;;;
211;Hungary;2003;15.4;7.9;4.5;37.4;71.4;82.7;10.6;4.8;1.4;490.0;494.0;486.0;503.0;503.0;504.0;482.0;467.0;498.0;92.2;5.1;4.9;5.3;;;;;;;;;
212;Hungary;2004;16.7;8.4;4.0;36.9;70.9;82.9;10.8;5.0;1.9;;;;;;;;;;96.5;5.5;5.3;5.8;;;;;;;;;
213;Hungary;2005;17.1;7.6;3.9;38.1;70.4;83.0;12.4;6.0;2.3;;;;;;;;;;100.0;6.1;6.0;6.3;;;;;;;;;
214;Hungary;2006;17.7;9.8;3.8;38.2;70.4;81.8;14.8;6.1;2.2;491.0;496.0;486.0;504.0;507.0;501.0;482.0;463.0;503.0;102.6;6.3;6.0;6.7;;;;27.5;65.2;81.3;36.9;59.8;77.3
215;Hungary;2007;18.0;11.5;3.6;38.5;70.2;80.4;16.0;5.9;2.6;;;;;;;;;;109.7;7.1;6.7;7.3;;;;27.2;64.7;80.1;38.8;67.3;76.7
216;Hungary;2008;19.2;10.9;3.1;38.7;68.7;79.9;17.3;6.3;2.3;;;;;;;;;;115.0;;;;;;;;;;;;
217;Hungary;2009;19.9;12.6;2.7;37.4;67.0;78.8;21.0;8.2;3.5;490.0;496.0;484.0;503.0;503.0;503.0;494.0;475.0;513.0;118.7;;;;;;;25.5;61.5;78.1;41.1;65.8;79.2
218;Hungary;2010;20.1;13.4;2.8;37.6;66.2;78.6;23.5;9.5;4.1;;;;;;;;;;115.3;;;;;;;;;;;;
219;Hungary;2011;;;2.7;;;;;;;;;;;;;;;;120.1;;;;;;;;;;;;
220;Ireland;1990;;;;;;;;;;;;;;;;;;;62.9;;;;;;;;;;;;
221;Ireland;1991;15.9;;;46.0;62.9;80.6;20.3;7.3;4.1;;;;;;;;;;65.5;;;;;;;;;;;;
222;Ireland;1992;17.0;;3.4;;;;;;;;;;;;;;;;68.1;;;;;;;;;;;;
223;Ireland;1993;;;3.5;;;;;;;;;;;;;;;;71.4;;;;;;;;;;;;
224;Ireland;1994;18.6;;3.9;;;;;;;;;;;;;;;;71.8;;;;;;;;;;;;
225;Ireland;1995;19.9;;4.3;48.6;66.6;83.0;16.4;7.6;4.2;;;;;;;;;;71.3;;;;;;;;;;;;
226;Ireland;1996;22.6;;4.8;;;;;;;;;;;;;;;;72.2;;;;;;;;;;;;
227;Ireland;1997;22.8;;5.2;50.3;68.7;81.9;14.5;6.5;4.0;;;;;;;;;;72.6;;;;;;;;;;;;
228;Ireland;1998;21.1;22.2;;53.4;71.7;85.2;11.6;4.5;3.0;;;;;;;;;;76.2;;;;;;;;;;;;
229;Ireland;1999;20.5;20.8;;54.4;74.8;87.2;9.2;3.5;1.7;;;;;;;;;;77.7;;;;;;;;;;;;
230;Ireland;2000;18.5;24.4;;60.7;77.0;87.2;5.6;2.3;1.6;503.0;510.0;497.0;513.0;511.0;517.0;527.0;513.0;542.0;80.8;;;;;;;;;;;;
231;Ireland;2001;23.6;24.2;;58.4;77.3;87.0;5.2;2.4;1.8;;;;;;;;;;85.9;;;;;;;;;;;;
232;Ireland;2002;24.8;23.0;5.5;56.7;76.6;86.3;5.9;2.8;2.2;;;;;;;;;;86.9;;;;;;;;;;;;
233;Ireland;2003;26.3;21.4;5.9;56.6;75.6;86.1;6.3;2.9;2.6;503.0;510.0;495.0;505.0;506.0;504.0;515.0;501.0;530.0;90.3;;;;;;;;;;;;
234;Ireland;2004;27.8;20.0;6.1;57.5;75.9;86.2;6.1;3.0;2.2;;;;;;;;;;93.9;;;;;;;;;;;;
235;Ireland;2005;29.1;19.6;7.4;58.4;76.7;86.8;6.0;3.1;2.0;;;;;;;;;;100.0;;;;47.7;42.1;32.2;;;;;;
236;Ireland;2006;30.8;14.1;7.3;58.7;77.3;86.5;5.7;3.2;2.2;501.0;507.0;496.0;508.0;508.0;509.0;517.0;500.0;534.0;104.8;;21.8;;;;;48.9;73.7;86.8;49.9;72.7;80.2
237;Ireland;2007;32.2;14.8;7.6;58.7;77.1;86.7;6.1;3.5;2.3;;;;;;;;;;108.4;;;;;;;48.9;73.7;87.4;49.6;75.9;80.6
238;Ireland;2008;33.9;13.2;7.1;56.8;75.5;85.2;8.2;4.8;3.0;;;;;;;;;;115.7;;;;;;;;;;;;
239;Ireland;2009;35.9;14.7;6.3;50.0;69.1;82.0;15.4;11.3;6.1;487.0;491.0;483.0;508.0;507.0;509.0;496.0;476.0;515.0;112.7;;;;;;;40.0;65.1;82.5;39.6;59.8;74.4
240;Ireland;2010;37.3;15.4;6.7;46.8;66.4;81.1;19.5;13.7;6.8;;;;;;;;;;105.8;;;;;;;;;;;;
241;Ireland;2011;;;6.8;;;;;;;;;;;;;;;;105.4;;;;;;;;;;;;
242;Italy;1990;;;;;;;;;;;;;;;;;;;66.8;;;;;;;;;;;;
243;Italy;1991;6.1;;;54.1;73.7;86.5;5.7;7.2;5.0;;;;;;;;;;72.1;;;;;;;;;;;;
244;Italy;1992;6.4;;3.0;;;;;;;;;;;;;;;;75.0;;;;;;;;;;;;
245;Italy;1993;;;3.3;;;;;;;;;;;;;;;;77.1;;;;;;;;;;;;
246;Italy;1994;7.5;;3.4;;;;;;;;;;;;;;;;77.1;;;;;;;;;;;;
247;Italy;1995;7.9;;3.8;48.9;70.4;80.9;9.1;7.9;7.3;;;;;;;;;;77.8;;;;;;;;;;;;
248;Italy;1996;8.1;;4.1;;;;;;;;;;;;;;;;81.9;;16.6;;;;;;;;;;
249;Italy;1997;;;4.6;;;;;;;;;;;;;;;;84.3;18.9;18.1;;;;;;;;;;
250;Italy;1998;8.6;20.8;4.8;47.8;70.1;80.8;10.8;8.1;6.9;;;;;;;;;;82.8;18.3;17.5;;;;;;;;;;
251;Italy;1999;9.3;19.6;5.5;48.0;70.3;80.7;10.6;7.9;6.9;;;;;;;;;;84.3;18.7;18.1;;;;;;;;;;
252;Italy;2000;9.4;19.1;4.8;48.6;71.2;81.4;10.0;7.2;5.9;457.0;462.0;454.0;478.0;474.0;483.0;487.0;469.0;507.0;84.6;19.0;18.3;;;;;;;;;;
253;Italy;2001;10.0;18.7;4.5;49.4;72.1;81.6;9.2;6.6;5.3;;;;;;;;;;87.5;19.3;18.7;19.9;;;;;;;;;
254;Italy;2002;10.4;15.7;4.4;50.5;72.3;82.2;9.0;6.4;5.3;;;;;;;;;;91.1;20.0;19.4;20.5;;;;;;;;;
255;Italy;2003;10.5;18.4;4.5;50.7;72.4;82.0;8.8;6.1;5.3;466.0;475.0;457.0;486.0;490.0;484.0;476.0;455.0;495.0;94.7;20.6;19.8;;;;;;;;;;
256;Italy;2004;11.6;17.9;6.3;51.7;73.5;81.2;8.2;5.4;5.3;;;;;;;;;;96.6;21.4;20.6;;;;;;;;;;
257;Italy;2005;12.2;17.0;5.8;51.7;73.5;80.4;7.8;5.2;5.7;;;;;;;;;;100.0;;;;10.8;16.7;15.3;;;;;;
258;Italy;2006;12.9;16.2;6.1;52.5;74.4;80.6;6.9;4.6;4.8;462.0;470.0;453.0;475.0;477.0;474.0;469.0;448.0;489.0;102.3;;;;;;;45.1;67.6;78.6;59.0;70.2;73.9
259;Italy;2007;13.6;15.2;6.2;52.8;74.5;80.2;6.3;4.1;4.2;;;;;;;;;;104.6;;;;;;;45.1;67.5;77.9;59.7;71.0;74.5
260;Italy;2008;14.4;15.2;6.3;52.5;74.3;80.7;7.4;4.6;4.3;;;;;;;;;;110.0;;;;;;;;;;;;
261;Italy;2009;14.5;15.3;6.0;51.2;73.1;79.2;8.4;5.6;5.1;483.0;490.0;475.0;489.0;488.0;490.0;486.0;464.0;510.0;115.0;;;;;;;43.2;66.3;77.6;56.0;68.6;70.4
262;Italy;2010;14.8;15.6;6.2;50.4;72.6;78.3;9.1;6.1;5.6;;;;;;;;;;114.1;;;;;;;;;;;;
263;Italy;2011;;;5.7;;;;;;;;;;;;;;;;115.5;;;;;;;;;;;;
264;Japan;1990;;;;;;;;;;;;;;;;;;;106.1;;;;;;;;;;;;
265;Japan;1991;;;;;;;;;;;;;;;;;;;111.0;;;;;;;;;;;;
266;Japan;1992;;;;;;;;;;;;;;;;;;;113.8;;;;;;;;;;;;
267;Japan;1993;;;;;;;;;;;;;;;;;;;116.3;;;;;;;;;;;;
268;Japan;1994;;;;;;;;;;;;;;;;;;;117.5;;;;;;;;;;;;
269;Japan;1995;;;;;;;;;;;;;;;;;;;117.4;;;;;;;;;;;;
270;Japan;1996;;;;;;;;;;;;;;;;;;;115.7;;;;;;;;;;;;
271;Japan;1997;30.5;;;69.4;75.3;80.7;3.9;3.4;2.3;;;;;;;;;;116.4;;;;;;;;;;;;
272;Japan;1998;30.6;4.4;;68.8;75.8;79.5;4.3;3.3;2.6;;;;;;;;;;117.2;;;;;;;;;;;;
273;Japan;1999;31.8;4.5;;68.2;74.2;79.2;5.6;4.4;3.3;;;;;;;;;;114.7;;;;;;;;;;;;
274;Japan;2000;33.6;4.4;;67.1;73.8;79.0;6.0;4.7;3.5;557.0;561.0;553.0;550.0;547.0;554.0;522.0;507.0;537.0;112.5;;;;;;;;;;;;
275;Japan;2001;34.1;4.6;;67.6;74.3;79.9;5.9;4.8;3.1;;;;;;;;;;111.3;;;;;;;;;;;;
276;Japan;2002;36.6;4.7;;;71.8;79.2;;5.6;3.8;;;;;;;;;;107.9;;;;;;;;;;;;
277;Japan;2003;37.4;4.7;;;71.8;79.2;;5.7;3.7;534.0;539.0;530.0;548.0;550.0;546.0;498.0;487.0;509.0;104.1;;;;;;;;;;;;
278;Japan;2004;38.7;4.8;;;72.0;79.3;;5.1;3.3;;;;;;;;;;100.7;;;;;;;;;;;;
279;Japan;2005;39.9;4.7;;;72.3;79.4;;4.9;3.1;;;;;;;;;;100.0;;;;;;;;;;;;
280;Japan;2006;40.5;4.8;;;73.2;79.8;;4.5;3.0;523.0;533.0;513.0;531.0;533.0;530.0;498.0;483.0;513.0;99.0;;;;;;;;;;;;
281;Japan;2007;41.0;4.7;;;74.4;80.1;;4.1;2.9;;;;;;;;;;96.7;;;;;;;;;;;;
282;Japan;2008;42.8;4.7;;;74.4;79.7;;4.4;3.1;;;;;;;;;;98.1;;;;;;;;;;;;
283;Japan;2009;43.8;4.6;;;73.1;79.7;;5.9;3.6;529.0;534.0;524.0;539.0;534.0;545.0;520.0;501.0;540.0;98.9;;;;;;;;;;;;
284;Japan;2010;44.8;4.6;;;73.3;79.5;;5.8;3.8;;;;;;;;;;94.9;;;;;;;;;;;;
285;Japan;2011;;;;;;;;;;;;;;;;;;;95.8;;;;;;;;;;;;
286;The Netherlands;1990;;;;;;;;;;;;;;;;;;;72.8;;;;;;;;;;;;
287;The Netherlands;1991;19.6;;;50.2;73.4;84.6;8.6;4.6;1.5;;;;;;;;;;75.4;;;;;;;;;;;;
288;The Netherlands;1992;20.9;;15.1;;;;;;;;;;;;;;;;78.6;;;;;;;;;;;;
289;The Netherlands;1993;;;14.3;;;;;;;;;;;;;;;;79.9;;;;;;;;;;;;
290;The Netherlands;1994;21.4;;13.6;;;;;;;;;;;;;;;;79.4;;;;;;;;;;;;
291;The Netherlands;1995;22.0;;13.1;52.1;74.0;82.8;7.9;4.8;4.1;;;;;;;;;;79.6;;;;;;;;;;;;
292;The Netherlands;1996;22.5;;12.5;;;;;;;;;;;;;;;;80.0;;23.0;18.8;;;;;;;;;
293;The Netherlands;1997;;;12.6;;;;;;;;;;;;;;;;81.1;19.1;20.4;18.2;;;;;;;;;
294;The Netherlands;1998;24.2;14.2;12.9;55.3;76.8;85.4;0.9;1.7;;;;;;;;;;;84.0;20.2;21.4;19.4;;;;;;;;;
295;The Netherlands;1999;24.2;12.4;13.6;60.7;79.5;87.2;4.3;2.3;1.7;;;;;;;;;;86.1;21.1;22.5;20.3;;;;;;;;;
296;The Netherlands;2000;23.4;11.1;15.5;57.6;79.4;86.3;3.9;2.3;1.9;564.0;569.0;558.0;529.0;529.0;529.0;;;;88.8;22.3;23.4;21.6;;;;;;;;;
297;The Netherlands;2001;23.2;11.8;15.9;58.8;80.0;86.3;2.9;1.6;1.2;;;;;;;;;;93.5;23.9;24.6;23.4;;;;;;;;;
298;The Netherlands;2002;25.0;12.1;15.8;60.7;79.8;86.5;3.0;2.0;2.1;;;;;;;;;;98.1;25.2;25.9;24.7;;;;;;;;;
299;The Netherlands;2003;27.5;11.8;16.4;59.4;78.8;85.9;4.5;2.8;2.5;538.0;540.0;535.0;524.0;527.0;522.0;513.0;503.0;524.0;100.6;26.5;27.2;26.0;;;;;;;;;
300;The Netherlands;2004;29.5;12.3;16.4;59.4;77.9;85.3;5.5;3.8;2.8;;;;;;;;;;100.7;27.2;28.1;26.6;;;;;;;;;
301;The Netherlands;2005;30.1;11.8;15.9;59.5;77.9;85.6;5.8;4.1;2.8;;;;;;;;;;100.0;27.4;28.5;26.8;28.7;39.2;34.9;;;;;;
302;The Netherlands;2006;30.2;11.0;15.6;60.6;79.1;86.4;4.8;3.5;2.3;531.0;537.0;524.0;525.0;528.0;521.0;507.0;495.0;519.0;100.6;;;;;;;60.7;80.5;87.2;44.6;64.2;75.2
303;The Netherlands;2007;30.8;10.4;16.6;61.9;80.3;87.7;4.0;2.7;1.8;;;;;;;;;;102.4;;;;;;;61.8;81.1;88.0;49.3;65.8;77.3
304;The Netherlands;2008;32.2;10.0;17.0;63.7;81.5;88.3;3.4;2.1;1.6;;;;;;;;;;105.8;;;;;;;;;;;;
305;The Netherlands;2009;32.8;10.0;17.0;63.6;81.7;88.1;4.1;2.7;2.0;526.0;534.0;517.0;522.0;524.0;520.0;508.0;496.0;521.0;111.1;;;;;;;63.1;81.7;88.8;52.6;69.9;76.7
306;The Netherlands;2010;32.4;9.9;16.6;61.1;80.0;87.5;5.1;3.1;2.3;;;;;;;;;;110.0;;;;;;;;;;;;
307;The Netherlands;2011;;;16.7;;;;;;;;;;;;;;;;110.9;;;;;;;;;;;;
308;Poland;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Poland;1991;;;;;;;;;;;;;;;;;;;17.7;;;;;;;;;;;;
310;Poland;1992;;;;;;;;;;;;;;;;;;;27.6;;;;;;;;;;;;
311;Poland;1993;;;;;;;;;;;;;;;;;;;33.8;;;;;;;;;;;;
312;Poland;1994;;;;;;;;;;;;;;;;;;;44.8;;;;;;;;;;;;
313;Poland;1995;9.9;;;50.0;70.1;84.8;13.9;11.1;2.8;;;;;;;;;;57.7;;;;;;;;;;;;
314;Poland;1996;;;;;;;;;;;;;;;;;;;70.1;3.4;2.7;2.9;;;;;;;;;
315;Poland;1997;10.2;;;50.3;70.7;86.7;13.8;9.9;2.1;;;;;;;;;;81.4;3.4;3.0;3.4;;;;;;;;;
316;Poland;1998;10.9;11.6;;49.1;71.1;87.2;13.9;9.1;2.5;;;;;;;;;;91.0;3.7;3.4;3.8;;;;;;;;;
317;Poland;1999;11.3;9.5;;46.6;69.7;86.6;16.4;10.7;3.1;;;;;;;;;;95.5;4.1;3.6;4.3;;;;;;;;;
318;Poland;2000;11.4;8.9;;42.8;66.6;84.5;20.6;13.9;4.3;470.0;472.0;468.0;483.0;496.0;480.0;479.0;461.0;497.0;99.1;4.5;4.0;4.7;;;;;;;;;
319;Poland;2001;11.9;8.4;4.3;41.5;64.8;84.1;22.6;15.9;5.0;;;;;;;;;;104.5;5.3;4.7;5.6;;;;;;;;;
320;Poland;2002;12.6;8.5;4.2;39.1;62.5;83.1;25.2;17.8;6.3;;;;;;;;;;102.0;5.3;4.6;5.6;;;;;;;;;
321;Poland;2003;14.2;9.1;4.4;38.2;61.6;82.6;25.9;17.8;6.6;490.0;493.0;487.0;498.0;501.0;494.0;497.0;477.0;516.0;99.7;4.7;4.1;4.9;;;;;;;;;
322;Poland;2004;15.7;9.7;5.0;37.5;61.3;82.3;27.8;17.4;6.2;;;;;;;;;;98.1;4.7;4.1;4.9;;;;;;;;;
323;Poland;2005;16.9;11.3;4.9;37.7;61.7;82.7;27.1;16.6;6.2;;;;;;;;;;100.0;5.6;4.8;5.8;29.8;27.1;19.9;;;;;;
324;Poland;2006;17.9;13.3;4.7;38.6;62.9;83.5;21.5;12.7;5.0;495.0;500.0;491.0;498.0;500.0;496.0;508.0;487.0;528.0;100.9;6.0;5.3;6.2;;;;23.3;58.4;81.9;16.3;32.9;59.9
325;Poland;2007;18.7;12.8;5.1;41.0;65.2;84.5;15.5;8.7;3.8;;;;;;;;;;104.7;6.8;6.0;7.0;;;;24.9;61.1;82.9;68.8;29.3;66.0
326;Poland;2008;19.6;12.2;4.7;43.0;67.0;85.1;11.5;6.3;3.1;;;;;;;;;;113.2;;;;;;;;;;;;
327;Poland;2009;21.2;11.5;4.7;41.6;66.3;85.3;13.9;7.2;3.6;495.0;497.0;493.0;508.0;505.0;511.0;500.0;476.0;525.0;116.3;;;;;;;;;;;;
328;Poland;2010;22.9;11.5;5.3;39.9;65.6;84.8;16.2;8.9;4.2;;;;;;;;;;118.8;;;;;;;;;;;;
329;Poland;2011;;;4.5;;;;;;;;;;;;;;;;120.1;;;;;;;;;;;;
330;South Korea;1990;;;;;;;;;;;;;;;;;;;50.5;;;;;;;;;;;;
331;South Korea;1991;14.4;;;70.2;70.5;79.8;0.9;1.9;2.7;;;;;;;;;;57.3;;;;;;;;;;;;
332;South Korea;1992;16.1;;;;;;;;;;;;;;;;;;61.6;;;;;;;;;;;;
333;South Korea;1993;17.5;;;;;;;;;;;;;;;;;;65.7;;;;;;;;;;;;
334;South Korea;1994;17.8;;;;;;;;;;;;;;;;;;70.8;;;;;;;;;;;;
335;South Korea;1995;18.6;;;71.0;71.0;79.8;1.0;1.6;2.0;;;;;;;;;;77.3;;;;;;;;;;;;
336;South Korea;1996;19.6;;;;;;;;;;;;;;;;;;82.8;;;;;;;;;;;;
337;South Korea;1997;19.8;;;71.2;71.7;80.2;1.4;2.4;2.3;;;;;;;;;;83.0;;;;;;;;;;;;
338;South Korea;1998;22.5;33.3;;66.1;66.5;76.1;6.0;6.8;4.9;;;;;;;;;;84.1;;;;;;;;;;;;
339;South Korea;1999;23.1;32.6;;66.9;66.4;74.6;5.4;6.4;4.7;;;;;;;;;;80.7;;;;;;;;;;;;
340;South Korea;2000;23.9;32.7;;68.0;68.7;75.4;3.7;4.1;3.6;547.0;559.0;532.0;552.0;561.0;541.0;525.0;519.0;533.0;81.4;;;;;;;;;;;;
341;South Korea;2001;25.0;32.1;;67.8;69.3;75.7;3.1;3.6;3.5;;;;;;;;;;85.9;;;;;;;;;;;;
342;South Korea;2002;26.0;31.7;;68.4;70.5;76.1;2.2;3.0;3.2;;;;;;;;;;88.2;;;;;;;;;;;;
343;South Korea;2003;29.5;30.9;;66.5;69.6;76.4;2.2;3.3;3.1;542.0;552.0;528.0;538.0;546.0;527.0;534.0;525.0;547.0;93.6;;;;;;;;;;;;
344;South Korea;2004;30.5;31.7;;66.4;70.1;76.7;2.6;3.5;2.9;;;;;;;;;;96.8;;;;;;;;;;;;
345;South Korea;2005;31.6;30.9;;65.9;70.1;76.8;2.9;3.8;2.9;;;;;;;;;;100.0;;;;;;;;;;;;
346;South Korea;2006;32.9;30.2;;66.2;70.3;77.2;2.6;3.5;2.9;547.0;552.0;543.0;522.0;521.0;523.0;556.0;539.0;574.0;100.7;;;;;;;;;;;;
347;South Korea;2007;34.6;29.3;;66.0;70.7;77.2;2.4;3.3;2.9;;;;;;;;;;102.5;;;;;;;;;;;;
348;South Korea;2008;36.6;26.5;;66.1;70.7;77.1;2.5;3.3;2.6;;;;;;;;;;106.0;;;;;;;;;;;;
349;South Korea;2009;38.7;26.3;;65.3;69.6;76.1;3.0;3.7;3.5;546.0;548.0;544.0;538.0;537.0;539.0;539.0;523.0;558.0;109.8;;;;;;;;;;;;
350;South Korea;2010;39.7;26.1;;65.0;70.6;76.3;3.1;3.5;3.3;;;;;;;;;;110.1;;;;;;;;;;;;
351;South Korea;2011;;;;;;;;;;;;;;;;;;;112.6;;;;;;;;;;;;
352;Spain;1990;;;;;;;;;;;;;;;;;;;55.8;;;;;;;;;;;;
353;Spain;1991;9.9;;;49.5;72.4;78.9;13.7;12.2;9.3;;;;;;;;;;61.2;;;;;;;;;;;;
354;Spain;1992;13.1;;3.4;;;;;;;;;;;;;;;;66.0;;;;;;;;;;;;
355;Spain;1993;;;3.5;;;;;;;;;;;;;;;;69.7;;;;;;;;;;;;
356;Spain;1994;15.0;;3.9;;;;;;;;;;;;;;;;70.3;;;;;;;;;;;;
357;Spain;1995;16.1;;4.3;46.3;65.1;74.7;20.6;18.5;14.5;;;;;;;;;;72.6;;;;;;;;;;;;
358;Spain;1996;17.5;;4.4;;;;;;;;;;;;;;;;75.3;14.6;15.0;14.0;;;;;;;;;
359;Spain;1997;18.6;;4.4;48.2;66.6;75.5;18.9;16.8;13.7;;;;;;;;;;78.1;14.2;14.9;13.8;;;;;;;;;
360;Spain;1998;19.7;16.7;4.2;49.5;67.5;76.3;17.0;15.3;13.1;;;;;;;;;;79.9;14.1;14.9;13.8;;;;;;;;;
361;Spain;1999;21.0;17.3;5.0;51.0;69.6;77.6;14.7;12.9;11.1;;;;;;;;;;82.1;14.2;15.1;13.9;;;;;;;;;
362;Spain;2000;22.6;18.5;4.5;53.8;72.1;79.7;13.7;10.9;9.5;476.0;487.0;469.0;491.0;492.0;491.0;493.0;481.0;505.0;84.8;14.2;15.1;14.0;;;;;;;;;
363;Spain;2001;23.6;19.4;4.4;55.1;71.8;80.7;10.2;8.4;6.9;;;;;;;;;;87.8;13.1;14.2;12.8;;;;;;;;;
364;Spain;2002;24.4;19.0;4.4;55.7;71.6;80.8;11.2;9.4;7.7;;;;;;;;;;90.8;13.6;14.9;13.4;;;;;;;;;
365;Spain;2003;25.2;19.6;4.7;56.6;72.4;81.6;11.3;9.5;7.7;485.0;490.0;481.0;487.0;489.0;485.0;481.0;461.0;500.0;93.9;14.2;15.6;13.8;;;;;;;;;
366;Spain;2004;26.4;19.6;4.7;57.6;73.2;81.9;11.0;9.4;7.3;;;;;;;;;;96.4;14.8;16.3;14.3;;;;;;;;;
367;Spain;2005;28.2;19.5;10.5;58.6;74.7;82.4;9.3;7.3;6.1;;;;;;;;;;100.0;15.2;16.9;14.8;21.8;44.4;33.9;;;;;;
368;Spain;2006;28.5;19.4;10.4;59.8;75.9;83.4;9.0;6.9;5.5;480.0;484.0;476.0;488.0;491.0;486.0;461.0;443.0;479.0;103.7;15.8;17.6;15.4;;;;55.3;65.9;81.9;63.8;73.6;75.3
369;Spain;2007;29.0;19.1;10.4;60.5;76.3;84.4;9.0;6.8;4.8;;;;;;;;;;108.4;16.4;18.2;16.0;;;;55.1;66.6;83.4;63.9;74.3;78.1
370;Spain;2008;29.2;19.2;10.4;59.1;75.2;83.6;13.2;9.3;5.8;;;;;;;;;;113.7;;;;;;;;;;;;
371;Spain;2009;29.7;18.6;10.4;54.0;70.6;81.1;21.9;15.4;9.0;483.0;493.0;474.0;488.0;492.0;485.0;481.0;467.0;496.0;115.1;;;;;;;49.2;62.1;80.4;48.6;62.3;70.2
372;Spain;2010;30.7;17.9;10.8;52.9;68.9;79.7;24.7;17.4;10.4;;;;;;;;;;112.2;;;;;;;;;;;;
373;Spain;2011;;;10.8;;;;;;;;;;;;;;;;110.4;;;;;;;;;;;;
374;Sweden;1990;;;;;;;;;;;;;;;;;;;79.4;;;;;;;;;;;;
