ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
2094;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2012/'13;10;10;
2095;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2013/'14;10;10;
2096;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2014/'15;10;10;
2097;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2015/'16;10;10;
2098;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2016/'17;20;10;
2099;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2017/'18;10;10;
2100;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2018/'19;20;20;
2101;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2019/'20;10;10;
2102;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2020/'21;20;20;94.0
2103;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2021/'22;20;20;95.0
2104;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2022/'23;20;10;87.0
2105;Totaal mannen en vrouwen;Vmbo-g;"Gemeenten; niet in te delen";2023/'24;20;20;84.0
2106;Totaal mannen en vrouwen;Vmbo-t;Nederland;2011/'12;43680;39600;91.0
2107;Totaal mannen en vrouwen;Vmbo-t;Nederland;2012/'13;46670;42780;92.0
2108;Totaal mannen en vrouwen;Vmbo-t;Nederland;2013/'14;47650;44620;94.0
2109;Totaal mannen en vrouwen;Vmbo-t;Nederland;2014/'15;49260;46580;95.0
2110;Totaal mannen en vrouwen;Vmbo-t;Nederland;2015/'16;50730;47870;94.0
2111;Totaal mannen en vrouwen;Vmbo-t;Nederland;2016/'17;51410;47900;93.0
2112;Totaal mannen en vrouwen;Vmbo-t;Nederland;2017/'18;49810;46250;93.0
2113;Totaal mannen en vrouwen;Vmbo-t;Nederland;2018/'19;49340;46050;93.0
2114;Totaal mannen en vrouwen;Vmbo-t;Nederland;2019/'20;48620;48230;99.0
2115;Totaal mannen en vrouwen;Vmbo-t;Nederland;2020/'21;44820;43170;96.0
2116;Totaal mannen en vrouwen;Vmbo-t;Nederland;2021/'22;42250;40390;96.0
2117;Totaal mannen en vrouwen;Vmbo-t;Nederland;2022/'23;41630;38130;92.0
2118;Totaal mannen en vrouwen;Vmbo-t;Nederland;2023/'24;43610;40070;92.0
2119;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2011/'12;4930;4470;91.0
2120;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2012/'13;5050;4670;92.0
2121;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2013/'14;5080;4760;94.0
2122;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2014/'15;5530;5200;94.0
2123;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2015/'16;5770;5440;94.0
2124;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2016/'17;5570;5190;93.0
2125;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2017/'18;5470;5010;92.0
2126;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2018/'19;5240;4850;93.0
2127;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2019/'20;4870;4840;100.0
2128;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2020/'21;4470;4310;96.0
2129;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2021/'22;4140;3940;95.0
2130;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2022/'23;4150;3790;91.0
2131;Totaal mannen en vrouwen;Vmbo-t;Noord-Nederland (LD);2023/'24;4230;3910;92.0
2132;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2011/'12;9610;8640;90.0
2133;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2012/'13;10390;9590;92.0
2134;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2013/'14;10510;9920;94.0
2135;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2014/'15;11010;10500;95.0
2136;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2015/'16;10970;10420;95.0
2137;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2016/'17;11490;10770;94.0
2138;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2017/'18;11190;10460;93.0
2139;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2018/'19;11430;10810;95.0
2140;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2019/'20;11120;11040;99.0
2141;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2020/'21;10350;10060;97.0
2142;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2021/'22;9370;9020;96.0
2143;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2022/'23;9190;8490;92.0
2144;Totaal mannen en vrouwen;Vmbo-t;Oost-Nederland (LD);2023/'24;9690;8950;92.0
2145;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2011/'12;20090;18040;90.0
2146;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2012/'13;21510;19390;90.0
2147;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2013/'14;22160;20520;93.0
2148;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2014/'15;22430;21000;94.0
2149;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2015/'16;23360;21880;94.0
2150;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2016/'17;23500;21710;92.0
2151;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2017/'18;22910;21130;92.0
2152;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2018/'19;22700;21010;93.0
2153;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2019/'20;22810;22620;99.0
2154;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2020/'21;21020;20090;96.0
2155;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2021/'22;20370;19360;95.0
2156;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2022/'23;19850;18030;91.0
2157;Totaal mannen en vrouwen;Vmbo-t;West-Nederland (LD);2023/'24;20920;19010;91.0
2158;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2011/'12;8970;8380;93.0
2159;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2012/'13;9640;9060;94.0
2160;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2013/'14;9800;9320;95.0
2161;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2014/'15;10190;9790;96.0
2162;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2015/'16;10540;10060;95.0
2163;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2016/'17;10750;10130;94.0
2164;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2017/'18;10140;9550;94.0
2165;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2018/'19;9880;9300;94.0
2166;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2019/'20;9730;9630;99.0
2167;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2020/'21;8900;8630;97.0
2168;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2021/'22;8270;7970;96.0
2169;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2022/'23;8340;7740;93.0
2170;Totaal mannen en vrouwen;Vmbo-t;Zuid-Nederland (LD);2023/'24;8660;8090;93.0
2171;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2011/'12;90;80;
2172;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2012/'13;80;70;
2173;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2013/'14;110;100;
2174;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2014/'15;100;100;
2175;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2015/'16;90;80;89.0
2176;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2016/'17;100;90;88.0
2177;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2017/'18;100;100;
2178;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2018/'19;100;90;
2179;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2019/'20;100;90;
2180;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2020/'21;90;90;96.0
2181;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2021/'22;100;100;94.0
2182;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2022/'23;100;90;86.0
2183;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (LD);2023/'24;110;100;94.0
2184;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2011/'12;1410;1270;90.0
2185;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2012/'13;1460;1330;91.0
2186;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2013/'14;1460;1350;92.0
2187;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2014/'15;1630;1530;94.0
2188;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2015/'16;1800;1670;93.0
2189;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2016/'17;1640;1510;92.0
2190;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2017/'18;1570;1410;90.0
2191;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2018/'19;1550;1430;92.0
2192;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2019/'20;1420;1410;
2193;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2020/'21;1280;1240;97.0
2194;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2021/'22;1240;1150;93.0
2195;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2022/'23;1280;1160;90.0
2196;Totaal mannen en vrouwen;Vmbo-t;Groningen (PV);2023/'24;1220;1090;90.0
2197;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2011/'12;2060;1850;90.0
2198;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2012/'13;2050;1910;93.0
2199;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2013/'14;2060;1930;93.0
2200;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2014/'15;2200;2080;94.0
2201;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2015/'16;2320;2210;95.0
2202;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2016/'17;2300;2170;94.0
2203;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2017/'18;2270;2100;93.0
2204;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2018/'19;2100;1930;92.0
2205;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2019/'20;2020;2010;99.0
2206;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2020/'21;1800;1710;95.0
2207;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2021/'22;1620;1540;95.0
2208;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2022/'23;1680;1520;91.0
2209;Totaal mannen en vrouwen;Vmbo-t;Fryslân (PV);2023/'24;1740;1610;92.0
2210;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2011/'12;1450;1350;93.0
2211;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2012/'13;1540;1440;93.0
2212;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2013/'14;1550;1480;95.0
2213;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2014/'15;1700;1600;94.0
2214;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2015/'16;1650;1570;95.0
2215;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2016/'17;1620;1520;94.0
2216;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2017/'18;1630;1500;92.0
2217;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2018/'19;1590;1490;94.0
2218;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2019/'20;1430;1430;
2219;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2020/'21;1400;1360;97.0
2220;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2021/'22;1280;1250;97.0
2221;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2022/'23;1190;1110;93.0
2222;Totaal mannen en vrouwen;Vmbo-t;Drenthe (PV);2023/'24;1280;1220;95.0
2223;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2011/'12;3030;2700;89.0
2224;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2012/'13;3230;3000;93.0
2225;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2013/'14;3090;2920;94.0
2226;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2014/'15;3380;3260;96.0
2227;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2015/'16;3460;3320;96.0
2228;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2016/'17;3770;3580;95.0
2229;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2017/'18;3570;3330;93.0
2230;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2018/'19;3830;3680;96.0
2231;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2019/'20;3680;3660;100.0
2232;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2020/'21;3570;3500;98.0
2233;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2021/'22;3260;3160;97.0
2234;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2022/'23;3170;2990;94.0
2235;Totaal mannen en vrouwen;Vmbo-t;Overijssel (PV);2023/'24;3400;3220;95.0
2236;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2011/'12;1130;1020;90.0
2237;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2012/'13;1280;1150;90.0
2238;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2013/'14;1370;1250;91.0
2239;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2014/'15;1440;1350;94.0
2240;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2015/'16;1360;1300;95.0
2241;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2016/'17;1380;1270;92.0
2242;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2017/'18;1350;1260;94.0
2243;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2018/'19;1290;1190;92.0
2244;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2019/'20;1300;1290;99.0
2245;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2020/'21;1220;1160;95.0
2246;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2021/'22;1130;1070;94.0
2247;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2022/'23;1080;940;87.0
2248;Totaal mannen en vrouwen;Vmbo-t;Flevoland (PV);2023/'24;1250;1120;89.0
2249;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2011/'12;5440;4920;90.0
2250;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2012/'13;5890;5440;92.0
2251;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2013/'14;6050;5760;95.0
2252;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2014/'15;6190;5890;95.0
2253;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2015/'16;6150;5800;94.0
2254;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2016/'17;6340;5930;94.0
2255;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2017/'18;6270;5870;94.0
2256;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2018/'19;6310;5940;94.0
2257;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2019/'20;6140;6090;99.0
2258;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2020/'21;5560;5410;97.0
2259;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2021/'22;4980;4790;96.0
2260;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2022/'23;4950;4560;92.0
2261;Totaal mannen en vrouwen;Vmbo-t;Gelderland (PV);2023/'24;5040;4620;92.0
2262;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2011/'12;3160;2840;90.0
2263;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2012/'13;3480;3110;89.0
2264;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2013/'14;3500;3280;94.0
2265;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2014/'15;3480;3300;95.0
2266;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2015/'16;3740;3540;95.0
2267;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2016/'17;3790;3500;92.0
2268;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2017/'18;3770;3490;93.0
2269;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2018/'19;3700;3470;94.0
2270;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2019/'20;3830;3790;99.0
2271;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2020/'21;3560;3410;96.0
2272;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2021/'22;3470;3290;95.0
2273;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2022/'23;3230;2940;91.0
2274;Totaal mannen en vrouwen;Vmbo-t;Utrecht (PV);2023/'24;3510;3160;90.0
2275;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2011/'12;6550;5850;89.0
2276;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2012/'13;6950;6180;89.0
2277;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2013/'14;7240;6660;92.0
2278;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2014/'15;7450;6960;93.0
2279;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2015/'16;7540;7030;93.0
2280;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2016/'17;7670;7090;92.0
2281;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2017/'18;7480;6830;91.0
2282;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2018/'19;7430;6770;91.0
2283;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2019/'20;7470;7390;99.0
2284;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2020/'21;6940;6570;95.0
2285;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2021/'22;6690;6300;94.0
2286;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2022/'23;6430;5690;89.0
2287;Totaal mannen en vrouwen;Vmbo-t;Noord-Holland (PV);2023/'24;6740;5980;89.0
2288;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2011/'12;9390;8430;90.0
2289;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2012/'13;10080;9180;91.0
2290;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2013/'14;10340;9560;92.0
2291;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2014/'15;10420;9740;93.0
2292;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2015/'16;10870;10160;93.0
2293;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2016/'17;10790;9960;92.0
2294;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2017/'18;10560;9760;92.0
2295;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2018/'19;10450;9700;93.0
2296;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2019/'20;10360;10280;99.0
2297;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2020/'21;9530;9140;96.0
2298;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2021/'22;9280;8870;96.0
2299;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2022/'23;9180;8450;92.0
2300;Totaal mannen en vrouwen;Vmbo-t;Zuid-Holland (PV);2023/'24;9680;8940;92.0
2301;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2011/'12;990;910;92.0
2302;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2012/'13;1000;920;92.0
2303;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2013/'14;1090;1020;94.0
2304;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2014/'15;1080;1000;93.0
2305;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2015/'16;1210;1150;95.0
2306;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2016/'17;1250;1150;92.0
2307;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2017/'18;1100;1060;96.0
2308;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2018/'19;1120;1070;96.0
2309;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2019/'20;1160;1150;
2310;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2020/'21;990;970;98.0
2311;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2021/'22;930;900;97.0
2312;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2022/'23;1010;950;94.0
2313;Totaal mannen en vrouwen;Vmbo-t;Zeeland (PV);2023/'24;990;940;95.0
2314;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2011/'12;6410;5980;93.0
2315;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2012/'13;7040;6600;94.0
2316;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2013/'14;7050;6690;95.0
2317;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2014/'15;7430;7130;96.0
2318;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2015/'16;7770;7440;96.0
2319;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2016/'17;7960;7500;94.0
2320;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2017/'18;7580;7150;94.0
2321;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2018/'19;7510;7110;95.0
2322;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2019/'20;7460;7390;99.0
2323;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2020/'21;6790;6590;97.0
2324;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2021/'22;6330;6100;96.0
2325;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2022/'23;6320;5850;93.0
2326;Totaal mannen en vrouwen;Vmbo-t;Noord-Brabant (PV);2023/'24;6620;6200;94.0
2327;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2011/'12;2560;2400;94.0
2328;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2012/'13;2590;2470;95.0
2329;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2013/'14;2750;2640;96.0
2330;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2014/'15;2770;2650;96.0
2331;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2015/'16;2770;2610;94.0
2332;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2016/'17;2800;2630;94.0
2333;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2017/'18;2560;2400;94.0
2334;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2018/'19;2370;2180;92.0
2335;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2019/'20;2270;2240;99.0
2336;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2020/'21;2110;2040;97.0
2337;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2021/'22;1940;1880;97.0
2338;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2022/'23;2020;1880;93.0
2339;Totaal mannen en vrouwen;Vmbo-t;Limburg (PV);2023/'24;2040;1890;93.0
2340;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2011/'12;90;80;
2341;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2012/'13;80;70;
2342;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2013/'14;110;100;
2343;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2014/'15;100;100;
2344;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2015/'16;90;80;89.0
2345;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2016/'17;100;90;88.0
2346;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2017/'18;100;100;
2347;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2018/'19;100;90;
2348;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2019/'20;100;90;
2349;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2020/'21;90;90;96.0
2350;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2021/'22;100;100;94.0
2351;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2022/'23;100;90;86.0
2352;Totaal mannen en vrouwen;Vmbo-t;Niet in te delen (PV);2023/'24;110;100;94.0
2353;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2011/'12;1250;1020;82.0
2354;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2012/'13;1370;1140;84.0
2355;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2013/'14;1410;1260;89.0
2356;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2014/'15;1400;1280;91.0
2357;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2015/'16;1450;1310;90.0
2358;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2016/'17;1430;1280;89.0
2359;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2017/'18;1470;1280;87.0
2360;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2018/'19;1560;1340;86.0
2361;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2019/'20;1570;1550;99.0
2362;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2020/'21;1550;1430;92.0
2363;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2021/'22;1400;1270;90.0
2364;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2022/'23;1360;1070;79.0
2365;Totaal mannen en vrouwen;Vmbo-t;Amsterdam;2023/'24;1600;1300;81.0
2366;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2011/'12;1070;960;90.0
2367;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2012/'13;1100;990;90.0
2368;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2013/'14;1240;1090;88.0
2369;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2014/'15;1250;1140;91.0
